id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2703425175,460,1,2,55,12,anga7587r1zv4ey71ge9zxol3,1,10.5,32.8,2024-07-26T18:16:13.887Z,2024-07-26T18:16:15Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5118017741,56,Back,5118017743,140,3.4,5118017745,141,49.7,5118017749,213,2.15,5118017747,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425199,461,1,2,55,13,anga7587r1zv4ey71ge9zxol3,1,3.4,49.7,2024-07-26T18:16:15.390Z,2024-07-26T18:16:18Z,15fo180vixn0lb65fujttit3p,J. Storch,,5118017927,140,15.2,5118017925,56,Back,5118017929,141,44.2,5118017933,213,5.99,5118017931,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425217,462,1,2,55,16,anga7587r1zv4ey71ge9zxol3,1,24.8,51.1,2024-07-26T18:16:18.799Z,2024-07-26T18:16:22Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118018019,212,20.0,5118018015,140,35.4,5118018021,213,5.30,5118018017,141,26.6,5118018013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425239,463,1,2,55,20,anga7587r1zv4ey71ge9zxol3,1,39.6,25.6,2024-07-26T18:16:22.175Z,2024-07-26T18:16:27Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5118018173,141,6.3,5118018169,56,Right,5118018171,140,58.5,5118018175,212,23.8,5118018177,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703477987,778,3,2,55,24,anga7587r1zv4ey71ge9zxol3,0,66.1,14.7,2024-07-26T18:16:26.273Z,2024-07-26T20:24:44Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118310991,464,,5118310987,56,Right,5118310993,467,bb2cldqy0vvcyrrcvj6j0d71l,5118310989,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425241,464,4,2,55,25,anga7587r1zv4ey71ge9zxol3,1,56.8,5.9,2024-07-26T18:16:27.120Z,2024-07-26T18:16:31Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118018219,286,,5118018213,56,Right,5118018215,152,,5118018211,13,,5118018311,233,528,5118018217,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425253,528,4,2,55,25,aljua8crr0vkwit0j3m59jw9j,0,43.2,94.1,2024-07-26T18:16:27.121Z,2024-07-26T18:16:31Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5118018315,233,464,5118018297,152,,5118018295,56,Back,5118018299,265,,5118018301,285,,5118018293,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425347,465,1,2,55,41,anga7587r1zv4ey71ge9zxol3,1,57.2,6.3,2024-07-26T18:16:43.184Z,2024-07-26T18:16:52Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118018685,5,,5118018693,140,53.4,5118018687,152,,5118018691,56,Right,5118018697,212,9.8,5118019123,189,,5118018699,213,1.99,5118018695,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425359,466,1,2,55,42,anga7587r1zv4ey71ge9zxol3,1,53.4,19.5,2024-07-26T18:16:44.063Z,2024-07-26T18:16:45Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118018749,56,Back,5118018751,140,41.2,5118018755,212,13.7,5118018753,141,12.4,5118018757,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425371,467,1,2,55,43,anga7587r1zv4ey71ge9zxol3,0,41.2,12.4,2024-07-26T18:16:45.168Z,2024-07-26T18:16:45Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5118018809,1,,5118018803,141,4.3,5118018805,212,38.2,5118018801,140,77.2,5118018797,155,,5118018807,213,6.14,5118018799,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425397,529,12,2,55,45,aljua8crr0vkwit0j3m59jw9j,1,24.7,87.5,2024-07-26T18:16:47.619Z,2024-07-26T18:16:50Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5118018951,56,Back,5118018953,140,35.7,5118018955,141,100.0,5118018959,213,0.71,5118019031,15,,5118018969,167,,5118018957,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425409,468,5,2,55,46,anga7587r1zv4ey71ge9zxol3,1,67.6,-1.8,2024-07-26T18:16:47.808Z,2024-07-26T18:16:49Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5118019001,347,,5118019019,233,530,5118018999,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425401,530,5,2,55,46,aljua8crr0vkwit0j3m59jw9j,0,32.4,101.8,2024-07-26T18:16:47.808Z,2024-07-26T19:06:22Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5118018967,347,,5118018965,56,Back,5118019027,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425597,469,1,2,56,1,anga7587r1zv4ey71ge9zxol3,1,73.8,0.0,2024-07-26T18:17:03.632Z,2024-07-26T18:17:06Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118019983,107,,5118019991,212,13.4,5118019993,213,0.95,5118019987,140,81.2,5118019985,56,Right,5118019989,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425599,470,50,2,56,4,anga7587r1zv4ey71ge9zxol3,1,81.8,19.5,2024-07-26T18:17:06.225Z,2024-07-26T18:17:12Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,5118019997,56,Right,5118019999,286,,5118020297,233,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425649,532,7,2,56,4,aljua8crr0vkwit0j3m59jw9j,0,18.2,80.5,2024-07-26T18:17:06.226Z,2024-07-26T20:25:12Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5118311503,385,,5118020233,285,,5118020251,233,470,5118020231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425611,471,3,2,56,5,anga7587r1zv4ey71ge9zxol3,1,79.4,20.4,2024-07-26T18:17:07.121Z,2024-07-26T20:25:22Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5118020063,233,531,5118020025,56,Right,5118020027,286,,5118311721,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425609,531,45,2,56,5,aljua8crr0vkwit0j3m59jw9j,0,20.6,79.6,2024-07-26T18:17:07.121Z,2024-07-26T18:17:48Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5118020087,233,471,5118020021,56,Back,5118020023,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425629,472,1,2,56,5,anga7587r1zv4ey71ge9zxol3,1,77.2,27.3,2024-07-26T18:17:07.761Z,2024-07-26T18:17:10Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5118020145,141,55.7,5118020149,213,1.65,5118020147,212,19.4,5118020141,56,Center,5118020143,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425659,473,1,2,56,8,anga7587r1zv4ey71ge9zxol3,1,79.6,58.5,2024-07-26T18:17:10.176Z,2024-07-26T20:25:31Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118020279,140,92.3,5118020283,212,16.4,5118020277,56,Center,5118020285,213,0.62,5118020281,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425661,474,1,2,56,9,anga7587r1zv4ey71ge9zxol3,0,92.6,70.9,2024-07-26T18:17:11.712Z,2024-07-26T20:25:40Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5118020311,213,4.62,5118020305,140,91.9,5118020301,56,Center,5118020309,212,8.2,5118020307,141,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425687,533,8,2,56,11,aljua8crr0vkwit0j3m59jw9j,1,8.1,36.2,2024-07-26T18:17:13.356Z,2024-07-26T20:26:03Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,5118020433,56,Back,5118312465,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425677,475,6,2,56,11,anga7587r1zv4ey71ge9zxol3,1,94.4,64.0,2024-07-26T18:17:13.697Z,2024-07-26T18:17:17Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5118020437,56,Center,5118020563,233,534,5118020439,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425691,534,6,2,56,11,aljua8crr0vkwit0j3m59jw9j,0,5.6,36.0,2024-07-26T18:17:13.697Z,2024-07-26T20:26:18Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,5118020533,56,Back,5118020535,73,,5118020585,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425963,476,1,2,56,49,anga7587r1zv4ey71ge9zxol3,1,99.5,99.5,2024-07-26T18:17:50.930Z,2024-07-26T18:17:55Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5118022163,56,Left,5118022161,6,,5118022169,212,16.5,5118022171,213,3.40,5118022165,140,84.3,5118022167,141,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425971,477,3,2,56,52,anga7587r1zv4ey71ge9zxol3,1,91.6,83.4,2024-07-26T18:17:54.019Z,2024-07-26T20:38:31Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118022193,56,Left,5118022195,286,,5118327573,465,,5118022269,233,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703425979,535,45,2,56,52,aljua8crr0vkwit0j3m59jw9j,0,8.4,16.6,2024-07-26T18:17:54.019Z,2024-07-26T18:17:55Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,5118022251,285,,5118022249,56,Back,5118022307,233,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426025,478,1,2,56,54,anga7587r1zv4ey71ge9zxol3,0,97.0,74.6,2024-07-26T18:17:55.987Z,2024-07-26T20:38:59Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118022509,212,56.2,5118022505,140,76.6,5118022507,141,0.0,5118328141,345,,5118022503,56,Right,5118328021,72,,5118022511,213,4.32,5118022499,2,,5118328019,386,,5118022513,1,,5118022501,155,,5118328017,225,,,,,,,,,,,,,,,,
2703426031,479,5,2,56,57,anga7587r1zv4ey71ge9zxol3,0,73.2,-1.3,2024-07-26T18:17:59.382Z,2024-07-26T18:18:15Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118023221,233,536,5118022527,347,,5118022525,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426147,536,5,2,56,57,aljua8crr0vkwit0j3m59jw9j,1,26.8,101.3,2024-07-26T18:17:59.382Z,2024-07-26T19:06:22Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,5118023189,347,,5118023187,56,Back,5118023191,233,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426157,537,1,2,57,10,aljua8crr0vkwit0j3m59jw9j,0,29.9,100.0,2024-07-26T18:18:12.293Z,2024-07-26T18:18:29Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5118023261,141,80.5,5118023263,212,16.8,5118023877,189,,5118023265,213,5.29,5118023257,56,Back,5118023255,107,,5118023259,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426717,490,61,2,57,12,anga7587r1zv4ey71ge9zxol3,1,64.4,19.3,2024-07-26T18:18:14.140Z,2024-07-26T18:19:40Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5118026537,189,,5118026307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426165,480,1,2,57,14,anga7587r1zv4ey71ge9zxol3,0,64.0,14.9,2024-07-26T18:18:16.659Z,2024-07-26T18:20:14Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118023297,56,Right,5118023303,212,10.6,5118023305,213,0.21,5118023301,141,18.1,5118023299,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426169,481,43,2,57,15,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-07-26T18:18:17.587Z,2024-07-26T18:18:21Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118023483,144,56,5118023319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426185,538,12,2,57,17,aljua8crr0vkwit0j3m59jw9j,1,33.2,85.9,2024-07-26T18:18:19.686Z,2024-07-26T20:39:23Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5118023419,56,Back,5118328547,167,,5118328555,213,1.05,5118328549,140,39.0,5118328551,141,100.0,5118328553,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426287,482,5,2,57,19,anga7587r1zv4ey71ge9zxol3,1,61.0,-2.0,2024-07-26T18:18:21.016Z,2024-07-26T19:06:23Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118023953,347,,5118023989,233,539,5118023951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426203,539,5,2,57,19,aljua8crr0vkwit0j3m59jw9j,0,39.0,102.0,2024-07-26T18:18:21.016Z,2024-07-26T18:18:33Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118023485,56,Back,5118024007,233,482,5118023487,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426299,483,1,2,57,30,anga7587r1zv4ey71ge9zxol3,1,64.4,0.0,2024-07-26T18:18:32.483Z,2024-07-26T18:18:33Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118024033,141,10.0,5118024031,140,66.0,5118024027,107,,5118024035,212,8.1,5118024037,213,1.36,5118024029,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426315,484,1,2,57,31,anga7587r1zv4ey71ge9zxol3,1,66.0,10.0,2024-07-26T18:18:33.764Z,2024-07-26T18:18:35Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118024105,213,4.06,5118024101,212,6.1,5118024099,141,2.9,5118024095,56,Right,5118024097,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426329,485,1,2,57,33,anga7587r1zv4ey71ge9zxol3,1,62.5,2.9,2024-07-26T18:18:35.171Z,2024-07-26T18:18:36Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,5118024197,212,6.8,5118024199,213,1.68,5118024193,140,61.8,5118024195,141,12.9,5118024191,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426375,486,1,2,57,34,anga7587r1zv4ey71ge9zxol3,1,61.8,12.9,2024-07-26T18:18:36.676Z,2024-07-26T18:18:43Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5118024461,56,Center,5118024463,140,65.9,5118024467,212,30.3,5118024459,155,,5118024465,141,57.0,5118024469,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426385,487,1,2,57,41,anga7587r1zv4ey71ge9zxol3,0,69.5,58.4,2024-07-26T18:18:43.268Z,2024-07-26T18:18:44Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118024517,212,27.9,5118024519,213,0.34,5118024513,140,94.5,5118024515,141,72.1,5118024511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426399,541,1,2,57,43,aljua8crr0vkwit0j3m59jw9j,1,8.1,13.4,2024-07-26T18:18:45.582Z,2024-07-26T18:18:48Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,5118024595,56,Back,5118024603,213,5.95,5118024601,212,19.2,5118024599,141,4.1,5118024597,140,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426413,542,1,2,57,46,aljua8crr0vkwit0j3m59jw9j,1,25.4,4.1,2024-07-26T18:18:48.430Z,2024-07-26T18:46:19Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118024677,140,65.8,5118024685,1,,5118024675,56,Right,5118024679,141,15.6,5118024683,213,0.18,5118024681,212,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426433,543,1,2,57,52,aljua8crr0vkwit0j3m59jw9j,1,79.4,16.5,2024-07-26T18:18:54.286Z,2024-07-26T18:18:55Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,5118024813,56,Center,5118024817,141,22.4,5118024819,212,9.2,5118024821,213,2.69,5118024815,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426469,544,1,2,57,54,aljua8crr0vkwit0j3m59jw9j,1,74.3,21.6,2024-07-26T18:18:55.830Z,2024-07-26T20:39:46Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118025001,141,63.0,5118024993,2,,5118328707,224,,5118025003,212,34.0,5118328709,20,,5118024999,140,92.4,5118025005,213,0.98,5118024995,155,,5118024997,56,Center,5118025007,1,,,,,,,,,,,,,,,,,,,,,,
2703426477,545,1,2,57,58,aljua8crr0vkwit0j3m59jw9j,1,97.6,66.7,2024-07-26T18:19:00.414Z,2024-07-26T18:19:01Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5118025041,56,Center,5118025043,140,88.9,5118025045,141,76.6,5118025049,213,2.51,5118025047,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426483,546,1,2,57,59,aljua8crr0vkwit0j3m59jw9j,0,90.9,72.6,2024-07-26T18:19:01.400Z,2024-07-26T20:40:02Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5118025061,140,89.9,5118025063,141,52.3,5118025059,56,Center,5118025067,213,4.64,5118025065,212,13.8,5118025057,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426617,488,12,2,58,1,anga7587r1zv4ey71ge9zxol3,1,10.8,47.0,2024-07-26T18:19:02.868Z,2024-07-26T20:40:36Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,5118025717,213,0.48,5118025711,140,23.2,5118025715,212,14.7,5118025709,56,Back,5118025713,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426523,547,14,2,58,4,aljua8crr0vkwit0j3m59jw9j,1,78.1,41.1,2024-07-26T18:19:05.943Z,2024-07-26T20:41:06Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118026281,20,,5118026561,458,,5118026551,73,,5118026565,231,50.4,5118026559,328,,5118026555,103,24.1,5118026563,230,97.8,5118025237,18,,5118025235,22,,5118026553,102,55.2,5118025239,56,Center,,,,,,,,,,,,,,,,,,
2703426587,548,1,2,58,9,aljua8crr0vkwit0j3m59jw9j,1,89.0,91.8,2024-07-26T18:19:10.935Z,2024-07-26T18:19:13Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5118025525,212,6.4,5118025521,140,86.8,5118025519,56,Left,5118025523,141,83.0,5118025527,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426625,549,1,2,58,11,aljua8crr0vkwit0j3m59jw9j,1,84.1,78.5,2024-07-26T18:19:13.103Z,2024-07-26T20:41:25Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,1.0,5118330327,223,,5118330329,20,,5118029079,154,,5118025761,140,92.1,5118029075,210,13,5118025755,2,,5118025767,213,5.17,5118025759,56,Center,5118025765,212,19.0,5118025757,155,,5118025763,141,53.4,,,,,,,,,,,,,,,,,,
2703426629,550,13,2,58,14,aljua8crr0vkwit0j3m59jw9j,1,91.4,56.2,2024-07-26T18:19:16.751Z,2024-07-26T20:41:56Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,5118029085,75,,5118029089,154,,5118029103,231,51.1,5118029091,55,549,5118029087,29,,5118025781,56,Center,5118028801,20,,5118025777,22,,5118025779,17,,5118029101,230,99.1,5118029097,103,11.1,5118029095,102,38.0,5118330761,108,5118029099,328,,,,,,,,,,,
2703426623,489,5,2,58,15,anga7587r1zv4ey71ge9zxol3,1,-0.7000000000000001,63.0,2024-07-26T18:19:17.284Z,2024-07-26T18:19:19Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,5118025739,56,Back,5118025741,346,,5118025833,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426633,551,5,2,58,15,aljua8crr0vkwit0j3m59jw9j,0,100.7,37.0,2024-07-26T18:19:17.284Z,2024-07-26T19:06:23Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,5118025811,56,Center,5118025813,346,,5118025853,233,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426839,492,1,2,58,51,anga7587r1zv4ey71ge9zxol3,0,4.6,42.3,2024-07-26T18:19:52.870Z,2024-07-26T20:42:30Z,15fo180vixn0lb65fujttit3p,J. Storch,,5118027043,124,,5118027051,212,61.8,5118027053,213,6.25,5118027055,1,,5118027049,141,39.7,5118027059,74,,5118027045,56,Center,5118027047,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426849,552,44,2,58,55,aljua8crr0vkwit0j3m59jw9j,1,37.5,59.3,2024-07-26T18:19:57.141Z,2024-07-26T20:42:34Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5118027119,56,Back,5118027121,285,,5118027169,233,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426843,493,44,2,58,55,anga7587r1zv4ey71ge9zxol3,0,62.5,40.7,2024-07-26T18:19:57.142Z,2024-07-26T20:42:34Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5118027083,286,,5118027081,56,Center,5118027173,233,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426857,553,1,2,58,55,aljua8crr0vkwit0j3m59jw9j,0,31.4,58.1,2024-07-26T18:19:57.300Z,2024-07-26T20:42:44Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5118027161,212,9.2,5118027157,140,40.1,5118027163,213,6.22,5118027155,56,Back,5118027153,3,,5118027159,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426855,494,61,2,58,55,anga7587r1zv4ey71ge9zxol3,1,69.0,38.6,2024-07-26T18:19:57.752Z,2024-07-26T18:19:58Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5118027151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426863,554,61,2,58,56,aljua8crr0vkwit0j3m59jw9j,1,33.4,55.4,2024-07-26T18:19:57.869Z,2024-07-26T19:03:01Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5118027189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426877,555,1,2,58,56,aljua8crr0vkwit0j3m59jw9j,0,45.4,57.5,2024-07-26T18:19:58.314Z,2024-07-26T20:42:56Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5118027277,141,63.4,5118027281,213,0.23,5118027271,155,,5118027275,140,62.0,5118027273,56,Center,5118027279,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703426893,495,2,2,58,57,anga7587r1zv4ey71ge9zxol3,1,36.8,40.3,2024-07-26T18:19:59.606Z,2024-07-26T20:43:34Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,5118027585,7,6v4ykv7aw86ql22oksh682kus,5118027589,56,Center,5118027347,140,65.1,5118027349,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703427251,496,18,2,59,37,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-07-26T18:20:39.503Z,2024-07-26T20:43:57Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,5118029205,44,Defender,5118029203,42,,5118029241,55,497,5118029207,59,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703427253,497,19,2,59,37,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-07-26T18:20:39.504Z,2024-07-26T20:43:57Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5118035281,292,4,5118029243,293,3,5118029211,42,,5118029217,59,12,5118029215,145,5,5118029221,55,496,5118029219,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703427439,557,18,2,59,53,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-26T18:20:55.282Z,2024-07-26T20:44:12Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,5118030075,59,13,5118030071,42,,5118030129,55,558,5118030073,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703427447,558,19,2,59,53,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-26T18:20:55.283Z,2024-07-26T20:44:12Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,5118030117,44,Midfielder,5118030111,59,11,5118030105,42,,5118030115,293,2,5118030109,145,2,5118030113,292,7,5118030119,55,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703427531,559,18,2,60,13,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-26T18:21:15.472Z,2024-07-26T20:44:20Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5118030601,59,17,5118030595,42,,5118030597,44,Midfielder,5118030635,55,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703427535,560,19,2,60,13,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-26T18:21:15.473Z,2024-07-26T20:44:21Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,5118030611,292,7,5118030613,293,1,5118030603,42,,5118030615,44,Midfielder,5118030609,59,22,5118030617,55,559,5118030607,145,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
