id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2710508359,462,1,2,45,6,b3r6d8ydtmtjckam6pku9y400,1,43.3,38.5,2024-08-18T15:09:58.647Z,2024-08-18T15:10:00Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5157105169,141,7.6,5157105165,56,Right,5157105171,212,23.8,5157105167,140,53.9,5157105173,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508399,463,1,2,45,8,b3r6d8ydtmtjckam6pku9y400,1,53.9,7.6,2024-08-18T15:10:00.488Z,2024-08-18T15:10:02Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5157105411,212,6.9,5157105409,141,5.3,5157105405,56,Right,5157105413,213,6.05,5157105407,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508449,464,1,2,45,10,b3r6d8ydtmtjckam6pku9y400,1,56.5,5.3,2024-08-18T15:10:02.648Z,2024-08-18T15:10:05Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5157105667,141,27.4,5157105669,212,23.7,5157105665,140,39.1,5157105663,56,Back,5157105671,213,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508483,465,1,2,45,13,b3r6d8ydtmtjckam6pku9y400,1,39.1,27.4,2024-08-18T15:10:05.735Z,2024-08-18T15:10:07Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5157105877,141,71.4,5157105879,212,30.2,5157105875,140,35.2,5157105873,56,Back,5157105881,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508545,466,1,2,45,14,b3r6d8ydtmtjckam6pku9y400,1,35.2,71.4,2024-08-18T15:10:07.383Z,2024-08-18T15:10:10Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157106247,56,Back,5157106263,212,17.8,5157106265,213,1.18,5157106257,141,95.7,5157106251,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508603,467,1,2,45,17,b3r6d8ydtmtjckam6pku9y400,1,42.0,95.4,2024-08-18T15:10:10.392Z,2024-08-18T15:10:13Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5157106591,56,Left,5157106595,141,93.5,5157106597,212,13.9,5157106599,213,6.19,5157106593,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508613,468,1,2,45,20,b3r6d8ydtmtjckam6pku9y400,1,55.2,93.5,2024-08-18T15:10:13.159Z,2024-08-18T15:10:14Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157106657,212,5.4,5157106653,140,50.1,5157106651,56,Left,5157106655,141,92.7,5157106659,213,3.24,5157106701,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508657,469,1,2,45,21,b3r6d8ydtmtjckam6pku9y400,1,49.2,92.4,2024-08-18T15:10:14.376Z,2024-08-18T15:10:15Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5157106893,141,95.4,5157106895,212,7.0,5157106891,140,55.6,5157106889,56,Left,5157106897,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508665,470,3,2,45,23,b3r6d8ydtmtjckam6pku9y400,0,56.4,96.6,2024-08-18T15:10:15.496Z,2024-08-18T15:10:20Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157106925,286,,5157106923,56,Left,5157107139,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508699,454,7,2,45,23,cftj6g399tknheudaxsdpfdgb,1,43.6,3.4,2024-08-18T15:10:15.497Z,2024-08-18T15:10:19Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5157107125,233,470,5157107085,167,,5157107089,285,,5157107087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508763,455,5,2,45,23,cftj6g399tknheudaxsdpfdgb,0,42.3,-1.8,2024-08-18T15:10:16.455Z,2024-08-18T15:19:58Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5157107439,347,,5157107437,56,Back,5157108383,233,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508909,471,5,2,45,23,b3r6d8ydtmtjckam6pku9y400,1,57.7,101.8,2024-08-18T15:10:16.455Z,2024-08-18T15:19:57Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157108251,347,,5157108307,233,455,5157108247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508959,472,1,2,45,35,b3r6d8ydtmtjckam6pku9y400,1,57.8,100.0,2024-08-18T15:10:27.464Z,2024-08-18T15:10:28Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5157108543,140,40.7,5157108545,141,75.1,5157108541,56,Back,5157108549,213,3.93,5157108551,1,,5157108539,107,,5157108547,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508979,473,1,2,45,35,b3r6d8ydtmtjckam6pku9y400,0,40.7,75.1,2024-08-18T15:10:28.407Z,2024-08-18T15:10:29Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157108655,141,0.0,5157108659,213,5.14,5157108653,140,63.1,5157108657,212,57.2,5157108643,155,,5157108661,1,,5157108645,196,,5157108649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509029,456,5,2,45,36,cftj6g399tknheudaxsdpfdgb,1,36.3,101.6,2024-08-18T15:10:29.394Z,2024-08-18T15:19:58Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5157108911,56,Back,5157108913,347,,5157108921,233,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710508987,474,5,2,45,36,b3r6d8ydtmtjckam6pku9y400,0,63.7,-1.6,2024-08-18T15:10:29.394Z,2024-08-18T15:10:33Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157108693,56,Right,5157108979,233,456,5157108695,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509329,457,1,2,45,51,cftj6g399tknheudaxsdpfdgb,1,36.0,100.0,2024-08-18T15:10:43.622Z,2024-08-18T15:10:45Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5157110399,213,5.29,5157110389,107,,5157110395,141,86.2,5157110391,56,Back,5157110393,140,42.6,5157110397,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509381,458,1,2,45,52,cftj6g399tknheudaxsdpfdgb,1,42.6,86.2,2024-08-18T15:10:45.365Z,2024-08-18T15:10:48Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5157110767,212,4.4,5157110769,213,1.02,5157110761,56,Back,5157110765,141,91.7,5157110763,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509401,459,1,2,45,55,cftj6g399tknheudaxsdpfdgb,1,44.8,91.7,2024-08-18T15:10:47.974Z,2024-08-18T15:10:48Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5157110853,140,38.9,5157110855,141,91.8,5157110851,56,Back,5157110859,213,3.13,5157110857,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509413,460,1,2,45,56,cftj6g399tknheudaxsdpfdgb,0,38.9,91.8,2024-08-18T15:10:48.725Z,2024-08-18T15:11:48Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5157110931,56,Back,5157110935,141,86.0,5157110937,212,5.9,5157110939,213,5.55,5157110933,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509441,475,8,2,45,58,b3r6d8ydtmtjckam6pku9y400,1,49.6,10.1,2024-08-18T15:10:50.968Z,2024-08-18T15:10:51Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5157111113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509471,476,3,2,45,59,b3r6d8ydtmtjckam6pku9y400,0,52.2,9.2,2024-08-18T15:10:52.119Z,2024-08-18T15:11:57Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5157111261,286,,5157112105,233,462,5157111257,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509617,462,7,2,45,59,cftj6g399tknheudaxsdpfdgb,1,47.8,90.8,2024-08-18T15:10:52.120Z,2024-08-18T15:10:59Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5157112023,285,,5157112055,233,476,5157112019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509501,461,61,2,46,1,cftj6g399tknheudaxsdpfdgb,0,44.3,86.5,2024-08-18T15:10:54.070Z,2024-08-18T15:12:07Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5157111443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509521,477,1,2,46,1,b3r6d8ydtmtjckam6pku9y400,1,48.0,3.8,2024-08-18T15:10:54.439Z,2024-08-18T15:10:55Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5157111587,213,0.25,5157111577,141,5.2,5157111581,212,3.8,5157111575,140,51.5,5157111571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509531,478,3,2,46,2,b3r6d8ydtmtjckam6pku9y400,0,52.0,5.4,2024-08-18T15:10:55.288Z,2024-08-18T15:13:55Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5157111631,286,,5157111629,56,Right,5157131049,233,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710513065,484,7,2,46,2,cftj6g399tknheudaxsdpfdgb,0,48.0,94.6,2024-08-18T15:10:55.289Z,2024-08-18T15:15:00Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5157130975,56,Back,5157131007,233,478,5157130977,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710514659,532,61,2,46,3,b3r6d8ydtmtjckam6pku9y400,1,56.5,5.3,2024-08-18T15:10:55.586Z,2024-08-18T15:15:16Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5157139773,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509645,463,1,2,46,5,cftj6g399tknheudaxsdpfdgb,1,45.0,83.0,2024-08-18T15:10:57.901Z,2024-08-18T15:15:03Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5157112153,212,29.8,5157112149,140,17.2,5157112147,56,Back,5157112151,141,91.8,5157112155,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509695,464,1,2,46,7,cftj6g399tknheudaxsdpfdgb,1,16.6,91.8,2024-08-18T15:11:00.294Z,2024-08-18T15:14:15Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5157112429,141,57.9,5157112425,56,Back,5157112427,140,8.1,5157112431,212,24.7,5157112433,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509761,465,1,2,46,9,cftj6g399tknheudaxsdpfdgb,1,8.0,56.1,2024-08-18T15:11:02.453Z,2024-08-18T15:11:05Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5157112813,140,10.2,5157112815,141,18.5,5157112811,56,Back,5157112819,213,4.80,5157112817,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509797,466,1,2,46,12,cftj6g399tknheudaxsdpfdgb,1,13.2,14.1,2024-08-18T15:11:05.397Z,2024-08-18T15:11:07Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5157113017,141,5.0,5157113019,212,10.8,5157113015,140,21.6,5157113013,56,Back,5157113021,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509807,467,3,2,46,15,cftj6g399tknheudaxsdpfdgb,1,25.8,8.0,2024-08-18T15:11:07.701Z,2024-08-18T16:20:15Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5157113475,233,479,5157113079,56,Back,5157113081,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509875,479,45,2,46,15,b3r6d8ydtmtjckam6pku9y400,0,74.2,92.0,2024-08-18T15:11:07.701Z,2024-08-18T16:20:15Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5157113431,56,Left,5157113437,286,,5157113531,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509867,468,3,2,46,15,cftj6g399tknheudaxsdpfdgb,1,25.8,8.0,2024-08-18T15:11:07.909Z,2024-08-18T16:20:15Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5157113381,56,Back,5157114447,233,480,5157113383,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509931,480,45,2,46,15,b3r6d8ydtmtjckam6pku9y400,0,74.2,92.0,2024-08-18T15:11:07.909Z,2024-08-18T16:20:15Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157113721,286,,5157114481,233,468,5157113719,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509925,469,1,2,46,18,cftj6g399tknheudaxsdpfdgb,1,33.5,9.7,2024-08-18T15:11:11.013Z,2024-08-18T15:11:14Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5157113703,212,17.6,5157113701,141,4.6,5157113705,213,6.08,5157113699,140,49.9,5157113697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509951,470,1,2,46,21,cftj6g399tknheudaxsdpfdgb,1,60.3,5.6,2024-08-18T15:11:13.942Z,2024-08-18T15:11:15Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5157113843,141,15.8,5157113841,140,74.6,5157113845,212,16.5,5157113839,56,Right,5157113847,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509979,471,1,2,46,23,cftj6g399tknheudaxsdpfdgb,1,76.7,15.5,2024-08-18T15:11:15.557Z,2024-08-18T15:11:17Z,195o7hchielt14ic49r3k06sq,Serginho,,,5157114025,140,73.2,5157114031,213,1.96,5157114021,56,Center,5157114027,141,28.8,5157114029,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710509995,472,1,2,46,25,cftj6g399tknheudaxsdpfdgb,0,73.7,33.1,2024-08-18T15:11:17.669Z,2024-08-18T15:11:19Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5157114107,213,1.49,5157114101,140,74.6,5157114105,212,12.3,5157114099,56,Center,5157114103,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510237,482,1,2,46,30,b3r6d8ydtmtjckam6pku9y400,1,36.8,44.9,2024-08-18T15:11:22.599Z,2024-08-18T15:11:31Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5157115577,212,26.8,5157115579,213,1.30,5157115571,56,Back,5157115575,141,82.9,5157115573,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510315,483,1,2,46,39,b3r6d8ydtmtjckam6pku9y400,1,66.1,79.9,2024-08-18T15:11:31.767Z,2024-08-18T15:11:35Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5157115963,213,3.04,5157115957,140,57.9,5157115961,212,8.7,5157115955,56,Left,5157115959,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510461,484,1,2,46,42,b3r6d8ydtmtjckam6pku9y400,1,62.2,83.8,2024-08-18T15:11:35.222Z,2024-08-18T15:11:42Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5157116773,141,78.1,5157116775,212,4.0,5157116771,140,61.4,5157116769,56,Center,5157116777,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510559,485,1,2,46,49,b3r6d8ydtmtjckam6pku9y400,1,63.8,75.6,2024-08-18T15:11:42.359Z,2024-08-18T15:11:47Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5157117317,213,3.70,5157117315,212,13.7,5157117311,140,52.8,5157117309,56,Center,5157117313,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510623,486,1,2,46,54,b3r6d8ydtmtjckam6pku9y400,1,55.4,69.6,2024-08-18T15:11:47.208Z,2024-08-18T15:11:50Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157117651,213,0.63,5157117637,155,,5157117645,140,76.9,5157117641,56,Left,5157117649,212,27.9,5157117647,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510651,487,1,2,46,57,b3r6d8ydtmtjckam6pku9y400,1,77.4,93.8,2024-08-18T15:11:50.071Z,2024-08-18T15:11:51Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5157117801,212,9.1,5157117795,56,Left,5157117803,213,4.23,5157117799,141,82.0,5157117797,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510701,488,1,2,46,58,b3r6d8ydtmtjckam6pku9y400,1,73.4,82.0,2024-08-18T15:11:51.287Z,2024-08-18T15:11:53Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5157118083,56,Left,5157118085,140,66.8,5157118091,213,2.79,5157118087,141,85.7,5157118089,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510723,489,1,2,47,0,b3r6d8ydtmtjckam6pku9y400,1,66.7,84.5,2024-08-18T15:11:52.951Z,2024-08-18T15:11:54Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5157118221,212,10.0,5157118219,141,70.3,5157118217,140,69.2,5157118215,56,Center,5157118223,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510803,490,1,2,47,1,b3r6d8ydtmtjckam6pku9y400,1,69.2,70.3,2024-08-18T15:11:54.391Z,2024-08-18T15:11:58Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5157118653,56,Center,5157118661,141,76.0,5157118665,212,14.5,5157118669,213,2.87,5157118657,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510897,491,1,2,47,5,b3r6d8ydtmtjckam6pku9y400,1,53.9,73.3,2024-08-18T15:11:58.422Z,2024-08-18T15:12:03Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157119199,140,61.8,5157119191,196,,5157119195,56,Right,5157119203,141,7.9,5157119211,213,4.90,5157119213,1,,5157119209,212,45.2,5157119187,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510931,492,1,2,47,10,b3r6d8ydtmtjckam6pku9y400,1,64.6,5.5,2024-08-18T15:12:03.351Z,2024-08-18T15:12:04Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5157119415,56,Right,5157119417,140,74.4,5157119419,141,7.3,5157119421,212,10.4,5157119425,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710510981,493,1,2,47,12,b3r6d8ydtmtjckam6pku9y400,1,73.5,9.2,2024-08-18T15:12:04.855Z,2024-08-18T15:12:07Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5157119709,141,25.9,5157119705,56,Center,5157119713,213,1.98,5157119711,212,12.4,5157119707,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511021,494,1,2,47,14,b3r6d8ydtmtjckam6pku9y400,1,69.2,34.2,2024-08-18T15:12:07.447Z,2024-08-18T15:12:10Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5157119925,56,Center,5157119929,140,70.0,5157119937,213,1.52,5157119933,141,56.7,5157119935,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511047,495,1,2,47,17,b3r6d8ydtmtjckam6pku9y400,0,71.3,55.1,2024-08-18T15:12:10.071Z,2024-08-18T15:12:11Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5157120113,212,10.3,5157120107,56,Center,5157120109,140,79.7,5157120115,213,5.74,5157120111,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511077,473,8,2,47,20,cftj6g399tknheudaxsdpfdgb,1,19.0,52.7,2024-08-18T15:12:12.614Z,2024-08-18T15:12:12Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5157120229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511107,475,1,2,47,21,cftj6g399tknheudaxsdpfdgb,1,19.0,52.7,2024-08-18T15:12:13.605Z,2024-08-18T15:12:14Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5157120407,140,26.0,5157120409,141,39.5,5157120405,56,Back,5157120413,213,5.40,5157120411,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511117,476,1,2,47,22,cftj6g399tknheudaxsdpfdgb,0,23.9,38.7,2024-08-18T15:12:14.469Z,2024-08-18T15:12:49Z,195o7hchielt14ic49r3k06sq,Serginho,,,5157120461,213,6.21,5157123979,286,,5157123975,233,507,5157120457,141,38.3,5157123973,236,,5157120459,212,3.6,5157120455,140,27.3,5157120453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511695,507,74,2,47,22,b3r6d8ydtmtjckam6pku9y400,1,70.4,53.0,2024-08-18T15:12:14.470Z,2024-08-18T15:34:13Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5157123669,56,Center,5157124001,233,476,5157123671,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511201,497,1,2,47,25,b3r6d8ydtmtjckam6pku9y400,1,56.8,32.7,2024-08-18T15:12:17.671Z,2024-08-18T15:12:20Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5157120951,140,69.2,5157120955,212,22.7,5157120953,141,5.3,5157120957,213,5.32,5157120949,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511247,498,1,2,47,27,b3r6d8ydtmtjckam6pku9y400,1,69.6,5.0,2024-08-18T15:12:20.055Z,2024-08-18T15:12:23Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5157121201,212,6.6,5157121197,140,75.4,5157121203,213,5.87,5157121195,56,Right,5157121199,141,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511283,499,1,2,47,30,b3r6d8ydtmtjckam6pku9y400,1,75.9,1.6,2024-08-18T15:12:22.870Z,2024-08-18T15:12:24Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5157121397,140,67.7,5157121393,56,Right,5157121409,213,2.84,5157121401,141,5.6,5157121405,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511345,500,1,2,47,32,b3r6d8ydtmtjckam6pku9y400,1,67.7,5.6,2024-08-18T15:12:24.791Z,2024-08-18T15:13:57Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5157121721,141,21.0,5157121723,212,10.5,5157121717,56,Right,5157121727,213,1.57,5157121719,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511419,501,1,2,47,35,b3r6d8ydtmtjckam6pku9y400,1,67.5,22.2,2024-08-18T15:12:28.294Z,2024-08-18T15:12:32Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5157122155,213,4.66,5157122151,141,13.8,5157122153,212,5.7,5157122149,140,67.2,5157122147,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511471,502,1,2,47,40,b3r6d8ydtmtjckam6pku9y400,1,67.7,15.9,2024-08-18T15:12:32.534Z,2024-08-18T15:12:35Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5157122471,141,55.7,5157122475,213,1.75,5157122469,140,63.0,5157122467,56,Center,5157122473,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511531,503,1,2,47,44,b3r6d8ydtmtjckam6pku9y400,1,63.0,55.7,2024-08-18T15:12:36.951Z,2024-08-18T15:12:38Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5157122811,56,Center,5157122815,140,59.5,5157122819,212,21.9,5157122817,141,23.9,5157122821,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511573,504,1,2,47,45,b3r6d8ydtmtjckam6pku9y400,1,59.6,23.7,2024-08-18T15:12:38.391Z,2024-08-18T15:12:40Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5157123043,212,9.6,5157123041,141,11.6,5157123045,213,5.25,5157123039,140,64.3,5157123037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710511601,505,1,2,47,47,b3r6d8ydtmtjckam6pku9y400,1,64.3,11.3,2024-08-18T15:12:39.942Z,2024-08-18T15:12:41Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5157123193,213,1.67,5157123185,56,Center,5157123191,212,12.8,5157123189,141,30.0,5157123187,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
