id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2739926367,388,1,1,42,1,9qsmopgutr7ut5g6workk8w4i,1,2.9,51.3,2024-10-27T12:01:21.166Z,2024-10-27T12:01:22Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318182657,213,1.32,5318182649,56,Back,5318182651,140,9.6,5318182653,141,91.2,5318182655,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926403,389,1,1,42,3,9qsmopgutr7ut5g6workk8w4i,0,10.1,93.9,2024-10-27T12:01:22.615Z,2024-10-27T12:01:25Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318182819,1,,5318182809,56,Center,5318182813,141,60.2,5318182811,140,63.2,5318182817,213,5.89,5318182807,157,,5318182815,212,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926467,307,1,1,42,11,b3r6d8ydtmtjckam6pku9y400,1,26.6,57.3,2024-10-27T12:01:31.118Z,2024-10-27T12:01:32Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5318183119,212,19.4,5318183113,56,Back,5318183117,141,56.0,5318183115,140,8.1,5318183121,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926495,308,1,1,42,12,b3r6d8ydtmtjckam6pku9y400,1,8.1,56.0,2024-10-27T12:01:32.286Z,2024-10-27T12:01:36Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,5318183289,213,0.53,5318183281,56,Back,5318183283,140,44.6,5318183287,212,44.5,5318183279,157,,5318183291,1,,5318183285,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926503,309,44,1,42,16,b3r6d8ydtmtjckam6pku9y400,1,45.0,92.6,2024-10-27T12:01:36.078Z,2024-10-27T12:01:38Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,5318183359,233,390,5318183303,56,Back,5318183305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926499,390,44,1,42,16,9qsmopgutr7ut5g6workk8w4i,0,55.0,7.4,2024-10-27T12:01:36.079Z,2024-10-27T12:01:39Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318183377,233,309,5318183301,286,,5318183299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926533,310,1,1,42,16,b3r6d8ydtmtjckam6pku9y400,1,44.8,89.3,2024-10-27T12:01:36.574Z,2024-10-27T19:11:17Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,5318183487,3,,5318183493,141,97.1,5318183491,140,21.2,5318183489,56,Back,5318183497,213,2.93,5318183495,212,25.3,5320508905,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926553,311,1,1,42,20,b3r6d8ydtmtjckam6pku9y400,1,18.1,97.1,2024-10-27T12:01:40.446Z,2024-10-27T12:01:57Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5318183613,56,Back,5318183619,212,22.2,5318183621,213,4.09,5318183615,140,5.7,5318183617,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926567,312,1,1,42,22,b3r6d8ydtmtjckam6pku9y400,0,5.7,72.1,2024-10-27T12:01:42.054Z,2024-10-27T19:11:29Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,5318183681,212,7.4,5318183675,56,Back,5318183683,213,0.07,5318183677,140,12.7,5318183685,1,,5318183673,157,,5318183679,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926547,391,61,1,42,23,9qsmopgutr7ut5g6workk8w4i,1,88.5,31.6,2024-10-27T12:01:42.752Z,2024-10-27T12:01:42Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5318183599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926597,313,5,1,42,24,b3r6d8ydtmtjckam6pku9y400,1,-1.2,71.2,2024-10-27T12:01:43.606Z,2024-10-27T13:24:37Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,5318183925,233,392,5318183891,346,,5318183889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926563,392,5,1,42,24,9qsmopgutr7ut5g6workk8w4i,0,101.2,28.8,2024-10-27T12:01:43.606Z,2024-10-27T13:24:37Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5318183667,56,Center,5318183929,233,313,5318183669,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926877,314,1,1,42,55,b3r6d8ydtmtjckam6pku9y400,1,5.1,53.7,2024-10-27T12:02:15.470Z,2024-10-27T12:02:20Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,5318185245,141,90.8,5318185255,74,,5318185247,212,55.8,5318185243,140,52.5,5318185251,1,,5318185241,56,Left,5318185249,213,0.47,5318185239,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926879,315,44,1,42,59,b3r6d8ydtmtjckam6pku9y400,1,55.5,89.6,2024-10-27T12:02:18.998Z,2024-10-27T13:25:01Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,5318185299,233,393,5318185257,56,Left,5318185259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926871,393,44,1,42,59,9qsmopgutr7ut5g6workk8w4i,0,44.5,10.4,2024-10-27T12:02:18.999Z,2024-10-27T13:25:01Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5318185303,233,315,5318185217,285,,5318185215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926893,316,1,1,42,59,b3r6d8ydtmtjckam6pku9y400,0,52.8,90.5,2024-10-27T12:02:19.254Z,2024-10-27T19:11:45Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,5318185367,140,60.8,5318185373,213,6.17,5318185371,212,8.5,5318185365,56,Left,5318185369,141,89.1,5318185361,3,,5318185363,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739936651,432,61,1,43,0,9qsmopgutr7ut5g6workk8w4i,0,37.8,8.6,2024-10-27T12:02:19.588Z,2024-10-27T12:21:41Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318236811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926937,317,1,1,43,3,b3r6d8ydtmtjckam6pku9y400,1,51.0,95.7,2024-10-27T12:02:23.533Z,2024-10-27T12:19:54Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,5318185597,56,Left,5318185601,141,92.4,5318185605,213,6.03,5318185599,140,59.2,5318185603,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739935757,357,1,1,43,4,b3r6d8ydtmtjckam6pku9y400,1,58.8,80.5,2024-10-27T12:02:23.588Z,2024-10-27T12:19:50Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5318232181,213,0.75,5318232175,140,64.3,5318232177,141,88.4,5318232173,56,Left,5318232179,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926945,318,4,1,43,5,b3r6d8ydtmtjckam6pku9y400,1,60.6,95.8,2024-10-27T12:02:24.910Z,2024-10-27T19:12:17Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,5318185687,233,394,5320514435,294,,5318185659,152,,5318185655,13,,5318185657,56,Left,5318185663,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739926935,394,4,1,43,5,9qsmopgutr7ut5g6workk8w4i,0,39.4,4.2,2024-10-27T12:02:24.911Z,2024-10-27T19:12:16Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5318185629,285,,5318185621,13,,5320514299,294,,5318185623,56,Back,5318185695,233,318,5318185625,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927073,319,1,1,43,18,b3r6d8ydtmtjckam6pku9y400,1,54.5,95.7,2024-10-27T12:02:38.061Z,2024-10-27T12:02:39Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5318186405,213,3.61,5318186397,56,Back,5318186429,189,,5318186395,152,,5318186403,212,14.5,5318186401,141,86.0,5318186399,140,42.2,5318186393,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927109,320,1,1,43,20,b3r6d8ydtmtjckam6pku9y400,1,42.2,81.4,2024-10-27T12:02:40.477Z,2024-10-27T12:02:43Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5318186587,213,4.39,5318186579,56,Back,5318186581,140,35.3,5318186583,141,49.6,5318186585,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927121,321,1,1,43,23,b3r6d8ydtmtjckam6pku9y400,1,37.4,40.0,2024-10-27T12:02:43.405Z,2024-10-27T12:02:45Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5318186657,212,15.7,5318186655,141,18.3,5318186659,213,5.07,5318186651,56,Back,5318186653,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927141,322,1,1,43,25,b3r6d8ydtmtjckam6pku9y400,1,42.8,18.0,2024-10-27T12:02:44.957Z,2024-10-27T12:02:46Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5318186739,56,Center,5318186747,213,0.25,5318186745,212,23.6,5318186743,141,26.7,5318186741,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927221,323,1,1,43,27,b3r6d8ydtmtjckam6pku9y400,1,64.6,30.0,2024-10-27T12:02:46.605Z,2024-10-27T19:13:24Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,5318187265,212,12.5,5318187259,56,Center,5318187267,213,2.36,5320520523,156,,5318187261,140,56.2,5318187263,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927233,324,1,1,43,37,b3r6d8ydtmtjckam6pku9y400,0,87.3,86.2,2024-10-27T12:02:56.637Z,2024-10-27T12:02:57Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318187317,140,90.1,5318187319,141,93.0,5318187321,212,5.5,5318187323,213,1.00,5318187315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927247,395,8,1,43,38,9qsmopgutr7ut5g6workk8w4i,1,10.6,7.4,2024-10-27T12:02:58.366Z,2024-10-27T19:13:35Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5320521565,385,,5318187385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927357,325,5,1,43,39,b3r6d8ydtmtjckam6pku9y400,1,83.8,101.3,2024-10-27T12:02:58.750Z,2024-10-27T13:24:37Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318187893,347,,5318187891,56,Left,5318187913,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927261,396,5,1,43,39,9qsmopgutr7ut5g6workk8w4i,0,16.2,-1.3,2024-10-27T12:02:58.750Z,2024-10-27T13:24:37Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5318187933,233,325,5318187457,56,Back,5318187459,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927371,326,1,1,43,50,b3r6d8ydtmtjckam6pku9y400,0,80.7,100.0,2024-10-27T12:03:10.445Z,2024-10-27T12:03:12Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5318187973,107,,5318187985,1,,5318187979,141,72.9,5318187983,213,5.26,5318187975,56,Center,5318187981,212,22.4,5318187977,140,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927397,397,61,1,43,53,9qsmopgutr7ut5g6workk8w4i,0,5.8,28.4,2024-10-27T12:03:12.766Z,2024-10-27T12:22:22Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318188125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927385,327,44,1,43,55,b3r6d8ydtmtjckam6pku9y400,1,92.4,71.2,2024-10-27T12:03:14.975Z,2024-10-27T13:25:02Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,5318188069,56,Center,5318188071,286,,5318188211,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927407,398,44,1,43,55,9qsmopgutr7ut5g6workk8w4i,0,7.6,28.8,2024-10-27T12:03:14.976Z,2024-10-27T13:25:02Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318188201,285,,5318188249,233,327,5318188199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927393,328,1,1,43,55,b3r6d8ydtmtjckam6pku9y400,1,91.5,74.5,2024-10-27T12:03:15.326Z,2024-10-27T12:03:16Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,5318188109,140,87.8,5318188119,213,3.88,5318188105,3,,5318188115,141,69.3,5318188117,212,5.3,5318188107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927403,329,1,1,43,56,b3r6d8ydtmtjckam6pku9y400,1,87.8,69.3,2024-10-27T12:03:16.157Z,2024-10-27T12:03:17Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,5318188165,140,89.1,5318188171,213,1.04,5318188167,141,72.7,5318188163,56,Center,5318188161,3,,5318188169,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927425,330,1,1,43,56,b3r6d8ydtmtjckam6pku9y400,1,89.1,72.7,2024-10-27T12:03:16.192Z,2024-10-27T19:13:56Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,5318188287,56,Center,5318188289,140,84.2,5318188291,141,61.4,5318188295,213,4.12,5318188293,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927427,331,1,1,43,59,b3r6d8ydtmtjckam6pku9y400,1,81.2,61.3,2024-10-27T12:03:19.008Z,2024-10-27T19:14:11Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,1.0,5318188775,141,53.6,5318189739,154,,5318188301,56,Center,5318188777,212,7.0,5318188773,140,76.8,5318189737,210,13,5318188779,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927445,332,13,1,43,59,b3r6d8ydtmtjckam6pku9y400,1,76.6,56.2,2024-10-27T12:03:19.543Z,2024-10-27T19:14:39Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,5318189741,74,,5318188387,18,,5318189751,102,46.2,5318188891,20,,5318189759,230,98.2,5318189755,215,,5318189745,154,,5318189761,231,50.2,5318189743,29,,5320526663,121,,5318189753,103,5318188385,22,5318188389,56,Center,5318189757,328,5318189747,55,,331,,,,,,,,,77.8,,,,
2739927453,333,5,1,44,1,b3r6d8ydtmtjckam6pku9y400,0,100.8,52.4,2024-10-27T12:03:21.062Z,2024-10-27T13:24:38Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,5318188419,346,,5318188417,56,Center,5318188593,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927443,399,5,1,44,1,9qsmopgutr7ut5g6workk8w4i,1,-0.8,47.6,2024-10-27T12:03:21.062Z,2024-10-27T13:24:38Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318188569,233,333,5318188525,346,,5318188377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927591,400,1,1,44,26,9qsmopgutr7ut5g6workk8w4i,1,4.5,42.2,2024-10-27T12:03:46.222Z,2024-10-27T12:22:32Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318189327,189,,5318189309,213,1.18,5318189301,56,Back,5318189299,124,,5318189303,140,6.0,5318189313,237,,5318189307,212,4.1,5318189305,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927645,401,1,1,44,32,9qsmopgutr7ut5g6workk8w4i,1,9.5,47.0,2024-10-27T12:03:51.638Z,2024-10-27T12:03:56Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318189639,213,5.45,5318189633,140,16.1,5318189631,56,Back,5318189637,212,10.3,5318189635,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927659,402,1,1,44,36,9qsmopgutr7ut5g6workk8w4i,1,24.6,40.9,2024-10-27T12:03:55.886Z,2024-10-27T12:03:57Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318189711,140,23.8,5318189713,141,62.1,5318189709,56,Back,5318189715,212,14.4,5318189717,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927671,403,1,1,44,37,9qsmopgutr7ut5g6workk8w4i,0,24.5,64.4,2024-10-27T12:03:57.503Z,2024-10-27T12:03:59Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318189785,56,Back,5318189793,213,1.07,5318189791,212,19.6,5318189789,141,89.7,5318189787,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927683,334,8,1,44,40,b3r6d8ydtmtjckam6pku9y400,1,73.6,9.1,2024-10-27T12:04:00.462Z,2024-10-27T19:14:49Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318189847,56,Right,5320527513,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927735,336,1,1,44,45,b3r6d8ydtmtjckam6pku9y400,1,96.6,6.2,2024-10-27T12:04:05.134Z,2024-10-27T19:14:59Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318190089,56,Center,5318190097,213,2.20,5320528377,224,,5318190095,212,30.2,5320528379,20,,5318190085,2,,5318190093,141,42.2,5318190091,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927761,337,1,1,44,47,b3r6d8ydtmtjckam6pku9y400,1,79.8,42.2,2024-10-27T12:04:07.229Z,2024-10-27T19:15:10Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5318190231,141,50.6,5318190227,56,Center,5318190235,213,1.55,5318190229,140,79.9,5318190233,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927775,338,1,1,44,48,b3r6d8ydtmtjckam6pku9y400,1,79.9,50.6,2024-10-27T12:04:08.541Z,2024-10-27T12:04:33Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,5318190305,140,93.7,5318190307,141,32.7,5318190303,56,Center,5318190311,213,5.58,5318190309,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927783,339,61,1,44,50,b3r6d8ydtmtjckam6pku9y400,0,93.7,32.7,2024-10-27T12:04:09.837Z,2024-10-27T12:04:34Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5318190341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740356371,888,54,1,44,50,9qsmopgutr7ut5g6workk8w4i,1,2.2,61.7,2024-10-27T12:04:10.039Z,2024-10-27T19:15:24Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5320530261,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927787,404,52,1,44,53,9qsmopgutr7ut5g6workk8w4i,1,2.7,56.9,2024-10-27T12:04:12.653Z,2024-10-27T19:15:26Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5320530483,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739928187,412,70,1,45,0,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-10-27T12:04:20.024Z,2024-10-27T19:15:58Z,,,,5318192541,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927903,405,1,1,45,6,9qsmopgutr7ut5g6workk8w4i,1,2.7,57.0,2024-10-27T12:04:25.870Z,2024-10-27T12:23:10Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318191003,213,5.23,5318191001,212,13.1,5318192737,189,,5318190983,123,,5318190995,141,40.3,5318190987,56,Back,5318190991,140,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927921,406,1,1,45,7,9qsmopgutr7ut5g6workk8w4i,1,9.3,40.3,2024-10-27T12:04:26.895Z,2024-10-27T12:23:09Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318191117,140,4.1,5318191123,213,2.02,5318191115,56,Back,5318191121,212,12.6,5318191119,141,57.0,5318240889,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927933,407,1,1,45,10,9qsmopgutr7ut5g6workk8w4i,1,4.1,57.0,2024-10-27T12:04:30.278Z,2024-10-27T12:04:31Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318191211,213,0.21,5318191201,157,,5318191203,56,Back,5318191213,1,,5318191209,212,37.7,5318191205,140,39.2,5318191207,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927939,408,1,1,45,11,9qsmopgutr7ut5g6workk8w4i,1,37.7,69.2,2024-10-27T12:04:31.557Z,2024-10-27T12:04:32Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5318191243,56,Back,5318191251,213,5.62,5318191241,168,,5318191249,212,12.2,5318191239,3,,5318191245,140,46.9,5318191247,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927953,409,1,1,45,12,9qsmopgutr7ut5g6workk8w4i,1,46.8,57.3,2024-10-27T12:04:32.422Z,2024-10-27T12:04:33Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5318191301,141,41.9,5318191297,56,Back,5318191303,212,11.9,5318191305,213,4.22,5318191299,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927979,410,1,1,45,13,9qsmopgutr7ut5g6workk8w4i,0,41.9,41.0,2024-10-27T12:04:33.238Z,2024-10-27T12:04:36Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5318191471,56,Right,5318191481,1,,5318191473,140,74.1,5318191475,141,3.4,5318191477,212,42.4,5318191479,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927983,340,8,1,45,17,b3r6d8ydtmtjckam6pku9y400,1,28.1,94.5,2024-10-27T12:04:37.453Z,2024-10-27T19:15:54Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5318191505,56,Back,5320532977,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927993,341,5,1,45,18,b3r6d8ydtmtjckam6pku9y400,0,25.5,101.2,2024-10-27T12:04:37.589Z,2024-10-27T13:24:38Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5318191647,233,411,5318191559,56,Back,5318191561,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739927999,411,5,1,45,18,9qsmopgutr7ut5g6workk8w4i,1,74.5,-1.2,2024-10-27T12:04:37.589Z,2024-10-27T13:24:38Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5318191625,233,341,5318191589,347,,5318191587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739928279,413,1,1,45,52,9qsmopgutr7ut5g6workk8w4i,0,90.2,0.0,2024-10-27T12:05:12.389Z,2024-10-27T13:24:22Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5318493047,107,,5318192959,56,Center,5318192965,212,24.3,5318192967,213,1.44,5318192963,141,34.4,5318192961,140,93.2,5318493051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739928299,342,12,1,45,56,b3r6d8ydtmtjckam6pku9y400,1,10.2,69.1,2024-10-27T12:05:16.430Z,2024-10-27T12:05:18Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,5318193073,213,6.23,5318193075,15,,5318193071,212,25.9,5318193065,56,Back,5318193067,140,34.8,5318193069,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739928427,414,1,1,46,1,9qsmopgutr7ut5g6workk8w4i,1,62.2,46.6,2024-10-27T12:05:20.613Z,2024-10-27T12:05:33Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318193803,141,57.0,5318193801,140,30.7,5318193809,1,,5318193805,212,33.8,5318193807,213,2.93,5318193799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739928481,415,1,1,46,14,9qsmopgutr7ut5g6workk8w4i,1,34.5,58.4,2024-10-27T12:05:33.670Z,2024-10-27T12:05:39Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318194117,212,48.2,5318194121,1,,5318194115,141,12.8,5318194109,157,,5318194119,213,5.58,5318194111,56,Right,5318194113,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739928483,416,61,1,46,20,9qsmopgutr7ut5g6workk8w4i,1,70.9,11.8,2024-10-27T12:05:39.712Z,2024-10-27T12:05:40Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5318194125,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
