id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2792145319,516,43,2,49,25,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-03-28T19:14:47.572Z,2025-03-28T19:15:33Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602691433,286,0,5602691431,56,Center,5602696943,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145363,448,12,2,49,26,36g6ifzjliec1jqnbtf7yesme,1,14.8,34.6,2025-03-28T19:14:49.200Z,2025-03-28T19:20:32Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5602729975,15,,5602729869,212,18.5,5602729871,213,5.64,5602691679,56,Back,5602729867,141,18.4,5602729865,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145511,517,1,2,49,29,cftj6g399tknheudaxsdpfdgb,1,64.3,89.1,2025-03-28T19:14:51.572Z,2025-03-28T19:14:55Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602692401,140,72.8,5602692405,212,10.8,5602692407,213,0.60,5602692403,141,98.0,5602692399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145519,518,1,2,49,32,cftj6g399tknheudaxsdpfdgb,0,78.7,97.7,2025-03-28T19:14:54.980Z,2025-03-28T19:14:55Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602692445,140,80.2,5602692447,141,80.2,5602692449,212,12.0,5602692441,56,Left,5602692451,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145609,450,1,2,49,34,36g6ifzjliec1jqnbtf7yesme,0,21.4,27.2,2025-03-28T19:14:56.848Z,2025-03-28T19:14:59Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5602692943,140,32.0,5602692947,212,14.7,5602692945,141,13.1,5602692949,213,5.57,5602692941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145665,519,1,2,49,37,cftj6g399tknheudaxsdpfdgb,1,65.9,96.0,2025-03-28T19:15:00.356Z,2025-03-28T19:15:02Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602693289,141,98.7,5602693291,212,5.3,5602693293,213,0.36,5602693285,56,Left,5602693287,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145723,520,1,2,49,39,cftj6g399tknheudaxsdpfdgb,1,70.6,98.7,2025-03-28T19:15:02.340Z,2025-03-28T19:15:04Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602693539,212,22.5,5602693535,140,52.2,5602693537,141,81.7,5602693541,213,3.68,5602693533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145745,521,1,2,49,41,cftj6g399tknheudaxsdpfdgb,1,52.2,81.7,2025-03-28T19:15:04.068Z,2025-03-28T21:15:23Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602693641,56,Center,5602693643,140,54.2,5602693649,213,4.87,5602693647,212,13.4,5602693645,141,62.3,5603384079,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145801,522,1,2,49,42,cftj6g399tknheudaxsdpfdgb,1,54.2,62.3,2025-03-28T19:15:05.364Z,2025-03-28T19:15:08Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5602694039,140,32.4,5602694045,213,3.84,5602694037,56,Back,5602694035,3,,5602694041,141,33.9,5602694043,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145877,523,1,2,49,48,cftj6g399tknheudaxsdpfdgb,0,34.3,22.7,2025-03-28T19:15:10.981Z,2025-03-28T19:15:12Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5602694479,157,,5602694483,140,77.5,5602694485,141,20.4,5602694487,212,45.4,5602694491,1,,5602694489,213,6.25,5602694481,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145963,451,1,2,49,51,36g6ifzjliec1jqnbtf7yesme,0,32.1,79.4,2025-03-28T19:15:13.456Z,2025-03-28T19:15:16Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5602694929,157,,5602694935,141,100.0,5602694937,212,22.5,5602694933,140,48.6,5602694939,213,0.69,5602694931,56,Back,5602694941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792145973,452,5,2,49,51,36g6ifzjliec1jqnbtf7yesme,0,48.0,101.0,2025-03-28T19:15:13.637Z,2025-03-28T19:17:41Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5602694977,347,,5602697595,233,524,5602694975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146429,524,5,2,49,51,cftj6g399tknheudaxsdpfdgb,1,52.0,-1.0,2025-03-28T19:15:13.637Z,2025-03-28T19:17:41Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5602697543,233,452,5602697481,347,,5602697477,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146455,525,1,2,50,15,cftj6g399tknheudaxsdpfdgb,1,57.9,0.0,2025-03-28T19:15:37.876Z,2025-03-28T19:15:39Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5602697695,213,1.09,5602697693,212,17.8,5602697687,56,Center,5602697685,107,,5602697691,141,21.3,5602697689,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146467,526,1,2,50,16,cftj6g399tknheudaxsdpfdgb,0,65.7,21.3,2025-03-28T19:15:38.915Z,2025-03-28T19:15:39Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5602697761,213,2.34,5602697755,140,62.9,5602697757,141,25.8,5602697753,56,Center,5602697759,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146485,453,61,2,50,17,36g6ifzjliec1jqnbtf7yesme,1,36.5,69.3,2025-03-28T19:15:40.191Z,2025-03-28T19:15:40Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5602697845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146575,455,1,2,50,19,36g6ifzjliec1jqnbtf7yesme,1,33.1,58.2,2025-03-28T19:15:42Z,2025-03-28T19:15:44Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5602698335,213,4.26,5602698319,56,Back,5602698331,212,17.1,5602698323,140,25.9,5602698327,141,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146663,456,1,2,50,21,36g6ifzjliec1jqnbtf7yesme,1,25.6,34.3,2025-03-28T19:15:44.111Z,2025-03-28T19:15:47Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602698751,140,5.8,5602698749,56,Back,5602698765,213,2.90,5602698759,212,21.4,5602698755,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146767,457,1,2,50,25,36g6ifzjliec1jqnbtf7yesme,1,4.9,40.6,2025-03-28T19:15:47.552Z,2025-03-28T19:15:52Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5602699305,212,39.8,5602699293,157,,5602699309,213,5.70,5602699299,141,8.6,5602699313,1,,5602699297,140,36.6,5602699295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146783,458,44,2,50,28,36g6ifzjliec1jqnbtf7yesme,1,38.4,5.4,2025-03-28T19:15:51.011Z,2025-03-28T20:02:17Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5602699381,56,Back,5602699393,233,527,5602699385,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146755,527,44,2,50,28,cftj6g399tknheudaxsdpfdgb,0,61.6,94.6,2025-03-28T19:15:51.012Z,2025-03-28T20:02:17Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602699259,56,Left,5602699437,233,458,5602699261,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146813,459,1,2,50,28,36g6ifzjliec1jqnbtf7yesme,0,36.6,8.6,2025-03-28T19:15:51.095Z,2025-03-28T21:16:34Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5602699579,213,0.52,5602699561,3,,5602699577,212,8.5,5602699569,140,43.6,5603388579,168,,5602699573,141,14.8,5602699565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146831,528,1,2,50,31,cftj6g399tknheudaxsdpfdgb,1,53.3,78.7,2025-03-28T19:15:53.444Z,2025-03-28T19:15:54Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602699661,212,10.3,5602699653,56,Left,5602699657,141,90.6,5602699655,140,59.3,5602699663,213,0.91,5602699651,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146859,529,44,2,50,32,cftj6g399tknheudaxsdpfdgb,1,59.4,88.1,2025-03-28T19:15:54.548Z,2025-03-28T20:02:17Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602699789,286,,5602699837,233,460,5602699787,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146839,460,44,2,50,32,36g6ifzjliec1jqnbtf7yesme,0,40.6,11.9,2025-03-28T19:15:54.549Z,2025-03-28T20:02:18Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5602699713,285,,5602699711,56,Back,5602699879,233,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146901,530,1,2,50,32,cftj6g399tknheudaxsdpfdgb,1,58.9,92.9,2025-03-28T19:15:54.604Z,2025-03-28T21:16:41Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602699999,212,7.5,5602699995,140,66.0,5602699997,141,94.1,5602700001,213,0.11,5602699991,3,,5602699993,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146917,461,45,2,50,33,36g6ifzjliec1jqnbtf7yesme,0,33.6,10.5,2025-03-28T19:15:56.420Z,2025-03-28T20:02:10Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602700091,285,,5602700089,56,Back,5602700385,233,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792146959,531,3,2,50,33,cftj6g399tknheudaxsdpfdgb,1,66.4,89.5,2025-03-28T19:15:56.420Z,2025-03-28T21:16:46Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602700353,233,461,5603389489,465,,5602700317,286,,5602700315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147013,532,1,2,50,37,cftj6g399tknheudaxsdpfdgb,1,82.5,87.2,2025-03-28T19:15:59.876Z,2025-03-28T19:16:02Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602700621,212,16.7,5602700617,141,73.0,5602700615,140,95.5,5602700613,56,Center,5602700625,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147027,533,1,2,50,40,cftj6g399tknheudaxsdpfdgb,0,92.3,73.2,2025-03-28T19:16:02.692Z,2025-03-28T19:16:04Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602700677,212,2.5,5602700675,141,69.6,5602700787,286,,5602700681,213,4.80,5602700783,233,462,5602700673,140,92.5,5602700671,56,Center,5602700781,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147037,462,74,2,50,40,36g6ifzjliec1jqnbtf7yesme,1,7.8,43.6,2025-03-28T19:16:02.693Z,2025-03-28T19:20:29Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5602700737,56,Back,5602700821,233,533,5602700739,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147083,463,52,2,50,42,36g6ifzjliec1jqnbtf7yesme,1,2.1,48.1,2025-03-28T19:16:05.023Z,2025-03-28T21:16:56Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5603390257,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147183,464,1,2,50,45,36g6ifzjliec1jqnbtf7yesme,1,14.5,53.8,2025-03-28T19:16:08.095Z,2025-03-28T21:17:08Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5602701483,56,Back,5603391127,1,,5602701481,123,,5602701491,213,5.20,5602701487,141,4.3,5602701485,140,31.6,5602701489,212,38.1,5602701539,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147341,465,1,2,50,51,36g6ifzjliec1jqnbtf7yesme,1,41.9,8.0,2025-03-28T19:16:13.984Z,2025-03-28T21:17:16Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5602702335,56,Center,5602702343,212,20.8,5602702337,140,57.1,5602702347,213,0.70,5602702339,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147531,466,1,2,50,54,36g6ifzjliec1jqnbtf7yesme,1,54.1,31.9,2025-03-28T19:16:16.511Z,2025-03-28T19:16:23Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5602703243,213,1.28,5602703233,140,64.2,5602703231,56,Left,5602703235,141,83.4,5602703239,212,36.6,5602703249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147569,467,1,2,51,1,36g6ifzjliec1jqnbtf7yesme,1,69.6,70.5,2025-03-28T19:16:23.759Z,2025-03-28T19:16:25Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5602703435,56,Center,5602703443,213,4.42,5602703437,140,67.3,5602703441,212,8.3,5602703439,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147585,468,1,2,51,3,36g6ifzjliec1jqnbtf7yesme,1,67.3,58.8,2025-03-28T19:16:25.855Z,2025-03-28T19:16:26Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5602703527,140,75.5,5602703525,56,Center,5602703531,212,8.6,5602703533,213,6.21,5602703529,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147611,469,1,2,51,4,36g6ifzjliec1jqnbtf7yesme,1,75.5,57.9,2025-03-28T19:16:26.799Z,2025-03-28T19:16:28Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5602703651,56,Center,5602703659,213,3.26,5602703653,140,67.5,5602703655,141,56.4,5602703657,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147631,470,1,2,51,5,36g6ifzjliec1jqnbtf7yesme,1,67.5,56.4,2025-03-28T19:16:28.079Z,2025-03-28T19:16:29Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5602703773,141,39.8,5602703777,213,4.70,5602703775,212,11.3,5602703771,140,67.4,5602703769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147659,471,1,2,51,6,36g6ifzjliec1jqnbtf7yesme,1,67.4,39.8,2025-03-28T19:16:28.863Z,2025-03-28T19:16:30Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5602703897,141,48.7,5602703901,212,7.4,5602703891,56,Center,5602703905,213,2.19,5602703893,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147705,472,1,2,51,7,36g6ifzjliec1jqnbtf7yesme,1,63.3,48.7,2025-03-28T19:16:30.223Z,2025-03-28T19:16:31Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5602704111,212,9.5,5602704109,141,35.6,5602704113,213,4.35,5602704105,56,Center,5602704107,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147915,473,1,2,51,9,36g6ifzjliec1jqnbtf7yesme,1,60.1,35.6,2025-03-28T19:16:31.679Z,2025-03-28T19:16:40Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602705153,213,5.42,5602705147,140,71.7,5602705145,56,Right,5602705151,212,18.8,5602705149,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147935,474,1,2,51,16,36g6ifzjliec1jqnbtf7yesme,0,87.8,4.7,2025-03-28T19:16:39.249Z,2025-03-28T21:17:39Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5602705225,56,Right,5602705237,212,1.9,5602705309,236,,5603393185,20,,5602705311,233,534,5602705315,286,,5603393183,224,,5602705229,140,88.8,5602705223,155,,5602705241,213,0.98,5602705221,2,,5602705233,141,7.0,,,,,,,,,,,,,,,,,,,,
2792147895,534,12,2,51,16,cftj6g399tknheudaxsdpfdgb,1,7.4,92.7,2025-03-28T19:16:39.349Z,2025-03-28T19:16:41Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602705405,233,474,5602705043,185,,5602705045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148007,475,5,2,51,17,36g6ifzjliec1jqnbtf7yesme,1,93.6,-1.6,2025-03-28T19:16:40.292Z,2025-03-28T19:17:41Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5602705733,233,535,5602705695,56,Right,5602705697,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792147927,535,5,2,51,17,cftj6g399tknheudaxsdpfdgb,0,6.4,101.6,2025-03-28T19:16:40.292Z,2025-03-28T19:17:42Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602705193,347,,5602705811,233,475,5602705191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148101,476,1,2,51,20,36g6ifzjliec1jqnbtf7yesme,1,91.3,0.0,2025-03-28T19:16:43.023Z,2025-03-28T19:16:47Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5602706193,107,,5602706201,212,30.3,5602706203,213,2.77,5602706195,56,Right,5602706197,140,64.4,5602706205,1,,5602706199,141,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148185,477,1,2,51,24,36g6ifzjliec1jqnbtf7yesme,1,64.4,15.1,2025-03-28T19:16:46.896Z,2025-03-28T19:16:50Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602706659,213,5.52,5602706651,56,Right,5602706653,140,68.9,5602706655,141,8.5,5602706657,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148301,478,1,2,51,27,36g6ifzjliec1jqnbtf7yesme,1,69.2,11.2,2025-03-28T19:16:50.127Z,2025-03-28T19:16:54Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5602707125,213,1.19,5602707121,141,28.1,5602707117,56,Center,5602707123,212,12.4,5602707119,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148315,479,1,2,51,31,36g6ifzjliec1jqnbtf7yesme,1,87.8,18.4,2025-03-28T19:16:54.031Z,2025-03-28T19:16:55Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5602707245,56,Center,5602707253,213,2.13,5602707247,140,82.7,5602707249,141,31.0,5602707251,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148341,480,1,2,51,32,36g6ifzjliec1jqnbtf7yesme,0,82.7,31.0,2025-03-28T19:16:55.167Z,2025-03-28T19:16:57Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5602707367,140,87.3,5602707373,213,0.08,5602707365,56,Center,5602707583,233,536,5602707371,212,4.8,5602707369,141,31.6,5602707581,236,,5602707587,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148355,536,74,2,51,32,cftj6g399tknheudaxsdpfdgb,1,11.4,73.2,2025-03-28T19:16:55.168Z,2025-03-28T19:20:29Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602707439,56,Back,5602707441,285,,5602707605,233,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148915,537,12,2,51,35,cftj6g399tknheudaxsdpfdgb,1,11.1,74.5,2025-03-28T19:16:58.246Z,2025-03-28T19:17:24Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602710633,56,Center,5602710635,140,66.5,5602710637,141,61.5,5602710639,212,58.8,5602710641,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148521,481,1,2,51,40,36g6ifzjliec1jqnbtf7yesme,1,34.0,40.3,2025-03-28T19:17:02.703Z,2025-03-28T19:17:05Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5602708549,213,1.29,5602708541,56,Back,5602708543,140,37.3,5602708545,141,57.9,5602708547,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148555,482,1,2,51,42,36g6ifzjliec1jqnbtf7yesme,1,38.9,59.7,2025-03-28T19:17:05.390Z,2025-03-28T19:17:07Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5602708725,213,1.28,5602708723,212,18.1,5602708719,140,43.8,5602708717,56,Back,5602708721,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148643,483,1,2,51,44,36g6ifzjliec1jqnbtf7yesme,1,43.3,84.0,2025-03-28T19:17:07.295Z,2025-03-28T19:17:12Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5602709333,213,3.67,5602709321,56,Back,5602709329,141,61.2,5602709331,212,30.8,5602709325,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148705,484,1,2,51,49,36g6ifzjliec1jqnbtf7yesme,1,18.9,59.7,2025-03-28T19:17:11.919Z,2025-03-28T19:17:15Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5602709613,141,36.7,5602709617,213,5.02,5602709615,212,16.4,5602709609,56,Back,5602709611,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148765,485,1,2,51,52,36g6ifzjliec1jqnbtf7yesme,1,23.6,36.7,2025-03-28T19:17:15.214Z,2025-03-28T19:17:18Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602709943,212,10.5,5602709941,141,24.7,5602709945,213,5.39,5602709937,56,Back,5602709939,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148803,486,1,2,51,55,36g6ifzjliec1jqnbtf7yesme,1,29.9,25.6,2025-03-28T19:17:17.919Z,2025-03-28T19:17:20Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5602710145,213,5.39,5602710137,56,Back,5602710139,140,39.6,5602710143,212,16.2,5602710141,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148837,487,1,2,51,57,36g6ifzjliec1jqnbtf7yesme,0,39.6,7.1,2025-03-28T19:17:20.175Z,2025-03-28T19:17:21Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5602710273,141,8.0,5602710275,212,3.8,5602710277,213,0.16,5602710269,56,Back,5602710271,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148919,538,8,2,51,58,cftj6g399tknheudaxsdpfdgb,1,53.1,96.6,2025-03-28T19:17:20.852Z,2025-03-28T21:18:13Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602710653,56,Left,5603395611,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792149181,488,5,2,51,59,36g6ifzjliec1jqnbtf7yesme,1,43.8,-1.6,2025-03-28T19:17:22.287Z,2025-03-28T19:20:33Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5602711997,347,,5602711995,56,Back,5602712023,233,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792148947,539,5,2,51,59,cftj6g399tknheudaxsdpfdgb,0,56.2,101.6,2025-03-28T19:17:22.287Z,2025-03-28T19:20:33Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602712049,233,488,5602710795,56,Left,5602710797,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792149375,489,1,2,52,21,36g6ifzjliec1jqnbtf7yesme,1,36.6,0.0,2025-03-28T19:17:43.534Z,2025-03-28T19:17:46Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5602712923,140,24.4,5602712919,107,,5602712921,56,Back,5602712925,141,15.2,5602712927,212,17.0,5602712929,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792149535,490,1,2,52,23,36g6ifzjliec1jqnbtf7yesme,1,24.9,15.5,2025-03-28T19:17:46.319Z,2025-03-28T19:17:54Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602713759,212,27.4,5602713755,140,23.0,5602713757,141,55.7,5602713753,56,Back,5602713761,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792149563,491,1,2,52,31,36g6ifzjliec1jqnbtf7yesme,1,33.0,56.3,2025-03-28T19:17:54.191Z,2025-03-28T19:17:56Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5602713953,141,38.5,5602713949,56,Back,5602713951,140,31.0,5602713959,212,12.3,5602713967,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
