id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2789406237,390,1,1,45,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.2,68.8,2025-03-16T16:45:12.954Z,2025-03-16T22:38:18Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587519651,56,Back,5587519661,212,10.7,5587519663,213,3.86,5587519657,141,58.5,5587519655,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406281,391,1,1,45,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.3,62.0,2025-03-16T16:45:15.738Z,2025-03-16T22:38:18Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5587519941,140,52.8,5587519951,213,0.76,5587519949,212,9.4,5587519937,56,Center,5587519945,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406399,392,1,1,45,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.2,71.8,2025-03-16T16:45:18.058Z,2025-03-16T22:38:18Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587520467,56,Center,5587520471,141,65.2,5587520473,212,4.5,5587520475,213,4.74,5587520469,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406407,393,1,1,45,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.2,68.5,2025-03-16T16:45:21.186Z,2025-03-17T00:37:21Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587520569,212,5.7,5587520565,140,65.6,5587520563,56,Center,5587520559,155,,5587520571,213,0.11,5587520567,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406421,475,61,1,45,12,59as3grjvj19voay31j3yfgni,1,33.2,25.5,2025-03-16T16:45:22.221Z,2025-03-17T00:37:22Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587520667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406471,476,61,1,45,13,59as3grjvj19voay31j3yfgni,1,36.4,27.9,2025-03-16T16:45:24.034Z,2025-03-17T00:37:25Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587520917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406493,478,1,1,45,15,59as3grjvj19voay31j3yfgni,1,31.0,31.0,2025-03-16T16:45:25.666Z,2025-03-16T22:36:21Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5587521023,213,5.58,5587521013,56,Back,5587521019,212,10.6,5587521015,140,38.7,5587521017,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406555,479,1,1,45,16,59as3grjvj19voay31j3yfgni,0,38.7,20.9,2025-03-16T16:45:26.594Z,2025-03-16T22:36:21Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587521525,4,,5587521327,141,29.4,5587521331,213,0.21,5587521329,212,27.8,5587521323,56,Center,5587521325,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406725,395,1,1,45,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.4,75.6,2025-03-16T16:45:32.682Z,2025-03-16T22:38:17Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5587522229,141,88.6,5587522233,213,1.42,5587522227,140,35.7,5587522225,56,Back,5587522231,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406813,396,1,1,45,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.1,89.6,2025-03-16T16:45:34.505Z,2025-03-16T22:38:17Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5587522729,212,20.0,5587522721,140,56.1,5587522717,56,Center,5587522731,213,5.81,5587522727,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406829,397,1,1,45,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,57.2,75.9,2025-03-16T16:45:36.689Z,2025-03-17T00:37:41Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5587522817,141,83.6,5587522821,213,0.39,5587522811,168,,5587522819,212,13.6,5587522813,56,Left,5587522815,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789406929,481,1,1,45,28,59as3grjvj19voay31j3yfgni,1,25.7,14.3,2025-03-16T16:45:38.482Z,2025-03-16T22:36:20Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587523227,140,8.2,5587523239,213,2.57,5587523235,212,21.8,5587523223,56,Back,5587523231,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407019,482,1,1,45,31,59as3grjvj19voay31j3yfgni,1,7.9,30.9,2025-03-16T16:45:41.474Z,2025-03-16T22:36:20Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5587523781,141,15.3,5587523777,56,Back,5587523779,140,12.9,5587523783,212,11.8,5587523785,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407199,483,1,1,45,34,59as3grjvj19voay31j3yfgni,1,18.8,29.7,2025-03-16T16:45:45.059Z,2025-03-16T22:36:20Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587524805,141,53.4,5587524809,212,16.1,5587524813,213,1.54,5587524801,140,19.2,5587524799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407503,484,1,1,45,40,59as3grjvj19voay31j3yfgni,1,28.3,56.1,2025-03-16T16:45:50.819Z,2025-03-16T22:36:19Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587526457,141,29.4,5587526461,213,4.71,5587526459,212,18.2,5587526455,140,28.3,5587526453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407625,485,1,1,45,49,59as3grjvj19voay31j3yfgni,1,37.0,29.7,2025-03-16T16:45:59.811Z,2025-03-16T22:36:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587527093,56,Back,5587527099,212,17.8,5587527101,213,4.75,5587527095,140,37.6,5587527097,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407603,398,83,1,45,54,9w3sjm5ml4sjr2v81oxzdrt8v,0,71.4,70.3,2025-03-16T16:46:04.249Z,2025-03-16T22:38:16Z,3aoh34sqan7y34c2qa1d6xkyy,Noah Shamoun,,,5587527439,399,fwu0bja02waqct7l682s5mfp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407689,486,1,1,45,54,59as3grjvj19voay31j3yfgni,1,37.7,12.8,2025-03-16T16:46:04.851Z,2025-03-16T22:36:19Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587527395,212,16.5,5587527389,56,Back,5587527397,213,2.24,5587527393,141,31.8,5587527391,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407719,487,1,1,45,56,59as3grjvj19voay31j3yfgni,1,25.4,35.2,2025-03-16T16:46:06.931Z,2025-03-16T22:36:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587527621,213,0.13,5587527617,141,37.4,5587527619,212,11.5,5587527613,56,Back,5587527615,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407779,488,1,1,45,58,59as3grjvj19voay31j3yfgni,1,36.2,37.4,2025-03-16T16:46:08.691Z,2025-03-16T22:36:18Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5587527991,212,20.7,5587527987,140,26.0,5587527985,56,Back,5587527993,213,4.17,5587527989,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407925,489,1,1,46,1,59as3grjvj19voay31j3yfgni,1,32.6,11.1,2025-03-16T16:46:11.779Z,2025-03-16T22:36:18Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587528783,141,16.8,5587528785,212,16.1,5587528779,56,Back,5587528787,213,2.90,5587528781,140,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789407991,490,1,1,46,8,59as3grjvj19voay31j3yfgni,1,29.3,28.3,2025-03-16T16:46:18.211Z,2025-03-16T22:36:18Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587529157,140,37.8,5587529161,141,50.7,5587529165,213,1.04,5587529163,212,17.7,5587529153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408013,491,1,1,46,9,59as3grjvj19voay31j3yfgni,1,37.8,50.7,2025-03-16T16:46:19.172Z,2025-03-16T22:36:17Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587529293,213,2.26,5587529285,56,Back,5587529291,212,16.1,5587529287,140,28.0,5587529289,141,69.0,5587529353,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408219,492,1,1,46,15,59as3grjvj19voay31j3yfgni,1,40.4,69.4,2025-03-16T16:46:25.140Z,2025-03-16T22:36:17Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587530323,140,77.7,5587530329,212,48.8,5587530317,155,,5587530331,213,5.65,5587530319,56,Center,5587530333,1,,5587530327,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408243,493,1,1,46,18,59as3grjvj19voay31j3yfgni,0,77.7,26.7,2025-03-16T16:46:28.181Z,2025-03-16T22:36:17Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587530427,140,77.2,5587530433,212,13.9,5587530425,56,Center,5587530421,3,,5587530429,141,47.2,5587530437,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408349,399,1,1,46,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.1,46.7,2025-03-16T16:46:30.106Z,2025-03-16T22:38:16Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587531019,212,5.1,5587531015,140,27.3,5587531013,56,Back,5587531017,141,53.9,5587531011,3,,5587531021,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408357,400,61,1,46,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.4,54.0,2025-03-16T16:46:31.580Z,2025-03-16T22:38:16Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587531049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408453,494,1,1,46,22,59as3grjvj19voay31j3yfgni,1,79.2,19.8,2025-03-16T16:46:32.564Z,2025-03-16T22:36:17Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5587531473,213,0.39,5587531459,140,91.5,5587531463,141,27.6,5587531469,212,14.0,5587531455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408485,495,3,1,46,26,59as3grjvj19voay31j3yfgni,0,90.0,34.6,2025-03-16T16:46:36.629Z,2025-03-17T00:38:34Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587538683,233,401,5587531623,56,Center,5587531625,286,,5589368659,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408515,401,7,1,46,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,10.0,65.4,2025-03-16T16:46:36.630Z,2025-03-17T00:38:32Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5589368493,178,,5589368491,385,,5587531823,56,Back,5587531825,285,,5587532099,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408559,496,1,1,46,27,59as3grjvj19voay31j3yfgni,1,92.8,31.8,2025-03-16T16:46:37.892Z,2025-03-16T22:36:16Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587532035,212,9.9,5587532037,213,2.46,5587532029,56,Center,5587532033,141,40.9,5587532031,140,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408563,497,50,1,46,28,59as3grjvj19voay31j3yfgni,1,83.6,38.8,2025-03-16T16:46:38.825Z,2025-03-16T22:36:16Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587532133,233,402,5587532057,56,Center,5587532059,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408611,402,7,1,46,28,9w3sjm5ml4sjr2v81oxzdrt8v,0,16.4,61.2,2025-03-16T16:46:38.826Z,2025-03-17T00:38:43Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5589368913,385,,5589368915,178,,5587532263,285,,5587532259,56,Back,5587538707,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408817,498,1,1,46,32,59as3grjvj19voay31j3yfgni,1,80.9,32.7,2025-03-16T16:46:42.180Z,2025-03-16T22:36:16Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587533323,140,90.9,5587533321,56,Right,5587533325,141,5.8,5587533331,213,5.23,5587533327,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408895,403,45,1,46,39,9w3sjm5ml4sjr2v81oxzdrt8v,0,5.0,91.1,2025-03-16T16:46:49.605Z,2025-03-16T22:38:15Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5587533747,233,499,5587533683,285,,5587533681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408879,499,3,1,46,39,59as3grjvj19voay31j3yfgni,1,95.0,8.9,2025-03-16T16:46:49.605Z,2025-03-17T00:38:55Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587533629,286,,5587533707,233,403,5589369525,465,,5587533627,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408933,500,1,1,46,40,59as3grjvj19voay31j3yfgni,1,94.4,11.6,2025-03-16T16:46:50.933Z,2025-03-16T22:36:15Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587533929,56,Center,5587533943,213,2.20,5587533935,141,23.9,5587533939,212,10.3,5587533933,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408975,501,1,1,46,43,59as3grjvj19voay31j3yfgni,0,88.4,23.9,2025-03-16T16:46:53.172Z,2025-03-16T22:36:15Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587534161,141,38.0,5587534157,56,Center,5587534159,140,89.6,5587534165,213,1.44,5587534163,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789408991,404,8,1,46,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.6,68.4,2025-03-16T16:46:54.906Z,2025-03-17T00:39:06Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5589369993,384,,5587534275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409097,405,12,1,46,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,18.9,66.3,2025-03-16T16:46:58.873Z,2025-03-16T22:38:14Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5587534873,15,,5587534847,141,71.8,5587534845,140,30.8,5587534851,213,0.29,5587534849,212,13.0,5587534843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409165,406,1,1,46,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.5,71.7,2025-03-16T16:46:59.658Z,2025-03-17T00:39:22Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5587535165,141,70.0,5587535167,212,3.2,5587535159,3,,5587535163,140,27.7,5587535169,213,3.52,5587535185,156,,5587535161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409217,407,1,1,46,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.9,68.7,2025-03-16T16:47:01.089Z,2025-03-17T00:39:23Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5587535433,213,0.20,5587535415,56,Center,5587535419,140,51.4,5587535413,3,,5587535423,141,75.9,5587535429,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409251,502,1,1,46,53,59as3grjvj19voay31j3yfgni,1,46.2,33.7,2025-03-16T16:47:04.053Z,2025-03-16T22:36:14Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5587535593,213,1.20,5587535589,212,18.7,5587535583,140,52.7,5587535581,56,Center,5587535587,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409327,503,1,1,46,55,59as3grjvj19voay31j3yfgni,1,52.7,59.3,2025-03-16T16:47:05.605Z,2025-03-16T22:36:14Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5587535981,140,48.2,5587535983,141,47.5,5587535987,213,4.18,5587535985,212,9.3,5587535979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409469,504,1,1,46,58,59as3grjvj19voay31j3yfgni,1,53.5,47.5,2025-03-16T16:47:09.109Z,2025-03-16T22:36:14Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5587536805,56,Center,5587536811,212,14.0,5587536807,140,53.7,5587536813,213,1.56,5587536809,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409463,408,30,1,47,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T16:47:10.619Z,2025-03-16T16:47:18Z,,,,,5587536787,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789409477,505,30,1,47,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T16:47:10.619Z,2025-03-16T16:47:18Z,,,,,5587536847,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789425817,414,18,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:01:59.651Z,2025-03-16T17:02:00Z,3aoh34sqan7y34c2qa1d6xkyy,Noah Shamoun,,,5587625419,55,415,5587625333,59,18,5587625331,44,Midfielder,5587625329,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789425827,415,19,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:01:59.652Z,2025-03-16T18:14:23Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5587625383,145,10,5587625389,44,Forward,5588145335,293,1,5587625377,42,,5587625385,59,7,5587625391,55,414,5588145333,292,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789425895,416,18,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:01:59.751Z,2025-03-16T17:02:04Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5587625849,55,417,5587625787,42,,5587625791,59,11,5587625789,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789425899,417,19,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:01:59.752Z,2025-03-16T17:02:04Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5587625819,293,2,5587625813,145,7,5587625817,292,8,5587625821,44,Forward,5587625809,42,,5587625815,59,14,5587625823,55,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789425989,418,18,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:01:59.851Z,2025-03-16T17:02:10Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5587626407,55,419,5587626345,42,,5587626349,59,28,5587626347,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789425993,419,19,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:01:59.852Z,2025-03-16T17:02:10Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5587626355,42,,5587626365,293,5,5587626367,44,Midfielder,5587626359,145,8,5587626369,55,418,5587626363,292,5,5587626361,59,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426031,420,32,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T17:02:12.159Z,2025-03-16T17:02:20Z,,,,,5587626577,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426105,507,32,2,45,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T17:02:12.159Z,2025-03-16T21:02:01Z,,,,,5587626963,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426157,421,1,2,45,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,49.4,50.1,2025-03-16T17:02:12.160Z,2025-03-16T17:02:19Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5587627155,140,31.0,5587627177,279,S,5587627167,212,19.3,5587627161,141,51.3,5587627171,213,3.10,5587627151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426201,422,1,2,45,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.2,51.9,2025-03-16T17:02:15.061Z,2025-03-17T00:59:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587627409,213,5.72,5587627403,140,64.0,5587627401,56,Right,5587627411,1,,5587627405,141,16.1,5587627399,155,,5587627407,212,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426211,423,44,2,45,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.8,11.6,2025-03-16T17:02:18.677Z,2025-03-16T18:03:30Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5587627501,233,508,5587627459,56,Right,5587627461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426143,508,44,2,45,6,59as3grjvj19voay31j3yfgni,0,31.2,88.4,2025-03-16T17:02:18.678Z,2025-03-16T18:03:31Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5587627113,285,,5587627563,233,423,5587627111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426243,424,1,2,45,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.6,17.9,2025-03-16T17:02:18.821Z,2025-03-17T00:59:35Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5587627603,3,,5587627615,212,12.0,5587627611,141,29.8,5587627605,56,Center,5587627619,213,0.74,5587627607,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426257,509,12,2,45,9,59as3grjvj19voay31j3yfgni,1,19.1,73.9,2025-03-16T17:02:21.550Z,2025-03-16T18:14:32Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587627659,140,36.3,5587627665,213,0.44,5587627663,212,20.0,5587627657,56,Back,5587627661,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426287,510,44,2,45,11,59as3grjvj19voay31j3yfgni,1,37.8,77.2,2025-03-16T17:02:23.558Z,2025-03-16T17:02:27Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587627743,56,Back,5587627745,285,,5587627757,233,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426279,425,44,2,45,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.2,22.8,2025-03-16T17:02:23.559Z,2025-03-16T17:02:27Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5587627699,286,,5587627769,233,510,5587627697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426361,511,1,2,45,11,59as3grjvj19voay31j3yfgni,0,36.3,86.5,2025-03-16T17:02:24.023Z,2025-03-16T17:02:27Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587628087,213,4.46,5587628081,140,33.8,5587628077,3,,5587628085,212,10.5,5587628083,141,71.5,5587628079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426331,426,1,2,45,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.2,45.2,2025-03-16T17:02:25.469Z,2025-03-16T17:02:26Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5587627951,56,Center,5587627949,3,,5587627959,213,5.17,5587627953,140,68.4,5587627957,212,17.1,5587627955,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789426405,512,1,2,45,15,59as3grjvj19voay31j3yfgni,1,28.5,72.3,2025-03-16T17:02:27.942Z,2025-03-16T17:02:30Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5587628243,212,21.1,5587628239,141,45.8,5587628233,56,Back,5587628247,213,5.26,5587628237,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
