id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2736364537,413,3,1,42,45,anga7587r1zv4ey71ge9zxol3,0,90.0,90.1,2024-10-20T12:44:08.834Z,2024-10-20T12:44:14Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298667103,233,396,5298666695,286,,5298666693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736364605,396,7,1,42,45,cftj6g399tknheudaxsdpfdgb,1,10.0,9.9,2024-10-20T12:44:08.835Z,2024-10-20T12:44:13Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5298667033,285,,5298667029,56,Back,5298667073,233,413,5298667027,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736364653,397,5,1,42,48,cftj6g399tknheudaxsdpfdgb,0,7.6,-1.1,2024-10-20T12:44:11.346Z,2024-10-20T13:02:22Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5298668869,233,414,5298667285,347,,5298667283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736364941,414,5,1,42,48,anga7587r1zv4ey71ge9zxol3,1,92.4,101.1,2024-10-20T12:44:11.346Z,2024-10-20T13:02:22Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298668811,347,,5298668809,56,Left,5298668843,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736364979,415,1,1,43,4,anga7587r1zv4ey71ge9zxol3,1,95.2,100.0,2024-10-20T12:44:27.809Z,2024-10-20T12:44:30Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298669063,141,85.7,5298669065,212,21.6,5298669069,1,,5298669061,140,77.1,5298669059,56,Left,5298669067,213,3.64,5298669057,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365067,416,1,1,43,6,anga7587r1zv4ey71ge9zxol3,1,77.1,85.7,2024-10-20T12:44:30.082Z,2024-10-20T12:44:50Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,1.0,5298669503,141,42.1,5298669491,2,,5298669515,213,5.19,5298669499,140,91.7,5298671189,154,,5298669493,155,,5298669507,212,33.4,5298671187,210,13,5298669517,1,,5298669497,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2736365087,417,13,1,43,9,anga7587r1zv4ey71ge9zxol3,1,91.2,44.6,2024-10-20T12:44:32.362Z,2024-10-20T13:02:40Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298669571,17,,5298671259,103,26.4,5298671265,231,47.5,5298669573,56,Center,5298670233,160,,5298671243,29,,5298671257,102,36.3,5298671261,214,,5298671239,75,,5298671263,230,98.5,5298671253,55,5298671247,154,5298670235,15,5298670239,328,,,,,,,,,416,,,,,,
2736365081,399,5,1,43,9,cftj6g399tknheudaxsdpfdgb,1,-0.8,59.8,2024-10-20T12:44:32.861Z,2024-10-20T13:02:23Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298669707,233,418,5298669555,346,,5298669553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365105,418,5,1,43,9,anga7587r1zv4ey71ge9zxol3,0,100.8,40.2,2024-10-20T12:44:32.861Z,2024-10-20T13:02:23Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298669665,346,,5298669723,233,399,5298669661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365593,401,1,1,43,35,cftj6g399tknheudaxsdpfdgb,1,3.9,41.7,2024-10-20T12:44:58.604Z,2024-10-20T12:45:12Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298672067,56,Back,5298672073,212,7.5,5298672069,140,6.0,5298672075,213,5.01,5298672065,124,,5298672071,141,31.2,5298672079,237,,5298673223,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365601,402,1,1,43,35,cftj6g399tknheudaxsdpfdgb,1,6.0,29.7,2024-10-20T12:44:59.139Z,2024-10-20T12:45:15Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298672117,140,5.8,5298672119,141,44.7,5298672121,212,10.2,5298672115,56,Back,5298673437,189,,5298672123,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365645,403,1,1,43,36,cftj6g399tknheudaxsdpfdgb,1,5.3,45.1,2024-10-20T12:45:00.003Z,2024-10-20T12:45:02Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298672387,212,15.6,5298672381,56,Back,5298672389,213,6.04,5298672383,140,19.7,5298672385,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365675,404,1,1,43,38,cftj6g399tknheudaxsdpfdgb,1,19.9,38.9,2024-10-20T12:45:01.979Z,2024-10-20T12:45:04Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5298672555,141,25.2,5298672557,212,14.8,5298672553,140,30.9,5298672559,213,5.60,5298672551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365683,405,50,1,43,40,cftj6g399tknheudaxsdpfdgb,1,35.4,22.4,2024-10-20T12:45:03.987Z,2024-10-20T13:02:28Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5298672583,56,Back,5298672813,286,,5298672809,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365715,419,7,1,43,40,anga7587r1zv4ey71ge9zxol3,1,64.6,77.6,2024-10-20T12:45:03.988Z,2024-10-20T13:02:28Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5298672797,233,405,5298672761,285,,5298672759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365719,420,61,1,43,42,anga7587r1zv4ey71ge9zxol3,1,69.9,75.7,2024-10-20T12:45:06.013Z,2024-10-20T12:45:06Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298672769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365731,422,1,1,43,44,anga7587r1zv4ey71ge9zxol3,1,72.8,79.9,2024-10-20T12:45:07.218Z,2024-10-20T12:45:07Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298672821,56,Left,5298672829,213,2.87,5298672825,141,82.0,5298672823,140,67.9,5298672827,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365761,423,1,1,43,44,anga7587r1zv4ey71ge9zxol3,1,67.9,82.0,2024-10-20T12:45:07.698Z,2024-10-20T12:45:09Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298672983,56,Center,5298672985,140,69.2,5298672989,212,6.9,5298672991,213,4.91,5298672987,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365771,406,45,1,43,45,cftj6g399tknheudaxsdpfdgb,0,31.0,29.4,2024-10-20T12:45:09.026Z,2024-10-20T12:47:27Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5298673027,285,,5298673025,56,Back,5298673147,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365785,424,3,1,43,45,anga7587r1zv4ey71ge9zxol3,1,69.0,70.6,2024-10-20T12:45:09.026Z,2024-10-20T12:47:27Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298673131,233,406,5298673095,286,,5298673093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365851,425,1,1,43,47,anga7587r1zv4ey71ge9zxol3,1,79.1,74.8,2024-10-20T12:45:10.882Z,2024-10-20T12:45:15Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298673449,140,83.1,5298673447,56,Left,5298673453,212,12.3,5298673455,213,1.22,5298673451,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365893,426,1,1,43,52,anga7587r1zv4ey71ge9zxol3,1,83.4,85.9,2024-10-20T12:45:15.506Z,2024-10-20T12:45:17Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298673661,212,14.2,5298673649,56,Center,5298673663,213,4.11,5298673657,141,68.7,5298673653,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736365909,427,1,1,43,54,anga7587r1zv4ey71ge9zxol3,1,76.0,68.7,2024-10-20T12:45:17.586Z,2024-10-20T12:45:18Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298673779,140,73.0,5298673783,212,13.2,5298673785,213,1.81,5298673777,56,Left,5298673781,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366007,428,1,1,43,58,anga7587r1zv4ey71ge9zxol3,1,79.5,79.4,2024-10-20T12:45:21.282Z,2024-10-20T12:45:25Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5298674299,213,0.26,5298674295,141,84.8,5298674297,212,14.1,5298674293,140,92.5,5298674289,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366019,429,1,1,44,1,anga7587r1zv4ey71ge9zxol3,0,92.5,84.8,2024-10-20T12:45:24.867Z,2024-10-20T12:45:26Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298674393,141,75.0,5298674395,212,6.7,5298674451,236,,5298674463,286,,5298674391,140,92.5,5298674387,155,,5298674455,233,407,5298674397,213,4.71,5298674389,56,Center,5298674385,2,,,,,,,,,,,,,,,,,,,,,,,,
2736366015,407,12,1,44,1,cftj6g399tknheudaxsdpfdgb,1,9.8,18.3,2024-10-20T12:45:24.967Z,2024-10-20T12:45:26Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298674499,233,429,5298674371,185,,5298674373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366081,408,5,1,44,4,cftj6g399tknheudaxsdpfdgb,0,10.3,-1.8,2024-10-20T12:45:27.444Z,2024-10-20T13:02:23Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298674735,347,,5298674733,56,Back,5298675665,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366241,430,5,1,44,4,anga7587r1zv4ey71ge9zxol3,1,89.7,101.8,2024-10-20T12:45:27.444Z,2024-10-20T13:02:23Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298675637,56,Left,5298675639,347,,5298675661,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366269,431,1,1,44,11,anga7587r1zv4ey71ge9zxol3,1,94.0,100.0,2024-10-20T12:45:34.347Z,2024-10-20T13:02:32Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298675837,1,,5298675825,140,75.9,5298675823,56,Center,5298675819,107,,5298675829,141,73.9,5298675833,212,27.0,5298675835,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366275,432,1,1,44,13,anga7587r1zv4ey71ge9zxol3,0,73.1,78.3,2024-10-20T12:45:36.267Z,2024-10-20T13:02:34Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,5298675855,56,Center,5298678367,213,5.67,5298676105,189,,5298678363,141,64.8,5298678365,212,16.0,5298678359,155,,5298678361,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366677,411,12,1,44,15,cftj6g399tknheudaxsdpfdgb,1,12.2,33.3,2024-10-20T12:45:38.749Z,2024-10-20T13:02:36Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5298677789,56,Back,5298677797,213,1.42,5298677791,140,13.4,5298677795,212,8.5,5298677829,15,,5298677793,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366349,409,61,1,44,16,cftj6g399tknheudaxsdpfdgb,1,8.1,52.0,2024-10-20T12:45:39.753Z,2024-10-20T13:02:37Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5298676209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366357,410,6,1,44,17,cftj6g399tknheudaxsdpfdgb,0,15.1,40.6,2024-10-20T12:45:40.979Z,2024-10-20T12:47:24Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5298676289,73,,5298676369,233,433,5298676287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736366295,433,6,1,44,17,anga7587r1zv4ey71ge9zxol3,1,84.9,59.4,2024-10-20T12:45:40.979Z,2024-10-20T12:47:24Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,5298676333,233,410,5298676027,75,,5298676025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736368203,438,70,1,44,59,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-10-20T12:46:22.153Z,2024-10-20T12:47:14Z,,,,5298685689,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736367549,434,1,1,45,17,anga7587r1zv4ey71ge9zxol3,0,99.5,0.5,2024-10-20T12:46:41.044Z,2024-10-20T12:46:46Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298682255,212,29.9,5298682257,213,1.57,5298682241,155,,5298682491,233,412,5298682253,141,44.5,5298682251,140,99.5,5298682239,6,,5298682245,223,,5298682237,2,,5298682249,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2736367585,412,41,1,45,21,cftj6g399tknheudaxsdpfdgb,1,1.9,53.4,2024-10-20T12:46:44.743Z,2024-10-20T12:46:46Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298682405,212,3.6,5298682515,233,434,5298682399,140,0.0,5298682401,141,54.5,5298682409,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736367595,413,6,1,45,22,cftj6g399tknheudaxsdpfdgb,0,0.0,54.9,2024-10-20T12:46:45.911Z,2024-10-20T12:47:25Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298682703,73,,5298682761,233,435,5298682701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736367591,435,6,1,45,22,anga7587r1zv4ey71ge9zxol3,1,100.0,45.1,2024-10-20T12:46:45.911Z,2024-10-20T12:47:25Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298682577,56,Center,5298682735,233,413,5298682579,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736367969,436,1,1,45,39,anga7587r1zv4ey71ge9zxol3,0,99.5,0.5,2024-10-20T12:47:02.663Z,2024-10-20T12:47:05Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298684567,213,1.60,5298684557,223,,5298684563,141,40.4,5298684565,212,27.1,5298684555,155,,5298684553,6,,5298684561,140,98.8,5298684559,56,Center,5298684551,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736368013,414,12,1,45,42,cftj6g399tknheudaxsdpfdgb,1,4.8,59.6,2024-10-20T12:47:06.072Z,2024-10-20T12:47:49Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5298684827,141,57.2,5298684831,213,6.22,5298684823,56,Back,5298684825,140,30.1,5298684845,15,,5298684829,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736368201,437,1,1,45,45,anga7587r1zv4ey71ge9zxol3,1,67.5,31.9,2024-10-20T12:47:08.517Z,2024-10-20T12:47:14Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298685679,140,63.5,5298685681,141,43.6,5298685685,213,2.06,5298685683,212,9.0,5298685677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736368191,415,30,1,45,47,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-20T12:47:11.086Z,2024-10-20T12:47:17Z,,,,5298685651,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736368209,439,30,1,45,47,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-10-20T12:47:11.086Z,2024-10-20T12:47:17Z,,,,5298685711,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736386643,425,32,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-10-20T13:05:36.511Z,2024-10-20T13:05:39Z,,,,5298782083,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736386619,442,32,2,45,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-10-20T13:05:36.511Z,2024-10-20T13:05:36Z,,,,5298781975,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736386703,443,1,2,45,0,anga7587r1zv4ey71ge9zxol3,1,50.3,50.4,2024-10-20T13:05:36.512Z,2024-10-20T13:05:40Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5298782425,56,Back,5298782431,141,48.1,5298782439,213,3.27,5298782435,212,12.1,5298782427,140,38.9,5298782443,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736386757,444,1,2,45,3,anga7587r1zv4ey71ge9zxol3,1,38.9,48.1,2024-10-20T13:05:40.134Z,2024-10-20T13:05:42Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298782697,141,27.6,5298782701,213,4.21,5298782693,56,Back,5298782695,140,31.6,5298782699,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736386795,445,1,2,45,5,anga7587r1zv4ey71ge9zxol3,1,34.9,17.1,2024-10-20T13:05:42.438Z,2024-10-20T13:05:44Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,5298782941,212,21.5,5298782937,140,53.4,5298782943,213,5.84,5298782939,141,3.5,5298782935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736386853,446,1,2,45,7,anga7587r1zv4ey71ge9zxol3,1,53.4,3.5,2024-10-20T13:05:44.118Z,2024-10-20T13:05:46Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5298783287,213,2.00,5298783281,140,48.4,5298783277,56,Back,5298783285,212,12.6,5298783283,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736386921,447,1,2,45,9,anga7587r1zv4ey71ge9zxol3,0,48.4,20.4,2024-10-20T13:05:46.374Z,2024-10-20T13:05:50Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298783663,212,50.7,5298783665,213,0.03,5298783655,155,,5298783661,141,22.8,5298783669,1,,5298783659,140,96.7,5298783657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387099,427,1,2,45,16,cftj6g399tknheudaxsdpfdgb,1,4.6,67.0,2024-10-20T13:05:52.576Z,2024-10-20T13:05:55Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298784547,212,23.9,5298784541,56,Back,5298784549,213,5.02,5298784545,141,33.5,5298784543,140,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387159,428,1,2,45,19,cftj6g399tknheudaxsdpfdgb,1,13.0,33.7,2024-10-20T13:05:55.752Z,2024-10-20T13:05:58Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298784865,213,5.47,5298784863,212,16.9,5298784861,141,15.6,5298784859,140,24.0,5298784857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387199,429,1,2,45,21,cftj6g399tknheudaxsdpfdgb,1,23.5,12.1,2024-10-20T13:05:58.272Z,2024-10-20T13:05:59Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298785057,56,Back,5298785065,213,0.80,5298785063,212,5.7,5298785061,141,18.1,5298785059,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387241,430,1,2,45,23,cftj6g399tknheudaxsdpfdgb,1,27.6,18.7,2024-10-20T13:05:59.563Z,2024-10-20T13:06:01Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5298785277,213,5.77,5298785267,155,,5298785273,141,6.9,5298785269,56,Back,5298785275,212,16.4,5298785271,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387265,431,1,2,45,24,cftj6g399tknheudaxsdpfdgb,0,42.2,6.9,2024-10-20T13:06:01.488Z,2024-10-20T13:06:02Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,5298785437,213,0.27,5298785427,56,Right,5298785433,141,15.4,5298785435,212,21.8,5298785431,140,62.2,5298785423,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387349,448,1,2,45,26,anga7587r1zv4ey71ge9zxol3,1,40.8,90.6,2024-10-20T13:06:03.351Z,2024-10-20T13:06:05Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5298785913,56,Left,5298785917,141,92.9,5298785915,140,56.3,5298785923,1,,5298785919,212,16.3,5298785911,157,,5298785921,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387397,449,1,2,45,28,anga7587r1zv4ey71ge9zxol3,1,56.3,92.9,2024-10-20T13:06:05.303Z,2024-10-20T13:06:07Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298786179,3,,5298786193,213,4.89,5298786183,140,57.8,5298786185,141,79.7,5298786189,212,9.1,5298786181,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387521,451,1,2,45,32,anga7587r1zv4ey71ge9zxol3,1,56.1,84.5,2024-10-20T13:06:09.383Z,2024-10-20T13:06:11Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298786907,140,56.4,5298786903,56,Left,5298786915,213,1.10,5298786913,212,0.7,5298786911,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387519,432,83,2,45,34,cftj6g399tknheudaxsdpfdgb,0,44.0,23.0,2024-10-20T13:06:11.472Z,2024-10-20T13:06:15Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,5298787427,399,6d0lxiep13vdv32bdb0xwyrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387603,452,1,2,45,34,anga7587r1zv4ey71ge9zxol3,1,61.9,94.4,2024-10-20T13:06:11.494Z,2024-10-20T13:06:14Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5298787395,213,0.08,5298787393,212,13.6,5298787391,141,96.0,5298787387,56,Left,5298787389,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387639,453,1,2,45,39,anga7587r1zv4ey71ge9zxol3,1,84.3,96.6,2024-10-20T13:06:15.607Z,2024-10-20T13:06:16Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298787615,140,78.9,5298787617,141,89.7,5298787613,56,Left,5298787619,212,7.4,5298787621,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387667,454,1,2,45,39,anga7587r1zv4ey71ge9zxol3,1,78.9,89.7,2024-10-20T13:06:16.231Z,2024-10-20T13:06:17Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298787771,141,94.1,5298787773,212,3.4,5298787769,140,77.3,5298787775,213,2.08,5298787767,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387751,455,1,2,45,40,anga7587r1zv4ey71ge9zxol3,1,77.3,94.1,2024-10-20T13:06:16.695Z,2024-10-20T13:06:20Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298788241,140,66.6,5298788245,212,11.4,5298788243,141,91.2,5298788235,56,Left,5298788247,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387901,456,1,2,45,43,anga7587r1zv4ey71ge9zxol3,1,66.6,90.8,2024-10-20T13:06:19.894Z,2024-10-20T13:06:25Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5298788905,140,63.8,5298788903,56,Left,5298788907,141,80.3,5298788909,212,7.7,5298788911,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736387955,457,1,2,45,48,anga7587r1zv4ey71ge9zxol3,1,62.9,84.8,2024-10-20T13:06:25.351Z,2024-10-20T13:06:27Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298789229,56,Left,5298789243,213,1.21,5298789233,140,65.9,5298789239,141,97.2,5298789241,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736388047,458,1,2,45,51,anga7587r1zv4ey71ge9zxol3,1,59.8,96.8,2024-10-20T13:06:27.511Z,2024-10-20T13:06:31Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298789851,212,27.7,5298789855,213,4.02,5298789845,140,43.0,5298789843,56,Back,5298789847,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736388139,459,1,2,45,54,anga7587r1zv4ey71ge9zxol3,1,42.5,62.7,2024-10-20T13:06:31.159Z,2024-10-20T13:06:35Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5298790299,141,81.7,5298790301,212,13.0,5298790295,56,Back,5298790297,140,44.0,5298790303,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736388183,460,1,2,45,58,anga7587r1zv4ey71ge9zxol3,1,43.6,81.7,2024-10-20T13:06:35.304Z,2024-10-20T13:06:36Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298790517,56,Back,5298790521,141,63.3,5298790519,140,38.2,5298790525,213,4.29,5298790523,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736388259,461,1,2,46,0,anga7587r1zv4ey71ge9zxol3,1,38.1,63.3,2024-10-20T13:06:36.776Z,2024-10-20T13:06:39Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5298790939,56,Back,5298790947,212,9.0,5298790941,140,45.8,5298790949,213,0.45,5298790943,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
