id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,qualifier/15/value,qualifier/18/value,qualifier/19/value,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2716385135,463,1,2,47,54,ahnt9ejgwj58ul8auzdvi3czf,1,44.9,51.6,2024-09-01T15:05:36.131Z,2024-09-01T15:05:37Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5189373565,212,4.1,5189373563,141,46.3,5189373567,213,4.23,5189373561,140,43.1,5189373559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385163,464,1,2,47,55,ahnt9ejgwj58ul8auzdvi3czf,1,43.0,46.3,2024-09-01T15:05:36.946Z,2024-09-01T15:05:39Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189373725,141,71.4,5189373723,140,42.0,5189373727,212,17.1,5189373721,56,Back,5189373729,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385217,465,1,2,47,57,ahnt9ejgwj58ul8auzdvi3czf,1,42.4,72.1,2024-09-01T15:05:39.091Z,2024-09-01T15:05:41Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5189373873,140,54.1,5189373875,141,45.5,5189373871,56,Center,5189373877,212,21.9,5189373879,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385233,466,1,2,47,59,ahnt9ejgwj58ul8auzdvi3czf,1,54.1,45.5,2024-09-01T15:05:41.122Z,2024-09-01T15:05:42Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5189373971,141,53.4,5189373975,213,1.69,5189373973,212,5.4,5189373967,56,Center,5189373969,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385269,467,1,2,48,0,ahnt9ejgwj58ul8auzdvi3czf,1,53.8,54.9,2024-09-01T15:05:42.082Z,2024-09-01T15:05:45Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189374195,141,56.4,5189374193,140,67.9,5189374199,213,0.07,5189374197,212,14.8,5189374191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385287,468,1,2,48,3,ahnt9ejgwj58ul8auzdvi3czf,1,70.1,58.3,2024-09-01T15:05:44.947Z,2024-09-01T20:48:57Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5189374299,213,4.53,5189374295,141,33.8,5189374293,140,67.2,5189374297,212,16.9,5189374291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385349,469,1,2,48,4,ahnt9ejgwj58ul8auzdvi3czf,1,66.1,29.2,2024-09-01T15:05:45.938Z,2024-09-01T15:05:49Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5189374693,212,20.3,5189374695,213,5.46,5189374691,141,7.4,5189374689,140,79.3,5189374687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385409,470,1,2,48,7,ahnt9ejgwj58ul8auzdvi3czf,0,84.5,16.0,2024-09-01T15:05:49.042Z,2024-09-01T20:49:22Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5191312413,224,,5191311923,2,,5191312415,20,,5189375059,213,1.60,5189375055,141,47.9,5189375053,140,83.8,5189375057,212,21.7,5189375051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385427,471,83,2,48,10,ahnt9ejgwj58ul8auzdvi3czf,0,80.7,43.4,2024-09-01T15:05:52.315Z,2024-09-01T15:05:55Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5189375515,399,arhoud4vfjvmjaf2pkbm6s48a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385443,433,1,2,48,10,59as3grjvj19voay31j3yfgni,1,21.3,60.5,2024-09-01T15:05:52.467Z,2024-09-01T15:05:53Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189375235,56,Back,5189375239,141,54.3,5189375237,140,12.8,5189375241,212,9.9,5189375243,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385467,434,1,2,48,12,59as3grjvj19voay31j3yfgni,0,12.7,53.4,2024-09-01T15:05:53.779Z,2024-09-01T15:05:55Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189375425,157,,5189375427,56,Back,5189375429,140,46.6,5189375437,1,,5189375431,141,34.0,5189375435,213,5.93,5189375433,212,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385543,472,1,2,48,14,ahnt9ejgwj58ul8auzdvi3czf,0,57.2,65.8,2024-09-01T15:05:56.338Z,2024-09-01T15:05:58Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5189375871,3,,5189375889,213,0.82,5189375875,56,Left,5189375885,141,84.2,5189375881,140,68.3,5189375887,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385687,435,1,2,48,18,59as3grjvj19voay31j3yfgni,1,27.7,24.1,2024-09-01T15:05:59.923Z,2024-09-01T15:06:04Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189376619,141,27.4,5189376615,56,Back,5189376617,140,9.4,5189376621,212,19.3,5189376623,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385729,436,1,2,48,22,59as3grjvj19voay31j3yfgni,1,9.3,27.3,2024-09-01T15:06:04.179Z,2024-09-01T15:06:06Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189376869,212,11.5,5189376865,140,3.0,5189376871,213,2.18,5189376863,56,Back,5189376867,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385765,437,1,2,48,24,59as3grjvj19voay31j3yfgni,0,4.4,41.9,2024-09-01T15:06:06.132Z,2024-09-01T15:06:08Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5189377097,56,Back,5189377099,140,39.0,5189377095,157,,5189377101,141,15.0,5189377107,1,,5189377103,212,40.7,5189377105,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385817,473,1,2,48,29,ahnt9ejgwj58ul8auzdvi3czf,1,53.8,81.8,2024-09-01T15:06:10.898Z,2024-09-01T15:06:11Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5189377411,56,Center,5189377417,212,7.8,5189377413,140,56.0,5189377419,213,5.01,5189377415,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385821,474,1,2,48,30,ahnt9ejgwj58ul8auzdvi3czf,0,55.2,69.1,2024-09-01T15:06:11.826Z,2024-09-01T15:06:12Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189377439,213,5.53,5189377473,233,438,5189377435,141,67.2,5189377469,236,,5189377433,140,56.5,5189377437,212,1.9,5189377481,286,,5189377431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385825,438,74,2,48,30,59as3grjvj19voay31j3yfgni,1,43.0,32.7,2024-09-01T15:06:11.827Z,2024-09-01T15:32:16Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5189377507,233,474,5189377459,285,,5189377457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716732423,947,61,2,48,30,ahnt9ejgwj58ul8auzdvi3czf,1,53.8,67.1,2024-09-01T15:06:11.924Z,2024-09-01T20:50:30Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5191315891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385879,439,50,2,48,32,59as3grjvj19voay31j3yfgni,1,61.8,33.1,2024-09-01T15:06:14.340Z,2024-09-01T20:50:50Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5189377741,56,Center,5189377745,286,,5189377987,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385907,475,7,2,48,32,ahnt9ejgwj58ul8auzdvi3czf,0,38.2,66.9,2024-09-01T15:06:14.341Z,2024-09-01T20:50:50Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5189377951,233,439,5191317383,385,,5189377911,56,Back,5189377913,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385955,440,3,2,48,35,59as3grjvj19voay31j3yfgni,0,65.6,11.2,2024-09-01T15:06:17.187Z,2024-09-01T20:50:54Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189378179,286,,5189378175,56,Right,5191317747,465,,5189378403,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385981,476,7,2,48,35,ahnt9ejgwj58ul8auzdvi3czf,1,34.4,88.8,2024-09-01T15:06:17.188Z,2024-09-01T20:50:58Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5191317907,384,,5189378277,56,Back,5189378351,233,440,5189378279,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386019,478,1,2,48,36,ahnt9ejgwj58ul8auzdvi3czf,1,31.0,91.8,2024-09-01T15:06:17.979Z,2024-09-01T20:51:16Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5189378473,212,5.5,5189378467,140,26.1,5189378475,213,3.50,5189378471,141,89.0,5189378463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716385987,477,43,2,48,37,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T15:06:18.850Z,2024-09-01T20:51:05Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5191318199,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386033,479,1,2,48,38,ahnt9ejgwj58ul8auzdvi3czf,1,26.1,89.0,2024-09-01T15:06:19.538Z,2024-09-01T15:06:20Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5189378563,56,Back,5189378571,213,6.00,5189378565,140,32.9,5189378567,141,85.9,5189378569,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386093,480,1,2,48,39,ahnt9ejgwj58ul8auzdvi3czf,1,34.0,71.5,2024-09-01T15:06:20.882Z,2024-09-01T15:06:24Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5189378875,213,4.99,5189378873,212,20.9,5189378867,56,Back,5189378871,141,41.9,5189378869,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386141,481,1,2,48,44,ahnt9ejgwj58ul8auzdvi3czf,1,37.0,47.4,2024-09-01T15:06:26.242Z,2024-09-01T20:51:28Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5189379087,155,,5189379089,56,Back,5189379091,140,25.6,5189379097,213,3.41,5189379093,141,42.5,5189379095,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386157,482,1,2,48,45,ahnt9ejgwj58ul8auzdvi3czf,1,24.0,33.1,2024-09-01T15:06:26.978Z,2024-09-01T15:06:28Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5189379159,140,36.1,5189379157,56,Back,5189379161,141,24.0,5189379165,213,5.83,5189379163,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386185,483,1,2,48,47,ahnt9ejgwj58ul8auzdvi3czf,1,36.9,17.4,2024-09-01T15:06:28.562Z,2024-09-01T15:06:30Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5189379321,213,5.32,5189379317,141,4.7,5189379319,212,10.5,5189379313,56,Back,5189379315,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386215,484,1,2,48,48,ahnt9ejgwj58ul8auzdvi3czf,1,42.6,4.7,2024-09-01T15:06:30.466Z,2024-09-01T15:06:32Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5189379515,212,12.0,5189379513,141,17.9,5189379517,213,2.30,5189379511,140,35.0,5189379509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386269,485,1,2,48,51,ahnt9ejgwj58ul8auzdvi3czf,1,35.2,17.9,2024-09-01T15:06:32.834Z,2024-09-01T15:06:35Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189379845,212,5.8,5189379841,141,9.7,5189379847,213,4.99,5189379837,56,Back,5189379839,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386297,486,1,2,48,53,ahnt9ejgwj58ul8auzdvi3czf,1,36.9,13.2,2024-09-01T15:06:35.474Z,2024-09-01T15:06:37Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5189380045,213,2.04,5189380041,212,10.5,5189380037,141,27.0,5189380033,56,Back,5189380035,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386319,487,1,2,48,56,ahnt9ejgwj58ul8auzdvi3czf,1,32.7,29.1,2024-09-01T15:06:37.619Z,2024-09-01T15:06:39Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189380153,212,16.7,5189380155,213,1.13,5189380151,141,51.3,5189380147,56,Back,5189380149,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386367,488,1,2,48,57,ahnt9ejgwj58ul8auzdvi3czf,1,39.5,51.3,2024-09-01T15:06:39.234Z,2024-09-01T15:06:42Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5189380475,56,Back,5189380487,212,20.0,5189380477,140,31.1,5189380483,141,24.9,5189380493,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386487,489,1,2,49,5,ahnt9ejgwj58ul8auzdvi3czf,1,35.1,10.7,2024-09-01T15:06:46.626Z,2024-09-01T15:06:48Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5189381043,141,4.6,5189381045,212,10.8,5189381041,140,44.6,5189381047,213,5.89,5189381039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386547,490,1,2,49,7,ahnt9ejgwj58ul8auzdvi3czf,1,44.6,4.6,2024-09-01T15:06:48.867Z,2024-09-01T15:06:54Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5189381353,213,2.97,5189381351,212,17.8,5189381347,140,27.9,5189381345,56,Back,5189381349,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386637,491,1,2,49,12,ahnt9ejgwj58ul8auzdvi3czf,1,31.7,11.1,2024-09-01T15:06:53.890Z,2024-09-01T15:06:58Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5189381923,213,2.16,5189381921,212,20.0,5189381917,140,21.1,5189381919,141,35.5,5189381915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386653,492,1,2,49,16,ahnt9ejgwj58ul8auzdvi3czf,1,20.9,33.7,2024-09-01T15:06:58.466Z,2024-09-01T15:06:59Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5189382039,56,Back,5189382047,213,5.17,5189382041,140,27.8,5189382045,212,16.4,5189382043,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386703,493,1,2,49,18,ahnt9ejgwj58ul8auzdvi3czf,1,27.8,12.0,2024-09-01T15:06:59.602Z,2024-09-01T15:07:01Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5189382269,140,36.3,5189382275,213,0.24,5189382273,212,9.2,5189382267,56,Back,5189382271,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386719,494,1,2,49,20,ahnt9ejgwj58ul8auzdvi3czf,1,36.3,16.4,2024-09-01T15:07:01.602Z,2024-09-01T15:07:28Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5189382331,156,,5189382321,213,2.49,5189382317,141,25.8,5189382315,140,28.4,5189382319,212,10.5,5189382313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386747,495,1,2,49,21,ahnt9ejgwj58ul8auzdvi3czf,1,29.1,25.8,2024-09-01T15:07:02.978Z,2024-09-01T15:07:05Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5189382509,213,0.02,5189382503,140,50.9,5189382505,141,26.4,5189382501,56,Center,5189382507,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386753,496,61,2,49,23,ahnt9ejgwj58ul8auzdvi3czf,0,50.9,26.4,2024-09-01T15:07:04.914Z,2024-09-01T15:07:05Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189382529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386895,442,1,2,49,25,59as3grjvj19voay31j3yfgni,1,46.4,62.6,2024-09-01T15:07:06.851Z,2024-09-01T15:07:12Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189383121,56,Back,5189383125,140,39.1,5189383133,213,4.31,5189383131,212,19.5,5189383129,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716386971,443,1,2,49,30,59as3grjvj19voay31j3yfgni,1,56.2,18.5,2024-09-01T15:07:12.228Z,2024-09-01T15:07:17Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5189383603,213,2.62,5189383601,212,13.7,5189383595,56,Back,5189383599,141,28.5,5189383597,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387035,444,1,2,49,35,59as3grjvj19voay31j3yfgni,1,48.6,28.8,2024-09-01T15:07:17.187Z,2024-09-01T15:07:20Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189383941,56,Right,5189383947,212,22.0,5189383949,213,5.47,5189383943,140,63.0,5189383945,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387105,445,1,2,49,38,59as3grjvj19voay31j3yfgni,1,67.7,7.0,2024-09-01T15:07:20.435Z,2024-09-01T15:07:24Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5189384297,56,Center,5189384311,212,13.2,5189384301,140,64.4,5189384307,141,25.8,5189384315,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387147,446,1,2,49,43,59as3grjvj19voay31j3yfgni,1,60.5,27.4,2024-09-01T15:07:24.755Z,2024-09-01T15:07:26Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5189384489,140,56.0,5189384491,141,49.1,5189384493,212,15.5,5189384495,213,1.88,5189384487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387165,447,1,2,49,44,59as3grjvj19voay31j3yfgni,1,55.6,49.4,2024-09-01T15:07:26.306Z,2024-09-01T15:07:27Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189384599,56,Back,5189384605,212,14.0,5189384603,141,33.1,5189384607,213,4.05,5189384601,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387197,448,1,2,49,45,59as3grjvj19voay31j3yfgni,1,47.4,33.1,2024-09-01T15:07:27.203Z,2024-09-01T15:07:29Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189384781,140,46.5,5189384777,56,Back,5189384785,141,70.8,5189384789,212,25.7,5189384793,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387229,449,1,2,49,47,59as3grjvj19voay31j3yfgni,1,47.8,74.2,2024-09-01T15:07:29.299Z,2024-09-01T15:07:31Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189385027,213,0.37,5189385021,140,60.9,5189385025,212,14.7,5189385023,141,82.0,5189385019,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387269,450,1,2,49,49,59as3grjvj19voay31j3yfgni,1,60.7,82.0,2024-09-01T15:07:31.218Z,2024-09-01T15:07:33Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5189385245,56,Left,5189385249,141,97.1,5189385247,140,57.2,5189385251,212,10.9,5189385253,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387333,451,1,2,49,51,59as3grjvj19voay31j3yfgni,1,59.5,96.0,2024-09-01T15:07:32.867Z,2024-09-01T15:07:35Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189385463,140,65.7,5189385465,141,76.4,5189385461,56,Center,5189385467,212,14.8,5189385469,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387361,452,1,2,49,53,59as3grjvj19voay31j3yfgni,1,65.9,73.8,2024-09-01T15:07:35.219Z,2024-09-01T15:07:36Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5189385619,56,Center,5189385623,141,62.6,5189385625,212,13.3,5189385621,140,76.3,5189385627,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387373,453,61,2,49,55,59as3grjvj19voay31j3yfgni,0,77.3,62.0,2024-09-01T15:07:36.804Z,2024-09-01T15:07:37Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5189385653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387425,497,1,2,49,57,ahnt9ejgwj58ul8auzdvi3czf,1,19.7,31.2,2024-09-01T15:07:38.562Z,2024-09-01T15:07:39Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5189385907,141,39.8,5189385911,213,2.79,5189385903,56,Back,5189385909,212,16.9,5189385905,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387437,498,43,2,49,58,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T15:07:39.602Z,2024-09-01T20:53:04Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5191325935,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387487,499,1,2,49,58,ahnt9ejgwj58ul8auzdvi3czf,0,4.6,39.8,2024-09-01T15:07:39.922Z,2024-09-01T15:07:42Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5189386217,157,,5189386229,1,,5189386219,56,Center,5189386221,140,58.2,5189386227,213,6.16,5189386223,141,29.2,5189386225,212,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387559,454,1,2,50,1,59as3grjvj19voay31j3yfgni,1,41.7,67.9,2024-09-01T15:07:42.771Z,2024-09-01T20:53:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189386635,3,,5189386637,56,Left,5189386647,213,0.81,5189386641,141,85.0,5189386643,212,16.1,5189386639,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387621,456,1,2,50,5,59as3grjvj19voay31j3yfgni,1,41.9,80.5,2024-09-01T15:07:46.867Z,2024-09-01T15:07:49Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189386975,141,83.8,5189386973,140,30.0,5189386977,212,12.7,5189386971,56,Back,5189386979,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387693,457,1,2,50,7,59as3grjvj19voay31j3yfgni,1,31.1,83.3,2024-09-01T15:07:48.915Z,2024-09-01T15:07:53Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189387395,56,Back,5189387411,213,3.83,5189387403,141,59.1,5189387407,212,25.9,5189387399,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716387737,458,1,2,50,11,59as3grjvj19voay31j3yfgni,1,13.6,59.3,2024-09-01T15:07:53.123Z,2024-09-01T15:07:55Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5189387641,213,5.29,5189387635,140,24.9,5189387633,56,Back,5189387639,212,21.6,5189387637,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
