id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/16/value
2781729003,508,74,2,51,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,20.0,26.1,2025-02-28T19:12:43.349Z,2025-02-28T19:13:12Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5545591281,285,,5545591315,233,394,5545591279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781728967,395,6,2,51,29,5rz9enoyknpg8ji78za5b82p0,1,90.4,77.8,2025-02-28T19:12:45.387Z,2025-02-28T19:13:02Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5545591125,56,Center,5545591131,73,,5545592567,233,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781729045,509,6,2,51,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,9.6,22.2,2025-02-28T19:12:45.387Z,2025-02-28T21:15:13Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5545591607,56,Back,5545591609,73,,5545592585,233,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730263,396,1,2,52,40,5rz9enoyknpg8ji78za5b82p0,0,99.5,99.5,2025-02-28T19:13:55.788Z,2025-02-28T21:15:18Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5545598211,6,,5545598217,56,Center,5545598227,212,31.6,5545598219,140,93.2,5546207989,20,,5545598223,141,54.0,5545598209,2,,5545598231,213,4.50,5545598213,155,5545598215,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730293,510,44,2,52,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.7,46.9,2025-02-28T19:13:59.970Z,2025-02-28T20:03:41Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5545599401,233,398,5545598401,56,Back,5545598403,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730461,398,44,2,52,44,5rz9enoyknpg8ji78za5b82p0,0,93.3,53.1,2025-02-28T19:13:59.971Z,2025-02-28T20:03:41Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545599421,233,510,5545599221,286,,5545599219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730297,511,12,2,52,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.7,48.5,2025-02-28T19:14:00.585Z,2025-02-28T19:46:56Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5545598443,15,,5545598421,141,47.2,5545598419,140,6.0,5545598417,56,Back,5545598425,213,5.71,5545598423,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730279,397,6,2,52,45,5rz9enoyknpg8ji78za5b82p0,1,97.0,56.6,2025-02-28T19:14:00.923Z,2025-02-28T19:39:48Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5545598393,73,,5545598391,56,Center,5545734287,233,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730399,512,6,2,52,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,3.0,43.4,2025-02-28T19:14:00.923Z,2025-02-28T21:16:03Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5545598985,73,,5545598983,56,Back,5545734309,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730699,399,1,2,53,8,5rz9enoyknpg8ji78za5b82p0,0,99.5,99.6,2025-02-28T19:14:23.771Z,2025-02-28T21:16:12Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5545600603,2,,5545619979,223,,5545600627,213,4.39,5546210615,20,,5545600609,6,,5545600629,1,,5545600619,56,Center,5545600621,140,89.0,5545600625,212,5545600623,141,51.3,34.6,5545600613,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730677,513,12,2,53,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.3,48.5,2025-02-28T19:14:27.187Z,2025-02-28T19:58:23Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5545824463,212,11.0,5545824465,213,0.11,5545607865,56,Back,5545824459,140,12.7,5545824461,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730717,400,15,2,53,12,5rz9enoyknpg8ji78za5b82p0,1,80.8,48.5,2025-02-28T19:14:28.502Z,2025-02-28T21:16:44Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5545615035,82,,5545603757,458,,5545615033,328,,5545600769,18,,5545615029,78,,5545603377,25,,5545603761,147,48.0,5545634147,233,563,5545603759,146,5545600771,56,Center,83.8,5546212051,215,,5545603755,103,19,5545603753,102,48.8,5545603379,20,5545603763,230,,5545603765,231,50.7,,,,,,,,,,,95.6,
2781736671,563,10,2,53,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,16.2,52.0,2025-02-28T19:14:28.602Z,2025-02-28T19:20:21Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5545634177,233,400,5545633695,56,Back,5545633693,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730747,401,61,2,53,13,5rz9enoyknpg8ji78za5b82p0,1,76.4,41.9,2025-02-28T19:14:29.420Z,2025-02-28T21:18:18Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545600907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730789,402,1,2,53,14,5rz9enoyknpg8ji78za5b82p0,1,86.6,36.4,2025-02-28T19:14:30.467Z,2025-02-28T21:18:21Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5545601133,212,7.9,5545601121,56,Center,5545601129,141,46.9,5545601137,213,2.02,5545601125,140,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730865,403,1,2,53,15,5rz9enoyknpg8ji78za5b82p0,1,83.3,46.9,2025-02-28T19:14:30.931Z,2025-02-28T21:18:26Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,1.0,,5545601531,140,80.6,5545601539,212,5.4,5545603075,154,,5545603073,210,15,5545601527,56,Center,5545601543,213,4.16,5545601535,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730869,404,15,2,53,16,5rz9enoyknpg8ji78za5b82p0,1,80.3,44.6,2025-02-28T19:14:32.459Z,2025-02-28T21:18:52Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545603137,233,515,5545603097,154,,5545602563,25,,5545602565,72,,5545601561,18,,5545601563,56,Center,5545603103,102,45.6,5545603113,146,98.5,5545603115,147,5545603107,103,5.7,48.9,5545603099,55,403,5545603111,215,,5545603095,29,,5545603093,80,,,,,,,,,,,,,,,,,,
2781730861,515,10,2,53,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.5,52.6,2025-02-28T19:14:32.559Z,2025-02-28T21:54:08Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5545601735,179,,5545603177,233,404,5546218717,376,,5545601519,56,Back,5545601507,173,,5545601515,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730871,405,6,2,53,21,5rz9enoyknpg8ji78za5b82p0,1,93.6,39.2,2025-02-28T19:14:37.483Z,2025-02-28T19:39:49Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545601661,75,,5545601955,233,516,5545601659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781730919,516,6,2,53,21,9w3sjm5ml4sjr2v81oxzdrt8v,0,6.4,60.8,2025-02-28T19:14:37.483Z,2025-02-28T21:19:04Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5545601927,73,,5545601973,233,405,5545601925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781731483,406,1,2,53,56,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2025-02-28T19:15:12.331Z,2025-02-28T21:19:23Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5545605209,223,,5545605213,140,96.5,5545605215,141,40.9,5545605207,155,,5545605217,212,27.7,5545605211,56,Center,5545605205,6,,5545605203,2,,5545605219,213,5546219821,72,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781731495,517,12,2,53,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.5,52.4,2025-02-28T19:15:12.971Z,2025-02-28T21:22:29Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545605311,213,0.97,5545605303,56,Back,5545605305,140,7.7,5545605331,15,,5545605309,212,7.8,5545605307,141,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781731507,407,15,2,53,58,5rz9enoyknpg8ji78za5b82p0,1,89.5,35.8,2025-02-28T19:15:13.715Z,2025-02-28T21:20:01Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5545606311,231,47.5,5545605775,25,,5545606637,63,,5545605361,56,Center,5545606307,147,40.2,5545605781,82,,5545606305,146,92.5,5545606299,328,,5545606361,233,5546222275,78,,518,5545606309,230,99.0,5545606293,102,51.3,5545606295,103,19,5545606301,458,5545605777,20,,,,,,,,,,,,,,,,
2781731565,518,10,2,53,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.5,58.5,2025-02-28T19:15:13.815Z,2025-02-28T21:54:09Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5545605667,56,Back,5545606405,233,407,5545605665,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781731527,408,6,2,54,2,5rz9enoyknpg8ji78za5b82p0,1,98.8,36.3,2025-02-28T19:15:18.187Z,2025-02-28T19:39:49Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5545606131,233,519,5545605545,75,,5545605543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781731611,519,6,2,54,2,9w3sjm5ml4sjr2v81oxzdrt8v,0,1.2,63.7,2025-02-28T19:15:18.187Z,2025-02-28T21:22:39Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5545606053,73,,5545606151,233,408,5545606051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732015,409,1,2,54,31,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2025-02-28T19:15:47.419Z,2025-02-28T21:22:37Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5545608453,56,Center,5545608455,140,94.1,5545608449,155,,5545608447,6,,5546230311,72,,5545608459,212,28.3,5545608445,2,,5545608451,223,,5545608457,141,5545608461,213,1.77,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732083,520,12,2,54,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.5,55.1,2025-02-28T19:15:53.028Z,2025-02-28T20:04:33Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5545608837,212,29.0,5545608831,56,Back,5545608883,15,,5545608833,140,25.0,5545608839,213,0.73,5545608835,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732151,410,1,2,54,40,5rz9enoyknpg8ji78za5b82p0,0,67.5,18.6,2025-02-28T19:15:55.947Z,2025-02-28T21:22:59Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5546231349,20,,5545609285,140,89.1,5545609275,2,,5545609291,213,0.78,5546231347,224,,5545609289,212,31.8,5545609277,155,,5545609287,141,51.3,5545609281,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732189,521,12,2,54,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.0,47.5,2025-02-28T19:15:57.364Z,2025-02-28T21:24:10Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545609507,213,0.52,5545609501,140,31.0,5545609499,56,Back,5545609503,141,65.1,5545609505,212,24.2,5545609525,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732183,411,13,2,54,42,5rz9enoyknpg8ji78za5b82p0,1,75.9,42.3,2025-02-28T19:15:58.227Z,2025-02-28T22:44:50Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5545640689,103,9.7,5545639275,25,,5545640697,146,86.9,5546235805,108,,5545640695,153,,5545640693,458,,5545640703,231,48.2,5545639277,20,,5546235807,328,5545640687,102,66.6,,5546235799,73,,5545640699,147,52.5,5545609475,56,Center,5545640701,230,5545609473,18,99.0,5545640691,215,,,,,,,,,,,,,
2781848565,876,61,2,54,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.7,45.8,2025-02-28T19:15:58.389Z,2025-02-28T21:24:38Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5546236331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732249,412,43,2,54,45,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-28T19:16:01.319Z,2025-02-28T21:24:29Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545609851,56,Center,5546235883,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732243,522,52,2,54,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.0,50.3,2025-02-28T19:16:02.501Z,2025-02-28T21:24:41Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5546236497,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732285,523,1,2,54,49,9w3sjm5ml4sjr2v81oxzdrt8v,0,15.0,41.5,2025-02-28T19:16:05.349Z,2025-02-28T19:16:07Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5545610043,287,,5545610011,141,26.8,5545610005,123,,5545610015,213,6.00,5545610013,212,36.1,5545610291,1,,5545610007,56,Back,5545610009,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732383,413,1,2,54,51,5rz9enoyknpg8ji78za5b82p0,1,50.4,76.3,2025-02-28T19:16:07.195Z,2025-02-28T19:16:10Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5545610611,213,5.85,5545610605,140,62.4,5545610609,212,13.9,5545610603,56,Center,5545610599,3,,5545610607,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732533,415,1,2,54,55,5rz9enoyknpg8ji78za5b82p0,1,62.2,68.4,2025-02-28T19:16:10.827Z,2025-02-28T19:16:16Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545611321,141,91.8,5545611319,140,64.9,5545611317,56,Left,5545611323,212,16.2,5545611325,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732593,416,1,2,55,0,5rz9enoyknpg8ji78za5b82p0,1,64.9,92.0,2025-02-28T19:16:16.170Z,2025-02-28T19:24:50Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5545611677,141,91.1,5545611681,213,6.23,5545611675,140,76.8,5545611679,212,12.5,5545611673,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732699,417,1,2,55,9,5rz9enoyknpg8ji78za5b82p0,1,84.5,85.9,2025-02-28T19:16:25.259Z,2025-02-28T19:24:51Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5545612301,56,Center,5545612307,212,9.5,5545612311,213,5.26,5545612303,140,89.2,5545612305,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732705,418,1,2,55,10,5rz9enoyknpg8ji78za5b82p0,0,90.2,81.1,2025-02-28T19:16:25.995Z,2025-02-28T19:16:30Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5545612363,213,5.21,5545612603,233,524,5545612355,56,Left,5545612361,212,1.3,5545612601,236,,5545612607,286,,5545612357,140,90.8,5545612359,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732743,524,74,2,55,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.3,29.1,2025-02-28T19:16:25.996Z,2025-02-28T19:39:50Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545612595,285,,5545612593,56,Back,5545612629,233,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732721,419,61,2,55,12,5rz9enoyknpg8ji78za5b82p0,1,94.3,79.7,2025-02-28T19:16:28.284Z,2025-02-28T19:16:28Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5545612465,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781732737,420,5,2,55,13,5rz9enoyknpg8ji78za5b82p0,0,100.3,74.6,2025-02-28T19:16:29.371Z,2025-02-28T19:39:39Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5545612585,56,Center,5545614863,233,525,5545612587,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733109,525,5,2,55,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.3,25.4,2025-02-28T19:16:29.371Z,2025-02-28T19:39:39Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545614817,56,Back,5545614819,346,,5545614843,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733189,526,1,2,55,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.2,41.6,2025-02-28T19:16:53.751Z,2025-02-28T19:16:58Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5545615287,141,2.2,5545615281,124,,5545615293,1,,5545615289,212,51.2,5545615291,213,5.73,5545615297,74,,5545615285,140,45.8,5545615283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733203,527,1,2,55,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,45.8,2.2,2025-02-28T19:16:58.181Z,2025-02-28T19:16:59Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545615401,141,4.1,5545615395,3,,5545615399,140,59.4,5545615403,212,14.3,5545615397,56,Right,5545615405,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733257,421,12,2,55,43,5rz9enoyknpg8ji78za5b82p0,1,28.3,90.8,2025-02-28T19:16:59.531Z,2025-02-28T19:17:02Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545615699,141,76.0,5545615695,56,Back,5545615703,213,5.67,5545615701,212,17.4,5545615697,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733259,528,1,2,55,46,9w3sjm5ml4sjr2v81oxzdrt8v,0,56.4,24.9,2025-02-28T19:17:02.357Z,2025-02-28T19:17:02Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5545615733,3,,5545615745,141,13.2,5545615749,213,5.90,5545615737,56,Right,5545615747,212,21.5,5545615741,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733277,422,1,2,55,46,5rz9enoyknpg8ji78za5b82p0,1,23.9,82.7,2025-02-28T19:17:02.427Z,2025-02-28T19:17:03Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545615853,212,24.2,5545615855,213,3.83,5545615849,140,6.2,5545615847,56,Back,5545615845,3,,5545615851,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733285,423,52,2,55,48,5rz9enoyknpg8ji78za5b82p0,1,6.2,60.0,2025-02-28T19:17:03.771Z,2025-02-28T21:26:08Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5546240731,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733309,424,1,2,55,49,5rz9enoyknpg8ji78za5b82p0,1,6.2,60.0,2025-02-28T19:17:05.147Z,2025-02-28T19:17:06Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5545616057,140,24.0,5545616091,287,,5545616061,212,32.1,5545616059,141,21.6,5545616053,123,,5545616055,56,Back,5545616065,1,,5545616063,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733417,425,1,2,55,53,5rz9enoyknpg8ji78za5b82p0,1,30.1,15.8,2025-02-28T19:17:09.259Z,2025-02-28T19:17:11Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5545616567,213,0.24,5545616561,140,46.9,5545616559,56,Back,5545616563,141,22.1,5545616565,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733427,426,1,2,55,55,5rz9enoyknpg8ji78za5b82p0,0,46.8,22.1,2025-02-28T19:17:11.162Z,2025-02-28T19:17:12Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5545616615,56,Back,5545616649,156,,5545616623,213,2.16,5545616619,141,33.3,5545616621,212,9.1,5545616617,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733477,530,1,2,55,57,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.4,72.4,2025-02-28T19:17:13.098Z,2025-02-28T19:17:14Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5545616917,233,427,5545616923,286,,5545616875,140,58.1,5545616879,212,3.7,5545616873,56,Center,5545616913,236,,5545616877,141,68.8,5545616881,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733453,427,74,2,55,57,5rz9enoyknpg8ji78za5b82p0,1,42.1,33.3,2025-02-28T19:17:13.099Z,2025-02-28T19:17:14Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5545616947,233,530,5545616763,56,Back,5545616765,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733533,531,1,2,56,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.4,43.4,2025-02-28T19:17:15.654Z,2025-02-28T19:17:17Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5545617251,141,43.4,5545617247,56,Center,5545617249,140,57.8,5545617253,212,5.9,5545617255,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733567,532,1,2,56,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.8,33.1,2025-02-28T19:17:17.542Z,2025-02-28T19:17:19Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5545617451,212,14.0,5545617445,56,Back,5545617447,140,47.4,5545617449,141,20.1,5545617453,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733665,533,1,2,56,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.4,20.1,2025-02-28T19:17:19.734Z,2025-02-28T19:17:24Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545617931,213,1.89,5545617929,212,10.1,5545617923,56,Back,5545617925,140,44.4,5545617927,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733757,534,1,2,56,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.2,40.3,2025-02-28T19:17:24.278Z,2025-02-28T19:17:28Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545618451,56,Back,5545618457,212,11.1,5545618459,213,4.94,5545618455,141,24.4,5545618453,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733795,535,1,2,56,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.2,18.8,2025-02-28T19:17:28.327Z,2025-02-28T19:17:30Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5545618719,213,5.08,5545618713,140,60.2,5545618715,141,6.7,5545618711,56,Right,5545618717,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733829,536,1,2,56,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.2,6.7,2025-02-28T19:17:29.878Z,2025-02-28T19:17:31Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545618917,140,43.8,5545618919,141,31.0,5545618921,212,23.9,5545618923,213,2.38,5545618915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733913,537,1,2,56,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.8,31.0,2025-02-28T19:17:31.846Z,2025-02-28T19:17:35Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545619369,213,1.51,5545619359,56,Back,5545619361,140,45.1,5545619363,141,65.7,5545619365,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781733939,538,1,2,56,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.5,66.0,2025-02-28T19:17:35.638Z,2025-02-28T19:17:37Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5545619551,141,44.5,5545619547,56,Back,5545619549,140,45.3,5545619555,213,4.70,5545619553,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781734037,539,1,2,56,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.3,44.5,2025-02-28T19:17:37.575Z,2025-02-28T19:17:42Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545620073,213,1.58,5545620069,141,68.2,5545620067,140,45.1,5545620065,56,Back,5545620071,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
