id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value,qualifier/16/value,qualifier/18/value
2799188327,552,5,2,51,47,anga7587r1zv4ey71ge9zxol3,0,8.4,-0.9,2025-04-11T18:10:03.553Z,2025-04-11T18:21:57Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641433795,347,,5641436261,233,390,5641433791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188849,391,1,2,52,13,36g6ifzjliec1jqnbtf7yesme,0,91.3,100.0,2025-04-11T18:10:29.946Z,2025-04-11T18:10:33Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5641436541,1,,5641436533,140,87.9,5641436531,56,Center,5641436537,212,25.9,5641436529,107,,5641436535,141,63.3,5641436539,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188871,554,12,2,52,17,anga7587r1zv4ey71ge9zxol3,1,7.7,35.0,2025-04-11T18:10:33.455Z,2025-04-11T18:10:45Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641436659,212,33.3,5641436661,213,6.24,5641436655,140,39.4,5641436657,141,33.1,5641436653,56,Back,5641436673,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799188977,392,1,2,52,20,36g6ifzjliec1jqnbtf7yesme,1,60.9,57.9,2025-04-11T18:10:37.010Z,2025-04-11T18:10:40Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5641437201,140,65.2,5641437207,212,23.0,5641437199,56,Center,5641437205,141,24.7,5641437209,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189021,393,1,2,52,23,36g6ifzjliec1jqnbtf7yesme,1,65.5,21.8,2025-04-11T18:10:40.066Z,2025-04-11T21:31:32Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5641437451,155,,5642354777,20,,5641437457,141,57.2,5641437455,140,84.2,5641437461,213,0.89,5641437459,212,31.1,5642354775,224,,5641437449,2,,5641437453,56,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189045,394,1,2,52,26,36g6ifzjliec1jqnbtf7yesme,0,84.2,57.2,2025-04-11T18:10:43.227Z,2025-04-11T18:10:43Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5641437591,212,5.1,5641437587,141,49.7,5641437573,56,Center,5641437581,140,83.6,5641437595,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189113,555,12,2,52,28,anga7587r1zv4ey71ge9zxol3,1,12.5,56.1,2025-04-11T18:10:45.263Z,2025-04-11T19:02:08Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641438001,212,40.9,5641437995,56,Center,5641437999,141,50.4,5641438003,213,6.19,5641437997,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189129,395,1,2,52,30,36g6ifzjliec1jqnbtf7yesme,0,45.4,47.9,2025-04-11T18:10:47.002Z,2025-04-11T18:10:48Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5641438093,213,5.66,5641438087,140,58.9,5641438091,212,17.4,5641438089,141,33.0,5641438085,56,Center,5641438083,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189157,556,1,2,52,32,anga7587r1zv4ey71ge9zxol3,0,39.4,61.8,2025-04-11T18:10:49.023Z,2025-04-11T18:10:49Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5641438231,212,18.7,5641438229,141,44.6,5641438225,56,Center,5641438227,140,53.3,5641438235,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189223,396,1,2,52,36,36g6ifzjliec1jqnbtf7yesme,0,43.9,54.8,2025-04-11T18:10:52.954Z,2025-04-11T18:10:53Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5641438517,212,50.4,5641438511,56,Center,5641438515,141,48.2,5641438519,213,6.19,5641438509,157,,5641438521,1,,5641438513,140,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189233,557,52,2,52,37,anga7587r1zv4ey71ge9zxol3,1,8.3,52.4,2025-04-11T18:10:54.255Z,2025-04-11T21:31:46Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5642355037,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189299,558,1,2,52,38,anga7587r1zv4ey71ge9zxol3,1,8.3,52.4,2025-04-11T18:10:54.366Z,2025-04-11T18:10:57Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5641438961,141,67.2,5641438959,140,20.9,5641438955,123,,5641438963,212,16.6,5641438957,56,Back,5641438965,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189417,559,1,2,52,41,anga7587r1zv4ey71ge9zxol3,1,24.3,66.6,2025-04-11T18:10:57.471Z,2025-04-11T18:11:02Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641439529,140,31.2,5641439521,56,Back,5641439543,212,13.5,5641439535,141,83.4,5641439547,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189549,560,1,2,52,46,anga7587r1zv4ey71ge9zxol3,1,40.0,71.4,2025-04-11T18:11:02.735Z,2025-04-11T18:11:10Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5641440205,212,26.2,5641440207,213,4.72,5641440201,140,40.2,5641440203,141,32.8,5641440199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189609,561,1,2,52,53,anga7587r1zv4ey71ge9zxol3,1,51.8,26.2,2025-04-11T18:11:09.967Z,2025-04-11T18:11:13Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5641440473,56,Back,5641440475,140,36.7,5641440481,213,2.46,5641440479,212,20.4,5641440477,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189701,562,1,2,52,56,anga7587r1zv4ey71ge9zxol3,1,39.9,44.5,2025-04-11T18:11:13.119Z,2025-04-11T18:11:17Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641441003,213,1.44,5641440997,140,42.1,5641441001,212,17.2,5641440995,56,Back,5641440999,141,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189749,563,1,2,53,1,anga7587r1zv4ey71ge9zxol3,1,43.5,65.9,2025-04-11T18:11:17.599Z,2025-04-11T18:11:19Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641441233,141,41.0,5641441235,212,17.1,5641441231,140,41.4,5641441229,56,Back,5641441237,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189783,564,1,2,53,3,anga7587r1zv4ey71ge9zxol3,1,42.1,40.7,2025-04-11T18:11:19.807Z,2025-04-11T18:11:22Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641441405,140,40.9,5641441409,212,13.3,5641441403,56,Back,5641441407,141,60.2,5641441411,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189843,565,1,2,53,6,anga7587r1zv4ey71ge9zxol3,1,40.7,60.9,2025-04-11T18:11:22.511Z,2025-04-11T18:11:24Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641441731,212,10.8,5641441729,141,75.9,5641441725,56,Back,5641441733,213,1.22,5641441727,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189863,566,1,2,53,8,anga7587r1zv4ey71ge9zxol3,1,44.0,76.2,2025-04-11T18:11:24.862Z,2025-04-11T18:11:25Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5641441833,141,69.9,5641441831,140,47.0,5641441829,56,Back,5641441837,213,5.35,5641441835,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189891,567,1,2,53,9,anga7587r1zv4ey71ge9zxol3,1,47.0,69.9,2025-04-11T18:11:25.582Z,2025-04-11T18:11:26Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5641441957,213,0.87,5641441951,140,54.5,5641441955,212,12.2,5641441949,56,Left,5641441953,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189973,568,1,2,53,10,anga7587r1zv4ey71ge9zxol3,1,54.7,83.6,2025-04-11T18:11:26.655Z,2025-04-11T18:11:30Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5641442397,212,8.1,5641442391,56,Left,5641442399,213,1.07,5641442395,141,94.1,5641442393,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189989,569,1,2,53,13,anga7587r1zv4ey71ge9zxol3,0,58.4,94.1,2025-04-11T18:11:30.095Z,2025-04-11T18:11:30Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5641442497,56,Left,5641442501,141,89.7,5641442505,213,5.05,5641442499,140,59.4,5641442503,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799189999,397,1,2,53,13,36g6ifzjliec1jqnbtf7yesme,1,33.7,21.3,2025-04-11T18:11:30.146Z,2025-04-11T18:11:31Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5641442557,141,24.1,5641442561,213,0.22,5641442555,140,41.9,5641442559,212,8.8,5641442553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190129,399,1,2,53,16,36g6ifzjliec1jqnbtf7yesme,1,47.1,31.9,2025-04-11T18:11:32.834Z,2025-04-11T18:11:38Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5641443221,213,0.73,5641443213,140,65.8,5641443217,212,26.4,5641443211,56,Center,5641443215,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190121,570,83,2,53,21,anga7587r1zv4ey71ge9zxol3,0,30.2,30.1,2025-04-11T18:11:37.695Z,2025-04-11T18:11:39Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5641443311,399,ejixz16616b7krftxyzv9yiac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190143,400,50,2,53,21,36g6ifzjliec1jqnbtf7yesme,1,77.6,63.6,2025-04-11T18:11:37.890Z,2025-04-11T18:11:43Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5641443415,233,571,5641443275,56,Center,5641443277,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190159,571,7,2,53,21,anga7587r1zv4ey71ge9zxol3,0,22.4,36.4,2025-04-11T18:11:37.891Z,2025-04-11T21:32:07Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5642355359,178,,5641443357,56,Back,5641443373,233,400,5641443359,285,,5642355357,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190149,401,61,2,53,22,36g6ifzjliec1jqnbtf7yesme,1,77.2,60.3,2025-04-11T18:11:38.642Z,2025-04-11T18:11:38Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5641443297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190345,402,1,2,53,29,36g6ifzjliec1jqnbtf7yesme,1,74.9,63.9,2025-04-11T18:11:45.385Z,2025-04-11T18:11:49Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5641444409,212,29.4,5641444405,140,69.2,5641444403,56,Center,5641444407,141,21.6,5641444411,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190427,403,1,2,53,33,36g6ifzjliec1jqnbtf7yesme,1,73.6,21.2,2025-04-11T18:11:49.817Z,2025-04-11T18:11:53Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5641444773,212,7.3,5641444775,213,6.06,5641444769,140,80.4,5641444771,141,18.8,5641444767,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190431,404,1,2,53,37,36g6ifzjliec1jqnbtf7yesme,1,72.5,20.0,2025-04-11T18:11:53.634Z,2025-04-11T18:11:54Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5641444799,141,32.4,5641444795,56,Center,5641444801,212,8.6,5641444797,140,73.9,5641444803,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190475,405,1,2,53,38,36g6ifzjliec1jqnbtf7yesme,1,73.9,32.4,2025-04-11T18:11:54.354Z,2025-04-11T18:11:56Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5641445001,56,Center,5641445007,212,7.5,5641445005,141,22.8,5641445009,213,4.19,5641445003,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190521,406,1,2,53,40,36g6ifzjliec1jqnbtf7yesme,1,70.3,22.8,2025-04-11T18:11:56.778Z,2025-04-11T18:11:59Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5641445253,140,79.4,5641445255,141,3.7,5641445259,213,5.35,5641445257,212,16.1,5641445251,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190585,407,1,2,53,42,36g6ifzjliec1jqnbtf7yesme,1,79.7,3.7,2025-04-11T18:11:59.249Z,2025-04-11T18:12:01Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5641445567,56,Center,5641445577,212,14.5,5641445573,141,24.6,5641445581,213,1.36,5641445569,140,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190623,408,3,2,53,45,36g6ifzjliec1jqnbtf7yesme,1,91.0,32.4,2025-04-11T18:12:01.530Z,2025-04-11T21:32:29Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5642355663,465,,5641445855,233,572,5641445759,56,Center,5641445761,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190613,572,45,2,53,45,anga7587r1zv4ey71ge9zxol3,0,9.0,67.6,2025-04-11T18:12:01.530Z,2025-04-11T19:00:09Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5641445713,285,,5641445875,233,408,5641445711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190651,409,1,2,53,47,36g6ifzjliec1jqnbtf7yesme,0,90.5,24.7,2025-04-11T18:12:03.395Z,2025-04-11T21:32:34Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5641445933,141,27.6,5641445937,213,1.04,5641445931,140,91.6,5641445935,212,2.3,5641446071,286,,5641446059,236,,5641446063,233,573,5641445929,56,Center,5641445925,2,5642355777,224,5642355779,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190661,573,12,2,53,47,anga7587r1zv4ey71ge9zxol3,1,5.2,71.3,2025-04-11T18:12:03.495Z,2025-04-11T18:12:06Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5641446101,233,409,5641445961,56,Back,5641445959,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190693,410,6,2,53,48,36g6ifzjliec1jqnbtf7yesme,1,97.3,28.2,2025-04-11T18:12:05.119Z,2025-04-11T18:24:53Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5641446233,75,,5641446229,56,Center,5641446281,233,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799190671,574,6,2,53,48,anga7587r1zv4ey71ge9zxol3,0,2.7,71.8,2025-04-11T18:12:05.119Z,2025-04-11T21:33:23Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5641446121,56,Back,5641446123,73,,5641446319,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191459,411,1,2,54,21,36g6ifzjliec1jqnbtf7yesme,1,99.5,0.5,2025-04-11T18:12:37.386Z,2025-04-11T21:33:25Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5641450351,141,96.6,5641452453,345,,5641450357,1,,5641450343,155,,5641450355,213,1.89,5641450347,56,Left,5641450341,6,,5641450345,224,,5641450349,140,5641450353,212,5642356623,20,5641450339,2,78.9,,,,,,,,,,,,68.8,,,,,,,,,,,,,,,,,,
2799191479,412,1,2,54,28,36g6ifzjliec1jqnbtf7yesme,1,78.9,96.6,2025-04-11T18:12:44.658Z,2025-04-11T21:33:42Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5641450457,140,96.6,5641450463,213,6.11,5641450461,212,18.9,5641450459,141,91.8,5641450455,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191551,413,1,2,54,31,36g6ifzjliec1jqnbtf7yesme,0,96.6,91.8,2025-04-11T18:12:47.721Z,2025-04-11T21:33:47Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5642356915,224,,5642356917,72,,5641450963,2,,5641450981,213,4.63,5641450971,140,94.7,5641450967,56,Center,5641450979,212,25.4,5641450975,141,54.5,5641450965,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191597,575,44,2,54,34,anga7587r1zv4ey71ge9zxol3,1,7.2,42.5,2025-04-11T18:12:50.398Z,2025-04-11T18:27:03Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641451239,56,Back,5641453281,233,414,5641451241,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191679,414,44,2,54,34,36g6ifzjliec1jqnbtf7yesme,0,92.8,57.5,2025-04-11T18:12:50.399Z,2025-04-11T18:27:03Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5641453305,233,575,5641451699,56,Center,5641451701,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191669,576,12,2,54,34,anga7587r1zv4ey71ge9zxol3,1,8.0,40.0,2025-04-11T18:12:50.998Z,2025-04-11T22:21:27Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641451671,212,1.1,5641451667,140,7.3,5641451669,141,38.8,5641451665,56,Back,5642427249,15,,5641451673,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191685,415,61,2,54,38,36g6ifzjliec1jqnbtf7yesme,1,93.4,56.1,2025-04-11T18:12:54.401Z,2025-04-11T18:54:57Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5641451727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191695,416,5,2,54,38,36g6ifzjliec1jqnbtf7yesme,0,100.7,59.4,2025-04-11T18:12:55.086Z,2025-04-11T18:21:58Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5641453033,233,577,5641451781,346,,5641451779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191925,577,5,2,54,38,anga7587r1zv4ey71ge9zxol3,1,-0.7,40.6,2025-04-11T18:12:55.086Z,2025-04-11T18:21:58Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641452961,346,,5641452959,56,Back,5641453013,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799191961,578,1,2,54,49,anga7587r1zv4ey71ge9zxol3,1,5.4,48.5,2025-04-11T18:13:05.742Z,2025-04-11T18:13:08Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5641453209,56,Back,5641453221,237,,5641453213,141,62.7,5641453257,189,,5641453207,124,,5641453215,212,18.7,5641453217,213,0.54,5641453211,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192023,579,1,2,54,53,anga7587r1zv4ey71ge9zxol3,1,31.4,61.2,2025-04-11T18:13:09.678Z,2025-04-11T18:13:11Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641453555,213,4.61,5641453553,212,12.0,5641453549,140,30.2,5641453551,141,43.6,5641453547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192089,580,1,2,54,55,anga7587r1zv4ey71ge9zxol3,1,30.4,43.3,2025-04-11T18:13:11.326Z,2025-04-11T18:13:14Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641453953,140,31.0,5641453957,212,13.1,5641453951,56,Back,5641453959,213,4.76,5641453955,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192195,581,1,2,54,58,anga7587r1zv4ey71ge9zxol3,1,32.2,29.2,2025-04-11T18:13:14.526Z,2025-04-11T18:13:20Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5641454573,212,24.4,5641454569,140,32.9,5641454575,213,1.54,5641454571,141,65.0,5641454567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192301,582,1,2,55,3,anga7587r1zv4ey71ge9zxol3,1,38.2,62.3,2025-04-11T18:13:20.270Z,2025-04-11T18:13:26Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641455137,212,23.8,5641455131,56,Back,5641455139,213,5.03,5641455135,141,29.0,5641455133,140,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192391,583,1,2,55,9,anga7587r1zv4ey71ge9zxol3,1,53.5,25.1,2025-04-11T18:13:25.934Z,2025-04-11T18:13:30Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5641455591,213,2.64,5641455577,56,Back,5641455581,140,38.8,5641455589,212,17.6,5641455585,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192469,584,1,2,55,13,anga7587r1zv4ey71ge9zxol3,1,45.9,44.6,2025-04-11T18:13:30.126Z,2025-04-11T18:13:33Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641456031,213,1.67,5641456023,141,68.4,5641456027,212,16.3,5641456019,140,44.4,5641456015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192497,585,1,2,55,17,anga7587r1zv4ey71ge9zxol3,0,48.6,66.8,2025-04-11T18:13:33.760Z,2025-04-11T18:13:35Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641456203,140,71.7,5641456215,213,0.07,5641456199,155,,5641456211,212,24.3,5641456207,141,69.2,5641456201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192529,417,12,2,55,19,36g6ifzjliec1jqnbtf7yesme,1,23.8,25.6,2025-04-11T18:13:36.170Z,2025-04-11T18:13:48Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5641456395,56,Back,5641456399,141,39.4,5641456403,212,13.2,5641456397,140,32.7,5641456407,213,0.79,5641457655,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192687,586,1,2,55,22,anga7587r1zv4ey71ge9zxol3,1,67.3,51.6,2025-04-11T18:13:39.214Z,2025-04-11T18:14:01Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,1.0,,5641457301,213,0.87,5641457297,141,69.8,5641459237,154,,5641457299,212,16.2,5641457295,140,77.3,5641459235,210,13,5641457293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192691,587,13,2,55,26,anga7587r1zv4ey71ge9zxol3,1,87.6,67.7,2025-04-11T18:13:42.959Z,2025-04-11T18:14:01Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5641459291,103,68.1,5641457329,56,Center,5641459305,231,51.1,5641457849,72,,5641457317,22,,5641459303,230,98.6,5641457323,64,,5641459283,55,586,5641459277,77,5641459279,29,5641459281,154,5641459287,102,,,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192729,418,5,2,55,27,36g6ifzjliec1jqnbtf7yesme,1,-0.6,47.0,2025-04-11T18:13:43.297Z,2025-04-11T18:21:58Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5641457589,346,,5641457587,56,Back,5641457881,233,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799192767,588,5,2,55,27,anga7587r1zv4ey71ge9zxol3,0,100.6,53.0,2025-04-11T18:13:43.297Z,2025-04-11T18:21:58Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5641457801,56,Center,5641457803,346,,5641457885,233,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
