id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/15/value
2793760511,637,1,2,51,38,77tfx9me4aaqhzv78bmgsy9bg,1,35.2,76.9,2025-03-30T15:10:57.010Z,2025-03-30T15:10:58Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611367543,56,Back,5611367559,213,3.60,5611367547,140,21.3,5611367555,212,16.3,5611367551,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760575,638,1,2,51,39,77tfx9me4aaqhzv78bmgsy9bg,1,21.2,64.8,2025-03-30T15:10:58.259Z,2025-03-30T15:11:00Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5611367957,140,29.6,5611367963,212,23.5,5611367959,141,32.8,5611367955,56,Back,5611367967,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760657,639,1,2,51,43,77tfx9me4aaqhzv78bmgsy9bg,1,34.0,30.1,2025-03-30T15:11:02.035Z,2025-03-30T15:11:04Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5611368383,212,12.3,5611368379,140,41.8,5611368385,213,5.44,5611368377,56,Back,5611368381,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760765,640,1,2,51,46,77tfx9me4aaqhzv78bmgsy9bg,1,52.0,10.0,2025-03-30T15:11:04.499Z,2025-03-30T15:11:09Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5611368925,212,10.1,5611368921,140,60.1,5611368923,141,1.9,5611368919,56,Right,5611368927,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760811,641,1,2,51,51,77tfx9me4aaqhzv78bmgsy9bg,1,67.1,8.5,2025-03-30T15:11:09.347Z,2025-03-30T15:11:11Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611369223,56,Right,5611369225,140,70.8,5611369229,212,6.1,5611369227,141,1.6,5611369231,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760877,642,1,2,51,53,77tfx9me4aaqhzv78bmgsy9bg,1,68.5,4.9,2025-03-30T15:11:11.780Z,2025-03-30T15:11:14Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5611369559,56,Center,5611369569,213,1.34,5611369565,212,12.2,5611369561,140,71.2,5611369563,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760909,643,1,2,51,55,77tfx9me4aaqhzv78bmgsy9bg,1,73.8,20.0,2025-03-30T15:11:14.259Z,2025-03-30T15:11:16Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5611369795,213,0.43,5611369787,140,79.4,5611369791,141,24.0,5611369783,56,Center,5611369793,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760925,644,61,2,51,56,77tfx9me4aaqhzv78bmgsy9bg,0,79.4,24.6,2025-03-30T15:11:14.387Z,2025-03-30T15:11:18Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611369869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760913,415,43,2,51,58,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-30T15:11:16.436Z,2025-03-30T15:11:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611370493,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760983,416,12,2,52,0,5rz9enoyknpg8ji78za5b82p0,1,15.1,82.6,2025-03-30T15:11:18.467Z,2025-03-30T15:11:20Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611370295,167,,5611370187,213,0.96,5611370185,212,15.8,5611370181,140,23.8,5611370183,141,100.0,5611370179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793760997,417,5,2,52,1,5rz9enoyknpg8ji78za5b82p0,0,23.4,101.4,2025-03-30T15:11:19.396Z,2025-03-30T15:30:24Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611370411,233,645,5611370261,347,,5611370259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761015,645,5,2,52,1,77tfx9me4aaqhzv78bmgsy9bg,1,76.6,-1.4,2025-03-30T15:11:19.396Z,2025-03-30T15:11:22Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611370379,233,417,5611370331,347,,5611370329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761215,646,1,2,52,10,77tfx9me4aaqhzv78bmgsy9bg,0,80.3,0.0,2025-03-30T15:11:29.156Z,2025-03-30T15:11:30Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611371385,107,,5611371389,140,96.3,5611371401,1,,5611371395,213,0.68,5611371387,56,Right,5611371391,141,19.1,5611371393,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761271,418,8,2,52,14,5rz9enoyknpg8ji78za5b82p0,1,5.6,85.0,2025-03-30T15:11:32.482Z,2025-03-30T20:23:19Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611371701,56,Back,5612786767,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761321,419,12,2,52,14,5rz9enoyknpg8ji78za5b82p0,1,5.6,85.0,2025-03-30T15:11:32.919Z,2025-03-30T16:08:22Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611371951,213,0.32,5611374391,167,,5611371947,141,100.0,5611371945,140,37.2,5611371949,212,35.0,5611371943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761325,420,5,2,52,15,5rz9enoyknpg8ji78za5b82p0,0,33.7,101.6,2025-03-30T15:11:33.636Z,2025-03-30T15:30:24Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611371959,56,Back,5611371961,347,,5611372067,233,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761335,647,5,2,52,15,77tfx9me4aaqhzv78bmgsy9bg,1,66.3,-1.6,2025-03-30T15:11:33.636Z,2025-03-30T15:11:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611372009,347,,5611372007,56,Right,5611372059,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761661,648,1,2,52,30,77tfx9me4aaqhzv78bmgsy9bg,1,71.5,0.0,2025-03-30T15:11:48.949Z,2025-03-30T15:13:01Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611373879,213,0.20,5611373867,140,90.2,5611373875,212,20.1,5611373871,141,4.1,5611373861,107,,5611373865,56,Right,5611374311,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761673,649,1,2,52,36,77tfx9me4aaqhzv78bmgsy9bg,0,81.9,2.8,2025-03-30T15:11:54.836Z,2025-03-30T15:11:55Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5611373949,212,4.0,5611373945,140,79.1,5611373947,141,6.8,5611373951,213,2.40,5611373943,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761681,421,8,2,52,37,5rz9enoyknpg8ji78za5b82p0,1,15.3,93.3,2025-03-30T15:11:55.481Z,2025-03-30T20:24:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5612788381,385,,5611373977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761707,422,5,2,52,38,5rz9enoyknpg8ji78za5b82p0,0,18.2,100.8,2025-03-30T15:11:56.693Z,2025-03-30T15:30:25Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5611374333,233,650,5611374105,56,Back,5611374107,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761731,650,5,2,52,38,77tfx9me4aaqhzv78bmgsy9bg,1,81.8,-0.8,2025-03-30T15:11:56.693Z,2025-03-30T15:30:25Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5611374245,347,,5611374243,56,Right,5611374329,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793761995,651,1,2,52,51,77tfx9me4aaqhzv78bmgsy9bg,1,77.5,0.0,2025-03-30T15:12:09.877Z,2025-03-30T15:12:13Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611375685,212,15.9,5611375681,140,91.6,5611375683,141,7.0,5611375679,56,Right,5611375677,107,,5611375687,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762021,652,1,2,52,54,77tfx9me4aaqhzv78bmgsy9bg,0,93.0,7.9,2025-03-30T15:12:12.286Z,2025-03-30T20:24:22Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611375823,212,16.1,5611375811,56,Center,5612789001,155,,5611375819,141,31.0,5611375829,213,1.35,5611375813,140,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762107,423,12,2,52,57,5rz9enoyknpg8ji78za5b82p0,1,6.8,64.2,2025-03-30T15:12:15.304Z,2025-03-30T15:14:07Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611376219,140,7.9,5611376223,212,7.6,5611376213,56,Back,5611376221,141,75.3,5611376225,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793764303,445,1,2,52,58,5rz9enoyknpg8ji78za5b82p0,1,8.5,70.3,2025-03-30T15:12:16.972Z,2025-03-30T20:24:29Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611388149,56,Back,5611388157,213,2.33,5611388153,141,79.1,5611388151,140,3.1,5611388155,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762225,424,12,2,52,59,5rz9enoyknpg8ji78za5b82p0,1,7.8,75.3,2025-03-30T15:12:17.351Z,2025-03-30T15:12:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611376815,213,6.21,5611376811,141,72.0,5611376809,140,37.8,5611376813,212,31.6,5611376807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762245,653,1,2,53,1,77tfx9me4aaqhzv78bmgsy9bg,1,57.4,8.6,2025-03-30T15:12:20.245Z,2025-03-30T15:13:50Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5611376901,140,63.8,5611376911,213,5.63,5611376903,141,1.1,5611376897,3,,5611376899,56,Right,5611376907,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763589,658,61,2,53,2,77tfx9me4aaqhzv78bmgsy9bg,0,62.5,1.6,2025-03-30T15:12:20.927Z,2025-03-30T15:13:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611384181,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762261,654,43,2,53,4,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-03-30T15:12:22.366Z,2025-03-30T15:12:26Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611377295,144,61,5611376983,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762255,425,5,2,53,4,5rz9enoyknpg8ji78za5b82p0,1,34.8,101.8,2025-03-30T15:12:22.507Z,2025-03-30T15:30:25Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611376947,347,,5611377031,233,655,5611376945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762275,655,5,2,53,4,77tfx9me4aaqhzv78bmgsy9bg,0,65.2,-1.8,2025-03-30T15:12:22.507Z,2025-03-30T15:30:26Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611377013,347,,5611377065,233,425,5611377011,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762703,426,1,2,53,24,5rz9enoyknpg8ji78za5b82p0,1,39.0,100.0,2025-03-30T15:12:42.668Z,2025-03-30T15:12:44Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5611379323,213,5.23,5611379315,56,Back,5611379319,141,94.7,5611379317,140,41.7,5611379321,212,5.7,5611379313,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762737,427,1,2,53,26,5rz9enoyknpg8ji78za5b82p0,1,40.0,94.1,2025-03-30T15:12:44.777Z,2025-03-30T15:12:46Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5611379501,56,Back,5611379511,213,3.19,5611379505,140,31.2,5611379509,212,9.2,5611379507,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762803,428,1,2,53,27,5rz9enoyknpg8ji78za5b82p0,1,27.4,91.5,2025-03-30T15:12:46.246Z,2025-03-30T15:12:50Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611379917,141,69.0,5611379913,140,7.9,5611379921,212,25.6,5611379923,213,3.78,5611379909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762885,429,1,2,53,31,5rz9enoyknpg8ji78za5b82p0,1,9.4,64.9,2025-03-30T15:12:49.949Z,2025-03-30T15:12:53Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5611380351,140,10.4,5611380347,56,Back,5611380359,212,19.5,5611380355,141,36.3,5611380363,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793762937,430,1,2,53,34,5rz9enoyknpg8ji78za5b82p0,1,11.2,36.6,2025-03-30T15:12:53.058Z,2025-03-30T15:12:55Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5611380615,140,3.0,5611380611,56,Back,5611380621,141,46.9,5611380625,212,11.1,5611380627,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763025,431,1,2,53,36,5rz9enoyknpg8ji78za5b82p0,1,3.2,49.3,2025-03-30T15:12:54.995Z,2025-03-30T15:13:00Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5611381137,213,1.21,5611381129,56,Back,5611381133,141,73.5,5611381131,140,9.2,5611381135,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763087,432,1,2,53,42,5rz9enoyknpg8ji78za5b82p0,1,13.5,75.6,2025-03-30T15:13:00.386Z,2025-03-30T15:13:03Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611381441,141,95.7,5611381445,213,0.96,5611381439,140,22.7,5611381443,212,16.7,5611381437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763169,433,1,2,53,44,5rz9enoyknpg8ji78za5b82p0,1,23.9,94.8,2025-03-30T15:13:02.933Z,2025-03-30T15:13:07Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611381887,212,12.8,5611381881,56,Back,5611381889,213,6.00,5611381885,141,89.6,5611381883,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763181,434,50,2,53,49,5rz9enoyknpg8ji78za5b82p0,1,57.0,95.5,2025-03-30T15:13:07.448Z,2025-03-30T16:07:20Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5611418593,233,656,5611381921,56,Left,5611381923,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763233,656,7,2,53,49,77tfx9me4aaqhzv78bmgsy9bg,1,43.0,4.5,2025-03-30T15:13:07.449Z,2025-03-30T20:25:10Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5612790945,389,,5611418535,233,434,5611382325,167,,5611382191,285,,5612790943,385,,5611382187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763291,435,5,2,53,50,5rz9enoyknpg8ji78za5b82p0,1,58.0,101.2,2025-03-30T15:13:08.319Z,2025-03-30T15:30:26Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5611382477,233,657,5611382451,347,,5611382449,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763273,657,5,2,53,50,77tfx9me4aaqhzv78bmgsy9bg,0,42.0,-1.2,2025-03-30T15:13:08.319Z,2025-03-30T15:30:26Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611382363,56,Back,5611382563,233,435,5611382365,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763485,436,1,2,54,2,5rz9enoyknpg8ji78za5b82p0,1,55.1,100.0,2025-03-30T15:13:20.275Z,2025-03-30T20:25:58Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5611383593,140,55.1,5611383587,107,,5611383603,212,6.3,5612792857,189,,5611383589,56,Left,5611383597,141,92.2,5611383607,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794017399,763,1,2,54,4,5rz9enoyknpg8ji78za5b82p0,1,60.2,88.5,2025-03-30T15:13:22.562Z,2025-03-30T20:26:03Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5612793257,189,,5612793263,141,93.9,5612793261,140,59.4,5612793265,212,3.8,5612793267,213,1.80,5612793259,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794017441,764,1,2,54,4,5rz9enoyknpg8ji78za5b82p0,1,57.4,94.2,2025-03-30T15:13:22.908Z,2025-03-30T20:26:12Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5612793463,141,93.1,5612793461,140,43.4,5612793465,212,14.7,5612793467,213,3.19,5612793579,189,,5612793459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763583,437,1,2,54,7,5rz9enoyknpg8ji78za5b82p0,1,41.7,88.9,2025-03-30T15:13:25.728Z,2025-03-30T15:13:29Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611384143,56,Back,5611384149,212,36.3,5611384145,140,36.7,5611384147,141,36.1,5611384151,213,4.57,5611384153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763633,438,1,2,54,11,5rz9enoyknpg8ji78za5b82p0,1,41.3,33.4,2025-03-30T15:13:29.728Z,2025-03-30T15:13:32Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5611384403,56,Back,5611384409,212,10.9,5611384411,213,1.86,5611384405,140,38.3,5611384407,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763673,439,1,2,54,13,5rz9enoyknpg8ji78za5b82p0,1,38.2,48.4,2025-03-30T15:13:32.244Z,2025-03-30T15:13:34Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611384671,212,18.3,5611384665,140,42.8,5611384677,213,1.30,5611384669,141,74.4,5611384661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763715,440,1,2,54,16,5rz9enoyknpg8ji78za5b82p0,1,42.6,74.7,2025-03-30T15:13:34.415Z,2025-03-30T15:13:36Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611384949,212,13.7,5611384945,140,55.6,5611384951,213,6.16,5611384943,56,Center,5611384947,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763797,441,1,2,54,18,5rz9enoyknpg8ji78za5b82p0,1,55.6,72.3,2025-03-30T15:13:36.353Z,2025-03-30T15:13:41Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5611385449,212,37.7,5611385439,56,Left,5611385443,140,90.9,5611385453,1,,5611385447,141,82.1,5611385451,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763859,442,1,2,54,22,5rz9enoyknpg8ji78za5b82p0,1,93.1,82.1,2025-03-30T15:13:40.946Z,2025-03-30T20:26:29Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,1.0,5611385823,56,Center,5612794247,224,,5611386533,154,,5611385819,2,,5611385825,140,89.5,5611385829,212,20.1,5611385821,155,,5611385827,141,53.1,5612794249,72,5611386529,210,13,5611385831,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763865,443,13,2,54,24,5rz9enoyknpg8ji78za5b82p0,1,90.6,52.3,2025-03-30T15:13:42.540Z,2025-03-30T20:26:40Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5611386629,103,11.1,5611386163,15,,5611386625,102,65.2,5611386611,73,,5611385855,22,,5611385859,17,,5611386619,55,442,5611386615,29,,5611386171,328,5611385863,56,Center,5611386617,154,,5611386631,230,98.9,5611386633,231,50.2,,,,,,,,,,,,,,,,,,,,,,,,,
2793763921,444,5,2,54,24,5rz9enoyknpg8ji78za5b82p0,0,101.4,57.8,2025-03-30T15:13:43.257Z,2025-03-30T15:30:27Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5611386123,346,,5611386469,233,659,5611386121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793763975,659,5,2,54,24,77tfx9me4aaqhzv78bmgsy9bg,1,-1.4,42.2,2025-03-30T15:13:43.257Z,2025-03-30T15:30:26Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611386417,346,,5611386415,56,Back,5611386453,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793764581,660,1,2,54,58,77tfx9me4aaqhzv78bmgsy9bg,1,5.3,59.6,2025-03-30T15:14:17.225Z,2025-03-30T15:14:18Z,9h6c9ue598hllcri39erjitqs,W. Lykke,,5611389605,56,Back,5611389611,212,3.7,5611389609,141,63.3,5611389613,213,0.74,5611389603,124,,5611389607,140,7.9,5611389617,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793764631,661,1,2,55,0,77tfx9me4aaqhzv78bmgsy9bg,1,8.0,54.8,2025-03-30T15:14:18.377Z,2025-03-30T20:27:27Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5611389855,140,37.2,5611389859,141,45.8,5611389867,213,6.09,5611389843,155,,5611389863,212,31.3,5611389849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793764641,662,61,2,55,1,77tfx9me4aaqhzv78bmgsy9bg,0,38.0,47.5,2025-03-30T15:14:20.185Z,2025-03-30T15:16:11Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5611389911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793766817,451,61,2,55,2,5rz9enoyknpg8ji78za5b82p0,1,64.2,44.6,2025-03-30T15:14:20.325Z,2025-03-30T15:16:16Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611401771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793764735,447,1,2,55,3,5rz9enoyknpg8ji78za5b82p0,1,67.5,41.6,2025-03-30T15:14:21.873Z,2025-03-30T15:14:24Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611390395,212,6.0,5611390391,140,68.7,5611390393,141,50.3,5611390389,56,Center,5611390397,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794019199,765,50,2,55,4,5rz9enoyknpg8ji78za5b82p0,1,71.6,57.2,2025-03-30T15:14:22.904Z,2025-03-30T21:33:52Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5612802731,56,Center,5612802733,286,,5612991097,233,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793764725,663,7,2,55,4,77tfx9me4aaqhzv78bmgsy9bg,0,28.4,42.8,2025-03-30T15:14:22.905Z,2025-03-30T21:33:51Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5612802181,56,Back,5612803129,178,,5612802183,285,,5612991089,233,765,5612803127,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793764757,448,61,2,55,5,5rz9enoyknpg8ji78za5b82p0,1,68.7,50.9,2025-03-30T15:14:23.982Z,2025-03-30T15:19:33Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,1.0,5611390487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
