id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2775959785,450,5,1,43,4,9qsmopgutr7ut5g6workk8w4i,1,-1.2,88.1,2025-02-14T18:46:44.809Z,2025-02-14T19:05:05Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5514084919,233,379,5514084243,346,,5514084241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775959895,451,1,1,43,14,9qsmopgutr7ut5g6workk8w4i,1,1.2,53.6,2025-02-14T18:46:55.450Z,2025-02-14T18:47:00Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5514084867,212,7.3,5514084869,213,4.98,5514084861,56,Back,5514084877,237,,5514084863,140,3.0,5514084865,141,43.3,5514084859,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775959929,452,1,1,43,19,9qsmopgutr7ut5g6workk8w4i,1,11.8,35.2,2025-02-14T18:46:59.906Z,2025-02-14T18:47:04Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514085061,212,43.6,5514085063,213,1.29,5514085065,1,,5514085059,141,96.9,5514085057,140,23.2,5514085055,56,Back,5514085053,196,,5514085051,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775959933,453,61,1,43,23,9qsmopgutr7ut5g6workk8w4i,0,23.3,96.8,2025-02-14T18:47:03.553Z,2025-02-14T18:47:08Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5514085081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775959959,380,5,1,43,24,cftj6g399tknheudaxsdpfdgb,1,73.2,-1.3,2025-02-14T18:47:04.824Z,2025-02-14T19:05:05Z,195o7hchielt14ic49r3k06sq,Serginho,,,5514085185,347,,5514085183,56,Right,5514085189,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775959937,454,5,1,43,24,9qsmopgutr7ut5g6workk8w4i,0,26.8,101.3,2025-02-14T18:47:04.824Z,2025-02-14T19:05:06Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5514085205,233,380,5514085103,347,,5514085101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960007,381,1,1,43,28,cftj6g399tknheudaxsdpfdgb,1,78.0,0.0,2025-02-14T18:47:08.792Z,2025-02-14T18:47:12Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5514085415,141,10.3,5514085411,56,Right,5514085413,140,79.8,5514085409,107,,5514085419,213,1.33,5514085417,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775959997,455,83,1,43,30,9qsmopgutr7ut5g6workk8w4i,0,24.3,75.2,2025-02-14T18:47:11.385Z,2025-02-14T18:47:14Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514085473,399,5m27f84vvraap8bmfujt1qiok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960013,382,1,1,43,31,cftj6g399tknheudaxsdpfdgb,1,79.6,21.3,2025-02-14T18:47:12.488Z,2025-02-14T18:47:13Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5514085445,213,4.95,5514085437,56,Right,5514085443,212,7.5,5514085439,140,81.3,5514085441,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960031,383,1,1,43,33,cftj6g399tknheudaxsdpfdgb,1,80.9,9.4,2025-02-14T18:47:13.592Z,2025-02-14T18:47:14Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5514085509,212,4.6,5514085507,141,16.1,5514085505,140,81.5,5514085511,213,1.43,5514085503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960051,456,4,1,43,37,9qsmopgutr7ut5g6workk8w4i,1,15.2,67.8,2025-02-14T18:47:18.057Z,2025-02-15T08:33:27Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514085659,152,,5514085667,285,,5514085745,233,384,5514085657,56,Back,5514085655,13,,5515264895,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960077,384,4,1,43,37,cftj6g399tknheudaxsdpfdgb,0,84.8,32.2,2025-02-14T18:47:18.058Z,2025-02-15T08:33:23Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5514085739,152,,5514085737,56,Center,5515264851,294,,5514085749,233,456,5514085743,286,,5514085735,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960145,385,43,1,43,48,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T18:47:28.937Z,2025-02-14T18:47:30Z,,,,,5514086085,144,79,5514086045,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960287,457,1,1,44,6,9qsmopgutr7ut5g6workk8w4i,1,23.4,68.1,2025-02-14T18:47:46.681Z,2025-02-14T18:47:48Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514086791,213,6.24,5514086779,152,,5514086785,140,29.8,5514086783,56,Back,5514086789,212,6.7,5514086787,141,67.7,5514086775,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960301,458,1,1,44,7,9qsmopgutr7ut5g6workk8w4i,1,29.8,67.7,2025-02-14T18:47:48.442Z,2025-02-14T18:47:49Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514086863,141,68.1,5514086861,140,20.3,5514086865,212,10.0,5514086859,56,Back,5514086867,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960341,459,1,1,44,8,9qsmopgutr7ut5g6workk8w4i,1,20.3,68.1,2025-02-14T18:47:49.473Z,2025-02-14T18:47:53Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514087099,140,20.7,5514087103,212,23.0,5514087101,141,34.3,5514087105,213,4.73,5514087097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960363,460,1,1,44,12,9qsmopgutr7ut5g6workk8w4i,1,25.2,28.9,2025-02-14T18:47:53.145Z,2025-02-14T18:47:56Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514087215,213,5.16,5514087213,212,18.5,5514087211,141,4.4,5514087209,140,32.9,5514087207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960367,461,1,1,44,14,9qsmopgutr7ut5g6workk8w4i,0,32.2,9.2,2025-02-14T18:47:55.433Z,2025-02-14T18:48:01Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514087239,212,4.5,5514087241,213,2.93,5514087237,141,10.6,5514087235,140,28.0,5514087233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960385,386,8,1,44,15,cftj6g399tknheudaxsdpfdgb,1,68.1,81.1,2025-02-14T18:47:56.391Z,2025-02-15T08:33:50Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5515265043,385,,5514087297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960389,387,5,1,44,16,cftj6g399tknheudaxsdpfdgb,0,69.2,101.8,2025-02-14T18:47:57.522Z,2025-02-14T19:05:07Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514087303,56,Left,5514087305,347,,5514087367,233,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960387,462,5,1,44,16,9qsmopgutr7ut5g6workk8w4i,1,30.8,-1.8,2025-02-14T18:47:57.522Z,2025-02-14T19:05:06Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514087301,347,,5514087337,233,387,5514087299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960475,463,1,1,44,32,9qsmopgutr7ut5g6workk8w4i,0,46.4,0.0,2025-02-14T18:48:12.569Z,2025-02-14T18:48:13Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514087757,140,66.4,5514087759,141,7.6,5514087753,107,,5514087765,1,,5514087761,212,21.9,5514087755,56,Right,5514087763,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960505,388,1,1,44,33,cftj6g399tknheudaxsdpfdgb,1,36.5,82.6,2025-02-14T18:48:14.087Z,2025-02-14T18:48:17Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514087937,213,0.74,5514087931,140,40.1,5514087933,141,87.7,5514087929,56,Back,5514087935,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960515,389,1,1,44,36,cftj6g399tknheudaxsdpfdgb,1,40.2,87.7,2025-02-14T18:48:17.112Z,2025-02-14T18:48:18Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514088011,141,81.8,5514088013,212,7.5,5514088015,213,5.72,5514088005,157,,5514088007,56,Back,5514088017,1,,5514088009,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960519,390,1,1,44,37,cftj6g399tknheudaxsdpfdgb,0,46.2,81.8,2025-02-14T18:48:17.568Z,2025-02-14T19:13:09Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514088041,141,80.0,5514088039,140,61.0,5514088043,212,15.6,5514088037,56,Left,5514088045,213,6.20,5514088035,168,,5514088033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960517,464,1,1,44,37,9qsmopgutr7ut5g6workk8w4i,0,34.3,15.7,2025-02-14T18:48:17.601Z,2025-02-14T19:13:06Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514088031,213,5.82,5514088029,212,4.0,5514088027,141,13.1,5514088025,140,37.7,5514088023,56,Back,5514088021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775962377,512,83,1,44,38,9qsmopgutr7ut5g6workk8w4i,0,32.7,11.3,2025-02-14T18:48:18.651Z,2025-02-15T08:34:51Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514097359,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775962267,511,83,1,44,38,9qsmopgutr7ut5g6workk8w4i,0,35.8,9.1,2025-02-14T18:48:18.751Z,2025-02-15T08:35:04Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514096781,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775962533,513,83,1,44,40,9qsmopgutr7ut5g6workk8w4i,0,30.7,11.0,2025-02-14T18:48:20.551Z,2025-02-14T18:53:16Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514098211,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960551,392,50,1,44,40,cftj6g399tknheudaxsdpfdgb,1,64.2,87.0,2025-02-14T18:48:21.153Z,2025-02-15T08:36:16Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514088165,56,Left,5514088295,233,466,5514088167,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960577,466,7,1,44,40,9qsmopgutr7ut5g6workk8w4i,1,35.8,13.0,2025-02-14T18:48:21.154Z,2025-02-15T08:36:32Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5515266477,178,,5514088289,233,392,5514088283,56,Back,5515266475,384,,5514088285,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776176925,988,61,1,44,41,9qsmopgutr7ut5g6workk8w4i,1,34.9,4.3,2025-02-14T18:48:22.072Z,2025-02-15T08:36:34Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5515266583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775962769,514,83,1,44,42,9qsmopgutr7ut5g6workk8w4i,0,31.0,7.6,2025-02-14T18:48:22.551Z,2025-02-14T18:53:42Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514099383,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960583,393,50,1,44,42,cftj6g399tknheudaxsdpfdgb,1,67.0,91.8,2025-02-14T18:48:23.550Z,2025-02-14T18:53:54Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514099837,233,515,5514088301,56,Left,5514088303,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775962883,515,7,1,44,43,9qsmopgutr7ut5g6workk8w4i,0,33.0,8.2,2025-02-14T18:48:23.551Z,2025-02-15T08:36:53Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5515267037,178,,5515267035,385,,5514099825,233,393,5514099821,56,Back,5514099823,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960563,465,43,1,44,44,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-14T18:48:24.729Z,2025-02-14T18:54:17Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514100921,144,83,5514088429,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960587,394,61,1,44,46,cftj6g399tknheudaxsdpfdgb,0,64.4,90.0,2025-02-14T18:48:26.631Z,2025-02-14T18:54:18Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514088323,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960643,468,50,1,44,50,9qsmopgutr7ut5g6workk8w4i,1,58.4,3.8,2025-02-14T18:48:30.807Z,2025-02-14T19:05:15Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514101399,233,395,5514101369,286,,5514088621,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960639,395,7,1,44,50,cftj6g399tknheudaxsdpfdgb,1,41.6,96.2,2025-02-14T18:48:30.808Z,2025-02-15T08:37:08Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514101383,233,468,5515267245,178,,5514088601,56,Back,5514088603,285,,5515267243,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775963275,421,43,1,44,51,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T18:48:31.551Z,2025-02-15T08:37:12Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5515267277,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960647,396,1,1,44,51,cftj6g399tknheudaxsdpfdgb,1,44.1,96.0,2025-02-14T18:48:31.799Z,2025-02-14T18:48:32Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514088651,213,3.82,5514088649,212,8.6,5514088647,141,88.0,5514088645,140,37.7,5514088643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960677,397,1,1,44,52,cftj6g399tknheudaxsdpfdgb,1,36.2,86.8,2025-02-14T18:48:32.568Z,2025-02-14T18:48:36Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514088785,212,29.8,5514088783,141,60.6,5514088781,140,13.4,5514088779,56,Back,5514088787,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960681,398,1,1,44,56,cftj6g399tknheudaxsdpfdgb,0,17.7,67.3,2025-02-14T18:48:36.679Z,2025-02-14T18:48:37Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5514088799,141,100.0,5514088805,1,,5514088797,140,65.0,5514088801,212,54.8,5514088803,213,0.44,5514088795,56,Left,5514088793,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960689,399,5,1,44,56,cftj6g399tknheudaxsdpfdgb,0,65.3,101.2,2025-02-14T18:48:37.399Z,2025-02-14T18:48:40Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5514088849,347,,5514088913,233,469,5514088847,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960699,469,5,1,44,56,9qsmopgutr7ut5g6workk8w4i,1,34.7,-1.2,2025-02-14T18:48:37.399Z,2025-02-14T19:05:07Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514088889,233,399,5514088871,56,Back,5514088873,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961009,400,70,1,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-02-14T18:48:40.610Z,2025-02-14T18:49:19Z,,,,,5514090227,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960755,470,1,1,45,0,9qsmopgutr7ut5g6workk8w4i,1,30.0,0.0,2025-02-14T18:48:40.921Z,2025-02-14T18:48:46Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514089151,213,2.57,5514089153,1,,5514089145,140,11.4,5514089141,107,,5514089143,56,Back,5514089149,212,23.2,5514089147,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960769,471,1,1,45,6,9qsmopgutr7ut5g6workk8w4i,1,13.8,32.2,2025-02-14T18:48:46.849Z,2025-02-14T18:48:50Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5514089229,141,53.1,5514089227,140,19.1,5514089231,212,15.3,5514089233,213,1.20,5514089225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960777,472,1,1,45,9,9qsmopgutr7ut5g6workk8w4i,1,19.1,53.1,2025-02-14T18:48:49.665Z,2025-02-14T18:48:50Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514089269,140,25.6,5514089275,213,5.44,5514089271,141,41.9,5514089267,56,Back,5514089273,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960859,473,1,1,45,10,9qsmopgutr7ut5g6workk8w4i,1,25.6,41.9,2025-02-14T18:48:50.721Z,2025-02-14T18:48:57Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514089653,141,27.8,5514089651,140,17.9,5514089649,56,Back,5514089655,212,12.5,5514089657,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960893,474,1,1,45,17,9qsmopgutr7ut5g6workk8w4i,1,18.3,32.3,2025-02-14T18:48:57.657Z,2025-02-14T18:49:01Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514089777,212,13.9,5514089779,213,2.44,5514089773,140,8.2,5514089771,56,Back,5514089775,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960925,475,1,1,45,21,9qsmopgutr7ut5g6workk8w4i,1,13.1,45.5,2025-02-14T18:49:01.841Z,2025-02-14T18:49:06Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5514089869,212,19.2,5514089871,213,4.86,5514089867,141,17.5,5514089865,140,15.8,5514089863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960943,476,1,1,45,25,9qsmopgutr7ut5g6workk8w4i,1,21.2,13.4,2025-02-14T18:49:05.873Z,2025-02-14T18:49:07Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514089949,140,30.2,5514089951,141,30.8,5514089953,212,15.1,5514089947,56,Back,5514089955,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775960973,477,1,1,45,27,9qsmopgutr7ut5g6workk8w4i,1,30.2,30.8,2025-02-14T18:49:07.601Z,2025-02-14T18:49:12Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514090075,213,1.21,5514090069,140,38.5,5514090073,212,24.7,5514090067,56,Back,5514090071,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961007,478,1,1,45,32,9qsmopgutr7ut5g6workk8w4i,1,39.3,68.0,2025-02-14T18:49:12.690Z,2025-02-14T18:49:16Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5514090215,56,Back,5514090223,213,3.34,5514090217,140,30.6,5514090221,212,9.3,5514090219,141,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961039,479,1,1,45,35,9qsmopgutr7ut5g6workk8w4i,1,37.2,65.4,2025-02-14T18:49:16.465Z,2025-02-14T18:49:22Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514090357,56,Back,5514090359,140,37.6,5514090365,213,4.78,5514090363,212,6.6,5514090361,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961093,480,1,1,45,41,9qsmopgutr7ut5g6workk8w4i,1,54.1,41.5,2025-02-14T18:49:21.905Z,2025-02-14T18:49:29Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514090553,140,58.9,5514090551,56,Right,5514090555,141,14.5,5514090557,212,19.0,5514090559,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961103,481,1,1,45,48,9qsmopgutr7ut5g6workk8w4i,1,60.7,11.8,2025-02-14T18:49:29.449Z,2025-02-14T18:49:33Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514090651,140,32.5,5514090653,141,31.6,5514090655,212,32.5,5514090649,56,Back,5514090657,213,2.71,5514090659,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961109,482,1,1,45,52,9qsmopgutr7ut5g6workk8w4i,1,32.5,31.6,2025-02-14T18:49:32.985Z,2025-02-14T18:49:34Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514090691,141,31.0,5514090693,212,17.9,5514090689,140,49.5,5514090687,56,Back,5514090695,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961141,483,1,1,45,54,9qsmopgutr7ut5g6workk8w4i,1,47.2,29.9,2025-02-14T18:49:34.729Z,2025-02-14T18:49:43Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514090855,212,16.8,5514090851,140,39.1,5514090849,56,Back,5514090853,141,8.6,5514090857,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961173,484,1,1,46,2,9qsmopgutr7ut5g6workk8w4i,1,29.1,38.5,2025-02-14T18:49:43.089Z,2025-02-14T18:49:49Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514091037,140,26.8,5514091043,213,1.74,5514091039,141,59.4,5514091041,212,14.4,5514091035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961193,485,1,1,46,9,9qsmopgutr7ut5g6workk8w4i,1,31.2,58.5,2025-02-14T18:49:49.553Z,2025-02-14T18:49:52Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514091177,213,4.93,5514091169,56,Back,5514091175,212,7.9,5514091171,140,32.8,5514091173,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961209,486,1,1,46,11,9qsmopgutr7ut5g6workk8w4i,1,32.5,43.4,2025-02-14T18:49:52.497Z,2025-02-14T18:49:55Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514091247,140,29.5,5514091249,141,32.2,5514091251,212,8.2,5514091253,213,4.32,5514091245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961217,487,1,1,46,15,9qsmopgutr7ut5g6workk8w4i,1,29.4,29.0,2025-02-14T18:49:55.657Z,2025-02-14T18:49:57Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514091303,141,21.4,5514091301,140,37.2,5514091305,212,9.7,5514091307,213,5.72,5514091299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961233,488,1,1,46,16,9qsmopgutr7ut5g6workk8w4i,1,37.2,21.4,2025-02-14T18:49:57.305Z,2025-02-14T18:50:00Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514091387,56,Back,5514091389,140,41.4,5514091399,213,5.11,5514091395,212,11.4,5514091391,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775961241,489,1,1,46,19,9qsmopgutr7ut5g6workk8w4i,0,39.6,13.9,2025-02-14T18:50:00.057Z,2025-02-14T18:50:01Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514091457,56,Right,5514091459,140,56.5,5514091465,213,0.15,5514091461,141,17.8,5514091463,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
