id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2783024669,489,1,2,53,8,aljua8crr0vkwit0j3m59jw9j,1,27.7,81.7,2025-03-02T14:12:17.103Z,2025-03-02T14:12:18Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552531439,56,Back,5552531445,212,13.0,5552531443,141,70.0,5552531447,213,5.63,5552531441,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783024705,490,1,2,53,9,aljua8crr0vkwit0j3m59jw9j,1,37.5,70.0,2025-03-02T14:12:18.047Z,2025-03-02T14:12:19Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552531645,56,Back,5552531685,156,,5552531647,140,29.9,5552531651,212,13.1,5552531653,213,4.05,5552531649,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783024813,491,1,2,53,11,aljua8crr0vkwit0j3m59jw9j,1,29.9,54.8,2025-03-02T14:12:20.047Z,2025-03-02T14:12:23Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5552532237,140,44.5,5552532241,212,35.4,5552532235,56,Back,5552532243,213,5.16,5552532245,1,,5552532239,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783024879,492,1,2,53,14,aljua8crr0vkwit0j3m59jw9j,1,50.1,10.1,2025-03-02T14:12:23.647Z,2025-03-02T14:12:25Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5552532565,56,Center,5552532573,213,0.73,5552532567,140,61.2,5552532569,141,25.3,5552532571,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783024923,493,1,2,53,16,aljua8crr0vkwit0j3m59jw9j,1,61.2,25.5,2025-03-02T14:12:25.823Z,2025-03-02T14:12:27Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552532777,56,Center,5552532785,213,0.49,5552532783,212,12.1,5552532779,140,71.4,5552532781,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783024955,494,1,2,53,18,aljua8crr0vkwit0j3m59jw9j,1,71.4,33.9,2025-03-02T14:12:27.647Z,2025-03-02T17:10:05Z,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,,,5552532945,213,2.09,5552532943,212,8.4,5552532939,140,67.4,5553551121,156,,5552532937,56,Center,5552532941,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783024969,495,1,2,53,19,aljua8crr0vkwit0j3m59jw9j,1,67.4,44.6,2025-03-02T14:12:28.367Z,2025-03-02T14:12:29Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552533025,141,38.5,5552533023,140,63.6,5552533027,212,5.8,5552533029,213,3.95,5552533021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025069,496,1,2,53,20,aljua8crr0vkwit0j3m59jw9j,1,63.6,38.3,2025-03-02T14:12:28.912Z,2025-03-02T14:12:32Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552533591,212,24.0,5552533589,141,73.6,5552533593,213,1.51,5552533587,140,64.9,5552533585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025085,497,1,2,53,23,aljua8crr0vkwit0j3m59jw9j,1,64.9,73.6,2025-03-02T14:12:32.544Z,2025-03-02T14:12:33Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552533683,213,0.94,5552533675,141,94.2,5552533663,56,Left,5552533679,212,17.3,5552533669,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025153,498,1,2,53,24,aljua8crr0vkwit0j3m59jw9j,1,74.6,94.4,2025-03-02T14:12:33.792Z,2025-03-02T14:12:37Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5552534077,212,13.8,5552534083,213,3.96,5552534063,56,Left,5552534065,140,65.6,5552534071,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025215,499,1,2,53,28,aljua8crr0vkwit0j3m59jw9j,1,65.2,77.9,2025-03-02T14:12:37.279Z,2025-03-02T14:12:39Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5552534365,213,4.39,5552534363,212,9.6,5552534359,141,64.5,5552534353,56,Center,5552534355,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025281,500,1,2,53,30,aljua8crr0vkwit0j3m59jw9j,1,63.2,63.3,2025-03-02T14:12:39.520Z,2025-03-02T14:12:42Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552534673,213,4.36,5552534667,140,55.7,5552534669,141,32.2,5552534671,212,22.6,5552534661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025323,501,1,2,53,33,aljua8crr0vkwit0j3m59jw9j,1,56.0,32.2,2025-03-02T14:12:42.400Z,2025-03-02T14:12:45Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5552534831,141,41.8,5552534829,140,62.2,5552534833,212,9.2,5552534835,213,0.79,5552534827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025337,502,1,2,53,36,aljua8crr0vkwit0j3m59jw9j,0,62.4,41.5,2025-03-02T14:12:44.944Z,2025-03-02T14:12:45Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552534889,140,70.7,5552534891,141,36.3,5552534893,212,9.4,5552534895,213,5.90,5552534887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027083,545,61,2,53,36,ahnt9ejgwj58ul8auzdvi3czf,1,25.0,59.7,2025-03-02T14:12:45.790Z,2025-03-02T17:10:51Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5552544003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025373,503,1,2,53,37,aljua8crr0vkwit0j3m59jw9j,0,69.1,49.3,2025-03-02T14:12:46.784Z,2025-03-02T14:13:16Z,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,,,5552539179,213,5.41,5552539175,141,45.6,5552535151,56,Center,5552539173,140,71.1,5552539177,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025387,530,61,2,53,39,ahnt9ejgwj58ul8auzdvi3czf,1,26.9,66.5,2025-03-02T14:12:47.961Z,2025-03-02T14:12:48Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5552535229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026785,544,1,2,53,39,ahnt9ejgwj58ul8auzdvi3czf,0,24.7,55.6,2025-03-02T14:12:48.129Z,2025-03-02T14:13:44Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552542363,141,52.8,5552542365,212,1.9,5552542367,213,4.88,5552542361,140,25.0,5552542359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025397,504,83,2,53,39,aljua8crr0vkwit0j3m59jw9j,0,68.6,46.1,2025-03-02T14:12:48.854Z,2025-03-02T14:12:51Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552535541,399,bplpqy3ierwlm12d1f3prue7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025533,533,1,2,53,42,ahnt9ejgwj58ul8auzdvi3czf,1,31.6,55.6,2025-03-02T14:12:51.737Z,2025-03-02T14:12:56Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552536049,213,0.42,5552536041,56,Back,5552536043,140,38.0,5552536045,141,60.0,5552536047,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025549,534,4,2,53,43,ahnt9ejgwj58ul8auzdvi3czf,1,39.2,63.8,2025-03-02T14:12:52.832Z,2025-03-02T17:11:14Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5552536171,152,,5552536235,233,505,5553556083,294,,5552536169,56,Back,5552536167,13,,5552536175,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025477,505,4,2,53,43,aljua8crr0vkwit0j3m59jw9j,0,60.8,36.2,2025-03-02T14:12:52.833Z,2025-03-02T17:11:12Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5552535775,13,,5552535779,152,,5552535783,285,,5552535777,56,Center,5552536299,233,534,5553555901,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025803,535,1,2,53,54,ahnt9ejgwj58ul8auzdvi3czf,1,28.3,68.3,2025-03-02T14:13:03.512Z,2025-03-02T14:13:05Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5552537419,213,3.77,5552537407,5,,5552537411,56,Back,5552537413,140,10.1,5552537415,141,47.8,5552537417,212,23.7,5552537409,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025859,536,1,2,53,56,ahnt9ejgwj58ul8auzdvi3czf,1,10.1,46.8,2025-03-02T14:13:05.225Z,2025-03-02T14:13:07Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5552537689,140,21.7,5552537691,141,35.8,5552537687,56,Back,5552537693,212,14.3,5552537695,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025887,537,1,2,53,58,ahnt9ejgwj58ul8auzdvi3czf,1,23.2,32.0,2025-03-02T14:13:07.416Z,2025-03-02T14:13:08Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5552537849,212,14.6,5552537845,140,9.6,5552537843,56,Back,5552537851,213,2.92,5552537847,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783025953,538,1,2,53,59,ahnt9ejgwj58ul8auzdvi3czf,1,9.0,37.0,2025-03-02T14:13:08.073Z,2025-03-02T14:13:09Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5552538149,212,21.1,5552538151,213,5.21,5552538147,141,9.7,5552538145,140,18.6,5552538143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026099,539,1,2,54,0,ahnt9ejgwj58ul8auzdvi3czf,1,18.9,9.6,2025-03-02T14:13:09.833Z,2025-03-02T14:13:14Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552538951,140,23.1,5552538957,213,1.35,5552538955,212,19.7,5552538953,141,37.9,5552538949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026171,540,1,2,54,5,ahnt9ejgwj58ul8auzdvi3czf,1,20.7,33.8,2025-03-02T14:13:14.377Z,2025-03-02T14:13:17Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552539251,140,27.2,5552539253,141,10.9,5552539249,56,Back,5552539255,212,17.0,5552539257,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026273,541,1,2,54,8,ahnt9ejgwj58ul8auzdvi3czf,1,26.9,8.1,2025-03-02T14:13:17.657Z,2025-03-02T14:13:21Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552539817,141,31.7,5552539821,213,1.28,5552539815,140,31.4,5552539811,56,Back,5552539819,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026383,542,1,2,54,12,ahnt9ejgwj58ul8auzdvi3czf,1,34.2,45.0,2025-03-02T14:13:21.210Z,2025-03-02T14:13:24Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5552540315,140,59.9,5552540313,56,Center,5552540317,141,64.4,5552540319,212,30.0,5552540325,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026413,543,1,2,54,15,ahnt9ejgwj58ul8auzdvi3czf,0,59.9,64.4,2025-03-02T14:13:24.761Z,2025-03-02T14:13:25Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5552540513,141,68.9,5552540515,212,31.3,5552540509,56,Center,5552540511,140,89.6,5552540517,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026511,506,52,2,54,19,aljua8crr0vkwit0j3m59jw9j,1,8.8,27.3,2025-03-02T14:13:28.609Z,2025-03-02T17:11:37Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5553557941,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026879,507,1,2,54,34,aljua8crr0vkwit0j3m59jw9j,1,7.1,31.0,2025-03-02T14:13:43.554Z,2025-03-02T14:13:48Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5552542893,140,23.7,5552542895,141,21.8,5552542897,212,18.5,5552542899,213,5.94,5552543315,189,,5552542889,123,,5552542891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026891,508,1,2,54,35,aljua8crr0vkwit0j3m59jw9j,1,23.7,21.8,2025-03-02T14:13:44.642Z,2025-03-02T14:13:45Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5552542967,56,Back,5552542971,140,37.2,5552542977,212,19.1,5552542979,213,5.55,5552542975,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783026943,509,1,2,54,36,aljua8crr0vkwit0j3m59jw9j,1,37.2,2.9,2025-03-02T14:13:45.650Z,2025-03-02T14:13:48Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5552543243,56,Back,5552543245,140,29.5,5552543251,213,2.23,5552543247,141,18.3,5552543249,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027053,510,1,2,54,40,aljua8crr0vkwit0j3m59jw9j,1,29.5,18.3,2025-03-02T14:13:49.378Z,2025-03-02T14:13:53Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5552543861,140,24.4,5552543867,212,18.1,5552543859,56,Back,5552543865,141,43.7,5552543873,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027143,511,1,2,54,44,aljua8crr0vkwit0j3m59jw9j,1,24.5,44.3,2025-03-02T14:13:53.460Z,2025-03-02T14:13:56Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5552544331,212,16.1,5552544323,140,23.9,5552544319,56,Back,5552544327,141,20.7,5552544333,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027159,512,1,2,54,47,aljua8crr0vkwit0j3m59jw9j,0,31.5,23.7,2025-03-02T14:13:56.835Z,2025-03-02T14:14:02Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5552544395,155,,5552544991,286,,5552544403,141,27.3,5552544405,212,4.0,5552544407,213,0.66,5552544399,56,Back,5552544985,236,,5552544401,140,34.5,5552544987,233,546,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027269,546,74,2,54,47,ahnt9ejgwj58ul8auzdvi3czf,1,72.8,70.2,2025-03-02T14:13:56.836Z,2025-03-02T14:59:57Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5552544927,285,,5552544925,56,Center,5552545049,233,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027393,513,1,2,54,53,aljua8crr0vkwit0j3m59jw9j,1,20.0,82.3,2025-03-02T14:14:02.210Z,2025-03-02T14:14:06Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552545543,56,Back,5552545545,140,8.5,5552545547,141,53.7,5552545551,213,4.16,5552545549,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027337,547,43,2,54,54,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-02T14:14:03.402Z,2025-03-02T15:03:14Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5552545239,56,Center,5552545245,212,27.8,5552545243,141,32.3,5552851073,144,1,5552545247,213,5.10,5552545237,155,0,5552545241,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027501,514,1,2,54,57,aljua8crr0vkwit0j3m59jw9j,1,7.4,49.9,2025-03-02T14:14:06.563Z,2025-03-02T14:14:11Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5552546103,212,50.7,5552546105,213,5.99,5552546107,1,,5552546099,140,53.6,5552546097,56,Center,5552546095,157,,5552546101,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027527,515,1,2,55,2,aljua8crr0vkwit0j3m59jw9j,1,53.6,28.3,2025-03-02T14:14:11.235Z,2025-03-02T14:14:12Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5552546217,141,30.9,5552546209,3,,5552546215,140,62.7,5552546213,56,Center,5552546221,213,0.18,5552546211,168,,5552546219,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027531,516,1,2,55,3,aljua8crr0vkwit0j3m59jw9j,0,63.5,27.8,2025-03-02T14:14:12.322Z,2025-03-02T17:12:23Z,9ki0zmbky1zluxnz63008ozmy,M. Hoppe,,,5552546243,56,Center,5553561607,140,67.4,5553561613,213,0.98,5553561611,212,7.4,5553561605,3,,5553561609,141,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027771,549,1,2,55,7,ahnt9ejgwj58ul8auzdvi3czf,1,29.1,48.4,2025-03-02T14:14:15.915Z,2025-03-02T14:14:22Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5552547397,56,Back,5552547401,141,37.4,5552547405,213,5.69,5552547403,212,13.3,5552547399,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027845,550,1,2,55,13,ahnt9ejgwj58ul8auzdvi3czf,1,52.0,30.5,2025-03-02T14:14:22.027Z,2025-03-02T14:14:24Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5552547751,140,59.9,5552547749,56,Center,5552547755,212,21.5,5552547753,141,59.7,5552547757,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027911,551,2,2,55,15,ahnt9ejgwj58ul8auzdvi3czf,1,63.4,60.9,2025-03-02T14:14:24.683Z,2025-03-02T14:14:53Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5552550491,56,Left,5552548137,140,77.9,5552550489,7,2513579m13glsous1p82fbjzd,5552548141,141,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783027947,552,43,2,55,20,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-02T14:14:29.372Z,2025-03-02T14:14:42Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5552548321,56,Center,5552549987,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783028683,518,1,2,55,50,aljua8crr0vkwit0j3m59jw9j,1,20.3,32.7,2025-03-02T14:14:59.572Z,2025-03-02T14:15:04Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5552552447,140,19.5,5552552451,212,17.9,5552552445,56,Back,5552552443,241,,5552552439,5,,5552552453,213,1.62,5552552449,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783028775,519,1,2,55,56,aljua8crr0vkwit0j3m59jw9j,1,21.6,60.0,2025-03-02T14:15:05.604Z,2025-03-02T14:15:07Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5552552981,213,1.29,5552552979,212,16.9,5552552975,141,83.9,5552552973,140,26.0,5552552971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783028811,520,1,2,55,58,aljua8crr0vkwit0j3m59jw9j,1,26.0,83.9,2025-03-02T14:15:07.300Z,2025-03-02T14:15:08Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552553159,140,34.6,5552553161,141,95.1,5552553157,56,Back,5552553165,213,0.70,5552553163,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783028819,521,1,2,55,59,aljua8crr0vkwit0j3m59jw9j,0,34.6,94.5,2025-03-02T14:15:08.341Z,2025-03-02T14:15:08Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5552553193,141,64.5,5552553195,212,29.3,5552553187,155,,5552553191,140,54.6,5552553189,56,Center,5552553197,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783028901,553,1,2,56,2,ahnt9ejgwj58ul8auzdvi3czf,0,38.4,38.2,2025-03-02T14:15:11.356Z,2025-03-02T14:15:11Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552553643,213,1.47,5552553639,141,45.9,5552553635,56,Back,5552553633,3,,5552553637,140,38.9,5552553641,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783028967,522,1,2,56,4,aljua8crr0vkwit0j3m59jw9j,1,63.1,58.2,2025-03-02T14:15:13.380Z,2025-03-02T14:15:14Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5552553997,213,2.76,5552553985,56,Center,5552553987,140,52.3,5552553993,212,12.2,5552553989,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029011,523,1,2,56,5,aljua8crr0vkwit0j3m59jw9j,1,52.2,64.8,2025-03-02T14:15:14.645Z,2025-03-02T14:15:17Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5552554281,140,61.3,5552554279,56,Left,5552554287,213,1.09,5552554285,212,20.8,5552554283,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029021,524,3,2,56,8,aljua8crr0vkwit0j3m59jw9j,0,60.2,88.0,2025-03-02T14:15:17.333Z,2025-03-02T17:13:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552554567,233,554,5552554325,56,Left,5553566445,464,,5552554327,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029049,554,7,2,56,8,ahnt9ejgwj58ul8auzdvi3czf,0,39.8,12.0,2025-03-02T14:15:17.334Z,2025-03-02T17:13:34Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5553566873,178,,5552554459,285,,5552554477,233,524,5552554457,56,Back,5553566871,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029097,525,12,2,56,11,aljua8crr0vkwit0j3m59jw9j,1,53.4,95.0,2025-03-02T14:15:20.070Z,2025-03-02T17:13:53Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5552554837,213,0.29,5552554831,141,100.0,5552554825,56,Left,5552554833,212,16.4,5553568223,167,,5552554827,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029107,526,5,2,56,11,aljua8crr0vkwit0j3m59jw9j,0,64.6,101.8,2025-03-02T14:15:20.435Z,2025-03-02T14:15:27Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5552555267,233,555,5552554887,347,,5552554885,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029137,555,5,2,56,11,ahnt9ejgwj58ul8auzdvi3czf,1,35.4,-1.8,2025-03-02T14:15:20.435Z,2025-03-02T15:09:54Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5552555209,233,526,5552555047,56,Back,5552555051,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029585,556,1,2,56,31,ahnt9ejgwj58ul8auzdvi3czf,1,34.5,0.0,2025-03-02T14:15:39.989Z,2025-03-02T14:17:02Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552557307,56,Back,5552557311,141,6.6,5552557305,107,,5552557313,212,12.4,5552557315,213,0.41,5552557309,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029605,557,1,2,56,32,ahnt9ejgwj58ul8auzdvi3czf,1,45.3,6.6,2025-03-02T14:15:40.925Z,2025-03-02T14:17:02Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5552557397,141,6.3,5552557401,213,3.17,5552557393,56,Back,5552557399,212,7.5,5552557395,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029617,558,1,2,56,33,ahnt9ejgwj58ul8auzdvi3czf,0,34.7,8.2,2025-03-02T14:15:42.629Z,2025-03-02T14:16:58Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552557459,213,0.39,5552557581,286,,5552557451,56,Back,5552557453,140,36.9,5552557455,141,9.6,5552557575,236,,5552557457,212,2.5,5552557577,233,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029629,527,74,2,56,33,aljua8crr0vkwit0j3m59jw9j,1,64.6,91.2,2025-03-02T14:15:42.630Z,2025-03-02T14:59:57Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552557517,285,,5552557629,233,558,5552557515,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029763,529,61,2,56,35,aljua8crr0vkwit0j3m59jw9j,1,65.9,92.6,2025-03-02T14:15:44.751Z,2025-03-02T14:15:54Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5552558279,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783029661,528,5,2,56,36,aljua8crr0vkwit0j3m59jw9j,0,70.3,101.4,2025-03-02T14:15:45.030Z,2025-03-02T15:09:54Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552557695,56,Left,5552557699,347,,5552559487,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783030003,559,5,2,56,36,ahnt9ejgwj58ul8auzdvi3czf,1,29.7,-1.4,2025-03-02T14:15:45.030Z,2025-03-02T15:09:54Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552559403,347,,5552559429,233,528,5552559401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
