id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2789437429,528,1,2,50,52,9qsmopgutr7ut5g6workk8w4i,0,58.7,15.0,2025-03-16T17:10:54.154Z,2025-03-16T17:10:54Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587685197,212,11.4,5587685195,141,0.0,5587685193,140,62.9,5587685199,213,5.11,5587685191,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789437441,529,5,2,50,52,9qsmopgutr7ut5g6workk8w4i,0,65.7,-0.7,2025-03-16T17:10:54.420Z,2025-03-16T18:07:56Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587685233,347,,5587687477,233,546,5587685231,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789437839,546,5,2,50,52,ahnt9ejgwj58ul8auzdvi3czf,1,34.3,100.7,2025-03-16T17:10:54.420Z,2025-03-16T18:07:56Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5587687383,56,Back,5587687387,347,,5587687421,233,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789437881,547,1,2,51,9,ahnt9ejgwj58ul8auzdvi3czf,1,31.1,100.0,2025-03-16T17:11:10.772Z,2025-03-16T17:11:12Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587687593,141,82.9,5587687585,107,,5587687591,140,42.3,5587687589,56,Back,5587687595,212,16.9,5587687597,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789437915,548,1,2,51,10,ahnt9ejgwj58ul8auzdvi3czf,0,42.3,82.9,2025-03-16T17:11:12.355Z,2025-03-16T17:29:22Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5587687759,141,96.3,5587687763,213,2.23,5587687761,212,11.5,5587687755,56,Back,5587687757,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789437925,549,43,2,51,11,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-16T17:11:13.308Z,2025-03-16T17:29:23Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587687817,212,12.4,5587687815,141,86.3,5587823903,144,1,5587687813,140,25.7,5587687819,213,3.72,5587687811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789462251,714,8,2,51,12,9qsmopgutr7ut5g6workk8w4i,1,61.0,3.4,2025-03-16T17:11:14.370Z,2025-03-16T21:12:08Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587820795,56,Right,5588878649,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438111,531,1,2,51,16,9qsmopgutr7ut5g6workk8w4i,1,67.1,10.0,2025-03-16T17:11:18.289Z,2025-03-16T17:11:19Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5587688729,140,58.4,5587688727,56,Center,5587688731,141,34.0,5587688733,212,18.7,5587688735,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438149,532,1,2,51,18,9qsmopgutr7ut5g6workk8w4i,1,58.6,34.2,2025-03-16T17:11:19.505Z,2025-03-16T17:11:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5587688989,141,53.7,5587688993,213,0.74,5587688987,140,72.5,5587688985,56,Center,5587688991,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438295,533,1,2,51,21,9qsmopgutr7ut5g6workk8w4i,1,77.0,73.3,2025-03-16T17:11:23.129Z,2025-03-16T17:11:27Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5587689811,141,89.4,5587689819,213,1.64,5587689805,56,Left,5587689815,212,11.0,5587689807,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438369,534,1,2,51,25,9qsmopgutr7ut5g6workk8w4i,1,87.7,90.3,2025-03-16T17:11:27.057Z,2025-03-16T17:11:28Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5587690135,140,74.5,5587690141,212,13.9,5587690139,141,89.0,5587690131,56,Left,5587690143,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438431,535,1,2,51,27,9qsmopgutr7ut5g6workk8w4i,1,74.5,89.0,2025-03-16T17:11:28.681Z,2025-03-16T17:11:31Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5587690483,56,Center,5587690489,212,9.4,5587690491,213,4.94,5587690487,141,75.6,5587690485,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438613,536,1,2,51,29,9qsmopgutr7ut5g6workk8w4i,1,75.9,76.0,2025-03-16T17:11:30.721Z,2025-03-16T17:11:38Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5587691569,213,0.93,5587691561,56,Left,5587691563,140,83.1,5587691567,212,12.6,5587691565,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789653251,1002,83,2,51,33,ahnt9ejgwj58ul8auzdvi3czf,1,20.5,6.9,2025-03-16T17:11:35.334Z,2025-03-16T21:13:03Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5588882033,399,1gr0k94d0nh7msa32f6728aok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438883,539,3,2,51,35,9qsmopgutr7ut5g6workk8w4i,1,88.3,92.0,2025-03-16T17:11:37.073Z,2025-03-16T21:12:47Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5587698047,233,550,5588881097,465,,5587692889,56,Left,5587692891,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438623,550,45,2,51,35,ahnt9ejgwj58ul8auzdvi3czf,0,11.7,8.0,2025-03-16T17:11:37.073Z,2025-03-16T17:12:21Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5587691615,285,,5587697889,233,539,5587691613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438689,537,3,2,51,36,9qsmopgutr7ut5g6workk8w4i,1,87.6,92.0,2025-03-16T17:11:38.106Z,2025-03-16T21:12:48Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5588881165,465,,5587691895,286,,5587697997,233,551,5587691891,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438721,551,45,2,51,36,ahnt9ejgwj58ul8auzdvi3czf,0,12.4,8.0,2025-03-16T17:11:38.106Z,2025-03-16T17:12:22Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5587692039,285,,5587692037,56,Back,5587693027,233,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438751,538,1,2,51,39,9qsmopgutr7ut5g6workk8w4i,0,86.9,86.9,2025-03-16T17:11:40.457Z,2025-03-16T21:13:17Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5587692161,56,Center,5588882961,223,,5587692151,2,,5588882963,20,,5587692157,155,,5587692169,212,25.5,5587692171,213,4.97,5587692167,141,50.6,5587692165,140,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2789438857,552,12,2,51,40,ahnt9ejgwj58ul8auzdvi3czf,1,8.3,49.9,2025-03-16T17:11:42.452Z,2025-03-16T17:11:45Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5587692747,212,32.9,5587692745,141,81.5,5587692743,140,32.0,5587692741,56,Back,5587692749,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439045,540,1,2,51,45,9qsmopgutr7ut5g6workk8w4i,1,76.2,5.2,2025-03-16T17:11:46.759Z,2025-03-16T21:14:10Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5587693655,212,9.3,5587693657,213,2.86,5587693653,141,9.0,5587693651,140,67.7,5587693649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439085,541,1,2,51,47,9qsmopgutr7ut5g6workk8w4i,1,66.7,5.8,2025-03-16T17:11:49.209Z,2025-03-16T21:14:04Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587693831,141,23.3,5587693827,56,Center,5587693839,213,1.28,5587693835,212,12.4,5587693829,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439229,542,1,2,51,51,9qsmopgutr7ut5g6workk8w4i,1,65.0,16.5,2025-03-16T17:11:53.249Z,2025-03-16T17:11:58Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587694611,141,5.5,5587694613,212,8.5,5587694609,140,61.1,5587694607,56,Right,5587694615,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439241,543,61,2,51,55,9qsmopgutr7ut5g6workk8w4i,1,73.6,4.3,2025-03-16T17:11:57.367Z,2025-03-16T21:14:33Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587694671,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439305,544,1,2,51,56,9qsmopgutr7ut5g6workk8w4i,1,78.1,9.8,2025-03-16T17:11:58.313Z,2025-03-16T21:14:34Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587694967,56,Right,5587694979,212,13.3,5587694971,140,90.8,5587694975,141,10.0,5587694981,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439419,545,1,2,51,59,9qsmopgutr7ut5g6workk8w4i,1,92.3,9.8,2025-03-16T17:12:00.793Z,2025-03-16T21:15:33Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587695641,141,98.4,5587695645,213,1.69,5587695635,155,,5588892133,345,,5587695639,140,85.7,5588888885,20,,5588888883,224,,5587695643,212,60.6,5587695633,2,5587695647,1,,5587695637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439435,546,1,2,52,4,9qsmopgutr7ut5g6workk8w4i,1,85.7,98.4,2025-03-16T17:12:06.193Z,2025-03-16T17:12:07Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5587695719,141,91.4,5587695723,213,3.60,5587695721,212,10.8,5587695715,56,Left,5587695717,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439461,547,1,2,52,5,9qsmopgutr7ut5g6workk8w4i,1,76.5,91.4,2025-03-16T17:12:07.121Z,2025-03-16T17:12:08Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5587695851,141,95.1,5587695857,212,9.6,5587695861,213,0.27,5587695845,56,Left,5587695847,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439479,548,1,2,52,6,9qsmopgutr7ut5g6workk8w4i,0,85.3,95.1,2025-03-16T17:12:08.001Z,2025-03-16T17:12:08Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5587695965,141,83.6,5587695973,213,3.97,5587695969,212,10.7,5587695961,56,Left,5587695963,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439537,553,61,2,52,9,ahnt9ejgwj58ul8auzdvi3czf,0,22.0,16.7,2025-03-16T17:12:10.964Z,2025-03-16T17:12:11Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5587696335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439691,549,1,2,52,10,9qsmopgutr7ut5g6workk8w4i,1,54.1,87.7,2025-03-16T17:12:12.137Z,2025-03-16T21:16:01Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5587697129,213,3.92,5587697133,1,,5587697125,212,37.8,5587697121,140,28.5,5587697119,56,Back,5587697123,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439769,550,1,2,52,14,9qsmopgutr7ut5g6workk8w4i,1,28.7,51.2,2025-03-16T17:12:15.560Z,2025-03-16T17:12:18Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5587697541,56,Back,5587697543,140,37.3,5587697547,212,9.1,5587697545,141,49.6,5587697549,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439813,551,1,2,52,17,9qsmopgutr7ut5g6workk8w4i,1,31.7,49.7,2025-03-16T17:12:18.793Z,2025-03-16T17:12:20Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587697791,213,1.27,5587697785,140,33.6,5587697787,141,59.1,5587697783,56,Back,5587697789,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789439989,552,1,2,52,19,9qsmopgutr7ut5g6workk8w4i,1,32.3,54.0,2025-03-16T17:12:20.664Z,2025-03-16T21:16:08Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5587698775,141,57.5,5587698777,212,13.4,5587698779,213,2.96,5587698771,56,Back,5587698773,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440023,553,1,2,52,24,9qsmopgutr7ut5g6workk8w4i,1,21.9,50.9,2025-03-16T17:12:25.633Z,2025-03-16T21:16:21Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5587698933,141,37.7,5587698925,56,Back,5587698975,189,,5587698929,140,33.6,5587698935,212,15.2,5587698937,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440061,554,1,2,52,25,9qsmopgutr7ut5g6workk8w4i,1,34.0,36.7,2025-03-16T17:12:27.400Z,2025-03-16T21:16:28Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5587699081,212,23.3,5587699075,140,47.3,5587699079,141,9.2,5587840627,189,,5587699071,56,Back,5587699085,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440077,555,1,2,52,26,9qsmopgutr7ut5g6workk8w4i,1,47.3,9.2,2025-03-16T17:12:28.345Z,2025-03-16T21:16:32Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587699187,212,12.8,5587699185,141,21.3,5587699183,140,56.6,5587699189,213,0.70,5587699181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440099,556,1,2,52,29,9qsmopgutr7ut5g6workk8w4i,1,56.9,21.5,2025-03-16T17:12:31.329Z,2025-03-16T17:12:32Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5587699325,213,5.10,5587699313,56,Right,5587699317,140,58.8,5587699321,141,14.4,5587699323,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440131,557,1,2,52,30,9qsmopgutr7ut5g6workk8w4i,1,59.2,13.2,2025-03-16T17:12:32.113Z,2025-03-16T17:31:52Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5587699459,140,64.8,5587699465,213,0.67,5587699455,56,Right,5587699461,141,20.1,5587699463,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440153,558,1,2,52,32,9qsmopgutr7ut5g6workk8w4i,0,64.8,28.8,2025-03-16T17:12:33.993Z,2025-03-16T17:12:35Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587699633,212,8.4,5587699631,141,41.0,5587699627,56,Center,5587699635,213,1.40,5587699629,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440161,554,8,2,52,33,ahnt9ejgwj58ul8auzdvi3czf,1,27.0,56.0,2025-03-16T17:12:34.668Z,2025-03-16T21:16:50Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5587699699,56,Back,5588897289,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440213,555,43,2,52,35,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-16T17:12:36.571Z,2025-03-16T21:17:00Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5588897997,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440219,556,50,2,52,35,ahnt9ejgwj58ul8auzdvi3czf,1,43.0,54.2,2025-03-16T17:12:36.939Z,2025-03-16T18:04:12Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5587699973,56,Back,5587700155,233,559,5587699975,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440243,559,7,2,52,35,9qsmopgutr7ut5g6workk8w4i,0,57.0,45.8,2025-03-16T17:12:36.940Z,2025-03-16T21:17:34Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587700067,56,Center,5588899965,178,,5587700139,233,556,5588899963,385,,5587700069,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440275,557,3,2,52,37,ahnt9ejgwj58ul8auzdvi3czf,0,43.0,53.4,2025-03-16T17:12:38.564Z,2025-03-16T21:17:46Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5588900745,465,,5587700227,56,Back,5587700229,286,,5587700701,233,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440327,560,7,2,52,37,9qsmopgutr7ut5g6workk8w4i,1,57.0,46.6,2025-03-16T17:12:38.565Z,2025-03-16T21:17:44Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587700665,233,557,5588900647,178,,5588900645,383,,5587700525,56,Center,5587700527,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440415,562,1,2,52,39,9qsmopgutr7ut5g6workk8w4i,1,64.4,62.1,2025-03-16T17:12:41.025Z,2025-03-16T17:12:44Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587700947,140,74.3,5587700945,56,Left,5587700953,213,1.02,5587700951,212,19.8,5587700949,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440487,563,1,2,52,42,9qsmopgutr7ut5g6workk8w4i,1,75.5,88.9,2025-03-16T17:12:43.904Z,2025-03-16T17:12:47Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5587701351,140,81.1,5587701349,56,Center,5587701353,141,61.8,5587701355,212,19.3,5587701357,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440491,564,61,2,52,45,9qsmopgutr7ut5g6workk8w4i,1,86.4,59.6,2025-03-16T17:12:46.466Z,2025-03-16T21:18:40Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5587701379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440671,565,1,2,52,46,9qsmopgutr7ut5g6workk8w4i,1,84.7,49.6,2025-03-16T17:12:47.569Z,2025-03-16T21:18:41Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,1.0,,5588156901,154,,5587702343,141,31.8,5587702341,140,86.6,5587702339,56,Center,5587702347,213,4.88,5587702345,212,12.3,5587714653,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440679,566,15,2,52,47,9qsmopgutr7ut5g6workk8w4i,1,86.4,32.8,2025-03-16T17:12:48.904Z,2025-03-16T21:18:54Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5588156915,154,,5587702387,22,,5587714677,231,47.7,5587714673,147,35.2,5587713869,82,,5587714657,29,,5587702389,63,,5587702391,56,Center,5587714675,230,5587714659,55,565,5587714665,102,49.3,5587714671,146,5588156913,72,98.8,88.4,5587714739,233,558,5587714655,78,,5587714669,103,19,,,,,,,,,,,,,,,,
2789440545,558,10,2,52,47,ahnt9ejgwj58ul8auzdvi3czf,1,11.6,64.8,2025-03-16T17:12:49.004Z,2025-03-16T21:18:43Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587701639,94,,5587701641,56,Back,5587714781,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440663,559,1,2,52,52,ahnt9ejgwj58ul8auzdvi3czf,1,30.4,57.3,2025-03-16T17:12:53.956Z,2025-03-16T17:12:55Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5587702291,140,27.6,5587702293,141,67.8,5587702289,56,Back,5587702297,213,1.96,5587702295,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440829,561,1,2,52,57,ahnt9ejgwj58ul8auzdvi3czf,1,66.1,61.1,2025-03-16T17:12:58.531Z,2025-03-16T21:19:22Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5587703161,213,4.90,5587703155,140,71.4,5587703157,141,18.6,5587703153,56,Right,5587703159,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440917,562,1,2,53,2,ahnt9ejgwj58ul8auzdvi3czf,1,73.6,30.6,2025-03-16T17:13:03.620Z,2025-03-16T17:13:07Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5587703629,212,11.6,5587703623,56,Center,5587703631,213,1.82,5587703627,141,47.2,5587703625,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440997,567,83,2,53,2,9qsmopgutr7ut5g6workk8w4i,1,27.2,55.7,2025-03-16T17:13:04.253Z,2025-03-16T18:13:25Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5587719681,399,bb8q9cgqzw9n2tmkl8s3bth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789440923,563,61,2,53,3,ahnt9ejgwj58ul8auzdvi3czf,1,74.0,42.6,2025-03-16T17:13:05.252Z,2025-03-16T18:13:24Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5587703645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789445799,605,61,2,53,3,9qsmopgutr7ut5g6workk8w4i,1,18.8,54.8,2025-03-16T17:13:05.293Z,2025-03-16T18:09:41Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587729719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789441051,564,50,2,53,5,ahnt9ejgwj58ul8auzdvi3czf,1,74.4,41.4,2025-03-16T17:13:06.943Z,2025-03-16T18:09:37Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5587704383,233,568,5587704319,286,,5587704315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789441031,568,7,2,53,5,9qsmopgutr7ut5g6workk8w4i,1,25.6,58.6,2025-03-16T17:13:06.944Z,2025-03-16T21:19:52Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5587704213,285,,5588907949,178,,5587704211,56,Back,5587704375,233,564,5588907947,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789441077,569,1,2,53,9,9qsmopgutr7ut5g6workk8w4i,1,21.9,59.3,2025-03-16T17:13:11.224Z,2025-03-16T21:20:10Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587704481,56,Back,5587704493,213,5.96,5587704485,140,33.8,5587704491,212,13.2,5587704489,141,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789441089,570,1,2,53,10,9qsmopgutr7ut5g6workk8w4i,0,30.8,54.6,2025-03-16T17:13:11.880Z,2025-03-16T21:20:57Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5587704513,140,32.2,5587704511,56,Back,5587729475,286,,5587704517,212,2.5,5587704515,141,57.6,5587729471,233,610,5587729469,236,,5587704519,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789445681,610,74,2,53,10,ahnt9ejgwj58ul8auzdvi3czf,1,65.3,37.0,2025-03-16T17:13:11.881Z,2025-03-16T21:20:59Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5587729525,233,570,5587729099,285,,5587729097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658941,973,3,2,53,10,9qsmopgutr7ut5g6workk8w4i,1,27.7,66.3,2025-03-16T17:13:12.141Z,2025-03-16T21:21:13Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5588912369,285,,5588912371,465,,5588912365,56,Back,5588912373,233,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
