id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value
2789399401,464,1,1,39,13,77tfx9me4aaqhzv78bmgsy9bg,1,28.1,66.0,2025-03-16T16:40:31.323Z,2025-03-16T16:40:33Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587481967,212,16.8,5587481969,213,0.88,5587481963,140,38.3,5587481961,56,Back,5587481965,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399489,465,1,1,39,14,77tfx9me4aaqhzv78bmgsy9bg,1,42.6,83.2,2025-03-16T16:40:32.955Z,2025-03-16T16:40:37Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5587482473,212,11.0,5587482467,56,Back,5587482475,213,3.88,5587482471,141,72.3,5587482469,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399573,466,1,1,39,18,77tfx9me4aaqhzv78bmgsy9bg,1,38.8,61.5,2025-03-16T16:40:37.019Z,2025-03-16T16:40:40Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587482925,140,47.5,5587482929,212,14.6,5587482931,213,5.39,5587482923,56,Back,5587482927,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399637,467,1,1,39,22,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,45.8,2025-03-16T16:40:40.219Z,2025-03-16T16:40:43Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587483361,213,2.06,5587483355,140,39.7,5587483353,56,Back,5587483359,212,13.7,5587483357,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399657,468,1,1,39,25,77tfx9me4aaqhzv78bmgsy9bg,1,44.0,64.8,2025-03-16T16:40:43.659Z,2025-03-16T16:40:44Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587483461,212,11.2,5587483457,140,54.7,5587483459,141,64.0,5587483453,56,Center,5587483463,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399761,469,1,1,39,26,77tfx9me4aaqhzv78bmgsy9bg,1,54.7,64.0,2025-03-16T16:40:44.619Z,2025-03-16T16:40:48Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587483993,213,3.00,5587483985,141,66.3,5587483981,140,43.9,5587483989,212,11.4,5587483979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399801,470,1,1,39,30,77tfx9me4aaqhzv78bmgsy9bg,1,47.9,64.5,2025-03-16T16:40:48.283Z,2025-03-16T16:40:50Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587484203,141,81.4,5587484207,213,1.16,5587484199,56,Left,5587484205,212,12.5,5587484201,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399883,471,1,1,39,31,77tfx9me4aaqhzv78bmgsy9bg,1,52.7,81.1,2025-03-16T16:40:50.076Z,2025-03-16T16:40:53Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5587484791,155,,5587484795,56,Right,5587484805,1,,5587484801,212,51.3,5587484799,141,13.1,5587484803,213,5.16,5587484793,196,,5587484797,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789399953,472,1,1,39,35,77tfx9me4aaqhzv78bmgsy9bg,1,72.7,16.5,2025-03-16T16:40:53.787Z,2025-03-16T16:40:56Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5587485175,140,67.1,5587485179,212,11.4,5587485173,56,Center,5587485177,141,30.9,5587485183,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400003,473,1,1,39,38,77tfx9me4aaqhzv78bmgsy9bg,1,69.2,31.5,2025-03-16T16:40:56.859Z,2025-03-16T16:40:58Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587485475,213,1.98,5587485471,141,44.8,5587485469,140,65.5,5587485473,212,9.8,5587485467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400051,474,1,1,39,40,77tfx9me4aaqhzv78bmgsy9bg,1,65.5,44.8,2025-03-16T16:40:58.442Z,2025-03-16T16:41:01Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587485753,140,58.6,5587485759,213,2.19,5587485757,212,12.6,5587485751,56,Center,5587485755,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400185,475,1,1,39,42,77tfx9me4aaqhzv78bmgsy9bg,1,58.8,59.7,2025-03-16T16:41:00.891Z,2025-03-16T16:41:07Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587486471,213,0.83,5587486465,140,77.2,5587486469,212,28.6,5587486463,56,Left,5587486467,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400223,476,1,1,39,48,77tfx9me4aaqhzv78bmgsy9bg,1,77.8,88.7,2025-03-16T16:41:06.924Z,2025-03-16T16:41:08Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5587486657,56,Center,5587486663,212,13.7,5587486659,140,67.8,5587486661,141,75.7,5587486665,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400253,477,1,1,39,50,77tfx9me4aaqhzv78bmgsy9bg,1,68.2,73.6,2025-03-16T16:41:08.795Z,2025-03-16T16:41:10Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587486877,140,68.7,5587486879,141,56.0,5587486883,213,4.76,5587486881,212,12.0,5587486875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400291,478,1,1,39,52,77tfx9me4aaqhzv78bmgsy9bg,1,68.7,56.0,2025-03-16T16:41:10.555Z,2025-03-16T16:41:11Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587487059,212,8.6,5587487053,56,Center,5587487057,141,49.6,5587487061,213,5.75,5587487055,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400363,479,1,1,39,53,77tfx9me4aaqhzv78bmgsy9bg,1,75.8,49.6,2025-03-16T16:41:11.739Z,2025-03-16T16:41:14Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5587487469,212,11.5,5587487467,141,62.1,5587487463,56,Center,5587487471,213,0.83,5587487465,140,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789656091,1148,1,1,39,53,77tfx9me4aaqhzv78bmgsy9bg,1,76.7,56.8,2025-03-16T16:41:12.084Z,2025-03-16T21:17:06Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5588898167,212,9.0,5588898163,140,84.7,5588898159,168,,5588898169,213,0.38,5588898161,56,Center,5588898165,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400441,480,1,1,39,56,77tfx9me4aaqhzv78bmgsy9bg,1,84.0,68.8,2025-03-16T16:41:14.427Z,2025-03-16T16:41:18Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5587487895,56,Left,5587487905,212,8.9,5587487901,141,79.1,5587487909,213,0.90,5587487897,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400475,481,1,1,39,59,77tfx9me4aaqhzv78bmgsy9bg,0,91.3,76.4,2025-03-16T16:41:18.108Z,2025-03-16T21:17:16Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5587488035,155,,5587488233,236,,5587488045,213,4.89,5587488239,286,,5588898961,223,,5587488043,212,1.8,5587488039,140,91.6,5587488235,233,322,5587488037,56,Center,5587488033,2,5587488041,141,5588898963,20,,,,,,,,73.8,,,,,,,,,,,
2789400499,322,12,1,40,0,anga7587r1zv4ey71ge9zxol3,1,8.6,28.0,2025-03-16T16:41:18.208Z,2025-03-16T16:41:20Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5587488189,56,Back,5587488283,233,481,5587488185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400541,482,1,1,40,2,77tfx9me4aaqhzv78bmgsy9bg,1,84.5,90.5,2025-03-16T16:41:20.843Z,2025-03-16T16:41:21Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5587488469,140,79.3,5587488477,212,5.5,5587488473,141,89.3,5587488465,56,Left,5587488481,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400611,483,1,1,40,3,77tfx9me4aaqhzv78bmgsy9bg,1,79.3,89.3,2025-03-16T16:41:21.659Z,2025-03-16T16:41:23Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5587488829,213,4.25,5587488825,141,77.9,5587488821,56,Center,5587488823,140,75.6,5587488827,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400651,484,1,1,40,5,77tfx9me4aaqhzv78bmgsy9bg,1,73.5,78.4,2025-03-16T16:41:23.835Z,2025-03-16T16:41:25Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587489053,213,4.60,5587489047,141,62.4,5587489049,212,11.0,5587489043,140,72.3,5587489041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400721,485,1,1,40,7,77tfx9me4aaqhzv78bmgsy9bg,1,70.4,58.7,2025-03-16T16:41:25.355Z,2025-03-16T16:41:28Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587489499,56,Center,5587489505,212,12.4,5587489501,140,68.6,5587489507,213,4.56,5587489503,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400761,486,1,1,40,10,77tfx9me4aaqhzv78bmgsy9bg,1,69.5,42.7,2025-03-16T16:41:28.443Z,2025-03-16T16:41:29Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587489721,212,6.9,5587489715,56,Center,5587489723,213,1.39,5587489719,141,52.7,5587489717,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400803,487,1,1,40,11,77tfx9me4aaqhzv78bmgsy9bg,1,70.3,52.4,2025-03-16T16:41:29.724Z,2025-03-16T16:41:31Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587489913,140,76.0,5587489919,213,5.42,5587489917,212,9.2,5587489911,56,Center,5587489915,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400809,488,50,1,40,13,77tfx9me4aaqhzv78bmgsy9bg,1,75.0,41.0,2025-03-16T16:41:31.151Z,2025-03-16T16:41:34Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5587490031,233,323,5587489937,56,Center,5587489939,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400811,323,7,1,40,13,anga7587r1zv4ey71ge9zxol3,0,25.0,59.0,2025-03-16T16:41:31.152Z,2025-03-16T21:17:47Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5587489983,233,488,5587489947,56,Back,5587489949,285,,5588900823,178,,5588900821,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789400837,489,1,1,40,14,77tfx9me4aaqhzv78bmgsy9bg,0,75.8,42.7,2025-03-16T16:41:32.283Z,2025-03-16T16:41:33Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5587490073,213,2.05,5587490069,141,55.1,5587490067,140,71.6,5587490065,56,Center,5587490071,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401049,325,1,1,40,17,anga7587r1zv4ey71ge9zxol3,1,31.9,47.8,2025-03-16T16:41:36.072Z,2025-03-16T16:41:41Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5587491269,140,4.8,5587491271,141,69.7,5587491275,213,2.66,5587491267,56,Back,5587491273,212,32.1,5587491277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401123,326,1,1,40,23,anga7587r1zv4ey71ge9zxol3,1,5.6,73.2,2025-03-16T16:41:41.164Z,2025-03-16T16:41:44Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5587491673,212,21.8,5587491667,56,Back,5587491675,213,0.82,5587491671,141,96.5,5587491669,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401101,490,83,1,40,25,77tfx9me4aaqhzv78bmgsy9bg,0,80.0,4.4,2025-03-16T16:41:43.995Z,2025-03-16T16:41:46Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5587491919,399,5is9bcj143orulo4biogwxzl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401159,327,1,1,40,26,anga7587r1zv4ey71ge9zxol3,1,14.5,91.1,2025-03-16T16:41:44.804Z,2025-03-16T16:41:46Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5587491883,213,4.51,5587491879,141,74.7,5587491877,140,12.3,5587491881,212,11.4,5587491875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401283,328,1,1,40,31,anga7587r1zv4ey71ge9zxol3,1,14.0,73.9,2025-03-16T16:41:49.663Z,2025-03-16T16:41:50Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587492409,155,,5587492411,56,Back,5587492421,213,6.23,5587492417,141,71.4,5587492419,212,31.9,5587492413,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401327,329,1,1,40,32,anga7587r1zv4ey71ge9zxol3,1,44.4,71.2,2025-03-16T16:41:50.616Z,2025-03-16T21:18:09Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5587492643,140,39.7,5588902303,156,,5587492647,212,12.2,5587492649,213,4.30,5587492645,141,54.8,5587492641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401539,330,1,1,40,34,anga7587r1zv4ey71ge9zxol3,1,38.8,45.2,2025-03-16T16:41:52.240Z,2025-03-16T16:42:01Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5587493923,213,5.01,5587493913,141,11.9,5587493917,212,23.7,5587493903,56,Back,5587493907,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401581,331,1,1,40,43,anga7587r1zv4ey71ge9zxol3,1,67.3,5.6,2025-03-16T16:42:01.144Z,2025-03-16T16:42:03Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5587494185,140,54.3,5587494187,141,21.6,5587494189,212,17.5,5587494183,56,Center,5587494191,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401665,332,1,1,40,45,anga7587r1zv4ey71ge9zxol3,1,54.1,22.4,2025-03-16T16:42:03.207Z,2025-03-16T16:42:06Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5587494637,213,1.16,5587494633,141,36.3,5587494629,56,Center,5587494631,140,58.0,5587494635,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401725,333,1,1,40,47,anga7587r1zv4ey71ge9zxol3,1,58.0,36.3,2025-03-16T16:42:06.065Z,2025-03-16T16:42:09Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5587495017,1,,5587495013,212,32.6,5587495007,56,Left,5587495009,140,60.8,5587495015,213,1.48,5587495011,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401815,334,1,1,40,51,anga7587r1zv4ey71ge9zxol3,1,60.8,84.1,2025-03-16T16:42:09.378Z,2025-03-16T16:42:12Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5587495437,212,24.1,5587495433,140,45.4,5587495439,213,3.98,5587495435,141,57.9,5587495431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401851,335,1,1,40,54,anga7587r1zv4ey71ge9zxol3,1,45.4,57.9,2025-03-16T16:42:12.830Z,2025-03-16T16:42:14Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587495613,212,17.4,5587495607,56,Back,5587495615,213,4.48,5587495609,140,41.5,5587495611,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401909,336,1,1,40,56,anga7587r1zv4ey71ge9zxol3,1,41.5,33.0,2025-03-16T16:42:14.674Z,2025-03-16T16:42:17Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5587495957,212,9.4,5587495953,140,39.9,5587495955,141,46.6,5587495951,56,Back,5587495959,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401943,337,1,1,40,58,anga7587r1zv4ey71ge9zxol3,1,39.1,44.9,2025-03-16T16:42:17.095Z,2025-03-16T16:42:19Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587496183,213,3.78,5587496179,141,32.2,5587496177,140,28.1,5587496181,212,14.4,5587496175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789401995,338,1,1,41,0,anga7587r1zv4ey71ge9zxol3,1,28.1,32.2,2025-03-16T16:42:18.922Z,2025-03-16T16:42:21Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5587496445,140,33.7,5587496451,213,1.32,5587496447,141,66.3,5587496449,212,23.9,5587496443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402059,339,1,1,41,3,anga7587r1zv4ey71ge9zxol3,1,34.3,66.9,2025-03-16T16:42:21.422Z,2025-03-16T16:42:23Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5587496769,212,16.8,5587496767,141,89.0,5587496763,56,Back,5587496771,213,1.11,5587496765,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402153,340,1,1,41,5,anga7587r1zv4ey71ge9zxol3,1,41.4,89.0,2025-03-16T16:42:23.797Z,2025-03-16T16:42:27Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5587497261,212,20.1,5587497255,56,Center,5587497257,140,56.6,5587497259,141,71.1,5587497263,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402225,341,3,1,41,8,anga7587r1zv4ey71ge9zxol3,1,61.0,75.4,2025-03-16T16:42:26.986Z,2025-03-16T21:18:35Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5587497789,233,491,5587497783,286,,5588903871,465,,5587497781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402147,491,45,1,41,8,77tfx9me4aaqhzv78bmgsy9bg,0,39.0,24.6,2025-03-16T16:42:26.986Z,2025-03-16T17:57:28Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587497795,233,341,5587497203,285,,5587497201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402239,342,61,1,41,9,anga7587r1zv4ey71ge9zxol3,0,61.7,72.0,2025-03-16T16:42:28.092Z,2025-03-16T16:48:51Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5587497841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402265,493,1,1,41,11,77tfx9me4aaqhzv78bmgsy9bg,1,36.1,43.0,2025-03-16T16:42:29.930Z,2025-03-16T16:42:33Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587498019,212,13.9,5587498017,141,58.5,5587498013,56,Back,5587498015,140,27.5,5587498021,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402305,494,1,1,41,15,77tfx9me4aaqhzv78bmgsy9bg,1,30.3,58.8,2025-03-16T16:42:33.514Z,2025-03-16T16:42:35Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5587498279,213,4.18,5587498275,141,47.9,5587498271,56,Back,5587498277,212,8.6,5587498273,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402393,495,1,1,41,17,77tfx9me4aaqhzv78bmgsy9bg,1,26.2,47.9,2025-03-16T16:42:35.562Z,2025-03-16T16:42:39Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587498753,141,51.6,5587498757,213,0.24,5587498751,140,36.0,5587498755,212,10.6,5587498747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402445,496,1,1,41,21,77tfx9me4aaqhzv78bmgsy9bg,1,43.6,63.4,2025-03-16T16:42:39.227Z,2025-03-16T16:42:41Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587499047,56,Back,5587499055,213,1.48,5587499051,141,76.9,5587499053,212,9.2,5587499049,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402509,497,1,1,41,23,77tfx9me4aaqhzv78bmgsy9bg,1,46.7,70.5,2025-03-16T16:42:41.642Z,2025-03-16T16:42:44Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5587499419,213,4.58,5587499417,212,4.1,5587499411,140,46.2,5587499415,141,64.5,5587499407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402519,498,1,1,41,26,77tfx9me4aaqhzv78bmgsy9bg,1,46.2,64.3,2025-03-16T16:42:44.347Z,2025-03-16T16:42:45Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587499499,213,1.76,5587499491,56,Back,5587499495,141,67.5,5587499493,140,45.8,5587499497,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402569,499,1,1,41,26,77tfx9me4aaqhzv78bmgsy9bg,1,45.7,65.1,2025-03-16T16:42:45.130Z,2025-03-16T16:43:36Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5587499801,213,4.46,5587499793,140,41.1,5587499799,212,19.1,5587499789,56,Back,5587499795,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402657,500,1,1,41,31,77tfx9me4aaqhzv78bmgsy9bg,1,46.7,31.8,2025-03-16T16:42:49.594Z,2025-03-16T16:42:51Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587500289,141,53.0,5587500285,56,Back,5587500293,213,1.72,5587500291,212,14.6,5587500287,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402743,501,1,1,41,33,77tfx9me4aaqhzv78bmgsy9bg,1,46.2,52.7,2025-03-16T16:42:51.163Z,2025-03-16T16:42:53Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587500735,212,13.7,5587500731,140,46.4,5587500733,141,32.5,5587500737,213,4.73,5587500725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402807,502,1,1,41,35,77tfx9me4aaqhzv78bmgsy9bg,1,46.4,32.2,2025-03-16T16:42:53.610Z,2025-03-16T16:42:56Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587501075,56,Right,5587501085,212,28.3,5587501079,140,69.2,5587501083,141,10.0,5587501089,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402901,503,1,1,41,38,77tfx9me4aaqhzv78bmgsy9bg,1,68.3,10.4,2025-03-16T16:42:56.203Z,2025-03-16T16:43:01Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5587501615,141,12.9,5587501611,56,Right,5587501617,212,19.2,5587501619,213,3.05,5587501613,140,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789402957,504,1,1,41,43,77tfx9me4aaqhzv78bmgsy9bg,1,53.0,17.1,2025-03-16T16:43:01.258Z,2025-03-16T16:43:03Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587501927,56,Back,5587501943,213,1.83,5587501931,140,47.0,5587501935,141,52.1,5587501939,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789403079,505,1,1,41,45,77tfx9me4aaqhzv78bmgsy9bg,1,46.9,54.0,2025-03-16T16:43:03.338Z,2025-03-16T16:43:07Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587502495,140,54.7,5587502501,213,1.01,5587502493,56,Center,5587502499,212,15.3,5587502497,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789403135,506,1,1,41,49,77tfx9me4aaqhzv78bmgsy9bg,1,55.2,73.9,2025-03-16T16:43:07.387Z,2025-03-16T16:43:09Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5587502811,56,Center,5587502821,212,8.7,5587502825,213,5.20,5587502817,141,62.6,5587502813,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789403215,507,1,1,41,51,77tfx9me4aaqhzv78bmgsy9bg,1,58.2,61.7,2025-03-16T16:43:09.674Z,2025-03-16T16:43:13Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587503205,56,Center,5587503211,212,20.5,5587503209,141,32.8,5587503213,213,4.42,5587503207,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789403331,508,1,1,41,55,77tfx9me4aaqhzv78bmgsy9bg,1,57.1,29.7,2025-03-16T16:43:13.738Z,2025-03-16T16:43:18Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587503757,56,Left,5587503763,212,47.8,5587503767,1,,5587503755,196,,5587503761,141,90.9,5587503751,155,,5587503765,213,1.06,5587503759,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789403391,509,1,1,41,59,77tfx9me4aaqhzv78bmgsy9bg,1,79.1,92.1,2025-03-16T16:43:18.122Z,2025-03-16T16:43:20Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5587504099,213,3.15,5587504093,212,12.6,5587504083,56,Left,5587504087,140,67.1,5587504091,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
