id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2818948859,509,1,2,55,26,b3r6d8ydtmtjckam6pku9y400,1,61.9,13.0,2025-05-25T16:22:01.263Z,2025-05-25T16:22:04Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750404965,213,2.87,5750404957,56,Back,5750404963,212,24.5,5750404959,140,39.4,5750404961,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818948897,510,1,2,55,28,b3r6d8ydtmtjckam6pku9y400,1,41.8,26.8,2025-05-25T16:22:04.159Z,2025-05-25T16:22:07Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5750405121,141,46.6,5750405117,56,Back,5750405123,212,15.0,5750405119,140,35.5,5750405125,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818948945,511,1,2,55,32,b3r6d8ydtmtjckam6pku9y400,1,35.9,46.4,2025-05-25T16:22:07.551Z,2025-05-25T16:22:10Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750405375,213,1.17,5750405367,56,Back,5750405371,141,74.0,5750405373,212,20.4,5750405369,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818948997,512,1,2,55,34,b3r6d8ydtmtjckam6pku9y400,1,44.9,76.4,2025-05-25T16:22:10.223Z,2025-05-25T16:22:13Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5750405619,213,0.08,5750405611,56,Center,5750405613,140,59.8,5750405617,212,15.7,5750405615,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949025,513,1,2,55,37,b3r6d8ydtmtjckam6pku9y400,1,57.3,75.6,2025-05-25T16:22:12.927Z,2025-05-25T16:22:15Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5750405811,140,35.9,5750405821,213,3.72,5750405809,56,Back,5750405815,141,53.9,5750405819,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949053,514,1,2,55,39,b3r6d8ydtmtjckam6pku9y400,1,34.6,52.8,2025-05-25T16:22:15.087Z,2025-05-25T16:22:17Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750406005,56,Back,5750406039,213,4.78,5750406035,141,26.3,5750406037,212,18.1,5750406007,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949125,515,1,2,55,42,b3r6d8ydtmtjckam6pku9y400,1,36.8,24.4,2025-05-25T16:22:17.535Z,2025-05-25T16:22:23Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5750406459,56,Back,5750406463,140,45.1,5750406467,141,10.4,5750406471,213,5.45,5750406469,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949191,516,1,2,55,47,b3r6d8ydtmtjckam6pku9y400,1,55.5,7.6,2025-05-25T16:22:22.926Z,2025-05-25T16:22:26Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750406797,56,Right,5750406805,213,2.57,5750406799,140,50.9,5750406803,212,5.8,5750406801,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949271,517,1,2,55,51,b3r6d8ydtmtjckam6pku9y400,1,51.1,12.4,2025-05-25T16:22:26.686Z,2025-05-25T16:22:31Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5750407259,141,41.3,5750407261,212,22.4,5750407263,213,2.07,5750407257,140,40.9,5750407255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949285,518,1,2,55,56,b3r6d8ydtmtjckam6pku9y400,1,44.3,45.5,2025-05-25T16:22:31.391Z,2025-05-25T16:22:32Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750407327,141,44.8,5750407323,140,53.1,5750407321,56,Center,5750407331,212,9.3,5750407333,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949307,519,1,2,55,57,b3r6d8ydtmtjckam6pku9y400,1,53.1,44.8,2025-05-25T16:22:32.286Z,2025-05-25T16:22:33Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5750407445,141,46.3,5750407449,213,3.07,5750407441,56,Back,5750407443,140,39.9,5750407447,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949321,520,1,2,55,58,b3r6d8ydtmtjckam6pku9y400,1,39.9,46.3,2025-05-25T16:22:33.534Z,2025-05-25T16:22:34Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750407505,212,9.9,5750407501,140,49.3,5750407507,213,0.05,5750407499,56,Back,5750407503,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949379,521,1,2,55,59,b3r6d8ydtmtjckam6pku9y400,1,49.4,47.0,2025-05-25T16:22:34.430Z,2025-05-25T16:22:37Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5750407915,140,41.1,5750407919,212,8.7,5750407913,56,Back,5750407917,141,47.0,5750407921,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949447,522,1,2,56,2,b3r6d8ydtmtjckam6pku9y400,1,40.6,46.9,2025-05-25T16:22:37.327Z,2025-05-25T16:22:42Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750408233,56,Back,5750408237,141,5.9,5750408241,213,4.99,5750408239,212,29.0,5750408235,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949495,523,1,2,56,6,b3r6d8ydtmtjckam6pku9y400,1,58.7,10.1,2025-05-25T16:22:41.918Z,2025-05-25T16:22:45Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750408539,140,54.4,5750408537,56,Right,5750408543,212,6.5,5750408541,141,16.9,5750408545,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949519,524,1,2,56,10,b3r6d8ydtmtjckam6pku9y400,1,54.5,20.2,2025-05-25T16:22:45.390Z,2025-05-25T16:22:47Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750408695,140,62.4,5750408699,212,11.4,5750408701,213,5.52,5750408697,141,8.6,5750408693,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949563,525,1,2,56,12,b3r6d8ydtmtjckam6pku9y400,1,62.6,8.6,2025-05-25T16:22:47.518Z,2025-05-25T16:22:50Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750408975,212,7.3,5750408973,141,15.8,5750408977,213,2.40,5750408969,56,Right,5750408971,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949585,526,1,2,56,15,b3r6d8ydtmtjckam6pku9y400,1,53.4,15.2,2025-05-25T16:22:50.318Z,2025-05-25T16:22:52Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750409115,140,44.2,5750409119,212,10.7,5750409121,213,2.69,5750409117,141,22.1,5750409113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949655,527,1,2,56,17,b3r6d8ydtmtjckam6pku9y400,1,44.2,22.9,2025-05-25T16:22:52.846Z,2025-05-25T16:22:58Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5750409555,213,1.65,5750409549,140,42.8,5750409551,141,49.3,5750409545,56,Back,5750409553,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949695,528,1,2,56,23,b3r6d8ydtmtjckam6pku9y400,1,56.6,55.5,2025-05-25T16:22:58.702Z,2025-05-25T16:23:01Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750409757,140,54.2,5750409765,213,1.70,5750409753,56,Left,5750409761,141,84.2,5750409763,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949775,529,1,2,56,25,b3r6d8ydtmtjckam6pku9y400,1,54.4,84.2,2025-05-25T16:23:01.134Z,2025-05-25T16:23:05Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5750410141,56,Left,5750410143,140,63.5,5750410147,212,10.6,5750410145,141,90.9,5750410149,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949763,585,83,2,56,29,77tfx9me4aaqhzv78bmgsy9bg,0,32.8,8.5,2025-05-25T16:23:05.147Z,2025-05-25T16:23:09Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5750410617,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949789,530,61,2,56,30,b3r6d8ydtmtjckam6pku9y400,0,62.6,89.6,2025-05-25T16:23:05.438Z,2025-05-25T16:23:06Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5750410255,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949853,587,1,2,56,33,77tfx9me4aaqhzv78bmgsy9bg,0,53.5,11.0,2025-05-25T16:23:08.971Z,2025-05-25T16:23:57Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5750410645,212,2.1,5750410643,141,12.3,5750410647,213,0.44,5750410637,56,Right,5750410641,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949885,531,43,2,56,35,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-05-25T16:23:11.199Z,2025-05-25T16:23:52Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5750414435,144,74,5750410917,233,587,5750410863,56,Back,5750410867,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818949947,533,1,2,56,38,b3r6d8ydtmtjckam6pku9y400,1,34.7,71.4,2025-05-25T16:23:13.406Z,2025-05-25T16:23:15Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5750411201,212,7.2,5750411207,213,4.86,5750411197,141,60.9,5750411193,56,Back,5750411195,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950015,534,1,2,56,39,b3r6d8ydtmtjckam6pku9y400,1,42.3,53.0,2025-05-25T16:23:14.974Z,2025-05-25T16:23:18Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750411547,56,Right,5750411555,213,5.37,5750411553,212,28.1,5750411551,141,20.3,5750411549,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950059,535,1,2,56,43,b3r6d8ydtmtjckam6pku9y400,1,62.5,17.6,2025-05-25T16:23:18.846Z,2025-05-25T16:23:20Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750411771,140,69.6,5750411773,141,23.8,5750411777,213,0.51,5750411769,56,Center,5750411775,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950083,536,1,2,56,45,b3r6d8ydtmtjckam6pku9y400,1,69.6,21.7,2025-05-25T16:23:20.558Z,2025-05-25T16:23:23Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5750411935,212,4.3,5750411927,140,66.0,5750411921,56,Center,5750411931,141,24.7,5750411939,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950121,537,1,2,56,47,b3r6d8ydtmtjckam6pku9y400,1,66.3,21.7,2025-05-25T16:23:22.910Z,2025-05-25T16:23:24Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750412105,213,4.66,5750412099,140,65.9,5750412101,141,9.7,5750412097,56,Right,5750412103,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950139,538,1,2,56,49,b3r6d8ydtmtjckam6pku9y400,1,65.9,9.8,2025-05-25T16:23:24.653Z,2025-05-25T16:23:26Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5750412223,141,5.0,5750412221,140,73.7,5750412219,56,Right,5750412229,213,5.90,5750412225,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950189,539,1,2,56,50,b3r6d8ydtmtjckam6pku9y400,1,73.7,5.0,2025-05-25T16:23:26.142Z,2025-05-25T16:23:29Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750412465,140,64.3,5750412475,213,2.76,5750412469,141,10.9,5750412473,212,10.7,5750412461,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950205,540,1,2,56,54,b3r6d8ydtmtjckam6pku9y400,1,62.9,13.6,2025-05-25T16:23:29.518Z,2025-05-25T16:23:30Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5750412605,213,2.55,5750412597,56,Center,5750412603,212,9.3,5750412599,140,55.5,5750412601,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950235,541,1,2,56,55,b3r6d8ydtmtjckam6pku9y400,1,55.5,21.2,2025-05-25T16:23:30.814Z,2025-05-25T16:23:32Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5750412755,212,8.9,5750412757,213,5.75,5750412753,141,14.5,5750412749,56,Right,5750412751,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950251,542,1,2,56,57,b3r6d8ydtmtjckam6pku9y400,1,62.8,14.5,2025-05-25T16:23:32.846Z,2025-05-25T16:23:34Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5750412829,212,7.7,5750412831,213,6.21,5750412825,140,70.1,5750412823,56,Right,5750412827,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950273,543,1,2,56,58,b3r6d8ydtmtjckam6pku9y400,1,70.1,13.7,2025-05-25T16:23:33.926Z,2025-05-25T16:24:10Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5750416055,156,,5750412939,141,9.7,5750412937,140,62.2,5750412943,213,3.46,5750412941,212,8.7,5750412935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950345,544,1,2,57,0,b3r6d8ydtmtjckam6pku9y400,1,62.2,10.4,2025-05-25T16:23:36.190Z,2025-05-25T16:23:42Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5750413433,141,16.6,5750413437,213,0.16,5750413431,140,87.7,5750413429,56,Right,5750413435,212,27.1,5750413427,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950357,545,4,2,57,6,b3r6d8ydtmtjckam6pku9y400,1,97.9,29.4,2025-05-25T16:23:41.823Z,2025-05-25T17:55:58Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750419629,348,7xc0qldxpidl07vij2wgu1sk5,5750413639,286,,5750413709,233,588,5750912543,295,,5750413633,56,Center,5750413631,13,,5750413635,152,,5750413629,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950351,588,4,2,57,6,77tfx9me4aaqhzv78bmgsy9bg,0,2.1,70.6,2025-05-25T16:23:41.824Z,2025-05-25T17:56:03Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5750413663,13,,5750413671,152,,5750413669,56,Back,5750912815,295,,5750413835,233,545,5750413675,285,,5750413647,9,,5750416927,55,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818950835,590,17,2,57,37,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-25T16:24:12.459Z,2025-05-25T16:26:16Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5750416885,55,588,5750416879,31,,5750416883,13,243,5750416881,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818951655,546,16,2,58,25,b3r6d8ydtmtjckam6pku9y400,1,88.5,50.0,2025-05-25T16:25:00.718Z,2025-05-25T17:56:33Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5750915023,396,52.5,5750421431,374,2025-05-25 17:24:59.994,5750424629,353,591,5750421013,214,,5750424459,80,,5750421007,9,,5750424481,282,b3r6d8ydtmtjckam6pku9y400,5750424465,390,614167,5750424479,281,c9u2w9ikckbrra8vln2ucbf9w,5750421423,20,5750424463,103,3.8,5750915021,395,5750424485,472,5750421435,375,,545,58:24.732,5750421011,56,Center,5750424477,280,PENALTY_WON,5750424475,231,0.7,50,5750421009,17,,5750424461,102,46.2,5750424473,230,99.0,5750424469,458
2818951717,591,58,2,58,25,77tfx9me4aaqhzv78bmgsy9bg,0,0.0,0.0,2025-05-25T16:25:00.718Z,2025-05-25T16:25:10Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5750421369,9,,5750421377,56,Back,5750421373,179,,5750421371,186,,5750421785,233,546,5750421375,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953969,611,18,2,59,30,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-25T16:26:05.584Z,2025-05-25T17:56:49Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5750916033,189,,5750434375,55,612,5750434319,44,Forward,5750434317,42,,5750434321,59,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953975,612,19,2,59,30,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-25T16:26:05.585Z,2025-05-25T17:56:51Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5750434349,44,Forward,5750434347,59,11,5750434343,145,9,5750434353,55,611,5750434335,42,,5750435019,293,1,5750435365,292,8,5750916089,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818954205,613,40,2,59,31,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-25T16:26:06.974Z,2025-05-25T16:27:35Z,,,,,5750435699,130,4,5750435695,59,"13, 45, 34, 18, 3, 24, 10, 36, 8, 7, 11, 4, 20, 28, 29, 38, 40",5750435687,30,"49wkw0wkn4ta18b6657vjvglx, apspqh3shqfwobvh35x60q5g4, c1s6vw84nupd8c0mbj8gov5lg, 2r8s61bmydlumhg62wd0y6fis, chjcbjc5nv8uyiusfafts5zv9, 2rvx2wlfj2rxzcgye6wiw0v84, 5uqf7a0y0fd1hf2rrmgx11tuy, 3zc9hy5uicgp21wr6z5wyuntg, 4cubrfqgrc5ivbd6fdj3k3zf8, 7a1vtc0e7ubua2t0dwx9ufk7o, 4oxlpwcwpa44hstpm70iep0id, 55gunqozsj8gs6oua7ee5xxhx, bgviotid6bht0k2452r5gehw4, b4ocx2ub0iwtzac72gd0voj6c, ayistjficdvpd0v10681qf578, 9h6c9ue598hllcri39erjitqs, 8dqghahifyr8tjcndw9pip3x0",5750435707,194,5uqf7a0y0fd1hf2rrmgx11tuy,5750435703,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",5750435691,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818952991,592,1,2,59,42,77tfx9me4aaqhzv78bmgsy9bg,1,49.7,49.9,2025-05-25T16:26:17.786Z,2025-05-25T16:49:11Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5750428915,213,4.26,5750428949,189,,5750428907,56,Back,5750428911,141,33.4,5750428917,279,G,5750428909,140,44.5,5750428913,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953057,593,1,2,59,48,77tfx9me4aaqhzv78bmgsy9bg,1,44.5,33.4,2025-05-25T16:26:24.251Z,2025-05-25T16:26:25Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5750429385,213,2.90,5750429379,140,19.4,5750429381,141,43.0,5750429383,212,27.2,5750429377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953137,594,1,2,59,50,77tfx9me4aaqhzv78bmgsy9bg,1,19.0,43.4,2025-05-25T16:26:25.721Z,2025-05-25T16:26:30Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5750429895,56,Back,5750429897,140,27.7,5750429903,212,21.0,5750429907,213,1.12,5750429901,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953197,595,1,2,59,54,77tfx9me4aaqhzv78bmgsy9bg,1,28.8,69.7,2025-05-25T16:26:30.043Z,2025-05-25T16:26:33Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5750430157,56,Back,5750430165,213,0.58,5750430159,140,33.2,5750430161,141,74.2,5750430163,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953219,596,1,2,59,56,77tfx9me4aaqhzv78bmgsy9bg,1,33.3,74.2,2025-05-25T16:26:32.018Z,2025-05-25T17:57:14Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5750430283,213,3.61,5750430277,140,22.3,5750430281,212,12.9,5750430279,141,65.7,5750430275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953243,597,1,2,59,57,77tfx9me4aaqhzv78bmgsy9bg,1,28.6,69.9,2025-05-25T16:26:32.459Z,2025-05-25T17:57:23Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5750430385,212,5.4,5750430379,56,Back,5750430381,140,31.8,5750430387,213,5.38,5750430383,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040631,840,1,2,59,58,77tfx9me4aaqhzv78bmgsy9bg,1,29.3,64.2,2025-05-25T16:26:34.201Z,2025-05-25T17:57:33Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5750919403,212,5.7,5750919401,141,72.0,5750919399,140,31.3,5750919397,56,Back,5750919405,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953251,598,1,2,59,59,77tfx9me4aaqhzv78bmgsy9bg,0,30.6,70.6,2025-05-25T16:26:35.033Z,2025-05-25T17:09:44Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5750430425,212,9.5,5750430419,56,Back,5750430421,140,39.6,5750430423,141,71.2,5750430427,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953291,547,8,2,60,1,b3r6d8ydtmtjckam6pku9y400,1,64.1,33.7,2025-05-25T16:26:36.413Z,2025-05-25T17:57:38Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750919811,385,,5750430623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819040953,995,83,2,60,3,b3r6d8ydtmtjckam6pku9y400,1,64.9,24.2,2025-05-25T16:26:38.441Z,2025-05-25T17:57:54Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750921323,399,3zc9hy5uicgp21wr6z5wyuntg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953347,599,1,2,60,5,77tfx9me4aaqhzv78bmgsy9bg,0,31.7,76.4,2025-05-25T16:26:40.953Z,2025-05-25T17:09:46Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5750711465,233,548,5750430935,140,30.3,5750431161,286,,5750430941,213,3.14,5750430937,141,76.4,5750430933,56,Back,5750431155,236,,5750430939,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953385,548,74,2,60,5,b3r6d8ydtmtjckam6pku9y400,1,67.9,28.7,2025-05-25T16:26:40.954Z,2025-05-25T17:09:47Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5750431127,56,Center,5750711493,233,599,5750431133,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953399,549,5,2,60,6,b3r6d8ydtmtjckam6pku9y400,0,74.2,-1.4,2025-05-25T16:26:41.930Z,2025-05-25T16:48:30Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5750431209,56,Right,5750431735,233,600,5750431211,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953469,600,5,2,60,6,77tfx9me4aaqhzv78bmgsy9bg,1,25.8,101.4,2025-05-25T16:26:41.930Z,2025-05-25T16:48:30Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5750431671,56,Back,5750431673,347,,5750431707,233,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818953491,601,1,2,60,12,77tfx9me4aaqhzv78bmgsy9bg,1,22.5,100.0,2025-05-25T16:26:47.850Z,2025-05-25T17:58:03Z,c1s6vw84nupd8c0mbj8gov5lg,S. Acquah,,,5750431827,212,8.7,5750431817,140,24.9,5750431809,107,,5750431813,56,Back,5750431821,141,88.4,5750921935,189,,5750431831,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
