id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2751367335,312,1,1,37,44,9qsmopgutr7ut5g6workk8w4i,0,69.5,71.8,2024-11-24T15:38:50.948Z,2024-11-24T15:38:52Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5380617691,141,58.8,5380617689,140,60.7,5380617695,213,3.90,5380617739,156,,5380617687,56,Center,5380617693,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751367447,373,1,1,37,49,aljua8crr0vkwit0j3m59jw9j,0,56.4,51.0,2024-11-24T15:38:56.357Z,2024-11-24T15:38:57Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380618449,140,70.0,5380618447,56,Center,5380618453,212,14.3,5380618455,213,6.24,5380618451,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751367465,313,8,1,37,51,9qsmopgutr7ut5g6workk8w4i,1,30.0,49.7,2024-11-24T15:38:58.211Z,2024-11-24T20:14:56Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5381851875,384,,5380618567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751367549,315,1,1,37,53,9qsmopgutr7ut5g6workk8w4i,1,38.4,56.7,2024-11-24T15:39:00.116Z,2024-11-24T15:39:01Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5380618977,56,Back,5380618983,212,8.7,5380618979,140,41.5,5380618985,213,1.19,5380618981,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751367633,316,1,1,37,54,9qsmopgutr7ut5g6workk8w4i,1,43.9,73.4,2024-11-24T15:39:00.884Z,2024-11-24T20:15:08Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5380619439,213,1.28,5380619431,56,Back,5380619437,212,12.6,5380619435,141,91.2,5380619433,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751367685,317,1,1,37,57,9qsmopgutr7ut5g6workk8w4i,0,47.2,91.4,2024-11-24T15:39:04.340Z,2024-11-24T15:39:06Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380619723,212,22.3,5380619713,140,67.3,5380619727,213,0.33,5380619707,56,Left,5380619719,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751367693,318,5,1,37,59,9qsmopgutr7ut5g6workk8w4i,0,66.1,102.0,2024-11-24T15:39:06.120Z,2024-11-24T15:50:11Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380622267,233,374,5380619771,56,Left,5380619773,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368139,374,5,1,37,59,aljua8crr0vkwit0j3m59jw9j,1,33.9,-2.0,2024-11-24T15:39:06.120Z,2024-11-24T15:50:10Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380622243,233,318,5380622201,56,Back,5380622203,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368185,375,1,1,38,19,aljua8crr0vkwit0j3m59jw9j,1,35.8,0.0,2024-11-24T15:39:25.892Z,2024-11-24T20:15:23Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380622513,213,0.55,5380622495,107,,5380622497,56,Back,5380622503,141,5.8,5380622499,140,43.2,5380622507,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368215,376,1,1,38,21,aljua8crr0vkwit0j3m59jw9j,1,45.7,10.7,2024-11-24T15:39:28.468Z,2024-11-24T15:39:29Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380622651,212,11.3,5380622649,141,3.4,5380622641,56,Back,5380622653,213,3.60,5380622645,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368247,377,1,1,38,22,aljua8crr0vkwit0j3m59jw9j,1,36.0,3.4,2024-11-24T15:39:29.444Z,2024-11-24T15:39:31Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380622873,141,13.8,5380622869,56,Back,5380622875,212,19.1,5380622877,213,2.76,5380622871,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368285,378,1,1,38,24,aljua8crr0vkwit0j3m59jw9j,1,19.1,14.0,2024-11-24T15:39:30.948Z,2024-11-24T15:39:33Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380623131,140,3.9,5380623133,141,38.8,5380623137,213,2.33,5380623135,212,23.2,5380623129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368365,379,1,1,38,26,aljua8crr0vkwit0j3m59jw9j,1,3.9,38.8,2024-11-24T15:39:32.932Z,2024-11-24T15:39:36Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5380623611,56,Back,5380623619,213,1.05,5380623621,1,,5380623615,141,88.4,5380623617,212,38.8,5380623613,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368417,380,1,1,38,30,aljua8crr0vkwit0j3m59jw9j,1,22.8,87.4,2024-11-24T15:39:36.837Z,2024-11-24T15:39:39Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380623891,212,17.9,5380623879,56,Back,5380623885,140,9.0,5380623887,141,72.0,5380623893,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368497,381,1,1,38,32,aljua8crr0vkwit0j3m59jw9j,1,9.7,71.4,2024-11-24T15:39:38.981Z,2024-11-24T15:39:42Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5380624271,140,2.9,5380624269,56,Back,5380624273,141,51.2,5380624275,212,15.5,5380624277,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368517,382,1,1,38,35,aljua8crr0vkwit0j3m59jw9j,0,8.4,45.8,2024-11-24T15:39:42.644Z,2024-11-24T15:39:43Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5380624343,56,Back,5380624355,212,8.7,5380624359,213,6.06,5380624351,141,43.0,5380624347,140,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368589,383,51,1,38,36,aljua8crr0vkwit0j3m59jw9j,1,13.5,40.5,2024-11-24T15:39:43.308Z,2024-11-24T15:41:51Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5380625267,170,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751368615,322,16,1,38,39,9qsmopgutr7ut5g6workk8w4i,1,84.8,62.9,2024-11-24T15:39:46.307Z,2024-11-24T20:16:35Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5380628133,20,,5380631115,231,58.7,5380631109,89,,5381857185,120,,5380631103,103,18.4,5381858189,80,,5380639813,468,383,5380624869,17,,5381857187,395,10.1,5380631101,102,47.5,5380631111,458,5380631113,230,5380624867,22,5380624871,56,5380631105,214,5381857189,396,43.3,,90.2,Center,,5380628141,375,38:38.569,,5380628137,374,2024-11-24 15:39:45.214,,,,,
2751370267,385,1,1,39,58,aljua8crr0vkwit0j3m59jw9j,1,49.8,49.9,2024-11-24T15:41:04.884Z,2024-11-24T20:17:42Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5380634051,212,23.8,5380634049,141,68.4,5380634055,279,G,5380634045,56,Back,5380634053,213,2.58,5380634065,189,,5380634047,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370333,386,1,1,40,0,aljua8crr0vkwit0j3m59jw9j,1,30.9,67.9,2024-11-24T15:41:07.267Z,2024-11-24T15:41:09Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5380634365,213,4.73,5380634361,141,35.2,5380634357,56,Back,5380634363,212,22.2,5380634359,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370381,387,1,1,40,2,aljua8crr0vkwit0j3m59jw9j,1,29.2,33.1,2024-11-24T15:41:09.236Z,2024-11-24T15:41:10Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380634617,212,9.0,5380634615,141,41.0,5380634613,140,36.1,5380634619,213,0.64,5380634611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370409,388,1,1,40,3,aljua8crr0vkwit0j3m59jw9j,1,36.1,41.0,2024-11-24T15:41:10.276Z,2024-11-24T15:41:12Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380634765,141,34.6,5380634769,213,3.50,5380634761,56,Back,5380634767,212,12.2,5380634763,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370459,389,1,1,40,5,aljua8crr0vkwit0j3m59jw9j,1,23.9,35.5,2024-11-24T15:41:11.860Z,2024-11-24T15:41:15Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380635033,213,2.50,5380635029,141,50.6,5380635027,140,10.8,5380635031,212,17.2,5380635025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370541,390,1,1,40,8,aljua8crr0vkwit0j3m59jw9j,1,12.2,47.5,2024-11-24T15:41:15.252Z,2024-11-24T15:41:19Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5380635545,140,16.0,5380635547,141,17.9,5380635549,212,20.5,5380635551,213,4.91,5380635543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370581,391,1,1,40,13,aljua8crr0vkwit0j3m59jw9j,0,19.4,12.3,2024-11-24T15:41:19.652Z,2024-11-24T20:18:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380635789,212,63.8,5380635791,213,0.26,5380635787,141,36.3,5380635793,1,,5380635785,140,78.1,5381864279,157,,5380635783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370623,325,1,1,40,15,9qsmopgutr7ut5g6workk8w4i,0,28.2,65.2,2024-11-24T15:41:22.562Z,2024-11-24T20:18:33Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380636043,141,69.5,5380636037,3,,5380636039,56,Back,5380636047,213,0.18,5380636041,140,43.4,5380636045,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370669,392,1,1,40,19,aljua8crr0vkwit0j3m59jw9j,1,52.8,24.8,2024-11-24T15:41:26.611Z,2024-11-24T20:18:44Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380636313,212,14.0,5380636309,141,9.0,5380636315,213,5.41,5380636303,56,Right,5380636305,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370689,393,1,1,40,21,aljua8crr0vkwit0j3m59jw9j,1,69.9,12.0,2024-11-24T15:41:27.859Z,2024-11-24T15:41:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380636401,56,Center,5380636413,213,2.50,5380636407,212,12.6,5380636405,141,23.1,5380636403,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370715,394,1,1,40,21,aljua8crr0vkwit0j3m59jw9j,1,60.3,23.3,2024-11-24T15:41:28.627Z,2024-11-24T15:41:29Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380636527,212,8.9,5380636525,141,12.8,5380636521,140,65.4,5380636529,213,5.36,5380636517,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370789,395,1,1,40,23,aljua8crr0vkwit0j3m59jw9j,1,64.9,12.9,2024-11-24T15:41:29.683Z,2024-11-24T15:41:32Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380636875,141,27.3,5380636877,212,28.0,5380636879,213,2.78,5380636871,56,Back,5380636873,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751370871,396,1,1,40,26,aljua8crr0vkwit0j3m59jw9j,1,25.9,35.0,2024-11-24T15:41:32.804Z,2024-11-24T20:19:09Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380637311,56,Back,5380637319,213,2.16,5380637313,140,18.9,5380637317,212,13.2,5380637315,141,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371003,397,1,1,40,29,aljua8crr0vkwit0j3m59jw9j,1,20.8,56.6,2024-11-24T15:41:36.357Z,2024-11-24T15:41:40Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5380637931,213,1.29,5380637927,212,25.3,5380637905,56,Back,5380637921,141,92.3,5380637913,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371069,398,1,1,40,33,aljua8crr0vkwit0j3m59jw9j,1,31.4,95.1,2024-11-24T15:41:40.564Z,2024-11-24T15:41:43Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380638305,140,40.4,5380638311,213,6.02,5380638307,141,91.4,5380638309,212,9.8,5380638303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371083,399,1,1,40,36,aljua8crr0vkwit0j3m59jw9j,1,40.9,93.0,2024-11-24T15:41:43.059Z,2024-11-24T15:41:43Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380638365,213,2.98,5380638353,56,Back,5380638355,140,31.3,5380638357,141,95.4,5380638415,156,,5380638361,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371121,400,1,1,40,37,aljua8crr0vkwit0j3m59jw9j,0,31.2,94.1,2024-11-24T15:41:44.612Z,2024-11-24T15:41:45Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380638591,213,0.21,5380638589,212,25.9,5380638581,157,,5380638583,56,Left,5380638587,141,100.0,5380638593,1,,5380638585,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371229,326,5,1,40,38,9qsmopgutr7ut5g6workk8w4i,1,46.1,-2.0,2024-11-24T15:41:45.054Z,2024-11-24T15:50:11Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5380639165,347,,5380639201,233,401,5380639163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371135,401,5,1,40,38,aljua8crr0vkwit0j3m59jw9j,0,53.9,102.0,2024-11-24T15:41:45.054Z,2024-11-24T15:50:11Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380639255,233,326,5380638659,56,Left,5380638661,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371263,327,1,1,40,41,9qsmopgutr7ut5g6workk8w4i,1,48.5,0.0,2024-11-24T15:41:48.051Z,2024-11-24T15:41:49Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380639389,212,10.4,5380639381,107,,5380639383,56,Right,5380639385,140,53.7,5380639387,141,11.1,5380639393,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371283,328,1,1,40,42,9qsmopgutr7ut5g6workk8w4i,1,53.8,11.3,2024-11-24T15:41:49.267Z,2024-11-24T20:19:32Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5380639495,140,46.4,5380639499,212,9.0,5380639501,213,3.67,5380639497,141,4.7,5380639493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751592045,828,3,1,40,44,9qsmopgutr7ut5g6workk8w4i,1,42.4,5.5,2024-11-24T15:41:50.839Z,2024-11-24T20:20:18Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5381871805,56,Back,5381871811,465,,5381871809,286,,5381871813,233,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751592039,904,45,1,40,44,aljua8crr0vkwit0j3m59jw9j,0,57.6,94.5,2024-11-24T15:41:50.839Z,2024-11-24T20:20:18Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5381871779,285,,5381871835,233,828,5381871777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371351,329,3,1,40,45,9qsmopgutr7ut5g6workk8w4i,1,43.7,7.6,2024-11-24T15:41:51.811Z,2024-11-24T20:19:51Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380639907,286,,5380639905,56,Back,5380640173,233,402,5381869651,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371383,402,45,1,40,45,aljua8crr0vkwit0j3m59jw9j,0,56.3,92.4,2024-11-24T15:41:51.811Z,2024-11-24T20:19:51Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5380640103,285,,5380640409,233,329,5380640101,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371423,330,1,1,40,45,9qsmopgutr7ut5g6workk8w4i,1,45.7,4.3,2024-11-24T15:41:52.483Z,2024-11-24T20:20:45Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380640335,140,48.3,5380640339,212,6.8,5380640337,141,13.5,5380640341,213,1.16,5380640333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371585,331,1,1,40,47,9qsmopgutr7ut5g6workk8w4i,1,51.3,16.8,2024-11-24T15:41:54.531Z,2024-11-24T20:21:15Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5380641203,140,74.1,5380641211,212,24.1,5380641207,141,20.3,5380641199,56,Right,5380641215,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371595,332,61,1,40,55,9qsmopgutr7ut5g6workk8w4i,0,85.4,31.0,2024-11-24T15:42:01.698Z,2024-11-24T15:42:02Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5380641279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371613,403,56,1,40,55,aljua8crr0vkwit0j3m59jw9j,1,4.6,71.4,2024-11-24T15:42:01.821Z,2024-11-24T16:05:04Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380641383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751371621,333,5,1,40,56,9qsmopgutr7ut5g6workk8w4i,0,101.0,32.4,2024-11-24T15:42:02.707Z,2024-11-24T15:50:12Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5380644539,233,404,5380641407,56,Center,5380641409,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372177,404,5,1,40,56,aljua8crr0vkwit0j3m59jw9j,1,-1.0,67.6,2024-11-24T15:42:02.707Z,2024-11-24T15:50:11Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380644421,346,,5380644419,56,Back,5380644503,233,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372325,405,1,1,41,27,aljua8crr0vkwit0j3m59jw9j,0,3.5,58.4,2024-11-24T15:42:34.293Z,2024-11-24T15:42:35Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5380645247,74,,5380645245,1,,5380645243,213,5.86,5380645339,189,,5380645239,141,28.2,5380645241,212,50.5,5380645235,56,Back,5380645229,124,,5380645237,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372367,336,1,1,41,29,9qsmopgutr7ut5g6workk8w4i,1,53.4,66.1,2024-11-24T15:42:36.312Z,2024-11-24T15:42:37Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380645563,212,8.2,5380645551,56,Center,5380645565,213,5.18,5380645553,140,56.9,5380645561,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372383,337,1,1,41,30,9qsmopgutr7ut5g6workk8w4i,1,57.0,55.4,2024-11-24T15:42:36.978Z,2024-11-24T15:42:38Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5380645641,140,47.8,5380645647,213,3.06,5380645645,212,9.7,5380645643,141,56.6,5380645639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372469,338,1,1,41,31,9qsmopgutr7ut5g6workk8w4i,1,47.8,56.6,2024-11-24T15:42:38.082Z,2024-11-24T15:42:43Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380646137,56,Center,5380646141,141,66.3,5380646143,212,21.9,5380646139,140,67.7,5380646145,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372507,339,1,1,41,36,9qsmopgutr7ut5g6workk8w4i,0,73.2,86.2,2024-11-24T15:42:43.474Z,2024-11-24T15:42:45Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380646333,140,67.2,5380646335,141,74.7,5380646331,56,Center,5380646339,213,4.03,5380646337,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372549,407,1,1,41,39,aljua8crr0vkwit0j3m59jw9j,0,35.3,30.9,2024-11-24T15:42:45.956Z,2024-11-24T20:22:23Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5380646579,141,35.4,5380646577,140,53.3,5380646583,213,0.16,5380646581,212,19.1,5380646573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372637,341,1,1,41,42,9qsmopgutr7ut5g6workk8w4i,1,45.0,62.1,2024-11-24T15:42:49.090Z,2024-11-24T15:42:51Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380647061,140,54.0,5380647059,56,Center,5380647067,213,0.34,5380647065,212,10.0,5380647063,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372729,342,1,1,41,44,9qsmopgutr7ut5g6workk8w4i,1,54.7,60.6,2024-11-24T15:42:50.914Z,2024-11-24T15:42:55Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5380647581,140,54.2,5380647579,56,Center,5380647585,212,24.8,5380647587,213,4.69,5380647583,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372825,343,1,1,41,49,9qsmopgutr7ut5g6workk8w4i,1,56.5,25.8,2024-11-24T15:42:55.778Z,2024-11-24T15:43:00Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5380648185,213,2.07,5380648181,141,48.2,5380648179,140,48.5,5380648183,212,17.4,5380648177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372889,344,1,1,41,53,9qsmopgutr7ut5g6workk8w4i,1,55.5,50.1,2024-11-24T15:43:00.227Z,2024-11-24T15:43:03Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380648593,141,74.4,5380648595,212,17.0,5380648597,213,1.35,5380648589,56,Center,5380648591,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372923,345,1,1,41,56,9qsmopgutr7ut5g6workk8w4i,1,61.2,77.6,2024-11-24T15:43:02.978Z,2024-11-24T15:43:04Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5380648781,140,71.2,5380648779,56,Left,5380648787,213,0.40,5380648785,212,11.4,5380648783,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751372967,346,1,1,41,57,9qsmopgutr7ut5g6workk8w4i,1,71.4,84.1,2024-11-24T15:43:04.034Z,2024-11-24T15:43:06Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5380649051,140,69.9,5380649049,56,Center,5380649057,213,4.57,5380649055,212,11.0,5380649053,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751373063,347,1,1,41,59,9qsmopgutr7ut5g6workk8w4i,1,70.0,68.2,2024-11-24T15:43:05.922Z,2024-11-24T15:43:10Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5380649613,56,Center,5380649617,141,78.2,5380649619,212,6.8,5380649615,140,70.6,5380649621,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751373117,348,1,1,42,3,9qsmopgutr7ut5g6workk8w4i,1,63.1,70.0,2024-11-24T15:43:10.306Z,2024-11-24T15:43:12Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5380649901,140,74.6,5380649899,56,Left,5380649903,141,85.0,5380649905,212,15.8,5380649907,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751373135,349,1,1,42,5,9qsmopgutr7ut5g6workk8w4i,0,74.6,84.8,2024-11-24T15:43:12.546Z,2024-11-24T15:43:13Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380650013,212,7.1,5380650011,141,75.1,5380650007,56,Center,5380650009,140,72.2,5380650015,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751373161,408,1,1,42,6,aljua8crr0vkwit0j3m59jw9j,1,29.2,21.3,2024-11-24T15:43:13.028Z,2024-11-24T20:23:03Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380650169,56,Back,5380650173,141,7.1,5380650175,212,10.4,5380650177,213,5.09,5380650171,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
