id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId
2805816583,472,5,2,51,13,9qsmopgutr7ut5g6workk8w4i,0,18.0,-1.0,2025-04-25T18:11:59.524Z,2025-04-25T19:05:20Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5677905581,56,Back,5677905583,347,,5677907417,233,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805816889,565,5,2,51,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,82.0,101.0,2025-04-25T18:11:59.524Z,2025-04-25T19:05:19Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5677907381,233,472,5677907295,347,,5677907293,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805816993,566,1,2,51,34,9w3sjm5ml4sjr2v81oxzdrt8v,0,84.8,100.0,2025-04-25T18:12:19.892Z,2025-04-25T18:12:24Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677907819,213,4.98,5677907823,1,,5677907815,212,26.8,5677907809,56,Center,5677907813,141,63.3,5677907811,140,91.5,5677907807,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805816985,473,44,2,51,35,9qsmopgutr7ut5g6workk8w4i,1,9.4,40.2,2025-04-25T18:12:21.535Z,2025-04-25T18:13:52Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5677907777,285,,5677907775,56,Back,5677907937,233,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805816997,567,44,2,51,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,90.6,59.8,2025-04-25T18:12:21.536Z,2025-04-25T18:17:33Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5677907837,286,,5677907947,233,473,5677907835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817003,474,12,2,51,36,9qsmopgutr7ut5g6workk8w4i,1,8.2,40.6,2025-04-25T18:12:22.126Z,2025-04-25T21:05:09Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5677907891,15,,5677907865,213,5.48,5677907857,56,Back,5677907859,140,15.7,5677907863,212,11.3,5677907861,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805945095,985,43,2,51,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-25T18:12:22.657Z,2025-04-25T21:04:43Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678614333,56,Center,5678614337,286,0,5678614449,144,44,5678614339,233,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805945091,917,43,2,51,37,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-25T18:12:22.658Z,2025-04-25T21:04:44Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5678614465,144,44,5678614321,285,0,5678614319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818253,583,44,2,51,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,83.8,68.0,2025-04-25T18:12:22.892Z,2025-04-25T19:05:31Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677914339,286,,5677914337,56,Center,5677915395,233,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818393,489,44,2,51,37,9qsmopgutr7ut5g6workk8w4i,0,16.2,32.0,2025-04-25T18:12:22.893Z,2025-04-25T19:05:32Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5677915429,233,583,5677915165,285,,5677915163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817015,568,1,2,51,37,9w3sjm5ml4sjr2v81oxzdrt8v,0,79.0,71.9,2025-04-25T18:12:23.307Z,2025-04-25T22:06:08Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677907925,141,55.8,5677907927,212,12.4,5677907929,213,5.21,5677907923,140,84.6,5677907921,56,Center,5677907919,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817069,475,12,2,51,41,9qsmopgutr7ut5g6workk8w4i,1,14.0,43.6,2025-04-25T18:12:27.254Z,2025-04-25T18:12:34Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5677908153,56,Back,5677908155,140,46.3,5677908171,15,,5677908157,141,43.7,5677908159,212,33.9,5677908161,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817121,569,1,2,51,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.7,69.6,2025-04-25T18:12:27.396Z,2025-04-25T18:14:45Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677908397,140,56.5,5677908399,141,55.5,5677908393,3,,5677908403,213,3.71,5677908395,56,Center,5677908401,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817213,570,1,2,51,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.8,53.3,2025-04-25T18:12:29.891Z,2025-04-25T18:12:34Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5677908777,141,48.2,5677908771,56,Back,5677908775,140,34.0,5677908783,213,3.31,5677908781,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817233,571,1,2,51,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.9,49.9,2025-04-25T18:12:34.244Z,2025-04-25T18:12:35Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5677908897,212,14.6,5677908899,213,0.95,5677908891,56,Back,5677908893,140,38.0,5677908895,141,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817247,572,1,2,51,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.0,67.4,2025-04-25T18:12:34.884Z,2025-04-25T18:12:36Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677908983,212,13.3,5677908981,141,48.2,5677908985,213,4.89,5677908979,140,40.2,5677908977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817307,573,1,2,51,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.4,46.1,2025-04-25T18:12:35.892Z,2025-04-25T18:12:38Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,5677909229,213,4.56,5677909227,212,10.8,5677909225,141,30.4,5677909223,140,38.8,5677909221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817393,574,1,2,51,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.5,43.0,2025-04-25T18:12:41.924Z,2025-04-25T18:12:43Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5677909669,141,55.2,5677909667,140,45.2,5677909673,213,0.87,5677909665,56,Back,5677909671,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817461,575,1,2,51,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.2,55.2,2025-04-25T18:12:43.604Z,2025-04-25T18:12:46Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677910051,213,2.14,5677910045,140,38.8,5677910043,56,Back,5677910049,212,12.5,5677910047,141,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817537,576,1,2,52,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.8,70.7,2025-04-25T18:12:46.788Z,2025-04-25T18:12:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677910481,56,Back,5677910483,140,41.5,5677910485,141,86.0,5677910487,212,10.8,5677910489,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817549,577,1,2,52,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.8,93.3,2025-04-25T18:12:50.964Z,2025-04-25T18:12:52Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677910585,213,6.09,5677910581,141,82.8,5677910583,212,37.6,5677910577,56,Left,5677910579,140,79.0,5677910587,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817623,476,1,2,52,7,9qsmopgutr7ut5g6workk8w4i,0,21.1,19.7,2025-04-25T18:12:53.366Z,2025-04-25T21:05:53Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5677910987,213,5.76,5677910979,56,Back,5677910985,212,14.3,5677910983,141,9.2,5677910981,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805828591,683,61,2,52,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.8,88.8,2025-04-25T18:12:54.154Z,2025-04-25T21:05:52Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5677970287,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817631,477,50,2,52,10,9qsmopgutr7ut5g6workk8w4i,1,32.7,12.0,2025-04-25T18:12:55.974Z,2025-04-25T18:23:00Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5677911023,285,,5677911021,56,Back,5677911161,233,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817651,578,7,2,52,10,9w3sjm5ml4sjr2v81oxzdrt8v,0,67.3,88.0,2025-04-25T18:12:55.975Z,2025-04-25T21:06:29Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5678615619,385,,5677911127,286,,5677911131,233,477,5678615621,178,,5677911123,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805945313,919,61,2,52,10,9qsmopgutr7ut5g6workk8w4i,1,27.5,15.3,2025-04-25T18:12:56.385Z,2025-04-25T21:06:50Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5678615795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817669,478,50,2,52,11,9qsmopgutr7ut5g6workk8w4i,1,28.4,18.5,2025-04-25T18:12:56.743Z,2025-04-25T21:17:10Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5678622323,233,986,5677911231,56,Back,5678616111,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805945349,986,7,2,52,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,71.6,81.5,2025-04-25T18:12:56.744Z,2025-04-25T21:17:10Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5678616075,178,,5678616069,56,Left,5678616071,286,,5678616073,385,,5678622313,233,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817701,479,1,2,52,13,9qsmopgutr7ut5g6workk8w4i,1,30.9,32.8,2025-04-25T18:12:58.895Z,2025-04-25T21:07:32Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677911413,212,16.4,5677911411,141,18.5,5677911415,213,5.65,5677911407,140,43.5,5677911403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817685,579,43,2,52,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-25T18:12:58.948Z,2025-04-25T18:13:01Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5677911395,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817703,480,61,2,52,14,9qsmopgutr7ut5g6workk8w4i,1,43.5,18.5,2025-04-25T18:13:00.527Z,2025-04-25T21:07:33Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5677911427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817743,482,1,2,52,17,9qsmopgutr7ut5g6workk8w4i,0,43.7,4.1,2025-04-25T18:13:03.271Z,2025-04-25T18:13:03Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5677911585,212,8.3,5677911583,141,7.6,5677911581,140,51.3,5677911587,213,0.29,5677911579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817757,580,8,2,52,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.1,84.6,2025-04-25T18:13:03.605Z,2025-04-25T21:07:46Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5678616401,385,,5677911677,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817783,483,5,2,52,18,9qsmopgutr7ut5g6workk8w4i,1,57.0,-1.2,2025-04-25T18:13:04.343Z,2025-04-25T19:05:20Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5677911775,56,Right,5677911777,347,,5677911857,233,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817773,581,5,2,52,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.0,101.2,2025-04-25T18:13:04.343Z,2025-04-25T19:05:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677911735,347,,5677911865,233,483,5677911733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817975,484,1,2,52,32,9qsmopgutr7ut5g6workk8w4i,1,56.0,0.0,2025-04-25T18:13:17.990Z,2025-04-25T18:13:28Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677912809,213,0.93,5677912807,212,18.0,5677912797,140,66.2,5677912781,107,,5677912787,56,Right,5677912803,141,19.7,5677913731,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805817997,485,1,2,52,33,9qsmopgutr7ut5g6workk8w4i,1,66.2,19.7,2025-04-25T18:13:18.902Z,2025-04-25T21:08:01Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5677912921,141,6.7,5677912923,212,10.9,5677912917,56,Right,5677912919,140,60.2,5677912925,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818051,486,1,2,52,34,9qsmopgutr7ut5g6workk8w4i,1,60.2,6.7,2025-04-25T18:13:20.262Z,2025-04-25T18:13:24Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677913271,141,6.8,5677913273,212,40.8,5677913267,140,99.1,5677913263,56,Right,5677913281,1,,5677913261,155,,5677913277,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818057,487,61,2,52,38,9qsmopgutr7ut5g6workk8w4i,1,99.1,6.8,2025-04-25T18:13:24.311Z,2025-04-25T18:13:24Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677913297,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818071,488,5,2,52,39,9qsmopgutr7ut5g6workk8w4i,0,98.0,-1.2,2025-04-25T18:13:25.078Z,2025-04-25T19:05:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677913375,347,,5677913373,56,Right,5677914199,233,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818221,582,5,2,52,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.0,101.2,2025-04-25T18:13:25.078Z,2025-04-25T19:05:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677914129,347,,5677914175,233,488,5677914125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818427,584,1,2,52,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.9,100.0,2025-04-25T18:13:42.659Z,2025-04-25T18:13:44Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677915343,212,27.2,5677915341,141,92.0,5677915335,107,,5677915339,140,33.1,5677915337,56,Back,5677915345,213,6.05,5677915347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818471,585,1,2,52,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.0,88.4,2025-04-25T18:13:44.868Z,2025-04-25T18:13:47Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5677915569,141,77.7,5677915567,140,43.0,5677915565,56,Back,5677915571,212,10.3,5677915573,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818507,586,1,2,53,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.2,76.2,2025-04-25T18:13:47.219Z,2025-04-25T18:13:49Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5677915681,141,62.6,5677915683,212,9.4,5677915685,213,4.87,5677915679,140,44.6,5677915677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818555,587,1,2,53,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.9,45.5,2025-04-25T18:13:49.235Z,2025-04-25T18:13:59Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,1.0,5677915905,141,28.6,5677916715,210,15,5677915903,140,57.2,5677915901,56,Center,5677915909,213,5.36,5677915907,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818653,490,45,2,53,6,9qsmopgutr7ut5g6workk8w4i,0,22.2,72.6,2025-04-25T18:13:51.620Z,2025-04-25T19:05:14Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5677916391,285,,5677916389,56,Back,5677916461,233,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818615,588,3,2,53,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,77.8,27.4,2025-04-25T18:13:51.620Z,2025-04-25T21:08:28Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5677916235,56,Center,5677916241,286,,5677916441,233,490,5678616909,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818621,589,15,2,53,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.7,29.1,2025-04-25T18:13:54.036Z,2025-04-25T21:08:37Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5677916755,29,,5677916255,22,,5677916259,56,Center,5677916763,103,4.4,5677916769,147,47.5,5677916753,78,,5677916765,215,,5677916757,55,587,5677916257,18,5677916347,20,5677916761,102,50.7,5677917215,233,491,5677916767,146,,,,,,,,,,,,,,,,,98.4,,,
2805818677,491,10,2,53,8,9qsmopgutr7ut5g6workk8w4i,1,3.1,50.1,2025-04-25T18:13:54.136Z,2025-04-25T21:08:46Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5678617095,173,,5677916509,56,Back,5677916507,182,,5678617097,376,,5677917193,180,,5677917267,233,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805818687,492,52,2,53,10,9qsmopgutr7ut5g6workk8w4i,1,3.1,50.1,2025-04-25T18:13:56.373Z,2025-04-25T21:08:49Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5678617161,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819049,493,1,2,53,18,9qsmopgutr7ut5g6workk8w4i,1,15.0,56.4,2025-04-25T18:14:03.878Z,2025-04-25T21:09:00Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5677918613,189,,5677918567,213,1.68,5677918565,212,2.8,5677918557,123,,5677918559,56,Back,5677918563,141,60.5,5677918561,140,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805945573,920,1,2,53,25,9qsmopgutr7ut5g6workk8w4i,1,13.7,69.7,2025-04-25T18:14:10.902Z,2025-04-25T21:09:13Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5678617567,213,1.18,5678617565,212,15.5,5678617557,189,,5678617559,56,Back,5678617563,141,90.8,5678617561,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819087,494,1,2,53,29,9qsmopgutr7ut5g6workk8w4i,1,20.4,90.3,2025-04-25T18:14:15.366Z,2025-04-25T21:09:21Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5677918821,155,,5677918823,196,,5677918835,1,,5677918825,56,Back,5677918831,212,53.7,5677918833,213,4.71,5677918827,140,20.5,5677918829,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819241,495,1,2,53,30,9qsmopgutr7ut5g6workk8w4i,0,20.5,11.4,2025-04-25T18:14:15.714Z,2025-04-25T18:14:28Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677919533,140,21.5,5677919637,286,,5677919531,56,Back,5677919535,141,9.8,5677919537,212,1.5,5677919631,236,,5677919633,233,590,5677919539,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819133,590,74,2,53,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.0,77.1,2025-04-25T18:14:15.715Z,2025-04-25T19:05:18Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677919015,285,,5677919657,233,495,5677919013,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819517,497,51,2,53,31,9qsmopgutr7ut5g6workk8w4i,1,19.9,16.7,2025-04-25T18:14:16.975Z,2025-04-25T18:14:40Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677921505,169,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819235,592,1,2,53,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.2,81.5,2025-04-25T18:14:18.947Z,2025-04-25T21:09:42Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,1.0,5677919499,213,4.69,5677919495,212,9.2,5678617975,154,,5677921047,210,13,5677919485,56,Center,5677919493,141,68.0,5677919491,140,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819245,593,13,2,53,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,86.4,63.0,2025-04-25T18:14:21.811Z,2025-04-25T21:09:42Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5677920503,20,,5677921063,55,592,5678617977,17,,5677919553,22,,5677921071,230,99.5,5677921069,103,4.2,5677921057,83,,5677921075,231,50.5,5677921061,29,5678617979,154,5677919557,56,Center,5677921067,102,58.2,,,,,,,,,,,,,,,,,,,,,,
2805819303,594,43,2,53,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-25T18:14:24.541Z,2025-04-25T18:14:29Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5677920361,144,61,5677919843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819433,496,5,2,53,42,9qsmopgutr7ut5g6workk8w4i,1,-1.4,39.3,2025-04-25T18:14:27.764Z,2025-04-25T19:05:21Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677920489,346,,5677920539,233,595,5677920487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819431,595,5,2,53,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,101.4,60.7,2025-04-25T18:14:27.764Z,2025-04-25T18:14:33Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5677920479,56,Center,5677920557,233,496,5677920481,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819787,498,1,2,54,1,9qsmopgutr7ut5g6workk8w4i,1,5.4,38.0,2025-04-25T18:14:46.662Z,2025-04-25T18:14:49Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5677922495,237,,5677922483,56,Back,5677922481,124,,5677922489,212,4.3,5677922487,141,44.2,5677922491,213,1.77,5677922485,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819859,499,1,2,54,3,9qsmopgutr7ut5g6workk8w4i,1,13.1,44.2,2025-04-25T18:14:49.494Z,2025-04-25T18:14:53Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5677922921,1,,5677922915,141,8.9,5677922917,212,38.0,5677922919,213,5.60,5677922911,56,Back,5677922909,155,,5677922913,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819863,500,61,2,54,7,9qsmopgutr7ut5g6workk8w4i,1,39.5,8.9,2025-04-25T18:14:53.460Z,2025-04-25T18:14:53Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677922933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819881,501,1,2,54,8,9qsmopgutr7ut5g6workk8w4i,1,41.2,5.0,2025-04-25T18:14:54.406Z,2025-04-25T18:14:55Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5677923031,140,29.2,5677923033,141,15.9,5677923029,56,Back,5677923035,212,14.6,5677923037,213,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805819917,502,1,2,54,9,9qsmopgutr7ut5g6workk8w4i,1,29.2,15.9,2025-04-25T18:14:55.382Z,2025-04-25T18:14:57Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677923257,140,39.4,5677923263,213,0.80,5677923259,141,32.2,5677923261,212,15.4,5677923255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805820079,503,1,2,54,11,9qsmopgutr7ut5g6workk8w4i,1,39.6,32.5,2025-04-25T18:14:57.142Z,2025-04-25T18:16:34Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,1.0,5677924199,56,Left,5677924201,140,66.3,5677924203,141,92.3,5677924197,155,,5677924205,212,49.4,5677924207,213,0.97,5677924209,1,,5677933407,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
