id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2719398563,340,1,1,42,19,anga7587r1zv4ey71ge9zxol3,0,67.3,0.0,2024-09-13T17:47:11.473Z,2024-09-13T17:47:14Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5206069655,238,,5206069533,107,,5206069541,212,12.1,5206069543,213,0.92,5206069537,140,74.3,5206069539,141,13.2,5206069535,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398655,376,1,1,42,25,36g6ifzjliec1jqnbtf7yesme,1,11.8,63.0,2024-09-13T17:47:16.941Z,2024-09-13T17:47:21Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5206069977,56,Back,5206069979,140,22.6,5206069985,213,0.38,5206069983,212,12.2,5206069981,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398685,377,1,1,42,29,36g6ifzjliec1jqnbtf7yesme,1,22.6,69.7,2024-09-13T17:47:20.764Z,2024-09-13T17:47:24Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206070093,56,Back,5206070097,141,37.9,5206070101,213,4.69,5206070099,212,21.6,5206070095,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398699,378,1,1,42,32,36g6ifzjliec1jqnbtf7yesme,1,21.7,37.3,2024-09-13T17:47:23.804Z,2024-09-13T17:47:26Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5206070163,56,Back,5206070171,213,5.24,5206070167,141,16.2,5206070169,212,16.6,5206070165,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398743,379,1,1,42,34,36g6ifzjliec1jqnbtf7yesme,1,29.5,16.2,2024-09-13T17:47:25.980Z,2024-09-13T17:47:29Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206070377,140,22.9,5206070385,1,,5206070379,141,70.3,5206070375,56,Back,5206070383,213,1.76,5206070381,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398755,380,1,1,42,37,36g6ifzjliec1jqnbtf7yesme,1,23.3,73.3,2024-09-13T17:47:29.404Z,2024-09-13T17:47:31Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206070463,213,0.99,5206070457,140,30.4,5206070455,56,Back,5206070461,212,13.6,5206070459,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398793,381,1,1,42,39,36g6ifzjliec1jqnbtf7yesme,1,31.1,91.2,2024-09-13T17:47:31.164Z,2024-09-13T17:47:34Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206070613,140,43.6,5206070611,56,Back,5206070617,212,13.2,5206070615,141,93.2,5206070619,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398791,343,45,1,42,42,anga7587r1zv4ey71ge9zxol3,0,52.8,10.7,2024-09-13T17:47:33.857Z,2024-09-13T17:47:38Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206070607,56,Right,5206070823,233,382,5206070609,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398835,382,3,1,42,42,36g6ifzjliec1jqnbtf7yesme,1,48.0,87.6,2024-09-13T17:47:33.857Z,2024-09-13T17:47:38Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5206070805,233,343,5206070789,56,Back,5206070791,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398891,383,1,1,42,45,36g6ifzjliec1jqnbtf7yesme,1,65.3,64.2,2024-09-13T17:47:37.500Z,2024-09-13T17:48:11Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,1.0,,5206071081,140,71.2,5206071085,212,16.8,5206071083,141,41.2,5206072309,210,15,5206071087,213,5.09,5206071079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398895,384,15,1,42,51,36g6ifzjliec1jqnbtf7yesme,1,76.4,48.8,2024-09-13T17:47:42.588Z,2024-09-13T17:48:12Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5206071103,18,,5206072341,215,,5206072363,233,344,5206071101,22,,5206072343,146,81.0,5206072091,72,,5206072347,230,98.8,5206072339,103,19,5206072333,55,383,5206072345,147,48.4,5206072349,231,5206072337,102,46.6,5206072331,29,,5206072095,82,,50.5,5206072329,80,5206071105,56,,Center,,,,,
2719398887,344,10,1,42,51,anga7587r1zv4ey71ge9zxol3,1,19.0,51.6,2024-09-13T17:47:42.688Z,2024-09-13T17:48:13Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206071069,94,,5206071071,56,Back,5206072389,233,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398905,385,61,1,42,52,36g6ifzjliec1jqnbtf7yesme,1,73.5,40.0,2024-09-13T17:47:43.929Z,2024-09-13T17:47:44Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5206071131,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398931,386,1,1,42,54,36g6ifzjliec1jqnbtf7yesme,0,85.5,25.3,2024-09-13T17:47:45.660Z,2024-09-13T17:47:46Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206071269,213,1.21,5206071265,141,49.3,5206071259,155,,5206071261,56,Center,5206071267,212,17.4,5206071263,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398941,345,12,1,42,55,anga7587r1zv4ey71ge9zxol3,1,7.5,51.6,2024-09-13T17:47:47.056Z,2024-09-13T17:47:49Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5206071311,140,11.8,5206071313,141,40.9,5206071315,212,8.6,5206071309,56,Back,5206071317,213,5.27,5206071345,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398995,346,12,1,42,57,anga7587r1zv4ey71ge9zxol3,1,11.8,40.9,2024-09-13T17:47:48.960Z,2024-09-13T17:47:53Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5206071593,141,28.3,5206071591,140,16.2,5206071589,56,Back,5206071597,213,5.21,5206071595,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719398999,387,1,1,43,0,36g6ifzjliec1jqnbtf7yesme,1,80.4,76.9,2024-09-13T17:47:52.205Z,2024-09-13T17:48:22Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,1.0,,5206071609,141,40.6,5206071605,56,Center,5206071883,154,,5206071611,212,27.5,5206071607,140,92.0,5206072671,2,,5206071613,213,5.17,5206071603,155,,5206071881,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399005,388,44,1,43,1,36g6ifzjliec1jqnbtf7yesme,1,91.0,38.8,2024-09-13T17:47:53.135Z,2024-09-13T17:47:55Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206071629,56,Center,5206071677,233,347,5206071631,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399001,347,44,1,43,1,anga7587r1zv4ey71ge9zxol3,0,8.6,60.6,2024-09-13T17:47:53.136Z,2024-09-13T17:47:55Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5206071681,233,388,5206071621,56,Back,5206071623,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399009,389,13,1,43,2,36g6ifzjliec1jqnbtf7yesme,1,91.0,44.5,2024-09-13T17:47:53.724Z,2024-09-13T17:48:23Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206071901,231,48.9,5206071895,102,42.7,5206071899,230,97.7,5206071885,87,,5206071889,154,,5206071787,328,,5206071651,17,,5206071887,29,,5206071891,55,387,5206071783,15,,5206071653,56,5206071897,103,51.4,5206071649,22,,,,,Center,,,,,,,,,,,
2719399019,348,5,1,43,2,anga7587r1zv4ey71ge9zxol3,1,-1.2,59.6,2024-09-13T17:47:54.513Z,2024-09-13T17:47:58Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5206071709,56,Back,5206071717,233,390,5206071711,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399015,390,5,1,43,2,36g6ifzjliec1jqnbtf7yesme,0,101.2,40.4,2024-09-13T17:47:54.513Z,2024-09-13T17:48:37Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206071695,346,,5206071693,56,Center,5206071733,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399463,349,1,1,44,2,anga7587r1zv4ey71ge9zxol3,0,5.2,40.7,2024-09-13T17:48:53.696Z,2024-09-13T17:48:57Z,84f41rjxyp3rthpk1fu66wrqi,J. Krumrey,,,5206073911,213,6.16,5206073901,124,,5206073921,74,,5206073909,212,56.5,5206073905,140,58.6,5206073903,56,Center,5206073913,1,,5206073907,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399477,391,44,1,44,4,36g6ifzjliec1jqnbtf7yesme,1,41.0,68.0,2024-09-13T17:48:56.288Z,2024-09-13T17:48:58Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206073967,285,,5206073989,233,350,5206073965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399467,350,44,1,44,4,anga7587r1zv4ey71ge9zxol3,0,59.3,33.8,2024-09-13T17:48:56.289Z,2024-09-13T17:48:57Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5206073937,56,Center,5206074019,233,391,5206073939,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399491,392,1,1,44,5,36g6ifzjliec1jqnbtf7yesme,0,40.0,62.7,2024-09-13T17:48:57.179Z,2024-09-13T17:48:58Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206074053,56,Back,5206074057,141,100.0,5206074051,3,,5206074061,213,1.56,5206074059,212,26.7,5206074055,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399503,351,5,1,44,6,anga7587r1zv4ey71ge9zxol3,1,60.6,-1.8,2024-09-13T17:48:58.144Z,2024-09-13T17:56:32Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5206074115,56,Right,5206074119,233,393,5206074117,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399495,393,5,1,44,6,36g6ifzjliec1jqnbtf7yesme,0,39.4,101.8,2024-09-13T17:48:58.144Z,2024-09-13T17:49:01Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206074081,347,,5206074125,233,351,5206074079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399573,352,1,1,44,11,anga7587r1zv4ey71ge9zxol3,1,63.1,0.0,2024-09-13T17:49:03.136Z,2024-09-13T17:49:07Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5206074451,212,33.9,5206074443,107,,5206074453,213,2.92,5206074449,141,9.1,5206074445,56,Back,5206074447,140,31.6,5206074457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399611,353,1,1,44,16,anga7587r1zv4ey71ge9zxol3,1,30.1,9.5,2024-09-13T17:49:07.664Z,2024-09-13T17:49:13Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5206074609,141,40.9,5206074605,56,Back,5206074607,140,10.0,5206074611,212,30.0,5206074613,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399625,354,1,1,44,21,anga7587r1zv4ey71ge9zxol3,1,9.4,36.4,2024-09-13T17:49:13.249Z,2024-09-13T17:49:15Z,84f41rjxyp3rthpk1fu66wrqi,J. Krumrey,,,5206074693,212,46.0,5206074685,155,,5206074689,140,47.3,5206074697,1,,5206074687,56,Back,5206074691,141,2.6,5206074695,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399629,355,44,1,44,23,anga7587r1zv4ey71ge9zxol3,1,46.4,8.6,2024-09-13T17:49:14.992Z,2024-09-13T17:49:16Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5206074725,233,394,5206074705,285,,5206074703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399633,394,44,1,44,23,36g6ifzjliec1jqnbtf7yesme,0,53.3,93.4,2024-09-13T17:49:14.993Z,2024-09-13T17:49:16Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206074729,233,355,5206074713,286,,5206074711,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399647,356,1,1,44,23,anga7587r1zv4ey71ge9zxol3,0,47.3,2.6,2024-09-13T17:49:15.377Z,2024-09-13T17:49:17Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5206074779,212,9.1,5206074775,140,53.4,5206074777,141,12.2,5206074771,3,,5206074781,213,0.79,5206074773,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399657,395,1,1,44,25,36g6ifzjliec1jqnbtf7yesme,0,42.5,82.3,2024-09-13T17:49:17.307Z,2024-09-13T17:49:17Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206074835,212,4.2,5206074829,56,Back,5206074837,213,0.64,5206074831,140,45.7,5206074833,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399663,357,1,1,44,26,anga7587r1zv4ey71ge9zxol3,1,52.5,14.6,2024-09-13T17:49:17.840Z,2024-09-13T17:49:18Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206074897,213,6.17,5206074889,56,Right,5206074893,141,13.5,5206074895,212,6.7,5206074891,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399679,358,1,1,44,27,anga7587r1zv4ey71ge9zxol3,1,58.8,13.5,2024-09-13T17:49:18.656Z,2024-09-13T17:49:20Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5206074981,212,15.5,5206074983,213,1.57,5206074975,56,Center,5206074979,141,36.3,5206074977,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399701,359,1,1,44,28,anga7587r1zv4ey71ge9zxol3,1,58.8,36.3,2024-09-13T17:49:20.223Z,2024-09-13T17:49:22Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5206075107,212,8.5,5206075105,141,42.8,5206075109,213,2.59,5206075103,140,51.9,5206075101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399709,360,1,1,44,30,anga7587r1zv4ey71ge9zxol3,0,52.1,43.6,2024-09-13T17:49:22.496Z,2024-09-13T17:49:24Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5206075153,140,63.8,5206075151,56,Center,5206075157,141,62.6,5206075161,213,0.81,5206075159,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399713,396,1,1,44,32,36g6ifzjliec1jqnbtf7yesme,1,40.7,32.1,2024-09-13T17:49:24.191Z,2024-09-13T17:59:26Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206079883,141,27.0,5206079879,56,Back,5206079887,213,3.59,5206079881,140,33.8,5206079885,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399759,398,1,1,44,36,36g6ifzjliec1jqnbtf7yesme,1,22.8,26.7,2024-09-13T17:49:28.284Z,2024-09-13T17:49:31Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206075351,213,6.18,5206075343,56,Back,5206075349,212,12.8,5206075345,140,34.9,5206075347,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399773,399,1,1,44,39,36g6ifzjliec1jqnbtf7yesme,1,34.6,21.6,2024-09-13T17:49:31.004Z,2024-09-13T17:49:32Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5206075407,56,Back,5206075413,212,12.8,5206075409,140,26.2,5206075415,213,3.95,5206075411,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399781,400,1,1,44,40,36g6ifzjliec1jqnbtf7yesme,0,26.2,7.7,2024-09-13T17:49:32.461Z,2024-09-13T17:49:33Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206075477,140,44.2,5206075475,56,Back,5206075479,141,33.4,5206075483,213,0.75,5206075473,155,,5206075481,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399811,361,1,1,44,42,anga7587r1zv4ey71ge9zxol3,1,56.1,64.2,2024-09-13T17:49:34.464Z,2024-09-13T17:49:36Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5206075613,3,,5206075617,140,62.2,5206075627,213,0.16,5206075621,141,65.7,5206075625,212,6.5,5206075615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399819,362,61,1,44,45,anga7587r1zv4ey71ge9zxol3,0,62.6,65.7,2024-09-13T17:49:36.592Z,2024-09-13T17:49:36Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206075647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399853,401,1,1,44,46,36g6ifzjliec1jqnbtf7yesme,1,33.0,34.9,2024-09-13T17:49:37.675Z,2024-09-13T17:49:40Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206075797,213,1.79,5206075789,56,Back,5206075793,141,76.0,5206075795,212,28.6,5206075791,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399903,402,1,1,44,48,36g6ifzjliec1jqnbtf7yesme,0,27.7,76.9,2024-09-13T17:49:40.348Z,2024-09-13T17:49:44Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206075983,212,51.3,5206075981,141,79.3,5206075987,1,,5206075977,56,Left,5206075985,213,0.03,5206075979,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399919,364,1,1,44,52,anga7587r1zv4ey71ge9zxol3,1,19.0,13.2,2024-09-13T17:49:44.495Z,2024-09-13T17:49:47Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5206076075,140,2.3,5206076079,212,21.4,5206076077,141,31.3,5206076081,213,2.53,5206076073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399937,365,1,1,44,55,anga7587r1zv4ey71ge9zxol3,0,2.3,31.3,2024-09-13T17:49:47.376Z,2024-09-13T17:49:51Z,84f41rjxyp3rthpk1fu66wrqi,J. Krumrey,,,5206076191,213,0.01,5206076187,141,32.4,5206076183,56,Center,5206076189,212,50.2,5206076185,140,50.1,5206076193,1,,5206076181,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399951,403,44,1,44,59,36g6ifzjliec1jqnbtf7yesme,1,48.4,66.6,2024-09-13T17:49:50.814Z,2024-09-13T17:59:47Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206076255,285,,5206076261,233,366,5206076253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399947,366,44,1,44,59,anga7587r1zv4ey71ge9zxol3,0,53.0,34.4,2024-09-13T17:49:50.815Z,2024-09-13T17:49:52Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5206076247,286,,5206076271,233,403,5206076245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399961,404,1,1,44,59,36g6ifzjliec1jqnbtf7yesme,0,44.1,63.6,2024-09-13T17:49:51.501Z,2024-09-13T17:51:49Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206076311,141,65.1,5206076313,212,11.9,5206076305,3,,5206076309,140,55.4,5206076315,213,0.09,5206076307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399953,367,61,1,45,0,anga7587r1zv4ey71ge9zxol3,1,50.1,32.4,2024-09-13T17:49:51.882Z,2024-09-13T17:50:20Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5206076267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399963,405,61,1,45,1,36g6ifzjliec1jqnbtf7yesme,0,55.3,64.8,2024-09-13T17:49:52.956Z,2024-09-13T18:00:01Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206076319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719399989,368,3,1,45,4,anga7587r1zv4ey71ge9zxol3,0,61.8,60.2,2024-09-13T17:49:56.111Z,2024-09-13T18:28:00Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5206076513,286,,5206076511,56,Center,5206077679,233,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400003,406,7,1,45,4,36g6ifzjliec1jqnbtf7yesme,1,38.2,39.8,2024-09-13T17:49:56.112Z,2024-09-13T17:50:32Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206076585,285,,5206076599,233,368,5206076583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400025,408,1,1,45,7,36g6ifzjliec1jqnbtf7yesme,1,31.0,43.6,2024-09-13T17:49:58.778Z,2024-09-13T17:49:59Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5206076675,56,Back,5206076679,141,59.1,5206076677,140,30.1,5206076681,212,10.6,5206076683,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400037,409,1,1,45,7,36g6ifzjliec1jqnbtf7yesme,1,30.1,59.1,2024-09-13T17:49:59.548Z,2024-09-13T17:50:01Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206076769,140,35.8,5206076773,212,16.0,5206076775,213,5.10,5206076767,56,Back,5206076771,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400039,410,61,1,45,9,36g6ifzjliec1jqnbtf7yesme,0,35.8,37.3,2024-09-13T17:50:01.243Z,2024-09-13T17:50:05Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206076779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400049,369,61,1,45,11,anga7587r1zv4ey71ge9zxol3,0,59.3,61.4,2024-09-13T17:50:02.832Z,2024-09-13T17:50:02Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206076837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400065,411,1,1,45,14,36g6ifzjliec1jqnbtf7yesme,1,42.5,31.8,2024-09-13T17:50:06.315Z,2024-09-13T17:50:07Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206076909,140,62.8,5206076915,213,5.67,5206076907,56,Right,5206076911,141,9.7,5206076913,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400075,412,1,1,45,16,36g6ifzjliec1jqnbtf7yesme,1,65.9,11.9,2024-09-13T17:50:07.611Z,2024-09-13T17:50:10Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206076943,140,47.8,5206076941,56,Back,5206076947,212,19.2,5206076949,213,3.27,5206076945,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400095,413,1,1,45,19,36g6ifzjliec1jqnbtf7yesme,1,48.5,10.7,2024-09-13T17:50:10.795Z,2024-09-13T17:50:13Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5206077023,56,Back,5206077031,213,2.02,5206077025,140,41.2,5206077029,212,17.8,5206077027,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400131,414,1,1,45,21,36g6ifzjliec1jqnbtf7yesme,1,41.2,34.5,2024-09-13T17:50:12.987Z,2024-09-13T17:50:18Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5206077181,212,23.0,5206077183,213,1.28,5206077179,141,66.9,5206077175,56,Back,5206077177,140,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400167,415,1,1,45,26,36g6ifzjliec1jqnbtf7yesme,1,55.9,68.1,2024-09-13T17:50:18.283Z,2024-09-13T17:50:23Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206077361,56,Left,5206077369,213,0.72,5206077365,141,91.2,5206077363,140,73.1,5206077367,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400181,416,1,1,45,31,36g6ifzjliec1jqnbtf7yesme,1,69.2,87.5,2024-09-13T17:50:23.547Z,2024-09-13T17:50:25Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5206077449,56,Center,5206077457,213,4.34,5206077453,141,75.9,5206077455,212,8.5,5206077451,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400199,417,1,1,45,33,36g6ifzjliec1jqnbtf7yesme,1,65.6,76.0,2024-09-13T17:50:25.323Z,2024-09-13T17:50:28Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5206077541,56,Center,5206077543,140,58.3,5206077545,141,41.0,5206077549,213,4.40,5206077547,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400211,418,1,1,45,36,36g6ifzjliec1jqnbtf7yesme,1,58.2,40.9,2024-09-13T17:50:28.028Z,2024-09-13T17:50:30Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206077605,213,4.08,5206077599,140,53.3,5206077603,212,8.7,5206077597,56,Center,5206077601,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
