id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2708062969,456,12,2,45,14,9qsmopgutr7ut5g6workk8w4i,1,11.4,83.6,2024-08-11T15:03:25.805Z,2024-08-11T16:24:53Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5143534535,212,1.7,5143534537,213,1.57,5143534529,56,Back,5143534533,141,86.1,5143939913,15,,5143534531,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708062987,466,61,2,45,15,5rz9enoyknpg8ji78za5b82p0,1,87.0,15.8,2024-08-11T15:03:26.894Z,2024-08-11T15:03:27Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5143534639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063027,457,5,2,45,16,9qsmopgutr7ut5g6workk8w4i,1,12.4,101.8,2024-08-11T15:03:27.384Z,2024-08-11T15:58:20Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5143534849,56,Back,5143534851,347,,5143534873,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708062995,467,5,2,45,16,5rz9enoyknpg8ji78za5b82p0,0,87.6,-1.8,2024-08-11T15:03:27.384Z,2024-08-11T15:58:21Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5143534887,233,457,5143534699,347,,5143534697,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063043,458,1,2,45,18,9qsmopgutr7ut5g6workk8w4i,1,10.7,100.0,2024-08-11T15:03:29.789Z,2024-08-11T15:03:31Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143534935,140,19.1,5143534939,212,10.0,5143534941,213,5.79,5143534937,141,95.0,5143534931,107,,5143534933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063053,459,1,2,45,19,9qsmopgutr7ut5g6workk8w4i,0,19.1,94.7,2024-08-11T15:03:30.872Z,2024-08-11T18:05:11Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5143535005,213,0.06,5143534999,140,23.5,5143534997,56,Back,5143954007,286,,5143535003,212,4.6,5143954005,236,,5144322799,233,468,5143953835,1,,5143535001,141,95.1,5143953833,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063039,468,74,2,45,19,5rz9enoyknpg8ji78za5b82p0,1,76.1,7.4,2024-08-11T15:03:30.873Z,2024-08-11T15:03:32Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143534915,56,Right,5143535037,233,459,5143534917,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063069,469,44,2,45,21,5rz9enoyknpg8ji78za5b82p0,1,78.6,6.1,2024-08-11T15:03:32.338Z,2024-08-11T16:00:25Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5143535225,233,460,5143535071,286,,5143535069,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063075,460,44,2,45,21,9qsmopgutr7ut5g6workk8w4i,0,21.4,93.9,2024-08-11T15:03:32.339Z,2024-08-11T16:00:25Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5143535137,56,Back,5143535253,233,469,5143535139,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063095,470,1,2,45,21,5rz9enoyknpg8ji78za5b82p0,1,76.8,7.4,2024-08-11T15:03:32.681Z,2024-08-11T15:03:33Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5143535183,3,,5143535189,141,6.4,5143535185,56,Right,5143535193,213,3.25,5143535187,140,70.7,5143535191,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063133,472,1,2,45,22,5rz9enoyknpg8ji78za5b82p0,1,70.7,6.4,2024-08-11T15:03:33.598Z,2024-08-11T15:03:35Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143535403,140,70.8,5143535401,56,Right,5143535409,213,1.52,5143535405,141,9.4,5143535407,212,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137851,905,83,2,45,24,9qsmopgutr7ut5g6workk8w4i,1,29.1,80.1,2024-08-11T15:03:35.262Z,2024-08-11T16:28:24Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5143956605,399,8og8nxbkcb63van4llvpkbe8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063159,473,1,2,45,24,5rz9enoyknpg8ji78za5b82p0,1,70.8,9.4,2024-08-11T15:03:35.578Z,2024-08-11T15:03:37Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5143535547,141,8.5,5143535543,140,56.4,5143535551,213,3.18,5143535549,212,15.1,5143535539,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063199,474,1,2,45,26,5rz9enoyknpg8ji78za5b82p0,1,56.4,8.5,2024-08-11T15:03:37.561Z,2024-08-11T15:03:40Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143535767,56,Back,5143535773,212,22.1,5143535775,213,2.19,5143535771,141,34.9,5143535769,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063249,475,1,2,45,29,5rz9enoyknpg8ji78za5b82p0,1,44.0,34.8,2024-08-11T15:03:40.617Z,2024-08-11T15:03:45Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143536043,56,Center,5143536051,213,1.29,5143536045,140,51.9,5143536049,212,30.5,5143536047,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063263,476,1,2,45,33,5rz9enoyknpg8ji78za5b82p0,1,51.9,77.0,2024-08-11T15:03:44.889Z,2024-08-11T15:03:46Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143536129,56,Center,5143536137,213,5.74,5143536131,140,58.8,5143536135,212,8.5,5143536133,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063293,477,1,2,45,35,5rz9enoyknpg8ji78za5b82p0,1,58.8,70.6,2024-08-11T15:03:46.346Z,2024-08-11T15:03:48Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5143536279,141,83.0,5143536275,56,Left,5143536277,140,51.4,5143536281,212,11.5,5143536283,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063319,478,1,2,45,37,5rz9enoyknpg8ji78za5b82p0,1,48.1,80.3,2024-08-11T15:03:48.825Z,2024-08-11T15:03:51Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143536413,212,14.7,5143536405,56,Back,5143536411,141,62.7,5143536407,140,40.0,5143536417,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063369,479,1,2,45,39,5rz9enoyknpg8ji78za5b82p0,1,40.2,58.7,2024-08-11T15:03:50.953Z,2024-08-11T15:03:56Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143536699,140,46.9,5143536703,212,26.1,5143536705,213,4.99,5143536697,56,Back,5143536701,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063393,480,1,2,45,45,5rz9enoyknpg8ji78za5b82p0,1,57.7,19.5,2024-08-11T15:03:56.538Z,2024-08-11T15:03:59Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143536843,141,30.3,5143536839,56,Center,5143536841,140,77.5,5143536845,212,22.0,5143536847,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063439,481,1,2,45,48,5rz9enoyknpg8ji78za5b82p0,1,78.0,30.6,2024-08-11T15:03:59.530Z,2024-08-11T15:04:03Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5143537081,212,8.7,5143537083,213,1.51,5143537079,141,43.4,5143537075,56,Center,5143537077,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063441,482,61,2,45,50,5rz9enoyknpg8ji78za5b82p0,0,83.5,43.4,2024-08-11T15:04:01.773Z,2024-08-11T16:29:24Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143537089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063445,461,12,2,45,50,9qsmopgutr7ut5g6workk8w4i,1,11.7,58.5,2024-08-11T15:04:01.774Z,2024-08-11T16:29:30Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143961167,141,58.7,5143961171,213,0.06,5143961169,212,2.4,5143961165,140,14.0,5143537101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063477,463,1,2,45,52,9qsmopgutr7ut5g6workk8w4i,1,8.5,57.9,2024-08-11T15:04:03.982Z,2024-08-11T15:04:05Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5143537279,140,15.4,5143537283,212,12.9,5143537281,141,42.2,5143537277,56,Back,5143537285,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063499,464,1,2,45,54,9qsmopgutr7ut5g6workk8w4i,1,15.4,42.2,2024-08-11T15:04:05.822Z,2024-08-11T15:04:08Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5143537363,141,7.3,5143537361,140,9.8,5143537365,212,24.4,5143537359,56,Back,5143537367,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063537,465,1,2,45,57,9qsmopgutr7ut5g6workk8w4i,1,9.5,7.1,2024-08-11T15:04:08.750Z,2024-08-11T15:04:11Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5143537599,213,0.29,5143537595,141,12.9,5143537597,212,13.9,5143537593,140,22.2,5143537591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063549,466,61,2,45,59,9qsmopgutr7ut5g6workk8w4i,0,22.5,13.2,2024-08-11T15:04:10.390Z,2024-08-11T15:04:18Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5143537623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063531,483,1,2,45,59,5rz9enoyknpg8ji78za5b82p0,1,65.5,73.6,2024-08-11T15:04:10.586Z,2024-08-11T15:04:11Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5143537559,140,66.3,5143537557,56,Left,5143537565,213,1.44,5143537563,212,6.2,5143537561,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063601,485,1,2,46,2,5rz9enoyknpg8ji78za5b82p0,1,70.1,90.3,2024-08-11T15:04:13.402Z,2024-08-11T15:04:15Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143537879,140,60.5,5143537883,212,10.6,5143537885,213,3.45,5143537877,56,Left,5143537881,141,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063641,486,1,2,46,3,5rz9enoyknpg8ji78za5b82p0,1,58.8,83.5,2024-08-11T15:04:14.954Z,2024-08-11T15:04:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143538093,140,60.5,5143538091,56,Center,5143538097,212,6.4,5143538099,213,5.00,5143538095,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063675,487,1,2,46,6,5rz9enoyknpg8ji78za5b82p0,1,62.4,68.5,2024-08-11T15:04:17.979Z,2024-08-11T15:04:20Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143538237,213,5.95,5143538229,56,Center,5143538233,141,65.2,5143538231,140,68.5,5143538235,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140091,906,83,2,46,8,9qsmopgutr7ut5g6workk8w4i,1,27.7,42.4,2024-08-11T15:04:19.553Z,2024-08-11T16:31:30Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143969523,399,3uytpqx0e0jr6zgbfl1znsm7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063683,488,61,2,46,9,5rz9enoyknpg8ji78za5b82p0,0,68.5,65.2,2024-08-11T15:04:20.427Z,2024-08-11T15:04:20Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5143538273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063893,468,1,2,46,15,9qsmopgutr7ut5g6workk8w4i,1,47.5,75.7,2024-08-11T15:04:26.575Z,2024-08-11T15:04:36Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5143539497,212,12.5,5143539495,141,93.8,5143539499,213,1.72,5143539491,56,Back,5143539493,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063929,469,1,2,46,25,9qsmopgutr7ut5g6workk8w4i,1,61.0,92.9,2024-08-11T15:04:36.351Z,2024-08-11T15:04:39Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143539703,56,Back,5143539711,213,3.67,5143539709,212,29.3,5143539705,140,36.9,5143539707,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708063987,470,1,2,46,29,9qsmopgutr7ut5g6workk8w4i,1,31.4,68.2,2024-08-11T15:04:40.736Z,2024-08-11T15:04:44Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143540069,56,Back,5143540071,140,18.8,5143540075,212,14.8,5143540073,141,58.4,5143540077,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064011,471,1,2,46,32,9qsmopgutr7ut5g6workk8w4i,1,18.8,58.4,2024-08-11T15:04:43.968Z,2024-08-11T15:04:46Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5143540199,212,24.1,5143540195,140,21.2,5143540197,141,93.6,5143540193,56,Back,5143540201,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064035,472,1,2,46,35,9qsmopgutr7ut5g6workk8w4i,1,21.2,93.6,2024-08-11T15:04:46.463Z,2024-08-11T15:04:50Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143540357,141,73.2,5143540361,213,5.28,5143540359,212,16.4,5143540353,56,Back,5143540355,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064047,473,1,2,46,38,9qsmopgutr7ut5g6workk8w4i,1,29.6,73.2,2024-08-11T15:04:49.999Z,2024-08-11T15:04:51Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5143540395,56,Back,5143540399,141,66.9,5143540403,213,3.37,5143540397,140,12.0,5143540401,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064133,474,1,2,46,39,9qsmopgutr7ut5g6workk8w4i,1,12.0,66.9,2024-08-11T15:04:51.024Z,2024-08-11T15:04:56Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5143540889,213,5.34,5143540877,56,Back,5143540885,212,52.3,5143540875,157,,5143540879,140,41.1,5143540891,1,,5143540881,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064139,475,61,2,46,45,9qsmopgutr7ut5g6workk8w4i,1,40.4,4.4,2024-08-11T15:04:56.538Z,2024-08-11T15:04:56Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5143540911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064197,476,1,2,46,46,9qsmopgutr7ut5g6workk8w4i,1,32.5,4.1,2024-08-11T15:04:57.983Z,2024-08-11T15:05:00Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143541241,212,21.1,5143541239,141,29.4,5143541235,56,Back,5143541243,213,2.19,5143541237,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064245,477,1,2,46,49,9qsmopgutr7ut5g6workk8w4i,1,20.8,29.4,2024-08-11T15:05:00.336Z,2024-08-11T15:05:03Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5143541483,212,18.2,5143541467,56,Back,5143541473,140,6.0,5143541487,213,2.60,5143541479,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064297,478,1,2,46,52,9qsmopgutr7ut5g6workk8w4i,0,6.0,43.3,2024-08-11T15:05:03.344Z,2024-08-11T15:05:05Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5143541711,140,50.8,5143541715,212,56.0,5143541709,56,Right,5143541713,141,0.0,5143541719,1,,5143541717,213,5.71,5143541707,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064307,479,5,2,46,54,9qsmopgutr7ut5g6workk8w4i,0,51.4,-1.6,2024-08-11T15:05:05.802Z,2024-08-11T15:58:21Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5143542609,233,489,5143541781,347,,5143541777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064435,489,5,2,46,54,5rz9enoyknpg8ji78za5b82p0,1,48.6,101.6,2024-08-11T15:05:05.802Z,2024-08-11T15:58:21Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5143542493,347,,5143542491,56,Back,5143542537,233,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064505,490,1,2,47,3,5rz9enoyknpg8ji78za5b82p0,1,47.4,100.0,2024-08-11T15:05:14.540Z,2024-08-11T15:05:17Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143542845,141,91.7,5143542849,213,3.87,5143542847,212,10.5,5143542839,107,,5143542841,56,Back,5143542843,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064573,491,1,2,47,6,5rz9enoyknpg8ji78za5b82p0,1,39.1,84.4,2024-08-11T15:05:17.852Z,2024-08-11T15:05:23Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143543259,213,4.69,5143543253,140,38.3,5143543255,141,36.0,5143543251,56,Back,5143543257,212,32.9,5143543261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064603,492,1,2,47,12,5rz9enoyknpg8ji78za5b82p0,1,43.1,24.9,2024-08-11T15:05:23.196Z,2024-08-11T15:05:25Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143543425,140,33.3,5143543429,141,51.9,5143543435,213,2.08,5143543421,56,Back,5143543433,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064683,493,1,2,47,14,5rz9enoyknpg8ji78za5b82p0,1,33.2,51.9,2024-08-11T15:05:25.789Z,2024-08-11T15:05:29Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143543853,212,20.8,5143543855,213,4.95,5143543849,140,37.8,5143543851,141,22.1,5143543847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064703,494,1,2,47,18,5rz9enoyknpg8ji78za5b82p0,1,38.4,15.0,2024-08-11T15:05:29.405Z,2024-08-11T15:05:31Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143543947,56,Back,5143543953,212,6.8,5143543951,141,24.6,5143543949,140,40.1,5143543955,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064719,495,1,2,47,20,5rz9enoyknpg8ji78za5b82p0,0,51.0,25.2,2024-08-11T15:05:31.629Z,2024-08-11T15:05:33Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5143544017,56,Right,5143544027,212,22.7,5143544029,213,5.36,5143544025,141,0.0,5143544021,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064793,480,5,2,47,21,9qsmopgutr7ut5g6workk8w4i,1,34.8,101.6,2024-08-11T15:05:32.879Z,2024-08-11T15:58:21Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5143544435,233,496,5143544417,56,Back,5143544419,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064725,496,5,2,47,21,5rz9enoyknpg8ji78za5b82p0,0,65.2,-1.6,2024-08-11T15:05:32.879Z,2024-08-11T15:05:40Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5143544045,56,Right,5143544447,233,480,5143544047,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708064981,481,1,2,47,39,9qsmopgutr7ut5g6workk8w4i,1,38.0,100.0,2024-08-11T15:05:50.305Z,2024-08-11T15:05:52Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143545417,56,Back,5143545423,212,7.7,5143545419,140,41.8,5143545425,213,5.26,5143545415,107,,5143545421,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065001,482,1,2,47,41,9qsmopgutr7ut5g6workk8w4i,1,41.8,92.3,2024-08-11T15:05:52.465Z,2024-08-11T15:06:01Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5143545513,141,93.2,5143546085,156,,5143545511,140,32.2,5143545515,212,10.1,5143545517,213,3.08,5143545507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708141505,885,83,2,47,41,5rz9enoyknpg8ji78za5b82p0,1,64.1,5.2,2024-08-11T15:05:53.112Z,2024-08-11T16:33:10Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5143977361,399,1gr0k94d0nh7msa32f6728aok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065015,483,1,2,47,42,9qsmopgutr7ut5g6workk8w4i,1,32.0,92.9,2024-08-11T15:05:53.777Z,2024-08-11T15:05:55Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143545607,140,23.3,5143545611,212,10.5,5143545605,56,Back,5143545609,141,85.4,5143545613,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065053,484,1,2,47,43,9qsmopgutr7ut5g6workk8w4i,0,23.3,85.4,2024-08-11T15:05:55.010Z,2024-08-11T15:05:57Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143545781,141,60.0,5143545783,212,61.7,5143545779,140,79.7,5143545775,157,,5143545787,1,,5143545785,213,6.00,5143545777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065117,498,1,2,47,46,5rz9enoyknpg8ji78za5b82p0,1,22.9,45.5,2024-08-11T15:05:57.501Z,2024-08-11T15:06:02Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5143546127,213,1.13,5143546125,212,17.8,5143546121,140,30.2,5143546119,56,Back,5143546123,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065129,499,1,2,47,51,5rz9enoyknpg8ji78za5b82p0,1,43.1,72.6,2024-08-11T15:06:02.558Z,2024-08-11T15:06:04Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143546183,141,93.6,5143546185,212,20.8,5143546181,140,57.5,5143546187,213,0.76,5143546179,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065211,500,1,2,47,53,5rz9enoyknpg8ji78za5b82p0,1,57.5,93.6,2024-08-11T15:06:04.478Z,2024-08-11T15:06:10Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5143546637,140,42.1,5143546641,212,17.9,5143546639,141,82.3,5143546635,56,Back,5143546643,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065243,501,1,2,47,59,5rz9enoyknpg8ji78za5b82p0,1,42.4,79.1,2024-08-11T15:06:10.782Z,2024-08-11T15:06:13Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143546791,56,Back,5143546793,140,35.6,5143546795,141,59.6,5143546799,213,4.22,5143546797,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065285,502,1,2,48,2,5rz9enoyknpg8ji78za5b82p0,1,34.2,57.3,2024-08-11T15:06:13.390Z,2024-08-11T15:06:16Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143547011,213,4.79,5143547003,56,Back,5143547007,141,29.1,5143547005,140,35.6,5143547009,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065411,503,1,2,48,4,5rz9enoyknpg8ji78za5b82p0,1,35.6,29.1,2024-08-11T15:06:16.013Z,2024-08-11T15:06:25Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143547683,213,2.74,5143547673,56,Back,5143547677,141,46.3,5143547679,212,29.7,5143547675,140,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708065459,504,1,2,48,14,5rz9enoyknpg8ji78za5b82p0,1,8.2,60.5,2024-08-11T15:06:25.342Z,2024-08-11T15:06:28Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5143547983,56,Back,5143547989,212,16.2,5143547985,140,23.0,5143547987,141,53.7,5143547991,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
