id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2800633965,390,1,1,45,8,b3r6d8ydtmtjckam6pku9y400,1,33.0,35.7,2025-04-13T12:48:46.728Z,2025-04-13T12:48:48Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649199137,56,Center,5649199139,140,53.4,5649199141,141,63.1,5649199143,212,28.4,5649199145,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634109,391,1,1,45,10,b3r6d8ydtmtjckam6pku9y400,1,55.9,67.5,2025-04-13T12:48:48.408Z,2025-04-13T12:48:57Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649199855,140,89.0,5649199857,141,94.8,5649199859,212,39.4,5649199853,56,Left,5649199863,1,,5649199861,213,0.49,5649199849,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634153,392,1,1,45,19,b3r6d8ydtmtjckam6pku9y400,0,84.8,80.8,2025-04-13T12:48:57.433Z,2025-04-13T21:03:17Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,5649200065,56,Center,5651651897,223,,5651651899,20,,5649200067,140,92.4,5649200069,141,50.7,5649200061,155,,5649200057,2,,5649200073,213,5.08,5649200071,212,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634177,342,12,1,45,21,9qsmopgutr7ut5g6workk8w4i,1,8.7,45.4,2025-04-13T12:48:59.825Z,2025-04-13T12:49:01Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5649200237,15,,5649200319,167,,5649200193,56,Back,5649200199,212,32.6,5649200197,141,0.0,5649200201,213,4.90,5649200195,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634197,343,5,1,45,23,9qsmopgutr7ut5g6workk8w4i,0,12.8,-1.6,2025-04-13T12:49:01.592Z,2025-04-13T13:04:05Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5649200749,233,393,5649200281,56,Back,5649200283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634285,393,5,1,45,23,b3r6d8ydtmtjckam6pku9y400,1,87.2,101.6,2025-04-13T12:49:01.592Z,2025-04-13T13:04:05Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,5649200713,56,Left,5649200735,233,343,5649200715,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634315,394,1,1,45,29,b3r6d8ydtmtjckam6pku9y400,1,90.4,100.0,2025-04-13T12:49:07.401Z,2025-04-13T12:49:09Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,5649200857,213,3.36,5649200859,1,,5649200853,141,94.7,5649200851,140,70.1,5649200849,56,Left,5649200847,107,,5649200855,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634347,395,1,1,45,30,b3r6d8ydtmtjckam6pku9y400,1,68.0,89.3,2025-04-13T12:49:09.065Z,2025-04-13T12:49:10Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5649201015,213,4.16,5649201009,140,60.5,5649201013,212,15.1,5649201007,56,Center,5649201011,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634387,396,1,1,45,32,b3r6d8ydtmtjckam6pku9y400,1,60.0,68.7,2025-04-13T12:49:10.601Z,2025-04-13T12:49:13Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5649201199,212,6.3,5649201197,141,72.6,5649201193,56,Center,5649201195,140,65.4,5649201201,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634489,397,1,1,45,35,b3r6d8ydtmtjckam6pku9y400,1,68.8,66.4,2025-04-13T12:49:13.273Z,2025-04-13T12:49:19Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649201745,56,Right,5649201755,1,,5649201747,140,96.4,5649201749,141,2.9,5649201743,196,,5649201741,155,,5649201753,213,5.30,5649201751,212,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634491,398,61,1,45,40,b3r6d8ydtmtjckam6pku9y400,0,96.4,2.9,2025-04-13T12:49:18.705Z,2025-04-13T13:08:41Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649201769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634749,344,5,1,45,41,9qsmopgutr7ut5g6workk8w4i,1,3.2,101.7,2025-04-13T12:49:19.696Z,2025-04-13T13:04:06Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649203045,347,,5649203043,56,Back,5649203091,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634497,399,5,1,45,41,b3r6d8ydtmtjckam6pku9y400,0,96.8,-1.7,2025-04-13T12:49:19.696Z,2025-04-13T13:04:06Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649201797,347,,5649201793,56,Right,5649203119,233,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634777,345,1,1,45,54,9qsmopgutr7ut5g6workk8w4i,0,5.2,100.0,2025-04-13T12:49:33.152Z,2025-04-13T12:49:34Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649203219,1,,5649203217,213,6.13,5649203207,107,,5649203213,141,92.0,5649203211,140,41.3,5649203209,56,Back,5649203215,212,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634829,401,1,1,45,57,b3r6d8ydtmtjckam6pku9y400,1,70.7,6.1,2025-04-13T12:49:35.498Z,2025-04-13T12:49:37Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649203457,212,8.0,5649203459,213,1.29,5649203455,141,17.4,5649203453,140,72.8,5649203451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634865,402,1,1,45,58,b3r6d8ydtmtjckam6pku9y400,1,68.5,20.3,2025-04-13T12:49:37.050Z,2025-04-13T12:49:39Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649203645,141,25.6,5649203649,213,2.80,5649203647,212,10.8,5649203641,56,Center,5649203643,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634917,403,1,1,46,0,b3r6d8ydtmtjckam6pku9y400,1,57.9,32.8,2025-04-13T12:49:39.018Z,2025-04-13T12:49:43Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5649203939,140,61.7,5649203937,56,Center,5649203941,141,66.7,5649203943,212,23.4,5649203945,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800634995,404,1,1,46,5,b3r6d8ydtmtjckam6pku9y400,1,61.0,63.1,2025-04-13T12:49:43.562Z,2025-04-13T12:49:50Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5649204321,56,Center,5649204323,140,68.9,5649204325,141,73.2,5649204329,213,0.69,5649204327,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635051,405,1,1,46,11,b3r6d8ydtmtjckam6pku9y400,1,72.2,75.9,2025-04-13T12:49:50.074Z,2025-04-13T12:49:54Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5649204623,212,17.6,5649204621,141,50.7,5649204625,213,4.94,5649204619,140,75.9,5649204617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800642513,448,50,1,46,13,b3r6d8ydtmtjckam6pku9y400,1,79.5,49.2,2025-04-13T12:49:52.179Z,2025-04-13T13:02:58Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5649241093,233,372,5649241059,286,,5649241057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800639277,372,7,1,46,14,9qsmopgutr7ut5g6workk8w4i,0,20.5,50.8,2025-04-13T12:49:52.180Z,2025-04-13T21:04:39Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5651657345,385,,5651657347,178,,5649225521,285,,5649225519,56,Back,5649241087,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635027,346,43,1,46,14,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-13T12:49:52.765Z,2025-04-13T12:54:13Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5649224773,144,61,5649204493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635067,406,1,1,46,15,b3r6d8ydtmtjckam6pku9y400,0,81.1,53.0,2025-04-13T12:49:54.170Z,2025-04-13T21:08:02Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5649204697,212,6.4,5649204695,141,54.5,5649204699,213,0.16,5649204691,56,Center,5649204693,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635107,347,12,1,46,18,9qsmopgutr7ut5g6workk8w4i,1,10.3,37.1,2025-04-13T12:49:56.497Z,2025-04-13T12:55:14Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5649204953,212,22.6,5649204951,141,50.4,5649204955,213,0.41,5649204947,56,Back,5649204949,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635173,407,1,1,46,21,b3r6d8ydtmtjckam6pku9y400,1,69.7,44.3,2025-04-13T12:49:59.546Z,2025-04-13T12:50:02Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649205421,212,23.1,5649205423,213,1.55,5649205415,141,78.2,5649205407,56,Center,5649205411,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635213,408,1,1,46,24,b3r6d8ydtmtjckam6pku9y400,1,70.1,79.0,2025-04-13T12:50:02.699Z,2025-04-13T12:50:05Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5649205597,140,80.7,5649205591,56,Left,5649205601,141,97.7,5649205605,212,16.9,5649205609,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635259,409,1,1,46,26,b3r6d8ydtmtjckam6pku9y400,1,80.7,97.7,2025-04-13T12:50:04.986Z,2025-04-13T12:50:06Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,5649205835,213,4.41,5649205831,141,83.2,5649205833,212,10.3,5649205829,140,77.8,5649205827,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635321,410,1,1,46,28,b3r6d8ydtmtjckam6pku9y400,1,75.4,81.1,2025-04-13T12:50:06.859Z,2025-04-13T12:50:09Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5649206057,56,Left,5649206059,140,69.1,5649206065,213,2.48,5649206061,141,88.6,5649206063,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635395,411,1,1,46,31,b3r6d8ydtmtjckam6pku9y400,0,73.7,87.4,2025-04-13T12:50:09.691Z,2025-04-13T21:08:50Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649206365,140,90.3,5651672539,72,,5651672537,224,,5649206367,141,43.6,5649206369,212,34.5,5649206361,155,,5649206363,56,Center,5649206371,213,5.24,5649206373,1,5649206359,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635523,348,44,1,46,33,9qsmopgutr7ut5g6workk8w4i,1,9.8,59.7,2025-04-13T12:50:11.499Z,2025-04-13T13:03:59Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649207017,285,,5649208507,233,412,5649207015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635411,412,44,1,46,33,b3r6d8ydtmtjckam6pku9y400,0,90.2,40.3,2025-04-13T12:50:11.500Z,2025-04-13T13:04:00Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649206429,56,Center,5649208487,233,348,5649206431,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800639805,373,12,1,46,34,9qsmopgutr7ut5g6workk8w4i,1,15.2,62.7,2025-04-13T12:50:12.180Z,2025-04-13T21:09:14Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649228157,213,6.13,5649228155,212,2.8,5649228151,140,17.8,5649228153,141,62.1,5649228381,15,,5649228149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635417,413,13,1,46,34,b3r6d8ydtmtjckam6pku9y400,1,90.3,43.6,2025-04-13T12:50:12.964Z,2025-04-13T21:11:56Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649209397,102,50.3,5649206455,22,,5649206461,17,,5649209387,74,,5649208835,328,,5649206465,56,Center,5649209399,103,97.2,5649208823,15,,5649209401,230,5649209403,231,48.7,98.6,5649226715,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635621,349,5,1,46,35,9qsmopgutr7ut5g6workk8w4i,1,-1.0,56.8,2025-04-13T12:50:13.227Z,2025-04-13T21:10:59Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649207475,56,Back,5649217159,233,414,5649209917,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635893,414,5,1,46,35,b3r6d8ydtmtjckam6pku9y400,0,101.0,43.2,2025-04-13T12:50:13.227Z,2025-04-13T21:10:56Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649208795,56,Center,5649208797,346,,5649217185,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635935,350,1,1,47,4,9qsmopgutr7ut5g6workk8w4i,0,4.5,39.8,2025-04-13T12:50:42.306Z,2025-04-13T12:51:01Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5649209013,56,Right,5649209017,141,12.5,5649209019,212,67.7,5649209023,1,,5649209021,213,6.01,5649210469,124,,5649209015,140,66.5,5649210483,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636057,415,44,1,47,10,b3r6d8ydtmtjckam6pku9y400,1,34.3,89.5,2025-04-13T12:50:48.274Z,2025-04-13T13:04:00Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649209729,233,351,5649209703,285,,5649209701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635967,351,44,1,47,10,9qsmopgutr7ut5g6workk8w4i,0,65.7,10.5,2025-04-13T12:50:48.275Z,2025-04-13T13:04:00Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5649209189,56,Right,5649209733,233,415,5649209193,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636067,416,12,1,47,10,b3r6d8ydtmtjckam6pku9y400,1,36.0,92.4,2025-04-13T12:50:48.900Z,2025-04-13T21:12:41Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649209789,213,0.51,5649209773,56,Back,5651685571,167,,5649209781,141,100.0,5649209777,140,47.0,5651685569,15,,5649209785,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800635995,352,5,1,47,11,9qsmopgutr7ut5g6workk8w4i,1,56.0,-1.8,2025-04-13T12:50:49.731Z,2025-04-13T13:04:06Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5649209339,56,Right,5649215555,233,417,5649209341,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636077,417,5,1,47,11,b3r6d8ydtmtjckam6pku9y400,0,44.0,101.8,2025-04-13T12:50:49.731Z,2025-04-13T13:04:07Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649215607,233,352,5649209839,347,,5649209837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636251,353,1,1,47,23,9qsmopgutr7ut5g6workk8w4i,1,50.4,0.0,2025-04-13T12:51:01.476Z,2025-04-13T13:10:21Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5649210647,140,61.5,5649210649,141,10.9,5649210651,212,14.4,5649210653,213,0.63,5649215293,107,,5649210645,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800642167,375,3,1,47,24,9qsmopgutr7ut5g6workk8w4i,1,60.8,7.4,2025-04-13T12:51:02.180Z,2025-04-13T21:13:00Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5651686719,465,,5649239317,233,447,5649239299,56,Right,5649239301,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800641957,447,45,1,47,24,b3r6d8ydtmtjckam6pku9y400,0,39.2,92.6,2025-04-13T12:51:02.180Z,2025-04-13T12:57:46Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,5649239347,233,375,5649238263,285,,5649238261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800637041,361,1,1,47,26,9qsmopgutr7ut5g6workk8w4i,0,62.7,13.2,2025-04-13T12:51:04.916Z,2025-04-13T12:57:47Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5649214325,140,62.5,5649214331,213,1.64,5649239533,286,,5649239527,236,,5649214323,56,Right,5649239529,233,418,5649214327,141,17.7,5649214329,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636309,418,74,1,47,26,b3r6d8ydtmtjckam6pku9y400,1,47.2,91.8,2025-04-13T12:51:04.917Z,2025-04-13T13:04:01Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5649210923,56,Back,5649239535,233,361,5649239379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636337,420,1,1,47,30,b3r6d8ydtmtjckam6pku9y400,1,45.8,89.7,2025-04-13T12:51:08.748Z,2025-04-13T12:51:10Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5649211045,212,5.7,5649211047,213,3.15,5649211041,140,40.4,5649211043,141,89.6,5649211039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636417,421,1,1,47,32,b3r6d8ydtmtjckam6pku9y400,0,41.1,89.7,2025-04-13T12:51:10.285Z,2025-04-13T12:51:13Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649211429,212,51.8,5649211427,141,76.3,5649211421,155,,5649211423,56,Center,5649211433,1,,5649211431,213,6.11,5649211425,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636435,354,52,1,47,36,9qsmopgutr7ut5g6workk8w4i,1,12.0,25.0,2025-04-13T12:51:14.435Z,2025-04-13T21:13:46Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5651689003,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636569,355,1,1,47,43,9qsmopgutr7ut5g6workk8w4i,1,9.5,24.3,2025-04-13T12:51:21.669Z,2025-04-13T12:51:24Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5649212055,212,26.1,5649212053,141,10.1,5649212051,140,32.6,5649212057,213,5.90,5649212047,123,,5649212049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636603,356,1,1,47,45,9qsmopgutr7ut5g6workk8w4i,1,35.2,8.2,2025-04-13T12:51:24.100Z,2025-04-13T12:51:26Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5649212167,140,47.3,5649212163,56,Back,5649212175,213,6.02,5649212173,212,13.2,5649212171,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636685,357,1,1,47,48,9qsmopgutr7ut5g6workk8w4i,1,42.5,6.1,2025-04-13T12:51:26.548Z,2025-04-13T12:51:32Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5649212601,212,23.5,5649212603,213,2.49,5649212597,140,24.7,5649212599,141,27.0,5649212595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636725,358,1,1,47,54,9qsmopgutr7ut5g6workk8w4i,1,33.6,24.4,2025-04-13T12:51:32.661Z,2025-04-13T12:51:35Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5649212825,212,15.8,5649212819,56,Back,5649212827,213,5.22,5649212823,141,4.1,5649212821,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636785,359,1,1,47,57,9qsmopgutr7ut5g6workk8w4i,0,41.5,3.7,2025-04-13T12:51:35.701Z,2025-04-13T12:51:40Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5649213143,1,,5649213139,213,6.21,5649213133,141,0.0,5649213131,140,84.4,5649213129,56,Right,5649213127,155,,5649213135,212,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636791,360,5,1,48,1,9qsmopgutr7ut5g6workk8w4i,0,85.2,-1.2,2025-04-13T12:51:40.022Z,2025-04-13T13:04:07Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5649213677,233,422,5649213155,56,Right,5649213159,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636883,422,5,1,48,1,b3r6d8ydtmtjckam6pku9y400,1,14.8,101.2,2025-04-13T12:51:40.022Z,2025-04-13T13:04:07Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5649213625,347,,5649213623,56,Back,5649213659,233,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636903,423,1,1,48,7,b3r6d8ydtmtjckam6pku9y400,1,13.6,100.0,2025-04-13T12:51:45.725Z,2025-04-13T12:51:47Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5649213777,213,5.50,5649213757,107,,5649213769,141,93.5,5649213761,56,Back,5649213775,212,7.3,5649213765,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636955,424,1,1,48,9,b3r6d8ydtmtjckam6pku9y400,1,19.8,93.6,2025-04-13T12:51:47.773Z,2025-04-13T12:51:50Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649213971,212,8.4,5649213973,213,2.88,5649213965,56,Back,5649213969,141,96.8,5649213967,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800637137,425,1,1,48,12,b3r6d8ydtmtjckam6pku9y400,1,9.1,95.3,2025-04-13T12:51:50.829Z,2025-04-13T12:52:02Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5649214805,140,8.6,5649214801,196,,5649214803,56,Back,5649214807,141,32.2,5649214813,1,,5649214811,213,4.70,5649214799,155,,5649214809,212,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800637293,426,1,1,48,24,b3r6d8ydtmtjckam6pku9y400,1,36.1,27.3,2025-04-13T12:52:02.302Z,2025-04-13T12:52:09Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649215575,213,1.57,5649215571,141,51.0,5649215573,212,16.1,5649215569,140,36.1,5649215567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800637311,427,1,1,48,31,b3r6d8ydtmtjckam6pku9y400,1,36.1,57.2,2025-04-13T12:52:09.342Z,2025-04-13T21:14:47Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5651692055,189,,5649215691,212,9.9,5649215693,213,0.62,5649215685,140,43.8,5649215689,141,65.7,5649215681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800637367,428,1,1,48,32,b3r6d8ydtmtjckam6pku9y400,0,43.8,65.7,2025-04-13T12:52:10.638Z,2025-04-13T12:52:14Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649215987,1,,5649215985,213,5.47,5649215975,155,,5649215979,140,74.6,5649215983,212,47.2,5649215977,56,Right,5649215981,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800637385,362,44,1,48,35,9qsmopgutr7ut5g6workk8w4i,1,28.7,87.4,2025-04-13T12:52:13.661Z,2025-04-13T13:04:01Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649216073,285,,5649216071,56,Back,5649216095,233,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800637373,429,44,1,48,35,b3r6d8ydtmtjckam6pku9y400,0,71.3,12.6,2025-04-13T12:52:13.662Z,2025-04-13T13:04:01Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649216017,286,,5649216015,56,Right,5649216105,233,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
