id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2781314257,272,1,1,37,13,36g6ifzjliec1jqnbtf7yesme,0,77.5,77.0,2025-02-26T19:09:50.598Z,2025-02-26T19:10:07Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5543262559,140,84.7,5543262561,141,73.6,5543262557,56,Center,5543262563,212,7.9,5543262565,213,5.99,5543262555,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314259,442,61,1,37,14,77tfx9me4aaqhzv78bmgsy9bg,1,23.1,29.5,2025-02-26T19:09:51.599Z,2025-02-26T19:09:51Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543262569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314267,443,12,1,37,15,77tfx9me4aaqhzv78bmgsy9bg,1,22.4,38.9,2025-02-26T19:09:52.610Z,2025-02-26T19:09:53Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543262607,141,35.0,5543262613,15,,5543262611,213,5.97,5543262605,140,30.3,5543262603,56,Back,5543262609,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314289,444,12,1,37,17,77tfx9me4aaqhzv78bmgsy9bg,1,30.3,35.0,2025-02-26T19:09:54.211Z,2025-02-26T19:09:58Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5543262709,141,9.2,5543262705,56,Back,5543262711,212,18.9,5543262707,140,36.9,5543262713,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314281,273,1,1,37,19,36g6ifzjliec1jqnbtf7yesme,0,67.3,90.6,2025-02-26T19:09:56.701Z,2025-02-26T19:09:57Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543262667,140,75.5,5543262669,141,100.0,5543262673,213,0.72,5543262665,56,Left,5543262671,212,11.4,5543262663,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314283,274,5,1,37,20,36g6ifzjliec1jqnbtf7yesme,0,71.8,101.6,2025-02-26T19:09:57.426Z,2025-02-26T19:27:47Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543262677,347,,5543262675,56,Left,5543262883,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314319,445,5,1,37,20,77tfx9me4aaqhzv78bmgsy9bg,1,28.2,-1.6,2025-02-26T19:09:57.426Z,2025-02-26T19:27:46Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5543262867,233,274,5543262863,56,Back,5543262865,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314325,446,1,1,37,30,77tfx9me4aaqhzv78bmgsy9bg,1,34.6,0.0,2025-02-26T19:10:07.506Z,2025-02-26T19:10:09Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543262903,140,25.5,5543262911,212,18.9,5543262899,107,,5543262901,56,Back,5543262913,213,2.10,5543262907,141,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314329,447,1,1,37,31,77tfx9me4aaqhzv78bmgsy9bg,1,25.5,22.6,2025-02-26T19:10:08.050Z,2025-02-26T19:10:09Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543262921,141,37.1,5543262919,140,27.1,5543262925,213,1.40,5543262923,212,10.0,5543262917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314337,448,1,1,37,32,77tfx9me4aaqhzv78bmgsy9bg,1,27.1,37.1,2025-02-26T19:10:09.746Z,2025-02-26T19:10:12Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543262977,212,24.6,5543262979,213,1.47,5543262971,56,Back,5543262975,141,73.1,5543262973,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314353,449,1,1,37,35,77tfx9me4aaqhzv78bmgsy9bg,1,29.6,75.6,2025-02-26T19:10:12.339Z,2025-02-26T19:10:17Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543263077,140,21.5,5543263083,213,3.84,5543263075,56,Back,5543263081,212,11.1,5543263079,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314373,450,1,1,37,40,77tfx9me4aaqhzv78bmgsy9bg,1,25.1,65.0,2025-02-26T19:10:17.555Z,2025-02-26T19:10:20Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543263187,140,24.2,5543263191,212,10.2,5543263185,56,Back,5543263189,141,50.0,5543263193,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314391,451,1,1,37,43,77tfx9me4aaqhzv78bmgsy9bg,1,30.8,51.5,2025-02-26T19:10:20.066Z,2025-02-26T19:10:23Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543263309,140,57.2,5543263311,141,56.9,5543263313,212,28.0,5543263315,213,0.13,5543263307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314415,452,1,1,37,46,77tfx9me4aaqhzv78bmgsy9bg,1,57.6,59.1,2025-02-26T19:10:23.091Z,2025-02-26T19:10:27Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543263423,140,67.4,5543263425,141,89.7,5543263427,212,23.2,5543263421,56,Left,5543263429,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314419,453,1,1,37,50,77tfx9me4aaqhzv78bmgsy9bg,1,63.0,91.4,2025-02-26T19:10:27.810Z,2025-02-26T19:10:28Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543263443,212,17.6,5543263445,213,4.99,5543263441,141,66.5,5543263437,56,Center,5543263439,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314427,454,1,1,37,51,77tfx9me4aaqhzv78bmgsy9bg,1,64.8,68.1,2025-02-26T19:10:28.738Z,2025-02-26T19:10:29Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543263487,140,67.4,5543263489,141,57.8,5543263493,213,5.08,5543263485,56,Center,5543263491,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314429,455,1,1,37,52,77tfx9me4aaqhzv78bmgsy9bg,1,67.4,57.8,2025-02-26T19:10:29.298Z,2025-02-26T19:10:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5543263505,140,58.7,5543263503,56,Center,5543263509,212,9.5,5543263507,141,61.5,5543263511,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314447,456,1,1,37,53,77tfx9me4aaqhzv78bmgsy9bg,1,59.6,61.2,2025-02-26T19:10:30.498Z,2025-02-26T19:10:33Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543263607,141,15.8,5543263611,213,4.79,5543263603,56,Right,5543263605,140,61.9,5543263609,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314475,457,1,1,37,56,77tfx9me4aaqhzv78bmgsy9bg,1,61.9,15.8,2025-02-26T19:10:33.506Z,2025-02-26T19:10:41Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543263771,140,72.5,5543263775,212,12.9,5543263769,56,Right,5543263773,141,6.1,5543263777,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314479,458,1,1,38,4,77tfx9me4aaqhzv78bmgsy9bg,0,93.2,8.6,2025-02-26T19:10:41.139Z,2025-02-27T07:29:16Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5544056867,20,,5543263799,140,93.2,5543263809,213,1.57,5543263801,141,53.4,5543263797,56,Center,5543263805,212,30.5,5543263793,2,,5543263795,155,,5544056865,224,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314501,275,12,1,38,6,36g6ifzjliec1jqnbtf7yesme,1,6.5,44.6,2025-02-26T19:10:43.725Z,2025-02-26T19:21:21Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543263903,141,38.0,5543263905,212,4.5,5543263901,140,6.8,5543263907,213,4.78,5543263899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314487,459,61,1,38,7,77tfx9me4aaqhzv78bmgsy9bg,1,91.5,61.8,2025-02-26T19:10:44.307Z,2025-02-26T19:10:44Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543263835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314509,276,5,1,38,7,36g6ifzjliec1jqnbtf7yesme,1,-0.7,34.2,2025-02-26T19:10:44.915Z,2025-02-26T19:27:47Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543263961,56,Back,5543263979,233,460,5543263963,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314493,460,5,1,38,7,77tfx9me4aaqhzv78bmgsy9bg,0,100.7,65.8,2025-02-26T19:10:44.915Z,2025-02-26T19:27:47Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543263999,233,276,5543263855,346,,5543263853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314589,277,1,1,38,29,36g6ifzjliec1jqnbtf7yesme,1,5.1,61.4,2025-02-26T19:11:06.781Z,2025-02-27T07:29:29Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543264423,141,50.4,5543264425,212,7.5,5543264431,237,,5543264417,124,,5543264419,56,Back,5544056937,189,,5543264421,140,5.1,5543264427,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314599,278,1,1,38,32,36g6ifzjliec1jqnbtf7yesme,1,8.7,50.7,2025-02-26T19:11:09.477Z,2025-02-26T19:11:13Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5543264495,212,21.6,5543264489,56,Back,5543264493,141,78.7,5543264491,140,18.4,5543264497,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314601,279,1,1,38,36,36g6ifzjliec1jqnbtf7yesme,1,24.7,80.9,2025-02-26T19:11:13.478Z,2025-02-26T19:11:14Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543264503,140,30.6,5543264505,141,97.7,5543264501,56,Back,5543264509,213,1.07,5543264507,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314619,280,1,1,38,37,36g6ifzjliec1jqnbtf7yesme,1,30.6,97.7,2025-02-26T19:11:14.852Z,2025-02-26T19:11:19Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5543264587,141,78.7,5543264591,213,4.69,5543264589,212,12.9,5543264585,140,30.3,5543264583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314637,281,1,1,38,42,36g6ifzjliec1jqnbtf7yesme,1,23.9,64.3,2025-02-26T19:11:19.245Z,2025-02-26T19:11:21Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,5543264697,56,Back,5543264701,141,18.5,5543264705,213,4.93,5543264703,212,31.9,5543264699,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314659,282,1,1,38,44,36g6ifzjliec1jqnbtf7yesme,1,30.5,18.5,2025-02-26T19:11:21.837Z,2025-02-26T19:11:27Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543264801,140,26.0,5543264805,212,9.7,5543264803,141,30.9,5543264799,56,Back,5543264807,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314669,283,1,1,38,50,36g6ifzjliec1jqnbtf7yesme,1,29.9,38.6,2025-02-26T19:11:27.101Z,2025-02-26T19:11:30Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543264867,140,34.3,5543264865,56,Back,5543264871,212,21.0,5543264869,141,68.8,5543264873,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314675,284,1,1,38,53,36g6ifzjliec1jqnbtf7yesme,1,41.3,70.8,2025-02-26T19:11:30.893Z,2025-02-26T19:11:33Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543264903,212,22.6,5543264905,213,0.79,5543264897,56,Left,5543264901,141,94.4,5543264899,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314681,285,1,1,38,55,36g6ifzjliec1jqnbtf7yesme,1,56.5,94.4,2025-02-26T19:11:32.918Z,2025-02-26T19:11:35Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5543264937,141,82.3,5543264941,213,3.55,5543264935,140,38.3,5543264933,56,Back,5543264939,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314691,286,1,1,38,58,36g6ifzjliec1jqnbtf7yesme,1,38.3,82.1,2025-02-26T19:11:35.029Z,2025-02-26T19:11:38Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543264991,212,13.8,5543264985,56,Back,5543264989,141,63.1,5543264993,213,4.35,5543264987,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314693,287,1,1,39,1,36g6ifzjliec1jqnbtf7yesme,1,34.6,60.8,2025-02-26T19:11:38.605Z,2025-02-26T19:11:39Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543265017,213,0.27,5543265009,56,Back,5543265015,212,10.1,5543265013,141,64.8,5543265011,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314701,288,1,1,39,2,36g6ifzjliec1jqnbtf7yesme,1,43.9,64.8,2025-02-26T19:11:39.573Z,2025-02-26T19:11:42Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,5543265063,213,3.81,5543265055,56,Back,5543265057,140,37.0,5543265059,141,56.3,5543265061,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314727,289,1,1,39,5,36g6ifzjliec1jqnbtf7yesme,1,36.4,46.0,2025-02-26T19:11:42.621Z,2025-02-26T19:11:47Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543265203,56,Back,5543265205,140,46.0,5543265209,212,16.2,5543265207,141,27.4,5543265211,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314741,290,1,1,39,10,36g6ifzjliec1jqnbtf7yesme,1,58.6,14.7,2025-02-26T19:11:47.405Z,2025-02-26T19:11:50Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543265285,141,30.1,5543265283,140,39.7,5543265287,212,22.4,5543265289,213,2.66,5543265281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314747,291,1,1,39,13,36g6ifzjliec1jqnbtf7yesme,1,39.7,30.1,2025-02-26T19:11:50.108Z,2025-02-26T19:11:52Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543265327,213,5.79,5543265319,56,Right,5543265325,212,26.3,5543265323,141,11.9,5543265321,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314761,292,1,1,39,15,36g6ifzjliec1jqnbtf7yesme,1,61.8,11.9,2025-02-26T19:11:52.405Z,2025-02-26T19:11:55Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543265409,213,2.72,5543265401,56,Back,5543265405,141,22.2,5543265403,140,46.9,5543265407,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314767,293,1,1,39,18,36g6ifzjliec1jqnbtf7yesme,1,46.7,26.1,2025-02-26T19:11:55.629Z,2025-02-26T19:11:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543265481,140,40.2,5543265479,56,Back,5543265485,212,24.2,5543265483,141,60.3,5543265487,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314789,294,1,1,39,21,36g6ifzjliec1jqnbtf7yesme,1,39.0,61.1,2025-02-26T19:11:58.125Z,2025-02-26T19:12:01Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543265623,213,1.35,5543265617,140,43.6,5543265621,212,22.6,5543265619,141,93.5,5543265615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314847,295,1,1,39,24,36g6ifzjliec1jqnbtf7yesme,1,43.6,93.5,2025-02-26T19:12:01.357Z,2025-02-26T19:12:14Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5543265957,56,Back,5543265959,140,30.6,5543265965,213,3.85,5543265963,212,18.0,5543265961,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314869,296,1,1,39,37,36g6ifzjliec1jqnbtf7yesme,1,34.3,63.7,2025-02-26T19:12:14.061Z,2025-02-26T19:12:17Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543266077,56,Back,5543266079,140,40.2,5543266081,141,88.6,5543266083,212,18.0,5543266085,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314879,297,1,1,39,40,36g6ifzjliec1jqnbtf7yesme,1,40.2,88.6,2025-02-26T19:12:17.269Z,2025-02-26T19:12:20Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5543266147,212,18.1,5543266141,56,Back,5543266149,213,3.83,5543266143,140,26.9,5543266145,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314883,298,1,1,39,43,36g6ifzjliec1jqnbtf7yesme,1,28.9,74.7,2025-02-26T19:12:20.005Z,2025-02-26T19:12:21Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543266169,140,37.5,5543266173,212,17.4,5543266175,213,1.02,5543266171,141,96.5,5543266167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314889,299,1,1,39,44,36g6ifzjliec1jqnbtf7yesme,1,37.5,96.5,2025-02-26T19:12:21.621Z,2025-02-26T19:12:24Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5543266211,213,5.45,5543266207,141,77.3,5543266209,212,17.6,5543266205,140,48.7,5543266203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314901,300,1,1,39,47,36g6ifzjliec1jqnbtf7yesme,0,43.3,72.4,2025-02-26T19:12:24.430Z,2025-02-26T19:12:27Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5543266287,140,79.4,5543266291,212,48.6,5543266289,141,27.7,5543266285,56,Center,5543266283,155,,5543266293,213,5.61,5543266295,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781459463,1013,8,1,39,51,77tfx9me4aaqhzv78bmgsy9bg,1,17.7,82.7,2025-02-26T19:12:28.434Z,2025-02-27T07:30:49Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5544057299,56,Back,5544057301,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314939,462,1,1,39,58,77tfx9me4aaqhzv78bmgsy9bg,0,5.0,89.1,2025-02-26T19:12:34.994Z,2025-02-26T19:12:36Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543266527,140,27.0,5543266529,141,71.9,5543266533,213,5.81,5543266535,1,,5543266531,212,25.9,5543266525,56,Back,5543266523,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314941,302,50,1,39,59,36g6ifzjliec1jqnbtf7yesme,1,77.0,33.7,2025-02-26T19:12:36.405Z,2025-02-27T09:23:47Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,5543266537,56,Center,5544064879,233,1014,5544057417,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781459491,1014,7,1,39,59,77tfx9me4aaqhzv78bmgsy9bg,1,23.0,66.3,2025-02-26T19:12:36.406Z,2025-02-27T09:23:46Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5544057379,56,Back,5544057385,178,,5544057383,383,,5544064875,233,302,5544057381,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781459517,808,83,1,40,0,36g6ifzjliec1jqnbtf7yesme,1,77.5,33.7,2025-02-26T19:12:37.531Z,2025-02-27T07:31:34Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,5544057455,399,5uqf7a0y0fd1hf2rrmgx11tuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314957,463,1,1,40,1,77tfx9me4aaqhzv78bmgsy9bg,1,25.9,68.6,2025-02-26T19:12:38.546Z,2025-02-26T19:12:43Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543266643,212,24.1,5543266645,213,3.23,5543266641,141,65.6,5543266637,56,Back,5543266639,140,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314963,464,1,1,40,6,77tfx9me4aaqhzv78bmgsy9bg,0,3.2,65.7,2025-02-26T19:12:43.794Z,2025-02-26T19:12:44Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543266675,213,0.49,5543266669,140,35.5,5543266673,212,38.5,5543266665,157,,5543266671,141,92.4,5543266677,1,,5543266667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314977,303,1,1,40,7,36g6ifzjliec1jqnbtf7yesme,1,62.0,11.3,2025-02-26T19:12:44.636Z,2025-02-26T19:14:06Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543266745,213,5.89,5543266743,212,15.8,5543266885,233,465,5543266739,140,75.9,5543266737,56,Right,5543266741,141,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315273,316,1,1,40,9,36g6ifzjliec1jqnbtf7yesme,0,73.3,2.2,2025-02-26T19:12:46.068Z,2025-02-26T19:13:56Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543268397,212,3.1,5543268447,233,465,5543268399,213,2.85,5543268391,56,Right,5543268451,286,,5543268395,141,3.5,5543268445,236,,5543268393,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314991,465,74,1,40,9,77tfx9me4aaqhzv78bmgsy9bg,1,33.7,92.0,2025-02-26T19:12:46.069Z,2025-02-26T19:27:57Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543266793,285,,5543266891,233,316,5543266791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314981,304,5,1,40,11,36g6ifzjliec1jqnbtf7yesme,1,75.7,-1.2,2025-02-26T19:12:48.439Z,2025-02-26T19:27:47Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543266897,233,466,5543266761,347,,5543266759,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781314999,466,5,1,40,11,77tfx9me4aaqhzv78bmgsy9bg,0,24.3,101.2,2025-02-26T19:12:48.439Z,2025-02-26T19:27:48Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543266903,233,304,5543266855,347,,5543266853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315009,305,1,1,40,17,36g6ifzjliec1jqnbtf7yesme,1,80.2,0.0,2025-02-26T19:12:54.773Z,2025-02-26T19:12:57Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543266965,213,2.39,5543266963,212,34.8,5543266955,107,,5543266959,140,55.9,5543266961,141,33.0,5543266967,1,,5543266957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315045,306,1,1,40,19,36g6ifzjliec1jqnbtf7yesme,1,55.9,33.0,2025-02-26T19:12:56.957Z,2025-02-26T19:13:04Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543267203,140,60.9,5543267205,141,41.3,5543267201,56,Center,5543267209,213,0.82,5543267207,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315059,307,1,1,40,29,36g6ifzjliec1jqnbtf7yesme,1,55.6,24.7,2025-02-26T19:13:06.948Z,2025-02-26T19:13:08Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543267285,212,15.5,5543267283,141,6.7,5543267279,56,Right,5543267281,140,64.7,5543267287,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315065,308,1,1,40,31,36g6ifzjliec1jqnbtf7yesme,1,64.7,6.7,2025-02-26T19:13:08.316Z,2025-02-26T19:13:09Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543267331,212,8.4,5543267325,56,Right,5543267329,141,4.4,5543267333,213,6.10,5543267327,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315067,309,1,1,40,32,36g6ifzjliec1jqnbtf7yesme,0,71.2,2.9,2025-02-26T19:13:09.708Z,2025-02-26T19:13:12Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543267343,140,71.2,5543267397,236,,5543267345,141,9.2,5543267403,286,,5543267399,233,467,5543267341,56,Right,5543267349,213,1.57,5543267347,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315073,467,74,1,40,32,77tfx9me4aaqhzv78bmgsy9bg,1,32.2,91.7,2025-02-26T19:13:09.709Z,2025-02-26T19:27:57Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543267383,285,,5543267419,233,309,5543267381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781315145,310,5,1,40,34,36g6ifzjliec1jqnbtf7yesme,1,69.8,-0.6,2025-02-26T19:13:11.205Z,2025-02-26T19:27:48Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543267679,347,,5543267683,233,468,5543267677,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
