id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2807043329,485,5,1,40,21,ahnt9ejgwj58ul8auzdvi3czf,1,-0.7,87.9,2025-04-27T12:41:52.588Z,2025-04-27T13:00:25Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684512015,346,,5684512039,233,316,5684512013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043445,486,1,1,40,42,ahnt9ejgwj58ul8auzdvi3czf,1,5.5,49.6,2025-04-27T12:42:13.532Z,2025-04-27T15:55:54Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684512639,237,,5684512629,141,71.2,5684512633,213,0.43,5684512623,124,,5684512625,56,Back,5685795425,189,,5684512635,1,,5684512627,140,35.9,5684512631,212,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043467,487,1,1,40,48,ahnt9ejgwj58ul8auzdvi3czf,1,43.2,67.9,2025-04-27T12:42:19.387Z,2025-04-27T12:42:20Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684512737,213,4.62,5684512731,140,41.3,5684512735,212,22.7,5684512733,141,34.7,5684512729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043551,488,1,1,40,49,ahnt9ejgwj58ul8auzdvi3czf,1,41.3,34.7,2025-04-27T12:42:20.396Z,2025-04-27T12:42:23Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684513083,56,Back,5684513089,141,50.2,5684513097,213,0.96,5684513093,212,12.9,5684513085,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043633,489,1,1,40,52,ahnt9ejgwj58ul8auzdvi3czf,1,53.6,50.5,2025-04-27T12:42:23.324Z,2025-04-27T12:42:27Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684513513,213,1.46,5684513509,141,73.7,5684513511,212,15.9,5684513507,140,55.3,5684513505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043687,490,1,1,40,56,ahnt9ejgwj58ul8auzdvi3czf,1,57.5,76.6,2025-04-27T12:42:27.196Z,2025-04-27T12:42:29Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684513793,141,61.9,5684513785,56,Center,5684513797,213,5.01,5684513795,212,10.4,5684513789,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043747,491,1,1,40,58,ahnt9ejgwj58ul8auzdvi3czf,1,63.5,71.8,2025-04-27T12:42:29.100Z,2025-04-27T12:42:33Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5684514115,141,84.7,5684514111,56,Left,5684514117,212,11.7,5684514113,140,70.9,5684514119,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043757,492,1,1,41,2,ahnt9ejgwj58ul8auzdvi3czf,1,80.0,88.1,2025-04-27T12:42:33.212Z,2025-04-27T12:42:34Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5684514173,213,1.40,5684514167,140,80.7,5684514165,56,Left,5684514169,141,94.5,5684514171,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043841,493,1,1,41,2,ahnt9ejgwj58ul8auzdvi3czf,1,80.7,94.5,2025-04-27T12:42:33.868Z,2025-04-27T12:42:40Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684514629,213,3.84,5684514623,140,73.2,5684514625,141,84.7,5684514627,212,10.3,5684514621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043921,494,1,1,41,9,ahnt9ejgwj58ul8auzdvi3czf,1,73.2,84.7,2025-04-27T12:42:40.141Z,2025-04-27T12:42:44Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5684515017,155,,5684515021,56,Center,5684515031,213,5.90,5684515025,140,92.9,5684515027,141,72.4,5684515029,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043939,495,1,1,41,13,ahnt9ejgwj58ul8auzdvi3czf,1,90.2,88.9,2025-04-27T12:42:44.284Z,2025-04-27T12:42:45Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5684515149,213,2.66,5684515143,140,83.7,5684515145,141,94.1,5684515141,56,Left,5684515147,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043975,496,1,1,41,14,ahnt9ejgwj58ul8auzdvi3czf,1,83.7,94.1,2025-04-27T12:42:45.004Z,2025-04-27T12:42:46Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684515369,140,72.5,5684515375,213,3.42,5684515367,56,Left,5684515373,212,12.2,5684515371,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807043997,497,1,1,41,15,ahnt9ejgwj58ul8auzdvi3czf,1,72.5,89.1,2025-04-27T12:42:46.844Z,2025-04-27T12:42:48Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5684515487,140,74.7,5684515497,213,4.95,5684515495,212,9.9,5684515491,141,74.9,5684515483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044039,498,1,1,41,17,ahnt9ejgwj58ul8auzdvi3czf,1,74.7,74.7,2025-04-27T12:42:47.900Z,2025-04-27T12:42:50Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5684515689,140,83.8,5684515697,213,0.04,5684515693,212,9.6,5684515687,56,Center,5684515691,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044061,499,1,1,41,19,ahnt9ejgwj58ul8auzdvi3czf,0,85.2,74.4,2025-04-27T12:42:50.460Z,2025-04-27T12:42:51Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5684515789,213,4.37,5684515783,140,83.5,5684515785,141,67.0,5684515781,56,Center,5684515787,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044069,317,12,1,41,20,anga7587r1zv4ey71ge9zxol3,1,14.7,43.8,2025-04-27T12:42:51.353Z,2025-04-27T15:56:38Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5685798605,141,29.1,5685798607,212,10.0,5685798609,213,4.79,5684515831,56,Back,5685798603,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044189,318,12,1,41,21,anga7587r1zv4ey71ge9zxol3,1,15.2,38.5,2025-04-27T12:42:52.553Z,2025-04-27T12:42:56Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5684516527,213,0.41,5684516525,212,56.6,5684516521,140,64.6,5684516523,141,71.7,5684516519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044241,500,1,1,41,26,ahnt9ejgwj58ul8auzdvi3czf,1,26.9,25.9,2025-04-27T12:42:57.867Z,2025-04-27T12:42:59Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684516815,140,44.0,5684516809,56,Back,5684516825,141,25.6,5684516833,212,18.0,5684516839,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044283,501,1,1,41,28,ahnt9ejgwj58ul8auzdvi3czf,1,54.8,29.9,2025-04-27T12:42:59.084Z,2025-04-27T12:43:01Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684517021,56,Center,5684517023,140,57.3,5684517029,213,1.35,5684517027,212,12.1,5684517025,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044371,502,1,1,41,30,ahnt9ejgwj58ul8auzdvi3czf,1,56.5,47.1,2025-04-27T12:43:01.227Z,2025-04-27T12:43:08Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684517571,212,15.3,5684517573,213,1.47,5684517567,140,58.0,5684517565,56,Center,5684517569,141,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044433,503,1,1,41,37,ahnt9ejgwj58ul8auzdvi3czf,1,64.3,64.9,2025-04-27T12:43:08.300Z,2025-04-27T12:43:11Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684517903,212,24.2,5684517899,140,62.5,5684517897,56,Center,5684517905,213,4.63,5684517901,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044477,504,1,1,41,40,ahnt9ejgwj58ul8auzdvi3czf,1,64.0,31.0,2025-04-27T12:43:11.820Z,2025-04-27T12:43:14Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684518167,212,8.6,5684518165,141,37.1,5684518161,56,Center,5684518163,140,71.2,5684518169,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044487,505,1,1,41,41,ahnt9ejgwj58ul8auzdvi3czf,0,75.0,39.0,2025-04-27T12:43:12.796Z,2025-04-27T15:57:18Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5684518217,140,75.1,5684518215,56,Center,5684518221,212,3.8,5684518219,141,33.4,5684518223,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044521,319,61,1,41,42,anga7587r1zv4ey71ge9zxol3,1,21.2,64.4,2025-04-27T12:43:13.123Z,2025-04-27T15:57:20Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5684539551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807280809,1058,61,1,41,42,ahnt9ejgwj58ul8auzdvi3czf,1,76.1,30.6,2025-04-27T12:43:13.738Z,2025-04-27T15:57:31Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5685802349,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044565,321,1,1,41,46,anga7587r1zv4ey71ge9zxol3,1,12.9,62.0,2025-04-27T12:43:17.453Z,2025-04-27T12:43:19Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5684518577,213,3.75,5684518569,56,Back,5684518575,212,9.1,5684518571,140,5.8,5684518573,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044597,322,1,1,41,48,anga7587r1zv4ey71ge9zxol3,0,5.8,54.3,2025-04-27T12:43:19.033Z,2025-04-27T12:43:20Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5684518737,213,0.02,5684518727,157,,5684518735,212,51.4,5684518731,140,54.7,5684518739,1,,5684518729,56,Center,5684518733,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044667,506,1,1,41,50,ahnt9ejgwj58ul8auzdvi3czf,1,46.2,42.4,2025-04-27T12:43:21.452Z,2025-04-27T12:43:26Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684519123,212,8.8,5684519125,213,0.36,5684519119,140,54.0,5684519115,3,,5684519117,56,Center,5684519121,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044673,507,3,1,41,53,ahnt9ejgwj58ul8auzdvi3czf,0,59.2,40.5,2025-04-27T12:43:24.109Z,2025-04-27T17:41:44Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684519149,56,Center,5684519151,286,,5685803659,465,,5686395891,233,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044683,323,7,1,41,53,anga7587r1zv4ey71ge9zxol3,1,40.8,59.5,2025-04-27T12:43:24.110Z,2025-04-27T17:41:43Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5685804827,178,,5684519197,56,Back,5685804825,384,,5686395869,233,507,5684519199,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044691,324,43,1,41,55,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-27T12:43:26.413Z,2025-04-27T15:58:36Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5685806259,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044747,325,1,1,41,55,anga7587r1zv4ey71ge9zxol3,1,39.3,63.0,2025-04-27T12:43:26.633Z,2025-04-27T12:43:30Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5684519513,213,2.90,5684519507,140,31.5,5684519505,56,Back,5684519509,141,66.0,5684519511,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044831,326,1,1,41,56,anga7587r1zv4ey71ge9zxol3,1,31.5,66.0,2025-04-27T12:43:27.613Z,2025-04-27T12:43:35Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5684520023,212,57.4,5684520025,213,5.65,5684520027,1,,5684520019,140,75.4,5684520021,141,15.8,5684520017,56,Right,5684520015,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044889,327,1,1,42,4,anga7587r1zv4ey71ge9zxol3,1,76.8,5.2,2025-04-27T12:43:35.133Z,2025-04-27T12:43:38Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684520361,212,12.5,5684520355,56,Right,5684520357,140,66.6,5684520363,213,2.60,5684520359,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044927,328,1,1,42,7,anga7587r1zv4ey71ge9zxol3,0,75.3,19.4,2025-04-27T12:43:38.573Z,2025-04-27T12:43:41Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684520585,213,6.25,5684520579,140,100.0,5684520581,141,18.2,5684520577,56,Right,5684520583,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807044991,329,5,1,42,10,anga7587r1zv4ey71ge9zxol3,0,101.3,18.6,2025-04-27T12:43:41.223Z,2025-04-27T13:00:26Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684520865,56,Right,5684521899,233,508,5684520867,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045161,508,5,1,42,10,ahnt9ejgwj58ul8auzdvi3czf,1,-1.3,81.4,2025-04-27T12:43:41.223Z,2025-04-27T13:00:26Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684521809,346,,5684521835,233,329,5684521807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045211,509,1,1,42,23,ahnt9ejgwj58ul8auzdvi3czf,1,2.0,49.9,2025-04-27T12:43:54.476Z,2025-04-27T12:44:03Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684522101,212,4.5,5684522079,124,,5684522093,140,5.5,5684522107,237,,5684522085,56,Back,5684522099,141,53.6,5684522103,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045367,510,1,1,42,25,ahnt9ejgwj58ul8auzdvi3czf,1,8.5,51.5,2025-04-27T12:43:56.717Z,2025-04-27T12:44:03Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684522871,213,0.91,5684522857,56,Back,5684522867,212,6.2,5684522865,141,58.7,5684522863,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045399,511,1,1,42,31,ahnt9ejgwj58ul8auzdvi3czf,1,12.1,58.7,2025-04-27T12:44:02.547Z,2025-04-27T12:54:33Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684523041,56,Back,5684523045,141,79.4,5684523047,212,19.0,5684523043,140,24.3,5684523049,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045415,512,1,1,42,32,ahnt9ejgwj58ul8auzdvi3czf,0,24.3,79.4,2025-04-27T12:44:03.277Z,2025-04-27T12:54:31Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684523123,213,6.06,5684523119,141,72.0,5684523113,155,,5684523115,56,Back,5684523117,140,45.8,5684523121,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046173,338,8,1,42,33,anga7587r1zv4ey71ge9zxol3,1,53.4,30.1,2025-04-27T12:44:04.233Z,2025-04-27T15:59:10Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684527279,56,Center,5685808167,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045483,331,1,1,42,37,anga7587r1zv4ey71ge9zxol3,1,55.5,38.6,2025-04-27T12:44:07.913Z,2025-04-27T12:44:08Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5684523477,212,11.1,5684523469,141,48.4,5684523459,140,63.9,5684523481,213,0.65,5684523451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045503,332,1,1,42,37,anga7587r1zv4ey71ge9zxol3,1,63.9,48.5,2025-04-27T12:44:08.533Z,2025-04-27T15:59:14Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5684523559,212,17.6,5684523557,141,56.9,5684523555,140,48.0,5684523549,56,Back,5684523561,213,2.81,5685808489,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045593,333,1,1,42,38,anga7587r1zv4ey71ge9zxol3,1,48.0,57.0,2025-04-27T12:44:09.383Z,2025-04-27T12:44:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5684524089,212,18.5,5684524085,141,70.5,5684524091,213,0.52,5684524073,56,Center,5684524079,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045619,334,1,1,42,44,anga7587r1zv4ey71ge9zxol3,1,69.0,64.3,2025-04-27T12:44:15.322Z,2025-04-27T12:44:17Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5684524245,56,Center,5684524247,140,88.9,5684524251,212,32.8,5684524243,155,,5684524249,141,27.1,5684524253,213,5.40,5684524255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045667,335,1,1,42,46,anga7587r1zv4ey71ge9zxol3,1,88.9,27.1,2025-04-27T12:44:17.355Z,2025-04-27T12:45:15Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,1.0,,5684524441,140,86.5,5684530223,154,,5684524447,213,1.78,5684524435,3,,5684524445,212,12.0,5684530221,210,15,5684524443,141,44.3,5684524439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045671,336,15,1,42,47,anga7587r1zv4ey71ge9zxol3,1,85.3,39.5,2025-04-27T12:44:18.583Z,2025-04-27T15:59:34Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684529303,20,,5684524475,56,Center,5684530253,80,,5684530263,102,46.1,5684530271,146,98.9,5684524473,17,,5684524471,22,,5684530269,328,,5684530259,55,335,5684530265,103,8.2,5684530267,108,,5684530257,154,5684530305,233,513,,5684530255,29,5684530273,147,47.8,,,,,,,,,,,,,,,
2807045697,513,10,1,42,47,ahnt9ejgwj58ul8auzdvi3czf,1,1.1,49.5,2025-04-27T12:44:18.683Z,2025-04-27T15:59:38Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5685809967,179,,5684524633,56,Back,5685809969,376,,5684524631,182,,5684530343,233,336,5684524851,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045751,514,52,1,42,50,ahnt9ejgwj58ul8auzdvi3czf,1,1.1,49.5,2025-04-27T12:44:21.702Z,2025-04-27T16:00:02Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5685811411,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045825,515,1,1,42,55,ahnt9ejgwj58ul8auzdvi3czf,1,10.5,49.6,2025-04-27T12:44:26.060Z,2025-04-27T12:44:28Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684525331,140,31.1,5684525327,123,,5684525335,212,22.7,5684525337,213,0.31,5684525333,141,59.8,5684525329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045871,516,43,1,42,57,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-27T12:44:27.963Z,2025-04-27T12:44:35Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684525603,212,26.7,5684525607,213,4.47,5684525597,141,21.7,5684525589,56,Back,5684526081,144,1,5684525593,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045875,517,4,1,42,59,ahnt9ejgwj58ul8auzdvi3czf,1,29.5,60.6,2025-04-27T12:44:30.860Z,2025-04-27T12:45:35Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684525641,265,,5684525639,152,,5684525873,233,337,5684525643,285,,5684525637,56,Back,5684525635,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807045897,337,4,1,42,59,anga7587r1zv4ey71ge9zxol3,0,70.5,39.4,2025-04-27T12:44:30.861Z,2025-04-27T12:45:36Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5684525837,13,,5684525845,286,,5684525839,56,Center,5684525963,233,517,5684525843,265,,5684525841,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046373,518,1,1,43,25,ahnt9ejgwj58ul8auzdvi3czf,1,31.1,64.6,2025-04-27T12:44:56.795Z,2025-04-27T16:00:24Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5685812767,189,,5684528299,5,,5684528301,152,,5684528307,141,86.1,5684528305,140,58.0,5684528303,56,Left,5684528311,213,0.48,5684528309,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046387,519,1,1,43,27,ahnt9ejgwj58ul8auzdvi3czf,1,58.0,86.1,2025-04-27T12:44:58.571Z,2025-04-27T12:44:59Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684528383,141,81.0,5684528387,213,5.81,5684528385,212,7.7,5684528379,56,Left,5684528381,140,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046415,520,1,1,43,28,ahnt9ejgwj58ul8auzdvi3czf,1,67.0,82.3,2025-04-27T12:44:59.659Z,2025-04-27T16:00:31Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5684528541,56,Left,5684528549,213,2.54,5684528543,140,61.9,5684528545,141,87.7,5685813155,156,,5684528547,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046455,521,1,1,43,30,ahnt9ejgwj58ul8auzdvi3czf,1,61.9,87.7,2025-04-27T12:45:01.195Z,2025-04-27T12:45:02Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684528731,212,3.1,5684528733,213,5.75,5684528729,141,85.4,5684528727,140,64.4,5684528725,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046497,522,1,1,43,31,ahnt9ejgwj58ul8auzdvi3czf,1,60.5,86.0,2025-04-27T12:45:02.459Z,2025-04-27T12:45:04Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5684528981,56,Back,5684528989,213,3.51,5684528983,140,42.6,5684528987,212,20.2,5684528985,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046533,523,1,1,43,33,ahnt9ejgwj58ul8auzdvi3czf,1,42.3,75.3,2025-04-27T12:45:04.667Z,2025-04-27T12:45:07Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684529261,212,24.2,5684529263,213,3.77,5684529253,56,Back,5684529255,140,23.7,5684529257,141,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046589,524,1,1,43,36,ahnt9ejgwj58ul8auzdvi3czf,1,23.8,54.5,2025-04-27T12:45:07.179Z,2025-04-27T12:45:10Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684529647,213,4.95,5684529645,212,16.6,5684529641,140,27.5,5684529643,141,30.8,5684529639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046625,525,1,1,43,39,ahnt9ejgwj58ul8auzdvi3czf,1,27.5,30.8,2025-04-27T12:45:10.411Z,2025-04-27T12:45:12Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684529855,140,22.5,5684529857,141,48.4,5684529861,213,1.98,5684529859,212,13.1,5684529853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046729,526,1,1,43,43,ahnt9ejgwj58ul8auzdvi3czf,1,22.8,48.4,2025-04-27T12:45:14.283Z,2025-04-27T12:45:18Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684530523,213,1.21,5684530519,141,70.6,5684530515,56,Back,5684530517,140,28.2,5684530521,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807046773,527,1,1,43,47,ahnt9ejgwj58ul8auzdvi3czf,1,28.1,70.9,2025-04-27T12:45:17.899Z,2025-04-27T12:45:21Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684530791,213,5.58,5684530789,212,10.2,5684530783,56,Back,5684530785,140,35.5,5684530787,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
