id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2816861073,867,45,2,51,41,anga7587r1zv4ey71ge9zxol3,0,11.9,11.8,2025-05-18T15:13:22.508Z,2025-05-18T20:47:16Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5738729577,285,,5738729575,56,Back,5738729629,233,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816861077,937,3,2,51,41,aljua8crr0vkwit0j3m59jw9j,1,88.1,88.2,2025-05-18T15:13:22.508Z,2025-05-18T20:47:16Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5738729597,56,Left,5738729607,465,,5738729605,286,,5738729609,233,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576023,513,61,2,51,43,aljua8crr0vkwit0j3m59jw9j,0,96.7,85.7,2025-05-18T15:13:24.473Z,2025-05-18T20:47:22Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5737134401,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576045,477,4,2,51,44,anga7587r1zv4ey71ge9zxol3,1,3.2,18.2,2025-05-18T15:13:26.007Z,2025-05-18T20:47:25Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737134729,56,Back,5737134731,152,,5738730287,294,,5737134803,233,514,5737134727,13,,5737134735,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576035,514,4,2,51,44,aljua8crr0vkwit0j3m59jw9j,0,96.8,81.8,2025-05-18T15:13:26.008Z,2025-05-18T22:06:49Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5737134543,56,Left,5737134541,13,,5737134549,286,,5737134839,233,477,5737134545,152,,5738730459,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576539,478,1,2,52,1,anga7587r1zv4ey71ge9zxol3,1,5.9,27.1,2025-05-18T15:13:43.356Z,2025-05-18T20:47:44Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5737136985,141,33.5,5737136975,5,,5737136989,213,0.08,5737136991,1,,5737136979,152,,5737136987,212,56.2,5737136977,157,,5737136983,140,59.3,5737136981,56,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,
2816576553,479,44,2,52,5,anga7587r1zv4ey71ge9zxol3,1,61.6,37.5,2025-05-18T15:13:47.060Z,2025-05-18T16:22:22Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5737137105,233,515,5737137047,56,Center,5737137049,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576525,515,44,2,52,5,aljua8crr0vkwit0j3m59jw9j,0,38.4,62.5,2025-05-18T15:13:47.061Z,2025-05-18T16:22:22Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5737136929,285,,5737137141,233,479,5737136927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576587,480,1,2,52,5,anga7587r1zv4ey71ge9zxol3,1,59.5,33.9,2025-05-18T15:13:47.227Z,2025-05-18T22:07:57Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5737137203,213,1.78,5737137201,212,20.9,5737137197,140,55.4,5737137195,56,Center,5737137193,3,,5737137199,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576721,481,1,2,52,8,anga7587r1zv4ey71ge9zxol3,1,55.5,64.9,2025-05-18T15:13:49.635Z,2025-05-18T15:13:54Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5737137915,213,1.57,5737137909,141,94.7,5737137903,56,Left,5737137905,140,55.5,5737137911,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576783,482,1,2,52,13,anga7587r1zv4ey71ge9zxol3,1,63.1,94.0,2025-05-18T15:13:54.676Z,2025-05-18T15:13:57Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737138213,212,10.0,5737138205,56,Left,5737138207,140,56.4,5737138215,213,3.93,5737138209,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576847,483,1,2,52,15,anga7587r1zv4ey71ge9zxol3,1,56.3,83.5,2025-05-18T15:13:56.995Z,2025-05-18T15:13:59Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5737138603,212,6.2,5737138601,141,91.0,5737138595,56,Left,5737138597,140,59.7,5737138607,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816576963,484,1,2,52,17,anga7587r1zv4ey71ge9zxol3,1,59.7,94.9,2025-05-18T15:13:59.123Z,2025-05-18T15:14:03Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737139253,213,0.05,5737139251,212,4.3,5737139247,140,63.8,5737139245,56,Left,5737139249,141,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816861855,868,3,2,52,19,anga7587r1zv4ey71ge9zxol3,1,62.0,85.3,2025-05-18T15:14:01.020Z,2025-05-18T20:48:28Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5738734563,286,,5738734565,464,,5738734559,56,Left,5738734567,233,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816861861,869,43,2,52,19,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-18T15:14:01.020Z,2025-05-18T20:48:35Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5738734625,212,0,5738734627,213,0.00,5738734619,56,Left,5738735077,144,1,5738734621,140,62.0,5738734623,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816861851,938,45,2,52,19,aljua8crr0vkwit0j3m59jw9j,0,38.0,14.7,2025-05-18T15:14:01.020Z,2025-05-18T20:48:28Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5738734547,56,Back,5738734605,233,868,5738734549,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577033,485,1,2,52,22,anga7587r1zv4ey71ge9zxol3,1,64.3,89.8,2025-05-18T15:14:03.651Z,2025-05-18T15:14:06Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5737139625,56,Left,5737139631,212,10.0,5737139633,213,0.00,5737139629,141,89.8,5737139627,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577119,486,1,2,52,24,anga7587r1zv4ey71ge9zxol3,1,74.3,88.1,2025-05-18T15:14:06.115Z,2025-05-18T15:14:10Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5737140075,141,91.4,5737140079,213,0.14,5737140077,212,16.6,5737140071,56,Left,5737140073,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577185,487,1,2,52,28,anga7587r1zv4ey71ge9zxol3,1,87.0,92.6,2025-05-18T15:14:10.195Z,2025-05-18T15:14:11Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737140375,141,89.1,5737140379,213,3.44,5737140377,212,8.1,5737140371,56,Left,5737140373,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577231,488,1,2,52,29,anga7587r1zv4ey71ge9zxol3,1,79.6,89.1,2025-05-18T15:14:10.844Z,2025-05-18T22:08:05Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5737140595,56,Left,5737140599,141,95.0,5737140597,140,84.8,5737140601,212,6.8,5737140603,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577373,489,1,2,52,30,anga7587r1zv4ey71ge9zxol3,1,89.5,94.2,2025-05-18T15:14:12.100Z,2025-05-18T22:08:03Z,8ydi45wh0naevno6aos78vi09,L. Klassen,1.0,,5737142945,154,,5738736849,224,,5737141345,213,4.80,5737141337,56,Center,5737141343,212,28.7,5737141341,141,52.2,5738736851,72,,5737141333,2,,5737141339,140,5737141335,155,,5737142939,210,,,,,91.8,,,,,,,,,,13,,,,,,,,,,,,,
2816577401,490,44,2,52,31,anga7587r1zv4ey71ge9zxol3,1,90.6,48.6,2025-05-18T15:14:12.738Z,2025-05-18T20:49:16Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5737141569,233,516,5737141501,56,Center,5737141503,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577349,516,44,2,52,31,aljua8crr0vkwit0j3m59jw9j,0,9.4,51.4,2025-05-18T15:14:12.739Z,2025-05-18T22:06:53Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5737141667,233,490,5737141213,285,,5737141211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577413,491,13,2,52,32,anga7587r1zv4ey71ge9zxol3,1,91.8,52.0,2025-05-18T15:14:13.459Z,2025-05-18T22:08:07Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5737141535,56,Center,5737142249,15,,5737141533,17,,5737142957,55,489,5737141529,22,,5737142961,102,36.3,5737142963,103,9.7,5737142955,154,,5737142951,75,5737142953,29,,5737142965,230,5737142257,328,5737142969,231,,51.1,,,,,,,,,98.9,,,,,,,,,,,,,
2816577555,492,5,2,52,37,anga7587r1zv4ey71ge9zxol3,0,100.8,39.0,2025-05-18T15:14:19.270Z,2025-05-18T16:27:40Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5737142227,346,,5737142225,56,Center,5737142459,233,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577577,517,5,2,52,37,aljua8crr0vkwit0j3m59jw9j,1,-0.8,61.0,2025-05-18T15:14:19.270Z,2025-05-18T16:27:39Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5737142323,346,,5737142425,233,492,5737142319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577861,518,1,2,52,53,aljua8crr0vkwit0j3m59jw9j,1,4.8,46.6,2025-05-18T15:14:35.006Z,2025-05-18T16:31:49Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5737143747,141,65.2,5737143751,213,0.66,5737143741,124,,5737143743,56,Back,5737143745,140,20.4,5737143775,189,,5737143755,237,,5737143749,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816577925,519,1,2,52,55,aljua8crr0vkwit0j3m59jw9j,1,19.3,65.7,2025-05-18T15:14:37.068Z,2025-05-18T15:14:38Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5737144019,213,2.30,5737144013,140,6.8,5737144011,56,Back,5737144015,141,87.2,5737144017,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578005,520,1,2,52,56,aljua8crr0vkwit0j3m59jw9j,0,7.4,87.2,2025-05-18T15:14:38.005Z,2025-05-18T20:50:02Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5737144413,56,Left,5738740881,155,,5737144419,212,51.6,5737144421,213,6.21,5737144423,1,,5737144417,141,82.0,5737144415,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578113,493,1,2,53,0,anga7587r1zv4ey71ge9zxol3,0,42.3,9.0,2025-05-18T15:14:42.164Z,2025-05-18T15:14:46Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737144905,56,Right,5737144907,140,52.6,5737144913,213,0.43,5737144911,212,11.9,5737144909,141,16.3,5737144903,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578087,521,44,2,53,1,aljua8crr0vkwit0j3m59jw9j,1,46.5,83.4,2025-05-18T15:14:43.106Z,2025-05-18T16:22:22Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5737145049,233,494,5737144769,56,Back,5737144771,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578119,494,44,2,53,1,anga7587r1zv4ey71ge9zxol3,0,53.5,16.6,2025-05-18T15:14:43.107Z,2025-05-18T16:22:23Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5737145085,233,521,5737144933,56,Right,5737144935,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578125,522,1,2,53,1,aljua8crr0vkwit0j3m59jw9j,0,45.0,83.0,2025-05-18T15:14:43.247Z,2025-05-18T22:07:46Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5737144965,213,2.06,5737144957,56,Back,5737144959,140,38.8,5737144955,3,,5737144963,212,13.9,5737144961,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578387,495,5,2,53,4,anga7587r1zv4ey71ge9zxol3,1,58.6,-1.2,2025-05-18T15:14:45.699Z,2025-05-18T16:27:40Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5737146163,56,Right,5737146189,233,523,5737146165,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578141,523,5,2,53,4,aljua8crr0vkwit0j3m59jw9j,0,41.4,101.2,2025-05-18T15:14:45.699Z,2025-05-18T16:27:40Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5737145007,347,,5737146223,233,495,5737145005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578511,496,1,2,53,12,anga7587r1zv4ey71ge9zxol3,1,56.1,0.0,2025-05-18T15:14:54.067Z,2025-05-18T15:14:58Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737146809,140,33.9,5737146815,212,34.0,5737146821,1,,5737146805,107,,5737146817,213,2.33,5737146807,56,Back,5737146811,141,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578537,497,1,2,53,17,anga7587r1zv4ey71ge9zxol3,1,32.5,40.5,2025-05-18T15:14:58.564Z,2025-05-18T15:14:59Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5737146971,213,1.30,5737146969,212,14.4,5737146963,56,Back,5737146965,140,36.1,5737146967,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578769,498,1,2,53,18,anga7587r1zv4ey71ge9zxol3,1,36.1,60.9,2025-05-18T15:14:59.715Z,2025-05-18T15:15:07Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5737148113,213,1.17,5737148111,212,22.6,5737148107,140,44.6,5737148105,56,Back,5737148109,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578901,499,1,2,53,25,anga7587r1zv4ey71ge9zxol3,1,64.3,82.1,2025-05-18T15:15:07.268Z,2025-05-18T15:15:11Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737148725,213,0.49,5737148719,140,73.7,5737148723,212,11.2,5737148721,141,89.8,5737148717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816578963,500,1,2,53,29,anga7587r1zv4ey71ge9zxol3,0,85.0,79.5,2025-05-18T15:15:11.300Z,2025-05-18T20:50:36Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5737149059,155,,5737149067,212,28.6,5737149063,140,85.8,5737149061,56,Center,5738743491,223,,5737149055,2,,5738743493,20,,5737149065,141,37.5,5737149069,213,,,,,,,,,,4.74,,,,,,,,,,,,,,,,,,,,,,,
2816578949,524,8,2,53,31,aljua8crr0vkwit0j3m59jw9j,1,14.1,64.6,2025-05-18T15:15:13.055Z,2025-05-18T20:50:56Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737148971,56,Back,5738744997,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579031,501,61,2,53,34,anga7587r1zv4ey71ge9zxol3,0,77.6,36.2,2025-05-18T15:15:16.099Z,2025-05-18T15:15:22Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737149481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579057,525,12,2,53,35,aljua8crr0vkwit0j3m59jw9j,1,19.2,53.7,2025-05-18T15:15:16.592Z,2025-05-18T15:15:18Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737149601,56,Back,5737149603,140,12.5,5737149607,212,33.0,5737149609,213,1.79,5737149671,167,,5737149605,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579191,502,5,2,53,36,anga7587r1zv4ey71ge9zxol3,1,88.5,-1.5,2025-05-18T15:15:17.577Z,2025-05-18T16:27:40Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737150233,56,Right,5737150235,347,,5737150303,233,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579063,526,5,2,53,36,aljua8crr0vkwit0j3m59jw9j,0,11.5,101.5,2025-05-18T15:15:17.577Z,2025-05-18T16:27:41Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5737149631,347,,5737149629,56,Back,5737150353,233,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579759,503,1,2,53,58,anga7587r1zv4ey71ge9zxol3,0,91.9,0.0,2025-05-18T15:15:39.811Z,2025-05-18T15:15:46Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737153205,212,23.5,5737153197,107,,5737153209,1,,5737153199,56,Center,5737153207,213,1.52,5737153203,141,33.4,5737153201,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579841,528,44,2,54,1,aljua8crr0vkwit0j3m59jw9j,1,11.1,68.6,2025-05-18T15:15:43.218Z,2025-05-18T15:16:14Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737153525,285,,5737153521,56,Back,5737153555,233,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579777,504,44,2,54,1,anga7587r1zv4ey71ge9zxol3,0,88.9,31.4,2025-05-18T15:15:43.219Z,2025-05-18T16:22:23Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737153577,233,528,5737153303,56,Center,5737153305,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579735,527,12,2,54,2,aljua8crr0vkwit0j3m59jw9j,1,7.2,57.8,2025-05-18T15:15:43.984Z,2025-05-18T15:16:16Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737153107,213,0.63,5737153167,15,,5737153099,140,24.6,5737153103,141,77.2,5737153105,212,22.5,5737153097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816580925,534,1,2,54,3,aljua8crr0vkwit0j3m59jw9j,1,13.9,60.8,2025-05-18T15:15:44.491Z,2025-05-18T15:16:27Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5737158783,141,77.6,5737158779,56,Back,5737158781,140,19.1,5737158785,212,12.7,5737158787,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816584003,554,43,2,54,5,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-18T15:15:47.021Z,2025-05-18T16:33:52Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737548221,144,83,5737174939,399,bpw4cd5vmghjhelb3uxupmqjt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579875,529,50,2,54,6,aljua8crr0vkwit0j3m59jw9j,1,17.8,83.6,2025-05-18T15:15:47.618Z,2025-05-18T16:34:11Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5737153687,56,Back,5737154177,233,505,5737153689,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579955,505,7,2,54,6,anga7587r1zv4ey71ge9zxol3,0,82.2,16.4,2025-05-18T15:15:47.619Z,2025-05-18T20:51:42Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737154053,56,Right,5737154055,286,,5738748331,385,,5737154149,233,529,5738748333,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816864597,939,1,2,54,6,aljua8crr0vkwit0j3m59jw9j,1,13.9,82.4,2025-05-18T15:15:48.065Z,2025-05-18T20:52:19Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5738751257,141,93.4,5738751261,212,10.4,5738751265,213,2.34,5738751251,56,Back,5738751253,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816579965,506,43,2,54,10,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-05-18T15:15:51.427Z,2025-05-18T16:13:20Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737154107,286,0,5737154105,56,Right,5737448307,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816580053,531,1,2,54,12,aljua8crr0vkwit0j3m59jw9j,0,1.3,95.7,2025-05-18T15:15:53.985Z,2025-05-18T15:15:54Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737154597,212,33.8,5737154585,56,Back,5737154589,140,31.9,5737154601,213,5.97,5737154593,141,80.2,5737154605,1,,5737154583,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816580137,508,1,2,54,14,anga7587r1zv4ey71ge9zxol3,1,65.6,21.7,2025-05-18T15:15:56.116Z,2025-05-18T15:15:57Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5737154993,213,5.47,5737154979,140,75.5,5737154973,56,Right,5737154983,141,5.7,5737154987,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816580203,509,1,2,54,15,anga7587r1zv4ey71ge9zxol3,1,77.6,5.7,2025-05-18T15:15:57.379Z,2025-05-18T15:15:59Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737155287,213,6.26,5737155285,212,13.0,5737155275,56,Right,5737155279,140,90.0,5737155283,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816580243,510,1,2,54,18,anga7587r1zv4ey71ge9zxol3,0,92.5,7.1,2025-05-18T15:15:59.444Z,2025-05-18T20:52:19Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5738751281,20,,5737155707,236,,5737155713,286,,5737155457,212,3.7,5737155447,56,Right,5737155455,141,12.1,5737155463,213,1.14,5737155445,155,,5737155709,233,5737155441,2,,5738751279,224,5737155451,140,,,532,,,,,,,,,94.0,,,,,,,,,,,,,,
2816580285,532,12,2,54,18,aljua8crr0vkwit0j3m59jw9j,1,8.3,90.0,2025-05-18T15:15:59.544Z,2025-05-18T15:16:03Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737155625,185,,5737155627,56,Back,5737155749,233,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816580295,511,6,2,54,20,anga7587r1zv4ey71ge9zxol3,1,92.6,10.9,2025-05-18T15:16:02.083Z,2025-05-18T15:16:05Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5737155791,233,533,5737155771,56,Right,5737155773,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816580301,533,6,2,54,20,aljua8crr0vkwit0j3m59jw9j,0,7.4,89.1,2025-05-18T15:16:02.083Z,2025-05-18T20:52:26Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5737155831,233,511,5737155767,56,Back,5737155769,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816581265,512,1,2,54,47,anga7587r1zv4ey71ge9zxol3,1,99.5,0.5,2025-05-18T15:16:29.340Z,2025-05-18T20:52:33Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,1.0,,5737160487,140,93.0,5737160479,6,,5737540777,154,,5737160493,213,1.79,5737160491,212,31.9,5738752337,20,,5737160477,2,,5737160481,155,,5737540775,210,5737160483,224,,5737160485,56,5737160489,141,,,13,,,,,,,,,46.4,Center,,,,,,,,,,,,,
2816586595,543,13,2,54,49,anga7587r1zv4ey71ge9zxol3,1,89.6,44.4,2025-05-18T15:16:31.011Z,2025-05-18T20:53:04Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5737214499,25,,5737187179,56,Center,5737214509,146,98.1,5737214505,103,2.8,5737214503,102,59.5,5737540779,29,,5737214501,73,,5737214023,153,,5737214021,328,5737214015,15,,5737540783,55,5737540781,154,5737214515,231,,48.7,5737187177,17,,5737214513,230,5737214511,147,,512,54.3,,,98.9,,,,,,,,,
2816581121,535,12,2,54,53,aljua8crr0vkwit0j3m59jw9j,1,3.3,43.4,2025-05-18T15:16:34.821Z,2025-05-18T16:15:39Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5737166187,213,0.01,5737166175,56,Back,5737166177,140,28.6,5737166179,141,43.6,5737166183,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
