id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2800761517,305,1,1,38,11,59as3grjvj19voay31j3yfgni,1,44.7,68.5,2025-04-13T14:39:00.652Z,2025-04-13T14:39:02Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5649887351,213,3.76,5649887345,140,36.1,5649887343,56,Back,5649887347,141,59.0,5649887349,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800761623,306,1,1,38,13,59as3grjvj19voay31j3yfgni,1,33.0,58.7,2025-04-13T14:39:02.652Z,2025-04-13T14:39:07Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5649887863,141,49.6,5649887867,213,3.41,5649887861,140,11.7,5649887865,212,23.2,5649887859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800761703,307,1,1,38,18,59as3grjvj19voay31j3yfgni,0,13.9,44.6,2025-04-13T14:39:07.549Z,2025-04-13T18:07:29Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5650954017,155,,5649888335,212,50.2,5649888339,1,,5649888333,141,17.3,5649888331,140,58.3,5649888329,56,Right,5649888337,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800761753,378,1,1,38,22,5rz9enoyknpg8ji78za5b82p0,1,42.8,87.4,2025-04-13T14:39:11.571Z,2025-04-13T14:39:13Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649888655,212,12.2,5649888649,56,Back,5649888653,141,78.5,5649888657,213,3.66,5649888651,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800761871,379,1,1,38,24,5rz9enoyknpg8ji78za5b82p0,1,33.7,80.5,2025-04-13T14:39:13.804Z,2025-04-13T14:39:20Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649889343,56,Back,5649889345,140,13.3,5649889351,213,3.85,5649889349,212,28.3,5649889347,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800761907,380,1,1,38,30,5rz9enoyknpg8ji78za5b82p0,1,13.4,45.8,2025-04-13T14:39:20.288Z,2025-04-13T14:39:22Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5649889533,213,5.91,5649889535,1,,5649889525,56,Back,5649889531,212,32.0,5649889529,141,28.6,5649889527,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800761985,381,1,1,38,32,5rz9enoyknpg8ji78za5b82p0,1,41.8,28.6,2025-04-13T14:39:22.006Z,2025-04-13T14:39:26Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5649889905,140,34.4,5649889917,213,4.29,5649889913,212,18.9,5649889901,56,Back,5649889909,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762015,382,1,1,38,36,5rz9enoyknpg8ji78za5b82p0,1,34.4,3.2,2025-04-13T14:39:26.068Z,2025-04-13T14:39:28Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5649890109,212,18.0,5649890105,141,24.9,5649890099,56,Back,5649890103,140,24.6,5649890111,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762061,383,1,1,38,38,5rz9enoyknpg8ji78za5b82p0,1,24.6,24.9,2025-04-13T14:39:27.864Z,2025-04-13T14:39:30Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5649890385,141,56.4,5649890381,140,23.3,5649890375,56,Back,5649890393,213,1.63,5649890387,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762121,384,1,1,38,40,5rz9enoyknpg8ji78za5b82p0,1,23.3,56.4,2025-04-13T14:39:30.098Z,2025-04-13T14:39:33Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649890735,212,20.6,5649890733,141,82.0,5649890729,56,Back,5649890737,213,1.01,5649890731,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762201,385,1,1,38,44,5rz9enoyknpg8ji78za5b82p0,1,34.7,82.6,2025-04-13T14:39:33.535Z,2025-04-13T14:39:37Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649891155,56,Back,5649891165,212,19.5,5649891159,141,56.3,5649891167,213,4.31,5649891157,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762235,386,1,1,38,47,5rz9enoyknpg8ji78za5b82p0,1,27.4,56.3,2025-04-13T14:39:37.065Z,2025-04-13T14:39:38Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649891315,213,0.27,5649891305,140,61.3,5649891319,1,,5649891307,141,70.8,5649891301,56,Center,5649891311,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763277,312,43,1,38,48,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-13T14:39:38.012Z,2025-04-13T18:07:56Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5649897365,399,3sadup8mjwu4dc96wz6lmixn9,5650955875,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762241,387,1,1,38,48,5rz9enoyknpg8ji78za5b82p0,0,61.3,70.8,2025-04-13T14:39:38.175Z,2025-04-13T14:39:39Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5649891369,141,80.5,5649891391,156,,5649891365,56,Back,5649891373,213,2.90,5649891367,140,35.3,5649891371,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762401,309,1,1,38,53,59as3grjvj19voay31j3yfgni,0,74.8,36.4,2025-04-13T14:39:43.276Z,2025-04-13T14:39:44Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5649892249,213,0.25,5649892247,212,9.3,5649892241,56,Center,5649892245,141,39.8,5649892243,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762417,388,8,1,38,55,5rz9enoyknpg8ji78za5b82p0,1,11.5,62.1,2025-04-13T14:39:45.298Z,2025-04-13T18:08:05Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5650956435,384,,5649892351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762441,389,43,1,38,56,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-13T14:39:46.189Z,2025-04-13T18:08:07Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5650956617,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762507,390,1,1,38,57,5rz9enoyknpg8ji78za5b82p0,1,12.7,61.5,2025-04-13T14:39:46.564Z,2025-04-13T14:39:48Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5649892841,213,4.09,5649892839,212,9.1,5649892837,141,50.6,5649892833,56,Back,5649892835,140,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762611,391,1,1,38,59,5rz9enoyknpg8ji78za5b82p0,0,7.6,50.6,2025-04-13T14:39:48.454Z,2025-04-13T14:39:53Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5649893409,213,0.32,5649893399,157,,5649893405,141,85.4,5649893407,212,74.4,5649893401,56,Left,5649893411,1,,5649893403,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762651,310,61,1,39,3,59as3grjvj19voay31j3yfgni,0,22.8,15.9,2025-04-13T14:39:53.252Z,2025-04-13T14:41:04Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5649893653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762679,311,5,1,39,4,59as3grjvj19voay31j3yfgni,0,22.8,-1.8,2025-04-13T14:39:54.124Z,2025-04-13T14:45:58Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5649893727,347,,5649894427,233,392,5649893721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762783,392,5,1,39,4,5rz9enoyknpg8ji78za5b82p0,1,77.2,101.8,2025-04-13T14:39:54.124Z,2025-04-13T14:45:58Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5649894363,233,311,5649894317,347,,5649894315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762825,393,1,1,39,10,5rz9enoyknpg8ji78za5b82p0,1,77.0,100.0,2025-04-13T14:40:00.140Z,2025-04-13T14:40:01Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649894535,212,11.4,5649894527,107,,5649894533,141,91.2,5649894529,56,Left,5649894537,213,3.82,5649894531,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762935,394,1,1,39,12,5rz9enoyknpg8ji78za5b82p0,1,68.5,91.2,2025-04-13T14:40:01.780Z,2025-04-13T14:40:06Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649895087,140,85.7,5649895093,213,0.16,5649895089,141,95.4,5649895085,56,Left,5649895091,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800762973,395,1,1,39,16,5rz9enoyknpg8ji78za5b82p0,1,85.7,95.4,2025-04-13T14:40:06.154Z,2025-04-13T14:40:08Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649895305,140,60.3,5649895311,213,3.36,5649895303,56,Left,5649895309,212,27.3,5649895307,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763033,396,1,1,39,19,5rz9enoyknpg8ji78za5b82p0,1,60.3,86.5,2025-04-13T14:40:08.372Z,2025-04-13T14:40:10Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649895597,140,64.3,5649895599,141,73.6,5649895603,213,5.16,5649895595,56,Center,5649895601,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763101,397,1,1,39,21,5rz9enoyknpg8ji78za5b82p0,1,64.3,74.4,2025-04-13T14:40:10.684Z,2025-04-13T14:40:13Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649895965,212,14.9,5649895959,56,Center,5649895963,141,61.1,5649895967,213,3.79,5649895961,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763129,398,1,1,39,24,5rz9enoyknpg8ji78za5b82p0,1,53.0,61.1,2025-04-13T14:40:13.543Z,2025-04-13T14:40:14Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649896109,141,36.7,5649896101,56,Center,5649896113,213,4.71,5649896103,140,52.9,5649896111,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763209,399,1,1,39,25,5rz9enoyknpg8ji78za5b82p0,1,52.9,36.7,2025-04-13T14:40:14.511Z,2025-04-13T14:40:17Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5649896481,56,Center,5649896487,140,52.2,5649896503,212,14.4,5649896499,141,57.9,5649896505,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763311,400,1,1,39,28,5rz9enoyknpg8ji78za5b82p0,1,53.0,59.7,2025-04-13T14:40:17.386Z,2025-04-13T14:40:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649897095,140,56.1,5649897093,56,Left,5649897099,212,17.2,5649897101,213,1.38,5649897097,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763337,401,1,1,39,32,5rz9enoyknpg8ji78za5b82p0,1,56.1,84.8,2025-04-13T14:40:22.276Z,2025-04-13T14:40:23Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649897265,213,5.11,5649897259,140,60.6,5649897257,56,Center,5649897263,212,12.3,5649897261,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763385,402,1,1,39,33,5rz9enoyknpg8ji78za5b82p0,1,60.6,68.1,2025-04-13T14:40:22.979Z,2025-04-13T14:40:25Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649897523,212,14.8,5649897517,56,Left,5649897519,140,54.0,5649897527,213,2.06,5649897521,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763519,403,1,1,39,38,5rz9enoyknpg8ji78za5b82p0,1,52.7,92.6,2025-04-13T14:40:27.743Z,2025-04-13T14:40:31Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649898305,212,42.5,5649898299,56,Left,5649898309,213,6.22,5649898303,141,88.7,5649898301,140,93.1,5649898313,1,,5649898297,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763531,404,1,1,39,41,5rz9enoyknpg8ji78za5b82p0,0,93.1,88.7,2025-04-13T14:40:31.305Z,2025-04-13T18:08:36Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649898363,140,90.3,5650958813,225,,5650958817,72,,5649898361,56,Center,5649898367,212,20.4,5650958815,386,,5649898365,141,59.0,5649898355,2,,5649898369,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763593,313,43,1,39,44,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-13T14:40:34.077Z,2025-04-13T14:40:43Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5649899483,233,405,5649899629,144,3,5649898707,56,Back,5649898709,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763605,314,12,1,39,45,59as3grjvj19voay31j3yfgni,1,9.2,44.3,2025-04-13T14:40:35.308Z,2025-04-13T14:40:36Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5649898749,56,Back,5649898753,141,28.9,5649898755,212,17.6,5649898751,140,22.7,5649898757,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763641,316,1,1,39,47,59as3grjvj19voay31j3yfgni,1,22.5,30.7,2025-04-13T14:40:36.812Z,2025-04-13T14:40:37Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5649898951,141,31.5,5649898949,140,31.3,5649898947,56,Back,5649898953,212,9.3,5649898955,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763659,317,43,1,39,48,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-13T14:40:37.740Z,2025-04-13T14:40:56Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5649899365,233,405,5649899033,56,Back,5649899609,286,0,5649901245,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763723,405,43,1,39,48,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-13T14:40:37.740Z,2025-04-13T14:41:02Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649899499,286,0,5649901941,144,45,5649899335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763701,318,1,1,39,49,59as3grjvj19voay31j3yfgni,0,30.0,44.9,2025-04-13T14:40:39.180Z,2025-04-13T14:40:40Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5649899251,213,0.85,5649899243,56,Left,5649899247,141,100.0,5649899253,1,,5649899241,155,,5649899245,140,62.8,5649899249,212,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800763715,319,5,1,39,50,59as3grjvj19voay31j3yfgni,0,63.1,101.6,2025-04-13T14:40:39.972Z,2025-04-13T14:45:58Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5649899313,56,Left,5649899315,347,,5649901277,233,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764071,406,5,1,39,50,5rz9enoyknpg8ji78za5b82p0,1,36.9,-1.6,2025-04-13T14:40:39.972Z,2025-04-13T14:45:58Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649901229,347,,5649901227,56,Back,5649901271,233,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764087,407,1,1,40,7,5rz9enoyknpg8ji78za5b82p0,1,27.8,0.0,2025-04-13T14:40:56.364Z,2025-04-13T14:42:35Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5649901299,107,,5649913103,189,,5649901309,213,1.96,5649901305,141,35.7,5649901301,56,Back,5649901307,212,27.6,5649901303,140,17.9,5649901311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764093,408,1,1,40,7,5rz9enoyknpg8ji78za5b82p0,1,17.9,35.7,2025-04-13T14:40:57.254Z,2025-04-13T14:40:58Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5649901343,56,Back,5649901345,140,30.0,5649901351,213,5.80,5649901349,212,14.4,5649901347,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764115,409,1,1,40,8,5rz9enoyknpg8ji78za5b82p0,1,30.0,25.8,2025-04-13T14:40:58.035Z,2025-04-13T14:40:59Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649901485,141,29.5,5649901483,140,42.6,5649901487,212,13.5,5649901489,213,0.19,5649901481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764137,410,1,1,40,9,5rz9enoyknpg8ji78za5b82p0,1,42.6,29.5,2025-04-13T14:40:59.160Z,2025-04-13T14:42:43Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5649901631,212,9.9,5649901627,140,33.5,5649901629,141,25.8,5649901633,213,3.40,5649914319,156,,5649901625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764207,411,1,1,40,10,5rz9enoyknpg8ji78za5b82p0,1,33.5,25.8,2025-04-13T14:40:59.895Z,2025-04-13T14:41:02Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649901925,212,7.6,5649901919,56,Back,5649901923,141,14.6,5649901921,140,33.3,5649901927,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764289,412,1,1,40,12,5rz9enoyknpg8ji78za5b82p0,1,33.3,14.6,2025-04-13T14:41:02.160Z,2025-04-13T14:41:06Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5649902407,141,48.1,5649902413,212,30.6,5649902405,140,13.9,5649902417,213,2.30,5649902403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764331,413,1,1,40,17,5rz9enoyknpg8ji78za5b82p0,1,19.4,51.2,2025-04-13T14:41:06.769Z,2025-04-13T14:41:08Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5649902653,212,27.1,5649902649,141,89.4,5649902647,140,26.8,5649902659,213,1.28,5649902645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764429,414,1,1,40,20,5rz9enoyknpg8ji78za5b82p0,1,25.0,85.7,2025-04-13T14:41:09.518Z,2025-04-13T14:41:12Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649903145,213,5.72,5649903135,140,45.0,5649903139,141,66.0,5649903141,212,24.9,5649903131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764433,415,61,1,40,23,5rz9enoyknpg8ji78za5b82p0,0,45.0,66.0,2025-04-13T14:41:12.783Z,2025-04-13T14:41:13Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5649903157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764437,320,50,1,40,23,59as3grjvj19voay31j3yfgni,1,50.6,42.2,2025-04-13T14:41:13.052Z,2025-04-13T14:52:05Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5649903177,56,Center,5649903179,286,,5649903635,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764499,416,7,1,40,23,5rz9enoyknpg8ji78za5b82p0,1,49.4,57.8,2025-04-13T14:41:13.053Z,2025-04-13T18:09:19Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5649903507,285,,5650961987,389,,5649903591,233,320,5650961985,384,,5649903505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764841,418,61,1,40,24,5rz9enoyknpg8ji78za5b82p0,1,54.7,59.4,2025-04-13T14:41:13.420Z,2025-04-13T14:41:34Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649905449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764505,321,12,1,40,25,59as3grjvj19voay31j3yfgni,1,32.2,47.0,2025-04-13T14:41:14.844Z,2025-04-13T14:41:16Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5649903533,212,10.0,5649903535,213,6.20,5649903531,141,45.8,5649903529,140,41.7,5649903527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764519,322,61,1,40,26,59as3grjvj19voay31j3yfgni,1,41.7,46.0,2025-04-13T14:41:15.852Z,2025-04-13T14:41:36Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5649903601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764589,323,59,1,40,28,59as3grjvj19voay31j3yfgni,1,22.9,46.0,2025-04-13T14:41:17.835Z,2025-04-13T14:41:19Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5649904033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764629,324,12,1,40,29,59as3grjvj19voay31j3yfgni,1,23.1,46.6,2025-04-13T14:41:19.184Z,2025-04-13T14:41:21Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5649904241,141,0.0,5649904295,167,,5649904243,212,41.9,5649904235,56,Back,5649904237,140,47.9,5649904245,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764635,325,5,1,40,31,59as3grjvj19voay31j3yfgni,0,46.7,-1.6,2025-04-13T14:41:20.614Z,2025-04-13T14:45:59Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5649905479,233,417,5649904257,56,Back,5649904259,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800764833,417,5,1,40,31,5rz9enoyknpg8ji78za5b82p0,1,53.3,101.6,2025-04-13T14:41:20.614Z,2025-04-13T14:45:59Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5649905415,56,Left,5649905457,233,325,5649905417,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800765109,419,1,1,40,52,5rz9enoyknpg8ji78za5b82p0,0,59.6,100.0,2025-04-13T14:41:41.748Z,2025-04-13T18:09:59Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649906935,1,,5649906925,56,Center,5649906923,107,,5649906933,213,5.03,5649907057,189,,5649906929,141,57.2,5649906927,140,68.9,5649906931,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800958313,749,61,1,40,53,59as3grjvj19voay31j3yfgni,1,37.2,26.8,2025-04-13T14:41:42.748Z,2025-04-13T18:09:57Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5650964251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800765111,420,15,1,40,54,5rz9enoyknpg8ji78za5b82p0,1,70.4,46.4,2025-04-13T14:41:43.880Z,2025-04-13T18:10:09Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5649907463,78,,5649907477,146,99.5,5649907465,102,49.4,5649906957,56,Center,5649907165,20,,5649907559,233,326,5649907481,147,50.7,5649906955,18,,5649907473,458,,5649907467,103,5649906953,22,,19.0,5649907469,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800765063,326,10,1,40,54,59as3grjvj19voay31j3yfgni,1,3.9,48.8,2025-04-13T14:41:43.980Z,2025-04-13T18:10:13Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5649907607,233,420,5649906699,178,,5650965333,377,,5649906703,56,Back,5649907145,177,,5649906701,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
