id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2747028705,371,1,1,43,29,59as3grjvj19voay31j3yfgni,1,76.5,19.5,2024-11-10T15:43:54.096Z,2024-11-10T15:43:58Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5356885987,140,86.4,5356885989,141,7.6,5356885985,56,Right,5356885991,212,13.2,5356885993,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747028767,372,1,1,43,34,59as3grjvj19voay31j3yfgni,1,87.6,5.8,2024-11-10T15:43:58.160Z,2024-11-10T15:44:00Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5356886327,212,18.3,5356886329,213,2.91,5356886321,140,70.6,5356886325,141,11.9,5356886319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747028885,373,1,1,43,35,59as3grjvj19voay31j3yfgni,1,69.2,14.0,2024-11-10T15:43:59.984Z,2024-11-10T15:44:03Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5356886985,56,Center,5356886999,213,2.02,5356886997,212,18.1,5356886989,140,61.7,5356886993,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747028937,374,1,1,43,39,59as3grjvj19voay31j3yfgni,1,58.5,38.9,2024-11-10T15:44:03.632Z,2024-11-10T15:44:05Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356887289,141,69.4,5356887297,212,25.1,5356887301,213,2.17,5356887281,56,Back,5356887285,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747029013,375,1,1,43,41,59as3grjvj19voay31j3yfgni,1,45.3,68.8,2024-11-10T15:44:05.424Z,2024-11-10T15:44:07Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5356887647,213,0.71,5356887639,141,85.0,5356887633,140,57.5,5356887643,212,16.9,5356887627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747029159,376,1,1,43,42,59as3grjvj19voay31j3yfgni,1,58.7,93.6,2024-11-10T15:44:07.121Z,2024-11-10T21:12:10Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5356888405,140,54.1,5356888411,213,4.47,5356888403,56,Center,5356888407,141,65.2,5356888409,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747029123,414,83,1,43,45,cftj6g399tknheudaxsdpfdgb,0,41.3,37.1,2024-11-10T15:44:09.686Z,2024-11-10T15:44:15Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5356889079,399,bwfg9frq2ecbzg7wlzqjtnv2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747029273,377,1,1,43,47,59as3grjvj19voay31j3yfgni,1,55.3,43.0,2024-11-10T15:44:11.632Z,2024-11-10T15:44:15Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5356889067,1,,5356889057,56,Right,5356889059,140,74.8,5356889065,213,5.38,5356889063,212,33.1,5356889061,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747029449,378,1,1,43,51,59as3grjvj19voay31j3yfgni,0,76.3,5.2,2024-11-10T15:44:15.488Z,2024-11-10T15:44:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5356890005,213,0.53,5356889999,140,100.0,5356890003,212,29.1,5356890001,141,27.0,5356889997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747029461,379,5,1,43,56,59as3grjvj19voay31j3yfgni,0,100.5,27.0,2024-11-10T15:44:20.919Z,2024-11-10T16:06:43Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5356890069,346,,5356895485,233,415,5356890067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030411,415,5,1,43,56,cftj6g399tknheudaxsdpfdgb,1,-0.5,73.0,2024-11-10T15:44:20.919Z,2024-11-10T16:06:43Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5356895359,56,Back,5356895429,233,379,5356895361,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030553,416,1,1,44,30,cftj6g399tknheudaxsdpfdgb,0,5.3,62.3,2024-11-10T15:44:54.302Z,2024-11-10T15:44:58Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5356896081,124,,5356896085,140,60.8,5356896091,213,0.04,5356896095,74,,5356896087,141,65.7,5356896089,212,58.3,5356896083,56,Center,5356896093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030617,380,1,1,44,35,59as3grjvj19voay31j3yfgni,0,36.6,31.1,2024-11-10T15:44:59.905Z,2024-11-10T21:12:37Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5356896379,212,12.0,5356896377,141,23.9,5356896367,3,,5356896381,213,5.86,5356896371,56,Back,5356896375,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030693,417,1,1,44,37,cftj6g399tknheudaxsdpfdgb,0,51.7,72.8,2024-11-10T15:45:01.324Z,2024-11-10T21:12:41Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5356896817,141,48.9,5356896823,213,5.10,5356896821,212,17.6,5356896811,56,Center,5356896815,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030711,381,1,1,44,38,59as3grjvj19voay31j3yfgni,0,42.6,51.1,2024-11-10T15:45:02.800Z,2024-11-10T21:12:50Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5356896907,141,43.8,5356896909,212,6.6,5356896911,213,5.43,5356896903,56,Back,5356896905,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030827,418,1,1,44,40,cftj6g399tknheudaxsdpfdgb,1,55.1,52.1,2024-11-10T15:45:04.895Z,2024-11-10T21:12:56Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5356897515,56,Center,5356897519,141,47.2,5356897517,140,64.2,5356897523,213,5.95,5356897521,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030957,419,1,1,44,42,cftj6g399tknheudaxsdpfdgb,1,72.7,40.3,2024-11-10T15:45:06.855Z,2024-11-10T21:13:04Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,1.0,,5356898197,141,28.6,5356898201,212,12.5,5356898205,213,5.59,5356898193,56,Center,5356900179,210,15,5356898195,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747030971,420,15,1,44,46,cftj6g399tknheudaxsdpfdgb,1,87.7,36.0,2024-11-10T15:45:10.799Z,2024-11-10T21:13:19Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5356899229,82,,5356900291,103,19,5356900279,29,,5356900357,233,382,5356900299,230,98.6,5356898249,22,,5356900297,147,36.8,5356900295,146,88.6,5356900301,231,46.6,5356900275,80,,5356900283,55,419,5356898253,56,5357574971,63,5356900289,102,Center,,46.8,5356899225,72,,,,,,,,,,,,,,,,
2747030973,382,10,1,44,46,59as3grjvj19voay31j3yfgni,1,11.6,60.7,2024-11-10T15:45:10.899Z,2024-11-10T15:47:19Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5356898277,56,Back,5356898273,94,,5356900393,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747031821,384,61,1,44,47,59as3grjvj19voay31j3yfgni,1,15.4,59.7,2024-11-10T15:45:11.627Z,2024-11-10T15:45:44Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5356902845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747031035,421,13,1,44,48,cftj6g399tknheudaxsdpfdgb,1,85.0,49.1,2024-11-10T15:45:12.454Z,2024-11-10T21:13:46Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5356901681,81,,5356898659,56,Center,5356898657,17,,5356901687,458,,5356901689,230,98.4,5356901683,102,40.2,5356905161,328,,5356900709,20,,5356901685,103,84.7,5356901691,231,50.2,5356898655,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747031019,383,5,1,44,49,59as3grjvj19voay31j3yfgni,1,-0.6000000000000001,57.0,2024-11-10T15:45:13.360Z,2024-11-10T16:06:43Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5356898545,56,Back,5356898999,346,,5356899319,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747031055,422,5,1,44,49,cftj6g399tknheudaxsdpfdgb,0,100.6,43.0,2024-11-10T15:45:13.360Z,2024-11-10T16:06:43Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5356898793,346,,5356899353,233,383,5356898791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747031709,423,70,1,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-10T15:45:24.260Z,2024-11-10T21:13:59Z,,,,,5356902265,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032451,385,1,1,45,35,59as3grjvj19voay31j3yfgni,0,4.5,44.6,2024-11-10T15:45:59.168Z,2024-11-10T15:46:04Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5356906189,212,59.0,5356906187,141,43.4,5356906193,1,,5356906183,56,Center,5356906195,74,,5356906191,213,6.27,5356906185,140,60.7,5356906181,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032461,424,43,1,45,39,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-10T15:46:03.949Z,2024-11-10T15:46:11Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5356906243,285,0,5356906241,56,Back,5356907147,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032479,425,1,1,45,40,cftj6g399tknheudaxsdpfdgb,0,37.4,54.8,2024-11-10T15:46:04.772Z,2024-11-10T15:46:05Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5356906337,213,6.08,5356906335,212,9.2,5356906329,56,Back,5356906333,141,52.1,5356906331,140,46.0,5356906327,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032573,386,1,1,45,42,59as3grjvj19voay31j3yfgni,0,53.9,48.4,2024-11-10T15:46:06.543Z,2024-11-10T15:46:11Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5356906845,213,0.87,5356906835,3,,5356906841,141,67.6,5356906839,140,64.3,5356906837,56,Center,5356906843,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032637,427,1,1,45,44,cftj6g399tknheudaxsdpfdgb,1,39.0,25.8,2024-11-10T15:46:08.715Z,2024-11-10T21:14:13Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5356907185,213,4.29,5356907179,140,34.0,5356907183,212,12.8,5356907181,141,8.6,5356907177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032679,428,1,1,45,47,cftj6g399tknheudaxsdpfdgb,1,35.3,12.3,2024-11-10T15:46:12.001Z,2024-11-10T21:14:16Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356907391,141,6.6,5356907395,212,17.7,5356907381,56,Right,5356907397,213,6.06,5356907387,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032827,429,1,1,45,49,cftj6g399tknheudaxsdpfdgb,1,56.1,18.2,2024-11-10T15:46:13.489Z,2024-11-10T21:14:23Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5356908135,140,68.7,5356908141,212,14.6,5356908133,56,Center,5356908143,213,0.44,5356908139,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747363819,823,83,1,45,51,59as3grjvj19voay31j3yfgni,1,31.3,75.8,2024-11-10T15:46:15.885Z,2024-11-10T21:15:23Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5358734581,399,akxcr1xe62dyl5jmh3ataq13o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032741,387,83,1,45,52,59as3grjvj19voay31j3yfgni,0,33.0,64.9,2024-11-10T15:46:16.352Z,2024-11-10T15:46:20Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356908299,399,akxcr1xe62dyl5jmh3ataq13o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032839,430,50,1,45,53,cftj6g399tknheudaxsdpfdgb,1,67.4,25.8,2024-11-10T15:46:17.335Z,2024-11-10T21:17:19Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5358741757,233,822,5356908199,56,Center,5358731675,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747363477,822,7,1,45,53,59as3grjvj19voay31j3yfgni,1,32.6,74.2,2024-11-10T15:46:17.336Z,2024-11-10T21:17:18Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5358732511,384,,5358741721,233,430,5358732507,56,Back,5358732509,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032877,388,61,1,45,53,59as3grjvj19voay31j3yfgni,1,33.2,69.0,2024-11-10T15:46:18.088Z,2024-11-10T21:15:03Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5356908429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747363665,893,61,1,45,53,cftj6g399tknheudaxsdpfdgb,1,68.7,24.2,2024-11-10T15:46:18.124Z,2024-11-10T21:15:10Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5358733727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032997,431,1,1,45,55,cftj6g399tknheudaxsdpfdgb,1,65.5,22.3,2024-11-10T15:46:19.425Z,2024-11-10T21:15:37Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5356909041,155,,5356909045,140,86.9,5356909051,213,5.81,5356909049,212,25.2,5356909047,141,5.4,5356909043,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033009,432,1,1,45,58,cftj6g399tknheudaxsdpfdgb,0,89.6,3.7,2024-11-10T15:46:22.579Z,2024-11-10T21:15:56Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356909109,155,,5356909107,2,,5358736013,20,,5356909115,141,23.7,5356909111,56,Center,5356909119,213,1.37,5356909117,212,13.9,5358736011,224,,5356909113,140,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747032983,389,12,1,45,59,59as3grjvj19voay31j3yfgni,1,8.4,76.7,2024-11-10T15:46:23.464Z,2024-11-10T21:16:01Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5358736519,140,0.0,5356908959,56,Back,5358736525,213,2.78,5358736521,141,82.2,5358736523,212,10.5,5358737131,167,,5358736627,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033143,390,12,1,46,3,59as3grjvj19voay31j3yfgni,1,6.6,58.5,2024-11-10T15:46:27.855Z,2024-11-10T21:16:14Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5358737933,15,,5356909789,141,78.4,5356909787,140,9.0,5356909791,212,13.8,5356909793,213,1.39,5356909785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033149,391,43,1,46,4,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-10T15:46:28.735Z,2024-11-10T21:16:21Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5358738523,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033227,392,12,1,46,5,59as3grjvj19voay31j3yfgni,1,8.7,74.4,2024-11-10T15:46:29.184Z,2024-11-10T21:16:26Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5356910251,56,Back,5356910263,213,6.16,5356910255,140,47.4,5356910261,212,41.0,5356910257,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033349,433,1,1,46,8,cftj6g399tknheudaxsdpfdgb,1,53.7,35.0,2024-11-10T15:46:32.701Z,2024-11-10T21:16:30Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5356910913,212,20.7,5356910901,3,,5356910905,140,54.8,5356910903,56,Center,5356910915,213,1.51,5356910909,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033365,434,43,1,46,10,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-10T15:46:35.007Z,2024-11-10T21:16:32Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5358739261,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033521,435,1,1,46,11,cftj6g399tknheudaxsdpfdgb,1,54.6,72.6,2024-11-10T15:46:35.810Z,2024-11-10T21:16:34Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5356911683,141,93.6,5356911679,56,Left,5356911681,140,73.6,5356911685,212,24.5,5356911687,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033629,436,1,1,46,15,cftj6g399tknheudaxsdpfdgb,1,67.0,90.4,2024-11-10T15:46:40.137Z,2024-11-10T21:16:38Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5356912307,213,4.00,5356912305,212,20.4,5356912299,56,Center,5356912301,140,54.3,5356912303,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033661,437,1,1,46,19,cftj6g399tknheudaxsdpfdgb,1,47.9,70.9,2024-11-10T15:46:43.427Z,2024-11-10T21:16:40Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5356912485,56,Back,5356912503,213,3.01,5356912489,140,36.5,5356912499,212,12.1,5356912493,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033775,438,1,1,46,20,cftj6g399tknheudaxsdpfdgb,1,36.5,73.2,2024-11-10T15:46:44.746Z,2024-11-10T15:46:48Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356912963,141,34.6,5356912961,140,34.3,5356912965,212,26.3,5356912957,56,Back,5356912967,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747033909,439,1,1,46,23,cftj6g399tknheudaxsdpfdgb,1,34.3,34.6,2024-11-10T15:46:48.010Z,2024-11-10T15:46:51Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5356913625,141,6.8,5356913621,56,Back,5356913623,140,43.7,5356913627,212,21.3,5356913629,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034035,440,1,1,46,27,cftj6g399tknheudaxsdpfdgb,1,43.4,8.9,2024-11-10T15:46:51.718Z,2024-11-10T15:46:55Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356914225,141,18.8,5356914221,56,Back,5356914223,140,30.4,5356914227,212,15.2,5356914229,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034225,441,1,1,46,30,cftj6g399tknheudaxsdpfdgb,1,28.5,21.3,2024-11-10T15:46:54.871Z,2024-11-10T15:47:00Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5356915167,213,1.81,5356915161,140,22.4,5356915163,141,60.3,5356915155,56,Back,5356915165,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034289,442,1,1,46,35,cftj6g399tknheudaxsdpfdgb,1,23.0,63.0,2024-11-10T15:46:59.986Z,2024-11-10T15:47:02Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356915549,140,10.9,5356915547,56,Back,5356915555,213,4.08,5356915553,212,21.4,5356915551,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034421,443,1,1,46,38,cftj6g399tknheudaxsdpfdgb,1,10.9,37.7,2024-11-10T15:47:02.509Z,2024-11-10T15:47:06Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5356916345,212,17.5,5356916341,140,26.5,5356916343,141,46.7,5356916339,56,Back,5356916347,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034523,444,1,1,46,42,cftj6g399tknheudaxsdpfdgb,1,27.6,53.4,2024-11-10T15:47:06.845Z,2024-11-10T15:47:10Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5356916835,213,1.80,5356916831,212,16.4,5356916825,56,Back,5356916827,140,24.0,5356916829,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034607,445,1,1,46,46,cftj6g399tknheudaxsdpfdgb,1,24.5,81.5,2024-11-10T15:47:10.332Z,2024-11-10T15:47:13Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356917319,141,97.8,5356917323,213,1.17,5356917321,212,12.0,5356917317,140,29.0,5356917315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034675,446,1,1,46,48,cftj6g399tknheudaxsdpfdgb,1,26.4,95.9,2024-11-10T15:47:12.860Z,2024-11-10T15:47:15Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5356917791,140,15.0,5356917793,141,85.6,5356917795,212,13.9,5356917789,56,Back,5356917797,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034773,447,1,1,46,51,cftj6g399tknheudaxsdpfdgb,1,15.0,85.6,2024-11-10T15:47:15.230Z,2024-11-10T15:47:19Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356918353,141,57.6,5356918357,213,4.24,5356918349,56,Back,5356918351,140,5.8,5356918355,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034843,448,1,1,46,54,cftj6g399tknheudaxsdpfdgb,1,7.0,57.0,2024-11-10T15:47:18.855Z,2024-11-10T15:47:21Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5356918729,141,4.0,5356918733,213,4.99,5356918727,140,16.7,5356918723,155,,5356918735,1,,5356918731,212,37.5,5356918725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034851,449,61,1,46,57,cftj6g399tknheudaxsdpfdgb,0,16.3,3.1,2024-11-10T15:47:21.860Z,2024-11-10T17:04:16Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356918761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747035075,393,5,1,46,57,59as3grjvj19voay31j3yfgni,1,82.6,102.0,2024-11-10T15:47:21.935Z,2024-11-10T16:06:44Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5356920015,233,450,5356919943,347,,5356919941,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747034861,450,5,1,46,57,cftj6g399tknheudaxsdpfdgb,0,17.4,-2.0,2024-11-10T15:47:21.935Z,2024-11-10T16:06:44Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356920045,233,393,5356918809,347,,5356918807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747035089,394,30,1,47,1,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-10T15:47:25.690Z,2024-11-10T21:17:10Z,,,,,5356919991,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747035079,451,30,1,47,1,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-10T15:47:25.690Z,2024-11-10T21:17:13Z,,,,,5356919949,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747053613,398,18,2,45,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-10T16:01:00.983Z,2024-11-10T16:01:02Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5357023209,44,Defender,5357023207,42,,5357023313,55,399,5357023211,59,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747053621,399,19,2,45,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-10T16:01:00.984Z,2024-11-10T16:01:02Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5357023253,292,4,5357023251,59,41,5357023245,42,,5357023255,293,5,5357023259,55,398,5357023249,145,6,5357023257,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
