id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2804433781,590,1,2,53,54,cftj6g399tknheudaxsdpfdgb,1,36.5,11.5,2025-04-21T13:12:00.940Z,2025-04-21T13:12:01Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5670108415,140,29.9,5670108423,212,12.7,5670108411,56,Back,5670108429,213,2.15,5670108419,141,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433793,591,1,2,53,55,cftj6g399tknheudaxsdpfdgb,1,29.8,27.8,2025-04-21T13:12:01.628Z,2025-04-21T13:12:03Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5670108501,212,10.8,5670108495,56,Back,5670108497,140,35.8,5670108499,141,14.9,5670108503,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433797,592,1,2,53,56,cftj6g399tknheudaxsdpfdgb,1,35.1,10.7,2025-04-21T13:12:02.892Z,2025-04-21T13:12:03Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5670108517,212,8.3,5670108519,213,0.97,5670108513,140,39.6,5670108511,56,Back,5670108515,141,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433807,593,1,2,53,57,cftj6g399tknheudaxsdpfdgb,1,39.9,21.8,2025-04-21T13:12:03.668Z,2025-04-21T13:12:04Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5670108565,213,2.25,5670108561,141,26.6,5670108559,140,37.4,5670108563,212,4.2,5670108573,156,,5670108557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433851,594,1,2,53,58,cftj6g399tknheudaxsdpfdgb,1,37.3,27.1,2025-04-21T13:12:04.788Z,2025-04-21T13:12:08Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5670108789,213,0.66,5670108783,140,55.5,5670108785,141,48.7,5670108781,56,Center,5670108787,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433833,471,43,2,54,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-21T13:12:06.936Z,2025-04-21T19:11:15Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5670108969,399,c9kn2pfftaimeqknbu9p8neok,5671679137,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433865,595,1,2,54,1,cftj6g399tknheudaxsdpfdgb,1,45.8,44.6,2025-04-21T13:12:08.051Z,2025-04-21T13:12:09Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5670108851,56,Back,5670108855,140,39.6,5670108867,213,3.34,5670108863,212,6.6,5670108859,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433879,596,1,2,54,3,cftj6g399tknheudaxsdpfdgb,1,39.3,41.5,2025-04-21T13:12:09.716Z,2025-04-21T13:12:11Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5670108931,56,Back,5670108935,141,50.3,5670108937,212,8.9,5670108939,213,0.74,5670108933,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433897,597,1,2,54,4,cftj6g399tknheudaxsdpfdgb,1,47.0,53.7,2025-04-21T13:12:11.131Z,2025-04-21T13:12:13Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5670109063,141,80.9,5670109065,212,19.9,5670109059,56,Back,5670109067,213,1.95,5670109057,155,,5670109061,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433939,598,1,2,54,7,cftj6g399tknheudaxsdpfdgb,1,39.7,79.4,2025-04-21T13:12:13.724Z,2025-04-21T13:12:17Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5670109243,212,11.0,5670109237,56,Back,5670109241,141,63.2,5670109245,213,4.73,5670109239,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804433983,599,1,2,54,11,cftj6g399tknheudaxsdpfdgb,1,44.4,55.5,2025-04-21T13:12:17.467Z,2025-04-21T13:12:21Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5670109535,56,Right,5670109543,213,5.29,5670109537,140,61.1,5670109541,212,31.9,5670109539,141,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434013,600,1,2,54,15,cftj6g399tknheudaxsdpfdgb,1,63.8,19.0,2025-04-21T13:12:21.452Z,2025-04-21T13:12:24Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5670109707,1,,5670109701,141,26.5,5670109697,56,Center,5670109699,140,96.0,5670109705,213,0.15,5670109703,212,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434017,601,1,2,54,18,cftj6g399tknheudaxsdpfdgb,0,97.4,26.8,2025-04-21T13:12:24.484Z,2025-04-21T19:11:30Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5670110051,236,,5670109727,56,Center,5670109729,140,96.3,5670109733,212,2.9,5670110057,286,,5670109731,141,30.7,5670110053,233,472,5670110209,195,,5670109735,213,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434023,472,74,2,54,18,anga7587r1zv4ey71ge9zxol3,1,4.1,69.3,2025-04-21T13:12:24.485Z,2025-04-21T13:19:02Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5670110091,233,601,5670109767,285,,5670109765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434037,473,6,2,54,19,anga7587r1zv4ey71ge9zxol3,0,4.2,68.2,2025-04-21T13:12:25.964Z,2025-04-21T19:11:40Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5670109851,73,,5670109967,233,602,5670109849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434029,602,6,2,54,19,cftj6g399tknheudaxsdpfdgb,1,95.8,31.8,2025-04-21T13:12:25.964Z,2025-04-21T13:12:31Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5670109945,75,,5670109943,56,Center,5670109961,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434549,603,1,2,55,8,cftj6g399tknheudaxsdpfdgb,1,99.5,0.5,2025-04-21T13:13:15.323Z,2025-04-21T19:11:37Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,1.0,5670112561,6,,5670112565,223,,5670112567,56,Center,5670112563,155,,5670114361,154,,5670114359,210,15,5671680315,72,,5670112575,213,1.68,5670112571,141,5670112573,212,37.6,55.5,5670112559,2,,5670112577,1,,5670112569,140,,,,,,,,,,,,95.6,,,,,,
2804434553,604,15,2,55,12,cftj6g399tknheudaxsdpfdgb,1,94.8,54.8,2025-04-21T13:13:19.020Z,2025-04-21T19:12:03Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5671681501,16,,5670114039,82,,5670114365,76,,5670114409,233,474,5670114375,102,52.3,5670114387,231,51.8,5670114037,328,,5670114371,55,603,5670114367,29,5670114379,100,,,5670114029,15,,5670114381,146,95.8,5670114377,103,5670114385,230,5670114369,154,5670114027,25,5670114383,147,54.3,5670112607,56,19,99.0,,,Center,,
2804434571,474,10,2,55,12,anga7587r1zv4ey71ge9zxol3,1,3.6,44.8,2025-04-21T13:13:19.120Z,2025-04-21T13:13:50Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5670112693,56,Back,5670114423,233,604,5670112691,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434621,475,4,2,55,13,anga7587r1zv4ey71ge9zxol3,1,5.0,43.2,2025-04-21T13:13:19.763Z,2025-04-21T13:19:01Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5670113085,265,,5670113081,56,Back,5670113079,13,,5670113083,152,,5670113825,233,605,5670113087,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804434567,605,4,2,55,13,cftj6g399tknheudaxsdpfdgb,0,95.0,56.8,2025-04-21T13:13:19.764Z,2025-04-21T13:19:01Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5670113801,286,,5670113795,13,,5670112677,56,Center,5670113799,265,,5670113797,152,,5670113861,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435101,476,1,2,56,9,anga7587r1zv4ey71ge9zxol3,0,13.6,35.1,2025-04-21T13:14:16.088Z,2025-04-21T13:14:20Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5670115785,5,,5670115791,152,,5670115795,140,69.1,5670115801,213,6.25,5670115797,141,32.1,5670115789,157,,5670115803,1,,5670115793,56,Center,5670115799,212,,,,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435107,606,61,2,56,13,cftj6g399tknheudaxsdpfdgb,1,30.9,86.1,2025-04-21T13:14:20.337Z,2025-04-21T13:14:20Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5670115811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435147,477,1,2,56,15,anga7587r1zv4ey71ge9zxol3,0,73.8,34.0,2025-04-21T13:14:21.551Z,2025-04-21T19:12:40Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5670116027,212,5.9,5670116021,56,Center,5670116025,141,30.5,5670116023,140,78.9,5671683315,3,,5670116029,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435123,607,1,2,56,15,cftj6g399tknheudaxsdpfdgb,0,22.4,75.4,2025-04-21T13:14:22.331Z,2025-04-21T19:12:44Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5670115895,212,15.6,5670115891,140,32.8,5670115893,141,91.8,5671683839,157,,5670115897,213,0.80,5670115889,56,Back,5671683841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435157,478,1,2,56,20,anga7587r1zv4ey71ge9zxol3,1,70.1,28.6,2025-04-21T13:14:26.711Z,2025-04-21T13:14:27Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5670116073,56,Center,5670116075,140,79.9,5670116081,213,6.01,5670116079,212,10.7,5670116077,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435191,479,1,2,56,23,anga7587r1zv4ey71ge9zxol3,1,78.2,23.9,2025-04-21T13:14:29.462Z,2025-04-21T13:14:31Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5670116261,56,Right,5670116267,212,18.3,5670116269,213,5.74,5670116265,141,10.0,5670116263,140,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435197,480,1,2,56,23,anga7587r1zv4ey71ge9zxol3,0,93.1,10.0,2025-04-21T13:14:29.654Z,2025-04-21T19:13:00Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5671684677,20,,5670116341,286,,5670116335,233,608,5670116331,236,,5670116299,212,3.3,5671684675,224,,5670116291,155,,5670116295,140,93.7,5670116301,213,5670116297,141,14.7,1.38,5670116289,2,,5670116293,56,Right,,,,,,,,,,,,,,,,,,,,
2804435181,608,12,2,56,23,cftj6g399tknheudaxsdpfdgb,1,4.8,88.8,2025-04-21T13:14:29.754Z,2025-04-21T13:14:33Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5670116201,185,,5670116355,233,480,5670116205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435209,481,6,2,56,24,anga7587r1zv4ey71ge9zxol3,1,94.6,12.6,2025-04-21T13:14:30.532Z,2025-04-21T13:50:14Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5670116433,75,,5670116447,233,609,5670116431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435183,609,6,2,56,24,cftj6g399tknheudaxsdpfdgb,0,5.4,87.4,2025-04-21T13:14:30.532Z,2025-04-21T19:13:08Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5670116359,73,,5670116467,233,481,5670116357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435461,482,1,2,56,49,anga7587r1zv4ey71ge9zxol3,1,99.4,0.7,2025-04-21T13:14:55.880Z,2025-04-21T19:13:06Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,1.0,5670117771,213,1.80,5670120331,210,14,5670117769,212,35.3,5670120333,154,,5670117759,155,,5670117773,1,,5670117755,2,,5670117765,140,91.9,5670117761,224,5671684893,20,,,5670117763,56,Center,5670117757,6,,5670117767,141,,,,,,,,,,,,51.3,,,,,,
2804435481,483,44,2,56,50,anga7587r1zv4ey71ge9zxol3,1,87.2,50.8,2025-04-21T13:14:57.209Z,2025-04-21T13:18:53Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5670130977,233,657,5670117889,56,Center,5670117891,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804437615,657,44,2,56,50,cftj6g399tknheudaxsdpfdgb,0,12.8,49.2,2025-04-21T13:14:57.210Z,2025-04-21T13:18:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5670130999,233,483,5670129635,56,Back,5670129637,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435485,484,14,2,56,51,anga7587r1zv4ey71ge9zxol3,1,91.7,51.5,2025-04-21T13:14:58.078Z,2025-04-21T19:13:38Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5670117909,56,Center,5670120349,103,25.3,5670120213,328,,5670120209,15,,5670120339,154,,5670120335,73,,5670120361,231,50,5670120207,25,,5670117903,17,5670120347,102,55.4,,5670120357,230,98.6,5670120337,29,,5670120341,55,,,,,,,,,,,,482,,,,,,
2804435509,610,12,2,56,54,cftj6g399tknheudaxsdpfdgb,1,7.5,42.1,2025-04-21T13:15:01.306Z,2025-04-21T13:15:04Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5670118059,213,0.33,5670118053,140,33.1,5670118055,141,55.5,5670118051,56,Back,5670118057,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435511,485,44,2,56,58,anga7587r1zv4ey71ge9zxol3,1,75.2,50.5,2025-04-21T13:15:04.719Z,2025-04-21T13:18:51Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5670130829,233,611,5670118063,286,,5670118061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435515,611,44,2,56,58,cftj6g399tknheudaxsdpfdgb,0,24.8,49.5,2025-04-21T13:15:04.720Z,2025-04-21T13:18:54Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5670118081,56,Back,5670118083,285,,5670131015,233,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435517,486,1,2,56,58,anga7587r1zv4ey71ge9zxol3,0,71.9,52.3,2025-04-21T13:15:05.120Z,2025-04-21T19:13:44Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5670118089,140,74.6,5670118087,56,Center,5670118093,212,2.8,5670118085,3,,5670118091,141,52.3,5670118095,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435519,612,61,2,56,58,cftj6g399tknheudaxsdpfdgb,1,32.9,54.0,2025-04-21T13:15:05.330Z,2025-04-21T13:15:05Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5670118097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435545,487,1,2,57,0,anga7587r1zv4ey71ge9zxol3,1,70.2,45.7,2025-04-21T13:15:07.127Z,2025-04-21T13:15:09Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5670118275,213,5.14,5670118273,212,27.8,5670118267,56,Right,5670118269,140,81.1,5670118271,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435625,488,1,2,57,2,anga7587r1zv4ey71ge9zxol3,1,81.1,8.5,2025-04-21T13:15:08.919Z,2025-04-21T19:13:50Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,1.0,5670118625,141,55.1,5670118617,2,,5670130021,154,,5670118621,56,Center,5670118631,1,,5670118623,140,93.0,5670118627,212,34.1,5671687113,20,,5670118619,155,5670130019,210,13,,5670118629,213,1.20,5671687111,224,,,,,,,,,,,,,,,,,,,,,
2804435631,489,13,2,57,6,anga7587r1zv4ey71ge9zxol3,1,93.7,55.2,2025-04-21T13:15:12.983Z,2025-04-21T19:14:03Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5670119885,103,2.8,5670130047,154,,5670119883,102,3.7,5670130045,29,,5670119891,147,52.7,5670130049,55,488,5671687925,75,,5670119343,153,,5670118671,56,5670119335,25,,Center,5670119895,231,48.9,5670119337,15,,5670119889,146,5670119341,328,5670119893,230,5670118669,17,,,,,,94.1,,100,,,,
2804435621,613,61,2,57,7,cftj6g399tknheudaxsdpfdgb,1,6.0,46.8,2025-04-21T13:15:13.682Z,2025-04-21T19:14:06Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5670118595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435645,614,52,2,57,9,cftj6g399tknheudaxsdpfdgb,1,3.8,46.4,2025-04-21T13:15:15.779Z,2025-04-21T19:14:13Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5671688595,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435741,615,1,2,57,15,cftj6g399tknheudaxsdpfdgb,1,11.2,40.9,2025-04-21T13:15:21.835Z,2025-04-21T19:15:16Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5671691419,189,,5670119223,141,10.4,5670119227,212,57.5,5670119215,199,,5670119235,1,,5670119217,56,Right,5670119219,140,62.3,5670119231,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435783,616,1,2,57,18,cftj6g399tknheudaxsdpfdgb,1,65.5,10.5,2025-04-21T13:15:24.546Z,2025-04-21T19:15:19Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5670119517,213,5.98,5670119511,141,4.1,5670119509,140,78.7,5670119507,56,Right,5670119515,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435809,617,1,2,57,22,cftj6g399tknheudaxsdpfdgb,1,75.2,5.8,2025-04-21T13:15:29.393Z,2025-04-21T13:15:31Z,195o7hchielt14ic49r3k06sq,Serginho,,,5670119651,56,Right,5670119657,212,10.0,5670119659,213,2.96,5670119655,141,8.5,5670119653,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435903,618,1,2,57,24,cftj6g399tknheudaxsdpfdgb,1,65.6,11.5,2025-04-21T13:15:31.042Z,2025-04-21T13:15:44Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5670120297,213,2.28,5670120289,56,Back,5670120291,140,47.1,5670120293,141,44.5,5670120295,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435919,619,1,2,57,37,cftj6g399tknheudaxsdpfdgb,1,47.9,56.3,2025-04-21T13:15:44.170Z,2025-04-21T19:15:28Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5671691977,189,,5670120391,56,Left,5670120395,141,85.2,5670120397,212,23.5,5670120393,140,60.1,5670120399,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435931,620,1,2,57,39,cftj6g399tknheudaxsdpfdgb,1,58.6,85.1,2025-04-21T13:15:46.122Z,2025-04-21T13:15:48Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5670120511,212,23.9,5670120505,56,Back,5670120509,141,56.6,5670120513,213,4.08,5670120507,140,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435967,621,1,2,57,41,cftj6g399tknheudaxsdpfdgb,1,45.2,55.2,2025-04-21T13:15:48.234Z,2025-04-21T19:15:53Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5670120717,140,56.0,5670120721,212,20.8,5670120719,141,29.5,5671693067,189,,5670120723,213,5.29,5670120715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804435985,622,1,2,57,44,cftj6g399tknheudaxsdpfdgb,1,54.2,29.9,2025-04-21T13:15:51.034Z,2025-04-21T13:15:53Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5670120825,56,Right,5670120829,140,65.7,5670120833,141,4.7,5670120841,213,5.33,5670120837,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436013,623,1,2,57,47,cftj6g399tknheudaxsdpfdgb,1,64.1,7.0,2025-04-21T13:15:53.481Z,2025-04-21T13:15:56Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5670120967,213,2.69,5670120961,140,41.8,5670120963,141,23.9,5670120965,212,26.1,5670120959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436041,624,1,2,57,49,cftj6g399tknheudaxsdpfdgb,1,43.7,25.0,2025-04-21T13:15:56.306Z,2025-04-21T13:15:58Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5670121067,141,53.7,5670121061,56,Back,5670121075,213,1.58,5670121071,212,19.5,5670121065,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436067,625,1,2,57,51,cftj6g399tknheudaxsdpfdgb,1,42.3,65.9,2025-04-21T13:15:58.410Z,2025-04-21T13:16:01Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5670121241,140,45.7,5670121245,212,18.4,5670121239,56,Back,5670121247,213,1.38,5670121243,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436107,626,1,2,57,54,cftj6g399tknheudaxsdpfdgb,1,42.7,95.7,2025-04-21T13:16:00.874Z,2025-04-21T13:16:04Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5670121483,140,36.2,5670121491,213,4.10,5670121489,212,11.8,5670121487,141,81.5,5670121481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436119,627,1,2,57,58,cftj6g399tknheudaxsdpfdgb,1,31.1,72.9,2025-04-21T13:16:04.538Z,2025-04-21T13:16:06Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5670121553,141,32.5,5670121559,212,27.7,5670121547,140,34.7,5670121561,213,4.85,5670121543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436165,628,1,2,57,59,cftj6g399tknheudaxsdpfdgb,1,32.1,33.2,2025-04-21T13:16:06.394Z,2025-04-21T13:16:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5670121801,56,Back,5670121805,141,19.7,5670121807,212,10.1,5670121809,213,5.15,5670121803,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436181,629,1,2,58,3,cftj6g399tknheudaxsdpfdgb,1,37.7,22.7,2025-04-21T13:16:09.857Z,2025-04-21T13:16:11Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5670121869,212,16.1,5670121863,56,Back,5670121865,140,23.5,5670121871,213,2.75,5670121867,141,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436211,630,1,2,58,5,cftj6g399tknheudaxsdpfdgb,1,22.5,32.3,2025-04-21T13:16:11.498Z,2025-04-21T13:16:14Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5670121979,56,Back,5670121981,140,8.2,5670121987,213,2.39,5670121985,212,20.6,5670121983,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436249,631,1,2,58,7,cftj6g399tknheudaxsdpfdgb,1,7.9,53.4,2025-04-21T13:16:14.233Z,2025-04-21T13:16:19Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5670122173,213,0.16,5670122167,140,28.8,5670122169,141,58.5,5670122171,212,22.2,5670122165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436303,632,1,2,58,12,cftj6g399tknheudaxsdpfdgb,1,36.7,65.9,2025-04-21T13:16:19.017Z,2025-04-21T13:16:25Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5670122511,141,47.2,5670122509,140,55.2,5670122515,213,5.70,5670122507,56,Center,5670122513,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436311,633,1,2,58,19,cftj6g399tknheudaxsdpfdgb,1,54.8,43.6,2025-04-21T13:16:25.490Z,2025-04-21T13:16:26Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5670122557,212,16.3,5670122551,56,Right,5670122555,141,20.3,5670122553,140,58.4,5670122559,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804436385,634,1,2,58,20,cftj6g399tknheudaxsdpfdgb,1,58.6,20.9,2025-04-21T13:16:26.426Z,2025-04-21T13:17:02Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,1.0,5670123015,212,22.8,5670124301,210,15,5670123011,140,79.4,5670123013,141,11.5,5670123009,56,Right,5670123017,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
