id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2740177569,572,44,2,51,30,aljua8crr0vkwit0j3m59jw9j,0,19.4,63.2,2024-10-27T16:14:00.852Z,2024-10-27T16:14:34Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319542593,56,Back,5319542595,285,,5319546449,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740177683,458,13,2,51,34,cftj6g399tknheudaxsdpfdgb,1,89.2,49.7,2024-10-27T16:14:04.729Z,2024-10-27T16:14:20Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5319545087,55,457,5319545091,102,62.9,5319543225,56,Center,5319545093,103,44.4,5319545099,230,93.7,5319545085,154,,5319543221,22,,5319545081,77,,5319545097,108,,5319543223,17,,5319543485,20,5319545101,231,5319545083,29,,5319545095,214,,,,,,49.6,,,,,,,,,,,,
2740177699,459,5,2,51,34,cftj6g399tknheudaxsdpfdgb,0,100.6,59.1,2024-10-27T16:14:05.348Z,2024-10-27T16:16:21Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,,5319543295,56,Center,5319543297,346,,5319546153,233,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178227,573,5,2,51,34,aljua8crr0vkwit0j3m59jw9j,1,-0.6000000000000001,40.9,2024-10-27T16:14:05.348Z,2024-10-27T16:16:20Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319546057,56,Back,5319546059,346,,5319546073,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178265,574,1,2,51,58,aljua8crr0vkwit0j3m59jw9j,1,5.0,48.1,2024-10-27T16:14:28.774Z,2024-10-27T16:15:45Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319546293,155,,5319546299,141,2.7,5319547385,189,,5319546295,56,Right,5319546305,1,,5319546303,213,5.77,5319546311,74,,5319546297,140,57.3,5319546291,124,,5319546301,212,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178401,575,2,2,51,59,aljua8crr0vkwit0j3m59jw9j,1,59.4,6.9,2024-10-27T16:14:30.197Z,2024-10-27T17:10:12Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319547057,141,11.4,5319547097,56,Right,5319547095,7,adg5dfvzxjrzlz1n2jsfeyx3o,5319547055,140,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179873,466,1,2,52,10,cftj6g399tknheudaxsdpfdgb,1,18.2,72.3,2024-10-27T16:14:41.242Z,2024-10-27T16:15:44Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5319555081,212,22.1,5319555813,241,,5319555075,56,Back,5319555875,189,,5319555687,5,,5319555079,141,46.3,5319555083,213,4.07,5319555077,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178639,462,1,2,52,14,cftj6g399tknheudaxsdpfdgb,0,5.6,47.4,2024-10-27T16:14:45.098Z,2024-10-27T17:09:04Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319548415,1,,5319548413,213,5.24,5319548399,155,,5319548407,140,23.9,5319548405,56,Back,5319548411,212,37.9,5319548409,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178657,463,5,2,52,15,cftj6g399tknheudaxsdpfdgb,0,27.5,-0.8,2024-10-27T16:14:45.992Z,2024-10-27T16:16:21Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5319548493,347,,5319548491,56,Back,5319549329,233,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178821,576,5,2,52,15,aljua8crr0vkwit0j3m59jw9j,1,72.5,100.8,2024-10-27T16:14:45.992Z,2024-10-27T16:16:21Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5319549269,56,Left,5319549301,233,463,5319549271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178885,577,1,2,52,22,aljua8crr0vkwit0j3m59jw9j,1,67.5,100.0,2024-10-27T16:14:52.630Z,2024-10-27T16:14:55Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319549567,107,,5319549577,213,3.54,5319549571,140,43.5,5319549569,56,Back,5319549579,1,,5319549573,141,85.8,5319549575,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178945,578,1,2,52,24,aljua8crr0vkwit0j3m59jw9j,1,43.1,81.7,2024-10-27T16:14:55.334Z,2024-10-27T16:14:57Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319549877,140,48.6,5319549889,213,5.63,5319549885,212,7.3,5319549875,56,Back,5319549881,141,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740178983,579,1,2,52,26,aljua8crr0vkwit0j3m59jw9j,1,48.5,76.8,2024-10-27T16:14:57.445Z,2024-10-27T16:14:58Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319550117,56,Left,5319550121,141,96.0,5319550119,140,61.2,5319550123,212,18.7,5319550125,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179155,580,1,2,52,28,aljua8crr0vkwit0j3m59jw9j,1,61.2,96.0,2024-10-27T16:14:58.533Z,2024-10-27T16:15:05Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319551047,1,,5319551041,141,80.1,5319551037,56,Back,5319551043,212,36.7,5319551039,140,27.8,5319551045,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179275,581,1,2,52,35,aljua8crr0vkwit0j3m59jw9j,1,34.6,78.0,2024-10-27T16:15:05.590Z,2024-10-27T16:15:10Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319551607,141,47.7,5319551611,213,4.41,5319551609,212,21.6,5319551603,56,Back,5319551605,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179329,582,1,2,52,40,aljua8crr0vkwit0j3m59jw9j,1,27.7,40.4,2024-10-27T16:15:10.486Z,2024-10-27T16:15:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319551907,141,57.7,5319551911,213,2.27,5319551909,212,15.4,5319551903,56,Back,5319551905,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179377,583,1,2,52,43,aljua8crr0vkwit0j3m59jw9j,1,18.3,57.7,2024-10-27T16:15:13.478Z,2024-10-27T16:15:16Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319552163,212,15.8,5319552157,56,Back,5319552165,213,1.38,5319552161,141,80.5,5319552159,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179443,584,1,2,52,45,aljua8crr0vkwit0j3m59jw9j,0,21.0,86.4,2024-10-27T16:15:16.135Z,2024-10-27T16:15:19Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319552529,56,Left,5319552531,140,79.9,5319552537,213,6.27,5319552535,212,61.9,5319552527,157,,5319552539,1,,5319552533,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179491,464,1,2,52,49,cftj6g399tknheudaxsdpfdgb,0,21.4,13.0,2024-10-27T16:15:19.659Z,2024-10-27T16:15:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319552777,1,,5319552771,141,0.0,5319552767,56,Back,5319552773,212,27.2,5319552775,213,5.93,5319552769,140,45.7,5319552765,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179495,465,5,2,52,50,cftj6g399tknheudaxsdpfdgb,0,45.0,-0.9,2024-10-27T16:15:21.367Z,2024-10-27T16:16:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319552793,347,,5319552791,56,Back,5319553057,233,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179525,585,5,2,52,50,aljua8crr0vkwit0j3m59jw9j,1,55.0,100.9,2024-10-27T16:15:21.367Z,2024-10-27T16:16:21Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319553053,233,465,5319552979,347,,5319552977,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179559,586,1,2,52,52,aljua8crr0vkwit0j3m59jw9j,1,56.6,100.0,2024-10-27T16:15:23.447Z,2024-10-27T16:15:25Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319553151,213,4.48,5319553141,107,,5319553149,212,12.8,5319553143,56,Left,5319553147,141,83.2,5319553145,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179587,587,1,2,52,54,aljua8crr0vkwit0j3m59jw9j,1,56.3,78.6,2024-10-27T16:15:25.158Z,2024-10-27T16:15:26Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5319553305,56,Left,5319553313,213,1.14,5319553307,140,60.9,5319553311,212,11.5,5319553309,141,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179663,588,1,2,52,55,aljua8crr0vkwit0j3m59jw9j,1,60.9,94.0,2024-10-27T16:15:26.071Z,2024-10-27T16:15:29Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319553801,141,77.8,5319553797,56,Back,5319553803,212,29.2,5319553799,140,35.1,5319553805,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179731,589,1,2,52,58,aljua8crr0vkwit0j3m59jw9j,1,34.6,71.5,2024-10-27T16:15:28.966Z,2024-10-27T16:15:32Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319554249,141,47.4,5319554247,140,37.6,5319554245,56,Back,5319554253,213,4.90,5319554251,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179799,590,1,2,53,2,aljua8crr0vkwit0j3m59jw9j,0,44.8,46.2,2024-10-27T16:15:32.727Z,2024-10-27T16:15:35Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319554641,212,56.5,5319554635,56,Left,5319554643,213,0.73,5319554645,1,,5319554633,155,,5319554639,141,100.0,5319554637,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180165,467,5,2,53,5,cftj6g399tknheudaxsdpfdgb,1,16.2,-1.6,2024-10-27T16:15:35.683Z,2024-10-27T16:22:36Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5319556619,347,,5319556617,56,Back,5319560755,233,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740179805,591,5,2,53,5,aljua8crr0vkwit0j3m59jw9j,0,83.8,101.6,2024-10-27T16:15:35.683Z,2024-10-27T16:22:37Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319554689,56,Left,5319560783,233,467,5319554691,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180185,468,1,2,53,19,cftj6g399tknheudaxsdpfdgb,1,20.9,0.0,2024-10-27T16:15:49.658Z,2024-10-27T16:15:50Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5319556719,213,2.52,5319556713,140,7.8,5319556715,141,13.1,5319556717,212,16.9,5319556711,56,Back,5319556709,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180227,469,1,2,53,19,cftj6g399tknheudaxsdpfdgb,1,7.7,14.5,2024-10-27T16:15:50.442Z,2024-10-27T16:15:52Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319556971,56,Back,5319556979,213,1.70,5319556973,140,5.9,5319556977,212,14.7,5319556975,141,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180345,470,1,2,53,22,cftj6g399tknheudaxsdpfdgb,1,3.0,43.0,2024-10-27T16:15:52.507Z,2024-10-27T16:15:58Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319557683,1,,5319557681,213,0.87,5319557675,140,22.9,5319557677,141,79.5,5319557679,212,32.4,5319557673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180433,471,1,2,53,27,cftj6g399tknheudaxsdpfdgb,1,31.7,82.1,2024-10-27T16:15:57.930Z,2024-10-27T16:16:02Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5319558155,212,20.9,5319558159,213,0.47,5319558143,56,Back,5319558151,141,95.9,5319558147,140,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180437,472,61,2,53,31,cftj6g399tknheudaxsdpfdgb,0,55.0,83.4,2024-10-27T16:16:02.059Z,2024-10-27T16:16:02Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5319558181,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180473,473,45,2,53,32,cftj6g399tknheudaxsdpfdgb,0,54.8,80.6,2024-10-27T16:16:03.016Z,2024-10-27T16:16:06Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5319558511,233,592,5319558345,285,,5319558343,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180479,592,3,2,53,32,aljua8crr0vkwit0j3m59jw9j,1,45.2,19.4,2024-10-27T16:16:03.016Z,2024-10-27T16:16:07Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319558375,56,Back,5319558379,286,,5319558483,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180569,594,1,2,53,34,aljua8crr0vkwit0j3m59jw9j,1,46.8,18.4,2024-10-27T16:16:05Z,2024-10-27T16:16:08Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319558851,212,41.1,5319558847,140,76.3,5319558853,213,0.72,5319558855,1,,5319558849,141,58.1,5319558843,155,,5319558845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180577,595,61,2,53,37,aljua8crr0vkwit0j3m59jw9j,0,76.6,56.5,2024-10-27T16:16:07.912Z,2024-10-27T16:16:08Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5319558883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180613,474,61,2,53,39,cftj6g399tknheudaxsdpfdgb,1,18.1,41.9,2024-10-27T16:16:09.511Z,2024-10-27T16:16:09Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319559055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180753,476,1,2,53,40,cftj6g399tknheudaxsdpfdgb,1,7.4,38.9,2024-10-27T16:16:11.214Z,2024-10-27T16:16:15Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319559777,56,Back,5319559783,212,17.6,5319559785,213,5.27,5319559779,140,16.3,5319559781,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180829,477,1,2,53,44,cftj6g399tknheudaxsdpfdgb,1,19.1,10.4,2024-10-27T16:16:15.371Z,2024-10-27T16:16:18Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5319560183,141,16.1,5319560185,212,3.9,5319560179,56,Back,5319560181,140,19.3,5319560187,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180891,478,1,2,53,47,cftj6g399tknheudaxsdpfdgb,1,19.7,8.2,2024-10-27T16:16:18.107Z,2024-10-27T16:16:20Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5319560489,141,20.2,5319560491,212,9.6,5319560487,140,14.9,5319560485,56,Back,5319560495,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740180949,479,1,2,53,49,cftj6g399tknheudaxsdpfdgb,1,14.3,20.8,2024-10-27T16:16:20.284Z,2024-10-27T16:16:23Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319560883,213,2.22,5319560881,212,19.0,5319560875,56,Back,5319560877,140,3.3,5319560879,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181063,480,1,2,53,52,cftj6g399tknheudaxsdpfdgb,0,3.0,45.8,2024-10-27T16:16:23.388Z,2024-10-27T16:16:28Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319561467,1,,5319561459,212,54.9,5319561439,157,,5319561445,56,Center,5319561463,213,0.23,5319561457,141,63.9,5319561451,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181119,596,44,2,53,56,aljua8crr0vkwit0j3m59jw9j,1,45.1,36.2,2024-10-27T16:16:27.044Z,2024-10-27T17:09:23Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319561751,285,,5319561777,233,481,5319561747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181081,481,44,2,53,56,cftj6g399tknheudaxsdpfdgb,0,54.9,63.8,2024-10-27T16:16:27.045Z,2024-10-27T17:09:24Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5319561805,233,596,5319561533,56,Center,5319561537,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181191,597,1,2,53,59,aljua8crr0vkwit0j3m59jw9j,1,44.4,36.3,2024-10-27T16:16:29.673Z,2024-10-27T16:16:32Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319562057,140,24.3,5319562065,212,24.6,5319562069,213,3.68,5319562053,3,,5319562055,56,Back,5319562061,141,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181313,599,1,2,54,1,aljua8crr0vkwit0j3m59jw9j,1,24.4,17.7,2024-10-27T16:16:32.409Z,2024-10-27T16:16:35Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319562529,140,17.4,5319562531,141,37.5,5319562535,213,2.07,5319562527,56,Back,5319562533,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181457,600,1,2,54,4,aljua8crr0vkwit0j3m59jw9j,1,16.9,39.2,2024-10-27T16:16:35.288Z,2024-10-27T16:16:42Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319563281,212,16.8,5319563283,213,1.29,5319563277,140,21.3,5319563279,141,62.9,5319563275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181529,601,1,2,54,12,aljua8crr0vkwit0j3m59jw9j,1,23.6,60.8,2024-10-27T16:16:42.697Z,2024-10-27T16:16:47Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319563761,213,4.72,5319563755,140,23.8,5319563759,212,19.0,5319563753,56,Back,5319563757,141,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181603,602,1,2,54,16,aljua8crr0vkwit0j3m59jw9j,1,23.6,29.4,2024-10-27T16:16:47.418Z,2024-10-27T16:16:52Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319564145,141,38.9,5319564141,56,Back,5319564149,212,14.2,5319564143,140,11.6,5319564153,213,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181621,603,1,2,54,21,aljua8crr0vkwit0j3m59jw9j,1,11.6,38.9,2024-10-27T16:16:51.961Z,2024-10-27T16:16:52Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319564215,56,Back,5319564217,140,28.1,5319564219,141,35.3,5319564221,212,17.5,5319564223,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181665,604,1,2,54,22,aljua8crr0vkwit0j3m59jw9j,1,29.0,35.1,2024-10-27T16:16:52.809Z,2024-10-27T16:16:54Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319564445,141,48.5,5319564441,56,Back,5319564443,140,16.0,5319564449,213,2.55,5319564447,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181733,605,1,2,54,24,aljua8crr0vkwit0j3m59jw9j,1,15.1,47.3,2024-10-27T16:16:54.841Z,2024-10-27T16:16:59Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5319564795,213,1.18,5319564789,140,19.1,5319564793,212,11.0,5319564791,141,62.2,5319564787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181779,606,1,2,54,28,aljua8crr0vkwit0j3m59jw9j,1,26.6,69.4,2024-10-27T16:16:59.049Z,2024-10-27T16:17:01Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319565073,212,16.4,5319565075,213,1.38,5319565069,140,29.6,5319565071,141,93.0,5319565067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181845,607,1,2,54,30,aljua8crr0vkwit0j3m59jw9j,1,30.3,94.5,2024-10-27T16:17:01.225Z,2024-10-27T16:17:04Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5319565465,213,5.15,5319565457,56,Back,5319565463,212,15.8,5319565459,140,36.7,5319565461,141,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740181943,608,1,2,54,33,aljua8crr0vkwit0j3m59jw9j,1,35.8,74.0,2024-10-27T16:17:03.946Z,2024-10-27T16:17:09Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5319565995,140,23.7,5319565999,212,13.2,5319566001,213,3.41,5319565997,141,68.9,5319565993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182015,609,1,2,54,38,aljua8crr0vkwit0j3m59jw9j,1,22.0,66.7,2024-10-27T16:17:08.938Z,2024-10-27T16:17:12Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5319566285,56,Back,5319566297,213,5.08,5319566293,212,19.8,5319566287,140,28.7,5319566289,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182063,610,1,2,54,41,aljua8crr0vkwit0j3m59jw9j,1,35.5,33.9,2024-10-27T16:17:12.170Z,2024-10-27T16:17:15Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5319566621,213,5.46,5319566615,140,53.1,5319566613,56,Right,5319566619,212,27.3,5319566617,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182101,611,1,2,54,44,aljua8crr0vkwit0j3m59jw9j,1,47.4,3.9,2024-10-27T16:17:14.938Z,2024-10-27T16:17:16Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5319566835,213,1.62,5319566833,212,18.4,5319566829,140,46.6,5319566825,56,Back,5319566831,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182145,612,1,2,54,46,aljua8crr0vkwit0j3m59jw9j,0,46.6,30.9,2024-10-27T16:17:16.699Z,2024-10-27T16:17:19Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5319567149,56,Right,5319567145,155,,5319567153,140,95.1,5319567167,1,,5319567157,141,19.8,5319567165,213,6.14,5319567163,212,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182369,483,1,2,54,52,cftj6g399tknheudaxsdpfdgb,1,6.2,74.9,2024-10-27T16:17:22.822Z,2024-10-27T16:17:37Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319568295,141,36.7,5319568299,213,4.95,5319568293,140,12.2,5319568297,212,26.7,5319568291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182403,484,1,2,55,2,cftj6g399tknheudaxsdpfdgb,1,18.4,28.3,2024-10-27T16:17:32.697Z,2024-10-27T16:17:34Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5319568535,140,22.7,5319568541,213,4.99,5319568539,212,16.7,5319568537,141,4.6,5319568533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182469,485,3,2,55,4,cftj6g399tknheudaxsdpfdgb,1,25.5,10.3,2024-10-27T16:17:34.556Z,2024-10-27T17:02:11Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5319569089,233,613,5319568867,56,Back,5319568869,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182499,613,45,2,55,4,aljua8crr0vkwit0j3m59jw9j,0,74.5,89.7,2024-10-27T16:17:34.556Z,2024-10-27T17:02:11Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5319569025,286,,5319569019,56,Left,5319569099,233,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182565,486,1,2,55,7,cftj6g399tknheudaxsdpfdgb,1,20.4,10.9,2024-10-27T16:17:38.197Z,2024-10-27T16:17:42Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5319569317,213,2.02,5319569309,56,Back,5319569311,140,9.1,5319569313,141,46.9,5319569315,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740182591,487,1,2,55,11,cftj6g399tknheudaxsdpfdgb,1,12.1,54.2,2024-10-27T16:17:42.212Z,2024-10-27T16:17:43Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5319569469,56,Back,5319569473,141,34.0,5319569475,212,14.3,5319569477,213,5.00,5319569471,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
