id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2747209237,433,1,2,50,24,b3r6d8ydtmtjckam6pku9y400,1,83.6,89.3,2024-11-10T18:12:21.036Z,2024-11-10T18:12:24Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5357880203,213,4.14,5357880191,56,Center,5357880197,140,75.1,5357880201,212,16.6,5357880199,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209297,434,1,2,50,27,b3r6d8ydtmtjckam6pku9y400,1,74.7,66.6,2024-11-10T18:12:23.964Z,2024-11-10T18:12:27Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357880465,140,70.5,5357880469,212,18.0,5357880467,141,40.9,5357880463,56,Center,5357880471,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209381,435,1,2,50,31,b3r6d8ydtmtjckam6pku9y400,1,72.1,36.1,2024-11-10T18:12:27.244Z,2024-11-10T18:12:32Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5357880849,56,Right,5357880851,140,79.2,5357880857,213,5.07,5357880853,141,7.1,5357880855,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209433,436,1,2,50,35,b3r6d8ydtmtjckam6pku9y400,1,85.1,10.4,2024-11-10T18:12:31.900Z,2024-11-10T18:12:35Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357881133,56,Right,5357881137,141,18.3,5357881135,140,71.4,5357881141,213,2.78,5357881139,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209471,437,1,2,50,39,b3r6d8ydtmtjckam6pku9y400,1,74.1,28.6,2024-11-10T18:12:35.116Z,2024-11-10T18:12:38Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5357881357,141,29.5,5357881353,140,84.5,5357881365,213,0.06,5357881361,212,10.9,5357881349,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209539,438,1,2,50,41,b3r6d8ydtmtjckam6pku9y400,1,77.6,30.3,2024-11-10T18:12:38.012Z,2024-11-10T18:12:41Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5357881713,213,3.25,5357881709,141,28.5,5357881705,56,Center,5357881707,140,67.1,5357881711,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209663,439,1,2,50,45,b3r6d8ydtmtjckam6pku9y400,1,67.1,28.5,2024-11-10T18:12:41.484Z,2024-11-10T18:12:48Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357882311,56,Center,5357882317,212,29.4,5357882313,140,65.4,5357882319,213,1.63,5357882315,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209715,440,1,2,50,52,b3r6d8ydtmtjckam6pku9y400,1,89.5,96.2,2024-11-10T18:12:48.331Z,2024-11-10T18:12:51Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5357882583,213,3.27,5357882579,141,92.4,5357882575,56,Left,5357882577,140,70.0,5357882581,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209673,412,83,2,50,53,5rz9enoyknpg8ji78za5b82p0,0,18.7,10.0,2024-11-10T18:12:49.192Z,2024-11-10T18:12:55Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5357883059,399,7xc0qldxpidl07vij2wgu1sk5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209767,441,1,2,50,54,b3r6d8ydtmtjckam6pku9y400,1,68.0,90.0,2024-11-10T18:12:50.988Z,2024-11-10T18:12:54Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5357882967,212,33.5,5357882963,140,55.2,5357882965,141,44.8,5357882969,213,4.30,5357882961,56,Center,5357882971,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209845,442,1,2,50,58,b3r6d8ydtmtjckam6pku9y400,1,57.9,33.4,2024-11-10T18:12:54.428Z,2024-11-10T18:12:58Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357883393,141,3.1,5357883397,213,5.36,5357883395,212,25.8,5357883389,56,Right,5357883391,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209915,443,1,2,51,2,b3r6d8ydtmtjckam6pku9y400,1,75.4,9.4,2024-11-10T18:12:58.780Z,2024-11-10T18:13:02Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357883721,212,19.1,5357883715,140,91.6,5357883723,213,0.47,5357883719,141,22.2,5357883711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209937,444,1,2,51,6,b3r6d8ydtmtjckam6pku9y400,0,93.8,8.9,2024-11-10T18:13:02.315Z,2024-11-10T18:13:03Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5357883855,141,4.6,5357883859,212,14.5,5357883849,56,Right,5357883861,213,3.35,5357883853,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209967,414,1,2,51,8,5rz9enoyknpg8ji78za5b82p0,0,10.5,94.8,2024-11-10T18:13:05.032Z,2024-11-10T18:13:05Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357883973,141,76.9,5357883967,157,,5357883977,213,5.80,5357883969,56,Back,5357883979,1,,5357883975,212,26.4,5357883971,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747209985,445,8,2,51,10,b3r6d8ydtmtjckam6pku9y400,1,68.2,9.7,2024-11-10T18:13:06.781Z,2024-11-10T18:13:06Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357884059,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210045,415,61,2,51,13,5rz9enoyknpg8ji78za5b82p0,1,21.4,76.0,2024-11-10T18:13:09.473Z,2024-11-10T18:13:20Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357884353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210063,446,1,2,51,13,b3r6d8ydtmtjckam6pku9y400,1,82.1,16.4,2024-11-10T18:13:09.500Z,2024-11-10T18:13:10Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5357884457,212,9.3,5357884453,140,74.4,5357884455,141,9.5,5357884459,213,3.67,5357884451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210093,447,1,2,51,14,b3r6d8ydtmtjckam6pku9y400,1,74.4,9.5,2024-11-10T18:13:10.492Z,2024-11-10T18:13:12Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5357884633,56,Right,5357884637,141,4.4,5357884641,213,5.99,5357884635,140,85.3,5357884639,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210101,448,61,2,51,16,b3r6d8ydtmtjckam6pku9y400,0,85.3,4.4,2024-11-10T18:13:12.604Z,2024-11-10T18:13:13Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357884679,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210151,416,12,2,51,18,5rz9enoyknpg8ji78za5b82p0,1,12.1,87.8,2024-11-10T18:13:14.625Z,2024-11-10T18:13:16Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357884947,56,Back,5357884951,141,100.0,5357884955,213,0.65,5357885017,167,,5357884949,140,23.7,5357884953,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210155,417,5,2,51,19,5rz9enoyknpg8ji78za5b82p0,0,23.0,101.2,2024-11-10T18:13:15.276Z,2024-11-10T18:55:40Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357885471,233,449,5357884963,347,,5357884961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210169,449,5,2,51,19,b3r6d8ydtmtjckam6pku9y400,1,77.0,-1.2,2024-11-10T18:13:15.276Z,2024-11-10T18:55:39Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357885447,233,417,5357885041,56,Right,5357885043,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210311,450,1,2,51,27,b3r6d8ydtmtjckam6pku9y400,1,78.2,0.0,2024-11-10T18:13:23.596Z,2024-11-10T19:07:38Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357885711,107,,5357885721,213,1.58,5357885715,140,78.1,5357885719,212,15.5,5357885717,141,22.1,5357885713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210325,451,1,2,51,28,b3r6d8ydtmtjckam6pku9y400,1,77.8,22.1,2024-11-10T18:13:25.020Z,2024-11-10T18:13:26Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5357885805,56,Right,5357885809,141,19.7,5357885811,212,14.0,5357885807,140,91.0,5357885813,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210355,452,1,2,51,30,b3r6d8ydtmtjckam6pku9y400,1,91.3,19.4,2024-11-10T18:13:26.443Z,2024-11-10T18:13:50Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,1.0,5357887669,154,,5357887665,210,15,5357885957,140,95.6,5357885959,141,36.6,5357885963,213,1.20,5357885955,56,Center,5357885961,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210369,453,15,2,51,32,b3r6d8ydtmtjckam6pku9y400,1,92.9,37.3,2024-11-10T18:13:28.187Z,2024-11-10T19:07:39Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357887699,78,,5357887717,147,47.1,5357886049,22,,5357887215,20,,5357887711,103,8.9,5357886055,56,Center,5357887703,154,,5357887705,55,452,5357887709,102,5357887715,146,99.5,5357887217,17,,5357887713,328,,5357887701,29,,5357887749,233,,,,,,,,,,,48.2,418,,
2747210363,418,10,2,51,32,5rz9enoyknpg8ji78za5b82p0,1,2.1,54.8,2024-11-10T18:13:28.287Z,2024-11-10T18:13:53Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5357886013,173,,5357886203,179,,5357886019,56,Back,5357887257,233,453,5357886205,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210411,419,6,2,51,34,5rz9enoyknpg8ji78za5b82p0,0,3.0,52.4,2024-11-10T18:13:30.476Z,2024-11-10T18:55:37Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5357886305,56,Back,5357886307,73,,5357886567,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210383,454,6,2,51,34,b3r6d8ydtmtjckam6pku9y400,1,97.0,47.6,2024-11-10T18:13:30.476Z,2024-11-10T18:55:36Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357886201,75,,5357886313,233,419,5357886199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210747,455,1,2,51,57,b3r6d8ydtmtjckam6pku9y400,0,99.5,0.5,2024-11-10T18:13:53.307Z,2024-11-10T19:07:44Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357888185,213,1.81,5357888183,212,28.5,5357888171,6,,5357888177,56,Center,5357888181,141,41.2,5357888173,155,,5357888175,224,,5357888179,140,93.0,5357888169,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211063,458,61,2,51,58,b3r6d8ydtmtjckam6pku9y400,1,94.0,39.2,2024-11-10T18:13:54.515Z,2024-11-10T18:14:25Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5357889741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211101,420,5,2,52,0,5rz9enoyknpg8ji78za5b82p0,1,-1.7000000000000002,63.3,2024-11-10T18:13:56.468Z,2024-11-10T18:55:40Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5357889951,346,,5357889949,56,Back,5357891573,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747210883,457,5,2,52,0,b3r6d8ydtmtjckam6pku9y400,0,101.7,36.7,2024-11-10T18:13:56.468Z,2024-11-10T18:55:40Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5357888883,346,,5357888879,56,Center,5357891585,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211137,421,1,2,52,22,5rz9enoyknpg8ji78za5b82p0,1,4.6,56.0,2024-11-10T18:14:18.728Z,2024-11-10T18:14:21Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5357890155,213,4.93,5357890159,237,,5357890153,212,12.6,5357890147,56,Back,5357890151,141,37.9,5357890149,140,7.2,5357890145,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211215,422,1,2,52,25,5rz9enoyknpg8ji78za5b82p0,1,8.4,42.8,2024-11-10T18:14:21.120Z,2024-11-10T18:14:27Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357890579,212,29.8,5357890575,140,12.5,5357890573,56,Back,5357890577,141,86.2,5357890581,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211237,423,3,2,52,31,5rz9enoyknpg8ji78za5b82p0,1,28.8,80.8,2024-11-10T18:14:27.439Z,2024-11-10T18:14:30Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357890701,285,,5357890709,233,459,5357890699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211231,459,45,2,52,31,b3r6d8ydtmtjckam6pku9y400,0,71.8,18.7,2024-11-10T18:14:27.439Z,2024-11-10T18:14:29Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5357890661,56,Right,5357890723,233,423,5357890663,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211263,424,3,2,52,32,5rz9enoyknpg8ji78za5b82p0,1,33.9,71.7,2024-11-10T18:14:28.832Z,2024-11-10T18:14:31Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357890831,56,Back,5357890935,233,460,5357890939,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211271,460,45,2,52,32,b3r6d8ydtmtjckam6pku9y400,0,66.3,29.2,2024-11-10T18:14:28.832Z,2024-11-10T19:07:41Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5357890909,285,,5357890941,233,424,5357890907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211279,425,1,2,52,33,5rz9enoyknpg8ji78za5b82p0,1,36.4,57.3,2024-11-10T18:14:29.848Z,2024-11-10T18:14:32Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357890971,212,8.8,5357890967,140,43.1,5357890973,213,5.64,5357890965,56,Back,5357890969,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211301,426,1,2,52,35,5rz9enoyknpg8ji78za5b82p0,1,43.4,45.1,2024-11-10T18:14:31.880Z,2024-11-10T18:14:34Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5357891097,56,Back,5357891103,212,18.4,5357891101,141,18.0,5357891105,213,4.68,5357891099,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211327,427,1,2,52,38,5rz9enoyknpg8ji78za5b82p0,1,57.2,15.8,2024-11-10T18:14:34.359Z,2024-11-10T18:14:36Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5357891199,140,73.3,5357891203,212,17.8,5357891201,141,7.6,5357891205,213,5.96,5357891197,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211367,428,1,2,52,40,5rz9enoyknpg8ji78za5b82p0,1,75.9,8.8,2024-11-10T18:14:36.272Z,2024-11-10T18:14:39Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5357891453,140,91.8,5357891457,212,17.8,5357891459,213,0.36,5357891455,141,18.0,5357891451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211415,429,1,2,52,43,5rz9enoyknpg8ji78za5b82p0,1,95.2,16.4,2024-11-10T18:14:39.544Z,2024-11-10T18:15:41Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,1.0,5357891679,2,,5357891681,155,,5357891691,213,1.94,5357891687,141,46.1,5357896867,210,13,5357891683,56,Center,5357891689,212,21.7,5357891685,140,87.7,5357896869,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211419,430,13,2,52,46,5rz9enoyknpg8ji78za5b82p0,1,87.0,51.5,2024-11-10T18:14:42.487Z,2024-11-10T18:15:42Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5357896929,147,44.0,5357891723,17,,5357896935,230,99.3,5357891725,56,Center,5357896911,55,429,5357896053,153,,5357896919,108,,5357896889,75,,5357896921,328,5357896907,29,,5357896925,146,92.1,5357896917,103,18.1,5357896923,391,,5357896049,20,5357896909,154,,5357896939,231,5357896915,102,5357891721,22,,,,50.4,25.9
2747211457,461,12,2,52,49,b3r6d8ydtmtjckam6pku9y400,1,12.6,56.6,2024-11-10T18:14:45.403Z,2024-11-10T18:15:26Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357891965,141,53.9,5357891971,213,6.22,5357891969,212,28.3,5357891953,56,Back,5357891959,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211481,463,61,2,52,53,b3r6d8ydtmtjckam6pku9y400,0,38.5,49.4,2024-11-10T18:14:49.179Z,2024-11-10T18:14:49Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5357892097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211511,431,61,2,52,54,5rz9enoyknpg8ji78za5b82p0,1,67.6,55.8,2024-11-10T18:14:50.811Z,2024-11-10T18:14:50Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357892253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211543,432,1,2,52,56,5rz9enoyknpg8ji78za5b82p0,0,64.7,43.4,2024-11-10T18:14:52.408Z,2024-11-10T18:14:52Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357892393,140,75.0,5357892397,212,11.4,5357892399,213,0.33,5357892395,141,48.8,5357892389,155,,5357892391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211589,464,1,2,52,58,b3r6d8ydtmtjckam6pku9y400,0,24.3,46.6,2024-11-10T18:14:54.155Z,2024-11-10T18:14:55Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357892639,3,,5357892645,141,59.9,5357892649,213,0.39,5357892647,212,23.9,5357892643,140,45.4,5357892641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211733,434,1,2,53,2,5rz9enoyknpg8ji78za5b82p0,1,46.3,29.7,2024-11-10T18:14:58.863Z,2024-11-10T18:15:04Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5357893499,140,41.5,5357893503,212,23.9,5357893497,56,Back,5357893505,213,1.78,5357893501,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211813,435,1,2,53,8,5rz9enoyknpg8ji78za5b82p0,1,54.6,64.2,2024-11-10T18:15:04.575Z,2024-11-10T18:15:09Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5357893895,140,63.4,5357893899,212,13.2,5357893897,141,50.3,5357893901,213,5.49,5357893893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211823,436,4,2,53,12,5rz9enoyknpg8ji78za5b82p0,1,63.9,49.0,2024-11-10T18:15:08.503Z,2024-11-10T18:15:14Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5357893979,152,,5357893975,13,,5357893977,56,Center,5357894399,295,,5357893983,286,,5357894407,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747211845,465,4,2,53,12,b3r6d8ydtmtjckam6pku9y400,0,36.1,51.0,2024-11-10T18:15:08.504Z,2024-11-10T18:15:14Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5357894125,285,,5357894341,233,436,5357894117,13,,5357894123,152,,5357894119,295,,5357894121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212573,437,1,2,53,59,5rz9enoyknpg8ji78za5b82p0,0,65.2,44.0,2024-11-10T18:15:56.072Z,2024-11-10T18:15:58Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357898543,213,6.10,5357898533,152,,5357898537,140,89.0,5357898539,141,37.1,5357898535,56,Center,5357898531,155,,5357898541,212,25.4,5357898529,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212601,466,12,2,54,3,b3r6d8ydtmtjckam6pku9y400,1,14.1,69.4,2024-11-10T18:15:59.211Z,2024-11-10T18:16:21Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5357898727,213,0.70,5357898723,141,90.8,5357898719,56,Back,5357898737,15,,5357898725,212,22.5,5357898721,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212677,438,1,2,54,5,5rz9enoyknpg8ji78za5b82p0,1,68.6,10.3,2024-11-10T18:16:01.671Z,2024-11-10T18:16:05Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5357899155,1,,5357899151,212,34.4,5357899147,140,38.3,5357899153,213,2.75,5357899149,141,29.7,5357899145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212723,439,1,2,54,8,5rz9enoyknpg8ji78za5b82p0,1,38.3,29.7,2024-11-10T18:16:04.871Z,2024-11-10T18:16:07Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5357899431,56,Back,5357899433,140,45.6,5357899437,212,27.5,5357899439,213,1.29,5357899435,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212771,440,1,2,54,11,5rz9enoyknpg8ji78za5b82p0,1,46.2,71.1,2024-11-10T18:16:07.670Z,2024-11-10T18:16:12Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5357899713,213,3.92,5357899709,141,59.1,5357899705,56,Back,5357899707,140,38.3,5357899711,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212839,441,1,2,54,15,5rz9enoyknpg8ji78za5b82p0,1,35.0,55.1,2024-11-10T18:16:11.279Z,2024-11-10T18:16:17Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5357900093,140,13.2,5357900097,212,23.3,5357900091,56,Back,5357900099,213,3.33,5357900095,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212881,442,1,2,54,20,5rz9enoyknpg8ji78za5b82p0,0,13.6,47.5,2024-11-10T18:16:16.888Z,2024-11-10T18:16:21Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5357900337,213,0.04,5357900333,212,53.8,5357900329,141,50.9,5357900321,56,Center,5357900325,140,64.8,5357900339,1,,5357900317,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212909,467,44,2,54,24,b3r6d8ydtmtjckam6pku9y400,1,34.6,49.6,2024-11-10T18:16:20.574Z,2024-11-10T18:16:23Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357900475,233,443,5357900447,285,,5357900443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212883,443,44,2,54,24,5rz9enoyknpg8ji78za5b82p0,0,65.4,50.4,2024-11-10T18:16:20.575Z,2024-11-10T18:16:24Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5357900345,286,,5357900525,233,467,5357900343,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747212951,468,1,2,54,25,b3r6d8ydtmtjckam6pku9y400,1,33.5,50.1,2024-11-10T18:16:21.588Z,2024-11-10T18:16:24Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5357900773,3,,5357900785,213,4.47,5357900777,140,30.5,5357900781,141,31.6,5357900775,56,Back,5357900783,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747213015,470,1,2,54,28,b3r6d8ydtmtjckam6pku9y400,1,29.0,32.2,2024-11-10T18:16:24.603Z,2024-11-10T18:16:28Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5357901139,212,20.0,5357901141,213,2.79,5357901135,140,11.1,5357901133,56,Back,5357901137,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747213079,471,1,2,54,32,b3r6d8ydtmtjckam6pku9y400,1,13.0,42.7,2024-11-10T18:16:28.427Z,2024-11-10T18:16:32Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5357901489,141,60.8,5357901485,56,Back,5357901493,213,0.89,5357901491,212,15.8,5357901487,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
