id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2789455777,447,61,2,56,10,aljua8crr0vkwit0j3m59jw9j,0,75.8,74.5,2025-03-16T17:21:41.799Z,2025-03-16T17:23:55Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5587784551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789452699,553,1,2,56,11,36g6ifzjliec1jqnbtf7yesme,0,26.9,17.7,2025-03-16T17:21:42.184Z,2025-03-16T17:22:48Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587767187,212,2.0,5587769007,286,,5587767183,140,28.8,5587768999,236,,5587767181,56,Back,5587769001,233,421,5587767185,141,17.5,5587767189,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789452711,421,74,2,56,11,aljua8crr0vkwit0j3m59jw9j,1,67.1,72.6,2025-03-16T17:21:42.185Z,2025-03-16T18:05:11Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5587769037,233,553,5587767261,56,Center,5587768937,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789452739,422,43,2,56,12,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-03-16T17:21:43.411Z,2025-03-16T17:33:10Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5587767473,213,1.22,5587851185,144,1,5587767469,141,87.2,5587767431,56,Left,5587767433,140,73.0,5587767471,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789452753,423,1,2,56,13,aljua8crr0vkwit0j3m59jw9j,1,73.3,88.3,2025-03-16T17:21:44.560Z,2025-03-16T17:33:34Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587767541,141,80.8,5587767533,56,Left,5587767537,140,73.8,5587767549,213,4.81,5587767545,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789468283,525,1,2,56,14,aljua8crr0vkwit0j3m59jw9j,0,77.2,79.0,2025-03-16T17:21:45.635Z,2025-03-16T17:33:32Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5587853761,140,91.5,5587853767,213,0.39,5587853759,56,Left,5587853763,141,88.1,5587853765,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789452819,554,1,2,56,16,36g6ifzjliec1jqnbtf7yesme,1,8.6,4.4,2025-03-16T17:21:47.113Z,2025-03-16T17:21:48Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5587767881,212,11.8,5587767875,56,Back,5587767879,141,9.1,5587767873,157,,5587767877,140,19.4,5587767883,213,0.27,5587767885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789452825,555,43,2,56,17,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-16T17:21:48.089Z,2025-03-16T17:22:15Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5587767913,141,9.1,5587767901,155,0,5587771499,144,1,5587767909,140,19.4,5587767917,212,0,5587767903,56,Back,5587767921,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453071,557,1,2,56,20,36g6ifzjliec1jqnbtf7yesme,1,20.9,21.5,2025-03-16T17:21:51.817Z,2025-03-16T17:21:58Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5587769371,212,35.9,5587769363,56,Back,5587769375,1,,5587769367,140,25.9,5587769369,141,73.7,5587769373,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453181,558,1,2,56,27,36g6ifzjliec1jqnbtf7yesme,1,52.9,90.3,2025-03-16T17:21:58.729Z,2025-03-16T17:22:03Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5587770013,56,Left,5587770015,140,52.7,5587770019,212,6.9,5587770017,141,80.2,5587770021,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453305,559,1,2,56,32,36g6ifzjliec1jqnbtf7yesme,1,60.3,76.5,2025-03-16T17:22:03.562Z,2025-03-16T17:22:09Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587770615,56,Left,5587770619,140,75.9,5587770625,141,93.7,5587770629,212,20.1,5587770635,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453349,560,1,2,56,38,36g6ifzjliec1jqnbtf7yesme,0,73.3,65.6,2025-03-16T17:22:09.146Z,2025-03-16T17:22:10Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5587770857,213,4.90,5587770849,56,Center,5587770851,140,77.4,5587770855,212,23.7,5587770853,141,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453783,424,12,2,56,40,aljua8crr0vkwit0j3m59jw9j,1,21.4,66.0,2025-03-16T17:22:11.476Z,2025-03-16T17:22:27Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587773163,140,54.2,5587773169,212,39.6,5587773165,141,94.8,5587773173,213,0.52,5587773159,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453673,561,43,2,56,42,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-16T17:22:13.130Z,2025-03-16T17:26:11Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5587801967,144,5,5587772493,56,Right,5587772495,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453717,562,1,2,56,51,36g6ifzjliec1jqnbtf7yesme,1,51.7,1.9,2025-03-16T17:22:22.649Z,2025-03-16T17:26:19Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587772727,56,Right,5587772741,213,1.58,5587772733,140,51.6,5587772737,141,19.5,5587772739,212,12.0,5587772769,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453731,563,1,2,56,53,36g6ifzjliec1jqnbtf7yesme,1,54.4,20.8,2025-03-16T17:22:24.265Z,2025-03-16T17:22:25Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587772851,141,21.8,5587772849,140,62.6,5587772855,213,0.08,5587772853,212,8.6,5587772847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453737,564,1,2,56,54,36g6ifzjliec1jqnbtf7yesme,0,62.6,21.8,2025-03-16T17:22:24.954Z,2025-03-16T17:22:27Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5587773265,236,,5587772911,213,1.03,5587773267,233,425,5587772899,140,64.6,5587772895,56,Center,5587772907,212,4.1,5587772903,141,26.9,5587773271,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453787,425,74,2,56,54,aljua8crr0vkwit0j3m59jw9j,1,30.6,76.4,2025-03-16T17:22:24.955Z,2025-03-16T18:05:12Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587773275,233,564,5587773205,285,,5587773203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453823,426,1,2,56,57,aljua8crr0vkwit0j3m59jw9j,0,31.8,65.2,2025-03-16T17:22:28.112Z,2025-03-16T17:31:52Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5587841657,286,,5587841599,140,31.1,5587841601,141,68.9,5587773419,56,Back,5587841609,213,1.86,5587841653,233,565,5587841651,236,,5587841603,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453801,565,74,2,56,57,36g6ifzjliec1jqnbtf7yesme,1,60.7,26.8,2025-03-16T17:22:28.113Z,2025-03-16T17:31:52Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587841683,233,426,5587823231,285,,5587773295,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453927,566,1,2,56,59,36g6ifzjliec1jqnbtf7yesme,1,65.8,25.1,2025-03-16T17:22:29.978Z,2025-03-16T17:22:32Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5587773941,56,Right,5587773953,213,5.36,5587773945,141,7.4,5587773949,212,15.0,5587773943,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789453945,567,3,2,57,1,36g6ifzjliec1jqnbtf7yesme,0,73.2,18.0,2025-03-16T17:22:32.474Z,2025-03-17T05:38:15Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5587774023,286,,5587774021,56,Right,5589613335,465,,5587774475,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454009,427,7,2,57,1,aljua8crr0vkwit0j3m59jw9j,1,26.8,82.0,2025-03-16T17:22:32.475Z,2025-03-17T05:38:24Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587774337,56,Back,5587774419,233,567,5589613441,384,,5587774339,285,,5589613381,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454043,429,1,2,57,4,aljua8crr0vkwit0j3m59jw9j,1,33.0,82.4,2025-03-16T17:22:35.013Z,2025-03-16T17:22:36Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5587774541,56,Back,5587774549,213,4.12,5587774545,141,70.2,5587774547,212,10.0,5587774543,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454059,430,1,2,57,4,aljua8crr0vkwit0j3m59jw9j,1,27.7,70.2,2025-03-16T17:22:35.669Z,2025-03-16T17:22:37Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5587774601,140,19.4,5587774599,56,Back,5587774605,212,9.5,5587774609,213,3.56,5587774603,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454125,431,1,2,57,6,aljua8crr0vkwit0j3m59jw9j,1,19.4,64.5,2025-03-16T17:22:37.013Z,2025-03-16T17:22:39Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587774985,213,1.15,5587774983,212,15.0,5587774977,56,Back,5587774979,140,25.2,5587774981,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454187,432,1,2,57,8,aljua8crr0vkwit0j3m59jw9j,1,24.1,87.7,2025-03-16T17:22:39.509Z,2025-03-16T17:22:41Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587775327,212,16.0,5587775321,56,Back,5587775329,213,3.69,5587775325,141,75.3,5587775323,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454247,433,1,2,57,10,aljua8crr0vkwit0j3m59jw9j,1,11.1,75.3,2025-03-16T17:22:41.733Z,2025-03-16T17:22:44Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587775627,56,Back,5587775633,140,4.8,5587775647,213,4.34,5587775639,141,50.1,5587775643,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454365,434,1,2,57,13,aljua8crr0vkwit0j3m59jw9j,1,5.5,50.1,2025-03-16T17:22:44.325Z,2025-03-16T17:22:50Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5587776217,140,10.8,5587776221,212,12.3,5587776223,213,5.18,5587776219,141,34.0,5587776215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454447,435,1,2,57,19,aljua8crr0vkwit0j3m59jw9j,1,13.1,32.2,2025-03-16T17:22:49.925Z,2025-03-16T17:22:53Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587776653,140,19.7,5587776655,141,49.0,5587776659,212,13.4,5587776649,56,Back,5587776663,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454513,436,1,2,57,22,aljua8crr0vkwit0j3m59jw9j,1,20.6,50.3,2025-03-16T17:22:53.366Z,2025-03-16T17:22:56Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5587777121,56,Back,5587777127,212,17.3,5587777123,140,14.4,5587777125,141,73.8,5587777129,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454625,437,1,2,57,25,aljua8crr0vkwit0j3m59jw9j,1,14.4,73.8,2025-03-16T17:22:56.307Z,2025-03-16T17:23:02Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5587777715,141,57.6,5587777719,213,3.97,5587777713,140,4.8,5587777717,212,14.9,5587777711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454753,438,1,2,57,31,aljua8crr0vkwit0j3m59jw9j,1,9.5,55.7,2025-03-16T17:23:01.908Z,2025-03-16T17:23:07Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5587778395,140,13.5,5587778399,212,16.1,5587778401,213,4.98,5587778393,56,Back,5587778397,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454843,439,1,2,57,36,aljua8crr0vkwit0j3m59jw9j,1,18.5,36.4,2025-03-16T17:23:07.589Z,2025-03-16T17:23:12Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587778967,140,9.8,5587778971,141,49.0,5587778973,212,12.5,5587778977,213,2.39,5587778965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789454891,440,1,2,57,41,aljua8crr0vkwit0j3m59jw9j,1,9.2,50.6,2025-03-16T17:23:12.068Z,2025-03-16T17:23:15Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5587779297,140,14.9,5587779301,212,12.1,5587779307,213,5.23,5587779295,56,Back,5587779299,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455013,441,1,2,57,44,aljua8crr0vkwit0j3m59jw9j,1,14.5,34.9,2025-03-16T17:23:15.094Z,2025-03-16T18:03:47Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5587780047,141,8.8,5587780039,56,Back,5587780043,140,29.7,5587780051,213,5.44,5587780049,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455027,442,3,2,57,45,aljua8crr0vkwit0j3m59jw9j,0,30.4,17.8,2025-03-16T17:23:16.900Z,2025-03-17T05:38:59Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5587780109,56,Back,5588086309,233,960,5587780111,285,,5589613749,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789510813,960,7,2,57,46,36g6ifzjliec1jqnbtf7yesme,0,69.6,82.2,2025-03-16T17:23:16.901Z,2025-03-17T05:39:02Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5588086223,56,Left,5588086225,286,,5588086287,233,442,5589613789,385,,5589613791,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455089,443,1,2,57,51,aljua8crr0vkwit0j3m59jw9j,1,27.4,25.8,2025-03-16T17:23:22.677Z,2025-03-16T17:23:24Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5587780513,141,41.6,5587780517,213,1.29,5587780515,212,11.2,5587780509,56,Back,5587780511,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455113,444,1,2,57,53,aljua8crr0vkwit0j3m59jw9j,0,29.1,41.6,2025-03-16T17:23:24.244Z,2025-03-16T18:04:01Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5587780655,213,1.23,5587780639,56,Back,5587780643,140,33.4,5587780651,212,13.6,5587780645,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455129,568,61,2,57,54,36g6ifzjliec1jqnbtf7yesme,1,63.6,30.9,2025-03-16T17:23:25.565Z,2025-03-16T17:23:25Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5587780765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455375,570,50,2,58,1,36g6ifzjliec1jqnbtf7yesme,1,87.5,11.6,2025-03-16T17:23:32.078Z,2025-03-16T18:05:08Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5588091687,233,445,5587782289,56,Right,5587782293,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455251,445,7,2,58,1,aljua8crr0vkwit0j3m59jw9j,0,12.5,88.4,2025-03-16T17:23:32.079Z,2025-03-17T05:39:43Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587783505,285,,5588091649,233,570,5589614219,385,,5589614217,167,,5587783501,56,Back,5589614221,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789455481,446,5,2,58,2,aljua8crr0vkwit0j3m59jw9j,0,10.8,101.8,2025-03-16T17:23:33.144Z,2025-03-16T18:04:22Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5588087987,361,,5588060185,233,571,5587782915,56,Back,5587782917,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456017,571,5,2,58,2,36g6ifzjliec1jqnbtf7yesme,1,89.2,-1.8,2025-03-16T17:23:33.144Z,2025-03-17T05:39:53Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5588060175,233,446,5587785873,56,Right,5587785877,347,,5589614295,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456111,572,1,2,58,31,36g6ifzjliec1jqnbtf7yesme,0,86.3,0.0,2025-03-16T17:24:02.045Z,2025-03-16T17:24:07Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5587786441,141,33.9,5587786445,213,1.44,5587786437,56,Center,5587786439,140,89.2,5587786447,1,,5587786435,107,,5587786443,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456121,448,44,2,58,34,aljua8crr0vkwit0j3m59jw9j,1,10.6,63.8,2025-03-16T17:24:05.528Z,2025-03-16T18:05:25Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587786523,285,,5587786705,233,573,5587786521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456133,573,44,2,58,34,36g6ifzjliec1jqnbtf7yesme,0,89.4,36.2,2025-03-16T17:24:05.529Z,2025-03-16T18:05:25Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5587786553,56,Center,5587786715,233,448,5587786555,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456147,449,12,2,58,34,aljua8crr0vkwit0j3m59jw9j,1,10.4,59.9,2025-03-16T17:24:05.895Z,2025-03-16T17:24:09Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5587786631,141,57.0,5587786625,56,Back,5587786635,212,6.2,5587786639,213,5.96,5587786627,140,16.0,5587786679,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456193,574,61,2,58,37,36g6ifzjliec1jqnbtf7yesme,0,74.8,43.1,2025-03-16T17:24:08.774Z,2025-03-17T05:40:15Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587786859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456207,450,1,2,58,38,aljua8crr0vkwit0j3m59jw9j,0,21.9,58.4,2025-03-16T17:24:09.704Z,2025-03-16T17:24:10Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5587786951,213,0.05,5587786943,140,34.1,5587786939,155,,5587786947,141,59.4,5587786949,212,12.8,5587786941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456233,575,1,2,58,41,36g6ifzjliec1jqnbtf7yesme,0,60.0,32.7,2025-03-16T17:24:11.902Z,2025-03-16T17:24:12Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587787103,56,Center,5587787107,141,34.5,5587787105,140,62.4,5587787111,213,0.45,5587787109,212,2.8,5587787101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456241,451,61,2,58,41,aljua8crr0vkwit0j3m59jw9j,0,34.1,59.1,2025-03-16T17:24:12.551Z,2025-03-16T17:24:12Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5587787131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456339,576,1,2,58,43,36g6ifzjliec1jqnbtf7yesme,1,60.7,39.8,2025-03-16T17:24:14.109Z,2025-03-16T17:24:16Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587787597,56,Back,5587787603,141,61.3,5587787609,213,2.39,5587787605,212,21.5,5587787599,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456415,577,1,2,58,45,36g6ifzjliec1jqnbtf7yesme,1,41.4,69.1,2025-03-16T17:24:16.238Z,2025-03-16T17:24:18Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5587787935,140,37.7,5587787947,213,3.89,5587787939,141,63.8,5587787931,56,Back,5587787943,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456555,578,1,2,58,47,36g6ifzjliec1jqnbtf7yesme,1,37.1,59.7,2025-03-16T17:24:18.590Z,2025-03-16T17:24:23Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5587788579,141,56.4,5587788575,56,Back,5587788581,212,5.6,5587788583,213,5.87,5587788577,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456627,579,1,2,58,52,36g6ifzjliec1jqnbtf7yesme,1,37.6,60.5,2025-03-16T17:24:22.910Z,2025-03-16T17:24:25Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587788961,56,Center,5587788973,212,20.2,5587788969,141,76.2,5587788977,213,0.56,5587788965,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456833,580,1,2,58,54,36g6ifzjliec1jqnbtf7yesme,1,54.6,74.6,2025-03-16T17:24:25.550Z,2025-03-16T17:24:33Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587790021,213,0.92,5587790017,141,96.2,5587790013,56,Left,5587790015,140,65.3,5587790019,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456923,581,1,2,59,2,36g6ifzjliec1jqnbtf7yesme,1,76.4,85.6,2025-03-16T17:24:32.990Z,2025-03-16T17:24:36Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5587790435,213,3.37,5587790433,212,7.0,5587790427,56,Left,5587790429,140,69.9,5587790431,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789456951,582,1,2,59,5,36g6ifzjliec1jqnbtf7yesme,1,66.8,81.8,2025-03-16T17:24:36.382Z,2025-03-16T17:24:37Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5587790575,56,Center,5587790579,141,66.5,5587790581,212,10.9,5587790585,213,5.01,5587790577,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789457003,583,1,2,59,6,36g6ifzjliec1jqnbtf7yesme,1,69.8,66.5,2025-03-16T17:24:37.486Z,2025-03-16T17:24:40Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587790867,212,14.1,5587790863,140,57.3,5587790861,56,Center,5587790865,141,74.1,5587790869,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789457039,584,1,2,59,8,36g6ifzjliec1jqnbtf7yesme,1,56.3,65.0,2025-03-16T17:24:39.886Z,2025-03-16T17:24:41Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5587791091,141,49.4,5587791089,140,57.2,5587791087,56,Center,5587791093,212,10.7,5587791095,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789457193,585,1,2,59,10,36g6ifzjliec1jqnbtf7yesme,1,57.2,49.4,2025-03-16T17:24:41.375Z,2025-03-16T17:24:48Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587791961,56,Center,5587791975,212,12.9,5587791979,213,1.35,5587791971,141,67.9,5587791965,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789457225,586,1,2,59,17,36g6ifzjliec1jqnbtf7yesme,1,62.8,49.1,2025-03-16T17:24:47.935Z,2025-03-16T17:24:49Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5587792147,141,47.3,5587792151,213,3.32,5587792149,212,6.8,5587792145,140,56.4,5587792143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789457281,587,1,2,59,18,36g6ifzjliec1jqnbtf7yesme,1,56.4,47.3,2025-03-16T17:24:49.566Z,2025-03-16T17:24:52Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5587792461,140,55.4,5587792455,56,Center,5587792465,141,71.9,5587792469,212,16.8,5587792471,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
