id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2816672907,447,5,2,48,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.8,101.2,2025-05-18T17:07:48.462Z,2025-05-18T17:08:05Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5737674665,347,,5737674663,56,Left,5737674677,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816672941,448,1,2,49,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.8,100.0,2025-05-18T17:08:02.382Z,2025-05-18T21:21:20Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737674877,1,,5737674871,141,89.4,5737674865,107,,5737674867,56,Left,5737674875,213,5.89,5737674869,140,83.7,5737674873,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816672953,449,1,2,49,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,83.7,90.9,2025-05-18T17:08:04.542Z,2025-05-18T17:08:06Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5737674959,213,2.51,5737674945,56,Left,5737674955,212,8.9,5737674949,141,98.6,5737674947,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816672959,450,1,2,49,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.5,94.0,2025-05-18T17:08:06.639Z,2025-05-18T17:33:31Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737675001,212,2.0,5737674995,56,Left,5737674997,140,75.1,5737675003,213,2.42,5737674999,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816672963,451,43,2,49,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-18T17:08:06.924Z,2025-05-18T17:33:33Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737675009,56,Left,5737803691,144,5,5737675011,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673005,452,1,2,49,10,9w3sjm5ml4sjr2v81oxzdrt8v,0,76.3,74.1,2025-05-18T17:08:11.086Z,2025-05-18T17:08:11Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5737675253,141,51.5,5737675249,56,Center,5737675255,212,18.5,5737675257,213,5.30,5737675251,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673061,442,12,2,49,11,b3r6d8ydtmtjckam6pku9y400,1,11.8,51.8,2025-05-18T17:08:12.399Z,2025-05-18T17:09:30Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5737675567,213,0.38,5737675561,140,28.6,5737675559,56,Back,5737675563,141,62.1,5737675565,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673037,453,3,2,49,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.0,48.8,2025-05-18T17:08:12.852Z,2025-05-18T21:22:12Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5737948927,233,846,5737675433,56,Center,5738836269,465,,5737675435,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816721501,846,45,2,49,12,b3r6d8ydtmtjckam6pku9y400,0,21.0,51.2,2025-05-18T17:08:12.852Z,2025-05-18T18:16:37Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737948931,233,453,5737948923,285,,5737948919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673041,454,3,2,49,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.4,55.6,2025-05-18T17:08:14.526Z,2025-05-18T21:22:16Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5738836451,465,,5737947267,233,443,5737675443,56,Center,5737675445,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673075,443,7,2,49,13,b3r6d8ydtmtjckam6pku9y400,0,22.6,44.4,2025-05-18T17:08:14.527Z,2025-05-18T21:22:37Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5737947229,233,454,5738837347,385,,5737947223,285,,5738837349,178,,5737947221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673097,455,1,2,49,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.1,45.6,2025-05-18T17:08:16.095Z,2025-05-18T21:22:52Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5737675791,213,4.44,5737675787,141,25.4,5737675789,212,14.2,5737675783,56,Center,5737675785,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673107,444,45,2,49,20,b3r6d8ydtmtjckam6pku9y400,0,25.0,75.4,2025-05-18T17:08:21.037Z,2025-05-18T21:23:19Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737675825,56,Back,5737675903,233,456,5737675827,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673105,456,3,2,49,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.0,24.6,2025-05-18T17:08:21.037Z,2025-05-18T21:23:15Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5738838821,465,,5737675823,286,,5737675849,233,444,5737675821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673159,457,1,2,49,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.2,34.6,2025-05-18T17:08:22.079Z,2025-05-18T17:08:25Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5737676121,141,50.3,5737676119,140,61.4,5737676123,212,18.0,5737676125,213,2.51,5737676117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673193,458,1,2,49,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.8,49.1,2025-05-18T17:08:25.263Z,2025-05-18T17:08:29Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737676313,141,75.6,5737676315,212,18.0,5737676317,213,1.59,5737676311,140,61.5,5737676309,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673207,459,1,2,49,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.5,73.0,2025-05-18T17:08:29.056Z,2025-05-18T17:08:30Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737676381,140,55.0,5737676387,213,4.24,5737676383,141,50.6,5737676379,56,Center,5737676385,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673221,460,1,2,49,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.0,50.6,2025-05-18T17:08:30.575Z,2025-05-18T17:08:31Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737676451,140,63.8,5737676457,213,5.54,5737676447,56,Center,5737676453,141,38.0,5737676455,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673229,461,1,2,49,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.8,38.0,2025-05-18T17:08:31.583Z,2025-05-18T17:08:32Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5737676489,212,5.8,5737676491,213,1.39,5737676487,141,46.4,5737676483,56,Center,5737676485,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673231,462,1,2,49,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,64.8,46.4,2025-05-18T17:08:32.335Z,2025-05-18T17:08:32Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5737676517,141,39.8,5737676519,212,13.8,5737676515,140,77.2,5737676521,213,5.95,5737676513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673293,445,1,2,49,33,b3r6d8ydtmtjckam6pku9y400,1,22.8,63.4,2025-05-18T17:08:33.914Z,2025-05-18T21:23:54Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5737676895,213,0.11,5737676885,141,66.2,5737676881,140,38.9,5737676891,212,17.0,5737676877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673323,463,83,2,49,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,50.8,29.1,2025-05-18T17:08:39.695Z,2025-05-18T17:08:45Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5737677485,399,6tckvu2rw7ns18dq7dim0sout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673385,447,1,2,49,40,b3r6d8ydtmtjckam6pku9y400,1,43.3,71.9,2025-05-18T17:08:41.794Z,2025-05-18T17:08:45Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5737677455,140,46.5,5737677465,1,,5737677463,213,4.81,5737677445,155,,5737677461,212,36.1,5737677459,141,19.1,5737677451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673453,448,1,2,49,46,b3r6d8ydtmtjckam6pku9y400,1,63.7,21.5,2025-05-18T17:08:47.106Z,2025-05-18T17:08:50Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5737677801,140,73.5,5737677809,213,5.51,5737677803,141,6.7,5737677799,56,Right,5737677805,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673483,449,1,2,49,49,b3r6d8ydtmtjckam6pku9y400,1,79.0,9.8,2025-05-18T17:08:50.123Z,2025-05-18T17:08:53Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5737677955,140,75.2,5737677959,212,13.8,5737677961,213,1.86,5737677953,56,Center,5737677957,141,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673539,450,2,2,49,52,b3r6d8ydtmtjckam6pku9y400,1,81.1,34.8,2025-05-18T17:08:52.864Z,2025-05-18T21:24:49Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5737678357,7,6b8vhoisrfwkljhz4u7pduej8,5737678309,141,32.9,5737678305,140,88.0,5737678359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673507,464,43,2,49,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-18T17:08:55.440Z,2025-05-18T17:09:03Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737678523,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673887,467,1,2,50,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,16.4,55.8,2025-05-18T17:09:32.418Z,2025-05-18T21:26:06Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737680341,141,24.0,5738845687,189,,5737680335,241,,5737680349,1,,5737680333,157,,5737680337,56,Center,5737680331,5,,5737680343,212,52.3,5737680339,140,5737680345,213,5.86,,,,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673933,452,1,2,50,33,b3r6d8ydtmtjckam6pku9y400,1,42.9,89.1,2025-05-18T17:09:34.458Z,2025-05-18T21:26:25Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5738846299,189,,5737680559,213,4.94,5737680557,212,13.1,5737680551,56,Back,5737680553,140,45.7,5737680555,141,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673949,453,1,2,50,34,b3r6d8ydtmtjckam6pku9y400,1,45.7,70.4,2025-05-18T17:09:35.531Z,2025-05-18T17:09:36Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737680665,212,15.2,5737680663,141,73.8,5737680667,213,2.99,5737680659,56,Back,5737680661,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673985,454,1,2,50,35,b3r6d8ydtmtjckam6pku9y400,1,31.4,73.8,2025-05-18T17:09:36.634Z,2025-05-18T17:09:38Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5737680827,141,92.1,5737680833,1,,5737680823,56,Left,5737680831,213,0.38,5737680825,140,61.3,5737680829,212,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816673993,455,1,2,50,37,b3r6d8ydtmtjckam6pku9y400,0,61.3,92.1,2025-05-18T17:09:38.255Z,2025-05-18T17:09:39Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737680849,212,18.2,5737680845,140,45.9,5737680843,56,Back,5737680851,213,3.62,5737680847,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674295,470,1,2,50,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.2,35.5,2025-05-18T17:09:40.090Z,2025-05-18T17:10:02Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5737682513,141,38.2,5737682515,212,3.1,5737682509,56,Center,5737682511,140,54.6,5737682517,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674055,469,1,2,50,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.9,34.5,2025-05-18T17:09:42.002Z,2025-05-18T17:09:43Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5737681183,140,87.2,5737681175,155,,5737681185,141,43.7,5737681191,1,,5737681177,56,Center,5737681187,212,35.5,5737681189,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674117,456,52,2,50,45,b3r6d8ydtmtjckam6pku9y400,1,12.6,74.0,2025-05-18T17:09:46.437Z,2025-05-18T21:27:07Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5738848007,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674355,458,1,2,51,3,b3r6d8ydtmtjckam6pku9y400,1,14.4,52.8,2025-05-18T17:10:03.930Z,2025-05-18T17:10:06Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5737682813,212,23.7,5737682805,155,,5737682815,213,1.11,5737682807,56,Back,5737682811,141,84.0,5737682809,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674381,459,1,2,51,5,b3r6d8ydtmtjckam6pku9y400,1,24.3,84.0,2025-05-18T17:10:05.952Z,2025-05-18T17:10:06Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5737682901,140,29.5,5737682907,213,5.33,5737682905,212,9.5,5737682899,56,Back,5737682903,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674439,460,1,2,51,5,b3r6d8ydtmtjckam6pku9y400,1,29.5,72.6,2025-05-18T17:10:06.823Z,2025-05-18T17:10:10Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5737683195,213,1.12,5737683193,212,14.0,5737683187,56,Back,5737683191,141,91.1,5737683189,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674461,461,1,2,51,9,b3r6d8ydtmtjckam6pku9y400,0,35.3,91.1,2025-05-18T17:10:10.166Z,2025-05-18T17:10:11Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737683335,140,65.9,5737683349,1,,5737683333,56,Center,5737683339,212,36.9,5737683345,213,5.77,5737683331,155,,5737683337,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674507,471,1,2,51,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.2,37.4,2025-05-18T17:10:13.555Z,2025-05-18T17:10:15Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737683589,212,17.4,5737683587,141,60.9,5737683591,213,1.16,5737683581,3,,5737683585,140,35.8,5737683583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674725,472,1,2,51,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.9,61.4,2025-05-18T17:10:15.523Z,2025-05-19T00:46:56Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737684715,213,5.65,5737684705,140,45.1,5738849649,1,,5737684711,212,12.0,5737684701,56,Back,5738849647,157,,5737684709,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674617,462,1,2,51,18,b3r6d8ydtmtjckam6pku9y400,1,68.1,34.9,2025-05-18T17:10:19.382Z,2025-05-18T17:10:21Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5737684041,141,42.5,5737684037,56,Center,5737684043,212,5.4,5737684039,140,69.7,5737684045,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674655,463,1,2,51,20,b3r6d8ydtmtjckam6pku9y400,1,70.9,40.0,2025-05-18T17:10:21.366Z,2025-05-18T17:10:25Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5737684251,212,13.3,5737684247,140,68.7,5737684253,213,1.75,5737684245,56,Center,5737684249,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674669,464,1,2,51,24,b3r6d8ydtmtjckam6pku9y400,1,82.1,70.1,2025-05-18T17:10:25.819Z,2025-05-18T17:10:27Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5737684323,140,80.3,5737684325,141,52.1,5737684329,213,4.56,5737684327,212,12.4,5737684321,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674695,465,1,2,51,26,b3r6d8ydtmtjckam6pku9y400,1,80.3,52.1,2025-05-18T17:10:26.968Z,2025-05-18T21:28:54Z,aahyom322jdc6f21960ycuzth,J. Larsson,1.0,,5737684507,212,7.5,5737684501,56,Center,5738851927,4,,5737684509,213,0.49,5737687261,154,,5737687259,210,15,5737684505,141,57.3,5737684503,140,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674697,466,15,2,51,27,b3r6d8ydtmtjckam6pku9y400,1,89.9,62.4,2025-05-18T17:10:28.741Z,2025-05-18T21:32:06Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5737687325,233,473,5737687293,328,,5737687283,154,,5737684523,56,Center,5737684519,22,,5737687289,102,46.7,5737687297,147,53.6,5737687295,146,97.7,5737687285,55,5737687279,80,,5737686187,20,,465,5737684521,17,5738058547,214,5737687291,103,3.2,5737687281,29,,,,,,,,,,,,,,,,,,,
2816674727,473,10,2,51,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,1.8,49.1,2025-05-18T17:10:28.841Z,2025-05-18T21:28:46Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5737687347,233,466,5737685987,389,,5738851599,376,,5737684723,56,Back,5737685989,183,,5737684717,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674751,467,15,2,51,29,b3r6d8ydtmtjckam6pku9y400,1,95.0,41.4,2025-05-18T17:10:30.457Z,2025-05-18T21:30:04Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5737703051,102,47.8,5737703061,100,,5737703065,147,45.8,5737684899,60,,5737684903,56,Center,5737703081,233,474,5737703055,214,,5737703043,114,,5737701215,20,5737703049,80,,5737703057,328,,,5737684895,22,5737703069,231,5737703067,230,96.5,5737703059,458,5737701225,82,,5737703063,146,98.5,5737703053,103,,,,54.7,,19,,,,,
2816674773,474,10,2,51,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,1.5,55.4,2025-05-18T17:10:30.557Z,2025-05-18T21:29:27Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737684993,94,,5737703147,233,467,5737684995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674779,468,6,2,51,33,b3r6d8ydtmtjckam6pku9y400,1,96.5,43.0,2025-05-18T17:10:34.498Z,2025-05-18T17:46:04Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5737685179,75,,5737685177,56,Center,5737685353,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816674807,475,6,2,51,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,3.5,57.0,2025-05-18T17:10:34.498Z,2025-05-18T21:30:14Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737685299,73,,5737685357,233,468,5737685297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675447,469,1,2,52,18,b3r6d8ydtmtjckam6pku9y400,1,99.5,0.5,2025-05-18T17:11:19.736Z,2025-05-18T21:30:42Z,aahyom322jdc6f21960ycuzth,J. Larsson,1.0,,5737689207,213,2.04,5737689195,155,,5737689209,1,,5737689891,154,,5737689203,141,49.3,5737689193,6,,5737689201,140,83.3,5737689199,56,Center,5737689205,212,5737689889,210,13,,,,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675451,470,13,2,52,23,b3r6d8ydtmtjckam6pku9y400,1,84.4,50.5,2025-05-18T17:11:23.888Z,2025-05-18T21:34:06Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737689919,230,98.8,5737689917,328,,5738866293,72,,5737689905,29,,5737689913,102,34.8,5737689909,55,469,5737689219,56,Center,5737689217,17,,5737689907,154,5737689915,103,79.2,5737689921,231,51.1,,5738858055,108,5737689903,81,5737689365,25,,,,,,,,,,,,,,,,,,,,,,
2816675461,471,5,2,52,23,b3r6d8ydtmtjckam6pku9y400,0,101.6,43.3,2025-05-18T17:11:23.893Z,2025-05-18T18:06:06Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737690003,233,476,5737689279,346,,5737689277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675561,476,5,2,52,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.6,56.7,2025-05-18T17:11:23.893Z,2025-05-18T18:06:06Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5737689983,233,471,5737689947,56,Back,5737689949,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675603,477,1,2,52,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.5,60.0,2025-05-18T17:11:33.382Z,2025-05-18T21:34:41Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5737690095,141,54.3,5738868727,189,,5737690103,237,,5737690093,140,2.9,5737690099,213,4.30,5737690089,124,,5737690097,212,4.2,5737690091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675609,478,1,2,52,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.9,53.9,2025-05-18T17:11:34.005Z,2025-05-18T17:11:36Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5737690137,212,21.2,5737690131,56,Back,5737690133,140,8.0,5737690135,141,23.7,5737690139,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675633,479,1,2,52,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.4,23.6,2025-05-18T17:11:36.054Z,2025-05-18T17:11:38Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5737690293,140,29.6,5737690295,141,24.4,5737690291,56,Back,5737690297,212,22.3,5737690299,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675677,480,1,2,52,37,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.5,24.1,2025-05-18T17:11:38.101Z,2025-05-18T17:11:41Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5737690617,141,0.0,5737690623,1,,5737690613,56,Right,5737690615,140,61.2,5737690621,213,5.79,5737690619,212,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675943,472,5,2,52,40,b3r6d8ydtmtjckam6pku9y400,1,37.2,101.7,2025-05-18T17:11:41.422Z,2025-05-18T18:06:06Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5737692135,347,,5737692167,233,481,5737692131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675681,481,5,2,52,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.8,-1.7,2025-05-18T17:11:41.422Z,2025-05-18T18:06:07Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5737690639,347,,5737692171,233,472,5737690637,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816675993,473,1,2,52,56,b3r6d8ydtmtjckam6pku9y400,1,35.4,100.0,2025-05-18T17:11:57.413Z,2025-05-18T17:12:00Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5737692403,56,Back,5737692415,213,5.22,5737692405,140,42.1,5737692409,141,82.7,5737692401,107,,5737692411,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816676195,474,1,2,52,59,b3r6d8ydtmtjckam6pku9y400,1,42.1,76.2,2025-05-18T17:12:00.655Z,2025-05-18T17:12:11Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5737693547,140,44.9,5737693551,212,30.0,5737693549,141,32.3,5737693553,213,4.81,5737693545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
