id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2720929693,502,1,2,51,50,cftj6g399tknheudaxsdpfdgb,1,70.9,32.5,2024-09-15T15:11:34.969Z,2024-09-15T15:11:36Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214273809,140,79.4,5214273811,141,15.0,5214273807,56,Right,5214273815,213,5.36,5214273813,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929755,503,1,2,51,52,cftj6g399tknheudaxsdpfdgb,1,80.4,14.1,2024-09-15T15:11:36.248Z,2024-09-15T15:11:39Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214274151,140,76.5,5214274157,213,2.09,5214274155,212,8.3,5214274149,56,Center,5214274153,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929775,504,1,2,51,55,cftj6g399tknheudaxsdpfdgb,0,78.1,26.6,2024-09-15T15:11:39.193Z,2024-09-15T19:13:11Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5214274251,141,50.7,5214274253,212,22.9,5214274249,140,93.3,5214274255,213,0.80,5214274247,56,Center,5215539725,72,,5214274245,155,,5214274243,2,,5215539723,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929819,464,12,2,51,57,c165yjiny1qnmfdvefxvflnkc,1,7.5,49.7,2024-09-15T15:11:41.538Z,2024-09-15T19:13:17Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214274485,213,4.22,5214274477,140,2.0,5214274483,212,12.3,5214274481,141,33.8,5214274473,56,Back,5214274729,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929829,465,12,2,52,0,c165yjiny1qnmfdvefxvflnkc,1,2.4,32.5,2024-09-15T15:11:44.243Z,2024-09-15T19:13:21Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5214274533,212,22.5,5214274529,141,15.4,5214274525,140,20.7,5214274579,15,,5214274537,213,5.74,5214274521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929873,505,1,2,52,1,cftj6g399tknheudaxsdpfdgb,1,78.5,87.2,2024-09-15T15:11:46.008Z,2024-09-15T15:11:47Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214274767,56,Left,5214274773,212,9.5,5214274775,213,3.17,5214274769,140,69.5,5214274771,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929903,506,1,2,52,3,cftj6g399tknheudaxsdpfdgb,1,68.7,86.9,2024-09-15T15:11:47.560Z,2024-09-15T15:11:49Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214274947,141,93.6,5214274943,56,Left,5214274945,140,78.4,5214274951,213,0.42,5214274949,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929911,507,1,2,52,5,cftj6g399tknheudaxsdpfdgb,0,78.4,93.6,2024-09-15T15:11:49.768Z,2024-09-15T15:11:50Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214274987,56,Left,5214274985,155,,5214275019,236,,5214275021,233,466,5214274995,213,6.03,5214274993,212,1.1,5214275025,286,,5214274989,140,79.4,5214274991,141,,,,,,,,,,,,,93.2,,,,,,,,,,,,,,,,,,,,,,,
2720929913,466,74,2,52,5,c165yjiny1qnmfdvefxvflnkc,1,24.7,8.8,2024-09-15T15:11:49.769Z,2024-09-15T15:24:42Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5214274997,56,Back,5214275041,233,507,5214274999,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721159061,886,61,2,52,5,cftj6g399tknheudaxsdpfdgb,1,75.7,93.1,2024-09-15T15:11:49.888Z,2024-09-15T19:14:13Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5215546311,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929955,467,4,2,52,8,c165yjiny1qnmfdvefxvflnkc,1,25.6,5.2,2024-09-15T15:11:52.824Z,2024-09-15T15:11:57Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5214275485,152,,5214275477,13,,5214275481,56,Back,5214275489,285,,5214275527,233,508,5214275479,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720929949,508,4,2,52,8,cftj6g399tknheudaxsdpfdgb,0,74.4,94.8,2024-09-15T15:11:52.825Z,2024-09-15T15:12:02Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214275433,152,,5214275431,56,Left,5214275437,286,,5214275427,13,,5214275429,295,,5214275569,233,467,5214276237,55,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930081,509,17,2,52,14,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-15T15:11:58.905Z,2024-09-15T15:12:02Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214276225,55,508,5214276223,13,243,5214276221,393,,5214276219,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930631,468,1,2,52,44,c165yjiny1qnmfdvefxvflnkc,1,29.8,3.1,2024-09-15T15:12:28.402Z,2024-09-15T15:12:33Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214278957,213,0.45,5214278951,140,71.3,5214278953,141,34.0,5214278949,56,Center,5214278955,212,48.4,5214278947,152,,5214278945,155,,5214278943,5,,5214278959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930659,469,1,2,52,49,c165yjiny1qnmfdvefxvflnkc,0,71.3,34.0,2024-09-15T15:12:33.315Z,2024-09-15T15:12:35Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5214279111,141,48.5,5214279105,168,,5214279109,140,88.4,5214279103,3,,5214279115,213,0.50,5214279113,212,20.5,5214279107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930673,510,52,2,52,52,cftj6g399tknheudaxsdpfdgb,1,8.6,49.3,2024-09-15T15:12:36.456Z,2024-09-15T19:14:33Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5215548057,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930721,511,1,2,52,52,cftj6g399tknheudaxsdpfdgb,1,9.9,48.1,2024-09-15T15:12:36.727Z,2024-09-15T15:12:39Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5214279463,213,5.36,5214279465,1,,5214279457,140,30.3,5214279461,212,35.7,5214279453,123,,5214279455,56,Back,5214279459,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930809,512,1,2,52,55,cftj6g399tknheudaxsdpfdgb,1,31.3,4.9,2024-09-15T15:12:39.177Z,2024-09-15T19:14:49Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214280017,141,2.3,5214280009,140,54.0,5214280021,213,6.21,5214280019,212,23.9,5214280003,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930815,513,4,2,52,59,cftj6g399tknheudaxsdpfdgb,1,59.4,16.5,2024-09-15T15:12:44.105Z,2024-09-15T15:24:35Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214280421,13,,5214280055,286,,5214280053,56,Right,5214280437,233,471,5214280425,265,,5214280423,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930835,470,43,2,52,59,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-15T15:12:44.106Z,2024-09-15T15:12:51Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214280621,144,7,5214280195,56,Back,5214280269,233,513,5214280199,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930843,471,4,2,52,59,c165yjiny1qnmfdvefxvflnkc,0,40.6,83.5,2024-09-15T15:12:44.106Z,2024-09-15T15:24:35Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214280325,13,,5214280343,285,,5214280333,152,,5214281099,55,472,5214280449,233,513,5214280329,56,Back,5214280339,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720930959,472,17,2,53,9,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-15T15:12:53.955Z,2024-09-15T15:12:56Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214281071,31,,5214281073,392,,5214281079,55,471,5214281075,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720931875,514,1,2,54,14,cftj6g399tknheudaxsdpfdgb,1,61.7,14.3,2024-09-15T15:13:58.615Z,2024-09-15T15:14:01Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5214286273,213,2.40,5214286259,56,Back,5214286271,212,20.1,5214286257,152,,5214286263,140,47.5,5214286255,5,,5214286267,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720931917,515,1,2,54,17,cftj6g399tknheudaxsdpfdgb,1,47.9,40.6,2024-09-15T15:14:01.607Z,2024-09-15T15:14:03Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5214286457,141,57.3,5214286461,213,1.64,5214286453,56,Back,5214286455,140,47.1,5214286459,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720931953,516,1,2,54,19,cftj6g399tknheudaxsdpfdgb,1,49.5,64.5,2024-09-15T15:14:03.416Z,2024-09-15T15:14:06Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214286791,56,Left,5214286797,212,19.9,5214286799,213,1.30,5214286795,141,92.7,5214286793,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720931965,517,1,2,54,21,cftj6g399tknheudaxsdpfdgb,0,54.5,92.7,2024-09-15T15:14:06.135Z,2024-09-15T15:14:11Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214286837,56,Left,5214286841,140,55.8,5214286847,212,1.4,5214287233,286,,5214287229,233,474,5214286849,213,6.13,5214286843,141,92.4,5214287227,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932017,474,74,2,54,21,c165yjiny1qnmfdvefxvflnkc,1,44.5,7.1,2024-09-15T15:14:06.136Z,2024-09-15T15:24:43Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5214287153,285,,5214287149,56,Back,5214287245,233,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932041,475,5,2,54,23,c165yjiny1qnmfdvefxvflnkc,0,45.7,-0.8,2024-09-15T15:14:07.527Z,2024-09-15T15:20:41Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5214287285,347,,5214287283,56,Back,5214288003,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932159,518,5,2,54,23,cftj6g399tknheudaxsdpfdgb,1,54.3,100.8,2024-09-15T15:14:07.527Z,2024-09-15T15:20:40Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214287941,56,Left,5214287943,347,,5214287991,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932203,519,1,2,54,33,cftj6g399tknheudaxsdpfdgb,1,55.0,100.0,2024-09-15T15:14:17.783Z,2024-09-15T15:14:20Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214288203,141,75.9,5214288205,212,22.6,5214288199,140,40.6,5214288207,213,3.98,5214288209,1,,5214288197,56,Back,5214288195,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932225,520,1,2,54,36,cftj6g399tknheudaxsdpfdgb,0,40.6,75.9,2024-09-15T15:14:20.551Z,2024-09-15T15:14:22Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214288357,213,0.09,5214288351,140,66.1,5214288349,56,Left,5214288353,141,79.6,5214288355,212,26.9,5214288345,157,,5214288359,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932293,476,1,2,54,39,c165yjiny1qnmfdvefxvflnkc,1,31.4,20.3,2024-09-15T15:14:23.345Z,2024-09-15T15:14:27Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214288751,3,,5214288757,141,36.7,5214288759,212,25.2,5214288755,140,52.9,5214288753,56,Center,5214288761,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932297,477,61,2,54,41,c165yjiny1qnmfdvefxvflnkc,0,52.9,36.7,2024-09-15T15:14:25.538Z,2024-09-15T16:02:14Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5214288767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932299,521,1,2,54,42,cftj6g399tknheudaxsdpfdgb,1,52.5,52.8,2024-09-15T15:14:26.392Z,2024-09-15T15:14:28Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5214288777,140,57.6,5214288783,213,6.09,5214288773,155,,5214288781,212,5.5,5214288775,56,Center,5214288779,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932301,522,50,2,54,44,cftj6g399tknheudaxsdpfdgb,1,57.0,48.2,2024-09-15T15:14:28.296Z,2024-09-15T20:25:34Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5215846277,233,478,5214288789,286,,5214288787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932343,478,7,2,54,44,c165yjiny1qnmfdvefxvflnkc,0,43.0,51.8,2024-09-15T15:14:28.297Z,2024-09-15T19:16:16Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214289061,56,Back,5215558419,385,,5214289063,285,,5214289133,233,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932353,479,43,2,54,45,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-15T15:14:30.054Z,2024-09-15T15:15:36Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5214295603,144,50,5214289095,56,Back,5214289099,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932381,523,43,2,54,45,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-15T15:14:30.055Z,2024-09-15T15:15:35Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5214289321,233,479,5214295445,144,7,5214289289,285,0,5214289287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932451,524,1,2,54,47,cftj6g399tknheudaxsdpfdgb,1,77.1,52.3,2024-09-15T15:14:31.879Z,2024-09-15T19:16:37Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,1.0,5214289633,56,Center,5214289635,140,84.2,5214289641,213,5.38,5214289637,141,38.3,5214289639,212,12.1,5214295007,22,,5214295003,210,16,5214295005,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932709,480,51,2,54,48,c165yjiny1qnmfdvefxvflnkc,1,2.7,53.0,2024-09-15T15:14:32.969Z,2024-09-15T15:15:43Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5214291333,170,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720932457,525,16,2,54,49,cftj6g399tknheudaxsdpfdgb,1,87.2,35.8,2024-09-15T15:14:33.479Z,2024-09-15T19:17:50Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214295057,55,524,5214293315,375,54:48.331,5214295055,154,,5215562141,396,54.2,5214295075,136,,5215566981,76,,5214295053,29,,5215562139,395,2.9,5214293311,374,5214289663,56,Center,5214295067,103,2.5,5214293307,20,,5214289657,63,,2024-09-15 16:14:32.486,5214295085,231,46.2,5214295063,102,52.1,5214295079,230,96.8,5214296135,468,480,5214289653,22,,,,,,,,,
2720933725,481,1,2,56,5,c165yjiny1qnmfdvefxvflnkc,1,49.9,50.1,2024-09-15T15:15:49.761Z,2024-09-15T15:15:51Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5214296625,213,2.39,5214296623,212,19.0,5214296621,141,69.3,5214296627,279,G,5214296619,140,36.7,5214296617,56,Back,5214296653,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720933753,482,1,2,56,7,c165yjiny1qnmfdvefxvflnkc,1,38.2,69.1,2024-09-15T15:15:51.329Z,2024-09-15T15:15:53Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5214296781,56,Back,5214296787,212,12.3,5214296785,141,52.2,5214296789,213,4.34,5214296783,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720933807,483,1,2,56,9,c165yjiny1qnmfdvefxvflnkc,0,38.5,44.8,2024-09-15T15:15:53.746Z,2024-09-15T15:15:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214297087,56,Left,5214297095,213,1.02,5214297093,212,45.3,5214297089,140,61.2,5214297085,155,,5214297091,141,100.0,5214297097,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720933811,484,5,2,56,12,c165yjiny1qnmfdvefxvflnkc,0,62.4,101.4,2024-09-15T15:15:56.774Z,2024-09-15T15:20:41Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214297115,347,,5214297113,56,Left,5214298181,233,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720933987,526,5,2,56,12,cftj6g399tknheudaxsdpfdgb,1,37.6,-1.4,2024-09-15T15:15:56.774Z,2024-09-15T15:20:41Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214298043,56,Back,5214298173,233,484,5214298047,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934225,527,1,2,56,36,cftj6g399tknheudaxsdpfdgb,1,34.7,0.0,2024-09-15T15:16:21.126Z,2024-09-15T15:16:25Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214299343,56,Back,5214299345,140,21.5,5214299347,141,48.7,5214299341,107,,5214299349,212,37.0,5214299353,1,,5214299625,189,,5214299351,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934261,528,1,2,56,38,cftj6g399tknheudaxsdpfdgb,1,21.1,51.2,2024-09-15T15:16:22.342Z,2024-09-15T15:16:25Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5214299603,141,90.0,5214299605,212,26.4,5214299607,213,1.53,5214299601,140,22.0,5214299599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934269,529,61,2,56,40,cftj6g399tknheudaxsdpfdgb,0,21.6,93.6,2024-09-15T15:16:24.719Z,2024-09-15T16:02:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214299649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934383,485,5,2,56,41,c165yjiny1qnmfdvefxvflnkc,1,79.7,-1.0,2024-09-15T15:16:25.505Z,2024-09-15T15:20:41Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5214300203,347,,5214300215,233,530,5214300201,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934273,530,5,2,56,41,cftj6g399tknheudaxsdpfdgb,0,20.3,101.0,2024-09-15T15:16:25.505Z,2024-09-15T15:20:42Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214299677,56,Back,5214300271,233,485,5214299679,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934441,486,1,2,56,48,c165yjiny1qnmfdvefxvflnkc,1,83.1,0.0,2024-09-15T15:16:33.025Z,2024-09-15T15:16:36Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5214300493,212,20.8,5214300487,56,Right,5214300497,213,2.84,5214300491,141,7.4,5214300489,140,64.2,5214300485,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934497,487,1,2,56,52,c165yjiny1qnmfdvefxvflnkc,0,61.9,9.5,2024-09-15T15:16:36.192Z,2024-09-15T15:16:39Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214300787,140,100.0,5214300793,213,0.71,5214300795,1,,5214300789,141,61.7,5214300785,56,Center,5214300783,155,,5214300791,212,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934501,488,5,2,56,54,c165yjiny1qnmfdvefxvflnkc,0,100.8,63.8,2024-09-15T15:16:39.131Z,2024-09-15T15:20:42Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5214300801,346,,5214300799,56,Center,5214302055,233,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934727,531,5,2,56,54,cftj6g399tknheudaxsdpfdgb,1,-0.8,36.2,2024-09-15T15:16:39.131Z,2024-09-15T15:20:42Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5214302039,56,Back,5214302041,346,,5214302047,233,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934741,532,1,2,57,9,cftj6g399tknheudaxsdpfdgb,1,5.0,37.0,2024-09-15T15:16:53.606Z,2024-09-15T15:17:05Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5214303085,189,,5214302115,56,Back,5214302113,124,,5214302117,140,23.6,5214302119,141,5.5,5214302127,237,,5214302121,212,29.0,5214302123,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934753,533,1,2,57,10,cftj6g399tknheudaxsdpfdgb,1,23.6,5.5,2024-09-15T15:16:54.742Z,2024-09-15T15:17:08Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214302193,141,27.4,5214302195,212,20.9,5214303329,189,,5214302197,213,2.35,5214302191,140,9.7,5214302189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934765,534,1,2,57,11,cftj6g399tknheudaxsdpfdgb,1,9.7,27.4,2024-09-15T15:16:55.574Z,2024-09-15T15:16:56Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5214302285,213,6.19,5214302277,56,Back,5214302283,212,9.3,5214302279,140,18.5,5214302281,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934771,535,1,2,57,11,cftj6g399tknheudaxsdpfdgb,1,18.5,26.1,2024-09-15T15:16:56.134Z,2024-09-15T15:16:56Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5214302311,213,4.58,5214302303,56,Back,5214302305,140,17.1,5214302309,212,11.0,5214302307,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934815,536,1,2,57,12,cftj6g399tknheudaxsdpfdgb,1,17.1,10.0,2024-09-15T15:16:56.726Z,2024-09-15T15:16:58Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5214302531,140,26.7,5214302537,213,0.91,5214302535,212,16.4,5214302533,141,29.1,5214302529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934819,537,61,2,57,14,cftj6g399tknheudaxsdpfdgb,0,26.7,29.2,2024-09-15T15:16:58.759Z,2024-09-15T15:16:59Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214302553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934915,491,4,2,57,17,c165yjiny1qnmfdvefxvflnkc,1,75.0,61.6,2024-09-15T15:17:01.734Z,2024-09-15T15:17:09Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5214303079,152,,5214303081,265,,5214303075,13,,5214303083,286,,5214303077,56,Center,5214303091,233,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934859,538,4,2,57,17,cftj6g399tknheudaxsdpfdgb,0,25.0,38.4,2024-09-15T15:17:01.735Z,2024-09-15T15:17:10Z,195o7hchielt14ic49r3k06sq,Serginho,,,5214302839,285,,5214302829,13,,5214303123,233,491,5214302831,56,Back,5214302835,265,,5214302833,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720934865,489,43,2,57,18,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-15T15:17:02.242Z,2024-09-15T15:17:53Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5214308175,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
