id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2810195111,296,1,1,43,44,c165yjiny1qnmfdvefxvflnkc,0,23.2,58.7,2025-05-04T12:44:21.838Z,2025-05-04T12:44:26Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5701958035,56,Center,5701958033,157,,5701958041,212,49.2,5701958037,140,70.0,5701958045,1,,5701958039,141,62.7,5701958043,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195103,510,44,1,43,46,ahnt9ejgwj58ul8auzdvi3czf,1,28.4,33.7,2025-05-04T12:44:23.696Z,2025-05-04T14:04:05Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701958343,233,297,5701958007,285,,5701958005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195119,297,44,1,43,46,c165yjiny1qnmfdvefxvflnkc,0,71.6,66.3,2025-05-04T12:44:23.697Z,2025-05-04T14:04:06Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5701958389,233,510,5701958079,56,Center,5701958081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195133,511,1,1,43,47,ahnt9ejgwj58ul8auzdvi3czf,1,25.4,28.1,2025-05-04T12:44:24.240Z,2025-05-04T12:44:25Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701958143,140,32.7,5701958139,3,,5701958145,141,33.5,5701958149,213,0.45,5701958147,212,8.5,5701958141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195129,298,43,1,43,47,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-05-04T12:44:24.364Z,2025-05-04T12:44:25Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5701958117,141,62.7,5701958111,168,0,5701958121,213,3.14,5701958119,212,0,5701958115,140,70.0,5701958113,56,Center,5701958109,3,0,5701958231,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195179,512,1,1,43,47,ahnt9ejgwj58ul8auzdvi3czf,1,31.2,33.5,2025-05-04T12:44:25.009Z,2025-05-04T15:58:37Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701958441,140,28.8,5701958447,213,4.56,5703409371,155,,5701958439,56,Back,5701958443,141,10.1,5701958445,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195251,513,1,1,43,50,ahnt9ejgwj58ul8auzdvi3czf,1,27.9,15.5,2025-05-04T12:44:27.777Z,2025-05-04T12:44:30Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5701958805,213,1.05,5701958795,56,Back,5701958797,140,33.1,5701958801,212,11.0,5701958799,141,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195289,514,1,1,43,53,ahnt9ejgwj58ul8auzdvi3czf,1,28.1,24.4,2025-05-04T12:44:30.368Z,2025-05-04T12:44:32Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701959029,140,35.4,5701959035,213,5.26,5701959033,212,14.7,5701959025,56,Back,5701959031,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195301,515,1,1,43,55,ahnt9ejgwj58ul8auzdvi3czf,1,37.4,5.5,2025-05-04T12:44:32.465Z,2025-05-04T12:44:33Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701959097,140,39.1,5701959095,56,Back,5701959099,141,13.6,5701959103,213,1.26,5701959101,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195319,516,1,1,43,56,ahnt9ejgwj58ul8auzdvi3czf,1,39.1,13.6,2025-05-04T12:44:33.217Z,2025-05-04T12:44:34Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5701959179,140,32.8,5701959181,141,7.7,5701959177,56,Back,5701959185,213,3.69,5701959183,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195375,517,1,1,43,56,ahnt9ejgwj58ul8auzdvi3czf,1,32.2,10.1,2025-05-04T12:44:33.952Z,2025-05-04T12:44:36Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701959439,141,21.2,5701959443,213,1.39,5701959441,212,7.7,5701959437,140,33.5,5701959435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195509,518,1,1,43,59,ahnt9ejgwj58ul8auzdvi3czf,1,32.4,31.0,2025-05-04T12:44:36.608Z,2025-05-04T12:44:43Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701960103,213,1.54,5701960099,141,60.2,5701960101,212,19.9,5701960095,56,Back,5701960097,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195609,519,1,1,44,5,ahnt9ejgwj58ul8auzdvi3czf,1,53.1,68.0,2025-05-04T12:44:42.960Z,2025-05-04T12:44:47Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701960675,56,Center,5701960683,213,4.45,5701960681,212,10.3,5701960677,140,50.6,5701960679,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195703,520,1,1,44,10,ahnt9ejgwj58ul8auzdvi3czf,1,54.7,49.9,2025-05-04T12:44:47.648Z,2025-05-04T12:44:52Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701961137,212,16.7,5701961131,140,58.7,5701961127,56,Center,5701961135,141,26.2,5701961141,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195815,521,1,1,44,15,ahnt9ejgwj58ul8auzdvi3czf,1,66.1,22.6,2025-05-04T12:44:52.624Z,2025-05-04T12:44:57Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701961661,212,9.1,5701961663,213,2.46,5701961659,141,31.0,5701961655,56,Center,5701961657,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195845,522,1,1,44,20,ahnt9ejgwj58ul8auzdvi3czf,1,62.9,35.5,2025-05-04T12:44:57.744Z,2025-05-04T12:45:00Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701961825,212,2.2,5701961819,56,Center,5701961827,213,5.68,5701961823,141,33.7,5701961821,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195889,523,1,1,44,23,ahnt9ejgwj58ul8auzdvi3czf,1,63.5,34.4,2025-05-04T12:45:00.319Z,2025-05-04T12:45:03Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5701962055,56,Center,5701962061,212,8.8,5701962057,140,60.0,5701962063,213,4.28,5701962059,141,22.6,5701962091,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195949,524,1,1,44,26,ahnt9ejgwj58ul8auzdvi3czf,1,59.8,22.6,2025-05-04T12:45:03.631Z,2025-05-04T12:45:07Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701962425,212,38.3,5701962415,56,Right,5701962433,1,,5701962421,141,13.9,5701962419,140,95.8,5701962429,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195997,525,43,1,44,29,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-05-04T12:45:06.863Z,2025-05-04T12:45:16Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701962717,212,0.8,5701962711,56,Right,5701962719,213,1.97,5701962713,140,97.1,5701962715,141,18.1,5701962707,2,0,5701963185,144,1,5701962709,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196007,526,3,1,44,31,ahnt9ejgwj58ul8auzdvi3czf,0,94.0,18.0,2025-05-04T12:45:08.694Z,2025-05-04T15:59:20Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701962779,233,299,5703412149,465,,5701962745,286,,5701962743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810195987,299,7,1,44,31,c165yjiny1qnmfdvefxvflnkc,0,6.0,82.0,2025-05-04T12:45:08.695Z,2025-05-04T15:59:22Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5703412365,178,,5701962761,233,526,5701962669,56,Back,5703412363,385,,5701962671,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196017,527,61,1,44,32,ahnt9ejgwj58ul8auzdvi3czf,1,97.1,18.1,2025-05-04T12:45:09.342Z,2025-05-04T13:32:20Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701962813,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196113,300,5,1,44,33,c165yjiny1qnmfdvefxvflnkc,1,-0.9,74.1,2025-05-04T12:45:10.759Z,2025-05-04T13:40:07Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5701963257,346,,5701963299,233,528,5701963255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196053,528,5,1,44,33,ahnt9ejgwj58ul8auzdvi3czf,0,100.9,25.9,2025-05-04T12:45:10.759Z,2025-05-04T13:40:07Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701963319,233,300,5701962971,346,,5701962969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196445,301,1,1,44,55,c165yjiny1qnmfdvefxvflnkc,0,5.2,57.8,2025-05-04T12:45:32.767Z,2025-05-04T13:00:22Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5701965061,1,,5701965055,141,50.6,5701965053,140,48.7,5701965049,124,,5701965063,74,,5701965059,213,6.18,5702031821,189,,5701965057,212,45.9,5701965051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196511,530,1,1,44,59,ahnt9ejgwj58ul8auzdvi3czf,1,52.4,78.5,2025-05-04T12:45:36.559Z,2025-05-04T12:45:40Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5701965385,140,56.2,5701965391,213,1.23,5701965383,56,Left,5701965389,212,12.0,5701965387,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196547,531,1,1,45,2,ahnt9ejgwj58ul8auzdvi3czf,1,51.6,90.9,2025-05-04T12:45:39.855Z,2025-05-04T12:45:42Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5701965579,212,17.7,5701965577,141,74.6,5701965581,213,3.82,5701965575,140,38.5,5701965573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196605,532,1,1,45,5,ahnt9ejgwj58ul8auzdvi3czf,1,40.2,73.5,2025-05-04T12:45:42.239Z,2025-05-04T12:45:46Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701965901,141,36.5,5701965903,212,25.5,5701965905,213,4.88,5701965899,140,44.3,5701965897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196649,533,1,1,45,9,ahnt9ejgwj58ul8auzdvi3czf,1,57.9,31.7,2025-05-04T12:45:46.527Z,2025-05-04T12:45:49Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701966127,140,78.7,5701966133,213,5.58,5701966129,141,4.6,5701966131,212,28.6,5701966125,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196681,534,1,1,45,11,ahnt9ejgwj58ul8auzdvi3czf,1,78.6,10.7,2025-05-04T12:45:48.975Z,2025-05-04T12:45:50Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701966257,213,2.00,5701966253,141,19.1,5701966251,140,76.1,5701966249,56,Right,5701966255,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196723,535,1,1,45,13,ahnt9ejgwj58ul8auzdvi3czf,1,75.9,19.7,2025-05-04T12:45:50.399Z,2025-05-04T12:45:52Z,lmrff8mviimc33yyrpjzr2tw,O. Boesen,,,5701966475,212,4.2,5701966471,140,75.2,5701966477,213,4.54,5701966473,141,13.6,5701966469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196755,536,1,1,45,15,ahnt9ejgwj58ul8auzdvi3czf,1,76.3,15.4,2025-05-04T12:45:52.783Z,2025-05-04T12:45:55Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701966651,212,16.1,5701966653,213,2.65,5701966649,141,26.6,5701966645,56,Center,5701966647,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196745,302,70,1,45,17,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-05-04T12:45:54.232Z,2025-05-04T12:45:54Z,,,,,5701966595,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196793,537,1,1,45,17,ahnt9ejgwj58ul8auzdvi3czf,1,62.2,29.8,2025-05-04T12:45:54.991Z,2025-05-04T12:45:57Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701966897,212,26.1,5701966891,56,Center,5701966893,140,54.8,5701966895,141,66.5,5701966899,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196897,538,1,1,45,20,ahnt9ejgwj58ul8auzdvi3czf,1,55.6,69.2,2025-05-04T12:45:57.503Z,2025-05-04T12:46:03Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701967449,213,0.52,5701967447,212,25.6,5701967441,56,Left,5701967445,141,87.8,5701967443,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810196959,539,1,1,45,26,ahnt9ejgwj58ul8auzdvi3czf,1,73.6,80.1,2025-05-04T12:46:03.359Z,2025-05-04T12:46:07Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5701967773,56,Center,5701967783,213,3.97,5701967775,140,68.1,5701967779,212,8.6,5701967777,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197003,540,1,1,45,30,ahnt9ejgwj58ul8auzdvi3czf,1,66.5,63.3,2025-05-04T12:46:07.088Z,2025-05-04T12:46:09Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701968027,140,66.6,5701968033,213,4.72,5701968029,141,35.3,5701968031,212,19.0,5701968025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197055,541,1,1,45,32,ahnt9ejgwj58ul8auzdvi3czf,1,67.6,28.9,2025-05-04T12:46:09.439Z,2025-05-04T12:46:12Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701968395,213,5.68,5701968387,140,78.4,5701968393,212,13.7,5701968389,141,17.5,5701968383,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197111,542,1,1,45,35,ahnt9ejgwj58ul8auzdvi3czf,1,76.1,21.5,2025-05-04T12:46:12.528Z,2025-05-04T12:46:15Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701968753,56,Center,5701968755,140,71.7,5701968769,213,2.12,5701968759,141,32.5,5701968765,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197169,543,1,1,45,38,ahnt9ejgwj58ul8auzdvi3czf,1,74.8,27.8,2025-05-04T12:46:15.808Z,2025-05-04T12:46:20Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701969025,141,80.6,5701969031,1,,5701969013,155,,5701969021,140,91.5,5701969027,212,40.0,5701969017,56,Left,5701969029,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197189,544,1,1,45,39,ahnt9ejgwj58ul8auzdvi3czf,0,90.7,73.5,2025-05-04T12:46:17.064Z,2025-05-04T12:48:49Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5701969143,56,Center,5701969145,140,95.8,5701969151,213,4.86,5701969141,155,,5701969147,141,22.0,5701969149,212,35.4,5701969153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197195,303,12,1,45,42,c165yjiny1qnmfdvefxvflnkc,1,7.1,67.2,2025-05-04T12:46:19.854Z,2025-05-04T12:46:22Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5701969199,213,0.79,5701969197,212,20.9,5701969191,56,Back,5701969195,141,89.1,5701969193,140,21.1,5701969211,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197223,545,1,1,45,46,ahnt9ejgwj58ul8auzdvi3czf,1,81.5,10.1,2025-05-04T12:46:23.615Z,2025-05-04T12:46:24Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701969353,212,10.1,5701969349,140,79.9,5701969355,213,1.74,5701969347,56,Center,5701969351,141,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197251,546,1,1,45,47,ahnt9ejgwj58ul8auzdvi3czf,0,79.9,25.6,2025-05-04T12:46:24.831Z,2025-05-04T12:46:27Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701969499,212,17.0,5701969501,213,0.55,5701969497,141,38.8,5701969493,56,Center,5701969495,140,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197291,304,12,1,45,50,c165yjiny1qnmfdvefxvflnkc,1,9.2,58.8,2025-05-04T12:46:27.173Z,2025-05-04T12:46:30Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701969755,141,100.0,5701969757,212,30.0,5701969751,56,Back,5701969753,140,1.7,5701969785,167,,5701969759,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197295,305,5,1,45,52,c165yjiny1qnmfdvefxvflnkc,0,1.8,101.4,2025-05-04T12:46:29.704Z,2025-05-04T12:46:41Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5701969781,347,,5701970811,233,547,5701969779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197495,547,5,1,45,52,ahnt9ejgwj58ul8auzdvi3czf,1,98.2,-1.4,2025-05-04T12:46:29.704Z,2025-05-04T13:40:08Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701970693,347,,5701970755,233,305,5701970691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197589,548,1,1,46,3,ahnt9ejgwj58ul8auzdvi3czf,1,97.7,0.0,2025-05-04T12:46:40.623Z,2025-05-04T12:46:44Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701971163,140,69.1,5701971159,107,,5701971165,141,8.3,5701971161,56,Right,5701971167,212,30.8,5701971171,1,,5701971169,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197625,549,1,1,46,7,ahnt9ejgwj58ul8auzdvi3czf,1,71.0,10.7,2025-05-04T12:46:44.430Z,2025-05-04T12:46:46Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701971337,140,72.7,5701971335,56,Center,5701971343,213,1.37,5701971341,212,9.0,5701971339,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197677,550,1,1,46,9,ahnt9ejgwj58ul8auzdvi3czf,1,70.6,21.8,2025-05-04T12:46:46.239Z,2025-05-04T12:47:28Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5701971601,212,6.7,5701971595,56,Right,5701971599,141,14.8,5701971603,213,3.93,5701971597,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197713,551,1,1,46,11,ahnt9ejgwj58ul8auzdvi3czf,1,67.3,13.3,2025-05-04T12:46:48.863Z,2025-05-04T12:46:50Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5701971837,213,5.97,5701971831,140,87.2,5701971833,141,3.2,5701971835,212,22.0,5701971829,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197733,552,1,1,46,13,ahnt9ejgwj58ul8auzdvi3czf,1,87.4,2.6,2025-05-04T12:46:50.447Z,2025-05-04T12:46:51Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701971907,141,8.9,5701971909,212,7.5,5701971903,56,Right,5701971911,213,2.54,5701971905,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197779,553,1,1,46,14,ahnt9ejgwj58ul8auzdvi3czf,1,81.5,8.9,2025-05-04T12:46:51.326Z,2025-05-04T12:46:53Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5701972137,141,7.7,5701972139,212,13.7,5701972135,140,94.5,5701972133,56,Right,5701972141,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197849,554,1,1,46,16,ahnt9ejgwj58ul8auzdvi3czf,0,98.7,9.7,2025-05-04T12:46:53.728Z,2025-05-04T16:00:25Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701972513,212,43.1,5701972515,213,1.64,5701972507,56,Center,5701972509,140,95.9,5701972505,155,,5701972517,1,,5701972511,141,72.9,5701972503,2,,5703416023,224,,5703416025,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197887,306,12,1,46,20,c165yjiny1qnmfdvefxvflnkc,1,4.7,27.0,2025-05-04T12:46:57.077Z,2025-05-04T12:46:58Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701972695,56,Back,5701972799,167,,5701972701,212,20.6,5701972697,140,10.5,5701972727,15,,5701972699,141,0.0,5701972703,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197901,307,5,1,46,21,c165yjiny1qnmfdvefxvflnkc,0,10.1,-1.8,2025-05-04T12:46:58.206Z,2025-05-04T13:40:08Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701972767,347,,5701972765,56,Back,5701973099,233,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810197945,555,5,1,46,21,ahnt9ejgwj58ul8auzdvi3czf,1,89.9,101.8,2025-05-04T12:46:58.206Z,2025-05-04T13:40:08Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5701973035,233,307,5701973003,56,Left,5701973005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810198015,556,1,1,46,24,ahnt9ejgwj58ul8auzdvi3czf,1,87.8,100.0,2025-05-04T12:47:01.134Z,2025-05-04T12:47:04Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5701973369,213,3.56,5701973367,212,23.0,5701973361,56,Left,5701973371,1,,5701973363,140,67.8,5701973359,107,,5701973365,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810198045,557,1,1,46,27,ahnt9ejgwj58ul8auzdvi3czf,1,68.0,90.8,2025-05-04T12:47:04.479Z,2025-05-04T12:47:06Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5701973533,140,66.9,5701973535,141,78.2,5701973537,212,8.6,5701973531,56,Center,5701973539,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810198127,558,1,1,46,29,ahnt9ejgwj58ul8auzdvi3czf,1,64.6,74.6,2025-05-04T12:47:06.078Z,2025-05-04T12:47:11Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5701973931,56,Left,5701973937,212,7.8,5701973939,213,1.08,5701973935,141,84.8,5701973933,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810198159,559,1,1,46,33,ahnt9ejgwj58ul8auzdvi3czf,1,79.9,89.7,2025-05-04T12:47:10.862Z,2025-05-04T12:47:12Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5701974115,140,81.3,5701974113,56,Left,5701974121,213,1.28,5701974119,212,5.1,5701974117,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810198169,560,1,1,46,35,ahnt9ejgwj58ul8auzdvi3czf,0,77.6,94.8,2025-05-04T12:47:12.462Z,2025-05-04T12:47:13Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5701974199,213,4.80,5701974195,141,81.9,5701974191,56,Left,5701974197,212,8.8,5701974193,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810198319,309,3,1,46,44,c165yjiny1qnmfdvefxvflnkc,1,27.4,3.3,2025-05-04T12:47:21.733Z,2025-05-04T16:01:03Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5701975019,285,,5703418227,464,,5701975017,56,Back,5701975039,233,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810198307,561,45,1,46,44,ahnt9ejgwj58ul8auzdvi3czf,0,72.6,96.7,2025-05-04T12:47:21.733Z,2025-05-04T15:43:50Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5701975061,233,309,5701974969,56,Left,5701974971,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
