id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value
2786841661,484,1,2,47,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.3,86.6,2025-03-10T19:09:17.945Z,2025-03-10T19:09:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573469023,56,Center,5573469025,140,63.5,5573469031,213,5.28,5573469029,212,14.2,5573469027,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786841755,485,1,2,47,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.4,70.5,2025-03-10T19:09:20.570Z,2025-03-10T19:09:26Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5573469575,212,19.9,5573469569,56,Left,5573469573,141,96.9,5573469571,140,74.5,5573469577,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786841837,486,1,2,47,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,95.4,84.8,2025-03-10T19:09:26.740Z,2025-03-10T22:31:10Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,1.0,5573473359,154,,5573470017,140,92.2,5573470023,213,4.55,5573470015,56,Center,5573470021,212,20.7,5573473361,22,,5573470019,141,54.8,5573963841,72,,5573470011,2,5573963839,224,5573473357,210,16,5573470013,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786841845,487,16,2,47,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,92.3,58.9,2025-03-10T19:09:30.880Z,2025-03-10T22:31:55Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5573491589,362,1,5573473435,55,486,5573470061,56,Center,5573473445,136,,5573471605,15,,5573471617,375,47:13.381,5573470057,22,,5573473439,102,53.7,5573964217,395,5573471609,328,5573473449,231,52.3,5573471611,374,2025-03-10 19:09:30.274,1.6,,5573473433,154,,5573473443,214,,5573473447,230,98.4,5573964219,396,46.6,5573473431,29,,5573473441,103,22.8,5573470059,17,5573473429,77,,
2786842637,510,1,2,48,12,9qsmopgutr7ut5g6workk8w4i,1,49.9,50.1,2025-03-10T19:10:29.403Z,2025-03-10T19:10:46Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573474785,189,,5573474771,56,Back,5573474779,213,3.43,5573474777,212,17.5,5573474773,140,33.9,5573474775,141,42.7,5573474781,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842683,511,61,2,48,13,9qsmopgutr7ut5g6workk8w4i,1,33.4,42.5,2025-03-10T19:10:30.381Z,2025-03-10T19:10:48Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5573475039,189,,5573475023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842667,488,5,2,48,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.8,101.8,2025-03-10T19:10:39.555Z,2025-03-10T20:11:24Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5573474939,347,,5573475165,233,512,5573474937,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842701,512,5,2,48,22,9qsmopgutr7ut5g6workk8w4i,0,42.2,-1.8,2025-03-10T19:10:39.555Z,2025-03-10T19:10:50Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5573475095,56,Back,5573475099,347,,5573475187,233,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842717,489,1,2,48,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.7,100.0,2025-03-10T19:10:42.757Z,2025-03-10T19:10:46Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573475247,56,Back,5573475255,213,3.62,5573475253,212,20.7,5573475249,140,38.2,5573475251,141,88.0,5573475245,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842727,490,1,2,48,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.7,72.3,2025-03-10T19:10:46.226Z,2025-03-10T19:10:47Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573475301,141,54.6,5573475305,213,4.94,5573475303,212,12.4,5573475297,56,Back,5573475299,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842801,491,1,2,48,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.4,54.6,2025-03-10T19:10:47.116Z,2025-03-10T19:10:53Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573475751,140,35.7,5573475759,212,12.3,5573475761,213,1.63,5573475749,56,Back,5573475755,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842833,492,1,2,48,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.7,75.9,2025-03-10T19:10:53.068Z,2025-03-10T19:10:55Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573475939,141,94.8,5573475935,56,Left,5573475943,213,0.67,5573475937,140,55.2,5573475941,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842849,493,1,2,48,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.0,94.1,2025-03-10T19:10:55.489Z,2025-03-10T19:10:56Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573475997,56,Center,5573475999,140,80.3,5573476001,141,72.0,5573476003,212,24.4,5573475995,155,,5573476005,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842863,513,12,2,48,40,9qsmopgutr7ut5g6workk8w4i,1,18.0,29.8,2025-03-10T19:10:57.195Z,2025-03-10T19:10:58Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5573476081,140,28.4,5573476133,15,,5573476087,213,6.12,5573476079,56,Back,5573476085,212,11.1,5573476083,141,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842905,494,44,2,48,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.7,74.6,2025-03-10T19:11:00.378Z,2025-03-10T20:09:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573476327,233,514,5573476291,56,Center,5573476293,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842887,514,44,2,48,43,9qsmopgutr7ut5g6workk8w4i,0,31.3,25.4,2025-03-10T19:11:00.379Z,2025-03-10T20:09:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573476215,56,Back,5573476349,233,494,5573476217,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842929,495,1,2,48,44,9w3sjm5ml4sjr2v81oxzdrt8v,0,64.6,77.0,2025-03-10T19:11:01.113Z,2025-03-10T19:13:03Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573476419,213,5.57,5573476411,56,Center,5573476415,141,67.2,5573476413,140,72.0,5573476409,3,,5573476417,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842919,515,8,2,48,45,9qsmopgutr7ut5g6workk8w4i,1,27.5,34.9,2025-03-10T19:11:02.043Z,2025-03-10T22:32:41Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573964911,385,,5573476381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842983,496,1,2,48,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.6,51.3,2025-03-10T19:11:04.643Z,2025-03-10T19:11:07Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573476687,56,Left,5573476691,140,77.6,5573476701,212,27.3,5573476705,213,0.96,5573476685,3,,5573476695,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786842987,497,61,2,48,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.8,84.2,2025-03-10T19:11:07.111Z,2025-03-10T19:11:07Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5573476729,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843033,498,5,2,48,53,9w3sjm5ml4sjr2v81oxzdrt8v,0,100.8,96.0,2025-03-10T19:11:10.876Z,2025-03-10T20:11:25Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5573477021,346,,5573477019,56,Left,5573477327,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843079,516,5,2,48,53,9qsmopgutr7ut5g6workk8w4i,1,-0.8,4.0,2025-03-10T19:11:10.876Z,2025-03-10T20:11:24Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573477309,233,498,5573477287,56,Back,5573477289,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843099,517,1,2,48,59,9qsmopgutr7ut5g6workk8w4i,1,4.1,40.9,2025-03-10T19:11:16.811Z,2025-03-10T19:11:18Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5573477441,237,,5573477437,213,5.54,5573477423,124,,5573477427,56,Back,5573477429,140,6.8,5573477433,141,37.1,5573477435,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843103,518,61,2,49,1,9qsmopgutr7ut5g6workk8w4i,1,8.1,35.6,2025-03-10T19:11:18.555Z,2025-03-10T19:11:19Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5573477459,56,Back,5573477461,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843275,519,1,2,49,12,9qsmopgutr7ut5g6workk8w4i,1,47.6,28.6,2025-03-10T19:11:29.707Z,2025-03-10T22:33:37Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573478389,213,4.51,5573478381,56,Back,5573478387,212,6.9,5573478385,141,18.6,5573478383,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843295,520,1,2,49,14,9qsmopgutr7ut5g6workk8w4i,0,45.1,27.1,2025-03-10T19:11:31.691Z,2025-03-10T19:11:33Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5573478497,213,1.07,5573478487,56,Center,5573478489,140,54.0,5573478493,212,19.4,5573478491,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843331,499,1,2,49,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.5,49.9,2025-03-10T19:11:33.652Z,2025-03-10T22:36:09Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5573478653,213,0.86,5573478651,212,7.4,5573478647,140,52.1,5573478649,141,58.2,5573478645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843371,501,1,2,49,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.5,58.4,2025-03-10T19:11:34.871Z,2025-03-10T19:11:38Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5573478865,140,41.2,5573478871,213,4.03,5573478863,56,Back,5573478869,212,18.8,5573478867,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843385,502,1,2,49,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.0,46.9,2025-03-10T19:11:37.964Z,2025-03-10T19:11:39Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573478973,141,64.8,5573478969,56,Back,5573478975,212,16.6,5573478977,213,2.32,5573478971,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843415,503,1,2,49,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.3,67.5,2025-03-10T19:11:39.651Z,2025-03-10T19:11:41Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573479137,212,17.0,5573479135,141,89.7,5573479133,140,43.8,5573479139,213,1.09,5573479131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843463,504,1,2,49,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.9,90.5,2025-03-10T19:11:41.244Z,2025-03-10T19:11:46Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573479413,212,17.0,5573479407,56,Left,5573479415,213,0.02,5573479411,141,90.9,5573479409,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843481,505,1,2,49,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.5,99.8,2025-03-10T19:11:46.712Z,2025-03-10T19:11:47Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573479513,140,70.1,5573479515,141,100.0,5573479511,56,Left,5573479521,213,0.10,5573479517,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843485,506,5,2,49,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.8,101.7,2025-03-10T19:11:46.714Z,2025-03-10T20:11:25Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573479545,347,,5573479967,233,521,5573479543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843551,521,5,2,49,29,9qsmopgutr7ut5g6workk8w4i,1,30.2,-1.7,2025-03-10T19:11:46.714Z,2025-03-10T20:11:25Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573479917,56,Back,5573479937,233,506,5573479919,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843619,522,1,2,49,37,9qsmopgutr7ut5g6workk8w4i,1,24.1,0.0,2025-03-10T19:11:54.698Z,2025-03-10T19:11:59Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5573480311,56,Back,5573480319,213,2.45,5573480313,140,2.3,5573480315,141,26.9,5573480309,107,,5573480321,1,,5573480317,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843645,523,1,2,49,42,9qsmopgutr7ut5g6workk8w4i,1,9.2,37.9,2025-03-10T19:11:59.418Z,2025-03-10T19:12:01Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5573480465,212,20.3,5573480463,141,63.0,5573480461,140,19.7,5573480467,213,1.00,5573480457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843707,524,1,2,49,44,9qsmopgutr7ut5g6workk8w4i,1,19.7,63.9,2025-03-10T19:12:01.339Z,2025-03-10T19:12:06Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5573480815,140,29.6,5573480813,56,Back,5573480819,212,10.4,5573480817,141,63.9,5573480821,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843755,525,1,2,49,49,9qsmopgutr7ut5g6workk8w4i,0,35.3,71.9,2025-03-10T19:12:06.074Z,2025-03-10T19:12:09Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5573481079,212,41.0,5573481083,1,,5573481077,141,80.1,5573481081,213,0.14,5573481075,140,74.0,5573481073,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843775,508,1,2,49,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.7,17.4,2025-03-10T19:12:09.724Z,2025-03-10T19:12:11Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573481187,140,11.2,5573481191,212,21.2,5573481185,56,Back,5573481193,213,2.53,5573481189,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843807,509,1,2,49,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.3,40.7,2025-03-10T19:12:11.739Z,2025-03-10T19:12:15Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5573481351,141,69.1,5573481355,213,1.27,5573481353,212,20.2,5573481347,56,Back,5573481349,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843841,510,1,2,49,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.3,67.5,2025-03-10T19:12:15.130Z,2025-03-10T19:12:18Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573481561,141,94.1,5573481563,212,20.2,5573481559,140,30.9,5573481565,213,1.11,5573481557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843871,511,1,2,50,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.9,85.7,2025-03-10T19:12:18.114Z,2025-03-10T19:12:21Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573481737,213,4.92,5573481731,140,30.6,5573481733,141,73.5,5573481729,56,Back,5573481735,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843895,512,1,2,50,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.2,75.6,2025-03-10T19:12:21.051Z,2025-03-10T22:37:25Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5573481917,212,15.1,5573481919,213,0.77,5573481911,56,Back,5573481915,141,91.1,5573481913,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843907,513,1,2,50,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.5,96.8,2025-03-10T19:12:23.988Z,2025-03-10T19:12:25Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5573481993,140,30.3,5573481995,141,97.5,5573481991,56,Back,5573481999,213,3.09,5573481997,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843911,514,61,2,50,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,30.1,97.4,2025-03-10T19:12:25.378Z,2025-03-10T19:12:25Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573482019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843915,515,5,2,50,9,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.1,101.2,2025-03-10T19:12:25.940Z,2025-03-10T20:11:26Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573482025,56,Back,5573482307,233,526,5573482027,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843953,526,5,2,50,9,9qsmopgutr7ut5g6workk8w4i,1,68.9,-1.2,2025-03-10T19:12:25.940Z,2025-03-10T20:11:25Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573482229,347,,5573482253,233,515,5573482227,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786843979,527,1,2,50,12,9qsmopgutr7ut5g6workk8w4i,1,70.2,0.0,2025-03-10T19:12:29.210Z,2025-03-10T19:12:30Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5573482367,141,2.6,5573482361,107,,5573482369,212,3.6,5573482363,56,Right,5573482371,213,2.47,5573482365,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844025,528,1,2,50,13,9qsmopgutr7ut5g6workk8w4i,1,67.3,2.8,2025-03-10T19:12:30.394Z,2025-03-10T19:12:33Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5573482693,141,25.1,5573482689,140,65.2,5573482701,213,1.72,5573482697,212,15.3,5573482687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844057,529,1,2,50,16,9qsmopgutr7ut5g6workk8w4i,1,65.9,29.6,2025-03-10T19:12:33.642Z,2025-03-10T19:12:36Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573482895,213,1.25,5573482889,140,69.7,5573482893,212,12.5,5573482891,141,47.0,5573482887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844079,530,1,2,50,19,9qsmopgutr7ut5g6workk8w4i,1,68.4,47.5,2025-03-10T19:12:35.898Z,2025-03-10T19:12:38Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5573482987,56,Center,5573482989,140,75.3,5573482995,212,10.9,5573482991,141,35.5,5573482999,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844115,531,1,2,50,21,9qsmopgutr7ut5g6workk8w4i,1,76.8,32.3,2025-03-10T19:12:38.026Z,2025-03-10T19:12:40Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573483223,141,15.7,5573483225,212,12.8,5573483221,140,82.5,5573483227,213,5.20,5573483219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844137,532,1,2,50,23,9qsmopgutr7ut5g6workk8w4i,1,83.3,17.3,2025-03-10T19:12:40.363Z,2025-03-10T19:12:43Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5573483351,56,Center,5573483359,213,1.37,5573483357,212,10.2,5573483353,140,85.2,5573483355,141,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844147,533,1,2,50,26,9qsmopgutr7ut5g6workk8w4i,0,87.9,37.1,2025-03-10T19:12:42.939Z,2025-03-10T19:12:43Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573483423,155,,5573483431,212,13.8,5573483425,56,Center,5573483427,140,100.0,5573483429,141,36.7,5573483433,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844337,516,5,2,50,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.0,63.3,2025-03-10T19:12:43.717Z,2025-03-10T19:13:16Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5573485601,233,534,5573484547,346,,5573484545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844501,534,5,2,50,26,9qsmopgutr7ut5g6workk8w4i,0,101.0,36.7,2025-03-10T19:12:43.717Z,2025-03-10T20:11:26Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5573485559,56,Center,5573485563,346,,5573485633,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844431,517,1,2,50,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.7,59.9,2025-03-10T19:13:07.244Z,2025-03-10T22:38:16Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5573485131,140,4.4,5573970295,189,,5573485137,213,4.66,5573485141,237,,5573485135,212,6.1,5573485129,56,Back,5573485133,141,51.0,5573485127,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844459,518,1,2,50,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.0,46.6,2025-03-10T19:13:08.962Z,2025-03-10T19:13:11Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5573485319,56,Back,5573485327,213,4.90,5573485321,140,10.8,5573485323,141,24.1,5573485325,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844497,519,1,2,50,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.9,20.6,2025-03-10T19:13:11.227Z,2025-03-10T19:13:15Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5573485537,212,14.7,5573485535,141,2.5,5573485533,140,19.6,5573485539,213,5.29,5573485531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844517,520,1,2,50,58,9w3sjm5ml4sjr2v81oxzdrt8v,0,20.0,2.6,2025-03-10T19:13:15.148Z,2025-03-10T19:13:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573485667,56,Back,5573485671,141,3.2,5573485665,155,,5573485669,140,35.3,5573485673,212,16.1,5573485675,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844509,535,8,2,50,58,9qsmopgutr7ut5g6workk8w4i,1,63.1,91.1,2025-03-10T19:13:15.418Z,2025-03-10T22:38:34Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573970651,385,,5573485615,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844653,521,5,2,51,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.1,-1.4,2025-03-10T19:13:16.897Z,2025-03-10T20:11:26Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573486385,56,Back,5573486387,347,,5573486423,233,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844531,536,5,2,51,0,9qsmopgutr7ut5g6workk8w4i,0,67.9,101.4,2025-03-10T19:13:16.897Z,2025-03-10T20:11:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5573485755,56,Left,5573486453,233,521,5573485757,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786844711,522,1,2,51,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.3,0.0,2025-03-10T19:13:26.584Z,2025-03-10T19:13:31Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5573486751,213,2.61,5573486747,141,11.1,5573486741,107,,5573486749,212,16.2,5573486743,56,Back,5573486745,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
