id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2754043769,318,1,1,39,40,anga7587r1zv4ey71ge9zxol3,0,30.6,8.0,2024-12-01T13:42:12.755Z,2024-12-01T17:14:08Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395163073,233,370,5395163077,286,,5395163007,213,5.94,5395163003,141,6.4,5395163005,212,3.2,5395162997,56,Back,5395163071,236,,5395163001,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043763,370,74,1,39,40,aljua8crr0vkwit0j3m59jw9j,1,66.8,94.4,2024-12-01T13:42:12.756Z,2024-12-01T17:14:10Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395162977,285,,5395162975,56,Left,5395163099,233,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043815,319,3,1,39,41,anga7587r1zv4ey71ge9zxol3,0,31.2,11.9,2024-12-01T13:42:13.819Z,2024-12-01T17:14:18Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395163231,56,Back,5396419625,464,,5395163543,233,371,5395163235,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043839,371,7,1,39,41,aljua8crr0vkwit0j3m59jw9j,1,68.8,88.1,2024-12-01T13:42:13.820Z,2024-12-01T19:04:47Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5396876899,178,,5395163473,233,319,5395163357,56,Left,5395163359,286,,5396420319,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043849,372,50,1,39,43,aljua8crr0vkwit0j3m59jw9j,1,68.9,88.8,2024-12-01T13:42:15.170Z,2024-12-01T13:58:40Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395163417,56,Left,5395226387,286,,5395227521,233,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043825,320,7,1,39,43,anga7587r1zv4ey71ge9zxol3,0,31.1,11.2,2024-12-01T13:42:15.171Z,2024-12-01T19:04:51Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395163303,56,Back,5395227467,233,372,5395227435,285,,5396424003,385,,5396877125,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043901,373,61,1,39,44,aljua8crr0vkwit0j3m59jw9j,1,64.2,74.6,2024-12-01T13:42:16.125Z,2024-12-01T17:15:00Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395228831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754043887,321,1,1,39,44,anga7587r1zv4ey71ge9zxol3,1,37.7,19.9,2024-12-01T13:42:17.059Z,2024-12-01T17:14:40Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395225275,212,7.2,5395225271,140,30.9,5395225277,213,3.21,5395225273,141,19.2,5395225267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044007,322,1,1,39,45,anga7587r1zv4ey71ge9zxol3,0,29.7,19.2,2024-12-01T13:42:17.547Z,2024-12-01T13:59:03Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395164185,141,0.0,5395164191,1,,5395164181,56,Right,5395164179,157,,5395164189,213,5.96,5395164187,212,45.0,5395164183,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044013,323,5,1,39,50,anga7587r1zv4ey71ge9zxol3,0,69.4,-1.6,2024-12-01T13:42:22.437Z,2024-12-01T13:58:29Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5395164215,347,,5395164211,56,Right,5395166655,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044457,374,5,1,39,50,aljua8crr0vkwit0j3m59jw9j,1,30.6,101.6,2024-12-01T13:42:22.437Z,2024-12-01T13:58:28Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395166595,347,,5395166593,56,Back,5395166629,233,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044487,375,1,1,40,9,aljua8crr0vkwit0j3m59jw9j,1,32.3,100.0,2024-12-01T13:42:41.108Z,2024-12-01T13:42:52Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395166753,140,31.8,5395166759,213,4.64,5395166757,212,6.8,5395166749,107,,5395166751,56,Back,5395167535,189,,5395166755,141,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044493,376,61,1,40,10,aljua8crr0vkwit0j3m59jw9j,1,31.8,91.3,2024-12-01T13:42:43.069Z,2024-12-01T13:42:54Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395167705,189,,5395166799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044519,325,5,1,40,11,anga7587r1zv4ey71ge9zxol3,1,55.4,102.0,2024-12-01T13:42:43.475Z,2024-12-01T13:58:29Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5395166935,56,Left,5395166967,233,377,5395166937,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044505,377,5,1,40,11,aljua8crr0vkwit0j3m59jw9j,0,44.6,-2.0,2024-12-01T13:42:43.475Z,2024-12-01T13:58:29Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395167021,233,325,5395166857,56,Back,5395166859,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044599,326,1,1,40,15,anga7587r1zv4ey71ge9zxol3,1,60.1,100.0,2024-12-01T13:42:47.171Z,2024-12-01T13:42:51Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395167403,213,3.58,5395167397,140,28.0,5395167393,56,Back,5395167399,141,78.8,5395167389,107,,5395167401,212,37.2,5395167405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044653,327,1,1,40,19,anga7587r1zv4ey71ge9zxol3,1,28.0,78.8,2024-12-01T13:42:51.379Z,2024-12-01T13:42:54Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395167721,140,7.6,5395167725,212,27.9,5395167723,141,52.4,5395167727,213,3.84,5395167719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044745,328,1,1,40,21,anga7587r1zv4ey71ge9zxol3,0,7.6,52.4,2024-12-01T13:42:54.035Z,2024-12-01T13:43:13Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5395168175,56,Back,5395168193,1,,5395168189,213,6.01,5395168185,212,44.9,5395168173,157,,5395168177,140,48.8,5395168181,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044711,378,44,1,40,23,aljua8crr0vkwit0j3m59jw9j,1,55.0,68.0,2024-12-01T13:42:55.099Z,2024-12-01T13:43:48Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395169731,286,,5395173805,233,329,5395168035,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044757,329,44,1,40,23,anga7587r1zv4ey71ge9zxol3,0,45.0,32.0,2024-12-01T13:42:55.100Z,2024-12-01T13:43:52Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395168225,285,,5395168223,56,Back,5395174197,233,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044767,379,1,1,40,23,aljua8crr0vkwit0j3m59jw9j,1,45.4,63.5,2024-12-01T13:42:56.036Z,2024-12-01T13:43:53Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395168297,56,Center,5395168301,141,68.4,5395168299,140,59.8,5395168305,213,0.22,5395168303,212,15.5,5395168295,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044781,380,44,1,40,24,aljua8crr0vkwit0j3m59jw9j,1,54.8,68.0,2024-12-01T13:42:56.620Z,2024-12-01T14:51:44Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395168357,56,Center,5395168359,286,,5395174113,233,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044855,331,44,1,40,24,anga7587r1zv4ey71ge9zxol3,0,45.2,32.0,2024-12-01T13:42:56.621Z,2024-12-01T14:51:44Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395174237,233,380,5395168749,56,Back,5395168751,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044809,381,1,1,40,25,aljua8crr0vkwit0j3m59jw9j,1,59.3,68.6,2024-12-01T13:42:57.366Z,2024-12-01T19:08:45Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395168477,213,1.63,5395168473,141,78.4,5395168469,56,Center,5395168467,3,,5395168471,140,58.9,5395168475,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044761,330,43,1,40,26,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-12-01T13:42:58.307Z,2024-12-01T13:43:20Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395168251,168,0,5395168261,213,5.65,5395168255,140,51.2,5395168259,212,3.1,5395168257,141,31.9,5395168253,56,Center,5395168249,3,0,5395170511,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044839,382,1,1,40,28,aljua8crr0vkwit0j3m59jw9j,1,58.7,80.9,2024-12-01T13:43:00.428Z,2024-12-01T13:43:02Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395168669,212,7.1,5395168667,141,72.2,5395168663,56,Center,5395168671,213,5.29,5395168661,3,,5395168665,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045467,333,43,1,40,29,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-12-01T13:43:01.139Z,2024-12-01T17:15:49Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5396429221,144,83,5395172657,399,1902oagnhlo7x9xpumxvg1t78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044861,384,1,1,40,30,aljua8crr0vkwit0j3m59jw9j,1,63.5,71.7,2024-12-01T13:43:02.284Z,2024-12-01T13:43:03Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395168767,56,Center,5395168777,213,3.91,5395168773,141,67.2,5395168771,140,60.5,5395168775,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044867,332,43,1,40,30,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-12-01T13:43:02.738Z,2024-12-01T13:43:13Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395168789,3,0,5395168797,140,43.3,5395168799,141,17.9,5395168793,56,Back,5395169733,144,1,5395168807,213,5.18,5395168803,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044881,385,1,1,40,30,aljua8crr0vkwit0j3m59jw9j,1,60.5,67.2,2024-12-01T13:43:02.908Z,2024-12-01T13:43:04Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395168859,213,1.59,5395168853,140,60.2,5395168857,212,14.0,5395168851,56,Left,5395168855,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044921,386,1,1,40,31,aljua8crr0vkwit0j3m59jw9j,1,60.1,87.8,2024-12-01T13:43:03.996Z,2024-12-01T13:43:06Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395169039,212,19.2,5395169033,140,41.8,5395169043,213,3.14,5395169035,141,87.8,5395169031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044993,387,1,1,40,34,aljua8crr0vkwit0j3m59jw9j,1,43.1,87.7,2024-12-01T13:43:06.524Z,2024-12-01T13:43:10Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395169411,141,68.6,5395169415,212,13.3,5395169409,140,45.8,5395169407,56,Back,5395169419,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045063,388,1,1,40,38,aljua8crr0vkwit0j3m59jw9j,1,44.6,69.5,2024-12-01T13:43:10.156Z,2024-12-01T13:43:13Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395169765,140,41.8,5395169763,56,Back,5395169769,212,26.1,5395169767,141,31.4,5395169771,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045109,389,1,1,40,41,aljua8crr0vkwit0j3m59jw9j,1,39.7,28.9,2024-12-01T13:43:13.292Z,2024-12-01T13:43:16Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395169975,140,44.2,5395169979,212,15.2,5395169973,56,Back,5395169977,141,7.6,5395169981,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045197,390,1,1,40,44,aljua8crr0vkwit0j3m59jw9j,1,44.6,6.9,2024-12-01T13:43:16.380Z,2024-12-01T13:43:20Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5395170451,140,34.2,5395170455,212,13.9,5395170457,213,2.47,5395170453,141,19.6,5395170449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045293,391,1,1,40,47,aljua8crr0vkwit0j3m59jw9j,1,34.6,21.2,2024-12-01T13:43:19.388Z,2024-12-01T13:43:24Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395170935,140,32.6,5395170939,212,30.8,5395170937,141,66.4,5395170933,56,Back,5395170941,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045317,392,1,1,40,52,aljua8crr0vkwit0j3m59jw9j,1,39.7,70.8,2024-12-01T13:43:24.172Z,2024-12-01T13:43:25Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395171093,140,51.5,5395171099,213,6.01,5395171097,212,12.9,5395171091,56,Center,5395171095,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045329,393,1,1,40,53,aljua8crr0vkwit0j3m59jw9j,1,51.7,65.7,2024-12-01T13:43:25.564Z,2024-12-01T13:43:26Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395171153,213,3.79,5395171147,140,38.4,5395171149,141,50.3,5395171151,212,17.5,5395171145,56,Back,5395171193,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045411,394,1,1,40,56,aljua8crr0vkwit0j3m59jw9j,1,42.7,45.0,2024-12-01T13:43:28.971Z,2024-12-01T13:43:31Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395171609,56,Back,5395171617,213,1.73,5395171613,141,64.8,5395171611,140,40.6,5395171615,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045437,395,1,1,40,58,aljua8crr0vkwit0j3m59jw9j,1,40.8,67.2,2024-12-01T13:43:30.732Z,2024-12-01T13:43:32Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395171761,56,Center,5395171765,140,58.8,5395171773,212,18.9,5395171777,213,0.04,5395171769,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045475,396,1,1,40,59,aljua8crr0vkwit0j3m59jw9j,1,58.7,68.2,2024-12-01T13:43:31.995Z,2024-12-01T13:43:35Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395171989,213,3.16,5395171983,140,37.5,5395171987,212,22.3,5395172011,156,,5395171985,141,67.7,5395171981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045655,397,1,1,41,5,aljua8crr0vkwit0j3m59jw9j,1,42.7,65.5,2024-12-01T13:43:37.324Z,2024-12-01T13:43:41Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395172835,141,34.7,5395172831,140,43.2,5395172827,56,Back,5395172843,213,4.74,5395172839,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045709,398,1,1,41,9,aljua8crr0vkwit0j3m59jw9j,0,43.7,32.3,2024-12-01T13:43:41.116Z,2024-12-01T13:43:44Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395173185,212,65.9,5395173181,140,87.6,5395173179,56,Left,5395173177,196,,5395173175,155,,5395173187,213,0.80,5395173189,1,,5395173183,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045859,334,5,1,41,11,anga7587r1zv4ey71ge9zxol3,1,9.4,-1.8,2024-12-01T13:43:44.022Z,2024-12-01T13:58:29Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395174109,233,399,5395173983,347,,5395173981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754045717,399,5,1,41,11,aljua8crr0vkwit0j3m59jw9j,0,90.6,101.8,2024-12-01T13:43:44.022Z,2024-12-01T13:58:30Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395173231,347,,5395174163,233,334,5395173229,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046149,335,1,1,41,30,anga7587r1zv4ey71ge9zxol3,1,28.3,0.0,2024-12-01T13:44:03.011Z,2024-12-01T17:16:27Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395175535,212,10.5,5395175531,140,37.3,5395175529,56,Back,5395175527,107,,5395175533,141,5.2,5395175537,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046159,336,1,1,41,32,anga7587r1zv4ey71ge9zxol3,1,39.3,2.7,2024-12-01T13:44:04.546Z,2024-12-01T17:16:30Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5395175605,141,4.5,5395175629,156,,5395175601,56,Back,5395175609,213,3.05,5395175607,212,13.2,5395175603,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046219,337,1,1,41,34,anga7587r1zv4ey71ge9zxol3,1,31.8,2.5,2024-12-01T13:44:06.691Z,2024-12-01T17:16:36Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395175931,212,21.2,5395175925,56,Right,5395175933,213,0.42,5395175927,140,50.2,5395175929,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046257,338,1,1,41,37,anga7587r1zv4ey71ge9zxol3,1,51.7,15.5,2024-12-01T13:44:09.571Z,2024-12-01T13:44:11Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395176127,140,56.7,5395176131,212,8.0,5395176129,141,6.7,5395176133,213,5.43,5395176125,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046283,339,1,1,41,39,anga7587r1zv4ey71ge9zxol3,0,59.0,5.2,2024-12-01T13:44:11.683Z,2024-12-01T13:44:13Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5395176311,56,Back,5395176321,212,33.1,5395176317,141,47.6,5395176323,213,2.08,5395176313,140,43.6,5395176325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046449,401,1,1,41,45,aljua8crr0vkwit0j3m59jw9j,1,64.3,32.3,2024-12-01T13:44:17.356Z,2024-12-01T13:44:20Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5395177203,213,3.54,5395177195,56,Center,5395177201,212,8.3,5395177197,140,57.0,5395177199,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046505,402,1,1,41,48,aljua8crr0vkwit0j3m59jw9j,1,61.7,27.0,2024-12-01T13:44:20.636Z,2024-12-01T13:44:23Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5395177485,56,Right,5395177491,212,11.6,5395177493,213,5.15,5395177487,140,66.4,5395177489,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046549,403,1,1,41,51,aljua8crr0vkwit0j3m59jw9j,1,68.8,7.4,2024-12-01T13:44:23.164Z,2024-12-01T13:44:25Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5395177695,140,63.2,5395177701,213,2.01,5395177699,212,13.8,5395177693,56,Center,5395177697,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046567,404,1,1,41,53,aljua8crr0vkwit0j3m59jw9j,1,62.9,28.1,2024-12-01T13:44:25.451Z,2024-12-01T13:44:27Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395177873,56,Center,5395177879,212,7.4,5395177877,141,38.8,5395177881,213,1.43,5395177875,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046621,405,1,1,41,55,aljua8crr0vkwit0j3m59jw9j,1,63.9,38.8,2024-12-01T13:44:27.131Z,2024-12-01T13:44:29Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395178175,140,54.2,5395178181,213,2.24,5395178177,141,57.7,5395178179,212,16.4,5395178173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046673,406,1,1,41,57,aljua8crr0vkwit0j3m59jw9j,1,54.1,58.8,2024-12-01T13:44:29.195Z,2024-12-01T13:44:32Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395178471,141,42.8,5395178475,213,4.66,5395178469,140,53.6,5395178467,56,Center,5395178473,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046787,407,1,1,41,59,aljua8crr0vkwit0j3m59jw9j,1,54.0,43.2,2024-12-01T13:44:31.963Z,2024-12-01T13:44:37Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395179079,213,1.58,5395179073,140,53.9,5395179077,212,10.1,5395179071,56,Center,5395179075,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046891,408,1,1,42,5,aljua8crr0vkwit0j3m59jw9j,1,60.3,64.6,2024-12-01T13:44:37.595Z,2024-12-01T13:44:42Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395179613,140,52.0,5395179623,213,4.19,5395179617,141,42.3,5395179621,212,17.5,5395179611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046905,409,1,1,42,10,aljua8crr0vkwit0j3m59jw9j,1,52.5,42.8,2024-12-01T13:44:42.427Z,2024-12-01T13:44:43Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395179673,212,8.7,5395179667,56,Center,5395179669,140,53.9,5395179671,141,55.4,5395179675,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046937,410,1,1,42,11,aljua8crr0vkwit0j3m59jw9j,1,53.9,55.4,2024-12-01T13:44:43.163Z,2024-12-01T13:44:45Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395179885,212,21.4,5395179881,140,61.6,5395179879,56,Left,5395179883,141,84.6,5395179887,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754046975,411,1,1,42,12,aljua8crr0vkwit0j3m59jw9j,1,61.5,84.2,2024-12-01T13:44:45.067Z,2024-12-01T13:44:47Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395180087,141,48.3,5395180089,212,29.5,5395180083,56,Back,5395180091,213,4.12,5395180085,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754047067,412,1,1,42,15,aljua8crr0vkwit0j3m59jw9j,1,44.6,43.9,2024-12-01T13:44:47.483Z,2024-12-01T13:44:52Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395180605,212,14.5,5395180601,140,45.2,5395180599,56,Back,5395180603,141,65.2,5395180607,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754047099,413,1,1,42,19,aljua8crr0vkwit0j3m59jw9j,0,51.0,70.8,2024-12-01T13:44:52.059Z,2024-12-01T13:44:53Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395180765,1,,5395180757,140,75.3,5395180759,141,34.1,5395180753,155,,5395180755,56,Center,5395180763,213,5.51,5395180761,212,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754047185,340,1,1,42,22,anga7587r1zv4ey71ge9zxol3,1,25.4,74.1,2024-12-01T13:44:54.099Z,2024-12-01T13:44:57Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395181245,213,0.60,5395181235,157,,5395181241,141,88.1,5395181237,56,Back,5395181239,140,38.6,5395181243,212,16.8,5395181247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754047257,342,1,1,42,27,anga7587r1zv4ey71ge9zxol3,1,34.6,86.2,2024-12-01T13:44:59.699Z,2024-12-01T13:45:01Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5395181635,213,3.75,5395181631,141,67.3,5395181627,56,Back,5395181629,140,17.1,5395181633,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
