id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2802597803,462,7,2,52,8,9qsmopgutr7ut5g6workk8w4i,1,20.2,86.8,2025-04-18T18:11:38.153Z,2025-04-18T20:08:52Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5660214035,285,,5660939957,383,,5660214033,56,Back,5660214079,233,584,5660939959,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802597807,463,61,2,52,12,9qsmopgutr7ut5g6workk8w4i,0,21.4,92.6,2025-04-18T18:11:42.587Z,2025-04-18T18:11:43Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5660214047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802597847,585,1,2,52,14,77tfx9me4aaqhzv78bmgsy9bg,0,75.8,2.6,2025-04-18T18:11:44.280Z,2025-04-18T18:11:45Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660214349,213,1.32,5660214339,157,,5660214351,1,,5660214341,56,Center,5660214345,141,35.2,5660214347,212,22.9,5660214343,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802597885,464,12,2,52,16,9qsmopgutr7ut5g6workk8w4i,1,20.2,64.8,2025-04-18T18:11:46.289Z,2025-04-18T18:11:47Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660214617,213,0.98,5660214615,212,30.4,5660214613,141,100.0,5660214607,56,Back,5660214611,140,36.2,5660214709,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802597895,465,5,2,52,17,9qsmopgutr7ut5g6workk8w4i,0,35.9,101.7,2025-04-18T18:11:47.023Z,2025-04-18T18:13:43Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660214677,347,,5660214675,56,Back,5660216385,233,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598159,586,5,2,52,17,77tfx9me4aaqhzv78bmgsy9bg,1,64.1,-1.7,2025-04-18T18:11:47.023Z,2025-04-18T18:14:44Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660216325,233,465,5660216153,347,,5660216151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598217,587,1,2,52,29,77tfx9me4aaqhzv78bmgsy9bg,1,65.0,0.0,2025-04-18T18:11:59.096Z,2025-04-18T18:12:00Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660216531,56,Back,5660216525,107,,5660216551,1,,5660216549,213,2.83,5660216543,141,14.7,5660216547,212,34.9,5660216537,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598257,588,1,2,52,30,77tfx9me4aaqhzv78bmgsy9bg,1,36.2,17.6,2025-04-18T18:12:00.536Z,2025-04-18T18:12:02Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5660216751,141,42.7,5660216749,140,35.9,5660216753,212,17.1,5660216755,213,1.59,5660216747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598353,589,1,2,52,33,77tfx9me4aaqhzv78bmgsy9bg,1,39.9,45.2,2025-04-18T18:12:03.192Z,2025-04-18T18:12:05Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660217347,140,43.2,5660217345,56,Back,5660217353,212,14.2,5660217355,213,4.96,5660217351,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598469,590,1,2,52,38,77tfx9me4aaqhzv78bmgsy9bg,1,40.2,29.8,2025-04-18T18:12:07.991Z,2025-04-18T18:12:10Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5660218059,212,15.4,5660218053,56,Center,5660218061,213,6.03,5660218055,140,54.4,5660218057,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598511,591,1,2,52,40,77tfx9me4aaqhzv78bmgsy9bg,1,46.5,19.4,2025-04-18T18:12:10.056Z,2025-04-18T18:12:12Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5660218279,212,15.5,5660218273,56,Back,5660218277,141,31.2,5660218275,140,33.9,5660218281,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598645,592,1,2,52,41,77tfx9me4aaqhzv78bmgsy9bg,1,33.9,31.6,2025-04-18T18:12:11.896Z,2025-04-18T18:12:16Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5660219053,141,60.9,5660219055,212,20.1,5660219057,213,1.69,5660219049,56,Back,5660219051,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598725,593,1,2,52,46,77tfx9me4aaqhzv78bmgsy9bg,1,30.9,62.7,2025-04-18T18:12:16.600Z,2025-04-18T18:12:19Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660219491,212,21.2,5660219487,140,29.1,5660219485,56,Back,5660219489,141,31.6,5660219493,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598841,594,1,2,52,49,77tfx9me4aaqhzv78bmgsy9bg,1,29.1,31.8,2025-04-18T18:12:19.735Z,2025-04-18T18:12:25Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5660220139,141,64.0,5660220141,212,22.1,5660220137,140,31.6,5660220135,56,Back,5660220143,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598859,595,1,2,52,55,77tfx9me4aaqhzv78bmgsy9bg,1,39.2,61.4,2025-04-18T18:12:25.128Z,2025-04-18T18:12:26Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660220269,212,10.3,5660220267,141,51.6,5660220265,140,46.7,5660220271,213,5.58,5660220261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802598925,596,1,2,52,56,77tfx9me4aaqhzv78bmgsy9bg,1,46.7,51.6,2025-04-18T18:12:26.104Z,2025-04-18T18:12:29Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5660220709,212,8.3,5660220705,140,43.3,5660220711,213,4.27,5660220707,141,40.6,5660220703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599017,597,1,2,52,59,77tfx9me4aaqhzv78bmgsy9bg,1,45.6,36.0,2025-04-18T18:12:29.304Z,2025-04-18T18:12:33Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5660221191,140,59.1,5660221195,212,15.1,5660221197,213,5.93,5660221193,141,28.2,5660221189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599041,598,1,2,53,3,77tfx9me4aaqhzv78bmgsy9bg,1,67.3,20.4,2025-04-18T18:12:33.816Z,2025-04-18T18:12:34Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5660221297,141,6.2,5660221301,213,4.10,5660221293,140,60.8,5660221289,56,Right,5660221299,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599055,599,1,2,53,4,77tfx9me4aaqhzv78bmgsy9bg,0,60.8,6.2,2025-04-18T18:12:34.791Z,2025-04-18T20:09:35Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660221383,141,16.4,5660221387,213,1.51,5660221385,212,6.9,5660221381,140,61.2,5660221379,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599073,466,61,2,53,4,9qsmopgutr7ut5g6workk8w4i,1,35.1,90.2,2025-04-18T18:12:34.792Z,2025-04-18T20:09:34Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5660221505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599187,600,1,2,53,7,77tfx9me4aaqhzv78bmgsy9bg,1,57.8,23.6,2025-04-18T18:12:37.544Z,2025-04-18T18:12:40Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5660222163,213,1.10,5660222157,140,61.4,5660222161,212,8.4,5660222155,56,Center,5660222159,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599265,601,1,2,53,10,77tfx9me4aaqhzv78bmgsy9bg,1,62.8,31.2,2025-04-18T18:12:40.453Z,2025-04-18T18:12:43Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5660222631,212,14.5,5660222627,140,69.7,5660222625,56,Right,5660222633,213,5.24,5660222629,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599311,602,1,2,53,13,77tfx9me4aaqhzv78bmgsy9bg,1,69.2,15.6,2025-04-18T18:12:43.224Z,2025-04-18T18:12:45Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660222923,56,Center,5660222925,140,67.1,5660222927,141,37.3,5660222935,213,1.72,5660222929,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599337,603,1,2,53,15,77tfx9me4aaqhzv78bmgsy9bg,1,67.4,38.2,2025-04-18T18:12:45.542Z,2025-04-18T18:12:46Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5660223069,141,29.8,5660223073,213,5.30,5660223065,56,Center,5660223067,140,71.0,5660223071,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599439,604,1,2,53,16,77tfx9me4aaqhzv78bmgsy9bg,1,71.3,30.0,2025-04-18T18:12:46.600Z,2025-04-18T18:12:49Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5660223579,141,35.4,5660223577,140,75.9,5660223583,213,0.65,5660223575,56,Center,5660223581,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802727489,801,83,2,53,17,9qsmopgutr7ut5g6workk8w4i,1,22.3,51.9,2025-04-18T18:12:47.497Z,2025-04-18T20:09:57Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5660943019,399,6rd6a2f1k124dzp1p904yq3h0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599453,605,1,2,53,19,77tfx9me4aaqhzv78bmgsy9bg,0,77.3,37.6,2025-04-18T18:12:49.848Z,2025-04-18T18:12:50Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5660223631,212,6.2,5660223629,141,46.3,5660223633,213,1.25,5660223625,56,Center,5660223627,140,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599443,467,8,2,53,20,9qsmopgutr7ut5g6workk8w4i,1,18.1,46.1,2025-04-18T18:12:50.115Z,2025-04-18T20:10:04Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5660943365,385,,5660223591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599507,606,1,2,53,21,77tfx9me4aaqhzv78bmgsy9bg,1,75.4,71.7,2025-04-18T18:12:51.768Z,2025-04-18T18:12:52Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5660223961,56,Center,5660223973,213,0.22,5660223971,212,12.6,5660223967,141,75.7,5660223963,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599533,607,1,2,53,22,77tfx9me4aaqhzv78bmgsy9bg,0,88.0,75.9,2025-04-18T18:12:52.728Z,2025-04-18T20:10:12Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5660224129,212,21.5,5660224131,213,5.19,5660943809,224,,5660224119,2,,5660224127,141,47.9,5660224125,140,97.5,5660224123,56,Center,5660943811,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599587,468,52,2,53,25,9qsmopgutr7ut5g6workk8w4i,1,3.9,52.4,2025-04-18T18:12:55.738Z,2025-04-18T20:10:15Z,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,5660944035,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802599927,469,1,2,53,37,9qsmopgutr7ut5g6workk8w4i,1,5.8,50.3,2025-04-18T18:13:07.674Z,2025-04-18T18:13:09Z,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,5660226291,56,Back,5660226299,213,5.17,5660226297,212,13.8,5660226295,141,32.1,5660226325,189,,5660226293,140,11.6,5660226289,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600021,470,1,2,53,41,9qsmopgutr7ut5g6workk8w4i,1,9.4,29.8,2025-04-18T18:13:11.049Z,2025-04-18T18:13:15Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660226813,212,19.0,5660226817,213,5.02,5660226805,140,14.8,5660227157,189,,5660226809,141,3.1,5660226799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600075,471,1,2,53,41,9qsmopgutr7ut5g6workk8w4i,1,14.8,3.1,2025-04-18T18:13:11.864Z,2025-04-18T18:13:14Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660227129,213,2.20,5660227125,141,24.1,5660227127,212,17.6,5660227123,140,5.0,5660227121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600167,472,1,2,53,45,9qsmopgutr7ut5g6workk8w4i,1,10.5,27.1,2025-04-18T18:13:15.675Z,2025-04-18T18:13:18Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660227711,140,20.5,5660227725,1,,5660227701,196,,5660227723,213,1.34,5660227719,212,46.8,5660227699,155,,5660227705,56,Back,5660227715,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600229,473,1,2,53,48,9qsmopgutr7ut5g6workk8w4i,1,20.9,96.8,2025-04-18T18:13:18.332Z,2025-04-18T18:13:21Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660228083,213,4.17,5660228079,141,86.8,5660228075,140,17.0,5660228073,56,Back,5660228081,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600321,474,1,2,53,51,9qsmopgutr7ut5g6workk8w4i,1,15.9,86.2,2025-04-18T18:13:21.159Z,2025-04-18T18:13:25Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5660228681,213,4.12,5660228677,212,19.5,5660228659,56,Back,5660228671,141,62.4,5660228665,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600451,475,1,2,53,55,9qsmopgutr7ut5g6workk8w4i,1,9.3,52.7,2025-04-18T18:13:25.286Z,2025-04-18T18:13:29Z,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,,5660229409,141,8.9,5660229401,56,Back,5660229411,212,31.7,5660229413,213,5.06,5660229405,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600507,476,1,2,53,59,9qsmopgutr7ut5g6workk8w4i,1,21.9,9.5,2025-04-18T18:13:29.707Z,2025-04-18T18:13:31Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660229725,140,24.2,5660229727,141,25.6,5660229723,56,Back,5660229731,213,1.35,5660229729,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600557,477,1,2,54,1,9qsmopgutr7ut5g6workk8w4i,1,24.2,25.6,2025-04-18T18:13:31.660Z,2025-04-18T18:13:33Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5660229973,140,17.5,5660229975,141,30.4,5660229977,212,7.8,5660229971,56,Back,5660229979,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600597,478,1,2,54,3,9qsmopgutr7ut5g6workk8w4i,1,17.5,30.4,2025-04-18T18:13:33.613Z,2025-04-18T18:13:35Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660230189,213,0.70,5660230181,56,Back,5660230187,212,15.3,5660230185,141,44.9,5660230183,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600659,479,1,2,54,5,9qsmopgutr7ut5g6workk8w4i,1,27.4,44.0,2025-04-18T18:13:35.254Z,2025-04-18T18:20:11Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5660230527,56,Back,5660230539,213,3.83,5660230533,140,22.8,5660230535,141,38.2,5660230537,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600769,480,1,2,54,8,9qsmopgutr7ut5g6workk8w4i,1,22.8,38.2,2025-04-18T18:13:38.784Z,2025-04-18T18:13:39Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5660231099,213,0.03,5660231091,140,40.0,5660231089,56,Back,5660231095,212,18.1,5660231093,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600895,481,1,2,54,9,9qsmopgutr7ut5g6workk8w4i,1,40.0,39.1,2025-04-18T18:13:39.722Z,2025-04-18T18:13:44Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5660231849,140,62.6,5660231851,141,96.3,5660231847,56,Left,5660231855,213,1.02,5660231857,1,,5660231853,212,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600917,482,1,2,54,14,9qsmopgutr7ut5g6workk8w4i,0,75.0,91.2,2025-04-18T18:13:44.037Z,2025-04-18T20:10:53Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660231985,2,,5660945857,72,,5660945855,224,,5660232009,213,5.36,5660231999,140,82.5,5660231993,56,Center,5660232003,141,75.9,5660232007,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600999,608,61,2,54,15,77tfx9me4aaqhzv78bmgsy9bg,1,19.7,6.5,2025-04-18T18:13:45.810Z,2025-04-18T18:16:15Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660232413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802600963,483,61,2,54,16,9qsmopgutr7ut5g6workk8w4i,1,80.7,85.9,2025-04-18T18:13:46.364Z,2025-04-18T18:13:46Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660232241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601259,484,5,2,54,18,9qsmopgutr7ut5g6workk8w4i,0,80.2,102.0,2025-04-18T18:13:48.067Z,2025-04-18T18:16:13Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660235993,233,609,5660233843,347,,5660233841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601025,609,5,2,54,18,77tfx9me4aaqhzv78bmgsy9bg,1,19.8,-2.0,2025-04-18T18:13:48.067Z,2025-04-18T18:16:11Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660235981,233,484,5660232547,347,,5660232545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601519,610,1,2,54,37,77tfx9me4aaqhzv78bmgsy9bg,1,20.1,0.0,2025-04-18T18:14:07.112Z,2025-04-18T18:14:08Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5660235489,140,7.6,5660235495,213,2.44,5660235493,212,17.2,5660235491,141,14.3,5660235485,107,,5660235487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601541,611,1,2,54,38,77tfx9me4aaqhzv78bmgsy9bg,1,2.1,17.0,2025-04-18T18:14:08.584Z,2025-04-18T20:11:09Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5660235619,141,38.2,5660235623,213,1.52,5660235621,212,14.4,5660235615,56,Back,5660235617,140,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601587,612,1,2,54,39,77tfx9me4aaqhzv78bmgsy9bg,1,2.8,38.2,2025-04-18T18:14:09.653Z,2025-04-18T18:14:12Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5660235899,213,1.17,5660235891,56,Back,5660235893,140,11.2,5660235895,141,68.7,5660235897,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601617,613,1,2,54,41,77tfx9me4aaqhzv78bmgsy9bg,1,21.6,66.4,2025-04-18T18:14:11.783Z,2025-04-18T18:14:13Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660236059,140,29.6,5660236065,213,0.54,5660236063,212,9.8,5660236061,141,73.8,5660236057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601657,486,83,2,54,44,9qsmopgutr7ut5g6workk8w4i,0,67.6,14.0,2025-04-18T18:14:14.895Z,2025-04-18T18:14:18Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660236721,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601725,614,1,2,54,46,77tfx9me4aaqhzv78bmgsy9bg,1,26.2,78.8,2025-04-18T18:14:16.260Z,2025-04-18T18:14:17Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5660236605,56,Back,5660236613,212,8.7,5660236615,213,1.80,5660236611,141,91.2,5660236609,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601733,615,1,2,54,47,77tfx9me4aaqhzv78bmgsy9bg,0,24.0,91.2,2025-04-18T18:14:17.254Z,2025-04-18T18:14:17Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5660236669,140,29.6,5660236681,213,5.45,5660236671,141,81.7,5660236667,56,Back,5660236677,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601833,488,1,2,54,49,9qsmopgutr7ut5g6workk8w4i,1,64.3,32.7,2025-04-18T18:14:19.455Z,2025-04-18T18:14:22Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5660237219,213,1.32,5660237211,56,Center,5660237213,140,66.6,5660237217,212,9.6,5660237215,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601965,489,1,2,54,52,9qsmopgutr7ut5g6workk8w4i,1,67.2,58.2,2025-04-18T18:14:22.048Z,2025-04-18T18:14:28Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5660237941,56,Left,5660237945,141,79.9,5660237947,212,15.4,5660237943,140,71.4,5660237949,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802601979,490,1,2,54,58,9qsmopgutr7ut5g6workk8w4i,0,82.8,79.0,2025-04-18T18:14:28.582Z,2025-04-18T20:11:38Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5660948315,72,,5660948313,224,,5660238019,213,4.84,5660238011,56,Center,5660238007,2,,5660238017,212,21.1,5660238015,141,48.2,5660238013,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802602033,616,1,2,55,0,77tfx9me4aaqhzv78bmgsy9bg,1,12.8,57.9,2025-04-18T18:14:30.551Z,2025-04-18T20:11:45Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5660238271,56,Back,5660238273,140,22.5,5660238275,141,51.2,5660238277,212,11.2,5660238279,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802602047,618,1,2,55,1,77tfx9me4aaqhzv78bmgsy9bg,1,22.4,51.8,2025-04-18T18:14:31.737Z,2025-04-18T18:14:32Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5660238343,213,5.66,5660238337,140,27.5,5660238341,212,6.6,5660238335,56,Back,5660238339,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802602055,619,1,2,55,2,77tfx9me4aaqhzv78bmgsy9bg,0,27.5,46.1,2025-04-18T18:14:32.206Z,2025-04-18T18:14:33Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5660238427,213,5.11,5660238423,212,4.9,5660238599,233,491,5660238411,56,Back,5660238605,286,,5660238417,141,39.5,5660238415,140,29.3,5660238595,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802602067,491,74,2,55,2,9qsmopgutr7ut5g6workk8w4i,1,64.8,61.2,2025-04-18T18:14:32.207Z,2025-04-18T18:14:34Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5660238523,285,,5660238621,233,619,5660238521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802602405,493,1,2,55,9,9qsmopgutr7ut5g6workk8w4i,1,57.8,28.6,2025-04-18T18:14:39.878Z,2025-04-18T18:14:46Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5660240367,56,Center,5660240371,141,65.8,5660240373,212,25.7,5660240375,213,1.74,5660240369,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802602499,494,1,2,55,18,9qsmopgutr7ut5g6workk8w4i,1,58.9,69.3,2025-04-18T18:14:48.289Z,2025-04-18T18:14:49Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5660240889,212,29.8,5660240891,213,4.09,5660240883,56,Back,5660240885,140,42.4,5660240887,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802602667,495,1,2,55,19,9qsmopgutr7ut5g6workk8w4i,1,42.4,33.6,2025-04-18T18:14:49.632Z,2025-04-18T18:14:55Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5660241821,56,Right,5660241823,140,55.4,5660241827,212,22.2,5660241825,141,7.9,5660241829,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
