id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2738581393,442,1,1,41,11,ahnt9ejgwj58ul8auzdvi3czf,0,40.1,91.8,2024-10-25T17:43:21.047Z,2024-10-25T18:04:34Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310926899,157,,5310926907,212,26.6,5310926911,1,,5310926901,56,Left,5310926903,140,64.6,5310926905,141,82.0,5310926909,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581403,282,1,1,41,11,36g6ifzjliec1jqnbtf7yesme,0,43.6,15.9,2024-10-25T17:43:21.100Z,2024-10-25T17:43:23Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5310926953,212,27.1,5310926955,213,0.44,5310926949,140,67.0,5310926951,141,32.8,5310926947,56,Center,5310926945,157,,5310926957,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581413,443,1,1,41,14,ahnt9ejgwj58ul8auzdvi3czf,0,29.5,53.4,2024-10-25T17:43:23.894Z,2024-10-25T17:43:24Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310926991,140,36.1,5310926987,3,,5310926995,212,9.1,5310926993,141,62.0,5310926989,56,Back,5310926997,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581461,284,61,1,41,19,36g6ifzjliec1jqnbtf7yesme,1,56.7,31.0,2024-10-25T17:43:29.355Z,2024-10-25T17:43:29Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5310927235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581465,285,4,1,41,20,36g6ifzjliec1jqnbtf7yesme,1,60.0,32.6,2024-10-25T17:43:29.724Z,2024-10-25T18:06:45Z,,,,5310927309,10,,5310927311,56,Center,5310927347,233,444,5310927313,152,,5310927315,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581473,444,4,1,41,20,ahnt9ejgwj58ul8auzdvi3czf,0,40.0,67.4,2024-10-25T17:43:29.725Z,2024-10-25T18:06:45Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310927371,233,285,5310927329,285,,5310927325,56,Back,5310927323,10,,5310927327,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581617,286,1,1,41,30,36g6ifzjliec1jqnbtf7yesme,1,56.9,30.3,2024-10-25T17:43:40.123Z,2024-10-25T17:43:41Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310928007,56,Center,5310928009,140,51.5,5310928015,213,3.93,5310928013,212,8.0,5310928011,141,21.9,5310928003,5,,5310928005,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581653,287,1,1,41,32,36g6ifzjliec1jqnbtf7yesme,1,51.7,21.2,2024-10-25T17:43:41.788Z,2024-10-25T17:43:44Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5310928145,56,Right,5310928153,213,5.64,5310928149,141,3.7,5310928151,212,19.7,5310928147,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581659,288,1,1,41,34,36g6ifzjliec1jqnbtf7yesme,0,66.7,3.7,2024-10-25T17:43:43.916Z,2024-10-25T17:43:46Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310928335,236,,5310928343,286,,5310928185,140,67.9,5310928183,56,Right,5310928189,212,1.6,5310928337,233,446,5310928191,213,0.68,5310928187,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581689,446,74,1,41,34,ahnt9ejgwj58ul8auzdvi3czf,1,35.9,94.8,2024-10-25T17:43:43.917Z,2024-10-25T18:07:04Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310928353,233,288,5310928317,56,Back,5310928319,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581741,289,5,1,41,36,36g6ifzjliec1jqnbtf7yesme,1,59.8,-1.4,2024-10-25T17:43:46.044Z,2024-10-25T17:43:51Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310928591,347,,5310928589,56,Right,5310928605,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581705,447,5,1,41,36,ahnt9ejgwj58ul8auzdvi3czf,0,40.2,101.4,2024-10-25T17:43:46.044Z,2024-10-25T18:06:42Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310928621,233,289,5310928417,347,,5310928415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581875,290,1,1,41,44,36g6ifzjliec1jqnbtf7yesme,1,67.3,0.0,2024-10-25T17:43:54.603Z,2024-10-25T17:43:58Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310929245,212,28.1,5310929243,141,24.7,5310929241,140,88.0,5310929249,1,,5310929239,56,Center,5310929247,213,0.69,5310929237,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581879,291,61,1,41,48,36g6ifzjliec1jqnbtf7yesme,0,87.9,24.7,2024-10-25T17:43:58.236Z,2024-10-25T17:43:58Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5310929261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581927,448,1,1,41,49,ahnt9ejgwj58ul8auzdvi3czf,1,10.9,66.6,2024-10-25T17:43:59.054Z,2024-10-26T07:07:56Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310929525,56,Back,5310929523,157,,5310929531,212,30.3,5310929535,1,,5310929533,213,0.24,5310929529,141,77.2,5310929527,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581947,450,1,1,41,52,ahnt9ejgwj58ul8auzdvi3czf,1,39.8,82.1,2024-10-25T17:44:02.470Z,2024-10-25T17:44:04Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,5310929629,140,29.4,5310929635,141,81.5,5310929627,56,Back,5310929639,212,10.9,5310929643,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581959,451,1,1,41,54,ahnt9ejgwj58ul8auzdvi3czf,1,27.5,85.7,2024-10-25T17:44:04.086Z,2024-10-25T17:44:04Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310929697,212,14.4,5310929699,213,5.68,5310929691,56,Back,5310929693,140,38.8,5310929695,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738581967,452,1,1,41,55,ahnt9ejgwj58ul8auzdvi3czf,1,39.2,73.6,2024-10-25T17:44:04.839Z,2024-10-25T17:44:05Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310929739,56,Back,5310929747,213,2.85,5310929741,140,31.4,5310929743,141,77.2,5310929745,212,8.5,5310929763,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582001,453,1,1,41,56,ahnt9ejgwj58ul8auzdvi3czf,1,31.4,77.2,2024-10-25T17:44:06.263Z,2024-10-25T17:44:07Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310929965,56,Back,5310929973,213,5.40,5310929971,212,15.2,5310929969,141,60.0,5310929967,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582057,454,1,1,41,57,ahnt9ejgwj58ul8auzdvi3czf,1,38.5,53.9,2024-10-25T17:44:07.382Z,2024-10-25T17:44:11Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,5310930297,213,5.53,5310930299,1,,5310930289,56,Right,5310930291,140,72.4,5310930293,141,5.3,5310930295,212,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582069,455,1,1,42,1,ahnt9ejgwj58ul8auzdvi3czf,1,71.7,7.6,2024-10-25T17:44:11.110Z,2024-10-25T17:44:12Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310930371,141,31.8,5310930375,213,1.55,5310930373,212,16.5,5310930367,56,Center,5310930369,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582075,456,3,1,42,2,ahnt9ejgwj58ul8auzdvi3czf,0,70.2,32.4,2024-10-25T17:44:12.614Z,2024-10-26T07:08:47Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310930405,56,Center,5310930429,233,292,5312414573,465,,5310930407,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582081,292,7,1,42,3,36g6ifzjliec1jqnbtf7yesme,0,29.8,67.6,2024-10-25T17:44:12.615Z,2024-10-26T07:08:51Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5310930421,233,456,5310930413,56,Back,5310930415,285,,5312414711,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582145,457,1,1,42,6,ahnt9ejgwj58ul8auzdvi3czf,1,71.6,65.5,2024-10-25T17:44:16.583Z,2024-10-25T17:44:18Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310930715,212,14.2,5310930713,141,86.3,5310930711,140,73.0,5310930717,213,1.47,5310930709,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582207,458,1,1,42,8,ahnt9ejgwj58ul8auzdvi3czf,1,73.1,84.5,2024-10-25T17:44:18.230Z,2024-10-25T17:44:24Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310931057,213,4.68,5310931049,56,Center,5310931051,140,72.9,5310931055,212,6.8,5310931053,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582231,459,1,1,42,14,ahnt9ejgwj58ul8auzdvi3czf,1,73.9,68.7,2024-10-25T17:44:24.454Z,2024-10-25T17:44:26Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310931203,213,1.57,5310931201,212,7.5,5310931195,56,Left,5310931197,140,73.9,5310931199,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582235,460,1,1,42,17,ahnt9ejgwj58ul8auzdvi3czf,1,73.9,79.7,2024-10-25T17:44:26.727Z,2024-10-25T17:44:27Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310931215,140,72.8,5310931213,56,Center,5310931219,212,5.3,5310931221,213,4.49,5310931217,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582243,461,1,1,42,17,ahnt9ejgwj58ul8auzdvi3czf,1,72.8,72.1,2024-10-25T17:44:27.287Z,2024-10-25T17:44:28Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310931271,141,81.7,5310931275,213,1.46,5310931267,56,Left,5310931273,212,6.6,5310931269,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582261,462,1,1,42,18,ahnt9ejgwj58ul8auzdvi3czf,1,73.5,81.7,2024-10-25T17:44:28.486Z,2024-10-25T17:44:30Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310931357,141,79.0,5310931359,212,6.9,5310931361,213,6.01,5310931355,140,79.8,5310931353,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582269,463,1,1,42,20,ahnt9ejgwj58ul8auzdvi3czf,1,79.5,78.8,2024-10-25T17:44:29.910Z,2024-10-25T17:44:31Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,5310931405,140,71.0,5310931403,56,Left,5310931409,212,9.4,5310931407,141,83.0,5310931411,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582301,464,1,1,42,23,ahnt9ejgwj58ul8auzdvi3czf,1,70.5,82.3,2024-10-25T17:44:33.190Z,2024-10-25T17:44:34Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310931583,213,4.52,5310931581,212,8.1,5310931575,56,Center,5310931577,140,69.0,5310931579,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582317,465,1,1,42,25,ahnt9ejgwj58ul8auzdvi3czf,1,66.8,70.0,2024-10-25T17:44:34.663Z,2024-10-25T17:44:36Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310931659,56,Left,5310931661,140,71.4,5310931663,141,83.6,5310931665,212,10.4,5310931667,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582341,466,1,1,42,26,ahnt9ejgwj58ul8auzdvi3czf,1,71.4,83.6,2024-10-25T17:44:36.535Z,2024-10-25T17:44:39Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310931793,140,77.0,5310931795,141,92.1,5310931791,56,Left,5310931799,213,0.78,5310931797,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582347,467,1,1,42,29,ahnt9ejgwj58ul8auzdvi3czf,1,76.0,89.6,2024-10-25T17:44:39.367Z,2024-10-25T17:44:40Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310931861,56,Center,5310931869,213,4.18,5310931863,140,71.9,5310931865,141,78.8,5310931867,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582375,468,1,1,42,30,ahnt9ejgwj58ul8auzdvi3czf,0,71.9,78.8,2024-10-25T17:44:39.990Z,2024-10-26T07:09:43Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,5310932017,141,73.3,5312417035,4,,5310932023,212,5.0,5310932027,213,5.44,5310932011,56,Center,5310932015,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582365,293,8,1,42,31,36g6ifzjliec1jqnbtf7yesme,1,21.2,23.9,2024-10-25T17:44:40.676Z,2024-10-26T07:09:49Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5312417241,385,,5310931975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582425,469,1,1,42,34,ahnt9ejgwj58ul8auzdvi3czf,1,70.3,66.1,2024-10-25T17:44:43.702Z,2024-10-25T17:44:45Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,5310932281,212,8.3,5310932283,213,2.29,5310932275,56,Center,5310932277,140,65.1,5310932279,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582483,470,1,1,42,35,ahnt9ejgwj58ul8auzdvi3czf,1,65.1,75.3,2024-10-25T17:44:45.446Z,2024-10-25T17:44:49Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310932587,212,10.2,5310932583,140,69.0,5310932585,141,89.1,5310932589,213,1.16,5310932581,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582495,471,1,1,42,39,ahnt9ejgwj58ul8auzdvi3czf,1,68.2,88.7,2024-10-25T17:44:49.303Z,2024-10-25T17:44:50Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310932641,213,4.73,5310932639,212,8.2,5310932635,140,68.3,5310932633,56,Center,5310932637,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582515,472,1,1,42,40,ahnt9ejgwj58ul8auzdvi3czf,1,68.8,76.1,2024-10-25T17:44:49.991Z,2024-10-25T17:44:51Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310932741,56,Left,5310932745,141,88.3,5310932743,140,68.9,5310932749,213,1.56,5310932747,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582559,473,1,1,42,41,ahnt9ejgwj58ul8auzdvi3czf,1,71.7,86.6,2024-10-25T17:44:51.542Z,2024-10-25T17:44:56Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310932985,213,3.76,5310932983,212,7.9,5310932977,56,Left,5310932981,141,79.9,5310932979,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582573,474,1,1,42,46,ahnt9ejgwj58ul8auzdvi3czf,1,67.3,64.5,2024-10-25T17:44:56.071Z,2024-10-25T17:44:57Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310933079,213,1.31,5310933075,141,93.5,5310933073,140,72.4,5310933071,56,Left,5310933077,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582585,475,1,1,42,47,ahnt9ejgwj58ul8auzdvi3czf,1,72.6,93.3,2024-10-25T17:44:57.607Z,2024-10-25T17:44:59Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310933179,212,18.7,5310933175,140,66.7,5310933173,56,Center,5310933181,213,4.38,5310933177,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582599,476,1,1,42,50,ahnt9ejgwj58ul8auzdvi3czf,1,66.7,67.3,2024-10-25T17:44:59.622Z,2024-10-25T17:45:01Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310933257,212,9.4,5310933259,213,1.80,5310933253,140,64.7,5310933255,141,80.8,5310933251,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582607,477,1,1,42,51,ahnt9ejgwj58ul8auzdvi3czf,1,64.7,80.8,2024-10-25T17:45:01.174Z,2024-10-25T17:45:02Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310933315,140,73.1,5310933313,56,Left,5310933321,213,6.15,5310933319,212,8.9,5310933317,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582647,478,1,1,42,52,ahnt9ejgwj58ul8auzdvi3czf,1,73.3,79.0,2024-10-25T17:45:02.103Z,2024-10-25T17:45:05Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310933533,141,95.1,5310933535,212,11.5,5310933531,140,76.7,5310933529,56,Left,5310933537,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582687,479,1,1,42,55,ahnt9ejgwj58ul8auzdvi3czf,1,75.8,92.4,2024-10-25T17:45:05.446Z,2024-10-25T17:45:08Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310933755,141,86.2,5310933753,140,66.6,5310933751,56,Left,5310933759,213,3.55,5310933757,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582699,480,1,1,42,58,ahnt9ejgwj58ul8auzdvi3czf,1,69.9,78.1,2024-10-25T17:45:08.486Z,2024-10-25T17:45:09Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310933817,212,11.4,5310933813,140,67.0,5310933815,141,62.0,5310933819,213,4.44,5310933811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582757,481,1,1,43,0,ahnt9ejgwj58ul8auzdvi3czf,1,67.0,65.4,2024-10-25T17:45:09.718Z,2024-10-25T17:45:15Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,5310934093,141,78.7,5310934095,212,10.8,5310934091,140,61.3,5310934097,213,2.16,5310934089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582793,482,1,1,43,6,ahnt9ejgwj58ul8auzdvi3czf,1,66.6,72.3,2024-10-25T17:45:15.670Z,2024-10-25T17:45:19Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310934321,56,Left,5310934329,213,1.16,5310934325,141,96.5,5310934323,140,73.5,5310934327,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582801,483,3,1,43,10,ahnt9ejgwj58ul8auzdvi3czf,0,77.5,93.6,2024-10-25T17:45:19.798Z,2024-10-26T07:10:58Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,5310934343,286,,5312420013,465,,5310934405,233,294,5310934341,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582807,294,7,1,43,10,36g6ifzjliec1jqnbtf7yesme,1,22.5,6.4,2024-10-25T17:45:19.799Z,2024-10-26T07:11:00Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310934401,233,483,5310934369,56,Back,5310934373,285,,5312420121,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582885,296,1,1,43,12,36g6ifzjliec1jqnbtf7yesme,1,20.4,2.9,2024-10-25T17:45:21.932Z,2024-10-25T17:45:27Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5310934745,213,0.26,5310934743,212,33.8,5310934741,141,15.6,5310934735,155,,5310934747,1,,5310934737,56,Right,5310934739,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738856009,1197,83,1,43,16,ahnt9ejgwj58ul8auzdvi3czf,1,55.0,90.8,2024-10-25T17:45:26.101Z,2024-10-26T07:11:27Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5312420891,399,5hw5sfiqhzg7mnghdp52f7fqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582909,297,1,1,43,17,36g6ifzjliec1jqnbtf7yesme,0,48.3,17.3,2024-10-25T17:45:26.939Z,2024-10-25T17:45:28Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5310934843,213,4.55,5310934841,212,12.7,5310934839,141,0.0,5310934835,56,Back,5310934837,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582911,298,5,1,43,18,36g6ifzjliec1jqnbtf7yesme,0,45.2,-1.4,2024-10-25T17:45:28.525Z,2024-10-25T17:45:35Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5310935209,233,484,5310934851,347,,5310934849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738582975,484,5,1,43,18,ahnt9ejgwj58ul8auzdvi3czf,1,54.8,101.4,2024-10-25T17:45:28.525Z,2024-10-25T18:06:42Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,5310935147,56,Left,5310935149,347,,5310935185,233,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583081,485,1,1,43,27,ahnt9ejgwj58ul8auzdvi3czf,1,64.0,100.0,2024-10-25T17:45:37.014Z,2024-10-25T17:47:02Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,5310935697,212,11.0,5310935699,213,3.66,5310935689,107,,5310935695,141,93.0,5310941815,189,,5310935693,140,54.9,5310935691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583079,299,83,1,43,29,36g6ifzjliec1jqnbtf7yesme,0,46.1,23.6,2024-10-25T17:45:38.875Z,2024-10-25T17:45:43Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5310935971,399,cuufy3ioo1kio56er2cfn0mqc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583119,486,1,1,43,30,ahnt9ejgwj58ul8auzdvi3czf,1,54.9,93.0,2024-10-25T17:45:39.983Z,2024-10-26T07:12:28Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,5310935851,141,79.3,5310935849,140,61.4,5310935853,212,11.5,5310935855,213,5.34,5310935847,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583143,487,1,1,43,31,ahnt9ejgwj58ul8auzdvi3czf,1,61.4,79.3,2024-10-25T17:45:41.078Z,2024-10-25T17:47:06Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,5310935955,56,Back,5310935961,212,16.8,5310935959,141,78.8,5310935963,213,3.16,5310935957,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583161,488,1,1,43,33,ahnt9ejgwj58ul8auzdvi3czf,1,45.4,76.7,2024-10-25T17:45:43.207Z,2024-10-25T17:45:45Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310936081,140,31.5,5310936085,212,26.3,5310936083,141,44.6,5310936079,56,Back,5310936087,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583193,489,1,1,43,35,ahnt9ejgwj58ul8auzdvi3czf,1,31.7,47.5,2024-10-25T17:45:44.982Z,2024-10-25T17:45:47Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,5310936251,56,Back,5310936255,141,64.8,5310936253,140,36.2,5310936257,212,12.7,5310936259,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583271,490,1,1,43,37,ahnt9ejgwj58ul8auzdvi3czf,1,34.3,60.2,2024-10-25T17:45:47.159Z,2024-10-25T17:45:53Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310936709,213,4.73,5310936703,140,34.8,5310936705,141,17.3,5310936701,56,Back,5310936707,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583279,491,1,1,43,44,ahnt9ejgwj58ul8auzdvi3czf,1,39.6,19.2,2024-10-25T17:45:53.670Z,2024-10-25T17:45:54Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,5310936757,56,Back,5310936765,213,0.73,5310936763,212,12.7,5310936761,141,31.6,5310936759,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738583283,492,1,1,43,45,ahnt9ejgwj58ul8auzdvi3czf,1,48.7,31.5,2024-10-25T17:45:54.667Z,2024-10-26T07:13:11Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,5310936777,140,42.6,5310936779,141,29.4,5310936781,212,6.6,5310936783,213,3.36,5310936775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
