id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2804430383,424,1,2,46,39,c165yjiny1qnmfdvefxvflnkc,1,47.3,8.8,2025-04-21T13:05:49.581Z,2025-04-21T13:05:50Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5670090547,141,10.3,5670090551,213,0.07,5670090549,212,13.8,5670090543,56,Right,5670090545,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430411,425,1,2,46,40,c165yjiny1qnmfdvefxvflnkc,1,58.6,10.0,2025-04-21T13:05:50.700Z,2025-04-21T13:05:56Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5670090697,141,17.0,5670090695,140,35.2,5670090693,56,Back,5670090699,212,25.0,5670090701,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430439,426,1,2,46,45,c165yjiny1qnmfdvefxvflnkc,1,38.7,24.3,2025-04-21T13:05:55.949Z,2025-04-21T13:06:00Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5670090891,141,92.0,5670090897,1,,5670090889,140,51.8,5670090885,196,,5670090893,212,48.0,5670090883,155,,5670090887,56,Left,5670090895,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430459,427,1,2,46,49,c165yjiny1qnmfdvefxvflnkc,1,41.7,87.1,2025-04-21T13:05:59.789Z,2025-04-21T13:06:05Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5670091033,141,71.8,5670091031,140,45.1,5670091037,213,5.04,5670091029,56,Back,5670091035,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430479,428,1,2,46,54,c165yjiny1qnmfdvefxvflnkc,1,40.9,75.7,2025-04-21T13:06:04.988Z,2025-04-21T13:06:07Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5670091141,141,90.5,5670091137,56,Back,5670091143,212,11.1,5670091139,140,36.4,5670091145,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430489,429,1,2,46,56,c165yjiny1qnmfdvefxvflnkc,0,36.6,91.4,2025-04-21T13:06:06.845Z,2025-04-21T13:06:08Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5670091195,213,6.12,5670091187,56,Left,5670091193,212,43.7,5670091185,155,,5670091191,141,81.2,5670091197,1,,5670091189,140,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430499,468,1,2,46,58,ahnt9ejgwj58ul8auzdvi3czf,1,20.9,19.4,2025-04-21T13:06:08.340Z,2025-04-21T13:06:09Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670091239,140,21.5,5670091235,3,,5670091245,213,4.79,5670091243,212,7.8,5670091237,56,Back,5670091241,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430527,470,1,2,47,0,ahnt9ejgwj58ul8auzdvi3czf,1,21.5,8.0,2025-04-21T13:06:10.436Z,2025-04-21T13:06:12Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670091401,157,,5670091407,141,13.4,5670091403,56,Back,5670091411,213,1.03,5670091409,212,4.3,5670091413,1,,5670091405,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430539,471,1,2,47,1,ahnt9ejgwj58ul8auzdvi3czf,0,23.6,13.4,2025-04-21T13:06:12.101Z,2025-04-21T13:06:13Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670091501,213,5.10,5670091497,141,0.0,5670091491,3,,5670091495,140,27.4,5670091493,56,Back,5670091499,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430693,430,5,2,47,3,c165yjiny1qnmfdvefxvflnkc,1,75.6,101.0,2025-04-21T13:06:13.332Z,2025-04-21T14:08:30Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5670092353,56,Left,5670092355,347,,5670257829,233,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430541,472,5,2,47,3,ahnt9ejgwj58ul8auzdvi3czf,0,24.4,-1.0,2025-04-21T13:06:13.332Z,2025-04-21T14:08:31Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670257893,233,430,5670091509,347,,5670091507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430759,431,1,2,47,27,c165yjiny1qnmfdvefxvflnkc,1,80.5,100.0,2025-04-21T13:06:37.420Z,2025-04-21T13:06:43Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5670092775,140,92.7,5670092781,213,5.76,5670092779,212,14.8,5670092777,141,90.3,5670092771,107,,5670092773,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430761,432,61,2,47,32,c165yjiny1qnmfdvefxvflnkc,0,92.3,94.5,2025-04-21T13:06:42.260Z,2025-04-21T14:08:42Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5670092785,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430763,474,1,2,47,33,ahnt9ejgwj58ul8auzdvi3czf,1,11.0,3.2,2025-04-21T13:06:43.544Z,2025-04-21T18:37:52Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670092805,157,,5670092809,140,26.7,5670092813,212,18.1,5670092811,141,14.1,5670092817,1,,5670092815,213,0.42,5670092807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804696341,1012,1,2,47,35,ahnt9ejgwj58ul8auzdvi3czf,1,30.5,14.4,2025-04-21T13:06:45.495Z,2025-04-21T18:38:25Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5671578599,140,23.1,5671578605,213,3.68,5671578601,141,7.5,5671578597,56,Back,5671578603,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430783,475,1,2,47,36,ahnt9ejgwj58ul8auzdvi3czf,0,21.1,5.3,2025-04-21T13:06:46.500Z,2025-04-21T13:06:47Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670092939,1,,5670092929,56,Back,5670092935,212,21.7,5670092927,157,,5670092931,140,36.6,5670092937,213,0.72,5670092933,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430817,433,1,2,47,38,c165yjiny1qnmfdvefxvflnkc,0,63.8,66.6,2025-04-21T13:06:48.932Z,2025-04-21T14:08:47Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5670093123,141,65.1,5670093119,56,Center,5670093121,140,77.0,5670093127,213,6.21,5670093125,212,13.9,5670093117,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430837,476,12,2,47,39,ahnt9ejgwj58ul8auzdvi3czf,1,26.0,32.8,2025-04-21T13:06:49.429Z,2025-04-21T18:38:25Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670093229,213,0.88,5670093223,140,42.3,5670093225,141,63.0,5670093227,212,26.7,5670093221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430845,477,61,2,47,41,ahnt9ejgwj58ul8auzdvi3czf,1,42.3,63.0,2025-04-21T13:06:51.962Z,2025-04-21T13:06:52Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5670093257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430869,434,83,2,47,42,c165yjiny1qnmfdvefxvflnkc,0,70.1,53.6,2025-04-21T13:06:53.060Z,2025-04-21T14:08:51Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670290251,399,lioz4hr2umpne2bwar18qa96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430863,478,1,2,47,43,ahnt9ejgwj58ul8auzdvi3czf,0,29.2,45.7,2025-04-21T13:06:53.524Z,2025-04-21T13:06:53Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5670093321,213,5.22,5670093317,141,37.0,5670093315,140,32.3,5670093313,56,Back,5670093319,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430885,435,1,2,47,44,c165yjiny1qnmfdvefxvflnkc,1,68.6,63.4,2025-04-21T13:06:55.052Z,2025-04-21T13:06:55Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5670093455,141,65.8,5670093459,213,0.49,5670093451,56,Center,5670093457,212,3.5,5670093453,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430891,436,43,2,47,45,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-04-21T13:06:55.724Z,2025-04-21T13:06:58Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5670093637,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430907,437,61,2,47,46,c165yjiny1qnmfdvefxvflnkc,0,72.2,64.3,2025-04-21T13:06:57.116Z,2025-04-21T13:06:57Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5670093567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804430933,480,1,2,47,47,ahnt9ejgwj58ul8auzdvi3czf,1,31.8,36.7,2025-04-21T13:06:57.316Z,2025-04-21T13:06:59Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670093707,56,Back,5670093715,213,0.28,5670093711,141,43.7,5670093713,212,17.4,5670093709,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431017,481,1,2,47,49,ahnt9ejgwj58ul8auzdvi3czf,1,55.6,40.3,2025-04-21T13:06:59.749Z,2025-04-21T13:07:09Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5670094147,56,Right,5670094155,213,5.45,5670094151,141,12.2,5670094149,140,72.1,5670094153,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431025,482,1,2,47,59,ahnt9ejgwj58ul8auzdvi3czf,0,76.3,40.9,2025-04-21T13:07:09.348Z,2025-04-21T13:07:10Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670094195,212,18.3,5670094193,141,66.7,5670094191,140,81.2,5670094197,213,1.29,5670094189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431031,438,8,2,48,0,c165yjiny1qnmfdvefxvflnkc,1,23.0,31.8,2025-04-21T13:07:10.635Z,2025-04-21T18:38:57Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5671580261,383,,5670094215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431081,439,12,2,48,4,c165yjiny1qnmfdvefxvflnkc,1,21.6,16.7,2025-04-21T13:07:14.540Z,2025-04-21T18:38:55Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5670094493,213,0.63,5670094487,140,33.7,5671580169,15,,5670094489,141,30.3,5670094491,212,15.7,5670094485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431157,441,1,2,48,7,c165yjiny1qnmfdvefxvflnkc,1,31.7,17.0,2025-04-21T13:07:17.323Z,2025-04-21T13:07:22Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5670094819,140,39.2,5670094823,212,12.1,5670094821,141,3.4,5670094825,213,5.42,5670094817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431167,442,1,2,48,12,c165yjiny1qnmfdvefxvflnkc,0,58.2,12.9,2025-04-21T13:07:22.651Z,2025-04-21T13:07:24Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5670094879,56,Right,5670094881,140,71.5,5670094887,213,6.22,5670094885,212,14.0,5670094883,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431173,483,8,2,48,14,ahnt9ejgwj58ul8auzdvi3czf,1,29.2,77.0,2025-04-21T13:07:24.325Z,2025-04-21T18:39:08Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670094905,56,Back,5671580751,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431215,485,1,2,48,15,ahnt9ejgwj58ul8auzdvi3czf,1,33.2,93.0,2025-04-21T13:07:26.196Z,2025-04-21T13:07:28Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670095095,141,78.2,5670095093,140,40.2,5670095099,213,5.34,5670095091,56,Back,5670095097,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431231,486,1,2,48,17,ahnt9ejgwj58ul8auzdvi3czf,1,34.5,75.9,2025-04-21T13:07:28.196Z,2025-04-21T13:07:36Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5670095165,212,5.9,5670095163,141,69.1,5670095157,56,Back,5670095161,140,31.0,5670095167,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431221,443,43,2,48,19,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-04-21T13:07:29.675Z,2025-04-21T13:07:34Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5670095325,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431235,487,4,2,48,20,ahnt9ejgwj58ul8auzdvi3czf,1,31.8,80.5,2025-04-21T13:07:31.012Z,2025-04-21T13:55:57Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670095185,265,,5670095183,152,,5670095179,13,,5670095293,233,444,5670095187,285,,5670095181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431233,444,4,2,48,20,c165yjiny1qnmfdvefxvflnkc,0,68.2,19.5,2025-04-21T13:07:31.013Z,2025-04-21T13:55:58Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5670095275,286,,5670095267,56,Right,5670095297,233,487,5670095265,13,,5670095271,265,,5670095269,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431303,488,1,2,48,30,ahnt9ejgwj58ul8auzdvi3czf,1,31.8,74.1,2025-04-21T13:07:40.612Z,2025-04-21T13:07:41Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5670095573,141,33.4,5670095565,5,,5670095571,140,25.1,5670095569,56,Back,5670095577,213,4.46,5670095575,212,28.6,5670095567,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431343,489,1,2,48,31,ahnt9ejgwj58ul8auzdvi3czf,1,25.1,33.4,2025-04-21T13:07:41.508Z,2025-04-21T13:07:46Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670095797,212,15.5,5670095791,56,Back,5670095799,213,0.84,5670095793,140,34.9,5670095795,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431391,490,1,2,48,36,ahnt9ejgwj58ul8auzdvi3czf,1,37.2,37.7,2025-04-21T13:07:47.189Z,2025-04-21T13:07:52Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670096057,56,Back,5670096063,212,14.6,5670096061,141,59.0,5670096065,213,1.46,5670096059,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431427,491,1,2,48,42,ahnt9ejgwj58ul8auzdvi3czf,1,45.8,56.4,2025-04-21T13:07:52.532Z,2025-04-21T13:07:56Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5670096229,213,4.41,5670096223,140,39.9,5670096225,141,26.7,5670096227,212,21.1,5670096221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431449,492,1,2,48,45,ahnt9ejgwj58ul8auzdvi3czf,1,41.5,24.7,2025-04-21T13:07:56.147Z,2025-04-21T13:07:58Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670096363,141,3.8,5670096361,140,60.7,5670096367,213,5.67,5670096365,212,24.7,5670096359,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431463,493,1,2,48,47,ahnt9ejgwj58ul8auzdvi3czf,1,60.7,3.8,2025-04-21T13:07:58.084Z,2025-04-21T13:07:59Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670096441,56,Right,5670096447,212,8.9,5670096443,140,59.6,5670096449,213,1.70,5670096445,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431471,494,1,2,48,49,ahnt9ejgwj58ul8auzdvi3czf,1,59.6,16.8,2025-04-21T13:07:59.620Z,2025-04-21T13:08:00Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670096499,140,48.6,5670096505,213,3.52,5670096503,212,12.4,5670096501,141,10.1,5670096497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431523,495,1,2,48,50,ahnt9ejgwj58ul8auzdvi3czf,1,48.6,10.1,2025-04-21T13:08:00.436Z,2025-04-21T13:08:06Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670096755,212,18.6,5670096753,141,21.5,5670096749,56,Back,5670096757,213,2.71,5670096751,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431553,496,1,2,48,56,ahnt9ejgwj58ul8auzdvi3czf,1,32.7,25.8,2025-04-21T13:08:06.516Z,2025-04-21T13:08:10Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670096907,140,39.6,5670096911,212,15.0,5670096913,213,5.22,5670096909,141,6.5,5670096905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431615,497,1,2,49,0,ahnt9ejgwj58ul8auzdvi3czf,1,40.7,6.8,2025-04-21T13:08:10.324Z,2025-04-21T13:08:17Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670097219,140,27.9,5670097225,212,15.8,5670097217,56,Back,5670097227,213,2.59,5670097221,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431637,498,1,2,49,7,ahnt9ejgwj58ul8auzdvi3czf,1,29.6,27.1,2025-04-21T13:08:17.284Z,2025-04-21T13:08:19Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670097357,212,15.9,5670097351,56,Back,5670097353,140,38.7,5670097361,213,5.36,5670097355,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431643,499,1,2,49,9,ahnt9ejgwj58ul8auzdvi3czf,1,38.9,8.5,2025-04-21T13:08:19.732Z,2025-04-21T13:08:21Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670097385,56,Back,5670097391,212,7.8,5670097389,141,18.0,5670097387,140,43.0,5670097393,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431653,500,1,2,49,10,ahnt9ejgwj58ul8auzdvi3czf,1,43.0,18.0,2025-04-21T13:08:20.899Z,2025-04-21T18:39:38Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5670097433,212,9.6,5670097427,56,Back,5670097431,141,9.2,5670097435,213,3.81,5670097429,140,35.8,5671582441,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431659,501,1,2,49,11,ahnt9ejgwj58ul8auzdvi3czf,1,35.8,9.2,2025-04-21T13:08:21.716Z,2025-04-21T13:08:22Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670097457,213,2.46,5670097451,140,27.5,5670097453,141,19.7,5670097449,56,Back,5670097455,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431715,502,1,2,49,12,ahnt9ejgwj58ul8auzdvi3czf,1,27.5,19.7,2025-04-21T13:08:22.803Z,2025-04-21T13:08:28Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670097727,56,Back,5670097731,141,44.3,5670097733,212,22.5,5670097729,140,13.1,5670097735,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431739,503,1,2,49,17,ahnt9ejgwj58ul8auzdvi3czf,1,19.5,41.0,2025-04-21T13:08:27.923Z,2025-04-21T13:08:30Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670097855,212,10.1,5670097851,140,20.2,5670097857,213,4.79,5670097849,56,Back,5670097853,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431789,504,1,2,49,19,ahnt9ejgwj58ul8auzdvi3czf,1,20.2,26.2,2025-04-21T13:08:30.164Z,2025-04-21T13:08:34Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670098115,212,13.0,5670098117,213,0.31,5670098111,140,32.0,5670098109,56,Back,5670098113,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431791,505,50,2,49,24,ahnt9ejgwj58ul8auzdvi3czf,1,35.2,32.8,2025-04-21T13:08:34.340Z,2025-04-21T14:04:32Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670098335,233,445,5670098339,286,,5670098121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431831,445,7,2,49,24,c165yjiny1qnmfdvefxvflnkc,1,64.8,67.2,2025-04-21T13:08:34.341Z,2025-04-21T18:39:55Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670098311,56,Center,5671583365,178,,5670098313,285,,5671583363,383,,5670098331,233,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431839,446,1,2,49,26,c165yjiny1qnmfdvefxvflnkc,1,60.9,69.1,2025-04-21T13:08:36.922Z,2025-04-21T18:40:18Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5670098375,213,0.10,5670098367,56,Center,5670098369,140,73.2,5670098371,141,71.1,5670098373,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804697493,1013,83,2,49,27,ahnt9ejgwj58ul8auzdvi3czf,1,27.5,18.5,2025-04-21T13:08:37.325Z,2025-04-21T18:40:26Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5671585351,399,3ylgelxr6ssp42hidfnchqp2i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431849,447,61,2,49,28,c165yjiny1qnmfdvefxvflnkc,0,71.3,70.2,2025-04-21T13:08:38.690Z,2025-04-21T14:09:01Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5670098435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431843,506,1,2,49,28,ahnt9ejgwj58ul8auzdvi3czf,1,28.9,33.6,2025-04-21T13:08:39.204Z,2025-04-21T13:08:40Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5670098393,56,Back,5670098399,212,10.5,5670098395,140,18.9,5670098397,141,34.2,5670098405,213,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431871,507,1,2,49,30,ahnt9ejgwj58ul8auzdvi3czf,1,18.9,34.2,2025-04-21T13:08:41.147Z,2025-04-21T18:40:47Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670098529,56,Back,5670098535,212,15.3,5670098531,140,6.2,5670098537,213,2.63,5670098533,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431897,509,1,2,49,33,ahnt9ejgwj58ul8auzdvi3czf,1,6.6,45.1,2025-04-21T13:08:43.396Z,2025-04-21T13:08:45Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5670098685,141,17.3,5670098683,140,9.5,5670098689,213,4.87,5670098681,56,Back,5670098687,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431915,510,1,2,49,34,ahnt9ejgwj58ul8auzdvi3czf,1,9.5,17.3,2025-04-21T13:08:45.172Z,2025-04-21T13:08:47Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5670098757,56,Back,5670098763,212,13.8,5670098761,141,5.2,5670098765,213,5.65,5670098759,140,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804431953,511,1,2,49,37,ahnt9ejgwj58ul8auzdvi3czf,1,19.4,7.1,2025-04-21T13:08:47.396Z,2025-04-21T13:08:50Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5670098971,140,19.4,5670098983,213,1.57,5670098975,141,23.7,5670098967,56,Back,5670098979,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
