id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2746848045,373,1,1,37,27,anga7587r1zv4ey71ge9zxol3,0,51.9,41.1,2024-11-10T13:38:36.732Z,2024-11-10T19:29:36Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5355915453,212,16.7,5355915449,140,67.8,5355915443,3,,5355915447,56,Center,5355915445,168,,5355915451,141,41.7,5355915455,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848081,271,1,1,37,31,36g6ifzjliec1jqnbtf7yesme,1,35.4,62.9,2024-11-10T13:38:40.834Z,2024-11-10T13:38:42Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5355915639,212,17.5,5355915641,213,4.34,5355915633,56,Back,5355915637,141,38.9,5355915635,140,29.3,5355915631,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848159,273,1,1,37,33,36g6ifzjliec1jqnbtf7yesme,1,33.2,36.2,2024-11-10T13:38:42.497Z,2024-11-10T19:29:52Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5355916091,212,20.4,5355916089,141,48.7,5355916087,140,15.5,5355916085,56,Back,5355916093,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848261,274,1,1,37,37,36g6ifzjliec1jqnbtf7yesme,1,16.2,52.6,2024-11-10T13:38:46.401Z,2024-11-10T19:30:02Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5355916611,140,23.9,5355916617,213,0.85,5355916615,212,12.2,5355916613,141,66.0,5355916609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848339,275,1,1,37,44,36g6ifzjliec1jqnbtf7yesme,1,29.0,68.7,2024-11-10T13:38:53.521Z,2024-11-10T13:38:57Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5355917047,141,50.4,5355917045,140,17.5,5355917051,213,3.94,5355917049,212,17.3,5355917043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848385,276,1,1,37,47,36g6ifzjliec1jqnbtf7yesme,1,17.5,50.4,2024-11-10T13:38:56.928Z,2024-11-10T13:39:00Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5355917339,212,17.0,5355917333,56,Back,5355917341,213,1.10,5355917335,140,24.8,5355917337,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848565,277,1,1,37,51,36g6ifzjliec1jqnbtf7yesme,1,25.4,74.2,2024-11-10T13:39:00.273Z,2024-11-10T19:30:16Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5355918289,56,Back,5355918301,212,13.8,5355918305,213,4.11,5355918297,141,57.5,5355918293,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848623,278,1,1,38,0,36g6ifzjliec1jqnbtf7yesme,1,18.2,53.0,2024-11-10T13:39:09.281Z,2024-11-10T13:39:11Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5355918583,141,77.8,5355918581,140,19.7,5355918579,56,Back,5355918585,212,16.9,5355918587,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848703,279,1,1,38,2,36g6ifzjliec1jqnbtf7yesme,1,20.9,76.7,2024-11-10T13:39:11.617Z,2024-11-10T13:39:16Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5355919071,56,Back,5355919075,141,57.8,5355919077,212,16.9,5355919073,140,10.5,5355919079,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848803,280,1,1,38,7,36g6ifzjliec1jqnbtf7yesme,1,11.1,49.3,2024-11-10T13:39:16.370Z,2024-11-10T13:39:21Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5355919563,141,86.5,5355919557,155,,5355919559,56,Back,5355919561,140,13.6,5355919565,212,25.4,5355919567,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848831,281,1,1,38,12,36g6ifzjliec1jqnbtf7yesme,1,23.1,88.7,2024-11-10T13:39:21.681Z,2024-11-10T19:30:34Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5355919803,56,Back,5355919811,212,27.2,5355919817,213,5.91,5355919807,141,74.2,5355919805,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848895,282,1,1,38,15,36g6ifzjliec1jqnbtf7yesme,1,44.6,79.5,2024-11-10T13:39:24.321Z,2024-11-10T19:30:41Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5355920139,140,56.8,5355920145,213,0.67,5355920141,141,94.4,5355920137,56,Left,5355920143,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848917,284,61,1,38,16,36g6ifzjliec1jqnbtf7yesme,0,58.0,93.0,2024-11-10T13:39:25.569Z,2024-11-10T19:32:17Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5355920261,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747287223,895,1,1,38,17,anga7587r1zv4ey71ge9zxol3,0,41.0,11.3,2024-11-10T13:39:26.910Z,2024-11-10T21:15:32Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5358310271,212,0.9,5358311397,236,,5358310267,140,41.8,5358310265,56,Back,5358310269,141,11.8,5358735341,233,285,5358310273,213,0.38,5358311399,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848943,285,74,1,38,17,36g6ifzjliec1jqnbtf7yesme,1,59.1,89.9,2024-11-10T13:39:26.911Z,2024-11-10T21:15:32Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5358735369,233,895,5358311263,285,,5355920383,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848905,283,43,1,38,19,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-10T13:39:28.385Z,2024-11-10T13:39:34Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5355920199,140,52.1,5355920205,213,5.16,5355920201,141,85.6,5355920817,144,1,5355920197,56,Left,5355920203,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848911,374,1,1,38,19,anga7587r1zv4ey71ge9zxol3,0,40.7,18.2,2024-11-10T13:39:28.844Z,2024-11-10T19:32:38Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5355920221,56,Back,5355920227,212,1.9,5355920225,141,16.2,5355920223,140,42.0,5355920229,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747287655,758,61,1,38,19,36g6ifzjliec1jqnbtf7yesme,0,56.6,86.7,2024-11-10T13:39:29.023Z,2024-11-10T19:32:44Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5358312873,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746848999,376,1,1,38,23,anga7587r1zv4ey71ge9zxol3,1,43.7,27.4,2024-11-10T13:39:33.163Z,2024-11-10T19:32:52Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5355920769,213,5.01,5355920763,140,47.4,5355920765,141,8.6,5355920767,212,13.4,5355920761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849027,377,1,1,38,25,anga7587r1zv4ey71ge9zxol3,1,62.0,18.8,2024-11-10T13:39:34.348Z,2024-11-10T19:32:59Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5355920917,141,54.8,5355920915,140,70.7,5355920913,56,Center,5355920919,212,26.1,5355920923,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849055,378,1,1,38,26,anga7587r1zv4ey71ge9zxol3,0,68.5,54.8,2024-11-10T13:39:35.644Z,2024-11-10T19:33:06Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355921077,141,47.2,5355921075,140,90.2,5355921081,213,6.06,5355921079,212,23.4,5355921073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849083,286,52,1,38,29,36g6ifzjliec1jqnbtf7yesme,1,9.1,53.4,2024-11-10T13:39:39.104Z,2024-11-10T19:33:09Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5358314475,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849197,287,1,1,38,31,36g6ifzjliec1jqnbtf7yesme,1,14.5,49.9,2024-11-10T13:39:40.738Z,2024-11-10T19:33:19Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5355921803,213,5.25,5355921795,56,Back,5355921797,140,25.8,5355921849,189,,5355921793,123,,5355921801,212,23.0,5355921799,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849263,288,1,1,38,36,36g6ifzjliec1jqnbtf7yesme,1,27.9,21.9,2024-11-10T13:39:45.521Z,2024-11-10T19:33:27Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5355922119,212,30.8,5355922113,56,Back,5355922121,213,1.01,5355922115,140,43.6,5355922117,141,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849301,289,1,1,38,38,36g6ifzjliec1jqnbtf7yesme,1,45.1,62.1,2024-11-10T13:39:47.553Z,2024-11-10T13:39:49Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5355922301,141,69.1,5355922297,56,Center,5355922307,213,0.38,5355922341,189,,5355922303,212,12.8,5355922299,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849389,290,1,1,38,40,36g6ifzjliec1jqnbtf7yesme,1,71.5,72.8,2024-11-10T13:39:49.522Z,2024-11-10T19:33:34Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5355922759,212,17.3,5355922753,56,Left,5355922755,140,84.3,5355922757,141,88.9,5355922761,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849519,291,1,1,38,44,36g6ifzjliec1jqnbtf7yesme,1,71.5,80.2,2024-11-10T13:39:53.297Z,2024-11-10T13:39:57Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5355923379,140,63.4,5355923383,212,13.3,5355923381,141,65.2,5355923385,213,4.02,5355923377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849707,292,1,1,38,48,36g6ifzjliec1jqnbtf7yesme,1,69.5,45.4,2024-11-10T13:39:57.841Z,2024-11-10T19:33:45Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5355924411,212,26.2,5355924405,56,Right,5355924407,140,75.1,5355924413,213,4.94,5355924409,141,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849779,293,1,1,38,58,36g6ifzjliec1jqnbtf7yesme,0,86.9,12.1,2024-11-10T13:40:08.017Z,2024-11-10T19:33:49Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5355924823,213,1.30,5358317529,20,,5355924807,155,,5355924805,2,,5355924809,56,Right,5355924811,140,87.6,5355924821,212,2.8,5355924815,141,16.0,5358317527,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849679,380,61,1,38,59,anga7587r1zv4ey71ge9zxol3,1,5.4,88.3,2024-11-10T13:40:08.327Z,2024-11-10T13:52:34Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355924265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849789,294,13,1,38,59,36g6ifzjliec1jqnbtf7yesme,1,88.0,43.3,2024-11-10T13:40:08.779Z,2024-11-10T19:34:10Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5355927069,102,49.1,5355924893,56,Center,5355927071,103,83.3,5355927075,328,,5355924885,22,,5355927073,108,,5355927079,230,98.8,5358318953,215,,5355927081,231,5355927059,74,,5356003149,458,,5355927077,391,48.0,,5355925765,20,,5355924887,17,,,,,,,,,,,,,,,,,,,,,,
2746849843,295,5,1,39,4,36g6ifzjliec1jqnbtf7yesme,0,101.2,32.6,2024-11-10T13:40:13.421Z,2024-11-10T14:03:23Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5355925137,56,Center,5355925139,346,,5355925193,233,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746849731,381,5,1,39,4,anga7587r1zv4ey71ge9zxol3,1,-1.2,67.4,2024-11-10T13:40:13.421Z,2024-11-10T13:50:38Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5355925173,233,295,5355924569,56,Back,5355924571,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746850453,382,1,1,39,24,anga7587r1zv4ey71ge9zxol3,1,5.0,62.0,2024-11-10T13:40:33.701Z,2024-11-10T19:34:52Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5355928349,213,4.62,5355928343,140,4.3,5355928353,74,,5355928347,212,8.1,5355928345,141,50.1,5355928339,124,,5355928341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747289647,896,1,1,39,25,anga7587r1zv4ey71ge9zxol3,1,9.6,48.1,2024-11-10T13:40:35.030Z,2024-11-10T19:35:06Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5358323425,157,,5358323427,56,Center,5358323433,212,44.5,5358323429,140,51.8,5358323435,213,0.09,5358323437,1,,5358323431,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747289937,759,45,1,39,33,36g6ifzjliec1jqnbtf7yesme,0,48.2,45.8,2024-11-10T13:40:42.901Z,2024-11-10T19:35:22Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5358324975,285,,5358325059,233,897,5358324973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747289947,897,3,1,39,33,anga7587r1zv4ey71ge9zxol3,1,51.8,54.2,2024-11-10T13:40:42.901Z,2024-11-10T19:35:22Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5358325015,56,Center,5358325021,465,,5358325019,286,,5358325023,233,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746850573,383,1,1,39,35,anga7587r1zv4ey71ge9zxol3,1,61.5,67.7,2024-11-10T13:40:44.189Z,2024-11-10T19:35:28Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5355928915,213,0.77,5355928907,56,Left,5355928911,141,84.4,5355928909,140,72.7,5355928913,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746850589,384,1,1,39,41,anga7587r1zv4ey71ge9zxol3,0,79.9,85.0,2024-11-10T13:40:50.396Z,2024-11-10T19:35:32Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355929025,213,5.05,5355929017,56,Center,5355929015,155,,5358325985,223,,5355929021,141,46.9,5355929013,2,,5355929019,140,88.6,5358325989,20,,5355929023,212,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746850645,296,12,1,39,43,36g6ifzjliec1jqnbtf7yesme,1,10.9,51.3,2024-11-10T13:40:52.985Z,2024-11-10T13:52:42Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5355929459,167,,5355929313,213,2.16,5355929305,56,Back,5355929307,140,0.0,5355929309,141,78.7,5355929311,212,22.4,5355929333,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746850683,297,6,1,39,46,36g6ifzjliec1jqnbtf7yesme,0,3.6,69.1,2024-11-10T13:40:55.572Z,2024-11-10T19:35:49Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5355929601,56,Back,5355929659,233,385,5355929603,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746850631,385,6,1,39,46,anga7587r1zv4ey71ge9zxol3,1,96.4,30.9,2024-11-10T13:40:55.572Z,2024-11-10T14:00:54Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5355929625,233,297,5355929387,75,,5355929385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746874121,384,43,1,40,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-10T13:41:09.182Z,2024-11-10T14:08:06Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5356047135,212,11.4,5356047129,56,Right,5356047131,140,71.9,5356047139,213,0.05,5356084557,144,1,5356047133,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851335,390,43,1,40,22,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-11-10T13:41:31.515Z,2024-11-10T13:42:10Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355936621,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851429,391,1,1,40,24,anga7587r1zv4ey71ge9zxol3,1,99.5,0.5,2024-11-10T13:41:33.612Z,2024-11-10T22:17:30Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,1.0,,5355933087,212,29.2,5356003489,6,,5355933089,213,1.96,5356005879,223,,5355933083,140,89.0,5355935249,154,,5358327489,72,,5355933077,2,,5355933085,141,5355933081,56,Center,5355935247,210,13,5355933079,155,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851459,392,43,1,40,25,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-11-10T13:41:34.751Z,2024-11-10T19:36:44Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5355933265,286,0,5355933263,56,Center,5358330945,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851409,304,43,1,40,25,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-10T13:41:34.752Z,2024-11-10T19:36:43Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5355933403,233,392,5358330863,144,44,5355932957,285,0,5355932955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851469,393,13,1,40,25,anga7587r1zv4ey71ge9zxol3,1,94.5,41.7,2024-11-10T13:41:34.916Z,2024-11-10T19:36:31Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5355935293,230,98.9,5355935299,231,47.3,5355934501,15,,5355934499,25,,5355935279,102,53.1,5355935273,154,,5355934507,328,,5355935275,55,391,5355935271,29,5355935269,74,,5355935283,103,77.8,5355933319,56,,Center,5355934503,60,,,,,,,,,,,,,,,,,,,,,,,,,
2746851735,305,5,1,40,26,36g6ifzjliec1jqnbtf7yesme,1,-1.0,69.4,2024-11-10T13:41:35.321Z,2024-11-10T19:36:32Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5355934699,346,,5355934697,56,Back,5355934737,233,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851505,394,5,1,40,26,anga7587r1zv4ey71ge9zxol3,0,101.0,30.6,2024-11-10T13:41:35.321Z,2024-11-10T19:36:33Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5355934793,233,305,5355933511,346,,5355933509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851775,306,1,1,40,44,36g6ifzjliec1jqnbtf7yesme,1,4.6,57.9,2024-11-10T13:41:53.441Z,2024-11-10T13:41:55Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5355934895,141,62.0,5355934897,212,14.7,5355934891,56,Back,5355934889,124,,5355934939,189,,5355934899,213,0.19,5355934893,140,18.3,5355934903,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851835,307,1,1,40,46,36g6ifzjliec1jqnbtf7yesme,1,19.7,62.3,2024-11-10T13:41:55.889Z,2024-11-10T13:41:57Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5355935207,56,Back,5355935219,213,5.10,5355935211,140,27.8,5355935217,212,22.4,5355935215,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746851927,308,1,1,40,48,36g6ifzjliec1jqnbtf7yesme,1,37.7,38.9,2024-11-10T13:41:57.664Z,2024-11-10T19:37:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5355935747,56,Back,5355935751,141,59.1,5355935755,213,1.52,5355935753,212,13.8,5355935749,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852001,309,1,1,40,53,36g6ifzjliec1jqnbtf7yesme,1,42.6,65.8,2024-11-10T13:42:02.433Z,2024-11-10T19:37:05Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5355936173,140,44.0,5355936179,213,4.78,5355936171,56,Back,5355936177,212,20.6,5355936175,141,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852039,310,1,1,40,57,36g6ifzjliec1jqnbtf7yesme,0,45.0,37.2,2024-11-10T13:42:06.690Z,2024-11-10T19:37:11Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5355936379,155,,5355936383,140,80.8,5355936389,212,42.4,5355936381,56,Center,5355936385,141,66.2,5355936681,1,,5355936393,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852117,395,61,1,41,4,anga7587r1zv4ey71ge9zxol3,1,18.1,32.7,2024-11-10T13:42:13.271Z,2024-11-10T19:37:14Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5355936795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852169,396,52,1,41,7,anga7587r1zv4ey71ge9zxol3,1,3.6,38.9,2024-11-10T13:42:16.492Z,2024-11-10T19:37:24Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5358333685,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852303,397,1,1,41,9,anga7587r1zv4ey71ge9zxol3,1,7.3,49.9,2024-11-10T13:42:18.285Z,2024-11-10T19:37:30Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5355937749,213,1.06,5358334357,287,,5355937743,140,22.7,5355937745,141,92.6,5355937747,212,33.2,5355937739,123,,5355937741,56,Back,5355937751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852319,398,1,1,41,13,anga7587r1zv4ey71ge9zxol3,0,12.6,90.5,2024-11-10T13:42:22.508Z,2024-11-10T13:42:23Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5355937881,140,49.1,5355937885,212,38.7,5355937887,213,6.15,5355937877,155,,5355937879,56,Back,5355937891,1,,5355937883,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852401,311,1,1,41,15,36g6ifzjliec1jqnbtf7yesme,1,35.2,7.9,2024-11-10T13:42:24.770Z,2024-11-10T13:42:27Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5355938383,212,25.1,5355938369,3,,5355938373,56,Right,5355938379,141,3.8,5355938377,140,59.0,5355938387,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852521,313,3,1,41,25,36g6ifzjliec1jqnbtf7yesme,0,67.4,5.2,2024-11-10T13:42:34.209Z,2024-11-10T21:15:29Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5358735027,233,399,5358336027,465,,5355939049,286,,5355939047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852565,399,7,1,41,25,anga7587r1zv4ey71ge9zxol3,1,32.6,94.8,2024-11-10T13:42:34.210Z,2024-11-10T21:15:29Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5358735003,233,313,5355939217,167,,5355939219,56,Back,5358335665,385,,5355939223,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852605,314,5,1,41,26,36g6ifzjliec1jqnbtf7yesme,1,70.4,-1.2,2024-11-10T13:42:35.842Z,2024-11-10T14:03:24Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5355939423,347,,5355939663,233,400,5355939421,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746852635,400,5,1,41,26,anga7587r1zv4ey71ge9zxol3,0,29.6,101.2,2024-11-10T13:42:35.842Z,2024-11-10T14:03:25Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5355939673,233,314,5355939631,56,Back,5355939633,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
