id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2709263493,415,1,2,46,8,anga7587r1zv4ey71ge9zxol3,1,47.3,93.2,2024-08-16T18:06:41.839Z,2024-08-16T18:06:44Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150277133,56,Back,5150277135,140,33.7,5150277137,141,83.0,5150277141,213,3.59,5150277139,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263551,416,1,2,46,11,anga7587r1zv4ey71ge9zxol3,1,34.0,80.8,2024-08-16T18:06:44.638Z,2024-08-16T18:06:49Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150277445,141,46.3,5150277451,213,4.69,5150277441,140,33.6,5150277439,56,Back,5150277449,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263579,417,1,2,46,16,anga7587r1zv4ey71ge9zxol3,1,33.8,44.2,2024-08-16T18:06:49.087Z,2024-08-16T18:06:51Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5150277591,212,15.1,5150277587,140,30.0,5150277585,56,Back,5150277593,213,4.44,5150277589,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263593,418,1,2,46,17,anga7587r1zv4ey71ge9zxol3,1,30.0,22.8,2024-08-16T18:06:51.006Z,2024-08-16T18:06:51Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5150277647,56,Back,5150277657,141,33.6,5150277665,213,1.05,5150277653,140,34.0,5150277661,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263611,419,1,2,46,18,anga7587r1zv4ey71ge9zxol3,1,34.0,33.6,2024-08-16T18:06:51.631Z,2024-08-16T18:06:53Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150277777,213,4.75,5150277775,212,20.9,5150277763,56,Back,5150277769,140,34.7,5150277773,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263637,420,1,2,46,20,anga7587r1zv4ey71ge9zxol3,1,34.7,2.9,2024-08-16T18:06:53.279Z,2024-08-16T18:06:54Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5150277943,141,16.8,5150277941,140,26.9,5150277949,213,2.28,5150277939,56,Back,5150277947,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263643,421,1,2,46,21,anga7587r1zv4ey71ge9zxol3,0,26.9,16.8,2024-08-16T18:06:54.446Z,2024-08-16T18:06:55Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5150278009,213,6.02,5150278001,56,Back,5150278005,141,9.1,5150278007,212,20.2,5150278003,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263763,481,1,2,46,23,59as3grjvj19voay31j3yfgni,1,59.9,92.5,2024-08-16T18:06:57.004Z,2024-08-16T18:07:01Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150278617,213,5.32,5150278611,141,76.8,5150278605,56,Center,5150278607,140,66.9,5150278613,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263923,482,1,2,46,28,59as3grjvj19voay31j3yfgni,1,69.0,64.5,2024-08-16T18:07:01.164Z,2024-08-16T18:07:09Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150279507,212,23.7,5150279505,141,32.5,5150279509,213,5.12,5150279501,56,Center,5150279503,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263931,483,1,2,46,36,59as3grjvj19voay31j3yfgni,0,94.9,30.8,2024-08-16T18:07:09.532Z,2024-08-16T18:07:12Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150279725,233,422,5150279729,286,,5150279533,140,94.5,5150279537,212,1.8,5150279535,141,33.3,5150279539,213,1.81,5150279531,56,Center,5150279723,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263969,422,74,2,46,36,anga7587r1zv4ey71ge9zxol3,1,5.1,77.6,2024-08-16T18:07:09.533Z,2024-08-16T18:12:31Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150279715,56,Back,5150279717,285,,5150279751,233,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264009,423,6,2,46,39,anga7587r1zv4ey71ge9zxol3,0,3.2,61.0,2024-08-16T18:07:12.843Z,2024-08-16T18:12:27Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5150279921,56,Back,5150279961,233,484,5150279923,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709263983,484,6,2,46,39,59as3grjvj19voay31j3yfgni,1,96.8,39.0,2024-08-16T18:07:12.843Z,2024-08-16T18:12:26Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150279941,233,423,5150279889,56,Center,5150279891,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264591,485,1,2,47,17,59as3grjvj19voay31j3yfgni,0,99.5,0.5,2024-08-16T18:07:50.396Z,2024-08-16T18:07:53Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5150283163,155,,5150283171,141,50.4,5150283177,1,,5150283175,213,1.72,5150283159,2,,5150283161,6,,5150283173,212,34.3,5150283169,140,94.6,5150283167,56,Center,5150283165,224,,,,,,,,,,,,,,,,,,,,,,,,,
2709264621,424,12,2,47,20,anga7587r1zv4ey71ge9zxol3,1,3.6,47.8,2024-08-16T18:07:53.711Z,2024-08-16T18:07:55Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150283367,56,Back,5150283373,212,30.3,5150283369,140,21.4,5150283375,213,0.91,5150283395,15,,5150283371,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264685,486,1,2,47,23,59as3grjvj19voay31j3yfgni,1,73.2,20.9,2024-08-16T18:07:56.347Z,2024-08-16T18:07:59Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150283725,56,Right,5150283733,213,5.70,5150283727,140,88.0,5150283729,141,5.9,5150283731,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264753,487,1,2,47,26,59as3grjvj19voay31j3yfgni,0,90.7,7.0,2024-08-16T18:07:59.068Z,2024-08-16T18:08:02Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5150284045,155,,5150284049,56,Center,5150284043,2,,5150284051,140,92.2,5150284059,212,26.5,5150284055,141,45.9,5150284063,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264777,425,12,2,47,29,anga7587r1zv4ey71ge9zxol3,1,10.1,60.3,2024-08-16T18:08:02.238Z,2024-08-16T18:08:04Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5150284177,140,22.2,5150284175,56,Back,5150284179,141,32.1,5150284183,213,5.30,5150284209,15,,5150284181,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264861,488,1,2,47,31,59as3grjvj19voay31j3yfgni,1,74.4,65.9,2024-08-16T18:08:04.956Z,2024-08-16T18:08:08Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5150284653,141,84.2,5150284651,140,77.4,5150284655,212,12.8,5150284657,213,1.32,5150284649,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264987,489,1,2,47,35,59as3grjvj19voay31j3yfgni,1,78.0,86.5,2024-08-16T18:08:08.347Z,2024-08-16T18:11:48Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,1.0,,5150285315,213,5.39,5150285303,2,,5150285311,141,60.8,5150285309,140,91.3,5150306129,154,,5150285313,212,22.4,5150285305,155,,5150306127,210,13,5150285307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265007,490,44,2,47,37,59as3grjvj19voay31j3yfgni,1,92.6,58.4,2024-08-16T18:08:10.461Z,2024-08-16T18:09:17Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150285429,56,Center,5150285505,233,426,5150285431,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709264913,426,44,2,47,37,anga7587r1zv4ey71ge9zxol3,0,7.8,40.8,2024-08-16T18:08:10.462Z,2024-08-16T18:08:16Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5150284909,56,Back,5150284911,285,,5150285511,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265023,491,13,2,47,38,59as3grjvj19voay31j3yfgni,1,91.3,60.8,2024-08-16T18:08:11.700Z,2024-08-16T18:11:48Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150285461,22,,5150306187,146,97.6,5150306193,231,50.7,5150306169,55,489,5150306161,75,,5150306189,147,44.2,5150306175,102,37.0,5150299303,15,,5150285463,17,,5150285465,56,Center,5150299307,328,5150306165,154,5150299309,153,,5150306191,230,,,5150306179,103,5150306163,29,,99.3,2.8,,,,,,
2709264995,428,11,2,47,39,anga7587r1zv4ey71ge9zxol3,0,1.4,57.2,2024-08-16T18:08:12.751Z,2024-08-16T18:08:17Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5150285359,56,Back,5150285361,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265195,429,1,2,47,51,anga7587r1zv4ey71ge9zxol3,1,7.7,41.9,2024-08-16T18:08:24.367Z,2024-08-16T18:09:04Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5150286525,189,,5150286493,212,20.9,5150286481,56,Back,5150286489,141,27.2,5150286479,123,,5150286483,140,25.2,5150286497,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265321,430,43,2,47,53,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-16T18:08:26.718Z,2024-08-16T18:08:44Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150288137,144,1,5150287133,141,10.1,5150287129,56,Back,5150287131,140,16.8,5150287137,213,3.14,5150287135,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265387,431,1,2,48,0,anga7587r1zv4ey71ge9zxol3,1,29.6,52.3,2024-08-16T18:08:33.455Z,2024-08-16T18:09:22Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150287411,213,0.49,5150288297,189,,5150287403,56,Center,5150287407,141,72.4,5150287405,140,54.1,5150287409,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265413,432,1,2,48,3,anga7587r1zv4ey71ge9zxol3,1,70.3,70.3,2024-08-16T18:08:36.174Z,2024-08-16T18:08:37Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5150287513,140,89.7,5150287515,141,68.4,5150287517,212,20.4,5150287519,213,6.22,5150287511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265429,433,1,2,48,4,anga7587r1zv4ey71ge9zxol3,0,90.7,69.1,2024-08-16T18:08:37.710Z,2024-08-16T18:08:39Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150287599,212,14.0,5150287597,141,49.1,5150287595,140,93.9,5150287601,213,4.95,5150287593,56,Center,5150287639,286,,5150287635,233,492,5150287633,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265425,492,74,2,48,4,59as3grjvj19voay31j3yfgni,1,10.7,29.4,2024-08-16T18:08:37.711Z,2024-08-16T18:08:39Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150287587,285,,5150287585,56,Back,5150287661,233,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265505,493,12,2,48,5,59as3grjvj19voay31j3yfgni,1,7.1,43.5,2024-08-16T18:08:39.020Z,2024-08-16T18:11:47Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150288063,140,6.7,5150288065,141,33.4,5150288067,212,6.9,5150288069,213,4.65,5150288061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265509,494,61,2,48,6,59as3grjvj19voay31j3yfgni,1,6.7,33.3,2024-08-16T18:08:39.663Z,2024-08-16T18:11:49Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150288085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265457,434,6,2,48,6,anga7587r1zv4ey71ge9zxol3,1,98.3,67.4,2024-08-16T18:08:39.823Z,2024-08-16T18:12:27Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150287777,73,,5150287775,56,Center,5150288115,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709265515,495,6,2,48,6,59as3grjvj19voay31j3yfgni,0,1.7000000000000002,32.6,2024-08-16T18:08:39.823Z,2024-08-16T18:12:27Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150288119,233,434,5150288111,56,Back,5150288113,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266365,435,1,2,48,51,anga7587r1zv4ey71ge9zxol3,1,99.5,99.5,2024-08-16T18:09:24.191Z,2024-08-16T18:09:31Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150292767,6,,5150292769,56,Left,5150292773,141,84.8,5150292777,213,3.76,5150292775,212,17.3,5150292771,140,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266373,436,1,2,48,57,anga7587r1zv4ey71ge9zxol3,0,97.7,70.9,2024-08-16T18:09:30.558Z,2024-08-16T18:09:33Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5150292811,212,2.0,5150293023,233,496,5150293027,286,,5150292813,213,4.01,5150292805,56,Center,5150292807,140,96.5,5150293021,236,,5150292809,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266407,496,74,2,48,57,59as3grjvj19voay31j3yfgni,1,1.2,32.0,2024-08-16T18:09:30.559Z,2024-08-16T18:12:31Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150292971,56,Back,5150293065,233,436,5150292973,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266401,437,6,2,48,59,anga7587r1zv4ey71ge9zxol3,1,99.2,70.8,2024-08-16T18:09:32.703Z,2024-08-16T18:12:27Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5150292951,73,,5150292949,56,Center,5150293153,233,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266421,497,6,2,48,59,59as3grjvj19voay31j3yfgni,0,0.8,29.2,2024-08-16T18:09:32.703Z,2024-08-16T18:12:28Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150293069,56,Back,5150293167,233,437,5150293075,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266851,438,1,2,49,23,anga7587r1zv4ey71ge9zxol3,0,99.5,99.5,2024-08-16T18:09:56.974Z,2024-08-16T18:09:59Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150295579,213,4.51,5150295555,6,,5150295571,140,93.7,5150295563,223,,5150295559,155,,5150295577,212,30.4,5150295575,141,55.7,5150295567,56,Center,5150295553,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266913,498,12,2,49,26,59as3grjvj19voay31j3yfgni,1,7.4,42.4,2024-08-16T18:09:59.852Z,2024-08-16T18:12:02Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150295915,141,0.0,5150296081,167,,5150295963,15,,5150295917,212,30.4,5150295919,213,4.82,5150295911,56,Back,5150295913,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266907,439,5,2,49,27,anga7587r1zv4ey71ge9zxol3,1,87.2,101.8,2024-08-16T18:10:00.831Z,2024-08-16T18:12:29Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150296111,233,499,5150295867,56,Left,5150295871,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709266943,499,5,2,49,27,59as3grjvj19voay31j3yfgni,0,12.8,-1.8,2024-08-16T18:10:00.831Z,2024-08-16T18:12:30Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150296067,56,Back,5150296147,233,439,5150296069,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267081,440,1,2,49,39,anga7587r1zv4ey71ge9zxol3,1,83.3,100.0,2024-08-16T18:10:12.542Z,2024-08-16T18:10:13Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150296777,213,5.28,5150296775,212,7.0,5150296763,107,,5150296765,56,Left,5150296773,141,92.7,5150296769,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267135,441,1,2,49,40,anga7587r1zv4ey71ge9zxol3,1,86.9,92.7,2024-08-16T18:10:13.325Z,2024-08-16T18:10:16Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5150297073,140,79.4,5150297079,213,2.76,5150297071,56,Left,5150297077,212,8.5,5150297075,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267147,442,1,2,49,42,anga7587r1zv4ey71ge9zxol3,0,78.0,96.9,2024-08-16T18:10:15.885Z,2024-08-16T18:10:16Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150297193,56,Left,5150297201,213,0.00,5150297199,212,6.6,5150297197,141,96.9,5150297195,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267161,500,8,2,49,44,59as3grjvj19voay31j3yfgni,1,14.6,5.9,2024-08-16T18:10:17.340Z,2024-08-16T18:10:17Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150297247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267179,443,5,2,49,44,anga7587r1zv4ey71ge9zxol3,1,83.7,102.0,2024-08-16T18:10:17.391Z,2024-08-16T18:10:19Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150297449,233,501,5150297317,56,Left,5150297319,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267201,501,5,2,49,44,59as3grjvj19voay31j3yfgni,0,16.3,-2.0,2024-08-16T18:10:17.391Z,2024-08-16T18:12:30Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150297421,347,,5150297473,233,443,5150297419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267613,444,1,2,50,12,anga7587r1zv4ey71ge9zxol3,0,88.1,100.0,2024-08-16T18:10:45.261Z,2024-08-16T18:10:48Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5150299835,140,96.2,5150299837,141,57.3,5150299839,212,31.3,5150299831,107,,5150299841,213,4.99,5150299833,56,Center,5150299843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267619,502,11,2,50,15,59as3grjvj19voay31j3yfgni,1,3.8,40.0,2024-08-16T18:10:48.668Z,2024-08-16T18:10:48Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150299885,56,Back,5150299887,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267709,503,1,2,50,19,59as3grjvj19voay31j3yfgni,1,15.1,37.7,2024-08-16T18:10:52.908Z,2024-08-16T18:10:56Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150300447,212,15.5,5150300445,141,17.2,5150300439,123,,5150300449,213,5.17,5150300441,56,Back,5150300443,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267735,504,1,2,50,23,59as3grjvj19voay31j3yfgni,1,24.2,15.3,2024-08-16T18:10:56.268Z,2024-08-16T18:10:57Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150300581,213,1.05,5150300573,56,Back,5150300579,212,12.7,5150300577,141,31.5,5150300575,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267745,505,1,2,50,24,59as3grjvj19voay31j3yfgni,1,30.2,31.5,2024-08-16T18:10:57.771Z,2024-08-16T18:10:58Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150300643,213,3.88,5150300641,212,10.8,5150300639,141,20.9,5150300637,140,22.6,5150300635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267777,506,1,2,50,25,59as3grjvj19voay31j3yfgni,1,22.6,20.9,2024-08-16T18:10:58.684Z,2024-08-16T18:11:00Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150300881,212,11.5,5150300885,213,1.91,5150300871,56,Back,5150300877,141,36.8,5150300875,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267881,507,1,2,50,27,59as3grjvj19voay31j3yfgni,1,19.2,36.8,2024-08-16T18:11:00.604Z,2024-08-16T18:11:06Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150301521,213,0.93,5150301515,140,34.1,5150301517,141,67.8,5150301511,56,Back,5150301519,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267929,508,1,2,50,32,59as3grjvj19voay31j3yfgni,1,38.6,72.9,2024-08-16T18:11:05.884Z,2024-08-16T18:11:09Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150301851,212,20.5,5150301855,213,0.84,5150301843,56,Left,5150301847,140,51.7,5150301849,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709267961,509,1,2,50,36,59as3grjvj19voay31j3yfgni,1,51.9,95.3,2024-08-16T18:11:09.213Z,2024-08-16T18:11:10Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5150302115,141,95.5,5150302117,212,6.3,5150302111,56,Left,5150302119,213,0.02,5150302113,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268001,510,1,2,50,38,59as3grjvj19voay31j3yfgni,1,59.5,96.7,2024-08-16T18:11:11.804Z,2024-08-16T18:11:12Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150302327,140,56.0,5150302333,212,6.2,5150302325,56,Left,5150302331,141,89.3,5150302335,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268099,511,1,2,50,39,59as3grjvj19voay31j3yfgni,1,53.8,87.7,2024-08-16T18:11:12.636Z,2024-08-16T18:11:17Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150302831,213,3.72,5150302823,56,Back,5150302825,140,39.7,5150302827,141,73.4,5150302829,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268141,512,1,2,50,43,59as3grjvj19voay31j3yfgni,1,44.0,68.7,2024-08-16T18:11:16.556Z,2024-08-16T18:11:19Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5150303017,141,68.7,5150303011,140,52.8,5150303023,213,0.00,5150303009,56,Center,5150303021,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268193,513,1,2,50,46,59as3grjvj19voay31j3yfgni,1,52.9,67.8,2024-08-16T18:11:19.531Z,2024-08-16T18:11:22Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150303359,213,4.28,5150303351,56,Back,5150303357,212,18.5,5150303355,141,43.1,5150303353,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268229,514,1,2,50,49,59as3grjvj19voay31j3yfgni,1,53.3,32.9,2024-08-16T18:11:22.860Z,2024-08-16T18:11:25Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150303585,140,57.7,5150303587,141,4.2,5150303589,212,20.1,5150303591,213,4.94,5150303583,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268249,515,1,2,50,52,59as3grjvj19voay31j3yfgni,1,62.5,5.8,2024-08-16T18:11:25.164Z,2024-08-16T18:11:26Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150303743,213,1.19,5150303737,140,66.2,5150303735,56,Right,5150303741,212,10.3,5150303739,141,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268283,516,1,2,50,53,59as3grjvj19voay31j3yfgni,1,66.2,19.9,2024-08-16T18:11:26.460Z,2024-08-16T18:11:27Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5150303907,213,2.35,5150303905,212,7.6,5150303899,56,Center,5150303901,140,61.1,5150303903,141,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268315,517,1,2,50,54,59as3grjvj19voay31j3yfgni,1,61.1,27.8,2024-08-16T18:11:27.852Z,2024-08-16T18:11:29Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150304103,213,0.70,5150304101,212,12.2,5150304099,141,39.4,5150304097,140,70.0,5150304095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268349,518,1,2,50,56,59as3grjvj19voay31j3yfgni,1,70.0,41.4,2024-08-16T18:11:29.276Z,2024-08-16T18:11:31Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5150304249,140,61.1,5150304247,56,Center,5150304255,213,2.17,5150304251,141,61.6,5150304253,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709268455,519,1,2,50,58,59as3grjvj19voay31j3yfgni,1,63.7,65.3,2024-08-16T18:11:31.260Z,2024-08-16T18:11:37Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150304831,141,96.7,5150304837,213,0.96,5150304833,212,26.0,5150304827,56,Left,5150304829,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
