id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/13/value
2800910273,652,1,2,48,59,77tfx9me4aaqhzv78bmgsy9bg,1,84.9,66.3,2025-04-13T17:11:15.037Z,2025-04-13T17:11:16Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650695039,141,58.2,5650695043,213,5.19,5650695041,212,6.2,5650695035,56,Center,5650695037,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910305,653,1,2,49,0,77tfx9me4aaqhzv78bmgsy9bg,1,87.6,58.2,2025-04-13T17:11:15.998Z,2025-04-13T17:11:17Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5650695229,56,Center,5650695233,141,60.3,5650695237,213,2.92,5650695231,140,81.5,5650695235,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910341,654,1,2,49,1,77tfx9me4aaqhzv78bmgsy9bg,1,82.4,61.1,2025-04-13T17:11:17.086Z,2025-04-13T17:11:19Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5650695393,56,Left,5650695397,140,83.1,5650695403,212,14.1,5650695407,213,1.52,5650695401,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910359,655,1,2,49,3,77tfx9me4aaqhzv78bmgsy9bg,0,84.1,81.5,2025-04-13T17:11:19.006Z,2025-04-13T19:51:40Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650695429,140,85.4,5650695433,212,3.6,5650695431,141,76.6,5650695435,213,5.10,5650695425,155,,5650695423,2,,5650695427,56,Center,5651362845,72,,5651362843,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910391,390,61,2,49,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.1,27.1,2025-04-13T17:11:21Z,2025-04-13T17:11:21Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650695587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910513,656,1,2,49,8,77tfx9me4aaqhzv78bmgsy9bg,1,72.3,82.1,2025-04-13T17:11:24.397Z,2025-04-13T17:11:27Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650696309,213,4.62,5650696301,140,70.6,5650696297,56,Center,5650696307,212,20.0,5650696305,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910599,657,1,2,49,11,77tfx9me4aaqhzv78bmgsy9bg,1,69.6,47.8,2025-04-13T17:11:27.086Z,2025-04-13T17:11:31Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650696705,56,Right,5650696707,140,73.2,5650696711,212,29.6,5650696713,213,4.84,5650696709,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910659,658,1,2,49,15,77tfx9me4aaqhzv78bmgsy9bg,1,71.9,7.4,2025-04-13T17:11:31.486Z,2025-04-13T17:11:35Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650697061,56,Right,5650697067,212,8.9,5650697063,140,68.1,5650697065,141,19.1,5650697069,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910707,659,1,2,49,19,77tfx9me4aaqhzv78bmgsy9bg,1,67.3,27.4,2025-04-13T17:11:35.310Z,2025-04-13T17:11:37Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650697257,56,Center,5650697259,140,54.5,5650697263,212,24.5,5650697261,141,57.6,5650697265,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910759,660,1,2,49,21,77tfx9me4aaqhzv78bmgsy9bg,1,54.5,57.6,2025-04-13T17:11:37.006Z,2025-04-13T17:11:40Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650697585,56,Center,5650697595,212,15.4,5650697587,140,64.1,5650697597,213,0.86,5650697593,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910817,661,1,2,49,24,77tfx9me4aaqhzv78bmgsy9bg,1,68.3,76.1,2025-04-13T17:11:40.350Z,2025-04-13T17:11:44Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650697843,155,,5650697847,56,Right,5650697845,196,,5650697855,213,5.14,5650697853,212,49.8,5650697857,1,,5650697851,141,9.4,5650697849,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910861,662,1,2,49,28,77tfx9me4aaqhzv78bmgsy9bg,1,88.4,11.4,2025-04-13T17:11:43.903Z,2025-04-13T17:11:45Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650698051,141,22.2,5650698053,212,7.4,5650698055,213,1.64,5650698047,56,Center,5650698049,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910919,663,1,2,49,29,77tfx9me4aaqhzv78bmgsy9bg,1,87.3,24.1,2025-04-13T17:11:45.806Z,2025-04-13T17:11:48Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5650698375,56,Center,5650698377,140,89.2,5650698381,212,8.7,5650698383,213,1.34,5650698379,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910929,664,61,2,49,32,77tfx9me4aaqhzv78bmgsy9bg,0,89.2,36.7,2025-04-13T17:11:48.462Z,2025-04-13T17:11:48Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5650698403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910967,391,12,2,49,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.2,61.8,2025-04-13T17:11:49.243Z,2025-04-13T17:11:51Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5650698653,212,20.3,5650698651,141,41.3,5650698655,213,5.53,5650698647,56,Back,5650698649,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910989,665,44,2,49,35,77tfx9me4aaqhzv78bmgsy9bg,1,71.0,57.2,2025-04-13T17:11:51.087Z,2025-04-13T17:11:53Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650698709,286,,5650698707,56,Center,5650698753,233,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800910979,392,44,2,49,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.0,42.8,2025-04-13T17:11:51.088Z,2025-04-13T17:11:54Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5650698689,56,Back,5650698691,285,,5650698771,233,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911017,666,1,2,49,35,77tfx9me4aaqhzv78bmgsy9bg,0,70.0,55.1,2025-04-13T17:11:51.520Z,2025-04-13T17:11:54Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650698919,213,0.09,5650698913,140,74.8,5650698917,212,5.1,5650698909,3,,5650698911,56,Center,5650698915,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911051,393,1,2,49,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.2,46.9,2025-04-13T17:11:52.475Z,2025-04-13T17:11:55Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5650699103,212,14.1,5650699093,56,Back,5650699091,3,,5650699095,140,28.8,5650699111,213,1.22,5650699099,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911087,395,1,2,49,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.7,66.1,2025-04-13T17:11:54.637Z,2025-04-13T19:53:05Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5650699303,56,Back,5650699301,155,,5650699307,141,67.6,5650699305,140,45.9,5650699311,213,0.06,5650699309,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911063,394,43,2,49,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-13T17:11:56.396Z,2025-04-13T19:52:47Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5651367257,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911117,396,1,2,49,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,45.9,67.6,2025-04-13T17:11:57.484Z,2025-04-13T17:11:59Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5650699455,212,31.8,5650699453,141,47.2,5650699457,213,5.83,5650699451,140,73.1,5650699449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911215,668,1,2,49,43,77tfx9me4aaqhzv78bmgsy9bg,1,25.9,50.1,2025-04-13T17:11:59.839Z,2025-04-13T17:12:06Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650699925,56,Left,5650699927,140,52.0,5650699933,213,0.78,5650699931,212,38.4,5650699935,1,,5650699929,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911223,669,1,2,49,50,77tfx9me4aaqhzv78bmgsy9bg,1,55.2,93.8,2025-04-13T17:12:06.031Z,2025-04-13T17:12:07Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650700001,213,4.45,5650699993,141,76.1,5650699997,212,12.5,5650699983,56,Center,5650699991,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911249,670,1,2,49,51,77tfx9me4aaqhzv78bmgsy9bg,1,52.1,76.1,2025-04-13T17:12:06.975Z,2025-04-13T17:12:08Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5650700129,56,Back,5650700131,140,47.3,5650700137,213,2.12,5650700133,141,88.3,5650700135,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911301,671,1,2,49,52,77tfx9me4aaqhzv78bmgsy9bg,1,46.8,85.7,2025-04-13T17:12:08.559Z,2025-04-13T17:12:12Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650700447,213,4.49,5650700441,140,43.4,5650700443,141,63.0,5650700445,212,15.8,5650700439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911341,672,1,2,49,56,77tfx9me4aaqhzv78bmgsy9bg,1,42.5,46.4,2025-04-13T17:12:12.015Z,2025-04-13T17:12:15Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650700683,140,54.2,5650700681,56,Right,5650700687,212,30.4,5650700685,141,5.5,5650700689,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911369,673,1,2,49,59,77tfx9me4aaqhzv78bmgsy9bg,1,53.9,5.5,2025-04-13T17:12:14.927Z,2025-04-13T17:12:16Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650700855,212,10.8,5650700853,141,17.6,5650700857,213,2.27,5650700851,140,47.3,5650700849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911441,674,1,2,50,0,77tfx9me4aaqhzv78bmgsy9bg,1,47.1,17.1,2025-04-13T17:12:16.207Z,2025-04-13T17:12:20Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650701197,212,6.9,5650701193,140,44.9,5650701191,56,Back,5650701195,141,7.6,5650701199,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911479,675,1,2,50,4,77tfx9me4aaqhzv78bmgsy9bg,1,41.5,14.6,2025-04-13T17:12:20.767Z,2025-04-13T17:12:23Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650701425,140,42.4,5650701423,56,Back,5650701427,141,28.9,5650701431,212,9.8,5650701441,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911505,676,1,2,50,7,77tfx9me4aaqhzv78bmgsy9bg,1,42.9,27.1,2025-04-13T17:12:23.232Z,2025-04-13T17:12:24Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5650701573,213,4.71,5650701571,212,10.7,5650701569,141,11.4,5650701565,56,Back,5650701567,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911555,677,1,2,50,8,77tfx9me4aaqhzv78bmgsy9bg,1,42.9,11.4,2025-04-13T17:12:24.176Z,2025-04-13T17:12:26Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650701775,212,13.1,5650701777,213,2.71,5650701769,56,Back,5650701773,141,19.4,5650701771,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911611,678,1,2,50,10,77tfx9me4aaqhzv78bmgsy9bg,1,29.5,21.5,2025-04-13T17:12:26.656Z,2025-04-13T17:12:29Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650702069,213,2.12,5650702065,141,48.7,5650702061,56,Back,5650702063,140,18.7,5650702067,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911661,679,1,2,50,13,77tfx9me4aaqhzv78bmgsy9bg,1,18.7,50.4,2025-04-13T17:12:29.424Z,2025-04-13T17:12:32Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650702339,140,23.1,5650702349,213,1.19,5650702337,56,Back,5650702345,212,12.4,5650702341,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911695,680,1,2,50,16,77tfx9me4aaqhzv78bmgsy9bg,1,22.7,67.8,2025-04-13T17:12:32.384Z,2025-04-13T17:12:34Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650702567,56,Back,5650702579,213,4.14,5650702575,212,17.9,5650702569,140,13.4,5650702573,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911767,681,1,2,50,18,77tfx9me4aaqhzv78bmgsy9bg,1,14.3,43.9,2025-04-13T17:12:34.688Z,2025-04-13T17:12:37Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650702933,213,0.59,5650702931,212,11.9,5650702925,56,Back,5650702927,140,23.7,5650702929,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911801,682,1,2,50,21,77tfx9me4aaqhzv78bmgsy9bg,1,23.6,49.3,2025-04-13T17:12:37.072Z,2025-04-13T17:12:40Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5650703117,141,18.3,5650703113,56,Back,5650703115,140,23.9,5650703121,213,4.73,5650703119,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911823,683,1,2,50,24,77tfx9me4aaqhzv78bmgsy9bg,1,24.2,12.9,2025-04-13T17:12:39.920Z,2025-04-13T17:12:41Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650703223,140,29.6,5650703221,56,Back,5650703225,141,4.3,5650703231,213,5.48,5650703229,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911897,684,1,2,50,25,77tfx9me4aaqhzv78bmgsy9bg,1,29.6,4.3,2025-04-13T17:12:41.152Z,2025-04-13T17:12:44Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650703639,213,1.81,5650703637,212,9.6,5650703633,140,27.4,5650703631,56,Back,5650703635,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800911953,685,1,2,50,28,77tfx9me4aaqhzv78bmgsy9bg,1,27.2,28.3,2025-04-13T17:12:44.641Z,2025-04-13T17:12:48Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650703909,140,24.0,5650703911,141,67.2,5650703913,212,26.7,5650703915,213,1.70,5650703907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912055,686,1,2,50,32,77tfx9me4aaqhzv78bmgsy9bg,1,28.5,74.2,2025-04-13T17:12:47.984Z,2025-04-13T17:12:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650704479,212,18.7,5650704481,213,0.89,5650704475,140,39.7,5650704477,141,95.6,5650704473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912065,687,1,2,50,38,77tfx9me4aaqhzv78bmgsy9bg,1,54.6,85.6,2025-04-13T17:12:54.865Z,2025-04-13T17:12:55Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650704531,213,4.70,5650704525,140,54.5,5650704527,141,70.6,5650704523,56,Center,5650704529,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912075,688,1,2,50,39,77tfx9me4aaqhzv78bmgsy9bg,1,54.5,70.6,2025-04-13T17:12:55.521Z,2025-04-13T17:12:56Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5650704589,141,85.9,5650704585,56,Left,5650704593,213,1.61,5650704587,140,54.1,5650704591,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912167,689,1,2,50,40,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,85.9,2025-04-13T17:12:56.289Z,2025-04-13T17:13:01Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650705147,56,Left,5650705155,213,1.14,5650705151,141,95.6,5650705153,212,7.3,5650705149,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912139,397,83,2,50,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,47.8,4.7,2025-04-13T17:12:59.853Z,2025-04-13T17:13:03Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650705497,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912179,690,50,2,50,45,77tfx9me4aaqhzv78bmgsy9bg,1,49.8,94.0,2025-04-13T17:13:01.009Z,2025-04-13T17:13:06Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650705203,286,,5650705201,56,Back,5650705543,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912235,398,7,2,50,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,50.2,6.0,2025-04-13T17:13:01.010Z,2025-04-13T19:54:17Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650705517,167,,5650705519,56,Right,5650705537,233,690,5650705521,285,,5651373563,178,,5651373561,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912275,399,5,2,50,46,9w3sjm5ml4sjr2v81oxzdrt8v,0,52.8,-1.4,2025-04-13T17:13:02.530Z,2025-04-13T17:13:18Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650705735,347,,5650705789,233,691,5650705733,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912237,691,5,2,50,46,77tfx9me4aaqhzv78bmgsy9bg,1,47.2,101.4,2025-04-13T17:13:02.530Z,2025-04-13T17:13:18Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650705773,233,399,5650705527,347,,5650705525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912511,692,1,2,51,1,77tfx9me4aaqhzv78bmgsy9bg,1,36.0,100.0,2025-04-13T17:13:17.410Z,2025-04-13T17:13:18Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650706979,212,11.0,5650706981,213,4.15,5650706971,107,,5650706977,141,87.8,5650706973,56,Back,5650706975,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912535,693,1,2,51,2,77tfx9me4aaqhzv78bmgsy9bg,1,30.5,89.3,2025-04-13T17:13:18.401Z,2025-04-13T17:13:20Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650707119,213,1.60,5650707113,140,30.4,5650707117,212,4.3,5650707111,56,Back,5650707115,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912547,400,45,2,51,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.4,6.7,2025-04-13T17:13:20.321Z,2025-04-13T19:48:38Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5650707159,56,Right,5650707371,233,694,5650707161,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912575,694,3,2,51,4,77tfx9me4aaqhzv78bmgsy9bg,1,30.6,93.3,2025-04-13T17:13:20.321Z,2025-04-13T19:54:35Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650707305,56,Back,5650707307,285,,5651374947,464,,5650707357,233,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912621,695,1,2,51,5,77tfx9me4aaqhzv78bmgsy9bg,1,25.7,88.7,2025-04-13T17:13:21.730Z,2025-04-13T17:13:24Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650707575,212,23.9,5650707573,141,55.2,5650707577,213,4.40,5650707569,56,Back,5650707571,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912701,696,1,2,51,8,77tfx9me4aaqhzv78bmgsy9bg,1,19.6,51.6,2025-04-13T17:13:24.722Z,2025-04-13T17:13:29Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650708043,213,5.34,5650708041,212,30.0,5650708035,56,Back,5650708037,140,36.4,5650708039,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912737,697,1,2,51,13,77tfx9me4aaqhzv78bmgsy9bg,1,46.1,22.7,2025-04-13T17:13:29.058Z,2025-04-13T17:13:30Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650708211,213,1.02,5650708207,212,16.7,5650708201,141,43.6,5650708195,140,54.5,5650708191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912741,698,1,2,51,14,77tfx9me4aaqhzv78bmgsy9bg,1,54.5,43.6,2025-04-13T17:13:30.642Z,2025-04-13T19:54:50Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5650708243,212,10.5,5650708241,141,40.0,5650708237,56,Back,5650708245,213,3.38,5650708239,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800912885,699,1,2,51,16,77tfx9me4aaqhzv78bmgsy9bg,1,44.8,42.2,2025-04-13T17:13:32.450Z,2025-04-13T17:13:38Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650709041,212,14.5,5650709035,56,Back,5650709043,213,1.78,5650709037,140,41.9,5650709039,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800913043,700,1,2,51,22,77tfx9me4aaqhzv78bmgsy9bg,1,62.2,70.5,2025-04-13T17:13:38.290Z,2025-04-13T17:13:45Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650709925,141,94.5,5650709921,56,Left,5650709927,212,17.6,5650709923,140,68.6,5650709929,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800913087,701,1,2,51,29,77tfx9me4aaqhzv78bmgsy9bg,1,68.8,91.1,2025-04-13T17:13:45.106Z,2025-04-13T17:13:47Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650710195,213,4.26,5650710191,212,15.6,5650710187,141,70.5,5650710183,140,62.3,5650710179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800913141,702,1,2,51,31,77tfx9me4aaqhzv78bmgsy9bg,1,59.9,69.6,2025-04-13T17:13:46.962Z,2025-04-13T17:13:50Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650710523,212,22.1,5650710521,141,37.6,5650710525,213,4.53,5650710519,140,56.1,5650710517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800913177,703,1,2,51,34,77tfx9me4aaqhzv78bmgsy9bg,1,56.2,35.1,2025-04-13T17:13:49.907Z,2025-04-13T17:13:51Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5650710667,212,5.6,5650710661,56,Center,5650710663,140,61.4,5650710665,141,36.9,5650710669,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
