id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2711947347,444,4,2,52,37,36g6ifzjliec1jqnbtf7yesme,1,71.2,75.2,2024-08-23T18:15:17.199Z,2024-08-23T18:29:16Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5165177085,56,Center,5165177091,286,,5165177373,233,496,5165177089,265,,5165177087,152,,5165177083,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711947395,496,4,2,52,37,5rz9enoyknpg8ji78za5b82p0,0,28.8,24.8,2024-08-23T18:15:17.200Z,2024-08-23T18:29:17Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5165177317,56,Back,5165177319,152,,5165177321,265,,5165177323,285,,5165177427,233,444,5165177315,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948175,445,1,2,53,18,36g6ifzjliec1jqnbtf7yesme,0,76.8,83.5,2024-08-23T18:15:57.382Z,2024-08-23T18:15:58Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165181563,56,Center,5165181567,141,54.3,5165181555,2,,5165181569,212,24.3,5165181559,155,,5165181571,213,5.33,5165181561,152,,5165181557,5,,5165181565,140,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948261,497,12,2,53,21,5rz9enoyknpg8ji78za5b82p0,1,14.9,48.7,2024-08-23T18:16:00.346Z,2024-08-23T18:16:03Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5165181969,140,13.7,5165181973,212,28.2,5165181967,56,Back,5165182005,15,,5165181975,213,1.62,5165181971,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948379,498,1,2,53,25,5rz9enoyknpg8ji78za5b82p0,0,15.1,94.5,2024-08-23T18:16:05.258Z,2024-08-23T18:18:21Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165182611,157,,5165182615,140,32.1,5165182623,1,,5165182617,141,94.5,5165182613,56,Back,5165182619,212,17.9,5165182621,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948393,446,61,2,53,26,36g6ifzjliec1jqnbtf7yesme,1,69.2,7.4,2024-08-23T18:16:05.630Z,2024-08-23T18:18:00Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165182687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950593,513,61,2,53,27,5rz9enoyknpg8ji78za5b82p0,1,34.6,94.7,2024-08-23T18:16:07.250Z,2024-08-23T18:18:13Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5165194791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950597,514,61,2,53,28,5rz9enoyknpg8ji78za5b82p0,1,34.6,94.7,2024-08-23T18:16:07.410Z,2024-08-23T18:18:19Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5165194813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950475,469,61,2,53,28,36g6ifzjliec1jqnbtf7yesme,1,68.5,8.0,2024-08-23T18:16:08.097Z,2024-08-23T18:18:06Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165194153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948399,447,5,2,53,29,36g6ifzjliec1jqnbtf7yesme,0,73.4,-1.4,2024-08-23T18:16:09.129Z,2024-08-23T18:18:10Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165182737,347,,5165194771,361,,5165183195,233,499,5165182735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948479,499,5,2,53,29,5rz9enoyknpg8ji78za5b82p0,1,26.6,101.4,2024-08-23T18:16:09.129Z,2024-08-23T18:31:03Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5165183149,56,Back,5165183151,347,,5165195197,361,,5165183185,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948959,500,1,2,53,58,5rz9enoyknpg8ji78za5b82p0,1,42.4,100.0,2024-08-23T18:16:37.865Z,2024-08-23T18:16:39Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5165185943,212,26.4,5165185947,1,,5165185935,107,,5165185941,141,92.3,5165185939,140,66.9,5165185937,56,Left,5165185945,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948977,501,1,2,54,0,5rz9enoyknpg8ji78za5b82p0,1,67.4,90.6,2024-08-23T18:16:39.418Z,2024-08-23T18:16:40Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5165186033,213,5.89,5165186021,3,,5165186025,56,Left,5165186023,168,,5165186027,140,74.5,5165186031,212,8.1,5165186029,141,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711948983,502,61,2,54,1,5rz9enoyknpg8ji78za5b82p0,0,73.9,86.3,2024-08-23T18:16:40.282Z,2024-08-23T18:16:40Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5165186061,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949023,449,1,2,54,2,36g6ifzjliec1jqnbtf7yesme,1,41.3,26.8,2024-08-23T18:16:41.989Z,2024-08-23T18:16:42Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5165186261,141,15.2,5165186259,140,42.3,5165186257,56,Back,5165186265,213,4.84,5165186263,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949029,450,3,2,54,3,36g6ifzjliec1jqnbtf7yesme,0,44.2,10.4,2024-08-23T18:16:42.633Z,2024-08-23T18:16:46Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165186285,56,Back,5165186357,233,503,5165186287,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949033,503,7,2,54,3,5rz9enoyknpg8ji78za5b82p0,1,55.8,89.6,2024-08-23T18:16:42.634Z,2024-08-23T18:16:46Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5165186333,233,450,5165186315,285,,5165186313,56,Left,5165186311,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949323,451,5,2,54,4,36g6ifzjliec1jqnbtf7yesme,1,47.6,-1.0,2024-08-23T18:16:43.498Z,2024-08-23T18:31:03Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165187979,347,,5165188015,233,504,5165187977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949089,504,5,2,54,4,5rz9enoyknpg8ji78za5b82p0,0,52.4,101.0,2024-08-23T18:16:43.498Z,2024-08-23T18:31:03Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5165186611,56,Left,5165186613,347,,5165188083,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949357,452,1,2,54,20,36g6ifzjliec1jqnbtf7yesme,1,53.7,0.0,2024-08-23T18:16:59.461Z,2024-08-23T18:17:01Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5165188253,189,,5165188221,141,34.5,5165188219,140,19.1,5165188217,56,Back,5165188225,213,2.54,5165188227,1,,5165188223,212,44.0,5165188215,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949381,453,1,2,54,22,36g6ifzjliec1jqnbtf7yesme,1,19.4,35.1,2024-08-23T18:17:01.877Z,2024-08-23T18:17:03Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5165188359,213,0.26,5165188355,141,41.3,5165188351,56,Back,5165188357,212,16.3,5165188353,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949423,454,1,2,54,23,36g6ifzjliec1jqnbtf7yesme,1,36.3,39.5,2024-08-23T18:17:02.965Z,2024-08-23T18:17:05Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5165188593,212,12.9,5165188589,140,40.1,5165188587,56,Back,5165188591,141,21.5,5165188595,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949497,455,1,2,54,26,36g6ifzjliec1jqnbtf7yesme,1,55.8,21.5,2024-08-23T18:17:05.607Z,2024-08-23T18:17:10Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165189045,140,59.1,5165189051,213,1.33,5165189049,212,14.5,5165189043,56,Center,5165189047,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949519,456,1,2,54,31,36g6ifzjliec1jqnbtf7yesme,0,68.8,29.2,2024-08-23T18:17:10.277Z,2024-08-23T18:17:11Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5165189139,140,71.9,5165189143,212,4.1,5165189141,141,25.6,5165189145,213,5.64,5165189137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949545,505,61,2,54,33,5rz9enoyknpg8ji78za5b82p0,1,33.2,80.6,2024-08-23T18:17:12.805Z,2024-08-23T18:17:12Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165189301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949553,457,61,2,54,34,36g6ifzjliec1jqnbtf7yesme,1,70.2,13.4,2024-08-23T18:17:14.054Z,2024-08-23T18:17:14Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165189355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949583,506,83,2,54,36,5rz9enoyknpg8ji78za5b82p0,0,34.7,83.7,2024-08-23T18:17:15.738Z,2024-08-23T18:17:17Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165189643,399,5lz41celw55rz3zh8pohclw5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949601,458,1,2,54,36,36g6ifzjliec1jqnbtf7yesme,1,59.4,35.7,2024-08-23T18:17:16.006Z,2024-08-23T18:17:17Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5165189617,140,69.4,5165189627,212,13.2,5165189631,213,0.65,5165189621,141,47.5,5165189615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949631,459,1,2,54,37,36g6ifzjliec1jqnbtf7yesme,1,69.4,47.6,2024-08-23T18:17:16.878Z,2024-08-23T18:17:19Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165189817,140,67.0,5165189815,56,Center,5165189819,141,35.4,5165189827,213,4.42,5165189823,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949639,460,1,2,54,39,36g6ifzjliec1jqnbtf7yesme,1,73.6,40.0,2024-08-23T18:17:19.001Z,2024-08-23T18:26:34Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5165189869,140,75.8,5165189877,213,0.03,5165189867,56,Center,5165189875,212,2.3,5165189871,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949725,461,1,2,54,42,36g6ifzjliec1jqnbtf7yesme,1,76.4,34.9,2024-08-23T18:17:21.342Z,2024-08-23T18:17:24Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165190349,212,22.7,5165190341,140,96.6,5165190345,141,23.1,5165190337,56,Center,5165190353,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949737,462,1,2,54,45,36g6ifzjliec1jqnbtf7yesme,0,96.6,21.3,2024-08-23T18:17:24.480Z,2024-08-23T18:17:25Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5165190421,56,Center,5165190427,212,14.6,5165190423,140,88.6,5165190425,141,38.8,5165190535,195,,5165190429,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949775,507,12,2,54,46,5rz9enoyknpg8ji78za5b82p0,1,9.9,61.8,2024-08-23T18:17:25.482Z,2024-08-23T18:17:26Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5165190611,56,Back,5165190625,213,1.14,5165190619,141,71.6,5165190623,212,7.3,5165190615,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949847,509,1,2,54,48,5rz9enoyknpg8ji78za5b82p0,0,20.5,83.7,2024-08-23T18:17:28.202Z,2024-08-23T18:17:30Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165190959,213,0.19,5165190955,141,91.1,5165190951,56,Back,5165190953,140,45.7,5165190957,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711949943,464,1,2,54,54,36g6ifzjliec1jqnbtf7yesme,1,71.9,15.0,2024-08-23T18:17:33.671Z,2024-08-23T18:17:34Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5165191403,213,1.48,5165191399,141,30.0,5165191401,212,10.2,5165191393,56,Center,5165191397,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950013,465,1,2,54,55,36g6ifzjliec1jqnbtf7yesme,1,72.7,28.8,2024-08-23T18:17:34.804Z,2024-08-23T18:17:38Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165191785,212,9.0,5165191787,213,5.99,5165191779,56,Center,5165191783,141,25.0,5165191781,140,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950023,466,3,2,54,59,36g6ifzjliec1jqnbtf7yesme,0,91.6,29.0,2024-08-23T18:17:38.400Z,2024-08-23T18:56:31Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5165192275,233,510,5165191853,286,,5165191851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950079,510,7,2,54,59,5rz9enoyknpg8ji78za5b82p0,1,8.4,71.0,2024-08-23T18:17:38.401Z,2024-08-23T18:56:31Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165192171,56,Back,5165192175,285,,5165192235,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950089,467,13,2,55,3,36g6ifzjliec1jqnbtf7yesme,1,78.4,39.1,2024-08-23T18:17:42.312Z,2024-08-23T18:17:50Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165192963,231,48.4,5165192949,102,43.4,5165192211,18,,5165192953,215,,5165192945,81,,5165192435,20,,5165192213,56,Center,5165192955,458,,5165192209,22,,5165192951,103,5165192959,230,99.1,,,,,,,,,,,,,,,84.7,,,,,,,,,
2711950111,511,12,2,55,3,5rz9enoyknpg8ji78za5b82p0,1,7.8,68.4,2024-08-23T18:17:42.553Z,2024-08-23T18:57:51Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165192337,141,63.0,5165192331,140,24.1,5165192325,56,Back,5165192347,213,6.07,5165192341,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950101,468,5,2,55,4,36g6ifzjliec1jqnbtf7yesme,0,101.2,44.3,2024-08-23T18:17:43.383Z,2024-08-23T18:31:04Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165192285,346,,5165192283,56,Center,5165194859,233,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711950589,512,5,2,55,4,5rz9enoyknpg8ji78za5b82p0,1,-1.2,55.7,2024-08-23T18:17:43.383Z,2024-08-23T18:31:03Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165194835,233,468,5165194785,56,Back,5165194787,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951015,515,1,2,55,49,5rz9enoyknpg8ji78za5b82p0,0,3.5,54.2,2024-08-23T18:18:28.667Z,2024-08-23T18:18:37Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5165196891,140,54.0,5165196895,212,53.6,5165196903,74,,5165196893,141,65.9,5165196897,213,0.15,5165196889,56,Center,5165196887,124,,5165196899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951013,470,44,2,55,54,36g6ifzjliec1jqnbtf7yesme,1,28.0,38.3,2024-08-23T18:18:33.413Z,2024-08-23T18:29:18Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165196871,56,Back,5165197233,233,517,5165196875,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951055,517,44,2,55,54,5rz9enoyknpg8ji78za5b82p0,0,72.0,61.7,2024-08-23T18:18:33.414Z,2024-08-23T18:29:18Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5165197131,56,Center,5165197133,286,,5165197287,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951023,471,1,2,55,54,36g6ifzjliec1jqnbtf7yesme,0,26.0,39.8,2024-08-23T18:18:33.767Z,2024-08-23T18:18:34Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165196947,140,29.5,5165196943,3,,5165196949,141,41.5,5165196951,212,3.9,5165196945,56,Back,5165196953,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951049,516,1,2,55,54,5rz9enoyknpg8ji78za5b82p0,0,53.8,65.0,2024-08-23T18:18:34.010Z,2024-08-23T18:18:35Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165197093,56,Center,5165197097,141,62.9,5165197087,3,,5165197099,212,18.0,5165197091,168,,5165197095,140,70.9,5165197101,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951075,518,61,2,55,56,5rz9enoyknpg8ji78za5b82p0,1,69.1,62.4,2024-08-23T18:18:36.266Z,2024-08-23T18:18:36Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5165197249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951139,472,1,2,55,58,36g6ifzjliec1jqnbtf7yesme,1,28.0,21.6,2024-08-23T18:18:37.349Z,2024-08-23T18:23:25Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5165224159,156,,5165197563,212,9.1,5165197559,140,27.3,5165197561,141,8.2,5165197565,213,4.63,5165197557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951165,474,1,2,56,0,36g6ifzjliec1jqnbtf7yesme,0,29.6,8.2,2024-08-23T18:18:39.733Z,2024-08-23T18:18:47Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5165197711,1,,5165197705,141,18.3,5165197701,56,Right,5165197709,213,0.17,5165198553,4,,5165197697,155,,5165197707,212,40.2,5165197703,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951195,519,61,2,56,2,5rz9enoyknpg8ji78za5b82p0,1,39.2,90.8,2024-08-23T18:18:42.010Z,2024-08-23T18:20:33Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165197873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951223,520,61,2,56,4,5rz9enoyknpg8ji78za5b82p0,1,41.1,92.0,2024-08-23T18:18:43.498Z,2024-08-23T18:18:43Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5165198021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951245,521,61,2,56,5,5rz9enoyknpg8ji78za5b82p0,1,40.3,94.8,2024-08-23T18:18:44.554Z,2024-08-23T18:20:29Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165198153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951287,523,1,2,56,6,5rz9enoyknpg8ji78za5b82p0,1,60.2,93.3,2024-08-23T18:18:46.074Z,2024-08-23T18:18:47Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5165198445,141,81.2,5165198441,56,Left,5165198449,213,5.70,5165198443,140,72.1,5165198447,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951297,524,61,2,56,6,5rz9enoyknpg8ji78za5b82p0,0,71.4,77.4,2024-08-23T18:18:46.242Z,2024-08-23T18:29:27Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5165198495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711957523,540,61,2,56,8,36g6ifzjliec1jqnbtf7yesme,1,32.7,23.1,2024-08-23T18:18:47.338Z,2024-08-23T18:29:42Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165231407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951359,475,1,2,56,9,36g6ifzjliec1jqnbtf7yesme,1,34.5,30.3,2024-08-23T18:18:49.013Z,2024-08-23T18:24:31Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5165198825,213,0.38,5165198817,56,Back,5165198821,141,37.0,5165198819,140,45.4,5165198823,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951377,477,1,2,56,11,36g6ifzjliec1jqnbtf7yesme,1,45.4,37.0,2024-08-23T18:18:50.309Z,2024-08-23T18:18:50Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165198913,213,4.18,5165198909,141,25.9,5165198907,140,41.2,5165198905,56,Back,5165198911,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951383,478,1,2,56,11,36g6ifzjliec1jqnbtf7yesme,0,41.2,25.9,2024-08-23T18:18:50.805Z,2024-08-23T18:24:34Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5165198933,56,Back,5165198937,141,30.0,5165198935,140,47.5,5165198941,213,0.40,5165198939,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951437,525,8,2,56,13,5rz9enoyknpg8ji78za5b82p0,1,57.4,75.2,2024-08-23T18:18:52.939Z,2024-08-23T18:18:53Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5165199185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951503,527,1,2,56,14,5rz9enoyknpg8ji78za5b82p0,1,58.2,73.5,2024-08-23T18:18:53.722Z,2024-08-23T18:18:56Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5165199581,213,3.60,5165199575,140,47.6,5165199579,212,12.4,5165199577,141,65.4,5165199573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951549,528,1,2,56,17,5rz9enoyknpg8ji78za5b82p0,1,47.3,70.2,2024-08-23T18:18:56.538Z,2024-08-23T18:18:58Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5165199805,141,92.9,5165199809,213,2.03,5165199801,56,Back,5165199807,212,17.2,5165199803,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951633,529,1,2,56,21,5rz9enoyknpg8ji78za5b82p0,0,55.4,93.2,2024-08-23T18:19:00.818Z,2024-08-23T18:23:08Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5165200269,56,Right,5165200267,155,,5165200273,141,0.0,5165200277,213,4.77,5165201583,1,,5165200275,212,64.4,5165201581,196,,5165200271,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951789,479,5,2,56,22,36g6ifzjliec1jqnbtf7yesme,1,45.4,101.1,2024-08-23T18:19:01.275Z,2024-08-23T18:31:04Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5165201101,347,,5165201099,56,Back,5165224775,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711955577,551,5,2,56,22,5rz9enoyknpg8ji78za5b82p0,0,54.6,-1.1,2024-08-23T18:19:01.275Z,2024-08-23T18:31:04Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5165220783,56,Right,5165220787,347,,5165224809,233,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951943,480,1,2,56,32,36g6ifzjliec1jqnbtf7yesme,1,44.9,100.0,2024-08-23T18:19:11.880Z,2024-08-23T18:19:20Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5165201929,213,3.77,5165201915,107,,5165201931,1,,5165201927,212,21.7,5165201923,140,28.1,5165201925,141,82.4,5165201919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711951955,481,1,2,56,41,36g6ifzjliec1jqnbtf7yesme,1,36.4,72.3,2024-08-23T18:19:20.725Z,2024-08-23T18:19:22Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5165201989,213,4.44,5165201985,141,39.1,5165201981,56,Back,5165201983,140,30.5,5165201987,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711952041,482,1,2,56,42,36g6ifzjliec1jqnbtf7yesme,1,30.5,39.1,2024-08-23T18:19:21.966Z,2024-08-23T18:19:26Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5165202417,212,16.8,5165202413,140,16.2,5165202419,213,2.68,5165202411,56,Back,5165202415,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
