id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/15/value
2793848965,370,1,1,35,37,9qsmopgutr7ut5g6workk8w4i,1,14.0,52.1,2025-03-30T16:36:15.225Z,2025-03-30T16:48:06Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611926161,212,4.4,5611926163,213,6.22,5611926157,140,18.2,5611926159,141,51.7,5611858269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849029,372,61,1,35,38,9qsmopgutr7ut5g6workk8w4i,1,15.8,51.6,2025-03-30T16:36:15.281Z,2025-03-30T16:48:19Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611858591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849091,373,12,1,35,39,9qsmopgutr7ut5g6workk8w4i,1,9.9,48.4,2025-03-30T16:36:16.609Z,2025-03-30T16:36:20Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611859015,140,51.7,5611859017,141,46.6,5611859021,213,6.26,5611859013,56,Center,5611859019,212,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849107,360,1,1,35,41,59as3grjvj19voay31j3yfgni,0,48.4,53.4,2025-03-30T16:36:18.605Z,2025-03-30T16:36:21Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611859109,213,4.75,5611859105,141,27.9,5611859107,212,17.4,5611859099,3,,5611859103,140,49.0,5611859101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849175,375,1,1,35,46,9qsmopgutr7ut5g6workk8w4i,1,54.6,77.8,2025-03-30T16:36:23.393Z,2025-03-30T16:36:25Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611859421,140,46.8,5611859423,141,69.6,5611859425,212,9.9,5611859427,213,3.74,5611859419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849257,376,1,1,35,47,9qsmopgutr7ut5g6workk8w4i,1,53.4,67.5,2025-03-30T16:36:24.961Z,2025-03-30T16:36:30Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611859853,140,63.3,5611859851,56,Left,5611859857,212,18.1,5611859855,141,89.3,5611859859,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849301,377,1,1,35,52,9qsmopgutr7ut5g6workk8w4i,1,59.6,73.2,2025-03-30T16:36:29.890Z,2025-03-30T16:36:31Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611860069,140,63.3,5611860077,213,5.43,5611860075,212,5.9,5611860067,56,Center,5611860073,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849365,378,1,1,35,54,9qsmopgutr7ut5g6workk8w4i,1,63.3,66.6,2025-03-30T16:36:31.394Z,2025-03-30T16:36:34Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611860423,56,Left,5611860425,140,69.1,5611860427,141,88.1,5611860431,213,1.18,5611860429,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849513,379,1,1,35,57,9qsmopgutr7ut5g6workk8w4i,1,85.1,92.0,2025-03-30T16:36:34.737Z,2025-03-30T21:36:21Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5612998419,224,,5611861193,213,4.77,5611861191,212,60.5,5611861189,141,3.2,5611861195,1,,5611861181,2,,5612998147,72,,5611861183,155,,5611861187,140,5611861185,56,,,,,,,,,,88.2,Right,,,,,,,,,,,,,,,,,
2793849555,380,1,1,36,5,9qsmopgutr7ut5g6workk8w4i,1,88.4,2.6,2025-03-30T16:36:42.385Z,2025-03-30T16:36:44Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611861439,213,2.32,5611861435,141,9.7,5611861437,212,6.6,5611861433,140,84.1,5611861431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849577,381,1,1,36,7,9qsmopgutr7ut5g6workk8w4i,1,83.3,9.2,2025-03-30T16:36:44.721Z,2025-03-30T16:36:46Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611861581,56,Center,5611861583,140,79.5,5611861587,212,14.4,5611861585,141,29.5,5611861591,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849589,382,1,1,36,8,9qsmopgutr7ut5g6workk8w4i,0,77.8,31.3,2025-03-30T16:36:45.937Z,2025-03-30T16:36:47Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611861643,213,0.00,5611861733,236,,5611861641,212,3.0,5611861735,233,361,5611861637,140,80.7,5611861635,56,Center,5611861639,141,31.3,5611861739,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849599,361,74,1,36,8,59as3grjvj19voay31j3yfgni,1,19.4,67.6,2025-03-30T16:36:45.938Z,2025-03-30T16:55:39Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5611861689,285,,5611861775,233,382,5611861687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849619,383,61,1,36,10,9qsmopgutr7ut5g6workk8w4i,1,80.8,31.2,2025-03-30T16:36:47.426Z,2025-03-30T16:36:48Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611861823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849629,362,1,1,36,10,59as3grjvj19voay31j3yfgni,0,19.4,67.6,2025-03-30T16:36:47.669Z,2025-03-30T16:36:48Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5611861887,212,5.7,5611861885,141,73.5,5611861883,140,23.2,5611861881,56,Back,5611861889,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849661,363,3,1,36,11,59as3grjvj19voay31j3yfgni,0,27.4,71.2,2025-03-30T16:36:49.152Z,2025-03-30T21:36:33Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611862069,285,,5611862183,233,384,5612998917,465,,5611862067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849677,384,7,1,36,11,9qsmopgutr7ut5g6workk8w4i,1,72.6,28.8,2025-03-30T16:36:49.153Z,2025-03-30T21:36:30Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611862153,233,363,5611862145,286,,5612998801,178,,5611862143,56,Center,5612998799,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849729,385,1,1,36,13,9qsmopgutr7ut5g6workk8w4i,1,70.8,41.5,2025-03-30T16:36:51.105Z,2025-03-30T16:36:54Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611862429,140,76.8,5611862425,56,Center,5611862435,212,20.8,5611862437,213,1.26,5611862433,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849749,386,1,1,36,17,9qsmopgutr7ut5g6workk8w4i,0,75.4,70.8,2025-03-30T16:36:54.513Z,2025-03-30T16:36:55Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611862547,56,Center,5611862553,212,5.9,5611862549,140,74.1,5611862551,141,62.3,5611862555,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849811,365,1,1,36,20,59as3grjvj19voay31j3yfgni,1,32.6,32.8,2025-03-30T16:36:57.381Z,2025-03-30T16:36:58Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5611862817,56,Back,5611862825,141,24.3,5611862821,140,34.9,5611862829,212,6.3,5611862831,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793849991,366,1,1,36,21,59as3grjvj19voay31j3yfgni,1,34.9,24.3,2025-03-30T16:36:58.733Z,2025-03-30T16:37:07Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5611863789,212,46.0,5611863779,155,,5611863793,1,,5611863791,213,0.91,5611863785,140,61.8,5611863787,141,77.6,5611863781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850065,367,1,1,36,29,59as3grjvj19voay31j3yfgni,1,77.5,74.5,2025-03-30T16:37:06.893Z,2025-03-30T16:37:09Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611864169,212,16.1,5611864167,141,51.2,5611864171,213,4.90,5611864165,140,80.4,5611864163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850067,368,61,1,36,31,59as3grjvj19voay31j3yfgni,0,80.4,51.2,2025-03-30T16:37:08.333Z,2025-03-30T16:59:47Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5611864187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850089,387,12,1,36,32,9qsmopgutr7ut5g6workk8w4i,1,11.8,39.4,2025-03-30T16:37:09.313Z,2025-03-30T16:37:10Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5611864323,56,Back,5611864325,140,22.2,5611864327,141,36.0,5611864331,213,6.07,5611864329,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850141,389,1,1,36,33,9qsmopgutr7ut5g6workk8w4i,1,24.2,33.4,2025-03-30T16:37:10.849Z,2025-03-30T16:37:13Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611864625,212,6.6,5611864621,140,26.3,5611864623,141,24.3,5611864629,213,5.05,5611864619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850205,390,1,1,36,36,9qsmopgutr7ut5g6workk8w4i,1,30.4,20.9,2025-03-30T16:37:13.537Z,2025-03-30T16:37:16Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611864991,213,1.40,5611864989,212,11.7,5611864983,56,Back,5611864987,141,37.9,5611864985,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850217,391,1,1,36,39,9qsmopgutr7ut5g6workk8w4i,1,31.6,39.7,2025-03-30T16:37:16.273Z,2025-03-30T16:37:17Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611865057,213,3.13,5611865055,212,5.7,5611865053,141,39.8,5611865049,56,Back,5611865051,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850281,392,1,1,36,40,9qsmopgutr7ut5g6workk8w4i,1,26.2,39.8,2025-03-30T16:37:17.913Z,2025-03-30T21:37:01Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611865401,56,Back,5611865403,140,40.2,5611865405,141,58.1,5611865407,212,19.3,5611865409,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850327,393,1,1,36,42,9qsmopgutr7ut5g6workk8w4i,1,39.8,57.6,2025-03-30T16:37:19.665Z,2025-03-30T16:37:22Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611865679,212,4.3,5611865677,141,51.3,5611865675,140,40.1,5611865681,213,4.79,5611865673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850395,394,1,1,36,45,9qsmopgutr7ut5g6workk8w4i,1,36.9,56.0,2025-03-30T16:37:22.465Z,2025-03-30T16:37:25Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611866021,213,3.08,5611866013,56,Back,5611866015,140,28.0,5611866017,141,56.9,5611866019,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850461,395,1,1,36,48,9qsmopgutr7ut5g6workk8w4i,1,28.8,54.6,2025-03-30T16:37:25.825Z,2025-03-30T16:37:29Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5611866335,140,35.7,5611866337,141,55.2,5611866333,56,Back,5611866339,212,7.3,5611866341,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850505,396,1,1,36,52,9qsmopgutr7ut5g6workk8w4i,1,42.4,51.8,2025-03-30T16:37:29.377Z,2025-03-30T16:37:33Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611866593,213,5.28,5611866589,212,34.8,5611866597,1,,5611866581,140,60.2,5611866577,56,Right,5611866585,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850581,369,45,1,36,55,59as3grjvj19voay31j3yfgni,0,25.3,84.4,2025-03-30T16:37:32.992Z,2025-03-30T16:55:49Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5611867005,56,Back,5611867007,285,,5611868959,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850571,397,3,1,36,55,9qsmopgutr7ut5g6workk8w4i,1,74.7,15.6,2025-03-30T16:37:32.992Z,2025-03-30T21:37:13Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611868879,233,369,5613000451,465,,5611866965,286,,5611866961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850579,398,3,1,37,0,9qsmopgutr7ut5g6workk8w4i,0,98.2,20.8,2025-03-30T16:37:37.617Z,2025-03-30T21:37:20Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611867275,233,370,5613000729,465,,5611866989,56,Right,5611866991,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850627,370,7,1,37,0,59as3grjvj19voay31j3yfgni,1,1.8,79.2,2025-03-30T16:37:37.618Z,2025-03-30T21:37:23Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611867211,285,,5611867203,167,,5611867257,233,398,5611867207,56,Back,5613000863,385,,5613000865,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850635,371,6,1,37,1,59as3grjvj19voay31j3yfgni,0,1.5,78.2,2025-03-30T16:37:39.010Z,2025-03-30T21:38:46Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611867629,56,Back,5611867743,233,399,5611867631,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793850603,399,6,1,37,1,9qsmopgutr7ut5g6workk8w4i,1,98.5,21.8,2025-03-30T16:37:39.010Z,2025-03-30T16:55:37Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611867681,233,371,5611867187,75,,5611867185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851501,400,1,1,37,46,9qsmopgutr7ut5g6workk8w4i,0,99.5,0.5,2025-03-30T16:38:23.314Z,2025-03-30T21:38:41Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611872059,2,,5611872069,140,89.1,5613004665,20,,5611872075,213,1.92,5611872077,1,,5611872061,6,,5611872063,155,,5611872073,212,32.0,5611872065,224,5611872071,141,5611872067,56,,,,,,,,,44.8,Center,,,,,,,,,,,,,,,,
2793852461,383,44,1,37,49,59as3grjvj19voay31j3yfgni,1,12.7,55.6,2025-03-30T16:38:26.527Z,2025-03-30T16:39:32Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611878175,56,Back,5611878413,233,401,5611878177,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851507,401,44,1,37,49,9qsmopgutr7ut5g6workk8w4i,0,87.3,44.4,2025-03-30T16:38:26.528Z,2025-03-30T16:39:58Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5611872113,56,Center,5611872115,286,,5611881067,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851549,373,12,1,37,50,59as3grjvj19voay31j3yfgni,1,11.4,57.0,2025-03-30T16:38:27.406Z,2025-03-30T18:00:43Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5612221329,15,,5611872379,213,1.13,5611872371,56,Back,5611872373,140,15.5,5611872375,141,70.5,5611872377,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851557,374,44,1,37,51,59as3grjvj19voay31j3yfgni,1,17.8,68.0,2025-03-30T16:38:28.352Z,2025-03-30T16:39:58Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611881011,233,402,5611872405,56,Back,5611872407,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851527,402,44,1,37,51,9qsmopgutr7ut5g6workk8w4i,0,82.2,32.0,2025-03-30T16:38:28.353Z,2025-03-30T16:39:58Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611872221,56,Center,5611872223,286,,5611881019,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851595,375,12,1,37,51,59as3grjvj19voay31j3yfgni,1,15.3,70.5,2025-03-30T16:38:29.149Z,2025-03-30T21:38:57Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611872633,213,0.01,5611872631,212,10.9,5611872627,141,70.6,5611872623,140,25.7,5611872655,15,,5611872617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851607,376,61,1,37,54,59as3grjvj19voay31j3yfgni,0,25.7,70.5,2025-03-30T16:38:31.797Z,2025-03-30T16:38:32Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5611872689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851635,403,1,1,37,55,9qsmopgutr7ut5g6workk8w4i,1,67.9,15.9,2025-03-30T16:38:32.305Z,2025-03-30T16:38:33Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611872799,212,9.0,5611872801,213,4.99,5611872797,141,3.2,5611872795,140,70.2,5611872793,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851681,404,1,1,37,56,9qsmopgutr7ut5g6workk8w4i,1,71.1,2.6,2025-03-30T16:38:33.329Z,2025-03-30T16:38:35Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611873079,141,14.7,5611873081,212,8.6,5611873083,213,1.27,5611873075,56,Right,5611873077,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851705,405,1,1,37,58,9qsmopgutr7ut5g6workk8w4i,0,74.5,17.6,2025-03-30T16:38:35.681Z,2025-03-30T16:38:36Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611873223,140,81.8,5611873221,56,Center,5611873225,141,45.5,5611873227,212,20.5,5611873229,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851779,378,1,1,38,1,59as3grjvj19voay31j3yfgni,0,22.4,65.7,2025-03-30T16:38:38.925Z,2025-03-30T16:38:40Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611873635,1,,5611873631,212,35.0,5611873633,213,5.99,5611873625,56,Center,5611873627,140,54.3,5611873623,157,,5611873629,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851899,407,1,1,38,6,9qsmopgutr7ut5g6workk8w4i,1,54.7,57.9,2025-03-30T16:38:43.713Z,2025-03-30T16:38:47Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5611874343,56,Center,5611874345,140,58.8,5611874347,141,73.2,5611874351,213,1.18,5611874349,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793851911,408,1,1,38,10,9qsmopgutr7ut5g6workk8w4i,1,52.8,67.9,2025-03-30T16:38:47.617Z,2025-03-30T16:38:48Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611874401,56,Back,5611874403,140,38.7,5611874407,212,17.7,5611874405,141,53.6,5611874409,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852025,409,1,1,38,11,9qsmopgutr7ut5g6workk8w4i,1,35.7,53.0,2025-03-30T16:38:48.593Z,2025-03-30T16:38:55Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5611875037,213,3.41,5611875035,212,23.0,5611875033,141,43.9,5611875025,56,Back,5611875029,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852049,410,1,1,38,18,9qsmopgutr7ut5g6workk8w4i,0,12.6,48.7,2025-03-30T16:38:55.841Z,2025-03-30T16:38:57Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5611875159,212,42.3,5611875153,56,Center,5611875165,1,,5611875151,155,,5611875155,140,52.9,5611875157,141,46.3,5611875161,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852079,379,61,1,38,21,59as3grjvj19voay31j3yfgni,1,47.7,51.8,2025-03-30T16:38:59.074Z,2025-03-30T16:38:59Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611875373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852227,381,1,1,38,23,59as3grjvj19voay31j3yfgni,1,41.9,60.3,2025-03-30T16:39:01.020Z,2025-03-30T16:39:08Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611876211,141,44.5,5611876213,212,29.8,5611876215,213,3.51,5611876207,56,Back,5611876209,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852237,382,27,1,38,29,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-30T16:39:07.165Z,2025-03-30T16:54:59Z,,,,,5611965787,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852379,411,27,1,38,29,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-03-30T16:39:07.165Z,2025-03-30T16:54:59Z,,,,,5611877039,201,,5611965843,233,382,5611877043,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852631,384,28,1,38,56,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-30T16:39:33.380Z,2025-03-30T16:39:34Z,,,,,5611878537,55,382,5611878565,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852637,412,28,1,38,56,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-03-30T16:39:33.380Z,2025-03-30T16:39:34Z,,,,,5611878629,233,384,5611878557,55,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852689,386,1,1,38,58,59as3grjvj19voay31j3yfgni,1,41.2,25.5,2025-03-30T16:39:35.772Z,2025-03-30T16:42:52Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611878859,56,Back,5611878861,140,45.8,5611878863,141,7.0,5611878867,213,5.08,5611878865,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852739,387,1,1,38,59,59as3grjvj19voay31j3yfgni,1,45.8,7.0,2025-03-30T16:39:36.660Z,2025-03-30T16:39:39Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611879153,212,17.9,5611879149,140,36.9,5611879151,141,29.5,5611879155,213,2.12,5611879147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852869,388,1,1,39,3,59as3grjvj19voay31j3yfgni,1,37.4,30.3,2025-03-30T16:39:40.428Z,2025-03-30T16:39:46Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611879859,141,58.5,5611879857,140,33.4,5611879863,213,1.79,5611879855,56,Back,5611879861,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852915,389,1,1,39,8,59as3grjvj19voay31j3yfgni,0,48.4,56.7,2025-03-30T16:39:46.269Z,2025-03-30T16:39:49Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611880177,155,,5611880187,213,5.10,5611880185,212,42.8,5611880181,140,63.7,5611880183,141,0.0,5611880189,1,,5611880179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793852919,390,5,1,39,12,59as3grjvj19voay31j3yfgni,0,63.4,-1.4,2025-03-30T16:39:49.311Z,2025-03-30T16:40:00Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5611880207,56,Right,5611881257,233,414,5611880209,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853107,414,5,1,39,12,9qsmopgutr7ut5g6workk8w4i,1,36.6,101.4,2025-03-30T16:39:49.311Z,2025-03-30T16:55:34Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5611881205,233,390,5611881203,347,,5611881201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853171,415,1,1,39,22,9qsmopgutr7ut5g6workk8w4i,1,32.7,100.0,2025-03-30T16:39:59.760Z,2025-03-30T16:40:03Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611881487,56,Back,5611881485,107,,5611881495,213,5.08,5611881489,140,35.9,5611881493,212,9.4,5611881491,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793853199,391,83,1,39,25,59as3grjvj19voay31j3yfgni,0,66.4,19.0,2025-03-30T16:40:02.532Z,2025-03-30T16:41:21Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611889093,399,d2itdjj8bx0aztqggfgv7amay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
