id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/17/value
2751238109,431,1,1,44,18,cftj6g399tknheudaxsdpfdgb,0,64.8,29.8,2024-11-24T13:46:49.130Z,2024-11-24T13:46:50Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5379923443,213,0.96,5379923437,140,72.6,5379923433,3,,5379923441,212,14.2,5379923435,56,Center,5379923439,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238203,377,1,1,44,20,36g6ifzjliec1jqnbtf7yesme,1,27.4,42.5,2024-11-24T13:46:51.388Z,2024-11-24T13:46:56Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5379923947,213,5.67,5379923949,1,,5379923945,212,35.0,5379923943,141,12.8,5379923939,56,Right,5379923941,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238299,378,1,1,44,26,36g6ifzjliec1jqnbtf7yesme,1,68.8,14.6,2024-11-24T13:46:56.845Z,2024-11-24T17:10:57Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5381100395,20,,5381100393,224,,5379924523,2,,5379924525,155,,5379924537,1,,5379924531,141,91.2,5379924529,140,93.8,5379924533,212,58.3,5379924535,213,5379924527,56,,,,,,,1.10,,,,,,,,,,,,Left,,,,,,,,,,
2751238349,379,1,1,44,33,36g6ifzjliec1jqnbtf7yesme,1,93.1,92.1,2024-11-24T13:47:03.900Z,2024-11-24T13:47:07Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5379924801,213,3.29,5379924797,141,88.9,5379924799,212,14.4,5379924795,140,79.5,5379924793,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238385,380,1,1,44,36,36g6ifzjliec1jqnbtf7yesme,1,72.2,88.7,2024-11-24T13:47:07.212Z,2024-11-24T13:47:10Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379924983,212,6.0,5379924979,140,70.5,5379924981,141,80.2,5379924977,56,Left,5379924987,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238523,381,1,1,44,39,36g6ifzjliec1jqnbtf7yesme,1,68.4,73.8,2024-11-24T13:47:10.524Z,2024-11-24T13:47:18Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5379925717,141,47.9,5379925721,212,19.0,5379925713,140,61.7,5379925723,213,4.33,5379925711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238543,382,1,1,44,47,36g6ifzjliec1jqnbtf7yesme,0,64.3,14.3,2024-11-24T13:47:18.222Z,2024-11-24T17:11:13Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379925839,1,,5379925835,212,43.1,5379925827,155,,5379925833,141,62.9,5381101809,224,,5379925825,2,,5379925837,213,0.87,5379925829,56,Center,5381101813,20,5379925831,140,,,,,,,,,,,,,,,,,,,90.7,,,,,,,,,,
2751238879,432,12,1,44,50,cftj6g399tknheudaxsdpfdgb,1,10.1,41.5,2024-11-24T13:47:21.306Z,2024-11-24T13:47:43Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379927711,212,39.6,5379927701,140,45.7,5379927697,56,Back,5379927707,141,22.1,5379927717,213,5.94,5379928437,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238771,383,1,1,44,56,36g6ifzjliec1jqnbtf7yesme,1,57.9,74.7,2024-11-24T13:47:27.501Z,2024-11-24T13:47:30Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379927081,140,62.4,5379927087,213,5.47,5379927083,141,67.3,5379927085,212,6.9,5379927079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238799,384,1,1,44,58,36g6ifzjliec1jqnbtf7yesme,1,62.4,67.3,2024-11-24T13:47:29.205Z,2024-11-24T13:47:59Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5379927219,56,Center,5379927221,140,52.9,5379927225,212,12.0,5379927223,141,77.0,5379927227,213,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238875,385,1,1,44,59,36g6ifzjliec1jqnbtf7yesme,1,48.4,75.6,2024-11-24T13:47:30.149Z,2024-11-24T17:11:35Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379927677,140,32.3,5379927687,213,3.81,5379927685,212,21.6,5379927673,56,Back,5379927681,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751239019,387,70,1,45,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T13:47:30.568Z,2024-11-24T17:11:24Z,,,,5379928397,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751239033,388,30,1,45,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T13:47:30.632Z,2024-11-24T17:11:48Z,,,,5379928461,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751238985,433,30,1,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-24T13:47:30.632Z,2024-11-24T17:11:49Z,,,,5379928235,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751239013,386,43,1,45,3,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T13:47:34.429Z,2024-11-24T13:47:54Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379928353,141,29.8,5379928355,212,15.5,5379928349,56,Back,5379928357,213,5.01,5379928351,140,39.7,5379929255,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253417,393,32,2,45,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T14:04:31.644Z,2024-11-24T16:00:14Z,,,,5380005023,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253451,437,32,2,45,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-24T14:04:31.644Z,2024-11-24T14:04:34Z,,,,5380005217,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253461,394,1,2,45,0,36g6ifzjliec1jqnbtf7yesme,1,50.2,50.0,2024-11-24T14:04:31.645Z,2024-11-24T14:04:35Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5380005263,212,17.0,5380005269,279,S,5380005267,213,2.82,5380005259,141,57.9,5380005255,56,Back,5380005257,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253493,395,1,2,45,3,36g6ifzjliec1jqnbtf7yesme,0,35.0,57.8,2024-11-24T14:04:35.338Z,2024-11-24T14:04:37Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380005507,140,66.8,5380005511,212,46.2,5380005509,141,10.9,5380005505,56,Right,5380005503,157,,5380005515,213,5.52,5380005519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253541,438,1,2,45,6,cftj6g399tknheudaxsdpfdgb,0,24.3,88.0,2024-11-24T14:04:38.134Z,2024-11-24T14:04:39Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5380005781,140,40.7,5380005785,141,82.9,5380005789,213,6.08,5380005775,3,,5380005777,56,Back,5380005787,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253573,396,1,2,45,8,36g6ifzjliec1jqnbtf7yesme,1,62.7,10.6,2024-11-24T14:04:39.865Z,2024-11-24T14:04:41Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380006003,140,65.8,5380006005,141,5.3,5380006009,213,5.45,5380006007,212,4.9,5380006001,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253607,397,1,2,45,10,36g6ifzjliec1jqnbtf7yesme,1,65.8,5.3,2024-11-24T14:04:41.721Z,2024-11-24T14:04:43Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5380006187,56,Right,5380006191,141,11.6,5380006189,140,72.0,5380006195,213,0.58,5380006193,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253615,398,61,2,45,11,36g6ifzjliec1jqnbtf7yesme,0,72.0,11.6,2024-11-24T14:04:42.657Z,2024-11-24T17:15:12Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5380006239,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253641,439,1,2,45,12,cftj6g399tknheudaxsdpfdgb,0,24.6,95.3,2024-11-24T14:04:43.712Z,2024-11-24T17:15:15Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380006367,212,6.2,5380006361,56,Back,5380006363,140,30.5,5380006365,141,96.0,5380006369,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255489,418,8,2,45,13,36g6ifzjliec1jqnbtf7yesme,1,61.5,3.7,2024-11-24T14:04:44.709Z,2024-11-24T17:16:16Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5380015979,56,Right,5381126145,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253671,440,1,2,45,14,cftj6g399tknheudaxsdpfdgb,0,24.1,92.9,2024-11-24T14:04:45.668Z,2024-11-24T14:04:46Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380006531,140,34.0,5380006537,213,6.01,5380006529,56,Back,5380006533,141,88.6,5380006535,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253675,399,43,2,45,15,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T14:04:46.746Z,2024-11-24T14:06:31Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5380006551,56,Right,5380018105,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253905,400,4,2,45,28,36g6ifzjliec1jqnbtf7yesme,1,59.7,11.4,2024-11-24T14:04:59.802Z,2024-11-24T15:10:37Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380422341,265,,5380036383,233,441,5380007785,56,Right,5380007783,13,,5380007787,152,,5380007791,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254115,441,4,2,45,28,cftj6g399tknheudaxsdpfdgb,0,40.3,88.6,2024-11-24T14:04:59.803Z,2024-11-24T15:09:21Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380008787,285,,5380008783,152,,5380008785,265,,5380008779,13,,5380036553,233,400,5380008781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253969,401,1,2,45,30,36g6ifzjliec1jqnbtf7yesme,1,55.2,9.1,2024-11-24T14:05:02.346Z,2024-11-24T14:09:04Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5380034969,189,,5380008051,212,19.6,5380008041,5,,5380008053,213,2.31,5380008043,152,,5380008045,56,Back,5380008049,141,30.3,5380008047,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253993,402,1,2,45,31,36g6ifzjliec1jqnbtf7yesme,1,42.6,30.3,2024-11-24T14:05:03.209Z,2024-11-24T14:05:04Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5380008165,56,Back,5380008169,141,64.9,5380008167,140,41.6,5380008171,212,23.6,5380008173,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254009,403,1,2,45,32,36g6ifzjliec1jqnbtf7yesme,1,41.6,64.9,2024-11-24T14:05:04.234Z,2024-11-24T14:05:05Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5380008279,56,Back,5380008281,140,40.4,5380008297,213,4.66,5380008291,212,22.7,5380008287,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254049,404,1,2,45,33,36g6ifzjliec1jqnbtf7yesme,1,43.0,36.0,2024-11-24T14:05:05.066Z,2024-11-24T17:16:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5380008459,56,Back,5380008461,140,48.6,5380008465,212,6.2,5380008463,141,39.1,5380008467,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254061,405,1,2,45,34,36g6ifzjliec1jqnbtf7yesme,0,47.9,38.9,2024-11-24T14:05:06.362Z,2024-11-24T17:17:04Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380008501,56,Right,5380008507,212,23.3,5380008505,141,8.2,5380008509,213,5.17,5380008503,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254199,442,1,2,45,38,cftj6g399tknheudaxsdpfdgb,1,45.6,92.6,2024-11-24T14:05:10.037Z,2024-11-24T17:17:14Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5380009159,3,,5380009161,56,Left,5380009165,141,86.7,5380009169,213,6.10,5380009163,140,66.8,5380009167,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254189,406,83,2,45,41,36g6ifzjliec1jqnbtf7yesme,0,23.7,15.0,2024-11-24T14:05:13.307Z,2024-11-24T14:05:17Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380009575,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254371,444,1,2,45,46,cftj6g399tknheudaxsdpfdgb,1,69.8,74.1,2024-11-24T14:05:17.797Z,2024-11-24T14:05:21Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380010047,213,4.60,5380010045,212,33.2,5380010049,1,,5380010033,56,Center,5380010041,141,25.5,5380010037,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254453,445,1,2,45,50,cftj6g399tknheudaxsdpfdgb,1,66.4,25.5,2024-11-24T14:05:22.421Z,2024-11-24T14:05:25Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5380010461,56,Right,5380010463,140,80.4,5380010465,141,6.4,5380010469,213,5.56,5380010467,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254509,446,1,2,45,53,cftj6g399tknheudaxsdpfdgb,0,83.7,7.0,2024-11-24T14:05:25.109Z,2024-11-24T17:17:29Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5381131059,20,,5381131057,224,,5380010793,1,,5380010791,213,1.40,5380010787,141,57.3,5380010783,56,Center,5380010785,140,89.2,5380010789,212,34.7,5380010779,155,5380010775,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254577,407,12,2,45,56,36g6ifzjliec1jqnbtf7yesme,1,13.9,39.2,2024-11-24T14:05:27.898Z,2024-11-24T14:05:30Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5380011173,213,0.46,5380011163,140,37.0,5380011165,141,57.0,5380011169,212,27.1,5380011161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254595,408,1,2,45,58,36g6ifzjliec1jqnbtf7yesme,0,36.8,50.7,2024-11-24T14:05:30.346Z,2024-11-24T14:05:31Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5380011255,3,,5380011259,140,29.9,5380011261,141,28.0,5380011257,56,Back,5380011265,213,4.27,5380011263,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254731,447,1,2,46,1,cftj6g399tknheudaxsdpfdgb,1,66.6,84.8,2024-11-24T14:05:32.724Z,2024-11-24T14:05:35Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380011921,141,91.4,5380011919,140,61.4,5380011917,56,Left,5380011925,213,2.45,5380011923,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254737,448,61,2,46,3,cftj6g399tknheudaxsdpfdgb,0,63.3,93.0,2024-11-24T14:05:35.382Z,2024-11-24T14:05:35Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380011963,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254819,410,3,2,46,5,36g6ifzjliec1jqnbtf7yesme,1,34.1,9.6,2024-11-24T14:05:37.028Z,2024-11-24T17:17:45Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5380012397,56,Back,5380012487,286,,5381132243,465,,5380012449,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751254771,449,45,2,46,5,cftj6g399tknheudaxsdpfdgb,0,65.9,90.4,2024-11-24T14:05:37.028Z,2024-11-24T15:13:52Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380445129,285,,5380012469,233,410,5380012091,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255005,411,1,2,46,7,36g6ifzjliec1jqnbtf7yesme,1,34.5,19.2,2024-11-24T14:05:39.019Z,2024-11-24T14:05:48Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5380013371,212,60.2,5380013367,140,74.7,5380013363,196,,5380013365,56,Left,5380013369,141,82.3,5380013361,155,,5380013373,213,0.79,5380013375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255063,412,1,2,46,16,36g6ifzjliec1jqnbtf7yesme,1,95.3,78.7,2024-11-24T14:05:48.220Z,2024-11-24T17:17:56Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5380013673,212,30.7,5380013675,213,4.17,5380013663,2,,5380013665,155,,5381133037,72,,5380013669,140,80.3,5380013671,141,40.0,5380013667,56,Center,5381133035,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255077,413,3,2,46,19,36g6ifzjliec1jqnbtf7yesme,1,82.8,37.6,2024-11-24T14:05:51.244Z,2024-11-24T17:18:03Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5381133421,464,,5380013719,286,,5380013717,56,Center,5380013805,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255091,450,45,2,46,19,cftj6g399tknheudaxsdpfdgb,0,17.2,62.4,2024-11-24T14:05:51.244Z,2024-11-24T15:13:52Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380013783,56,Back,5380013785,285,,5380013835,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255135,414,1,2,46,20,36g6ifzjliec1jqnbtf7yesme,1,81.1,35.8,2024-11-24T14:05:51.883Z,2024-11-24T14:06:03Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,1.0,5380014097,141,35.5,5380014991,210,13,5380014095,140,76.3,5380014099,212,5.0,5380014093,56,Center,5380014101,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255141,415,13,2,46,22,36g6ifzjliec1jqnbtf7yesme,1,76.7,37.1,2024-11-24T14:05:54.539Z,2024-11-24T17:18:20Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5380015021,55,414,5380015019,29,,5380014127,22,,5380014129,18,,5380015017,73,,5380015025,102,62.4,5380014131,56,Center,5380015031,230,99.3,5380014439,72,5380015027,103,5380015033,231,5380015029,215,,,,48.9,,,,,,,,,,,8.3,,,,,,,,,,
2751255193,416,5,2,46,23,36g6ifzjliec1jqnbtf7yesme,0,101.5,60.8,2024-11-24T14:05:55.030Z,2024-11-24T15:13:25Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5380014405,56,Center,5380014407,346,,5380016687,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255619,451,5,2,46,23,cftj6g399tknheudaxsdpfdgb,1,-1.5,39.2,2024-11-24T14:05:55.030Z,2024-11-24T15:13:25Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380016627,56,Back,5380016643,233,416,5380016629,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255431,417,43,2,46,39,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T14:06:11.595Z,2024-11-24T14:06:13Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5380015897,144,45,5380015675,285,0,5380015673,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255655,452,1,2,46,47,cftj6g399tknheudaxsdpfdgb,1,4.5,49.1,2024-11-24T14:06:19.092Z,2024-11-24T14:06:29Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5380017927,189,,5380016819,237,,5380016801,124,,5380016803,56,Back,5380016805,140,18.3,5380016809,212,22.0,5380016811,213,0.85,5380016807,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255683,453,1,2,46,49,cftj6g399tknheudaxsdpfdgb,1,20.4,75.4,2024-11-24T14:06:21.060Z,2024-11-24T14:06:21Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5380016951,213,1.00,5380016947,141,96.9,5380016943,56,Back,5380016949,212,17.4,5380016945,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255747,454,1,2,46,50,cftj6g399tknheudaxsdpfdgb,1,28.9,96.9,2024-11-24T14:06:21.844Z,2024-11-24T14:06:24Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5380017317,141,88.1,5380017313,56,Left,5380017315,140,54.7,5380017321,213,6.07,5380017319,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255765,455,1,2,46,53,cftj6g399tknheudaxsdpfdgb,1,54.9,89.0,2024-11-24T14:06:24.676Z,2024-11-24T14:06:25Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,5380017391,140,57.1,5380017389,56,Left,5380017397,213,1.15,5380017395,212,5.6,5380017393,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255791,456,1,2,46,53,cftj6g399tknheudaxsdpfdgb,1,57.1,96.5,2024-11-24T14:06:25.461Z,2024-11-24T14:06:26Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380017517,141,94.5,5380017513,56,Left,5380017521,213,3.47,5380017515,140,53.3,5380017519,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255863,457,1,2,46,54,cftj6g399tknheudaxsdpfdgb,1,53.3,94.5,2024-11-24T14:06:26.308Z,2024-11-24T14:06:29Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,5380017881,213,5.36,5380017877,141,88.0,5380017873,56,Left,5380017875,140,56.5,5380017879,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751255959,458,1,2,47,0,cftj6g399tknheudaxsdpfdgb,1,67.2,58.2,2024-11-24T14:06:32.516Z,2024-11-24T14:06:33Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5380018403,56,Center,5380018409,212,13.7,5380018405,140,68.5,5380018411,213,4.81,5380018407,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751256061,459,1,2,47,2,cftj6g399tknheudaxsdpfdgb,1,69.2,37.4,2024-11-24T14:06:33.828Z,2024-11-24T14:07:07Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,1.0,5380022359,154,,5380018887,140,84.6,5380018891,212,16.3,5380022357,210,15,5380018889,141,40.9,5380018885,56,Center,5380018893,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751256071,460,15,2,47,5,cftj6g399tknheudaxsdpfdgb,1,86.7,45.7,2024-11-24T14:06:37.412Z,2024-11-24T17:19:06Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5380022411,147,48.9,5380021697,72,,5380022409,146,98.4,5380022391,121,,5380018937,56,Center,5380022395,29,,5380022393,76,,5380018933,22,,5380018935,17,5380022405,103,5380022403,102,5380022399,55,5380022447,233,,52.4,419,5380022397,154,,,,,,,,5.1,,,,,,,,,459,
2751256113,419,10,2,47,5,36g6ifzjliec1jqnbtf7yesme,1,2.5,50.7,2024-11-24T14:06:37.512Z,2024-11-24T17:19:12Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5380022495,233,460,5380019235,56,Back,5380019233,182,,5380019229,173,,5380019621,179,,5381138143,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751256117,420,6,2,47,6,36g6ifzjliec1jqnbtf7yesme,0,6.8,52.2,2024-11-24T14:06:38.629Z,2024-11-24T17:19:15Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5380019305,56,Back,5380019307,73,,5380019345,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751256081,461,6,2,47,6,cftj6g399tknheudaxsdpfdgb,1,93.2,47.8,2024-11-24T14:06:38.629Z,2024-11-24T14:53:31Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5380019325,233,420,5380019063,56,Center,5380019065,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
