id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2780103383,462,1,1,47,53,77tfx9me4aaqhzv78bmgsy9bg,1,37.5,46.7,2025-02-23T13:49:32.040Z,2025-02-23T13:49:33Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536569351,141,59.6,5536569349,140,28.9,5536569347,56,Back,5536569355,213,2.37,5536569353,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780103429,463,1,1,47,55,77tfx9me4aaqhzv78bmgsy9bg,1,28.9,59.6,2025-02-23T13:49:34.151Z,2025-02-23T13:49:36Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5536569579,56,Back,5536569581,140,35.7,5536569587,213,5.47,5536569585,212,10.4,5536569583,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780103457,464,1,1,47,57,77tfx9me4aaqhzv78bmgsy9bg,1,35.7,48.4,2025-02-23T13:49:35.896Z,2025-02-23T13:49:38Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536569753,141,18.0,5536569751,140,32.4,5536569757,213,4.55,5536569749,56,Back,5536569755,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780103597,465,1,1,47,59,77tfx9me4aaqhzv78bmgsy9bg,0,34.0,16.8,2025-02-23T13:49:38.263Z,2025-02-23T19:08:34Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536570557,141,17.7,5536570553,56,Back,5536570561,213,0.05,5536570559,212,13.0,5536570555,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780103701,387,30,1,48,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-02-23T13:49:39.555Z,2025-02-23T13:49:59Z,,,,,5536571175,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780103817,467,30,1,48,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-23T13:49:39.555Z,2025-02-23T13:50:02Z,,,,,5536571843,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117549,390,32,2,45,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-02-23T14:05:53.806Z,2025-02-23T14:05:53Z,,,,,5536644489,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117563,470,32,2,45,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-23T14:05:53.806Z,2025-02-23T19:11:20Z,,,,,5536644579,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117629,391,1,2,45,0,aljua8crr0vkwit0j3m59jw9j,1,50.1,50.0,2025-02-23T14:05:53.807Z,2025-02-23T14:05:57Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5536644909,56,Back,5536644913,141,61.7,5536644921,279,S,5536644911,140,35.6,5536644917,212,17.2,5536644919,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117661,392,1,2,45,2,aljua8crr0vkwit0j3m59jw9j,1,35.6,61.7,2025-02-23T14:05:55.836Z,2025-02-23T14:05:58Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5536645143,212,23.0,5536645139,140,30.1,5536645145,213,4.46,5536645141,141,28.9,5536645137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117687,393,1,2,45,5,aljua8crr0vkwit0j3m59jw9j,1,30.1,28.9,2025-02-23T14:05:58.828Z,2025-02-23T14:06:00Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5536645267,141,9.8,5536645265,140,32.2,5536645269,212,13.2,5536645271,213,4.88,5536645263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117847,394,1,2,45,6,aljua8crr0vkwit0j3m59jw9j,1,32.2,9.8,2025-02-23T14:06:00.132Z,2025-02-23T14:06:08Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5536646043,141,20.3,5536646045,212,7.2,5536646039,56,Back,5536646047,213,1.51,5536646041,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117841,471,45,2,45,8,77tfx9me4aaqhzv78bmgsy9bg,0,67.1,81.4,2025-02-23T14:06:01.874Z,2025-02-23T19:59:15Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5538273893,233,839,5538167761,56,Left,5538167763,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780394273,839,3,2,45,8,aljua8crr0vkwit0j3m59jw9j,1,32.9,18.6,2025-02-23T14:06:01.874Z,2025-02-23T19:59:14Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5538168205,464,,5538168201,56,Back,5538273869,233,471,5538273877,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117855,395,1,2,45,14,aljua8crr0vkwit0j3m59jw9j,1,31.6,15.3,2025-02-23T14:06:08.404Z,2025-02-23T14:06:09Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536646081,140,12.8,5536646083,141,25.3,5536646085,212,20.9,5536646089,213,2.81,5536646079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117865,396,1,2,45,15,aljua8crr0vkwit0j3m59jw9j,1,12.8,25.3,2025-02-23T14:06:09.020Z,2025-02-23T14:06:09Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5536646143,213,0.17,5536646135,56,Back,5536646139,141,28.3,5536646137,140,23.9,5536646141,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117917,397,1,2,45,15,aljua8crr0vkwit0j3m59jw9j,1,23.9,28.3,2025-02-23T14:06:09.500Z,2025-02-23T14:06:12Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5536646363,56,Back,5536646377,213,4.97,5536646365,140,26.9,5536646369,141,11.0,5536646373,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780117963,398,1,2,45,18,aljua8crr0vkwit0j3m59jw9j,0,27.8,12.3,2025-02-23T14:06:12.780Z,2025-02-23T19:24:30Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536646569,213,0.01,5536646565,141,13.4,5536646567,212,59.3,5536646563,140,84.3,5536646561,56,Right,5538169829,155,,5536646571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118005,472,59,2,45,21,77tfx9me4aaqhzv78bmgsy9bg,1,13.4,90.5,2025-02-23T14:06:15.044Z,2025-02-23T14:06:20Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536646809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118019,473,12,2,45,21,77tfx9me4aaqhzv78bmgsy9bg,1,13.4,90.5,2025-02-23T14:06:15.574Z,2025-02-23T15:07:17Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536646871,213,1.16,5536646863,56,Back,5536646939,167,,5536646869,212,8.3,5536646865,140,16.6,5536646867,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118185,399,5,2,45,22,aljua8crr0vkwit0j3m59jw9j,1,81.6,-1.8,2025-02-23T14:06:16.196Z,2025-02-23T14:24:07Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536647757,347,,5536647787,233,474,5536647755,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118025,474,5,2,45,22,77tfx9me4aaqhzv78bmgsy9bg,0,18.4,101.8,2025-02-23T14:06:16.196Z,2025-02-23T14:24:07Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536646889,56,Back,5536647805,233,399,5536646891,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118221,400,1,2,45,33,aljua8crr0vkwit0j3m59jw9j,1,80.7,0.0,2025-02-23T14:06:27.588Z,2025-02-23T14:06:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5536647877,56,Right,5536647875,107,,5536647879,140,85.0,5536647881,141,6.1,5536647885,213,0.88,5536647883,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118231,401,1,2,45,35,aljua8crr0vkwit0j3m59jw9j,1,85.0,6.1,2025-02-23T14:06:28.844Z,2025-02-23T14:06:29Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5536647937,213,3.36,5536647931,140,80.9,5536647935,212,4.4,5536647929,56,Right,5536647987,156,,5536647933,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118269,402,1,2,45,36,aljua8crr0vkwit0j3m59jw9j,0,80.9,4.7,2025-02-23T14:06:30.572Z,2025-02-23T19:24:45Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5536648165,212,21.4,5536648151,2,,5536648161,140,86.6,5536648167,213,1.29,5536648159,56,Center,5536648155,155,,5538170719,224,,5536648163,141,34.9,5538170721,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118303,475,12,2,45,39,77tfx9me4aaqhzv78bmgsy9bg,1,10.2,58.7,2025-02-23T14:06:33.341Z,2025-02-23T14:06:34Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536648335,212,28.9,5536648345,15,,5536648339,213,0.98,5536648331,141,93.9,5536648329,140,25.6,5536648327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118317,403,1,2,45,41,aljua8crr0vkwit0j3m59jw9j,1,64.4,4.4,2025-02-23T14:06:35.188Z,2025-02-23T14:06:35Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5536648433,141,13.2,5536648441,213,1.13,5536648437,212,6.6,5536648427,56,Right,5536648429,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118327,404,1,2,45,41,aljua8crr0vkwit0j3m59jw9j,1,67.1,13.2,2025-02-23T14:06:35.756Z,2025-02-23T14:06:36Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536648501,212,6.2,5536648503,213,5.55,5536648495,56,Right,5536648499,141,7.1,5536648497,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118353,405,1,2,45,42,aljua8crr0vkwit0j3m59jw9j,1,71.5,7.1,2025-02-23T14:06:36.388Z,2025-02-23T19:25:07Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5536648593,140,77.5,5536648597,212,6.4,5536648591,56,Right,5536648595,141,5.3,5536648599,213,6.09,5538172097,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118393,406,1,2,45,43,aljua8crr0vkwit0j3m59jw9j,0,79.9,4.9,2025-02-23T14:06:37.548Z,2025-02-23T19:25:12Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5536648793,155,,5536648805,212,34.3,5538172369,20,,5538172367,224,,5536648807,213,1.03,5536648801,141,48.1,5536648797,140,96.8,5536648791,2,,5536648795,56,5536648811,1,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118423,476,52,2,45,46,77tfx9me4aaqhzv78bmgsy9bg,1,3.0,51.3,2025-02-23T14:06:40.733Z,2025-02-23T19:25:17Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5538172773,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118603,477,1,2,45,52,77tfx9me4aaqhzv78bmgsy9bg,1,14.2,48.3,2025-02-23T14:06:46.156Z,2025-02-23T19:25:34Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536649813,56,Back,5536649821,213,5.62,5536649817,141,17.0,5536649811,123,,5536649819,212,34.7,5536649823,1,,5536649815,140,40.3,5536652285,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118683,478,1,2,45,58,77tfx9me4aaqhzv78bmgsy9bg,1,46.3,13.4,2025-02-23T14:06:51.981Z,2025-02-23T14:06:54Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5536650259,141,6.7,5536650255,56,Back,5536650261,212,8.6,5536650257,140,39.4,5536650263,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118701,479,1,2,45,59,77tfx9me4aaqhzv78bmgsy9bg,1,39.6,10.0,2025-02-23T14:06:53.756Z,2025-02-23T14:06:55Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536650365,141,33.1,5536650369,213,1.74,5536650363,140,37.0,5536650367,212,15.9,5536650361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118735,480,1,2,46,1,77tfx9me4aaqhzv78bmgsy9bg,1,36.2,36.0,2025-02-23T14:06:55.612Z,2025-02-23T19:25:46Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536650585,141,36.0,5536650589,213,0.00,5536650583,140,43.3,5536650587,212,7.5,5536650581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118755,481,1,2,46,3,77tfx9me4aaqhzv78bmgsy9bg,1,45.2,36.8,2025-02-23T14:06:57.212Z,2025-02-23T19:25:48Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5536650723,140,38.8,5536650771,156,,5536650727,212,20.9,5536650721,56,Back,5536650729,213,4.39,5536650725,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118841,482,1,2,46,8,77tfx9me4aaqhzv78bmgsy9bg,1,61.7,8.3,2025-02-23T14:07:02.300Z,2025-02-23T14:07:04Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536651213,56,Right,5536651221,213,5.99,5536651217,141,2.6,5536651215,140,73.9,5536651219,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118917,483,1,2,46,10,77tfx9me4aaqhzv78bmgsy9bg,1,74.9,4.3,2025-02-23T14:07:04.509Z,2025-02-23T14:07:08Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5536651669,213,3.07,5536651665,212,10.7,5536651657,56,Right,5536651663,141,5.5,5536651661,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118957,484,1,2,46,14,77tfx9me4aaqhzv78bmgsy9bg,1,57.0,8.8,2025-02-23T14:07:07.916Z,2025-02-23T14:07:10Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5536651853,140,42.5,5536651855,141,24.9,5536651859,213,2.52,5536651857,212,18.8,5536651851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118969,485,1,2,46,16,77tfx9me4aaqhzv78bmgsy9bg,0,41.7,24.8,2025-02-23T14:07:09.964Z,2025-02-23T19:26:14Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536651949,140,68.4,5536651951,141,32.9,5536651953,212,28.6,5536651955,213,0.19,5536651947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119055,408,1,2,46,19,aljua8crr0vkwit0j3m59jw9j,1,38.4,76.7,2025-02-23T14:07:13.508Z,2025-02-23T14:07:15Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5536652471,213,2.76,5536652463,56,Back,5536652465,140,29.2,5536652469,212,10.4,5536652467,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119147,409,1,2,46,21,aljua8crr0vkwit0j3m59jw9j,1,29.2,82.4,2025-02-23T14:07:15.284Z,2025-02-23T14:07:21Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5536653051,141,57.2,5536653049,140,15.1,5536653047,56,Back,5536653055,213,4.00,5536653053,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119309,410,1,2,46,27,aljua8crr0vkwit0j3m59jw9j,1,16.2,50.7,2025-02-23T14:07:21.732Z,2025-02-23T14:07:30Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5536653815,140,20.6,5536653819,212,16.0,5536653817,141,28.2,5536653821,213,5.01,5536653813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119317,411,1,2,46,36,aljua8crr0vkwit0j3m59jw9j,0,32.0,17.0,2025-02-23T14:07:30.116Z,2025-02-23T14:07:56Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5536653863,213,6.25,5536653855,56,Back,5536653861,212,12.8,5536653859,141,16.4,5536653857,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119421,486,8,2,46,38,77tfx9me4aaqhzv78bmgsy9bg,1,44.8,86.2,2025-02-23T14:07:32.221Z,2025-02-23T19:26:30Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5538176711,385,,5536654329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119727,414,1,2,46,39,aljua8crr0vkwit0j3m59jw9j,1,39.2,18.0,2025-02-23T14:07:33.211Z,2025-02-23T14:07:54Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5536656083,56,Back,5536656087,141,17.0,5536656089,212,7.8,5536656085,140,46.6,5536656091,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119451,412,1,2,46,40,aljua8crr0vkwit0j3m59jw9j,1,44.4,29.2,2025-02-23T14:07:34.652Z,2025-02-23T14:07:38Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5536654467,1,,5536654455,196,,5536654459,140,66.3,5536654461,141,94.2,5536654457,56,Left,5536654465,213,1.09,5536654463,212,49.8,5536654453,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119439,487,43,2,46,43,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-23T14:07:37.052Z,2025-02-23T14:07:54Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5536654409,213,2.21,5536654405,141,87.1,5536654401,56,Left,5536654407,212,2.5,5536654403,140,54.3,5536656059,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119511,413,1,2,46,46,aljua8crr0vkwit0j3m59jw9j,0,81.8,92.3,2025-02-23T14:07:39.963Z,2025-02-23T19:26:54Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5536654815,2,,5536654823,141,50.3,5536654819,56,Center,5536654817,155,,5538178099,224,,5536654821,140,96.2,5536654827,213,5.20,5538178101,72,,5536654825,212,5536654829,1,,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119523,488,52,2,46,47,77tfx9me4aaqhzv78bmgsy9bg,1,3.9,49.7,2025-02-23T14:07:41.805Z,2025-02-23T19:26:58Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5538178317,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119785,490,1,2,47,2,77tfx9me4aaqhzv78bmgsy9bg,1,10.5,48.4,2025-02-23T14:07:55.948Z,2025-02-23T14:09:49Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5536668153,189,,5536656371,56,Back,5536656377,212,9.6,5536656373,140,10.3,5536656379,213,4.69,5536656375,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119801,491,1,2,47,3,77tfx9me4aaqhzv78bmgsy9bg,1,9.9,33.6,2025-02-23T14:07:56.988Z,2025-02-23T14:09:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536656471,213,5.42,5536668969,189,,5536656463,141,7.1,5536656455,56,Back,5536656459,140,24.7,5536656465,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119815,492,1,2,47,3,77tfx9me4aaqhzv78bmgsy9bg,1,24.8,6.7,2025-02-23T14:07:57.740Z,2025-02-23T14:07:58Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5536656535,213,0.95,5536656531,141,21.3,5536656529,140,31.5,5536656527,56,Back,5536656533,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119849,493,1,2,47,4,77tfx9me4aaqhzv78bmgsy9bg,1,31.5,21.3,2025-02-23T14:07:58.636Z,2025-02-23T14:08:00Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5536656719,141,25.9,5536656715,56,Back,5536656723,213,2.56,5536656717,140,27.0,5536656721,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119901,494,1,2,47,8,77tfx9me4aaqhzv78bmgsy9bg,1,28.6,26.7,2025-02-23T14:08:02.620Z,2025-02-23T14:08:03Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5536657029,213,2.49,5536657025,141,33.3,5536657027,212,7.4,5536657021,56,Back,5536657023,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119957,495,1,2,47,9,77tfx9me4aaqhzv78bmgsy9bg,1,22.4,32.5,2025-02-23T14:08:03.772Z,2025-02-23T19:27:37Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5536657347,141,69.3,5536657345,140,40.3,5536657349,212,31.3,5536657351,213,0.93,5536657343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119969,496,50,2,47,12,77tfx9me4aaqhzv78bmgsy9bg,1,35.6,76.4,2025-02-23T14:08:05.850Z,2025-02-23T14:08:10Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5536657577,233,415,5536657401,56,Back,5536657403,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119989,415,7,2,47,12,aljua8crr0vkwit0j3m59jw9j,0,64.4,23.6,2025-02-23T14:08:05.851Z,2025-02-23T19:27:43Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536657505,56,Center,5536657507,285,,5538180459,389,,5538180457,385,,5536657529,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780119975,497,61,2,47,13,77tfx9me4aaqhzv78bmgsy9bg,1,36.0,73.9,2025-02-23T14:08:07.419Z,2025-02-23T14:08:07Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5536657429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780120053,416,5,2,47,14,aljua8crr0vkwit0j3m59jw9j,1,65.4,-2.0,2025-02-23T14:08:08.596Z,2025-02-23T14:24:08Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536665923,233,498,5536657867,56,Right,5536657869,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780120087,498,5,2,47,14,77tfx9me4aaqhzv78bmgsy9bg,0,34.6,102.0,2025-02-23T14:08:08.596Z,2025-02-23T14:24:08Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5536665967,233,416,5536658025,56,Back,5536658027,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780120123,417,1,2,47,17,aljua8crr0vkwit0j3m59jw9j,1,63.4,0.0,2025-02-23T14:08:11.291Z,2025-02-23T14:08:14Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5536658201,107,,5536658207,141,9.7,5536658209,212,10.7,5536658205,140,70.2,5536658203,56,Right,5536658211,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780120129,418,1,2,47,20,aljua8crr0vkwit0j3m59jw9j,1,70.1,13.5,2025-02-23T14:08:14.363Z,2025-02-23T14:08:15Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5536658241,212,7.2,5536658237,140,76.9,5536658235,56,Right,5536658239,141,11.9,5536658243,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780120135,419,1,2,47,21,aljua8crr0vkwit0j3m59jw9j,0,76.9,11.9,2025-02-23T14:08:15.187Z,2025-02-23T14:08:36Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5536660531,236,,5536660537,286,,5536660501,168,,5536658273,141,13.2,5536658269,140,79.5,5536658267,56,Right,5536658279,213,0.31,5536660533,233,499,5536658277,212,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780120175,499,74,2,47,21,77tfx9me4aaqhzv78bmgsy9bg,1,22.9,88.6,2025-02-23T14:08:15.188Z,2025-02-23T15:05:44Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5536658527,233,419,5536658493,285,,5536658491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
