id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2794328661,331,83,1,40,28,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.3,77.0,2025-03-31T17:43:18.687Z,2025-03-31T17:43:24Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614500787,399,c9u2w9ikckbrra8vln2ucbf9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794328667,457,1,1,40,28,b3r6d8ydtmtjckam6pku9y400,1,57.8,25.5,2025-03-31T17:43:18.982Z,2025-03-31T17:43:21Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5614500565,141,20.0,5614500569,213,5.75,5614500561,56,Right,5614500563,140,63.8,5614500567,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794328697,458,1,1,40,30,b3r6d8ydtmtjckam6pku9y400,0,63.8,20.0,2025-03-31T17:43:21.314Z,2025-03-31T22:15:07Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614500743,212,22.4,5614500745,213,0.22,5614500739,140,84.6,5614500741,141,27.3,5614500737,56,Center,5614500815,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794328723,332,59,1,40,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.2,69.4,2025-03-31T17:43:24.463Z,2025-03-31T17:43:33Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614500885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794328733,333,54,1,40,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.2,69.4,2025-03-31T17:43:25.669Z,2025-03-31T17:43:26Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614500951,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794328745,334,52,1,40,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.2,69.4,2025-03-31T17:43:26.689Z,2025-03-31T22:15:13Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5615259889,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329057,335,1,1,40,58,9w3sjm5ml4sjr2v81oxzdrt8v,0,10.8,63.3,2025-03-31T17:43:49.567Z,2025-03-31T17:43:51Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614502893,189,,5614502835,56,Back,5614502833,199,,5614502837,140,42.9,5614502845,1,,5614502839,141,91.1,5614502841,212,38.6,5614502843,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329063,459,61,1,41,0,b3r6d8ydtmtjckam6pku9y400,1,53.2,1.7,2025-03-31T17:43:50.832Z,2025-03-31T17:44:04Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614503917,189,,5614502865,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329155,336,5,1,41,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.4,101.6,2025-03-31T17:43:51.730Z,2025-03-31T17:50:15Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614503371,347,,5614503369,56,Back,5614503859,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329169,460,5,1,41,1,b3r6d8ydtmtjckam6pku9y400,0,55.6,-1.6,2025-03-31T17:43:51.730Z,2025-03-31T22:15:34Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614503437,56,Right,5614503877,233,336,5614503439,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329165,337,1,1,41,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.4,100.0,2025-03-31T17:43:56.527Z,2025-03-31T17:43:57Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614503415,140,56.9,5614503411,107,,5614503417,141,88.3,5614503413,56,Left,5614503419,212,17.8,5614503421,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329175,338,1,1,41,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.5,89.6,2025-03-31T17:43:57.630Z,2025-03-31T17:43:58Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5614503475,212,16.0,5614503471,140,39.4,5614503473,141,93.2,5614503477,213,2.99,5614503469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329205,339,1,1,41,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.5,93.3,2025-03-31T17:43:58.542Z,2025-03-31T17:44:00Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614503631,56,Back,5614503635,141,85.4,5614503637,212,21.7,5614503633,140,20.5,5614503639,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329261,340,1,1,41,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.7,85.4,2025-03-31T17:44:00.751Z,2025-03-31T17:44:05Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614503947,56,Back,5614503949,140,14.4,5614503951,141,58.2,5614503955,213,4.32,5614503953,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329269,341,1,1,41,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.5,51.6,2025-03-31T17:44:04.414Z,2025-03-31T17:44:06Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614504017,140,23.9,5614504015,56,Back,5614504023,213,5.34,5614504019,141,33.9,5614504021,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329329,342,1,1,41,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.1,29.2,2025-03-31T17:44:06.030Z,2025-03-31T17:44:11Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614504383,140,34.4,5614504387,212,19.4,5614504389,213,1.22,5614504381,56,Back,5614504385,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329367,343,1,1,41,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.5,65.8,2025-03-31T17:44:11.838Z,2025-03-31T17:44:15Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614504589,141,93.2,5614504593,213,1.08,5614504583,56,Left,5614504591,212,21.1,5614504585,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329401,344,1,1,41,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.4,93.3,2025-03-31T17:44:14.910Z,2025-03-31T17:44:18Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614504807,212,8.3,5614504803,140,61.9,5614504809,213,4.26,5614504801,56,Left,5614504805,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329417,345,1,1,41,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.5,74.8,2025-03-31T17:44:18.798Z,2025-03-31T17:44:21Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614504883,140,52.9,5614504887,212,9.7,5614504889,213,3.53,5614504881,56,Center,5614504885,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329441,346,1,1,41,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.3,65.6,2025-03-31T17:44:21.295Z,2025-03-31T17:44:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614505015,213,4.45,5614505007,56,Back,5614505011,141,43.4,5614505013,212,15.6,5614505009,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329469,347,1,1,41,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.5,43.7,2025-03-31T17:44:27.310Z,2025-03-31T17:44:28Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614505199,212,12.9,5614505201,213,5.17,5614505189,56,Center,5614505193,140,56.9,5614505197,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329493,348,1,1,41,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.9,26.7,2025-03-31T17:44:28.670Z,2025-03-31T17:44:31Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614505339,212,12.2,5614505341,213,2.48,5614505335,140,47.7,5614505337,141,37.7,5614505333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329523,349,1,1,41,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,54.6,42.1,2025-03-31T17:44:31.519Z,2025-03-31T17:44:35Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614505491,213,0.77,5614505485,140,78.1,5614505489,212,34.3,5614505481,155,,5614505487,141,77.2,5614505483,56,Center,5614505493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329535,461,44,1,41,43,b3r6d8ydtmtjckam6pku9y400,1,21.8,21.2,2025-03-31T17:44:34.285Z,2025-03-31T18:18:59Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614505559,285,,5614505557,56,Back,5614505565,233,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329527,350,44,1,41,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,78.2,78.8,2025-03-31T17:44:34.286Z,2025-03-31T18:18:59Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614505503,56,Center,5614505569,233,461,5614505505,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329547,462,1,1,41,44,b3r6d8ydtmtjckam6pku9y400,1,21.2,18.2,2025-03-31T17:44:34.634Z,2025-03-31T18:04:30Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614505631,56,Back,5614505635,141,27.1,5614505633,140,30.3,5614505629,3,,5614505639,212,11.3,5614505643,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329589,464,1,1,41,48,b3r6d8ydtmtjckam6pku9y400,1,42.4,46.0,2025-03-31T17:44:39.522Z,2025-03-31T22:16:22Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,1.0,,5614506961,210,13,5614505855,140,78.4,5614505853,56,Center,5614505859,212,39.1,5614505863,1,,5614505851,155,,5614506963,154,,5614505857,141,60.9,5614505867,4,,5614505861,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329605,465,13,1,41,53,b3r6d8ydtmtjckam6pku9y400,1,87.0,65.6,2025-03-31T17:44:43.778Z,2025-03-31T22:16:37Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614506993,103,23.6,5614505975,56,Center,5614506983,29,,5614505973,64,,5614506995,230,96.0,5614506271,72,,5614506985,154,,5614506269,23,,5614506997,231,54.3,5614506987,55,464,5614506981,73,5614506991,102,,,,,,,,62.0,,,,,,,,,,,,,,,
2794329923,351,5,1,41,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.7,42.8,2025-03-31T17:44:45.618Z,2025-03-31T17:50:15Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614507849,346,,5614507847,56,Back,5614507857,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329613,466,5,1,41,55,b3r6d8ydtmtjckam6pku9y400,0,100.7,57.2,2025-03-31T17:44:45.618Z,2025-03-31T17:50:16Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614506021,56,Center,5614507861,233,351,5614506023,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329931,352,1,1,42,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.7,40.6,2025-03-31T17:45:16.030Z,2025-03-31T17:45:32Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614507899,212,51.6,5614507901,213,0.70,5614508959,189,,5614507907,74,,5614507903,1,,5614507895,140,42.2,5614507891,124,,5614507897,141,89.6,5614507893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329939,353,44,1,42,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.2,91.2,2025-03-31T17:45:17.102Z,2025-03-31T18:18:59Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614507943,285,,5614507937,56,Back,5614508025,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329959,467,44,1,42,26,b3r6d8ydtmtjckam6pku9y400,0,56.8,8.8,2025-03-31T17:45:17.103Z,2025-03-31T18:19:00Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614508043,233,353,5614508019,286,,5614508017,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329971,354,1,1,42,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.3,87.8,2025-03-31T17:45:17.582Z,2025-03-31T17:45:33Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614508117,3,,5614508123,141,71.7,5614508127,213,5.68,5614508119,56,Center,5614508121,140,57.4,5614509009,189,,5614508125,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329989,468,49,1,42,30,b3r6d8ydtmtjckam6pku9y400,1,44.9,7.9,2025-03-31T17:45:21.426Z,2025-03-31T17:46:49Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614512885,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329997,469,1,1,42,31,b3r6d8ydtmtjckam6pku9y400,0,44.9,7.9,2025-03-31T17:45:21.650Z,2025-03-31T17:45:22Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614508243,141,7.7,5614508247,213,6.23,5614508241,140,47.2,5614508239,56,Back,5614508245,212,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330051,355,1,1,42,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.5,94.5,2025-03-31T17:45:24.358Z,2025-03-31T18:05:08Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5614508577,141,86.6,5614508573,56,Left,5614508581,213,4.75,5614508575,140,53.7,5614508579,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330037,470,1,1,42,34,b3r6d8ydtmtjckam6pku9y400,0,48.0,5.3,2025-03-31T17:45:24.657Z,2025-03-31T18:05:06Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614508521,140,47.4,5614508519,56,Back,5614508525,212,1.9,5614508527,213,1.91,5614508523,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330055,356,43,1,42,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-31T17:45:25.631Z,2025-03-31T17:45:35Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614509063,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330063,357,3,1,42,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,51.0,87.8,2025-03-31T17:45:25.982Z,2025-03-31T22:17:47Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614508927,233,471,5614508629,286,,5614508627,56,Left,5615262383,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330099,471,7,1,42,35,b3r6d8ydtmtjckam6pku9y400,1,49.0,12.2,2025-03-31T17:45:25.983Z,2025-03-31T22:17:57Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5614508875,285,,5615262485,178,,5614508897,233,357,5614508873,56,Back,5615262483,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794462663,1052,1,1,42,36,b3r6d8ydtmtjckam6pku9y400,1,46.6,10.4,2025-03-31T17:45:26.751Z,2025-03-31T22:18:06Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5615262657,140,38.6,5615262655,56,Back,5615262661,212,8.4,5615262663,213,3.24,5615262659,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330105,472,43,1,42,39,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T17:45:30.498Z,2025-03-31T17:45:32Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614508969,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330141,473,1,1,42,42,b3r6d8ydtmtjckam6pku9y400,1,32.2,13.5,2025-03-31T17:45:33.301Z,2025-03-31T22:18:07Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614509089,140,20.7,5614509093,212,17.5,5614509087,56,Back,5614509095,213,2.33,5614509091,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330157,474,1,1,42,44,b3r6d8ydtmtjckam6pku9y400,1,21.7,31.5,2025-03-31T17:45:35.282Z,2025-03-31T17:45:38Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5614509205,56,Back,5614509213,212,21.0,5614509215,213,1.23,5614509211,141,60.6,5614509209,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330197,475,1,1,42,47,b3r6d8ydtmtjckam6pku9y400,1,31.8,51.8,2025-03-31T17:45:37.889Z,2025-03-31T17:45:42Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614509395,140,35.0,5614509399,212,25.7,5614509401,213,4.84,5614509397,141,14.4,5614509393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330311,476,1,1,42,53,b3r6d8ydtmtjckam6pku9y400,1,37.3,5.5,2025-03-31T17:45:43.650Z,2025-03-31T17:45:50Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614509979,213,2.02,5614509971,56,Back,5614509975,141,28.6,5614509973,140,30.0,5614509977,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330345,477,1,1,42,59,b3r6d8ydtmtjckam6pku9y400,1,26.4,33.9,2025-03-31T17:45:50.049Z,2025-03-31T17:45:52Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5614510097,212,16.4,5614510093,140,31.4,5614510091,56,Back,5614510099,213,1.24,5614510095,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330383,478,1,1,43,2,b3r6d8ydtmtjckam6pku9y400,1,42.0,64.5,2025-03-31T17:45:52.705Z,2025-03-31T17:45:56Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614510293,140,60.9,5614510297,212,26.3,5614510291,56,Left,5614510295,141,89.9,5614510299,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330407,479,1,1,43,6,b3r6d8ydtmtjckam6pku9y400,0,65.2,91.2,2025-03-31T17:45:56.706Z,2025-03-31T17:45:58Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5614510421,212,31.2,5614510425,213,5.76,5614510409,56,Center,5614510413,140,90.9,5614510417,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330493,359,1,1,43,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,5.6,5.3,2025-03-31T17:46:04.110Z,2025-03-31T17:46:06Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614510877,56,Back,5614510885,213,0.29,5614510881,141,22.8,5614510887,1,,5614510883,212,41.2,5614510875,157,,5614510879,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330503,480,1,1,43,16,b3r6d8ydtmtjckam6pku9y400,0,52.1,72.2,2025-03-31T17:46:07.057Z,2025-03-31T17:46:12Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614510927,56,Center,5614510931,141,72.2,5614510935,213,0.00,5614510925,3,,5614510933,212,7.0,5614510929,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330523,360,1,1,43,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.7,30.4,2025-03-31T17:46:08.653Z,2025-03-31T17:46:10Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614511077,212,9.1,5614511073,140,38.0,5614511075,141,42.5,5614511071,56,Back,5614511079,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330537,361,1,1,43,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.1,45.2,2025-03-31T17:46:10.030Z,2025-03-31T17:46:11Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614511153,140,27.8,5614511157,212,10.2,5614511159,213,3.45,5614511151,56,Back,5614511155,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330557,362,1,1,43,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.0,37.6,2025-03-31T17:46:11.661Z,2025-03-31T17:46:14Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614511267,56,Back,5614511273,212,11.9,5614511269,140,38.5,5614511271,141,31.0,5614511275,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330569,363,1,1,43,23,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.0,27.3,2025-03-31T17:46:13.901Z,2025-03-31T17:46:15Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614511339,212,18.3,5614511341,213,0.03,5614511335,140,55.4,5614511333,56,Center,5614511337,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330573,481,8,1,43,25,b3r6d8ydtmtjckam6pku9y400,1,42.6,73.0,2025-03-31T17:46:16.177Z,2025-03-31T22:18:48Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5615263225,383,,5614511347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330617,483,1,1,43,27,b3r6d8ydtmtjckam6pku9y400,1,56.0,70.3,2025-03-31T17:46:17.889Z,2025-03-31T17:46:22Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614511579,140,75.8,5614511583,212,23.4,5614511585,213,0.47,5614511577,56,Left,5614511581,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330627,484,1,1,43,31,b3r6d8ydtmtjckam6pku9y400,0,84.9,72.0,2025-03-31T17:46:22.241Z,2025-03-31T17:46:23Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614511637,56,Center,5614511643,212,7.6,5614511641,141,64.3,5614511639,140,79.6,5614511645,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330659,364,12,1,43,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,17.5,47.8,2025-03-31T17:46:24.781Z,2025-03-31T17:46:26Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614511777,56,Back,5614511785,213,4.53,5614511781,141,38.8,5614511783,212,6.2,5614511779,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330673,365,12,1,43,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.0,38.9,2025-03-31T17:46:26.365Z,2025-03-31T17:46:28Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614511873,56,Back,5614511877,141,28.5,5614511881,213,5.88,5614511875,140,31.0,5614511879,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330693,366,44,1,43,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.0,25.5,2025-03-31T17:46:26.609Z,2025-03-31T18:19:00Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5614511989,285,,5614512023,233,485,5614511987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330661,485,44,1,43,36,b3r6d8ydtmtjckam6pku9y400,0,69.0,74.5,2025-03-31T17:46:26.610Z,2025-03-31T18:19:00Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614511803,56,Center,5614512045,233,366,5614511805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330733,367,1,1,43,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.6,27.0,2025-03-31T17:46:27.198Z,2025-03-31T18:05:19Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5614512187,141,20.1,5614512183,56,Back,5614512185,140,36.1,5614512191,213,5.60,5614512179,3,,5614512189,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330751,369,50,1,43,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.3,5.7,2025-03-31T17:46:31.569Z,2025-03-31T18:03:22Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614512273,233,486,5614512251,286,,5614512249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330743,486,7,1,43,40,b3r6d8ydtmtjckam6pku9y400,1,60.7,94.3,2025-03-31T17:46:31.570Z,2025-03-31T22:19:09Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5615263577,385,,5614512209,167,,5614512211,56,Left,5614512269,233,369,5615263579,178,,5614512213,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
