id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2743935787,318,1,1,46,36,c165yjiny1qnmfdvefxvflnkc,1,4.8,49.3,2024-11-03T17:48:35.635Z,2024-11-03T17:48:38Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5340023643,213,6.06,5340023641,212,54.7,5340023649,74,,5340023639,141,31.8,5340023633,124,,5340023637,140,55.6,5340023635,56,Center,5340023645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743935795,319,1,1,46,39,c165yjiny1qnmfdvefxvflnkc,0,55.6,31.8,2024-11-03T17:48:37.986Z,2024-11-03T17:48:38Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5340023685,56,Back,5340023691,212,14.9,5340023693,213,3.99,5340023689,141,15.3,5340023687,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743935931,449,1,1,46,40,36g6ifzjliec1jqnbtf7yesme,1,56.5,87.4,2024-11-03T17:48:39.179Z,2024-11-03T17:48:43Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340024325,155,,5340024339,213,6.02,5340024333,141,74.8,5340024341,1,,5340024329,140,86.6,5340024335,212,32.7,5340024327,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743935941,450,61,1,46,44,36g6ifzjliec1jqnbtf7yesme,0,86.6,74.8,2024-11-03T17:48:43.091Z,2024-11-03T17:52:59Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5340024369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936467,320,5,1,46,47,c165yjiny1qnmfdvefxvflnkc,1,-1.2,33.2,2024-11-03T17:48:45.810Z,2024-11-03T17:58:07Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340027297,233,451,5340027245,346,,5340027243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936041,451,5,1,46,47,36g6ifzjliec1jqnbtf7yesme,0,101.2,66.8,2024-11-03T17:48:45.810Z,2024-11-03T17:58:07Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5340024847,346,,5340027335,233,320,5340024845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936593,321,1,1,47,11,c165yjiny1qnmfdvefxvflnkc,0,5.1,38.5,2024-11-03T17:49:10.116Z,2024-11-03T17:49:15Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5340027979,1,,5340027969,141,28.2,5340027973,212,58.9,5340027961,56,Center,5340027975,213,6.16,5340027965,140,60.8,5340027987,74,,5340027959,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936603,452,44,1,47,16,36g6ifzjliec1jqnbtf7yesme,1,40.0,69.4,2024-11-03T17:49:15.009Z,2024-11-03T18:54:59Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340028057,285,,5340028217,233,322,5340028055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936597,322,44,1,47,16,c165yjiny1qnmfdvefxvflnkc,0,60.0,30.6,2024-11-03T17:49:15.010Z,2024-11-03T18:54:59Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5340028009,286,,5340028259,233,452,5340028007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936625,453,1,1,47,16,36g6ifzjliec1jqnbtf7yesme,1,41.3,65.4,2024-11-03T17:49:15.700Z,2024-11-03T17:58:37Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340028179,212,27.0,5340028177,141,92.6,5340028171,3,,5340028173,56,Left,5340028181,213,0.76,5340028175,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936645,454,1,1,47,17,36g6ifzjliec1jqnbtf7yesme,0,60.0,92.6,2024-11-03T17:49:16.387Z,2024-11-03T18:03:20Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340028333,213,5.49,5340028331,212,8.9,5340028325,56,Left,5340028327,140,65.9,5340028323,3,,5340028329,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936659,323,8,1,47,18,c165yjiny1qnmfdvefxvflnkc,1,32.6,8.5,2024-11-03T17:49:17.226Z,2024-11-03T21:29:15Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5340947885,384,,5340028429,56,Back,5340947703,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936743,324,1,1,47,19,c165yjiny1qnmfdvefxvflnkc,0,30.9,23.0,2024-11-03T17:49:18.115Z,2024-11-03T17:58:43Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340028985,213,5.96,5340028977,141,4.9,5340028973,56,Right,5340028971,157,,5340028975,140,65.8,5340028987,1,,5340028981,212,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936787,455,1,1,47,24,36g6ifzjliec1jqnbtf7yesme,0,37.2,94.1,2024-11-03T17:49:22.868Z,2024-11-03T17:49:24Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5340029169,56,Back,5340029167,3,,5340029171,140,47.8,5340029173,141,92.1,5340029177,213,6.16,5340029175,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936831,325,1,1,47,26,c165yjiny1qnmfdvefxvflnkc,1,56.7,5.8,2024-11-03T17:49:25.057Z,2024-11-03T17:49:34Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5340029459,3,,5340029469,141,15.5,5340029471,212,9.6,5340029473,213,0.75,5340029463,56,Right,5340029467,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936835,326,50,1,47,27,c165yjiny1qnmfdvefxvflnkc,1,62.8,17.6,2024-11-03T17:49:26.570Z,2024-11-03T18:54:49Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5340029483,286,,5340029479,56,Right,5340029551,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936829,456,7,1,47,27,36g6ifzjliec1jqnbtf7yesme,0,37.2,82.4,2024-11-03T17:49:26.571Z,2024-11-03T21:29:35Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5340948813,385,,5340029451,56,Back,5340029453,285,,5340029509,233,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936871,327,61,1,47,30,c165yjiny1qnmfdvefxvflnkc,1,58.0,10.4,2024-11-03T17:49:29.119Z,2024-11-03T17:49:29Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5340029649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936891,458,1,1,47,30,36g6ifzjliec1jqnbtf7yesme,0,39.6,89.6,2024-11-03T17:49:29.462Z,2024-11-03T17:49:30Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5340029745,141,94.8,5340029749,213,0.32,5340029743,140,49.6,5340029747,212,11.1,5340029741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936935,328,1,1,47,31,c165yjiny1qnmfdvefxvflnkc,0,48.6,5.3,2024-11-03T17:49:30.610Z,2024-11-03T17:49:32Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5340029985,140,87.6,5340029989,212,44.7,5340029987,141,31.6,5340029981,157,,5340029983,56,Center,5340029991,213,0.41,5340029993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936939,459,52,1,47,33,36g6ifzjliec1jqnbtf7yesme,1,9.1,67.6,2024-11-03T17:49:32.378Z,2024-11-03T21:29:54Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340949669,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743936997,460,1,1,47,35,36g6ifzjliec1jqnbtf7yesme,1,9.1,67.6,2024-11-03T17:49:34.628Z,2024-11-03T17:49:48Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340030319,123,,5340030323,56,Back,5340030327,141,73.5,5340030329,212,13.4,5340030331,213,0.30,5340030325,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937165,461,1,1,47,38,36g6ifzjliec1jqnbtf7yesme,1,21.7,66.3,2024-11-03T17:49:36.779Z,2024-11-03T17:49:44Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340031367,212,25.1,5340031361,56,Back,5340031363,140,26.3,5340031369,213,4.91,5340031365,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937233,462,1,1,47,45,36g6ifzjliec1jqnbtf7yesme,1,36.2,29.7,2024-11-03T17:49:44.698Z,2024-11-03T17:49:47Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340031783,212,21.8,5340031781,141,61.8,5340031785,213,1.59,5340031777,56,Back,5340031779,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937305,463,1,1,47,50,36g6ifzjliec1jqnbtf7yesme,1,53.2,63.7,2024-11-03T17:49:49.195Z,2024-11-03T17:49:51Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340032235,140,70.1,5340032237,141,74.5,5340032233,56,Center,5340032239,212,19.2,5340032243,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937325,329,45,1,47,52,c165yjiny1qnmfdvefxvflnkc,0,30.0,24.6,2024-11-03T17:49:51.203Z,2024-11-03T17:58:10Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5340032425,233,464,5340032349,56,Back,5340032351,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937317,464,3,1,47,52,36g6ifzjliec1jqnbtf7yesme,1,70.0,75.4,2024-11-03T17:49:51.203Z,2024-11-03T21:30:20Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340032391,233,329,5340950721,464,,5340032289,286,,5340032287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937345,465,1,1,47,52,36g6ifzjliec1jqnbtf7yesme,1,70.1,74.5,2024-11-03T17:49:51.379Z,2024-11-03T17:49:53Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5340032475,140,91.9,5340032481,213,0.18,5340032473,56,Left,5340032477,141,80.6,5340032479,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937349,466,1,1,47,54,36g6ifzjliec1jqnbtf7yesme,0,91.9,80.6,2024-11-03T17:49:53.010Z,2024-11-03T21:30:37Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340032519,56,Center,5340951337,72,,5340032533,213,4.65,5340951103,2,,5340032529,212,17.6,5340032523,140,90.9,5340032527,141,54.8,5340951335,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937403,330,12,1,47,55,c165yjiny1qnmfdvefxvflnkc,1,8.6,46.6,2024-11-03T17:49:54.098Z,2024-11-03T17:49:57Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340032799,212,32.9,5340032793,56,Back,5340032797,141,0.0,5340032843,167,,5340032801,213,4.65,5340032795,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937409,331,5,1,47,57,c165yjiny1qnmfdvefxvflnkc,0,6.3,-1.3,2024-11-03T17:49:56.418Z,2024-11-03T17:58:08Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340033393,233,467,5340032833,347,,5340032831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937499,467,5,1,47,57,36g6ifzjliec1jqnbtf7yesme,1,93.7,101.3,2024-11-03T17:49:56.418Z,2024-11-03T17:58:08Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340033321,347,,5340033377,233,331,5340033319,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937507,332,30,1,48,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T17:49:59.596Z,2024-11-03T17:50:04Z,,,,,5340033349,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743937513,468,30,1,48,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T17:49:59.596Z,2024-11-03T17:50:03Z,,,,,5340033367,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743953549,470,18,2,45,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:05:58.353Z,2024-11-03T18:05:59Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5340120473,59,10,5340120471,44,Forward,5340120553,55,471,5340120469,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743953557,471,19,2,45,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:05:58.354Z,2024-11-03T18:06:30Z,4sgxth7onhb5mu29bgyupby3u,J. Adedeji,,,5340122887,293,1,5340120505,42,,5340120513,44,Midfielder,5340120511,59,7,5340120515,55,470,5340122885,292,6,5340120509,145,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954409,335,18,2,45,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:05:58.453Z,2024-11-03T18:07:00Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5340124911,55,336,5340124843,42,,5340124847,44,Forward,5340124849,59,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954413,336,19,2,45,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:05:58.454Z,2024-11-03T18:08:00Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5340124885,55,335,5340124879,145,7,5340124875,42,,5340129773,293,2,5340129771,292,6,5340124883,44,Midfielder,5340124881,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954583,337,32,2,45,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-11-03T18:07:10.629Z,2024-11-03T18:07:10Z,,,,,5340125811,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954599,472,32,2,45,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:07:10.629Z,2024-11-03T19:47:24Z,,,,,5340125901,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954627,338,1,2,45,0,c165yjiny1qnmfdvefxvflnkc,1,49.9,50.0,2024-11-03T18:07:10.630Z,2024-11-03T18:07:13Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5340126085,141,49.0,5340126089,213,3.20,5340126081,56,Back,5340126083,140,39.5,5340126087,212,10.9,5340126091,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955367,486,40,2,45,1,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-03T18:07:11.813Z,2024-11-03T21:52:48Z,,,,,5340130319,194,1arzd8hqj73byhduozscqz5uy,5340130309,30,"a2l4ep71txn2edtjjcgewai5m, de0dokhb6u6hts2hu5aupgiga, dj2f6zk2cd8u9lt6odoei9cdl, 3q4tnk1z46lop4rbdpjtfoc2c, 7yst1mucy7jynmpzu1thox2i, 8vi3l756ez0e96k7muvg4ekbu, 6v1kpakd3t0jhnoh1eh75ev4k, ejixz16616b7krftxyzv9yiac, 5hw5sfiqhzg7mnghdp52f7fqi, 1arzd8hqj73byhduozscqz5uy, 4sgxth7onhb5mu29bgyupby3u, hpzxgnwobdttfgd04dykf26t, dq2eqqywinhsh9ijg8amqyp78, bcdp9e3dezuaybm8ndrsanbx0, 8mkrj5bnkyhx8kutc4656cy96, 974s3rwvb2ls1k1no4hlaz8ph, cul6phe87idi5dn1hsfywxhwp, 5vrsflxiv2dgfa8199a2qxsve, 2o5atg0lz3jy7k86tyqda8h04",5340130313,59,"1, 20, 14, 8, 4, 13, 16, 21, 19, 11, 7, 2, 3, 5, 6, 15, 22, 27, 35",5340130317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5340130311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5340130315,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954633,339,1,2,45,2,c165yjiny1qnmfdvefxvflnkc,1,39.5,49.0,2024-11-03T18:07:13.004Z,2024-11-03T18:07:13Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5340126125,212,4.9,5340126115,56,Back,5340126117,140,42.1,5340126127,213,0.97,5340126121,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954701,340,1,2,45,2,c165yjiny1qnmfdvefxvflnkc,1,42.1,54.9,2024-11-03T18:07:13.518Z,2024-11-03T18:07:17Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5340126485,140,25.6,5340126489,212,18.6,5340126487,141,44.9,5340126483,56,Back,5340126491,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954737,341,1,2,45,7,c165yjiny1qnmfdvefxvflnkc,1,28.5,38.2,2024-11-03T18:07:17.661Z,2024-11-03T18:07:19Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5340126719,213,0.03,5340126717,212,40.2,5340126711,56,Center,5340126713,140,66.8,5340126721,1,,5340126709,155,,5340126715,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954811,342,1,2,45,9,c165yjiny1qnmfdvefxvflnkc,1,66.8,40.1,2024-11-03T18:07:19.836Z,2024-11-03T18:07:25Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5340127187,56,Right,5340127189,140,73.3,5340127193,212,19.3,5340127191,141,13.5,5340127195,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954853,343,1,2,45,14,c165yjiny1qnmfdvefxvflnkc,0,71.7,14.6,2024-11-03T18:07:24.972Z,2024-11-03T21:51:37Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5340127465,2,,5341028281,72,,5340127485,213,0.83,5340127473,140,92.9,5340127477,141,50.1,5340127471,56,Center,5340135213,233,501,5340127489,1,,5340127481,212,32.8,5340127467,155,5341028279,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743956291,501,11,2,45,17,36g6ifzjliec1jqnbtf7yesme,0,11.1,47.5,2024-11-03T18:07:28.437Z,2024-11-03T21:51:40Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340135233,233,343,5340135053,56,Back,5340135055,88,,5341028445,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954959,473,52,2,45,18,36g6ifzjliec1jqnbtf7yesme,1,14.1,44.9,2024-11-03T18:07:28.692Z,2024-11-03T21:51:43Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5341028543,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954967,474,1,2,45,19,36g6ifzjliec1jqnbtf7yesme,1,12.4,32.9,2024-11-03T18:07:29.764Z,2024-11-03T18:09:26Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340128105,141,22.5,5340128099,123,,5340128109,213,5.61,5340128101,56,Back,5340128107,212,11.3,5340128103,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743954997,475,1,2,45,27,36g6ifzjliec1jqnbtf7yesme,1,29.9,21.6,2024-11-03T18:07:37.844Z,2024-11-03T18:09:27Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5340128275,56,Back,5340128277,140,14.8,5340128281,212,23.1,5340128283,213,2.33,5340128279,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955017,476,1,2,45,28,36g6ifzjliec1jqnbtf7yesme,1,14.8,46.4,2024-11-03T18:07:39.148Z,2024-11-03T18:09:28Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5340128425,212,24.2,5340128419,56,Back,5340128427,213,1.02,5340128421,140,26.9,5340128423,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955055,477,1,2,45,31,36g6ifzjliec1jqnbtf7yesme,1,26.9,76.7,2024-11-03T18:07:42.324Z,2024-11-03T18:07:43Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340128683,141,93.9,5340128687,213,0.77,5340128681,140,38.5,5340128677,56,Back,5340128685,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955111,478,1,2,45,32,36g6ifzjliec1jqnbtf7yesme,1,38.4,93.9,2024-11-03T18:07:43.476Z,2024-11-03T18:07:47Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5340128991,213,4.47,5340128987,141,64.3,5340128983,56,Back,5340128989,212,20.7,5340128985,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955137,479,1,2,45,36,36g6ifzjliec1jqnbtf7yesme,1,35.9,55.4,2024-11-03T18:07:47.444Z,2024-11-03T18:07:49Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340129075,213,4.68,5340129057,56,Back,5340129071,212,23.5,5340129063,140,35.1,5340129067,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955155,480,1,2,45,39,36g6ifzjliec1jqnbtf7yesme,1,35.3,18.0,2024-11-03T18:07:49.732Z,2024-11-03T18:07:51Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340129235,141,5.9,5340129233,140,58.8,5340129237,212,26.0,5340129231,56,Right,5340129239,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955181,481,1,2,45,41,36g6ifzjliec1jqnbtf7yesme,1,58.8,5.9,2024-11-03T18:07:51.820Z,2024-11-03T18:07:53Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340129369,141,20.7,5340129371,212,10.1,5340129373,213,1.69,5340129367,140,57.7,5340129365,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955207,482,1,2,45,43,36g6ifzjliec1jqnbtf7yesme,1,60.6,16.8,2024-11-03T18:07:53.740Z,2024-11-03T18:07:56Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5340129525,213,3.98,5340129521,141,6.4,5340129523,212,9.5,5340129519,140,54.6,5340129517,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955247,483,1,2,45,45,36g6ifzjliec1jqnbtf7yesme,1,54.6,6.4,2024-11-03T18:07:56.156Z,2024-11-03T18:07:58Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5340129619,56,Back,5340129625,141,20.1,5340129629,213,2.73,5340129623,140,34.2,5340129627,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955303,484,1,2,45,47,36g6ifzjliec1jqnbtf7yesme,1,34.8,26.5,2024-11-03T18:07:58.172Z,2024-11-03T18:08:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5340129977,213,1.16,5340129973,141,56.6,5340129971,140,43.4,5340129969,56,Back,5340129975,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955339,485,1,2,45,50,36g6ifzjliec1jqnbtf7yesme,0,45.3,63.7,2024-11-03T18:08:01.340Z,2024-11-03T18:08:03Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5340130167,56,Left,5340130177,1,,5340130173,212,35.8,5340130171,141,80.0,5340130169,140,77.7,5340130165,155,,5340130175,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743955371,344,1,2,45,54,c165yjiny1qnmfdvefxvflnkc,1,22.1,19.2,2024-11-03T18:08:05.051Z,2024-11-03T18:08:06Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5340130345,3,,5340130351,141,7.0,5340130353,212,12.7,5340130355,213,5.57,5340130347,56,Back,5340130349,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
