id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/value,qualifier/16/value
2706113387,460,19,2,45,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-04T17:08:42.623Z,2024-08-04T17:08:43Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5132769893,42,,5132769907,55,459,5132769905,44,Defender,5132769899,59,12,5132769903,293,3,5132769897,145,5,5132769901,292,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114007,387,32,2,45,0,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-04T17:09:46.827Z,2024-08-04T17:09:46Z,,,,,5132773307,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114059,461,32,2,45,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-04T17:09:46.827Z,2024-08-04T18:44:16Z,,,,,5132773597,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114055,388,1,2,45,0,9qsmopgutr7ut5g6workk8w4i,1,50.0,49.8,2024-08-04T17:09:46.828Z,2024-08-04T17:09:51Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132773579,212,3.5,5132773585,278,,5132773575,140,52.5,5132773577,141,46.5,5132773581,213,5.58,5132773573,56,Center,5132773583,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114077,389,1,2,45,4,9qsmopgutr7ut5g6workk8w4i,1,53.4,34.5,2024-08-04T17:09:50.986Z,2024-08-04T17:09:53Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5132773713,56,Right,5132773721,213,4.52,5132773719,212,10.5,5132773717,141,19.4,5132773715,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114121,390,1,2,45,6,9qsmopgutr7ut5g6workk8w4i,1,51.5,19.2,2024-08-04T17:09:52.922Z,2024-08-04T17:09:56Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5132774003,213,2.32,5132773997,141,49.9,5132773995,140,33.1,5132774001,212,28.4,5132773991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114147,391,1,2,45,9,9qsmopgutr7ut5g6workk8w4i,0,32.9,57.3,2024-08-04T17:09:56.697Z,2024-08-04T17:09:58Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5132774199,141,77.2,5132774203,213,0.33,5132774201,212,42.0,5132774195,56,Center,5132774197,140,70.8,5132774193,155,,5132774205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114193,462,1,2,45,14,anga7587r1zv4ey71ge9zxol3,1,27.3,12.5,2024-08-04T17:10:00.971Z,2024-08-04T17:44:53Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5132774505,212,9.1,5132774507,213,6.14,5132774499,56,Back,5132774497,3,,5132774501,140,35.9,5132774503,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114205,464,1,2,45,16,anga7587r1zv4ey71ge9zxol3,1,34.7,9.1,2024-08-04T17:10:03.770Z,2024-08-04T17:45:00Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132774561,140,29.6,5132774563,141,3.5,5132774565,212,6.6,5132774567,213,3.76,5132774559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114235,465,1,2,45,17,anga7587r1zv4ey71ge9zxol3,1,29.6,3.5,2024-08-04T17:10:04.506Z,2024-08-04T17:45:01Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5132774739,141,5.2,5132774737,140,40.4,5132774735,56,Back,5132774741,212,11.4,5132774745,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114253,466,1,2,45,21,anga7587r1zv4ey71ge9zxol3,1,40.4,5.2,2024-08-04T17:10:08.042Z,2024-08-04T17:45:22Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5132774837,140,37.3,5132774835,56,Back,5132774839,141,10.9,5132774841,212,5.1,5132774843,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114259,467,1,2,45,22,anga7587r1zv4ey71ge9zxol3,1,35.4,13.5,2024-08-04T17:10:09.178Z,2024-08-04T17:45:23Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132774887,141,25.9,5132774885,140,43.7,5132774889,212,12.1,5132774891,213,0.77,5132774883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114275,468,1,2,45,23,anga7587r1zv4ey71ge9zxol3,1,43.9,26.2,2024-08-04T17:10:09.914Z,2024-08-04T17:45:28Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132774983,140,41.5,5132774981,56,Back,5132774989,213,2.33,5132774987,212,3.7,5132774985,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114313,469,1,2,45,24,anga7587r1zv4ey71ge9zxol3,1,42.1,34.0,2024-08-04T17:10:11.371Z,2024-08-04T17:45:29Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5132775221,213,1.57,5132775213,56,Back,5132775215,140,42.0,5132775217,141,72.3,5132775219,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114353,470,1,2,45,28,anga7587r1zv4ey71ge9zxol3,1,47.2,86.3,2024-08-04T17:10:15.130Z,2024-08-04T19:56:38Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132775453,141,95.9,5132775451,140,51.9,5132775449,56,Left,5132775455,212,8.2,5132775457,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114367,471,1,2,45,31,anga7587r1zv4ey71ge9zxol3,1,45.7,94.5,2024-08-04T17:10:18.235Z,2024-08-04T18:01:12Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5132775541,213,5.95,5132775539,212,23.2,5132775537,141,83.5,5132775535,140,66.6,5132775533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114401,472,1,2,45,32,anga7587r1zv4ey71ge9zxol3,1,66.6,84.2,2024-08-04T17:10:19.290Z,2024-08-04T18:01:15Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132775757,213,1.31,5132775749,140,68.1,5132775751,141,92.9,5132775753,212,6.1,5132775747,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114419,473,1,2,45,35,anga7587r1zv4ey71ge9zxol3,1,66.5,91.2,2024-08-04T17:10:21.978Z,2024-08-04T18:01:18Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5132775835,212,16.2,5132775837,213,5.02,5132775833,141,68.5,5132775831,140,71.1,5132775829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114433,474,1,2,45,36,anga7587r1zv4ey71ge9zxol3,1,71.3,68.2,2024-08-04T17:10:22.954Z,2024-08-04T18:01:20Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132775905,213,2.93,5132775903,212,5.5,5132775899,140,66.2,5132775897,56,Center,5132775901,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114463,475,1,2,45,37,anga7587r1zv4ey71ge9zxol3,1,66.2,69.9,2024-08-04T17:10:23.978Z,2024-08-04T18:01:22Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5132776065,56,Center,5132776067,140,70.8,5132776069,141,66.9,5132776071,212,5.2,5132776075,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114467,476,4,2,45,40,anga7587r1zv4ey71ge9zxol3,1,71.6,66.7,2024-08-04T17:10:26.874Z,2024-08-04T17:59:15Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132776133,13,,5132776135,294,,5132776137,56,Center,5132776139,152,,5132776263,233,392,5132776141,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114477,392,4,2,45,40,9qsmopgutr7ut5g6workk8w4i,0,28.4,33.3,2024-08-04T17:10:26.875Z,2024-08-04T17:59:15Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132776213,294,,5132776211,13,,5132776219,285,,5132776215,56,Back,5132776217,152,,5132776275,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114857,477,1,2,46,14,anga7587r1zv4ey71ge9zxol3,0,74.4,76.1,2024-08-04T17:11:01.554Z,2024-08-04T19:57:13Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5133333845,224,,5132778507,155,,5132778513,140,97.2,5132778517,212,36.7,5132778503,2,,5133333847,72,,5132778505,5,,5132778509,152,,5132778511,56,5132778515,141,35.2,5132778519,213,5.42,Center,5132778521,1,,,,,,,,,,,,,,,,,,,,,,,,,
2706141657,837,4,2,46,15,9qsmopgutr7ut5g6workk8w4i,1,8.0,58.4,2024-08-04T17:11:01.827Z,2024-08-04T20:02:54Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5132934599,233,478,5132934557,13,,5132934565,285,,5132934559,56,Back,5132935153,295,,5132934561,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114871,478,4,2,46,15,anga7587r1zv4ey71ge9zxol3,0,92.0,41.6,2024-08-04T17:11:01.828Z,2024-08-04T20:02:50Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5132934635,233,837,5132934365,152,,5132934367,286,,5132778583,56,Center,5132934363,295,,5132934361,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706114855,393,43,2,46,19,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-04T17:11:06.121Z,2024-08-04T18:02:36Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132935267,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115015,395,1,2,46,30,9qsmopgutr7ut5g6workk8w4i,1,13.8,52.5,2024-08-04T17:11:16.874Z,2024-08-04T18:02:43Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5132779455,141,34.4,5132779457,212,12.4,5132779459,213,4.81,5132935555,5,,5132935557,152,,5132779451,56,Back,5132779453,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115043,396,1,2,46,33,9qsmopgutr7ut5g6workk8w4i,1,19.9,33.2,2024-08-04T17:11:20.137Z,2024-08-04T17:11:23Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5132779623,56,Back,5132779627,141,6.5,5132779625,140,23.4,5132779631,213,4.91,5132779629,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115071,397,1,2,46,36,9qsmopgutr7ut5g6workk8w4i,0,23.2,6.2,2024-08-04T17:11:23.497Z,2024-08-04T17:11:25Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5132779777,212,47.7,5132779769,157,,5132779775,141,27.8,5132779779,213,0.31,5132779771,56,Center,5132779781,1,,5132779773,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115107,479,1,2,46,39,anga7587r1zv4ey71ge9zxol3,1,35.2,72.1,2024-08-04T17:11:26.810Z,2024-08-04T17:11:28Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5132779939,140,40.5,5132779937,56,Back,5132779935,3,,5132779943,212,12.7,5132779941,141,88.9,5132779945,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115119,480,1,2,46,41,anga7587r1zv4ey71ge9zxol3,1,40.0,90.3,2024-08-04T17:11:28.138Z,2024-08-04T18:02:39Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5132780033,140,47.0,5132780027,3,,5132780031,56,Back,5132780029,168,,5132780039,213,6.14,5132780035,141,88.7,5132780037,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115123,481,61,2,46,42,anga7587r1zv4ey71ge9zxol3,0,47.0,88.7,2024-08-04T17:11:29.274Z,2024-08-04T17:11:29Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132780051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115147,398,1,2,46,44,9qsmopgutr7ut5g6workk8w4i,1,43.1,13.4,2024-08-04T17:11:31.177Z,2024-08-04T17:11:32Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132780241,213,0.79,5132780239,212,14.5,5132780235,140,52.8,5132780237,141,28.5,5132780233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115155,399,1,2,46,45,9qsmopgutr7ut5g6workk8w4i,1,52.8,28.5,2024-08-04T17:11:32.297Z,2024-08-04T17:11:33Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5132780291,140,41.6,5132780295,141,21.6,5132780297,212,12.7,5132780287,56,Back,5132780299,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115175,400,1,2,46,46,9qsmopgutr7ut5g6workk8w4i,1,40.7,21.2,2024-08-04T17:11:33.449Z,2024-08-04T17:11:37Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5132780457,140,13.0,5132780455,56,Back,5132780467,213,2.72,5132780459,141,40.5,5132780463,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115217,401,1,2,46,53,9qsmopgutr7ut5g6workk8w4i,1,10.2,41.7,2024-08-04T17:11:40.714Z,2024-08-04T20:03:51Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5132780709,56,Back,5132780713,141,63.7,5132780711,140,42.4,5132780719,1,,5132780717,213,0.42,5132780715,212,37.0,5133348339,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115287,402,1,2,46,56,9qsmopgutr7ut5g6workk8w4i,1,43.1,62.3,2024-08-04T17:11:43Z,2024-08-04T17:11:48Z,17e766t2zpr5pmshhww0iu4us,O. Schwartau,,,5132781099,141,54.7,5132781095,56,Back,5132781097,140,45.0,5132781103,213,5.08,5132781101,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115295,403,43,2,47,0,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-04T17:11:47.113Z,2024-08-04T20:04:39Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5133350253,144,3,5132781167,233,482,5132781153,286,0,5132781151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115275,482,83,2,47,0,anga7587r1zv4ey71ge9zxol3,0,43.7,31.7,2024-08-04T17:11:47.114Z,2024-08-04T20:04:37Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5133350191,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115315,404,1,2,47,2,9qsmopgutr7ut5g6workk8w4i,1,61.0,52.3,2024-08-04T17:11:49.401Z,2024-08-04T17:11:51Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5132781305,212,6.6,5132781307,213,3.81,5132781303,141,46.3,5132781299,56,Center,5132781301,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115341,405,1,2,47,4,9qsmopgutr7ut5g6workk8w4i,1,60.3,42.4,2024-08-04T17:11:51.625Z,2024-08-04T17:11:54Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132781443,213,5.30,5132781441,212,6.7,5132781439,141,34.2,5132781435,56,Center,5132781437,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115353,406,1,2,47,7,9qsmopgutr7ut5g6workk8w4i,1,64.1,33.8,2024-08-04T17:11:54.041Z,2024-08-04T17:11:54Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5132781483,212,6.8,5132781481,141,43.5,5132781477,56,Center,5132781485,213,1.84,5132781479,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115377,407,1,2,47,7,9qsmopgutr7ut5g6workk8w4i,1,62.4,43.5,2024-08-04T17:11:54.745Z,2024-08-04T17:11:57Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5132781637,213,1.97,5132781635,212,16.8,5132781631,140,56.2,5132781629,56,Center,5132781633,141,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115397,408,1,2,47,10,9qsmopgutr7ut5g6workk8w4i,1,56.3,66.4,2024-08-04T17:11:57.417Z,2024-08-04T17:12:00Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5132781745,213,0.40,5132781741,141,71.6,5132781743,212,9.1,5132781737,56,Center,5132781739,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115413,409,1,2,47,13,9qsmopgutr7ut5g6workk8w4i,1,64.3,71.6,2024-08-04T17:12:00.008Z,2024-08-04T17:12:01Z,17e766t2zpr5pmshhww0iu4us,O. Schwartau,,,5132781845,140,56.7,5132781847,141,70.6,5132781851,213,3.23,5132781849,212,8.0,5132781843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115507,410,1,2,47,14,9qsmopgutr7ut5g6workk8w4i,1,56.7,70.6,2024-08-04T17:12:00.905Z,2024-08-04T17:12:09Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5132782349,141,89.3,5132782351,212,15.1,5132782347,140,64.5,5132782353,213,1.00,5132782345,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115505,483,83,2,47,22,anga7587r1zv4ey71ge9zxol3,0,35.9,8.0,2024-08-04T17:12:08.970Z,2024-08-04T18:02:58Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5132782503,399,1gr0k94d0nh7msa32f6728aok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115513,411,4,2,47,22,9qsmopgutr7ut5g6workk8w4i,1,62.1,92.4,2024-08-04T17:12:09.002Z,2024-08-04T17:12:13Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5132782523,233,484,5132782471,13,,5132782481,286,,5132782473,295,,5132782477,56,Left,5132782479,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115521,484,4,2,47,22,anga7587r1zv4ey71ge9zxol3,0,37.9,7.6,2024-08-04T17:12:09.003Z,2024-08-04T18:03:01Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5132782513,56,Back,5132782537,233,411,5132782517,285,,5132782515,152,,5132782641,295,,5132782509,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115557,412,1,2,47,24,9qsmopgutr7ut5g6workk8w4i,1,62.7,90.2,2024-08-04T17:12:11.785Z,2024-08-04T17:12:13Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5132782653,140,59.6,5132782647,5,,5132782651,56,Center,5132782649,152,,5132782659,213,4.33,5132782657,212,8.7,5132782655,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115585,413,1,2,47,26,9qsmopgutr7ut5g6workk8w4i,0,59.6,78.4,2024-08-04T17:12:13.529Z,2024-08-04T17:12:17Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132782869,141,31.1,5132782865,140,84.5,5132782873,212,41.4,5132782881,1,,5132782877,213,5.39,5132782857,155,,5132782861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115611,485,12,2,47,31,anga7587r1zv4ey71ge9zxol3,1,14.3,68.8,2024-08-04T17:12:18.577Z,2024-08-04T18:18:54Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5132783059,15,,5132782995,56,Back,5132782997,140,8.7,5132782999,141,100.0,5132783033,167,,5132783003,213,1.83,5132783001,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115609,414,5,2,47,32,9qsmopgutr7ut5g6workk8w4i,1,90.5,-1.2,2024-08-04T17:12:19.450Z,2024-08-04T18:21:23Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132782991,56,Right,5132783035,233,486,5132782993,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115615,486,5,2,47,32,anga7587r1zv4ey71ge9zxol3,0,9.5,101.2,2024-08-04T17:12:19.450Z,2024-08-04T18:21:23Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5132783017,56,Back,5132783019,347,,5132783041,233,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115753,415,1,2,47,46,9qsmopgutr7ut5g6workk8w4i,1,91.1,0.0,2024-08-04T17:12:33.577Z,2024-08-04T17:12:35Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132783759,212,10.6,5132783755,140,86.7,5132783757,141,12.4,5132783753,56,Right,5132783761,213,2.02,5132783751,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115761,416,1,2,47,48,9qsmopgutr7ut5g6workk8w4i,1,86.2,9.1,2024-08-04T17:12:35.785Z,2024-08-04T17:12:36Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132783805,213,5.49,5132783803,212,4.0,5132783797,56,Right,5132783799,140,88.9,5132783801,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115767,417,1,2,47,49,9qsmopgutr7ut5g6workk8w4i,0,88.9,4.9,2024-08-04T17:12:36.761Z,2024-08-04T18:29:57Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132783827,140,88.9,5132783825,56,Right,5132783833,213,1.57,5132783991,233,487,5132783831,212,1.9,5132783829,141,7.7,5132783995,286,,5132783989,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115791,487,74,2,47,49,anga7587r1zv4ey71ge9zxol3,1,8.5,96.3,2024-08-04T17:12:36.762Z,2024-08-04T18:17:29Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5132784005,233,417,5132783961,285,,5132783959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115783,418,5,2,47,51,9qsmopgutr7ut5g6workk8w4i,1,90.6,-1.5,2024-08-04T17:12:37.881Z,2024-08-04T18:21:23Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132783915,56,Right,5132783917,347,,5132784047,233,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115799,488,5,2,47,51,anga7587r1zv4ey71ge9zxol3,0,9.4,101.5,2024-08-04T17:12:37.881Z,2024-08-04T18:21:23Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5132784031,56,Back,5132784033,347,,5132784051,233,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115875,419,1,2,47,57,9qsmopgutr7ut5g6workk8w4i,1,90.7,0.0,2024-08-04T17:12:44.073Z,2024-08-04T17:12:46Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132784467,56,Right,5132784471,140,91.0,5132784473,141,8.6,5132784475,212,6.4,5132784477,213,1.52,5132784463,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115893,420,1,2,47,59,9qsmopgutr7ut5g6workk8w4i,1,90.8,8.6,2024-08-04T17:12:46.169Z,2024-08-04T17:12:47Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5132784583,56,Right,5132784591,213,3.63,5132784589,212,5.2,5132784585,140,86.4,5132784587,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115905,421,1,2,48,0,9qsmopgutr7ut5g6workk8w4i,1,86.4,8.0,2024-08-04T17:12:47.177Z,2024-08-04T17:12:48Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5132784663,56,Right,5132784671,213,3.31,5132784667,141,6.7,5132784665,140,81.3,5132784669,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115931,422,1,2,48,1,9qsmopgutr7ut5g6workk8w4i,1,81.3,6.7,2024-08-04T17:12:48.281Z,2024-08-04T17:12:49Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5132784781,212,3.1,5132784783,213,5.37,5132784779,141,3.1,5132784777,140,83.1,5132784775,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706115955,423,1,2,48,2,9qsmopgutr7ut5g6workk8w4i,1,85.1,3.1,2024-08-04T17:12:49.721Z,2024-08-04T17:12:52Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5132784937,141,9.4,5132784935,140,81.8,5132784939,212,5.5,5132784941,213,2.25,5132784933,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
