id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2813479165,385,27,1,42,45,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-11T12:43:25.891Z,2025-05-11T12:43:29Z,,,,,5720078053,53,5uqf7a0y0fd1hf2rrmgx11tuy,5720078065,233,384,5720078051,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479687,385,28,1,43,17,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-05-11T12:43:58.294Z,2025-05-11T12:44:03Z,,,,,5720081161,233,386,5720080731,55,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479755,386,28,1,43,17,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-11T12:43:58.294Z,2025-05-11T12:44:02Z,,,,,5720081141,233,385,5720081101,55,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480009,386,1,1,43,31,9qsmopgutr7ut5g6workk8w4i,1,40.8,10.9,2025-05-11T12:44:11.682Z,2025-05-11T12:44:15Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5720082433,212,27.3,5720082429,141,36.4,5720082423,56,Back,5720082437,213,2.45,5720082425,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480069,387,1,1,43,34,9qsmopgutr7ut5g6workk8w4i,1,20.7,36.4,2025-05-11T12:44:15.617Z,2025-05-11T12:44:18Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5720082789,141,17.7,5720082787,140,49.2,5720082795,1,,5720082785,56,Back,5720082791,212,32.5,5720082793,213,5.88,5720082783,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480115,388,1,1,43,37,9qsmopgutr7ut5g6workk8w4i,1,49.2,17.7,2025-05-11T12:44:18.114Z,2025-05-11T12:44:21Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5720082969,141,4.9,5720082955,3,,5720082973,213,4.48,5720082971,212,9.0,5720082965,140,47.2,5720082961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480141,389,1,1,43,40,9qsmopgutr7ut5g6workk8w4i,0,53.8,4.7,2025-05-11T12:44:20.897Z,2025-05-11T12:44:23Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5720083241,286,,5720083235,236,,5720083139,212,1.4,5720083143,213,1.65,5720083127,56,Right,5720083237,233,388,5720083135,141,6.7,5720083131,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480155,388,74,1,43,40,77tfx9me4aaqhzv78bmgsy9bg,1,46.8,96.3,2025-05-11T12:44:20.898Z,2025-05-11T12:59:03Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5720083201,56,Back,5720083205,285,,5720083255,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480181,389,5,1,43,42,77tfx9me4aaqhzv78bmgsy9bg,0,49.3,101.8,2025-05-11T12:44:23.154Z,2025-05-11T12:58:22Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5720083311,347,,5720083309,56,Back,5720083889,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480285,390,5,1,43,42,9qsmopgutr7ut5g6workk8w4i,1,50.7,-1.8,2025-05-11T12:44:23.154Z,2025-05-11T12:58:21Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5720083855,347,,5720083853,56,Right,5720083869,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480317,391,1,1,43,47,9qsmopgutr7ut5g6workk8w4i,1,51.1,0.0,2025-05-11T12:44:28.658Z,2025-05-11T12:44:30Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5720084035,213,2.00,5720084031,141,8.0,5720084033,212,7.5,5720084029,140,48.1,5720084025,56,Back,5720084021,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480341,392,1,1,43,49,9qsmopgutr7ut5g6workk8w4i,1,48.1,8.0,2025-05-11T12:44:30.514Z,2025-05-11T12:44:31Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5720084159,56,Back,5720084169,212,2.9,5720084163,140,48.0,5720084173,213,4.68,5720084165,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480361,393,1,1,43,50,9qsmopgutr7ut5g6workk8w4i,1,48.0,3.7,2025-05-11T12:44:31.619Z,2025-05-11T12:44:32Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5720084301,213,0.64,5720084293,140,50.1,5720084297,141,6.1,5720084289,56,Right,5720084299,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480373,390,83,1,43,51,77tfx9me4aaqhzv78bmgsy9bg,0,46.9,97.4,2025-05-11T12:44:32.083Z,2025-05-11T12:53:02Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5720135739,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480377,394,1,1,43,52,9qsmopgutr7ut5g6workk8w4i,0,50.1,6.1,2025-05-11T12:44:33.643Z,2025-05-11T12:52:59Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5720084419,213,2.82,5720084411,56,Back,5720084415,141,8.8,5720084417,212,5.8,5720084413,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480409,395,83,1,43,54,9qsmopgutr7ut5g6workk8w4i,0,45.0,6.4,2025-05-11T12:44:35.363Z,2025-05-11T12:44:44Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5720085509,399,7a1vtc0e7ubua2t0dwx9ufk7o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480521,392,4,1,44,0,77tfx9me4aaqhzv78bmgsy9bg,1,70.9,88.5,2025-05-11T12:44:40.721Z,2025-05-11T12:58:29Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5720085339,233,396,5720085293,295,,5720085297,152,,5720085295,56,Left,5720085299,286,,5720085291,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480505,396,4,1,44,0,9qsmopgutr7ut5g6workk8w4i,0,29.1,11.5,2025-05-11T12:44:40.722Z,2025-05-11T12:58:29Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5720085069,285,,5720087841,55,397,5720086345,233,392,5720086221,295,,5720085063,56,Back,5720085061,13,,5720085065,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480771,397,17,1,44,6,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-05-11T12:44:47.003Z,2025-05-11T19:08:47Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5720087813,13,243,5720087815,55,396,5720087811,393,,5720087809,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481543,393,1,1,44,44,77tfx9me4aaqhzv78bmgsy9bg,1,77.8,83.9,2025-05-11T12:45:24.692Z,2025-05-11T19:08:58Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,1.0,,5721961799,72,,5720091145,5,,5720091151,56,Center,5720091143,2,,5720091157,212,26.1,5720091149,152,,5721961793,224,,5720111527,210,13,5720091155,141,5720091153,140,5720091147,155,5720091159,213,5.36,5720111529,154,,,,,,,,,,,,,,53.3,92.8,,,,,,,
2813484223,416,44,1,44,46,77tfx9me4aaqhzv78bmgsy9bg,1,91.6,47.3,2025-05-11T12:45:26.694Z,2025-05-11T12:59:02Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5720105035,56,Center,5720105037,286,,5720106533,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813484397,422,44,1,44,46,9qsmopgutr7ut5g6workk8w4i,0,8.4,52.7,2025-05-11T12:45:26.695Z,2025-05-11T12:59:02Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5720105929,56,Back,5720106683,233,416,5720105931,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481551,394,13,1,44,46,77tfx9me4aaqhzv78bmgsy9bg,1,92.7,51.4,2025-05-11T12:45:27.003Z,2025-05-11T19:09:13Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5721963093,74,,5720111607,230,98.8,5720111597,154,,5720111605,103,73.6,5720111595,29,,5720091213,17,,5720091215,56,Center,5720111603,102,53.4,5720111609,231,5720111599,55,5720098515,15,5720098513,24,,5720098525,328,,,,,,,,,,,,,,50.5,393,,,,,,,
2813481599,395,5,1,44,50,77tfx9me4aaqhzv78bmgsy9bg,0,101.3,50.8,2025-05-11T12:45:30.996Z,2025-05-11T12:58:22Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5720091453,346,,5720091519,233,399,5720091451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481563,399,5,1,44,50,9qsmopgutr7ut5g6workk8w4i,1,-1.3,49.2,2025-05-11T12:45:30.996Z,2025-05-11T12:58:22Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5720091477,233,395,5720091287,56,Back,5720091289,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482677,405,70,1,45,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-11T12:45:41.498Z,2025-05-11T12:46:20Z,,,,,5720096937,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481833,400,1,1,45,2,9qsmopgutr7ut5g6workk8w4i,1,2.3,50.6,2025-05-11T12:45:43.044Z,2025-05-11T12:56:07Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5720092747,140,19.5,5720092749,141,82.3,5720149697,189,,5720092757,237,,5720092743,124,,5720092753,213,0.87,5720092751,212,28.1,5720092745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481879,401,1,1,45,4,9qsmopgutr7ut5g6workk8w4i,1,19.5,82.6,2025-05-11T12:45:44.804Z,2025-05-11T12:45:47Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5720092999,141,72.1,5720093003,212,9.1,5720092995,56,Back,5720092997,140,14.2,5720093007,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481903,402,1,1,45,6,9qsmopgutr7ut5g6workk8w4i,1,14.2,72.1,2025-05-11T12:45:47.108Z,2025-05-11T12:45:48Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5720093111,213,0.40,5720093109,212,8.4,5720093107,141,76.9,5720093103,56,Back,5720093105,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481925,403,1,1,45,7,9qsmopgutr7ut5g6workk8w4i,1,21.6,76.9,2025-05-11T12:45:48.004Z,2025-05-11T12:56:17Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5720093253,140,17.8,5720093265,213,2.00,5720093261,212,9.5,5720093249,56,Back,5720093257,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481983,404,61,1,45,10,9qsmopgutr7ut5g6workk8w4i,0,24.7,87.8,2025-05-11T12:45:51.588Z,2025-05-11T12:45:51Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5720093619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482037,396,1,1,45,12,77tfx9me4aaqhzv78bmgsy9bg,1,68.9,18.0,2025-05-11T12:45:53.436Z,2025-05-11T12:45:54Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5720093837,141,17.4,5720093841,212,6.0,5720093831,56,Right,5720093833,140,74.6,5720093843,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482087,398,1,1,45,13,77tfx9me4aaqhzv78bmgsy9bg,1,74.6,17.4,2025-05-11T12:45:54.396Z,2025-05-11T12:45:56Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5720094113,140,79.6,5720094117,212,14.4,5720094119,213,1.20,5720094111,56,Center,5720094115,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482099,399,3,1,45,15,77tfx9me4aaqhzv78bmgsy9bg,0,78.5,35.0,2025-05-11T12:45:56.189Z,2025-05-11T19:09:34Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5721964557,465,,5720094461,233,405,5720094181,56,Center,5720094185,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482151,405,7,1,45,15,9qsmopgutr7ut5g6workk8w4i,0,21.5,65.0,2025-05-11T12:45:56.190Z,2025-05-11T19:09:40Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5721964931,178,,5721964929,385,,5720094385,285,,5720094413,233,399,5720094383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813493317,434,43,1,45,16,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-05-11T12:45:56.670Z,2025-05-11T19:09:44Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5721965263,144,61,5720153903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482173,400,3,1,45,16,77tfx9me4aaqhzv78bmgsy9bg,0,79.8,34.7,2025-05-11T12:45:57.540Z,2025-05-11T19:09:46Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5720096279,233,406,5720094497,286,,5721965407,465,,5720094495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482213,406,7,1,45,16,9qsmopgutr7ut5g6workk8w4i,0,20.2,65.3,2025-05-11T12:45:57.541Z,2025-05-11T19:09:48Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5720096299,233,400,5721965531,178,,5720094683,56,Back,5721965529,385,,5720094685,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482233,401,1,1,45,18,77tfx9me4aaqhzv78bmgsy9bg,1,82.1,36.3,2025-05-11T12:45:58.860Z,2025-05-11T12:46:00Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5720094775,56,Center,5720094783,213,6.03,5720094779,141,34.6,5720094777,140,86.4,5720094781,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482279,402,1,1,45,19,77tfx9me4aaqhzv78bmgsy9bg,1,86.4,34.6,2025-05-11T12:46:00.092Z,2025-05-11T12:46:02Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5720095001,56,Center,5720095005,141,44.0,5720095003,140,86.2,5720095011,213,1.60,5720095007,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482305,403,3,1,45,21,77tfx9me4aaqhzv78bmgsy9bg,0,86.4,43.6,2025-05-11T12:46:02.276Z,2025-05-11T19:09:58Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5720095459,233,407,5720095091,56,Center,5721966247,465,,5720095093,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482313,407,7,1,45,21,9qsmopgutr7ut5g6workk8w4i,1,13.6,56.4,2025-05-11T12:46:02.277Z,2025-05-11T19:10:03Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5721966687,178,,5720095507,233,403,5720095133,285,,5721966685,384,,5720095131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813493787,435,61,1,45,22,9qsmopgutr7ut5g6workk8w4i,1,15.3,57.2,2025-05-11T12:46:02.670Z,2025-05-11T12:57:42Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5720156493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482319,404,43,1,45,22,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-05-11T12:46:03.089Z,2025-05-11T19:13:31Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5720095163,56,Center,5721984225,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482437,408,52,1,45,25,9qsmopgutr7ut5g6workk8w4i,1,7.4,52.3,2025-05-11T12:46:06.215Z,2025-05-11T19:10:11Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5721967401,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482819,409,1,1,45,34,9qsmopgutr7ut5g6workk8w4i,1,13.6,50.0,2025-05-11T12:46:15.301Z,2025-05-11T12:46:24Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5720097743,141,38.6,5720097741,140,19.2,5720097745,212,9.7,5720097735,123,,5720097749,213,5.36,5720097737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483001,410,1,1,45,43,9qsmopgutr7ut5g6workk8w4i,1,27.7,38.9,2025-05-11T12:46:23.958Z,2025-05-11T12:46:33Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5720098757,140,16.4,5720098759,141,49.4,5720098755,56,Back,5720098763,213,2.60,5720098761,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483069,411,1,1,45,52,9qsmopgutr7ut5g6workk8w4i,1,17.2,50.4,2025-05-11T12:46:33.382Z,2025-05-11T12:46:36Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5720099117,140,40.6,5720099119,141,6.1,5720099113,155,,5720099121,212,38.9,5720099125,1,,5720099123,213,5.40,5720099115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483095,412,1,1,45,55,9qsmopgutr7ut5g6workk8w4i,1,40.6,6.1,2025-05-11T12:46:36.038Z,2025-05-11T12:46:37Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5720099267,213,0.74,5720099259,56,Back,5720099265,212,7.4,5720099261,140,45.8,5720099263,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483103,413,1,1,45,56,9qsmopgutr7ut5g6workk8w4i,0,45.8,13.4,2025-05-11T12:46:37.221Z,2025-05-11T19:13:38Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5720099333,56,Back,5721969127,236,,5721969129,286,,5720099341,213,1.18,5720099335,140,47.4,5720099331,168,,5721984933,233,406,5720099337,141,19.4,5720099339,212,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,
2813483145,406,74,1,45,56,77tfx9me4aaqhzv78bmgsy9bg,1,52.1,77.8,2025-05-11T12:46:37.222Z,2025-05-11T19:13:39Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5720099547,56,Center,5721968955,285,,5721984961,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483155,414,61,1,45,59,9qsmopgutr7ut5g6workk8w4i,0,45.5,23.6,2025-05-11T12:46:39.797Z,2025-05-11T12:46:39Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5720099601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483217,407,1,1,46,0,77tfx9me4aaqhzv78bmgsy9bg,0,54.6,65.5,2025-05-11T12:46:40.774Z,2025-05-11T13:04:14Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5720099879,140,66.6,5720099877,56,Center,5720099881,141,63.0,5720099885,213,6.15,5720099883,212,12.7,5720099875,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483195,415,8,1,46,2,9qsmopgutr7ut5g6workk8w4i,1,37.2,29.8,2025-05-11T12:46:43.286Z,2025-05-11T19:10:44Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5721970151,384,,5720099785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483357,416,1,1,46,4,9qsmopgutr7ut5g6workk8w4i,1,37.0,29.4,2025-05-11T12:46:45.190Z,2025-05-11T12:46:47Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5720100607,56,Back,5720100609,140,41.3,5720100615,213,5.34,5720100611,141,20.3,5720100613,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483417,417,1,1,46,7,9qsmopgutr7ut5g6workk8w4i,0,44.2,8.9,2025-05-11T12:46:47.798Z,2025-05-11T12:46:50Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5720100959,155,,5720100967,141,14.4,5720100963,140,72.1,5720100973,213,0.13,5720100961,56,Right,5720100971,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483555,409,1,1,46,11,77tfx9me4aaqhzv78bmgsy9bg,1,15.7,93.6,2025-05-11T12:46:52.622Z,2025-05-11T12:46:56Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5720101653,140,0.6,5720101657,212,22.3,5720101659,213,3.92,5720101655,141,70.5,5720101651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483651,410,1,1,46,15,77tfx9me4aaqhzv78bmgsy9bg,1,1.4,70.2,2025-05-11T12:46:56.271Z,2025-05-11T12:47:00Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5720102179,1,,5720102169,56,Back,5720102167,155,,5720102177,213,0.12,5720102171,140,44.6,5720102175,212,45.7,5720102173,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483683,411,1,1,46,19,77tfx9me4aaqhzv78bmgsy9bg,1,37.1,76.9,2025-05-11T12:47:00.174Z,2025-05-11T12:47:01Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5720102365,140,32.9,5720102371,212,12.7,5720102377,213,1.93,5720102367,141,94.4,5720102363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483799,412,1,1,46,20,77tfx9me4aaqhzv78bmgsy9bg,1,32.8,95.0,2025-05-11T12:47:01.662Z,2025-05-11T12:47:05Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5720102905,56,Back,5720102907,140,42.2,5720102911,212,10.1,5720102909,141,98.1,5720102913,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813485347,425,83,1,46,24,9qsmopgutr7ut5g6workk8w4i,0,65.2,5.3,2025-05-11T12:47:04.920Z,2025-05-11T12:48:28Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5720111669,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483827,413,1,1,46,25,77tfx9me4aaqhzv78bmgsy9bg,0,33.5,97.5,2025-05-11T12:47:06.015Z,2025-05-11T19:13:39Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5721973313,140,33.8,5721984987,233,418,5721973325,212,2.9,5721973741,236,,5721973331,213,4.82,5721973319,141,93.2,5721973743,286,,5720103027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483951,418,74,1,46,25,9qsmopgutr7ut5g6workk8w4i,1,60.4,3.8,2025-05-11T12:47:06.016Z,2025-05-11T19:13:39Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5720103651,56,Right,5720103653,285,,5721984999,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813485629,426,1,1,46,27,9qsmopgutr7ut5g6workk8w4i,1,70.6,12.0,2025-05-11T12:47:08.121Z,2025-05-11T12:49:03Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5720112659,140,78.8,5720112657,56,Center,5720112663,212,16.8,5720112665,213,1.03,5720112661,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813827505,779,61,1,46,28,9qsmopgutr7ut5g6workk8w4i,1,77.5,29.1,2025-05-11T12:47:08.767Z,2025-05-11T19:11:44Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5721975301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813827553,780,61,1,46,28,9qsmopgutr7ut5g6workk8w4i,1,77.5,29.1,2025-05-11T12:47:08.952Z,2025-05-11T19:11:47Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5721975503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483965,419,50,1,46,30,9qsmopgutr7ut5g6workk8w4i,1,80.8,21.2,2025-05-11T12:47:10.967Z,2025-05-11T12:47:17Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5720103949,233,414,5720103685,56,Center,5720103687,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
