id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2795666061,517,52,2,60,18,59as3grjvj19voay31j3yfgni,1,14.4,53.7,2025-04-04T18:22:23.181Z,2025-04-04T20:32:11Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5622880467,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666263,518,1,2,60,25,59as3grjvj19voay31j3yfgni,1,13.0,48.8,2025-04-04T18:22:30.397Z,2025-04-04T18:22:36Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5622043353,212,35.9,5622043351,141,89.9,5622043371,287,,5622043347,56,Back,5622043345,123,,5622043349,140,34.5,5622044123,1,,5622043355,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666487,519,1,2,60,31,59as3grjvj19voay31j3yfgni,1,39.6,93.8,2025-04-04T18:22:36.252Z,2025-04-04T18:22:39Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5622044487,140,27.9,5622044491,212,15.8,5622044489,141,79.3,5622044485,56,Back,5622044497,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666601,520,1,2,60,34,59as3grjvj19voay31j3yfgni,1,27.2,76.9,2025-04-04T18:22:39.628Z,2025-04-04T18:23:01Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622045155,212,18.3,5622045157,213,3.77,5622045149,56,Back,5622045153,141,61.2,5622045151,140,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666625,521,1,2,60,39,59as3grjvj19voay31j3yfgni,0,12.9,60.3,2025-04-04T18:22:44.254Z,2025-04-04T18:22:45Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5622045311,56,Center,5622045313,140,50.6,5622045323,1,,5622045321,213,5.71,5622045309,157,,5622045315,141,22.7,5622045317,212,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795819385,925,43,2,60,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:22:45.882Z,2025-04-04T20:33:32Z,cyuoj9pesenese4i3pklv7d2h,O. Snorre,,,5622885131,140,52.4,5622885133,141,83.9,5622885125,3,0,5622885129,56,Left,5622885127,168,0,5622885391,144,1,5622885135,212,0,5622885137,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795819681,926,43,2,60,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:22:45.882Z,2025-04-04T20:33:56Z,cyuoj9pesenese4i3pklv7d2h,O. Snorre,,,5622886811,212,0,5622886803,155,0,5622886999,144,1,5622886813,213,3.14,5622886809,141,41.8,5622886805,56,Center,5622886807,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795819975,928,61,2,60,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.0,78.4,2025-04-04T18:22:45.882Z,2025-04-04T20:34:19Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622888505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666727,522,3,2,60,44,59as3grjvj19voay31j3yfgni,0,40.2,20.8,2025-04-04T18:22:49.629Z,2025-04-04T20:34:40Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622889917,465,,5622045817,286,,5622045813,56,Back,5622046245,233,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666773,528,7,2,60,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.8,79.2,2025-04-04T18:22:49.630Z,2025-04-04T20:34:44Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622890165,178,,5622046163,233,522,5622046047,285,,5622890163,384,,5622046045,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795667049,531,2,2,60,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.8,83.4,2025-04-04T18:22:50.281Z,2025-04-04T20:34:57Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622047421,7,ag40mk09zc8tzbkr7dnnqumay,5622047423,56,Center,5622047379,141,57.5,5622047375,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666783,529,43,2,60,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:22:51.553Z,2025-04-04T18:23:05Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5622047819,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795666869,530,43,2,60,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:22:53.459Z,2025-04-04T18:23:10Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5622048427,144,39,5622046523,56,Center,5622046521,18,0,5622046529,252,0,5622046519,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795667583,524,1,2,61,20,59as3grjvj19voay31j3yfgni,0,20.4,42.4,2025-04-04T18:23:25.406Z,2025-04-04T18:23:28Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5622050351,140,63.7,5622050337,5,,5622050353,141,72.0,5622050347,56,Center,5622050341,157,,5622050343,241,,5622050357,213,0.42,5622050355,212,49.7,5622050359,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795667627,532,44,2,61,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.7,25.0,2025-04-04T18:23:28.236Z,2025-04-04T22:17:29Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622050649,56,Back,5622050651,285,,5622050687,233,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795667587,525,44,2,61,23,59as3grjvj19voay31j3yfgni,0,66.3,75.0,2025-04-04T18:23:28.237Z,2025-04-04T19:14:53Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5622050737,233,532,5622050381,56,Center,5622050383,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795667657,533,12,2,61,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.3,20.1,2025-04-04T18:23:29.595Z,2025-04-04T18:23:33Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622050849,15,,5622050821,212,11.3,5622050823,213,5.98,5622050815,56,Back,5622050819,141,15.2,5622050817,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795667751,526,2,2,61,25,59as3grjvj19voay31j3yfgni,1,57.6,84.2,2025-04-04T18:23:30.063Z,2025-04-04T20:35:38Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5622051289,140,72.1,5622051291,141,77.7,5622051359,7,1sdsqfn743j5tqem8ra7sppn8,5622051367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668163,535,1,2,61,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.5,27.2,2025-04-04T18:23:54.451Z,2025-04-04T18:23:56Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622053497,56,Back,5622053531,189,,5622053499,140,18.6,5622053495,241,,5622053507,213,1.36,5622053503,212,25.9,5622053501,141,64.4,5622053493,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668241,536,1,2,61,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.2,66.7,2025-04-04T18:23:57.475Z,2025-04-04T18:24:00Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622053909,56,Back,5622053925,213,4.03,5622053917,141,48.7,5622053913,140,13.7,5622053921,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668321,537,1,2,61,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.1,50.7,2025-04-04T18:23:59.924Z,2025-04-04T18:24:03Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622054301,212,24.9,5622054303,213,5.30,5622054299,141,20.1,5622054295,56,Back,5622054297,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668379,538,1,2,61,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.4,24.6,2025-04-04T18:24:02.963Z,2025-04-04T18:24:06Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622054657,212,12.3,5622054659,213,0.99,5622054645,56,Back,5622054649,140,34.8,5622054653,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668423,539,1,2,62,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.5,41.3,2025-04-04T18:24:06.291Z,2025-04-04T18:24:08Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5622054921,213,1.02,5622054911,140,37.2,5622054917,141,55.5,5622054907,56,Back,5622054919,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668485,540,1,2,62,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.8,48.4,2025-04-04T18:24:08.339Z,2025-04-04T18:24:11Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622055257,140,40.0,5622055263,213,4.80,5622055259,141,8.8,5622055261,212,27.0,5622055255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668519,541,1,2,62,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,48.5,3.2,2025-04-04T18:24:11.524Z,2025-04-04T18:24:13Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622055407,141,16.4,5622055409,212,13.7,5622055405,140,58.4,5622055411,213,0.71,5622055403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668555,527,1,2,62,8,59as3grjvj19voay31j3yfgni,1,37.8,76.7,2025-04-04T18:24:13.071Z,2025-04-04T18:24:15Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5622055617,212,9.6,5622055619,213,0.53,5622055615,141,83.9,5622055611,56,Back,5622055613,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668563,528,4,2,62,9,59as3grjvj19voay31j3yfgni,1,46.0,85.4,2025-04-04T18:24:14.864Z,2025-04-04T18:28:54Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5622055865,233,542,5622055743,56,Back,5622055741,294,,5622055745,152,,5622055747,286,,5622055739,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668573,542,4,2,62,9,9w3sjm5ml4sjr2v81oxzdrt8v,0,54.0,14.6,2025-04-04T18:24:14.865Z,2025-04-04T18:28:54Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622055821,13,,5622055823,294,,5622055883,233,528,5622055829,285,,5622055825,56,Right,5622055827,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668725,529,1,2,62,17,59as3grjvj19voay31j3yfgni,1,47.3,71.4,2025-04-04T18:24:22.319Z,2025-04-04T18:24:23Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622056531,152,,5622056527,5,,5622056543,141,79.1,5622056549,213,0.78,5622056545,212,7.4,5622056535,56,Left,5622056539,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668761,530,1,2,62,18,59as3grjvj19voay31j3yfgni,1,52.3,79.1,2025-04-04T18:24:23.423Z,2025-04-04T18:24:24Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5622056753,213,3.90,5622056751,212,8.7,5622056747,140,46.3,5622056749,141,70.3,5622056745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668849,531,1,2,62,19,59as3grjvj19voay31j3yfgni,1,47.0,70.8,2025-04-04T18:24:24.655Z,2025-04-04T18:24:29Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622057237,56,Back,5622057243,212,14.0,5622057241,141,84.5,5622057239,140,37.0,5622057245,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668881,532,1,2,62,24,59as3grjvj19voay31j3yfgni,1,36.3,88.9,2025-04-04T18:24:29.728Z,2025-04-04T18:24:30Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622057383,140,45.1,5622057385,141,86.9,5622057389,213,6.14,5622057387,212,9.3,5622057377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668925,533,1,2,62,25,59as3grjvj19voay31j3yfgni,1,44.8,86.9,2025-04-04T18:24:30.736Z,2025-04-04T18:24:32Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5622057555,213,1.24,5622057551,141,97.2,5622057553,212,7.4,5622057549,140,47.1,5622057547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795668989,534,1,2,62,27,59as3grjvj19voay31j3yfgni,1,47.1,97.1,2025-04-04T18:24:32.304Z,2025-04-04T18:24:35Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5622057925,213,3.42,5622057919,140,35.7,5622057915,56,Back,5622057921,141,92.0,5622057923,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669027,535,2,2,62,30,59as3grjvj19voay31j3yfgni,1,35.2,91.8,2025-04-04T18:24:35.137Z,2025-04-04T20:36:48Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5622058147,141,92.2,5622058145,140,68.5,5622897829,1,,5622058889,7,ajhd3cqclubmexhscpd4w4ez9,5622058893,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669095,543,55,2,62,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.1,62.4,2025-04-04T18:24:35.138Z,2025-04-04T19:15:21Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622436671,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669435,544,1,2,62,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.8,25.2,2025-04-04T18:24:54.853Z,2025-04-04T18:24:56Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622060273,212,14.4,5622060271,141,5.1,5622060263,5,,5622060267,56,Back,5622060269,140,40.2,5622060265,241,,5622060277,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669547,545,1,2,62,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.2,5.1,2025-04-04T18:24:56.005Z,2025-04-04T18:25:01Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622060821,56,Back,5622060823,140,31.7,5622060827,212,16.0,5622060829,213,2.16,5622060825,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669575,546,1,2,62,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.8,21.0,2025-04-04T18:25:01.334Z,2025-04-04T18:25:02Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622060987,213,4.92,5622060985,212,13.6,5622060979,56,Back,5622060981,140,42.5,5622060983,141,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669637,547,1,2,62,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.6,3.8,2025-04-04T18:25:02.629Z,2025-04-04T18:25:05Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622061357,141,24.4,5622061361,213,2.52,5622061355,140,21.1,5622061359,212,23.9,5622061351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669737,548,1,2,63,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,24.9,24.3,2025-04-04T18:25:05.654Z,2025-04-04T18:25:10Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622061913,140,72.0,5622061921,1,,5622061905,157,,5622061909,56,Center,5622061919,213,0.17,5622061915,141,36.7,5622061917,212,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669797,537,1,2,63,6,59as3grjvj19voay31j3yfgni,0,27.2,81.1,2025-04-04T18:25:11.202Z,2025-04-04T18:25:12Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5622062211,140,57.4,5622062213,141,67.5,5622062209,56,Center,5622062215,212,33.0,5622062219,1,,5622062217,213,6.00,5622062207,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669847,549,1,2,63,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.8,36.1,2025-04-04T18:25:13.701Z,2025-04-04T18:25:15Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5622062539,56,Back,5622062543,141,55.1,5622062537,3,,5622062541,140,47.3,5622062547,213,1.29,5622062545,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795669991,538,1,2,63,10,59as3grjvj19voay31j3yfgni,1,51.9,45.4,2025-04-04T18:25:15.092Z,2025-04-04T18:25:22Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5622063335,140,48.0,5622063339,212,16.8,5622063337,141,21.5,5622063341,213,4.47,5622063333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670025,539,1,2,63,17,59as3grjvj19voay31j3yfgni,1,64.6,11.6,2025-04-04T18:25:22.338Z,2025-04-04T18:25:24Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622063555,212,9.2,5622063557,213,1.70,5622063551,140,63.5,5622063553,141,25.0,5622063549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670071,540,1,2,63,18,59as3grjvj19voay31j3yfgni,1,63.5,25.0,2025-04-04T18:25:23.857Z,2025-04-04T18:25:26Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622063771,140,76.0,5622063769,56,Center,5622063785,213,0.30,5622063781,212,13.7,5622063775,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670119,541,1,2,63,21,59as3grjvj19voay31j3yfgni,1,75.4,30.9,2025-04-04T18:25:26.241Z,2025-04-04T18:25:28Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5622064073,212,14.4,5622064071,141,49.7,5622064075,213,2.05,5622064067,56,Center,5622064069,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670223,542,1,2,63,23,59as3grjvj19voay31j3yfgni,1,69.0,49.7,2025-04-04T18:25:28.834Z,2025-04-04T18:25:34Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5622064623,212,29.0,5622064613,56,Left,5622064615,140,79.6,5622064627,213,1.18,5622064619,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670235,550,83,2,63,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,12.2,11.1,2025-04-04T18:25:34.551Z,2025-04-04T20:37:49Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622064941,399,ajhd3cqclubmexhscpd4w4ez9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670257,543,1,2,63,29,59as3grjvj19voay31j3yfgni,1,85.6,89.9,2025-04-04T18:25:34.586Z,2025-04-04T20:37:57Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5622064767,212,10.5,5622064769,213,3.18,5622064765,141,89.3,5622064763,140,75.6,5622064759,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670287,544,1,2,63,30,59as3grjvj19voay31j3yfgni,1,75.6,89.3,2025-04-04T18:25:35.554Z,2025-04-04T18:25:37Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5622064929,141,79.0,5622064925,56,Left,5622064927,140,83.4,5622064933,213,5.58,5622064931,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670341,545,1,2,63,32,59as3grjvj19voay31j3yfgni,1,81.3,77.8,2025-04-04T18:25:37.362Z,2025-04-04T18:25:40Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5622065243,56,Center,5622065245,140,70.0,5622065249,212,13.7,5622065247,141,67.8,5622065251,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670457,546,1,2,63,35,59as3grjvj19voay31j3yfgni,1,69.6,66.1,2025-04-04T18:25:39.891Z,2025-04-04T18:25:45Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622065905,213,1.03,5622065897,56,Left,5622065903,212,19.6,5622065899,140,79.3,5622065901,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670523,547,1,2,63,40,59as3grjvj19voay31j3yfgni,0,77.1,86.1,2025-04-04T18:25:44.995Z,2025-04-04T20:38:15Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5622066281,212,31.3,5622902729,20,,5622066277,141,47.4,5622902727,223,,5622066273,140,93.2,5622066265,2,,5622066269,56,Center,5622066285,213,5.28,5622066267,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670547,551,44,2,63,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.1,52.6,2025-04-04T18:25:47.698Z,2025-04-04T19:14:54Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622066417,285,,5622066517,233,548,5622066415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670539,548,44,2,63,42,59as3grjvj19voay31j3yfgni,0,92.9,47.4,2025-04-04T18:25:47.699Z,2025-04-04T19:14:54Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5622066365,56,Center,5622066367,286,,5622066527,233,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670565,552,12,2,63,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.5,54.5,2025-04-04T18:25:48.103Z,2025-04-04T18:25:50Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622066513,15,,5622066501,140,4.8,5622066503,141,67.6,5622066505,212,8.9,5622066507,213,1.65,5622066499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670595,553,12,2,63,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.8,67.6,2025-04-04T18:25:49.655Z,2025-04-04T18:25:53Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622066661,56,Back,5622066681,213,0.57,5622066675,212,14.4,5622066671,141,79.1,5622066667,140,16.3,5622066709,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670657,549,43,2,63,48,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:25:53.057Z,2025-04-04T18:26:49Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5622067035,56,Center,5622073515,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670703,554,12,2,63,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,16.3,79.1,2025-04-04T18:25:53.638Z,2025-04-04T19:15:34Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622067303,212,1.5,5622067291,56,Back,5622067307,213,0.69,5622067299,141,80.5,5622067295,140,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670775,555,12,2,63,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.3,73.6,2025-04-04T18:25:54.918Z,2025-04-04T19:15:35Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622067725,213,0.74,5622067717,56,Back,5622067719,140,20.5,5622067721,141,82.3,5622067723,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670745,550,1,2,63,50,59as3grjvj19voay31j3yfgni,1,75.5,21.8,2025-04-04T18:25:55.667Z,2025-04-04T18:27:05Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,1.0,,5622075273,210,13,5622067569,213,1.95,5622067565,141,31.2,5622067567,212,6.9,5622067561,56,Center,5622067563,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670759,551,13,2,63,52,59as3grjvj19voay31j3yfgni,1,72.9,34.8,2025-04-04T18:25:57.203Z,2025-04-04T20:38:45Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5622075305,84,,5622075309,55,550,5622075319,230,97.8,5622075315,103,6.9,5622075317,215,,5622075307,29,,5622074409,72,,5622075313,102,40.8,5622067637,18,,5622067635,22,,5622067639,56,5622075321,231,49.3,,,,,,,,,,,,,,,Center,,,,,,,,,,,,
