id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2750124655,468,5,2,49,49,5rz9enoyknpg8ji78za5b82p0,1,75.2,-1.7000000000000002,2024-11-22T19:10:14.425Z,2024-11-22T19:11:19Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5374046943,56,Right,5374046959,233,475,5374046945,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124257,475,5,2,49,49,77tfx9me4aaqhzv78bmgsy9bg,0,24.8,101.7,2024-11-22T19:10:14.425Z,2024-11-22T19:11:19Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374044857,56,Back,5374044859,347,,5374046995,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124713,469,1,2,50,12,5rz9enoyknpg8ji78za5b82p0,0,87.0,0.0,2024-11-22T19:10:37.591Z,2024-11-22T19:10:42Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5374047263,56,Center,5374047275,1,,5374047261,107,,5374047269,212,23.1,5374047267,141,31.9,5374047265,140,85.0,5374047273,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124723,476,44,2,50,16,77tfx9me4aaqhzv78bmgsy9bg,1,13.1,67.8,2024-11-22T19:10:40.921Z,2024-11-22T20:03:04Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5374047303,56,Back,5374047305,285,,5374047415,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124727,470,44,2,50,16,5rz9enoyknpg8ji78za5b82p0,0,86.9,32.2,2024-11-22T19:10:40.922Z,2024-11-22T20:03:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374047445,233,476,5374047325,286,,5374047323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124733,477,61,2,50,16,77tfx9me4aaqhzv78bmgsy9bg,1,9.8,67.3,2024-11-22T19:10:41.369Z,2024-11-22T22:09:54Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5374047343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124805,479,1,2,50,18,77tfx9me4aaqhzv78bmgsy9bg,1,20.6,68.5,2024-11-22T19:10:43.676Z,2024-11-22T19:10:46Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5374047749,213,2.68,5374047743,140,11.7,5374047747,212,10.4,5374047745,141,75.3,5374047739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124851,480,1,2,50,21,77tfx9me4aaqhzv78bmgsy9bg,0,11.7,75.3,2024-11-22T19:10:46.057Z,2024-11-22T19:10:48Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374048009,140,53.4,5374048011,141,100.0,5374048013,212,47.2,5374048007,56,Left,5374048017,1,,5374048015,213,0.38,5374048005,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125035,471,5,2,50,23,5rz9enoyknpg8ji78za5b82p0,1,48.0,-1.5,2024-11-22T19:10:48.301Z,2024-11-22T19:11:20Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374048929,56,Back,5374048931,347,,5374048961,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750124857,481,5,2,50,23,77tfx9me4aaqhzv78bmgsy9bg,0,52.0,101.5,2024-11-22T19:10:48.301Z,2024-11-22T19:11:20Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374048021,56,Left,5374048991,233,471,5374048023,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125053,472,1,2,50,33,5rz9enoyknpg8ji78za5b82p0,0,50.6,0.0,2024-11-22T19:10:58.023Z,2024-11-22T22:10:18Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5374049043,1,,5374049023,56,Right,5374049035,212,24.4,5374663275,189,,5374049031,141,5.9,5374049039,213,0.22,5374049027,140,73.3,5374049019,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125059,482,49,2,50,34,77tfx9me4aaqhzv78bmgsy9bg,1,31.1,90.2,2024-11-22T19:10:59.594Z,2024-11-22T22:10:21Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374663319,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125103,473,45,2,50,35,5rz9enoyknpg8ji78za5b82p0,0,70.0,8.4,2024-11-22T19:11:00.121Z,2024-11-22T19:59:26Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5374049267,56,Right,5374049311,233,483,5374049269,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125091,483,3,2,50,35,77tfx9me4aaqhzv78bmgsy9bg,1,30.0,91.6,2024-11-22T19:11:00.121Z,2024-11-22T22:10:28Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374049207,56,Back,5374049211,285,,5374049299,233,473,5374663371,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125121,484,1,2,50,36,77tfx9me4aaqhzv78bmgsy9bg,1,33.9,96.8,2024-11-22T19:11:01.161Z,2024-11-22T19:11:02Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374049371,212,10.0,5374049365,56,Back,5374049373,213,4.86,5374049369,141,82.3,5374049367,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125115,474,83,2,50,37,5rz9enoyknpg8ji78za5b82p0,0,65.9,12.3,2024-11-22T19:11:02.647Z,2024-11-22T19:11:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5374049511,399,c9e54hwefvwos94ri459uylbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125147,485,1,2,50,37,77tfx9me4aaqhzv78bmgsy9bg,1,35.3,82.3,2024-11-22T19:11:02.729Z,2024-11-22T19:11:04Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374049479,56,Back,5374049485,212,16.9,5374049487,213,3.18,5374049483,141,81.4,5374049481,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125221,486,1,2,50,40,77tfx9me4aaqhzv78bmgsy9bg,1,21.3,78.4,2024-11-22T19:11:04.905Z,2024-11-22T19:11:08Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374049877,141,40.6,5374049875,140,28.7,5374049881,213,5.01,5374049879,212,26.9,5374049873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125253,487,1,2,50,43,77tfx9me4aaqhzv78bmgsy9bg,1,30.5,33.6,2024-11-22T19:11:08.249Z,2024-11-22T19:11:10Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374050017,213,5.50,5374050007,56,Back,5374050015,212,18.6,5374050011,140,43.1,5374050013,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125313,488,1,2,50,45,77tfx9me4aaqhzv78bmgsy9bg,1,43.1,14.3,2024-11-22T19:11:10.632Z,2024-11-22T19:11:14Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5374050303,213,2.86,5374050291,140,33.4,5374050299,212,10.6,5374050287,56,Back,5374050295,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125335,489,1,2,50,49,77tfx9me4aaqhzv78bmgsy9bg,1,36.2,25.9,2024-11-22T19:11:14.313Z,2024-11-22T19:11:16Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374050419,140,44.1,5374050425,213,5.76,5374050421,141,18.9,5374050417,56,Back,5374050423,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125429,490,1,2,50,51,77tfx9me4aaqhzv78bmgsy9bg,1,40.6,23.3,2024-11-22T19:11:16.648Z,2024-11-22T19:11:23Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5374050917,140,30.2,5374050915,56,Back,5374050923,212,21.2,5374050919,141,50.0,5374050925,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125451,491,1,2,50,58,77tfx9me4aaqhzv78bmgsy9bg,1,34.1,51.2,2024-11-22T19:11:23.401Z,2024-11-22T19:11:25Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374051081,141,61.5,5374051085,213,0.37,5374051077,56,Center,5374051083,212,19.4,5374051079,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125475,492,1,2,51,0,77tfx9me4aaqhzv78bmgsy9bg,1,51.3,61.5,2024-11-22T19:11:24.889Z,2024-11-22T19:11:26Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374051215,213,2.56,5374051207,56,Back,5374051211,141,70.6,5374051209,140,42.3,5374051213,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125535,493,1,2,51,1,77tfx9me4aaqhzv78bmgsy9bg,0,43.0,70.6,2024-11-22T19:11:26.650Z,2024-11-22T19:11:29Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374051487,1,,5374051481,141,49.7,5374051485,213,5.86,5374051479,140,72.7,5374051483,212,34.3,5374051477,56,Center,5374051475,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125565,475,12,2,51,5,5rz9enoyknpg8ji78za5b82p0,1,18.2,52.2,2024-11-22T19:11:30.711Z,2024-11-22T22:11:04Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5374051719,141,47.9,5374051723,213,6.00,5374663633,15,,5374051715,56,Back,5374051717,140,27.9,5374051721,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125631,494,1,2,51,8,77tfx9me4aaqhzv78bmgsy9bg,1,73.2,38.6,2024-11-22T19:11:33.400Z,2024-11-22T19:11:36Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,5374052179,140,73.3,5374052183,212,14.7,5374052177,56,Right,5374052181,141,17.0,5374052185,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125657,495,1,2,51,11,77tfx9me4aaqhzv78bmgsy9bg,1,72.7,20.4,2024-11-22T19:11:36.137Z,2024-11-22T19:11:38Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5374052373,141,35.4,5374052369,140,74.5,5374052381,213,1.39,5374052365,56,Center,5374052377,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125691,496,1,2,51,13,77tfx9me4aaqhzv78bmgsy9bg,1,73.7,31.3,2024-11-22T19:11:38.681Z,2024-11-22T19:11:40Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374052615,141,37.3,5374052617,212,5.2,5374052611,56,Center,5374052619,213,0.91,5374052613,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125715,497,1,2,51,15,77tfx9me4aaqhzv78bmgsy9bg,1,76.8,40.0,2024-11-22T19:11:40.712Z,2024-11-22T19:11:42Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5374052767,56,Center,5374052769,140,80.9,5374052773,212,7.5,5374052775,213,0.96,5374052771,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125731,498,1,2,51,17,77tfx9me4aaqhzv78bmgsy9bg,0,80.9,49.1,2024-11-22T19:11:41.945Z,2024-11-22T19:11:43Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,5374052829,56,Center,5374052833,141,37.1,5374052835,212,11.0,5374052837,213,5.45,5374052831,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125927,476,12,2,51,18,5rz9enoyknpg8ji78za5b82p0,1,12.5,54.9,2024-11-22T19:11:43.015Z,2024-11-22T19:11:56Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374053953,140,43.8,5374053957,212,39.8,5374053959,213,0.60,5374053951,56,Back,5374053955,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125843,499,1,2,51,22,77tfx9me4aaqhzv78bmgsy9bg,1,55.4,9.4,2024-11-22T19:11:47.625Z,2024-11-22T19:11:52Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374053501,141,6.2,5374053505,213,6.09,5374053503,212,11.5,5374053497,56,Right,5374053499,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125855,500,1,2,51,26,77tfx9me4aaqhzv78bmgsy9bg,1,64.4,20.6,2024-11-22T19:11:51.817Z,2024-11-22T19:11:53Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374053577,213,1.28,5374053575,212,12.1,5374053571,140,67.7,5374053573,141,37.7,5374053569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125877,501,1,2,51,28,77tfx9me4aaqhzv78bmgsy9bg,1,68.5,37.9,2024-11-22T19:11:53.017Z,2024-11-22T19:11:54Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374053707,140,76.9,5374053717,213,5.55,5374053705,56,Center,5374053713,212,11.9,5374053709,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125897,502,1,2,51,29,77tfx9me4aaqhzv78bmgsy9bg,1,77.4,25.8,2024-11-22T19:11:54.473Z,2024-11-22T19:11:55Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5374053799,141,33.6,5374053803,213,1.28,5374053797,140,78.9,5374053795,56,Center,5374053801,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125925,503,1,2,51,30,77tfx9me4aaqhzv78bmgsy9bg,0,79.1,33.9,2024-11-22T19:11:55.049Z,2024-11-22T19:12:11Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,5374053943,140,73.8,5374053941,56,Center,5374053949,213,2.59,5374053947,212,6.5,5374053945,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125979,478,3,2,51,32,5rz9enoyknpg8ji78za5b82p0,1,27.3,57.0,2024-11-22T19:11:57.383Z,2024-11-22T22:11:43Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5374663971,465,,5374054207,56,Back,5374054221,233,504,5374054209,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750125969,504,45,2,51,32,77tfx9me4aaqhzv78bmgsy9bg,0,72.7,43.0,2024-11-22T19:11:57.383Z,2024-11-22T19:59:27Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5374054257,233,478,5374054155,56,Center,5374054157,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126125,479,1,2,51,34,5rz9enoyknpg8ji78za5b82p0,1,32.0,51.5,2024-11-22T19:11:59.047Z,2024-11-22T19:12:08Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5374055053,140,44.9,5374055059,213,5.14,5374055051,56,Back,5374055061,1,,5374055057,212,32.5,5374055055,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126169,480,1,2,51,43,5rz9enoyknpg8ji78za5b82p0,1,60.1,9.5,2024-11-22T19:12:08.407Z,2024-11-22T19:12:10Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5374055231,56,Back,5374055239,213,2.66,5374055237,212,27.1,5374055235,141,27.9,5374055233,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126197,481,1,2,51,45,5rz9enoyknpg8ji78za5b82p0,1,37.2,27.9,2024-11-22T19:12:10.440Z,2024-11-22T19:12:12Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5374055443,212,17.2,5374055437,56,Back,5374055439,140,36.1,5374055445,213,1.64,5374055441,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126303,482,1,2,51,47,5rz9enoyknpg8ji78za5b82p0,1,33.3,58.2,2024-11-22T19:12:12.407Z,2024-11-22T19:12:19Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5374056071,140,46.9,5374056069,56,Back,5374056073,141,90.6,5374056075,212,26.3,5374056077,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126315,483,1,2,51,54,5rz9enoyknpg8ji78za5b82p0,1,56.4,86.3,2024-11-22T19:12:19.783Z,2024-11-22T19:12:20Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5374056129,213,0.35,5374056117,140,63.4,5374056121,141,90.2,5374056125,212,7.8,5374056113,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126337,484,1,2,51,55,5rz9enoyknpg8ji78za5b82p0,1,63.7,87.9,2024-11-22T19:12:20.695Z,2024-11-22T22:12:28Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5374056255,212,19.6,5374056257,213,3.50,5374056249,56,Back,5374056253,141,77.7,5374056251,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126367,485,1,2,51,57,5rz9enoyknpg8ji78za5b82p0,1,45.2,72.4,2024-11-22T19:12:22.278Z,2024-11-22T22:12:41Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5374056415,56,Back,5374056419,141,39.3,5374056417,140,45.7,5374056421,212,22.5,5374056423,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126409,486,1,2,52,0,5rz9enoyknpg8ji78za5b82p0,1,46.0,36.1,2024-11-22T19:12:25.015Z,2024-11-22T19:12:27Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5374056641,140,67.0,5374056643,141,2.0,5374056647,213,5.47,5374056645,212,32.0,5374056639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126489,487,1,2,52,2,5rz9enoyknpg8ji78za5b82p0,1,70.6,5.3,2024-11-22T19:12:27.751Z,2024-11-22T19:12:33Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5374057093,212,15.5,5374057095,213,0.34,5374057087,56,Right,5374057089,140,84.5,5374057091,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126535,488,1,2,52,8,5rz9enoyknpg8ji78za5b82p0,0,98.6,27.0,2024-11-22T19:12:33.719Z,2024-11-22T19:12:39Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5374057293,56,Center,5374057301,213,1.89,5374057299,212,12.9,5374057297,141,45.0,5374057295,140,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126573,505,12,2,52,10,77tfx9me4aaqhzv78bmgsy9bg,1,3.8,58.4,2024-11-22T19:12:35.305Z,2024-11-22T19:12:38Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374057475,140,7.4,5374057479,212,24.2,5374057477,141,93.5,5374057473,56,Back,5374057481,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126645,507,1,2,52,14,77tfx9me4aaqhzv78bmgsy9bg,0,10.5,94.7,2024-11-22T19:12:39.801Z,2024-11-22T19:12:41Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374057905,1,,5374057895,140,42.2,5374057897,141,93.2,5374057899,212,33.3,5374057903,213,6.25,5374057893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126689,489,8,2,52,17,5rz9enoyknpg8ji78za5b82p0,1,64.8,5.3,2024-11-22T19:12:42.408Z,2024-11-22T22:13:04Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5374664539,385,,5374058155,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126701,490,5,2,52,17,5rz9enoyknpg8ji78za5b82p0,0,66.2,-0.8,2024-11-22T19:12:42.584Z,2024-11-22T19:13:47Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5374058257,233,508,5374058205,347,,5374058203,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750126675,508,5,2,52,17,77tfx9me4aaqhzv78bmgsy9bg,1,33.8,100.8,2024-11-22T19:12:42.584Z,2024-11-22T19:13:46Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,5374058049,56,Back,5374058053,347,,5374058253,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750127167,491,27,2,52,46,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T19:13:11.023Z,2024-11-22T19:13:46Z,,,,5374063591,233,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750127367,509,27,2,52,46,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-22T19:13:11.023Z,2024-11-22T19:13:46Z,,,,5374063557,233,491,5374061715,53,2rvx2wlfj2rxzcgye6wiw0v84,5374061713,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128199,492,28,2,53,47,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T19:14:12.585Z,2024-11-22T19:14:46Z,,,,5374068805,233,510,5374066267,55,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128107,510,28,2,53,47,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-22T19:14:12.585Z,2024-11-22T19:14:46Z,,,,5374068797,233,492,5374065861,55,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128323,511,1,2,53,57,77tfx9me4aaqhzv78bmgsy9bg,1,30.0,100.0,2024-11-22T19:14:22.248Z,2024-11-22T19:14:25Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5374066905,56,Back,5374066907,140,29.8,5374066903,107,,5374066913,213,4.69,5374066909,141,84.1,5374066911,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128395,512,1,2,54,0,77tfx9me4aaqhzv78bmgsy9bg,1,24.6,89.6,2024-11-22T19:14:25.031Z,2024-11-22T19:14:29Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5374067341,140,7.7,5374067351,213,3.96,5374067347,212,26.0,5374067343,141,61.7,5374067339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128497,513,1,2,54,4,77tfx9me4aaqhzv78bmgsy9bg,1,4.9,54.8,2024-11-22T19:14:28.904Z,2024-11-22T22:14:04Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5374067901,140,43.7,5374067909,1,,5374067903,141,8.8,5374067905,212,51.4,5374665023,155,,5374067907,213,5.63,5374067899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128523,514,1,2,54,11,77tfx9me4aaqhzv78bmgsy9bg,1,66.6,11.1,2024-11-22T19:14:35.896Z,2024-11-22T19:14:40Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5374068023,213,0.79,5374068015,56,Center,5374068017,140,75.6,5374068021,212,13.5,5374068019,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128549,515,1,2,54,12,77tfx9me4aaqhzv78bmgsy9bg,0,76.3,25.3,2024-11-22T19:14:37.368Z,2024-11-22T19:14:38Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5374068131,212,12.3,5374068129,141,14.6,5374068127,140,85.8,5374068125,56,Right,5374068133,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128641,494,1,2,54,16,5rz9enoyknpg8ji78za5b82p0,0,13.3,96.3,2024-11-22T19:14:41.176Z,2024-11-22T19:14:45Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5374068561,212,35.1,5374068555,56,Back,5374068563,213,6.09,5374068557,140,46.1,5374068565,1,,5374068553,157,,5374068559,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750128663,516,44,2,54,19,77tfx9me4aaqhzv78bmgsy9bg,1,54.0,13.5,2024-11-22T19:14:44.056Z,2024-11-22T20:03:04Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5374068709,233,495,5374068669,286,,5374068665,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
