id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2817162551,530,61,2,45,12,spvvjmk37iid7hsky9g3nce7,1,24.6,30.5,2025-05-19T18:02:36.467Z,2025-05-19T18:04:48Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740377347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817161843,522,43,2,45,13,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-19T18:02:37.355Z,2025-05-19T18:02:49Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740371193,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817161879,523,1,2,45,13,spvvjmk37iid7hsky9g3nce7,1,21.6,25.0,2025-05-19T18:02:37.500Z,2025-05-19T18:04:50Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740370739,56,Back,5740370745,212,11.2,5740370747,213,5.18,5740370743,141,10.3,5740370741,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817161895,524,1,2,45,16,spvvjmk37iid7hsky9g3nce7,1,26.4,10.1,2025-05-19T18:02:40.972Z,2025-05-19T18:05:13Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5740370821,56,Right,5740370831,1,,5740370823,140,59.0,5740370829,213,6.25,5740370819,155,,5740370827,212,34.3,5740370825,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817161925,525,61,2,45,21,spvvjmk37iid7hsky9g3nce7,0,64.0,5.3,2025-05-19T18:02:45.065Z,2025-05-19T18:02:45Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5740370969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817161951,339,1,2,45,22,ac8jow4mdkvnsv5s0och4qqm,1,35.8,89.0,2025-05-19T18:02:46.906Z,2025-05-19T18:05:39Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5740371129,56,Back,5740371135,212,31.8,5740371137,213,3.75,5740371133,141,62.4,5740371131,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162021,340,1,2,45,29,ac8jow4mdkvnsv5s0och4qqm,1,13.2,57.9,2025-05-19T18:02:53.970Z,2025-05-19T18:02:56Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5740371553,213,4.80,5740371551,212,13.6,5740371549,141,37.9,5740371547,140,14.3,5740371545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162051,341,1,2,45,32,ac8jow4mdkvnsv5s0och4qqm,1,13.6,36.6,2025-05-19T18:02:56.658Z,2025-05-19T18:03:00Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5740371727,56,Back,5740371735,213,4.79,5740371729,140,15.0,5740371731,141,10.4,5740371733,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162087,342,1,2,45,35,ac8jow4mdkvnsv5s0och4qqm,1,15.1,9.5,2025-05-19T18:02:59.906Z,2025-05-19T18:03:03Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5740371903,213,6.26,5740371899,141,8.0,5740371895,56,Right,5740371897,140,60.6,5740371901,212,47.8,5740371905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162091,343,61,2,45,38,ac8jow4mdkvnsv5s0och4qqm,0,60.7,8.5,2025-05-19T18:03:02.986Z,2025-05-19T18:03:03Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5740371949,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162121,526,4,2,45,39,spvvjmk37iid7hsky9g3nce7,1,41.4,92.2,2025-05-19T18:03:03.592Z,2025-05-19T18:03:09Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740372179,152,,5740372175,294,,5740372177,56,Back,5740372173,13,,5740372191,233,344,5740372181,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162093,344,4,2,45,39,ac8jow4mdkvnsv5s0och4qqm,0,58.6,7.8,2025-05-19T18:03:03.593Z,2025-05-19T18:03:09Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5740372223,233,526,5740372091,13,,5740372095,56,Right,5740372097,152,,5740372093,294,,5740372099,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162243,527,1,2,45,59,spvvjmk37iid7hsky9g3nce7,0,39.6,90.2,2025-05-19T18:03:23.547Z,2025-05-19T18:03:24Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740372919,5,,5740372927,56,Center,5740372939,1,,5740372935,212,46.2,5740372937,213,5.21,5740372933,141,30.4,5740372923,152,,5740372931,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162301,346,1,2,46,5,ac8jow4mdkvnsv5s0och4qqm,1,39.9,93.9,2025-05-19T18:03:29.441Z,2025-05-19T18:04:01Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5740373231,212,20.7,5740373233,213,6.03,5740373225,56,Left,5740373227,140,59.0,5740373229,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162307,347,1,2,46,6,ac8jow4mdkvnsv5s0och4qqm,1,59.0,86.2,2025-05-19T18:03:30.890Z,2025-05-19T18:04:03Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5740373281,213,0.97,5740373269,56,Left,5740373273,140,62.4,5740373275,141,93.8,5740373279,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162339,348,1,2,46,7,ac8jow4mdkvnsv5s0och4qqm,1,62.4,93.8,2025-05-19T18:03:31.785Z,2025-05-19T18:04:21Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,1.0,,5740374017,210,15,5740373521,212,30.2,5740373517,140,87.6,5740373515,56,Center,5740373519,141,72.3,5740373525,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162343,349,15,2,46,12,ac8jow4mdkvnsv5s0och4qqm,1,87.5,69.6,2025-05-19T18:03:36.338Z,2025-05-19T19:05:04Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5740374007,20,,5740374027,102,51.7,5740374037,147,63.9,5740373545,56,Center,5740374031,215,,5740374011,82,,5740374021,29,,5740374041,230,98.6,5740374023,55,348,5740374043,231,51.8,5740373543,64,,5740374019,78,,5740374045,233,528,5740374029,103,5740374035,146,5740373541,22,,91.5,,,,19,,
2817162349,528,10,2,46,12,spvvjmk37iid7hsky9g3nce7,1,4.4,43.3,2025-05-19T18:03:36.438Z,2025-05-19T18:05:15Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740373563,94,,5740373565,56,Back,5740374063,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162355,350,6,2,46,13,ac8jow4mdkvnsv5s0och4qqm,1,99.0,62.8,2025-05-19T18:03:37.882Z,2025-05-19T18:03:45Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5740373753,233,529,5740373695,56,Center,5740373697,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162375,529,6,2,46,13,spvvjmk37iid7hsky9g3nce7,0,1.0,37.2,2025-05-19T18:03:37.882Z,2025-05-19T18:57:29Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740373679,73,,5740373675,56,Back,5740373817,233,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162641,351,1,2,46,43,ac8jow4mdkvnsv5s0och4qqm,1,99.5,99.5,2025-05-19T18:04:07.913Z,2025-05-19T18:10:55Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,1.0,,5740396191,210,13,5740375299,2,,5740396193,154,,5740375319,213,4.50,5740375315,212,47.7,5740375309,140,90.0,5740375305,223,,5740375301,6,,5740375311,141,30.9,5740375303,155,,5740375321,1,,5740375307,56,Center,,,,,,,,,,,,,,,,,
2817165869,410,13,2,46,44,ac8jow4mdkvnsv5s0och4qqm,1,93.3,56.9,2025-05-19T18:04:08.977Z,2025-05-19T19:06:33Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5740396237,230,99.5,5740396217,75,,5740396227,102,27.7,5740396223,55,351,5740395413,153,,5740396213,25,,5740396233,146,94.9,5740396221,154,,5740396231,328,,5740396235,147,39.9,5740396229,103,12.5,5740396215,15,,5740396219,29,,5740396239,231,5740395409,17,5740394915,56,Center,,,,,50.7,,
2817162643,352,61,2,46,50,ac8jow4mdkvnsv5s0och4qqm,0,84.4,27.1,2025-05-19T18:04:14.697Z,2025-05-19T18:08:54Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5740375329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162653,531,43,2,46,50,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-19T18:04:14.876Z,2025-05-19T18:04:28Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740376197,144,7,5740375369,285,0,5740375367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162659,532,3,2,46,51,spvvjmk37iid7hsky9g3nce7,0,21.2,81.2,2025-05-19T18:04:15.552Z,2025-05-19T18:07:51Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740375467,233,353,5740375411,285,,5740375409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162663,353,7,2,46,51,ac8jow4mdkvnsv5s0och4qqm,1,78.8,18.8,2025-05-19T18:04:15.553Z,2025-05-19T18:08:33Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5740375457,233,532,5740375429,56,Right,5740375431,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817164821,392,61,2,46,52,ac8jow4mdkvnsv5s0och4qqm,0,74.6,19.0,2025-05-19T18:04:16.337Z,2025-05-19T18:08:22Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5740388133,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162755,534,1,2,46,54,spvvjmk37iid7hsky9g3nce7,1,29.7,79.0,2025-05-19T18:04:18.283Z,2025-05-19T18:04:24Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740375855,141,59.9,5740375857,212,16.8,5740375853,140,39.8,5740375859,213,5.40,5740375851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162761,535,81,2,46,56,spvvjmk37iid7hsky9g3nce7,0,39.8,59.9,2025-05-19T18:04:20.246Z,2025-05-19T18:04:24Z,,,,,5740375867,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162727,354,27,2,46,57,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-19T18:04:21.333Z,2025-05-19T18:11:45Z,,,,,5740398745,233,536,5740376573,201,,5740376575,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162853,536,27,2,46,57,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-19T18:04:21.333Z,2025-05-19T18:11:44Z,,,,,5740398727,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162779,355,28,2,47,1,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-19T18:04:25.482Z,2025-05-19T18:11:49Z,,,,,5740398887,233,537,5740375961,55,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817162921,537,28,2,47,1,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-19T18:04:25.482Z,2025-05-19T18:11:49Z,,,,,5740398865,233,355,5740376703,55,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163009,539,1,2,47,19,spvvjmk37iid7hsky9g3nce7,1,32.0,60.3,2025-05-19T18:04:43.980Z,2025-05-19T18:12:22Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740377241,56,Back,5740377243,140,32.9,5740377249,213,1.52,5740377247,212,19.1,5740377245,141,88.4,5740400667,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163021,540,1,2,47,21,spvvjmk37iid7hsky9g3nce7,1,34.5,87.4,2025-05-19T18:04:45.815Z,2025-05-19T18:12:29Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740377333,140,60.4,5740377339,213,6.26,5740377337,212,27.2,5740377335,141,86.6,5740377331,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163025,541,1,2,47,22,spvvjmk37iid7hsky9g3nce7,1,58.4,87.7,2025-05-19T18:04:46.884Z,2025-05-19T18:12:49Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5740379197,168,,5740377377,140,63.6,5740377385,213,0.40,5740377373,56,Left,5740377383,212,5.9,5740377381,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163027,542,1,2,47,23,spvvjmk37iid7hsky9g3nce7,0,64.6,90.6,2025-05-19T18:04:47.812Z,2025-05-19T18:12:43Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740377389,56,Left,5740377391,140,63.1,5740377395,212,3.4,5740377397,213,4.23,5740377393,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163023,356,8,2,47,24,ac8jow4mdkvnsv5s0och4qqm,1,35.4,17.4,2025-05-19T18:04:48.098Z,2025-05-19T18:04:48Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5740377345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163047,358,1,2,47,26,ac8jow4mdkvnsv5s0och4qqm,1,36.2,14.6,2025-05-19T18:04:50.081Z,2025-05-19T18:04:52Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5740377533,140,57.7,5740377539,213,0.26,5740377535,141,23.4,5740377537,212,23.4,5740377531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163059,359,1,2,47,27,ac8jow4mdkvnsv5s0och4qqm,1,57.7,23.4,2025-05-19T18:04:51.897Z,2025-05-19T18:04:53Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5740377649,141,32.7,5740377647,140,53.2,5740377645,56,Center,5740377653,213,2.21,5740377651,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163099,360,1,2,47,29,ac8jow4mdkvnsv5s0och4qqm,1,53.7,33.3,2025-05-19T18:04:53.762Z,2025-05-19T18:04:56Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5740377763,56,Right,5740377765,140,60.8,5740377767,141,6.7,5740377769,212,19.6,5740377771,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163101,361,61,2,47,32,ac8jow4mdkvnsv5s0och4qqm,0,60.8,6.7,2025-05-19T18:04:56.513Z,2025-05-19T18:04:56Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740377779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163105,362,5,2,47,33,ac8jow4mdkvnsv5s0och4qqm,0,60.8,-2.0,2025-05-19T18:04:57.033Z,2025-05-19T18:05:00Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740377795,56,Right,5740377971,233,543,5740377797,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163131,543,5,2,47,33,spvvjmk37iid7hsky9g3nce7,1,39.2,102.0,2025-05-19T18:04:57.033Z,2025-05-19T18:56:35Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740377949,233,362,5740377915,347,,5740377913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163167,544,1,2,47,36,spvvjmk37iid7hsky9g3nce7,1,38.6,100.0,2025-05-19T18:05:00.187Z,2025-05-19T18:05:02Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5740378083,141,86.6,5740378081,140,58.1,5740378077,107,,5740378087,213,5.81,5740378085,212,23.0,5740378079,56,Left,5740378089,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163171,545,50,2,47,37,spvvjmk37iid7hsky9g3nce7,1,59.7,86.2,2025-05-19T18:05:01.881Z,2025-05-19T18:56:59Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740378099,286,,5740378097,56,Left,5740378329,233,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163207,363,7,2,47,37,ac8jow4mdkvnsv5s0och4qqm,1,40.3,13.8,2025-05-19T18:05:01.882Z,2025-05-19T18:56:59Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5740378307,233,545,5740378231,56,Back,5740378239,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163213,364,61,2,47,39,ac8jow4mdkvnsv5s0och4qqm,1,35.3,21.9,2025-05-19T18:05:03.604Z,2025-05-19T18:05:04Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5740378291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163243,366,1,2,47,41,ac8jow4mdkvnsv5s0och4qqm,1,38.3,14.3,2025-05-19T18:05:05.521Z,2025-05-19T18:05:07Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5740378453,213,5.96,5740378451,212,18.2,5740378445,56,Right,5740378447,140,54.7,5740378449,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163251,546,43,2,47,42,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-19T18:05:06.955Z,2025-05-19T18:05:10Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740378477,56,Back,5740378479,285,0,5740378695,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163263,367,1,2,47,43,ac8jow4mdkvnsv5s0och4qqm,0,54.7,5.8,2025-05-19T18:05:07.265Z,2025-05-19T18:05:08Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740378527,213,0.75,5740378519,56,Right,5740378525,212,3.0,5740378557,286,,5740378551,236,,5740378521,140,56.8,5740378553,233,547,5740378523,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163253,547,74,2,47,43,spvvjmk37iid7hsky9g3nce7,1,40.9,89.3,2025-05-19T18:05:07.266Z,2025-05-19T18:05:10Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740378587,233,367,5740378483,56,Back,5740378485,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163291,368,5,2,47,44,ac8jow4mdkvnsv5s0och4qqm,1,54.2,-1.2,2025-05-19T18:05:08.924Z,2025-05-19T18:56:35Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740378745,233,548,5740378685,347,,5740378683,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163277,548,5,2,47,44,spvvjmk37iid7hsky9g3nce7,0,45.8,101.2,2025-05-19T18:05:08.924Z,2025-05-19T18:05:14Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740378759,233,368,5740378601,347,,5740378599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163371,369,1,2,47,53,ac8jow4mdkvnsv5s0och4qqm,0,60.0,0.0,2025-05-19T18:05:17.761Z,2025-05-19T18:05:19Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5740379131,212,18.3,5740379123,107,,5740379129,141,12.8,5740379133,213,2.56,5740379125,56,Back,5740379127,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163419,550,4,2,47,58,spvvjmk37iid7hsky9g3nce7,1,56.9,86.7,2025-05-19T18:05:22.956Z,2025-05-19T18:56:50Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5740379433,13,,5740379441,286,,5740380395,233,370,5740379437,56,Left,5740379435,295,,5740379439,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163429,370,4,2,47,58,ac8jow4mdkvnsv5s0och4qqm,0,43.1,13.3,2025-05-19T18:05:22.957Z,2025-05-19T18:56:50Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5740379513,152,,5740380489,233,550,5740379511,56,Back,5740380465,295,,5740380359,285,,5740379509,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163579,551,1,2,48,16,spvvjmk37iid7hsky9g3nce7,1,58.2,86.8,2025-05-19T18:05:40.315Z,2025-05-19T18:05:42Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740380381,213,3.20,5740380371,152,,5740380369,5,,5740380373,56,Back,5740380377,141,85.3,5740380375,140,40.6,5740380379,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163593,552,1,2,48,17,spvvjmk37iid7hsky9g3nce7,1,39.7,81.5,2025-05-19T18:05:41.772Z,2025-05-19T18:05:43Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740380459,212,25.6,5740380453,56,Back,5740380455,140,28.7,5740380457,141,47.9,5740380461,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163609,553,1,2,48,19,spvvjmk37iid7hsky9g3nce7,1,28.0,45.4,2025-05-19T18:05:43.516Z,2025-05-19T18:05:46Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740380555,213,4.40,5740380549,140,24.1,5740380547,56,Back,5740380551,141,26.7,5740380553,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163639,554,1,2,48,22,spvvjmk37iid7hsky9g3nce7,1,24.4,29.8,2025-05-19T18:05:46.063Z,2025-05-19T18:05:48Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740380729,141,43.7,5740380733,213,2.64,5740380727,140,8.0,5740380725,56,Back,5740380731,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163677,555,1,2,48,24,spvvjmk37iid7hsky9g3nce7,0,8.0,46.1,2025-05-19T18:05:48.284Z,2025-05-19T18:05:52Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5740380907,140,36.2,5740380905,56,Back,5740380911,212,42.9,5740380903,155,,5740380909,141,91.7,5740380915,1,,5740380913,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163705,371,1,2,48,29,ac8jow4mdkvnsv5s0och4qqm,0,59.9,10.0,2025-05-19T18:05:53.089Z,2025-05-19T18:05:56Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5740381047,56,Right,5740381059,212,8.2,5740381061,213,0.12,5740381055,141,11.4,5740381043,3,,5740381051,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163695,556,44,2,48,30,spvvjmk37iid7hsky9g3nce7,1,31.2,88.0,2025-05-19T18:05:54.456Z,2025-05-19T18:57:21Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740381001,56,Back,5740381153,233,372,5740381003,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163715,372,44,2,48,30,ac8jow4mdkvnsv5s0och4qqm,0,68.8,12.0,2025-05-19T18:05:54.457Z,2025-05-19T18:57:21Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5740381161,233,556,5740381095,56,Right,5740381097,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163719,557,1,2,48,30,spvvjmk37iid7hsky9g3nce7,1,29.2,87.2,2025-05-19T18:05:54.699Z,2025-05-19T18:05:56Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5740381141,212,6.2,5740381133,3,,5740381139,141,79.4,5740381143,213,5.26,5740381137,140,32.3,5740381135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163735,558,1,2,48,32,spvvjmk37iid7hsky9g3nce7,0,32.3,79.4,2025-05-19T18:05:56.219Z,2025-05-19T18:05:57Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740381209,3,,5740381219,213,5.71,5740381217,212,6.5,5740381215,141,74.2,5740381211,56,Back,5740381213,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163753,373,1,2,48,33,ac8jow4mdkvnsv5s0och4qqm,1,57.1,25.9,2025-05-19T18:05:57.184Z,2025-05-19T18:05:59Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5740381321,213,0.03,5740381311,157,,5740381323,1,,5740381313,56,Center,5740381317,141,26.4,5740381315,140,70.0,5740381319,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817163763,374,1,2,48,35,ac8jow4mdkvnsv5s0och4qqm,0,70.0,26.4,2025-05-19T18:05:59.497Z,2025-05-19T18:06:00Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5740381371,212,8.5,5740381369,141,21.9,5740381365,56,Center,5740381373,213,5.92,5740381367,140,77.6,5740381361,3,,5740381363,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
