id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2797314015,418,10,1,44,24,durq4oppf7c08tnbzrlebt0uz,1,21.2,30.7,2025-04-06T15:16:10.254Z,2025-04-06T15:28:12Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630917407,56,Back,5630929589,233,370,5630917405,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797325969,417,61,1,44,25,46yo78zak2j7kaxc5ak1fnm60,1,72.3,62.9,2025-04-06T15:16:10.986Z,2025-04-06T15:28:14Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5630983331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314037,419,1,1,44,27,durq4oppf7c08tnbzrlebt0uz,1,11.5,37.4,2025-04-06T15:16:13.317Z,2025-04-06T15:27:00Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,5630977089,213,6.26,5630977081,56,Back,5630977085,141,36.6,5630977083,140,31.5,5630977087,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314141,421,1,1,44,32,durq4oppf7c08tnbzrlebt0uz,0,40.8,35.4,2025-04-06T15:16:18.773Z,2025-04-06T15:16:25Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630918013,56,Center,5630918017,141,25.2,5630918021,213,6.00,5630918019,212,24.8,5630918015,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314165,372,1,1,44,34,46yo78zak2j7kaxc5ak1fnm60,1,38.1,73.9,2025-04-06T15:16:20.377Z,2025-04-06T15:16:21Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630918169,212,5.2,5630918165,140,37.5,5630918171,213,4.59,5630918163,56,Back,5630918167,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314203,373,1,1,44,35,46yo78zak2j7kaxc5ak1fnm60,1,37.5,66.3,2025-04-06T15:16:21.385Z,2025-04-06T15:16:23Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630918377,56,Back,5630918387,212,9.1,5630918385,141,61.5,5630918381,140,45.6,5630918389,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314235,374,1,1,44,37,46yo78zak2j7kaxc5ak1fnm60,1,44.2,67.3,2025-04-06T15:16:23.050Z,2025-04-06T15:16:24Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630918579,140,46.8,5630918581,141,50.3,5630918585,213,4.94,5630918583,212,11.9,5630918577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314333,375,1,1,44,38,46yo78zak2j7kaxc5ak1fnm60,1,46.8,50.3,2025-04-06T15:16:24.521Z,2025-04-06T15:16:29Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630919177,141,23.6,5630919173,56,Back,5630919179,212,19.3,5630919175,140,40.7,5630919181,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314415,376,1,1,44,43,46yo78zak2j7kaxc5ak1fnm60,1,45.3,20.1,2025-04-06T15:16:29.497Z,2025-04-06T15:16:33Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630919643,213,2.33,5630919635,56,Back,5630919639,141,35.5,5630919637,140,35.9,5630919641,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314437,377,1,1,44,47,46yo78zak2j7kaxc5ak1fnm60,1,33.7,35.1,2025-04-06T15:16:33.322Z,2025-04-06T15:16:34Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630919737,213,0.84,5630919733,141,41.8,5630919735,212,6.1,5630919731,140,37.6,5630919729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314497,378,1,1,44,48,46yo78zak2j7kaxc5ak1fnm60,1,37.6,41.8,2025-04-06T15:16:34.362Z,2025-04-06T15:16:37Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630920053,213,1.15,5630920047,140,47.5,5630920045,56,Back,5630920049,141,76.1,5630920051,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314539,379,1,1,44,51,46yo78zak2j7kaxc5ak1fnm60,1,44.3,75.3,2025-04-06T15:16:37.178Z,2025-04-06T15:16:38Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630920263,56,Center,5630920267,141,70.6,5630920271,213,6.13,5630920265,140,63.4,5630920269,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314581,380,1,1,44,52,46yo78zak2j7kaxc5ak1fnm60,1,62.6,70.8,2025-04-06T15:16:38.761Z,2025-04-06T15:16:40Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630920413,56,Left,5630920417,141,88.0,5630920419,212,12.5,5630920415,140,66.7,5630920421,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314637,381,1,1,44,54,46yo78zak2j7kaxc5ak1fnm60,1,66.7,88.0,2025-04-06T15:16:40.152Z,2025-04-06T15:16:42Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630920755,56,Left,5630920759,141,84.1,5630920763,213,6.11,5630920761,212,15.4,5630920757,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314663,382,1,1,44,56,46yo78zak2j7kaxc5ak1fnm60,1,73.6,88.3,2025-04-06T15:16:42.746Z,2025-04-06T15:16:45Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630920913,212,18.4,5630920909,140,56.4,5630920907,56,Left,5630920911,141,83.0,5630920915,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314715,383,1,1,44,58,46yo78zak2j7kaxc5ak1fnm60,1,56.4,83.0,2025-04-06T15:16:44.730Z,2025-04-06T15:16:48Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630921203,141,96.0,5630921207,213,0.69,5630921199,56,Left,5630921201,140,66.5,5630921205,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314791,422,70,1,45,0,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-06T15:16:46.054Z,2025-04-06T15:16:57Z,,,,5630921475,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314741,384,1,1,45,1,46yo78zak2j7kaxc5ak1fnm60,1,62.7,88.7,2025-04-06T15:16:47.962Z,2025-04-06T15:16:49Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630921317,56,Back,5630921319,140,36.5,5630921325,212,31.1,5630921321,141,67.5,5630921329,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314837,385,1,1,45,3,46yo78zak2j7kaxc5ak1fnm60,1,36.5,67.5,2025-04-06T15:16:49.737Z,2025-04-06T15:17:11Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,5630921751,141,82.1,5630921755,213,1.01,5630921749,140,42.4,5630921747,56,Back,5630921753,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314865,386,1,1,45,8,46yo78zak2j7kaxc5ak1fnm60,1,38.2,86.8,2025-04-06T15:16:54.586Z,2025-04-06T15:16:55Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630921887,140,52.2,5630921893,213,0.24,5630921891,212,15.1,5630921885,56,Left,5630921889,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314933,387,1,1,45,9,46yo78zak2j7kaxc5ak1fnm60,1,52.3,92.1,2025-04-06T15:16:55.562Z,2025-04-06T15:16:58Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630922269,213,3.38,5630922265,141,85.9,5630922261,56,Back,5630922267,212,17.5,5630922263,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315013,388,1,1,45,12,46yo78zak2j7kaxc5ak1fnm60,1,36.1,85.9,2025-04-06T15:16:58.618Z,2025-04-06T15:17:03Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630922697,56,Back,5630922701,141,59.9,5630922705,212,26.8,5630922699,140,16.9,5630922711,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315091,389,1,1,45,17,46yo78zak2j7kaxc5ak1fnm60,0,14.0,57.5,2025-04-06T15:17:03.546Z,2025-04-06T15:17:07Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,5630923093,212,78.2,5630923097,1,,5630923087,56,Center,5630923089,140,88.5,5630923085,157,,5630923095,213,6.28,5630923091,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315253,424,1,1,45,23,durq4oppf7c08tnbzrlebt0uz,1,13.6,53.4,2025-04-06T15:17:09.612Z,2025-04-06T15:17:14Z,4id56bnddab7qd1mxxsm8ueqc,V. Andersson,,5630923989,140,32.1,5630923991,141,66.9,5630923995,213,0.44,5630923993,212,21.5,5630923987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315385,425,1,1,45,28,durq4oppf7c08tnbzrlebt0uz,1,38.3,72.0,2025-04-06T15:17:14.436Z,2025-04-06T15:17:20Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630924713,141,93.8,5630924717,213,0.99,5630924711,140,47.5,5630924715,212,17.7,5630924709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315429,426,1,1,45,34,durq4oppf7c08tnbzrlebt0uz,1,51.8,92.6,2025-04-06T15:17:20.845Z,2025-04-06T15:17:23Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630924935,141,76.0,5630924931,56,Back,5630924939,212,13.5,5630924943,213,4.13,5630924933,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315469,427,1,1,45,36,durq4oppf7c08tnbzrlebt0uz,1,44.0,75.9,2025-04-06T15:17:22.948Z,2025-04-06T15:17:25Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630925161,141,51.3,5630925165,212,19.4,5630925157,56,Back,5630925159,140,34.7,5630925167,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315539,428,1,1,45,39,durq4oppf7c08tnbzrlebt0uz,1,34.7,51.3,2025-04-06T15:17:25.380Z,2025-04-06T15:17:29Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630925487,141,22.1,5630925483,56,Back,5630925485,140,45.5,5630925489,212,22.9,5630925491,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315583,429,1,1,45,43,durq4oppf7c08tnbzrlebt0uz,1,60.6,18.3,2025-04-06T15:17:29.780Z,2025-04-06T15:17:32Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630925761,140,72.9,5630925765,141,11.1,5630925769,212,13.8,5630925771,213,5.92,5630925759,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315667,430,1,1,45,46,durq4oppf7c08tnbzrlebt0uz,1,74.0,11.1,2025-04-06T15:17:32.140Z,2025-04-06T15:17:37Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,5630926279,56,Right,5630926281,140,61.4,5630926285,212,13.4,5630926283,141,8.2,5630926287,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315717,431,1,1,45,51,durq4oppf7c08tnbzrlebt0uz,1,68.7,12.3,2025-04-06T15:17:37.244Z,2025-04-06T15:17:40Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630926549,213,2.96,5630926545,141,18.3,5630926541,56,Back,5630926547,212,22.7,5630926543,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315733,432,1,1,45,54,durq4oppf7c08tnbzrlebt0uz,1,53.1,17.3,2025-04-06T15:17:40.020Z,2025-04-06T15:17:41Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630926619,56,Right,5630926625,212,13.3,5630926621,140,64.6,5630926623,141,9.1,5630926627,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315863,433,1,1,45,54,durq4oppf7c08tnbzrlebt0uz,1,64.6,9.1,2025-04-06T15:17:40.860Z,2025-04-06T15:17:47Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630927287,56,Back,5630927293,212,36.2,5630927297,1,,5630927291,141,54.8,5630927295,213,2.11,5630927289,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315927,434,1,1,46,1,durq4oppf7c08tnbzrlebt0uz,1,62.7,62.3,2025-04-06T15:17:47.364Z,2025-04-06T15:17:52Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630927577,140,68.2,5630927583,213,5.37,5630927581,212,9.5,5630927579,141,51.2,5630927575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315903,390,45,1,46,4,46yo78zak2j7kaxc5ak1fnm60,0,32.3,55.8,2025-04-06T15:17:50.186Z,2025-04-06T15:17:56Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630927513,56,Back,5630927769,233,435,5630927515,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315945,435,3,1,46,4,durq4oppf7c08tnbzrlebt0uz,1,67.7,44.2,2025-04-06T15:17:50.186Z,2025-04-06T15:17:56Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,5630927705,233,390,5630927657,56,Center,5630927659,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315937,391,45,1,46,6,46yo78zak2j7kaxc5ak1fnm60,0,27.0,43.8,2025-04-06T15:17:52.108Z,2025-04-06T15:17:59Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,5630927621,56,Back,5630927623,285,,5630928289,233,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316027,436,3,1,46,6,durq4oppf7c08tnbzrlebt0uz,1,73.0,56.2,2025-04-06T15:17:52.108Z,2025-04-06T15:18:00Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,5630928199,286,,5630928197,56,Center,5630928217,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316031,437,1,1,46,7,durq4oppf7c08tnbzrlebt0uz,0,69.6,55.1,2025-04-06T15:17:53.076Z,2025-04-06T15:17:57Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,5630928209,213,6.16,5630928205,141,50.1,5630928201,56,Center,5630928203,140,95.1,5630928207,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316403,394,1,1,46,30,46yo78zak2j7kaxc5ak1fnm60,0,19.1,37.0,2025-04-06T15:18:16.099Z,2025-04-06T15:31:41Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,5630930303,141,42.1,5630930307,213,0.05,5630930297,198,,5630930299,56,Center,5630930309,1,,5630930301,140,79.7,5630930295,157,,5630930305,212,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316409,438,44,1,46,32,durq4oppf7c08tnbzrlebt0uz,1,28.4,56.2,2025-04-06T15:18:18.028Z,2025-04-06T15:31:36Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630930331,285,,5630930329,56,Back,5630930499,233,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316429,395,44,1,46,32,46yo78zak2j7kaxc5ak1fnm60,0,71.6,43.8,2025-04-06T15:18:18.029Z,2025-04-06T15:31:37Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,5630930439,56,Center,5630930441,286,,5630930533,233,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316419,439,1,1,46,32,durq4oppf7c08tnbzrlebt0uz,0,39.6,54.5,2025-04-06T15:18:18.915Z,2025-04-06T15:31:35Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630930403,213,6.04,5630930399,212,29.6,5630930391,3,,5630930395,140,67.0,5630930397,141,44.0,5630930393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316515,396,1,1,46,37,46yo78zak2j7kaxc5ak1fnm60,1,45.7,55.7,2025-04-06T15:18:23.066Z,2025-04-06T15:18:27Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630931069,140,55.1,5630931075,213,1.14,5630931071,141,87.1,5630931073,212,23.5,5630931067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316547,397,1,1,46,41,46yo78zak2j7kaxc5ak1fnm60,1,54.6,87.5,2025-04-06T15:18:27.322Z,2025-04-06T15:18:30Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630931333,213,6.16,5630931325,56,Left,5630931329,141,85.7,5630931327,140,64.3,5630931331,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316555,398,1,1,46,44,46yo78zak2j7kaxc5ak1fnm60,1,64.3,85.7,2025-04-06T15:18:30.603Z,2025-04-06T15:18:31Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630931393,140,46.4,5630931397,212,19.3,5630931391,56,Back,5630931395,141,79.0,5630931399,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316569,399,1,1,46,45,46yo78zak2j7kaxc5ak1fnm60,1,46.4,79.0,2025-04-06T15:18:31.466Z,2025-04-06T15:18:33Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630931467,140,63.7,5630931473,213,5.88,5630931471,212,19.8,5630931469,141,67.5,5630931465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316639,400,1,1,46,47,46yo78zak2j7kaxc5ak1fnm60,1,63.7,67.5,2025-04-06T15:18:33.659Z,2025-04-06T15:18:38Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630931931,155,,5630931943,141,12.6,5630931961,1,,5630931955,213,5.38,5630931949,212,47.5,5630931933,56,Right,5630931937,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316673,401,1,1,46,52,46yo78zak2j7kaxc5ak1fnm60,0,89.8,10.3,2025-04-06T15:18:38.331Z,2025-04-06T15:18:40Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630932091,212,17.0,5630932087,140,95.2,5630932085,56,Center,5630932093,213,1.23,5630932089,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316729,402,43,1,46,54,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-06T15:18:40.274Z,2025-04-06T15:19:14Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630932403,56,Center,5630932473,233,440,5630932405,286,0,5630935295,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316721,440,43,1,46,54,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-04-06T15:18:40.275Z,2025-04-06T15:22:01Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630932361,56,Back,5630932363,285,0,5630950649,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316753,441,12,1,46,56,durq4oppf7c08tnbzrlebt0uz,1,4.4,77.0,2025-04-06T15:18:42.852Z,2025-04-06T15:18:45Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630932575,213,1.53,5630932571,141,100.0,5630932641,167,,5630932565,56,Back,5630932569,140,5.1,5630932573,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316757,403,5,1,46,57,46yo78zak2j7kaxc5ak1fnm60,1,95.0,-1.6,2025-04-06T15:18:43.581Z,2025-04-06T15:31:40Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630932593,347,,5630932591,56,Right,5630932701,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316763,442,5,1,46,57,durq4oppf7c08tnbzrlebt0uz,0,5.0,101.6,2025-04-06T15:18:43.581Z,2025-04-06T15:31:40Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630932627,347,,5630932721,233,403,5630932625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316993,404,1,1,47,8,46yo78zak2j7kaxc5ak1fnm60,1,91.5,0.0,2025-04-06T15:18:54.891Z,2025-04-06T15:18:58Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630933857,107,,5630933861,140,87.8,5630933865,212,16.3,5630933863,141,21.9,5630933867,213,1.81,5630933859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317017,405,1,1,47,12,46yo78zak2j7kaxc5ak1fnm60,1,90.6,14.1,2025-04-06T15:18:58.843Z,2025-04-06T15:19:01Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630934017,141,6.4,5630934013,56,Right,5630934021,213,5.21,5630934019,212,6.0,5630934015,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317023,406,50,1,47,14,46yo78zak2j7kaxc5ak1fnm60,1,91.2,6.4,2025-04-06T15:19:00.443Z,2025-04-06T15:21:48Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630934043,286,,5630934041,56,Right,5630934121,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317025,443,7,1,47,14,durq4oppf7c08tnbzrlebt0uz,0,8.8,93.6,2025-04-06T15:19:00.444Z,2025-04-06T15:19:04Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630934045,56,Back,5630934087,233,406,5630934047,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317031,407,61,1,47,15,46yo78zak2j7kaxc5ak1fnm60,1,94.3,5.3,2025-04-06T15:19:01.659Z,2025-04-06T15:19:01Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630934075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317081,444,56,1,47,16,durq4oppf7c08tnbzrlebt0uz,1,7.1,97.8,2025-04-06T15:19:02.187Z,2025-04-06T15:19:44Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630934383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317045,408,5,1,47,16,46yo78zak2j7kaxc5ak1fnm60,0,92.8,-0.6,2025-04-06T15:19:02.251Z,2025-04-06T15:19:17Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630935657,233,445,5630934147,56,Right,5630934153,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317263,445,5,1,47,16,durq4oppf7c08tnbzrlebt0uz,1,7.2,100.6,2025-04-06T15:19:02.251Z,2025-04-06T15:31:41Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630935579,347,,5630935577,56,Back,5630935627,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317317,446,1,1,47,30,durq4oppf7c08tnbzrlebt0uz,1,2.7,100.0,2025-04-06T15:19:16.459Z,2025-04-06T15:19:20Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630935867,1,,5630935863,212,29.3,5630935859,140,30.1,5630935855,107,,5630935857,56,Back,5630935861,141,93.2,5630935865,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317979,410,43,1,47,35,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-06T15:19:21.844Z,2025-04-06T15:21:21Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630946971,144,83,5630940411,399,6vy0wrnn1jz4tjp9ofxr9qesq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797318739,411,43,1,47,36,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-06T15:19:22.076Z,2025-04-06T15:21:03Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630945425,144,7,5630943837,56,Right,5630943839,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317369,447,4,1,47,37,durq4oppf7c08tnbzrlebt0uz,1,16.7,91.0,2025-04-06T15:19:23.322Z,2025-04-06T15:21:33Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,5630936325,56,Back,5630948291,295,,5630937061,233,409,5630936331,285,,5630936327,152,,5630936323,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317361,409,4,1,47,37,46yo78zak2j7kaxc5ak1fnm60,0,83.3,9.0,2025-04-06T15:19:23.323Z,2025-04-06T15:21:31Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630937113,233,447,5630937045,13,,5630937049,152,,5630937053,286,,5630937047,56,Right,5630947841,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
