id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2811027989,629,44,2,54,12,33hzf6j2rd9r50g2n4agsytkd,1,90.6,58.5,2025-05-05T18:21:21.533Z,2025-05-05T19:19:43Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706526735,233,603,5706526457,286,,5706526455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811028007,603,44,2,54,12,1939bnru25svvgv15k2c7tw2y,0,9.4,41.5,2025-05-05T18:21:21.534Z,2025-05-05T19:19:43Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5706526689,285,,5706526687,56,Back,5706526745,233,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020123,537,13,2,54,12,33hzf6j2rd9r50g2n4agsytkd,1,91.3,52.2,2025-05-05T18:21:21.877Z,2025-05-05T19:18:05Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706480749,29,,5706480759,103,68.1,5706480763,328,,5706480745,15,,5706480097,17,,5706480767,231,49.5,5706480753,55,536,5706480747,74,,5706480751,154,,5706480765,230,98.8,5706480757,102,48.2,5706480743,25,,5706480099,56,,,,,,,,,Center,,,,,,
2811020137,489,5,2,54,15,1939bnru25svvgv15k2c7tw2y,1,-1.0,58.0,2025-05-05T18:21:24.376Z,2025-05-05T19:17:35Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5706480191,56,Back,5706480193,346,,5706480213,233,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020141,538,5,2,54,15,33hzf6j2rd9r50g2n4agsytkd,0,101.0,42.0,2025-05-05T18:21:24.376Z,2025-05-05T19:17:44Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706480211,346,,5706480217,233,489,5706480209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020337,491,1,2,54,39,1939bnru25svvgv15k2c7tw2y,1,5.3,60.9,2025-05-05T18:21:48.472Z,2025-05-05T18:21:49Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706481313,212,7.1,5706481305,124,,5706481311,141,50.7,5706481319,237,,5706481307,56,Back,5706481309,140,3.7,5706481315,213,4.47,5706481339,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020355,492,1,2,54,40,1939bnru25svvgv15k2c7tw2y,1,3.7,50.7,2025-05-05T18:21:49.975Z,2025-05-05T18:22:07Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5706481419,56,Back,5706481425,212,13.9,5706481427,213,4.90,5706481421,140,6.2,5706482459,189,,5706481423,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020385,493,1,2,54,42,1939bnru25svvgv15k2c7tw2y,1,6.2,30.7,2025-05-05T18:21:51.095Z,2025-05-05T18:21:52Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706481571,141,12.2,5706481575,213,5.16,5706481573,212,13.9,5706481569,140,11.9,5706481567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020399,494,1,2,54,43,1939bnru25svvgv15k2c7tw2y,0,11.9,12.2,2025-05-05T18:21:52.823Z,2025-05-05T18:21:54Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706481647,141,19.1,5706481641,157,,5706481651,212,55.7,5706481643,56,Right,5706481657,1,,5706481645,140,64.8,5706481655,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020425,539,44,2,54,46,33hzf6j2rd9r50g2n4agsytkd,1,39.0,80.2,2025-05-05T18:21:55.420Z,2025-05-05T18:21:58Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706481801,285,,5706481799,56,Back,5706481829,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020417,495,44,2,54,46,1939bnru25svvgv15k2c7tw2y,0,61.0,19.8,2025-05-05T18:21:55.421Z,2025-05-05T18:21:59Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5706481771,56,Right,5706481851,233,539,5706481773,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020461,540,1,2,54,46,33hzf6j2rd9r50g2n4agsytkd,1,44.7,79.3,2025-05-05T18:21:55.836Z,2025-05-05T18:21:59Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706482029,141,73.2,5706482031,212,26.7,5706482027,140,69.8,5706482023,3,,5706482033,213,6.13,5706482025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020529,542,1,2,54,56,33hzf6j2rd9r50g2n4agsytkd,1,77.5,81.2,2025-05-05T18:22:05.213Z,2025-05-05T18:22:06Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5706482423,213,3.57,5706482415,56,Center,5706482421,212,9.1,5706482417,140,69.6,5706482419,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020597,543,1,2,54,57,33hzf6j2rd9r50g2n4agsytkd,0,67.5,84.6,2025-05-05T18:22:06.140Z,2025-05-05T18:22:34Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706482793,141,100.0,5706482789,56,Left,5706482795,212,11.2,5706482791,140,65.5,5706482797,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020605,496,5,2,55,4,1939bnru25svvgv15k2c7tw2y,1,34.0,-1.6,2025-05-05T18:22:13.326Z,2025-05-05T19:17:45Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5706482839,233,544,5706482831,56,Back,5706482833,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020599,544,5,2,55,4,33hzf6j2rd9r50g2n4agsytkd,0,66.0,101.6,2025-05-05T18:22:13.326Z,2025-05-05T19:17:45Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706482855,233,496,5706482807,56,Left,5706482809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020619,497,1,2,55,5,1939bnru25svvgv15k2c7tw2y,1,39.1,0.0,2025-05-05T18:22:14.823Z,2025-05-05T18:22:16Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706482925,140,41.8,5706482923,56,Back,5706482921,107,,5706482929,212,11.4,5706482931,213,1.32,5706482927,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020629,498,1,2,55,6,1939bnru25svvgv15k2c7tw2y,1,41.8,15.0,2025-05-05T18:22:15.911Z,2025-05-05T18:22:16Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706482987,141,5.3,5706482989,212,6.6,5706482983,56,Back,5706482991,213,4.65,5706482985,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020695,499,1,2,55,7,1939bnru25svvgv15k2c7tw2y,1,41.4,5.3,2025-05-05T18:22:16.807Z,2025-05-05T18:22:21Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706483291,141,16.5,5706483295,213,2.78,5706483289,140,22.3,5706483293,212,21.5,5706483287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020715,500,1,2,55,12,1939bnru25svvgv15k2c7tw2y,1,26.9,27.0,2025-05-05T18:22:21.351Z,2025-05-05T18:22:22Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706483369,212,17.3,5706483373,213,1.72,5706483359,140,24.4,5706483355,56,Back,5706483365,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020757,501,1,2,55,13,1939bnru25svvgv15k2c7tw2y,1,24.4,52.1,2025-05-05T18:22:22.311Z,2025-05-05T18:22:26Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706483639,140,33.3,5706483645,213,1.03,5706483637,56,Back,5706483641,141,75.0,5706483643,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020789,502,1,2,55,17,1939bnru25svvgv15k2c7tw2y,1,37.8,84.1,2025-05-05T18:22:26.455Z,2025-05-05T18:22:29Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706483807,56,Back,5706483809,140,31.1,5706483817,213,4.41,5706483811,141,51.5,5706483813,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020823,503,1,2,55,20,1939bnru25svvgv15k2c7tw2y,1,30.9,49.7,2025-05-05T18:22:29.479Z,2025-05-05T18:22:32Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706483995,56,Back,5706484003,213,4.88,5706483997,140,34.1,5706483999,141,20.3,5706484001,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020849,504,1,2,55,23,1939bnru25svvgv15k2c7tw2y,1,31.3,13.5,2025-05-05T18:22:32.342Z,2025-05-05T18:22:35Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706484201,141,25.3,5706484205,213,0.62,5706484199,140,42.0,5706484197,56,Back,5706484203,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020915,505,1,2,55,26,1939bnru25svvgv15k2c7tw2y,1,44.0,28.5,2025-05-05T18:22:35.240Z,2025-05-05T18:22:43Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706484587,155,,5706484593,140,73.6,5706484589,196,,5706484597,212,52.9,5706484599,213,0.94,5706484591,56,Left,5706484601,1,,5706484595,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020933,506,1,2,55,34,1939bnru25svvgv15k2c7tw2y,1,74.9,67.5,2025-05-05T18:22:43.062Z,2025-05-05T18:22:44Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706484683,212,7.7,5706484681,141,58.2,5706484685,213,4.11,5706484679,140,70.8,5706484677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020941,507,1,2,55,35,1939bnru25svvgv15k2c7tw2y,0,70.8,58.2,2025-05-05T18:22:44.199Z,2025-05-05T18:22:45Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706484723,141,69.4,5706484725,212,7.8,5706484721,140,72.4,5706484727,213,1.35,5706484719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020963,545,8,2,55,38,33hzf6j2rd9r50g2n4agsytkd,1,34.7,27.6,2025-05-05T18:22:47.181Z,2025-05-05T18:23:40Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5706484845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020971,546,3,2,55,38,33hzf6j2rd9r50g2n4agsytkd,0,33.6,29.6,2025-05-05T18:22:47.671Z,2025-05-05T18:22:52Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5706484949,286,,5706484873,56,Back,5706484931,233,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020975,508,7,2,55,38,1939bnru25svvgv15k2c7tw2y,0,66.4,70.4,2025-05-05T18:22:47.672Z,2025-05-05T18:22:52Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706484885,56,Center,5706484917,233,546,5706484947,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811020979,547,61,2,55,39,33hzf6j2rd9r50g2n4agsytkd,1,36.7,26.8,2025-05-05T18:22:48.916Z,2025-05-05T18:22:54Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5706484905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022837,529,61,2,55,40,1939bnru25svvgv15k2c7tw2y,1,63.5,82.2,2025-05-05T18:22:49.632Z,2025-05-05T18:34:54Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706530957,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811027877,583,1,2,55,43,1939bnru25svvgv15k2c7tw2y,1,56.0,83.2,2025-05-05T18:22:52.129Z,2025-05-05T18:34:35Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706529505,140,62.1,5706529511,213,0.88,5706529507,141,94.6,5706529509,212,10.1,5706529503,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021049,510,1,2,55,45,1939bnru25svvgv15k2c7tw2y,1,62.3,79.9,2025-05-05T18:22:54.279Z,2025-05-05T18:34:59Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706485269,56,Center,5706485273,141,54.6,5706485271,140,61.8,5706485275,212,17.2,5706485277,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021077,511,1,2,55,47,1939bnru25svvgv15k2c7tw2y,1,62.3,55.8,2025-05-05T18:22:56.695Z,2025-05-05T18:22:58Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706485433,212,18.6,5706485431,141,39.1,5706485435,213,3.80,5706485429,140,48.3,5706485427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021101,512,1,2,55,48,1939bnru25svvgv15k2c7tw2y,1,48.3,39.1,2025-05-05T18:22:57.959Z,2025-05-05T18:23:00Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5706485567,212,19.4,5706485569,213,1.35,5706485565,141,66.9,5706485561,56,Center,5706485563,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021143,513,1,2,55,51,1939bnru25svvgv15k2c7tw2y,1,53.3,68.5,2025-05-05T18:23:00.327Z,2025-05-05T18:23:03Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706485795,140,67.7,5706485801,213,0.85,5706485797,141,93.8,5706485799,212,22.9,5706485793,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021161,514,1,2,55,54,1939bnru25svvgv15k2c7tw2y,1,67.6,90.5,2025-05-05T18:23:03.767Z,2025-05-05T18:23:05Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706485881,141,73.0,5706485883,212,15.5,5706485879,140,58.2,5706485877,56,Center,5706485885,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021215,516,1,2,55,58,1939bnru25svvgv15k2c7tw2y,1,58.2,71.7,2025-05-05T18:23:07.959Z,2025-05-05T18:23:11Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5706486197,56,Center,5706486203,212,35.8,5706486199,140,92.3,5706486201,141,73.2,5706486207,1,,5706486195,155,,5706486205,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021269,517,50,2,56,4,1939bnru25svvgv15k2c7tw2y,1,92.6,69.2,2025-05-05T18:23:13.132Z,2025-05-05T19:17:19Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5706486443,56,Center,5706486497,233,549,5706486445,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021251,549,7,2,56,4,33hzf6j2rd9r50g2n4agsytkd,1,7.4,30.8,2025-05-05T18:23:13.133Z,2025-05-05T19:17:19Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706486367,56,Back,5706486463,233,517,5706486371,285,,5706486363,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021283,518,6,2,56,5,1939bnru25svvgv15k2c7tw2y,1,92.4,68.6,2025-05-05T18:23:14.045Z,2025-05-05T19:18:40Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5706486555,73,,5706486571,233,550,5706486553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021263,550,6,2,56,5,33hzf6j2rd9r50g2n4agsytkd,0,7.6,31.4,2025-05-05T18:23:14.045Z,2025-05-05T18:23:19Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706486449,73,,5706486619,233,518,5706486447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021653,519,1,2,56,35,1939bnru25svvgv15k2c7tw2y,0,99.5,99.5,2025-05-05T18:23:44.967Z,2025-05-05T18:38:39Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706488625,223,,5706488635,213,4.64,5706488619,2,,5706488623,155,,5706488633,212,49.4,5706488621,6,,5706488637,1,,5706488631,141,27.1,5706488629,140,95.9,5706488627,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2811021631,551,12,2,56,36,33hzf6j2rd9r50g2n4agsytkd,1,3.3,66.7,2025-05-05T18:23:44.997Z,2025-05-05T18:26:50Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706488473,140,5.8,5706488479,213,1.23,5706488477,212,7.8,5706488471,56,Back,5706488519,15,,5706488475,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021671,520,1,2,56,37,1939bnru25svvgv15k2c7tw2y,1,96.2,25.9,2025-05-05T18:23:46.575Z,2025-05-05T19:16:28Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,1.0,,5706488729,56,Center,5706488731,140,93.8,5706488727,155,,5706679007,154,,5706488737,213,1.68,5706488733,141,59.1,5706488735,212,22.7,5706679005,210,15,5706488725,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022305,523,44,2,56,38,1939bnru25svvgv15k2c7tw2y,1,94.3,59.3,2025-05-05T18:23:47.280Z,2025-05-05T18:26:51Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5706494245,233,552,5706494237,286,,5706494235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021695,552,44,2,56,38,33hzf6j2rd9r50g2n4agsytkd,0,5.7,40.7,2025-05-05T18:23:47.281Z,2025-05-05T18:26:52Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706488863,56,Back,5706494261,233,523,5706488865,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022291,522,15,2,56,38,1939bnru25svvgv15k2c7tw2y,1,95.7,62.0,2025-05-05T18:23:47.647Z,2025-05-05T19:16:29Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5706495469,146,97.1,5706495475,231,51.8,5706679029,55,520,5706495471,147,59.9,5706495473,230,99.8,5706495501,233,553,5706494939,15,,5706679025,29,,5706494945,328,,5706494937,25,,5706494437,56,Center,5706494947,82,,5706494941,61,5706495463,103,5706495467,100,,5706495461,102,50.4,,18.1,5706495459,78,5706679027,154,
2811021707,553,10,2,56,38,33hzf6j2rd9r50g2n4agsytkd,1,3.6,39.7,2025-05-05T18:23:47.747Z,2025-05-05T18:26:54Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706488911,56,Back,5706488909,94,,5706495511,233,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811021729,521,16,2,56,40,1939bnru25svvgv15k2c7tw2y,1,95.1,52.8,2025-05-05T18:23:49.023Z,2025-05-05T18:27:23Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5706501099,282,1939bnru25svvgv15k2c7tw2y,5706490623,72,,5706490621,25,,5706489045,16,,5706490627,374,2025-05-05 19:23:48.694,5706492085,458,,5706501085,79,,5706492081,102,49.2,5706492087,230,98.8,5706501101,472,522,5706492083,103,20.9,5706490631,375,56:39.700,5706489047,56,5706501095,280,5706501097,281,1vr7p76nx255ikv7w00s6gnsa,5706501091,108,,Center,BLOCKED_SHOT,5706501093,328,5706492091,231,49.6
2811022755,525,18,2,57,55,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-05T18:25:04.266Z,2025-05-05T18:30:14Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5706494759,44,Forward,5706494757,42,,5706494761,59,25,5706511667,189,,5706494793,55,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022761,526,19,2,57,55,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-05T18:25:04.267Z,2025-05-05T18:31:14Z,5kgu7z697mnyizf6pbaf5j5zo,L. Richtnér,,,5706494775,145,10,5706494781,55,525,5706495221,293,2,5706511361,189,,5706494771,42,,5706494777,59,26,5706494779,44,Forward,5706515653,292,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022901,560,18,2,57,56,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-05T18:25:05.788Z,2025-05-05T18:30:12Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706495695,42,,5706495699,59,24,5706495747,55,561,5706495697,44,Defender,5706511589,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022903,561,19,2,57,56,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-05T18:25:05.789Z,2025-05-05T19:14:36Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5706495723,55,560,5706498449,293,4,5706511791,189,,5706495709,42,,5706672887,292,6,5706495715,59,7,5706495713,145,6,5706495719,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811023007,562,18,2,57,57,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-05T18:25:06.270Z,2025-05-05T18:30:07Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5706496387,55,563,5706496319,44,Midfielder,5706496317,42,,5706496321,59,10,5706511239,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811023015,563,19,2,57,57,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-05T18:25:06.271Z,2025-05-05T18:30:18Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5706496355,145,11,5706496369,55,562,5706511915,189,,5706496363,293,1,5706496365,44,Midfielder,5706496351,42,,5706496359,292,6,5706496357,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022589,554,1,2,57,59,33hzf6j2rd9r50g2n4agsytkd,1,50.1,50.1,2025-05-05T18:25:08.494Z,2025-05-05T18:25:12Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5706493793,56,Back,5706493803,279,G,5706493799,212,16.9,5706493797,141,36.6,5706493801,213,3.72,5706493795,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022607,555,1,2,58,3,33hzf6j2rd9r50g2n4agsytkd,1,30.5,44.4,2025-05-05T18:25:12.141Z,2025-05-05T18:37:22Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5706493901,213,3.99,5706493893,56,Back,5706493897,141,36.2,5706493899,212,7.4,5706493895,140,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811031221,693,1,2,58,4,33hzf6j2rd9r50g2n4agsytkd,1,35.9,34.8,2025-05-05T18:25:13.705Z,2025-05-05T18:37:55Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706543085,212,16.8,5706543079,56,Back,5706543081,140,35.6,5706543087,213,1.59,5706543083,141,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022615,556,1,2,58,5,33hzf6j2rd9r50g2n4agsytkd,1,36.6,53.6,2025-05-05T18:25:14.749Z,2025-05-05T18:38:01Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706493953,56,Center,5706493957,141,71.4,5706493959,212,22.4,5706493961,213,0.57,5706493955,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022623,557,1,2,58,6,33hzf6j2rd9r50g2n4agsytkd,0,55.0,71.8,2025-05-05T18:25:15.661Z,2025-05-05T18:25:17Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706493995,56,Center,5706494059,236,,5706494065,286,,5706493997,140,59.6,5706493999,141,75.6,5706494003,213,0.49,5706494061,233,524,5706494001,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022631,524,74,2,58,6,1939bnru25svvgv15k2c7tw2y,1,46.8,21.5,2025-05-05T18:25:15.662Z,2025-05-05T19:17:28Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706494033,285,,5706494071,233,557,5706494031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022627,558,61,2,58,9,33hzf6j2rd9r50g2n4agsytkd,0,55.0,73.6,2025-05-05T18:25:18.038Z,2025-05-05T18:38:10Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706494025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022827,528,56,2,58,10,1939bnru25svvgv15k2c7tw2y,1,30.8,3.3,2025-05-05T18:25:19.439Z,2025-05-05T18:38:34Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706545513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022775,527,5,2,58,10,1939bnru25svvgv15k2c7tw2y,1,37.0,-2.0,2025-05-05T18:25:19.504Z,2025-05-05T18:38:12Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5706494915,56,Back,5706494917,347,,5706497831,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811022663,559,5,2,58,10,33hzf6j2rd9r50g2n4agsytkd,0,63.0,102.0,2025-05-05T18:25:19.504Z,2025-05-05T19:17:45Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706494203,347,,5706497835,233,527,5706494201,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
