id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2814200555,376,27,1,42,53,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T17:53:21.385Z,2025-05-12T17:53:25Z,,,,,5724036401,233,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200511,376,27,1,42,53,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T17:53:21.385Z,2025-05-12T17:53:37Z,,,,,5724036577,233,376,5724036983,40,,5724036981,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200531,377,28,1,42,55,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T17:53:23.608Z,2025-05-12T17:56:55Z,,,,,5724036301,55,376,5724046627,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200599,377,28,1,42,55,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T17:53:23.608Z,2025-05-12T17:56:54Z,,,,,5724046611,233,377,5724036611,55,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200661,379,1,1,43,4,evf5hhqgnjhwjsth1m6pawxdp,1,31.6,14.4,2025-05-12T17:53:32.555Z,2025-05-12T17:53:34Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724036835,56,Back,5724036841,212,31.6,5724036843,213,2.20,5724036839,141,51.9,5724036837,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200673,380,1,1,43,6,evf5hhqgnjhwjsth1m6pawxdp,1,13.9,53.7,2025-05-12T17:53:34.683Z,2025-05-12T17:53:36Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724036905,56,Back,5724036911,212,17.1,5724036913,213,0.90,5724036909,141,73.5,5724036907,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200693,381,1,1,43,8,evf5hhqgnjhwjsth1m6pawxdp,1,24.6,69.9,2025-05-12T17:53:36.028Z,2025-05-12T17:53:38Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724037043,213,3.85,5724037041,212,18.6,5724037035,56,Back,5724037039,141,52.2,5724037037,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200727,382,1,1,43,10,evf5hhqgnjhwjsth1m6pawxdp,1,11.6,54.3,2025-05-12T17:53:38.508Z,2025-05-12T17:53:42Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724037233,56,Back,5724037237,141,83.8,5724037241,213,0.71,5724037235,140,34.0,5724037239,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200791,383,1,1,43,14,evf5hhqgnjhwjsth1m6pawxdp,1,35.6,86.8,2025-05-12T17:53:42.051Z,2025-05-12T17:53:50Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724037609,56,Back,5724037617,213,0.66,5724037613,141,96.2,5724037611,140,43.4,5724037615,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200751,379,83,1,43,17,czkf5t3ai00ghwbga03i5aqxw,0,48.8,8.5,2025-05-12T17:53:45.704Z,2025-05-12T17:53:52Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724037797,399,d9ta7wtarys9urr5lzoxqv3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200797,384,50,1,43,21,evf5hhqgnjhwjsth1m6pawxdp,1,45.6,93.6,2025-05-12T17:53:48.879Z,2025-05-12T19:06:19Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724037625,56,Back,5724037747,233,380,5724037627,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200787,380,7,1,43,21,czkf5t3ai00ghwbga03i5aqxw,0,54.4,6.4,2025-05-12T17:53:48.880Z,2025-05-12T19:06:19Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724037585,285,,5724037723,233,384,5724037583,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200827,385,61,1,43,22,evf5hhqgnjhwjsth1m6pawxdp,1,42.0,94.8,2025-05-12T17:53:50.784Z,2025-05-12T17:54:45Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724037775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200829,382,83,1,43,23,czkf5t3ai00ghwbga03i5aqxw,0,43.9,13.1,2025-05-12T17:53:51.360Z,2025-05-12T17:55:16Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724041821,399,d9ta7wtarys9urr5lzoxqv3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200943,386,4,1,43,34,evf5hhqgnjhwjsth1m6pawxdp,1,38.7,95.4,2025-05-12T17:54:01.879Z,2025-05-12T17:54:06Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724038537,152,,5724038533,13,,5724038549,233,383,5724038539,265,,5724038535,56,Back,5724038541,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814200937,383,4,1,43,34,czkf5t3ai00ghwbga03i5aqxw,0,61.3,4.6,2025-05-12T17:54:01.880Z,2025-05-12T17:54:06Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724038425,265,,5724038419,13,,5724038567,233,386,5724038427,285,,5724038423,152,,5724038421,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201069,387,1,1,43,48,evf5hhqgnjhwjsth1m6pawxdp,1,39.8,95.0,2025-05-12T17:54:16.083Z,2025-05-12T17:54:32Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724039075,140,40.4,5724039081,213,4.83,5724039071,152,,5724039069,5,,5724039073,56,Back,5724039077,141,87.1,5724039079,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201081,388,1,1,43,50,evf5hhqgnjhwjsth1m6pawxdp,1,39.4,85.4,2025-05-12T17:54:18.148Z,2025-05-12T17:54:19Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724039163,212,14.1,5724039161,141,87.1,5724039159,140,26.0,5724039165,213,3.06,5724039157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201119,389,1,1,43,51,evf5hhqgnjhwjsth1m6pawxdp,1,24.7,84.1,2025-05-12T17:54:19.260Z,2025-05-12T17:54:25Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724039445,56,Back,5724039447,140,12.1,5724039449,141,65.2,5724039453,213,3.91,5724039451,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201151,390,1,1,43,57,evf5hhqgnjhwjsth1m6pawxdp,1,21.7,64.3,2025-05-12T17:54:25.190Z,2025-05-12T17:54:29Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724039595,157,,5724039597,56,Center,5724039599,140,73.4,5724039607,1,,5724039603,212,54.4,5724039601,141,69.4,5724039605,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201153,391,44,1,44,1,evf5hhqgnjhwjsth1m6pawxdp,1,73.1,72.1,2025-05-12T17:54:29.179Z,2025-05-12T17:55:54Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724039751,233,384,5724039631,286,,5724039629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201171,384,44,1,44,1,czkf5t3ai00ghwbga03i5aqxw,0,26.8,28.8,2025-05-12T17:54:29.180Z,2025-05-12T17:55:52Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724039721,285,,5724039719,56,Back,5724039775,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201159,392,1,1,44,1,evf5hhqgnjhwjsth1m6pawxdp,0,73.4,69.4,2025-05-12T17:54:29.796Z,2025-05-12T17:54:30Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724039679,141,79.4,5724039683,213,0.82,5724039681,212,9.3,5724039675,56,Left,5724039673,168,,5724039677,140,79.5,5724039671,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201231,385,12,1,44,5,czkf5t3ai00ghwbga03i5aqxw,1,22.1,10.4,2025-05-12T17:54:33.615Z,2025-05-12T17:54:41Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724040215,212,6.0,5724040205,56,Back,5724040217,213,6.18,5724040209,140,27.8,5724040213,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201235,393,1,1,44,11,evf5hhqgnjhwjsth1m6pawxdp,1,79.7,90.5,2025-05-12T17:54:39.108Z,2025-05-12T17:54:42Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724040239,212,3.5,5724040237,141,93.9,5724040233,56,Left,5724040235,140,82.2,5724040241,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201243,394,3,1,44,13,evf5hhqgnjhwjsth1m6pawxdp,0,85.6,87.1,2025-05-12T17:54:41.639Z,2025-05-12T19:06:20Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724040265,56,Left,5724040267,286,,5724040373,233,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201255,386,7,1,44,13,czkf5t3ai00ghwbga03i5aqxw,1,14.4,12.9,2025-05-12T17:54:41.640Z,2025-05-12T19:06:19Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724040369,233,394,5724040355,56,Back,5724040357,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201265,387,1,1,44,16,czkf5t3ai00ghwbga03i5aqxw,0,5.0,16.8,2025-05-12T17:54:44.240Z,2025-05-12T17:54:46Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724040383,56,Back,5724040399,233,395,5724040387,141,15.5,5724040403,286,,5724040385,140,6.7,5724040389,212,2.0,5724040397,236,,5724040391,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201261,395,74,1,44,16,evf5hhqgnjhwjsth1m6pawxdp,1,92.2,90.3,2025-05-12T17:54:44.241Z,2025-05-12T17:54:46Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724040377,56,Left,5724040407,233,387,5724040379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201275,396,1,1,44,18,evf5hhqgnjhwjsth1m6pawxdp,1,92.5,89.9,2025-05-12T17:54:45.980Z,2025-05-12T17:54:47Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724040441,212,5.3,5724040443,213,2.79,5724040435,56,Left,5724040439,141,92.6,5724040437,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201289,397,1,1,44,19,evf5hhqgnjhwjsth1m6pawxdp,1,87.7,92.6,2025-05-12T17:54:47.100Z,2025-05-12T17:54:48Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724040537,212,7.5,5724040531,141,81.7,5724040541,213,4.59,5724040521,56,Left,5724040527,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201313,398,1,1,44,20,evf5hhqgnjhwjsth1m6pawxdp,1,86.7,81.7,2025-05-12T17:54:48.268Z,2025-05-12T18:03:54Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,1.0,5724040657,141,84.5,5724040653,56,Left,5724041353,210,15,5724040655,140,91.3,5724040661,213,0.38,5724040659,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201305,388,45,1,44,21,czkf5t3ai00ghwbga03i5aqxw,0,9.3,22.6,2025-05-12T17:54:49.616Z,2025-05-12T17:54:53Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724040607,285,,5724040763,233,399,5724040605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201323,399,3,1,44,21,evf5hhqgnjhwjsth1m6pawxdp,1,88.7,79.0,2025-05-12T17:54:49.616Z,2025-05-12T17:54:54Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724040719,286,,5724040759,233,388,5724040717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201327,400,15,1,44,23,evf5hhqgnjhwjsth1m6pawxdp,1,92.2,67.5,2025-05-12T17:54:51.564Z,2025-05-12T18:03:54Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724041403,103,3.2,5724041401,102,54.2,5724040733,64,,5724040731,22,,5724041397,55,398,5724040735,56,Center,5724041405,215,,5724041407,146,98.4,5724040989,20,,5724041409,147,55.2,5724041445,233,389,5724041391,76,,5724041393,29,,,,,,,,,,,,
2814201317,389,10,1,44,23,czkf5t3ai00ghwbga03i5aqxw,1,2.7,44.5,2025-05-12T17:54:51.664Z,2025-05-12T17:55:07Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724040689,182,,5724040691,56,Back,5724040753,179,,5724041451,233,400,5724040685,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201333,390,6,1,44,26,czkf5t3ai00ghwbga03i5aqxw,0,2.6,31.0,2025-05-12T17:54:54.091Z,2025-05-12T17:56:43Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724040781,56,Back,5724040783,73,,5724040881,233,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201341,401,6,1,44,26,evf5hhqgnjhwjsth1m6pawxdp,1,97.4,69.0,2025-05-12T17:54:54.091Z,2025-05-12T17:55:00Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724040835,73,,5724040847,233,390,5724040833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201551,402,1,1,44,51,evf5hhqgnjhwjsth1m6pawxdp,0,99.5,99.8,2025-05-12T17:55:19.494Z,2025-05-12T17:55:27Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724042099,6,,5724042101,155,,5724042103,223,,5724042097,2,,5724042111,212,29.2,5724042113,213,4.51,5724042105,56,Center,5724042389,233,391,5724042107,140,93.8,5724042109,141,57.8,,,,,,,,,,,,,,,,,,,,
2814201609,391,41,1,44,54,czkf5t3ai00ghwbga03i5aqxw,1,3.7,47.0,2025-05-12T17:55:22.679Z,2025-05-12T17:55:28Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724042355,212,11.0,5724042427,233,402,5724042351,140,13.9,5724042357,213,6.06,5724042353,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201645,393,45,1,44,58,czkf5t3ai00ghwbga03i5aqxw,0,26.6,38.8,2025-05-12T17:55:26.387Z,2025-05-12T17:55:30Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724042607,233,403,5724042571,285,,5724042569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201641,403,3,1,44,58,evf5hhqgnjhwjsth1m6pawxdp,1,75.3,62.8,2025-05-12T17:55:26.387Z,2025-05-12T17:55:30Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724042595,233,393,5724042561,56,Center,5724042563,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201617,392,12,1,44,59,czkf5t3ai00ghwbga03i5aqxw,1,13.9,43.4,2025-05-12T17:55:27.175Z,2025-05-12T17:55:29Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5724042419,141,35.7,5724042423,213,5.77,5724042421,212,10.7,5724042417,140,22.8,5724042413,56,Back,5724042445,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201839,407,70,1,45,0,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T17:55:28.519Z,2025-05-12T17:55:51Z,,,,,5724043645,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201653,404,1,1,45,1,evf5hhqgnjhwjsth1m6pawxdp,0,85.3,76.5,2025-05-12T17:55:29.732Z,2025-05-12T17:56:22Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724042639,56,Center,5724042645,212,5.0,5724042635,2,,5724042641,140,87.5,5724042647,213,5.19,5724042643,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202195,402,61,1,45,2,czkf5t3ai00ghwbga03i5aqxw,1,10.1,30.9,2025-05-12T17:55:30.014Z,2025-05-12T17:56:41Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724046083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201661,394,12,1,45,3,czkf5t3ai00ghwbga03i5aqxw,1,13.5,35.4,2025-05-12T17:55:31.368Z,2025-05-12T17:56:21Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724042703,140,31.1,5724042707,212,21.4,5724042701,56,Back,5724042705,141,19.5,5724042709,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201699,405,1,1,45,6,evf5hhqgnjhwjsth1m6pawxdp,0,75.5,73.6,2025-05-12T17:55:34.700Z,2025-05-12T17:55:35Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724042957,213,5.53,5724042951,140,100.0,5724042953,141,36.7,5724042949,56,Center,5724042955,212,36.7,5724042947,155,,5724042959,1,,5724042945,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201705,395,5,1,45,7,czkf5t3ai00ghwbga03i5aqxw,1,-1.0,66.1,2025-05-12T17:55:35.654Z,2025-05-12T17:56:54Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724043361,233,406,5724042973,346,,5724042971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814201779,406,5,1,45,7,evf5hhqgnjhwjsth1m6pawxdp,0,101.0,33.9,2025-05-12T17:55:35.654Z,2025-05-12T17:56:54Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724043335,346,,5724043387,233,395,5724043333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202093,396,1,1,45,49,czkf5t3ai00ghwbga03i5aqxw,1,3.4,56.4,2025-05-12T17:56:16.895Z,2025-05-12T17:56:53Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724045029,141,64.0,5724045021,56,Center,5724045041,74,,5724045019,124,,5724045035,1,,5724045031,212,55.8,5724045033,213,0.09,5724045025,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202103,397,44,1,45,53,czkf5t3ai00ghwbga03i5aqxw,1,57.1,71.0,2025-05-12T17:56:20.951Z,2025-05-12T17:56:22Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724045079,56,Center,5724045125,233,408,5724045081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202105,408,44,1,45,53,evf5hhqgnjhwjsth1m6pawxdp,0,43.0,28.2,2025-05-12T17:56:20.952Z,2025-05-12T17:56:22Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724045133,233,397,5724045091,56,Back,5724045093,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202109,398,1,1,45,53,czkf5t3ai00ghwbga03i5aqxw,0,56.9,73.3,2025-05-12T17:56:21.007Z,2025-05-12T17:56:21Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724045119,213,0.35,5724045109,168,,5724045115,141,79.4,5724045107,3,,5724045113,140,67.6,5724045117,212,12.0,5724045111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202143,409,1,1,45,54,evf5hhqgnjhwjsth1m6pawxdp,0,31.6,23.7,2025-05-12T17:56:22.244Z,2025-05-12T17:57:54Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724045305,212,8.2,5724045307,213,0.50,5724045297,3,,5724045303,141,29.5,5724045301,140,38.5,5724045299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202125,399,44,1,45,55,czkf5t3ai00ghwbga03i5aqxw,1,59.8,71.8,2025-05-12T17:56:22.983Z,2025-05-12T17:56:28Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724045197,286,,5724045195,56,Center,5724045393,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202159,410,44,1,45,55,evf5hhqgnjhwjsth1m6pawxdp,0,42.0,27.0,2025-05-12T17:56:22.984Z,2025-05-12T17:56:27Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724045437,233,399,5724045369,56,Back,5724045371,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202141,400,1,1,45,55,czkf5t3ai00ghwbga03i5aqxw,0,54.3,74.8,2025-05-12T17:56:23.519Z,2025-05-12T17:58:29Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724045287,56,Center,5724050409,141,75.4,5724050403,3,,5724050407,140,57.8,5724050413,213,0.11,5724050411,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202173,411,61,1,45,56,evf5hhqgnjhwjsth1m6pawxdp,1,38.5,29.5,2025-05-12T17:56:24.175Z,2025-05-12T17:58:19Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724045423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202181,401,1,1,45,57,czkf5t3ai00ghwbga03i5aqxw,0,54.7,79.4,2025-05-12T17:56:25.543Z,2025-05-12T17:56:28Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724045457,213,5.78,5724045453,141,69.3,5724045451,140,66.7,5724045455,212,14.4,5724045449,56,Center,5724045447,157,,5724045459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202255,403,30,1,46,6,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T17:56:34.510Z,2025-05-12T17:56:35Z,,,,,5724045821,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814202243,412,30,1,46,6,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T17:56:34.510Z,2025-05-12T17:56:34Z,,,,,5724045789,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209305,404,18,2,45,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:11:44.075Z,2025-05-12T18:11:44Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724086659,55,405,5724086611,42,,5724086615,44,Forward,5724086619,59,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209307,405,19,2,45,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:11:44.076Z,2025-05-12T18:11:45Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724086625,42,,5724086645,293,1,5724086633,145,11,5724086637,59,7,5724086647,44,Forward,5724086641,292,8,5724086649,55,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209385,406,32,2,45,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:11:54.403Z,2025-05-12T18:11:54Z,,,,,5724087031,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209391,414,32,2,45,0,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:11:54.403Z,2025-05-12T18:11:57Z,,,,,5724087075,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209399,415,1,2,45,0,evf5hhqgnjhwjsth1m6pawxdp,1,50.1,50.0,2025-05-12T18:11:54.513Z,2025-05-12T18:11:57Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724087101,140,35.6,5724087103,141,53.9,5724087107,213,2.97,5724087105,212,15.5,5724087099,56,Back,5724087109,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209443,416,1,2,45,2,evf5hhqgnjhwjsth1m6pawxdp,1,36.5,56.7,2025-05-12T18:11:56.991Z,2025-05-12T18:11:59Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724087363,140,35.7,5724087367,212,17.8,5724087365,141,82.9,5724087359,56,Back,5724087369,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209467,417,1,2,45,4,evf5hhqgnjhwjsth1m6pawxdp,1,35.8,80.6,2025-05-12T18:11:59.047Z,2025-05-12T18:12:01Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724087533,213,3.49,5724087525,140,23.2,5724087523,56,Back,5724087527,141,73.6,5724087529,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209535,418,1,2,45,6,evf5hhqgnjhwjsth1m6pawxdp,1,25.1,69.9,2025-05-12T18:12:01.206Z,2025-05-12T18:12:06Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724087953,141,55.5,5724087957,213,3.77,5724087951,140,12.2,5724087955,212,16.7,5724087949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209553,419,1,2,45,11,evf5hhqgnjhwjsth1m6pawxdp,1,13.9,57.5,2025-05-12T18:12:05.959Z,2025-05-12T18:12:08Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724088057,140,20.6,5724088063,213,5.05,5724088061,212,21.5,5724088055,56,Back,5724088059,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
