id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2813508401,425,1,2,50,33,5mbo4f0vps12dr0fcvjn3wyp5,1,11.1,46.4,2025-05-11T13:11:26.215Z,2025-05-11T13:11:31Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5720233439,140,64.9,5720233443,212,63.8,5720233441,141,2.9,5720233445,213,5.80,5720233435,157,,5720233447,1,,5720233437,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508419,426,44,2,50,37,5mbo4f0vps12dr0fcvjn3wyp5,1,62.8,5.6,2025-05-11T13:11:30.835Z,2025-05-11T13:11:34Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5720233517,286,,5720233555,233,511,5720233515,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508409,511,44,2,50,37,spvvjmk37iid7hsky9g3nce7,0,37.2,94.4,2025-05-11T13:11:30.836Z,2025-05-11T13:11:35Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5720233477,56,Back,5720233595,233,426,5720233479,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508497,427,1,2,50,38,5mbo4f0vps12dr0fcvjn3wyp5,0,64.9,2.9,2025-05-11T13:11:31.399Z,2025-05-11T13:11:35Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5720233925,56,Center,5720233927,140,64.2,5720233931,212,17.7,5720233929,141,28.9,5720233933,213,1.61,5720233923,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508475,513,1,2,50,39,spvvjmk37iid7hsky9g3nce7,1,40.5,62.7,2025-05-11T13:11:32.644Z,2025-05-11T13:11:34Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5720233815,141,51.0,5720233817,212,13.6,5720233819,213,3.77,5720233811,56,Back,5720233813,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508519,514,1,2,50,41,spvvjmk37iid7hsky9g3nce7,1,29.6,51.0,2025-05-11T13:11:34.166Z,2025-05-11T13:11:35Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5720234021,140,11.9,5720234023,141,47.5,5720234029,213,3.27,5720234025,212,18.7,5720234019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508557,515,1,2,50,42,spvvjmk37iid7hsky9g3nce7,1,11.9,47.5,2025-05-11T13:11:35.524Z,2025-05-11T13:11:37Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5720234215,212,18.1,5720234219,213,1.33,5720234209,140,16.0,5720234207,56,Back,5720234213,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508619,516,1,2,50,44,spvvjmk37iid7hsky9g3nce7,1,15.6,74.7,2025-05-11T13:11:37.621Z,2025-05-11T13:11:40Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5720234585,213,6.26,5720234581,141,74.4,5720234583,212,11.0,5720234579,140,26.1,5720234571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508707,517,1,2,50,47,spvvjmk37iid7hsky9g3nce7,1,25.1,70.2,2025-05-11T13:11:40.741Z,2025-05-11T13:11:45Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5720235083,141,58.2,5720235079,56,Back,5720235087,213,5.15,5720235081,140,28.7,5720235085,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508797,518,1,2,50,52,spvvjmk37iid7hsky9g3nce7,1,43.6,52.7,2025-05-11T13:11:45.188Z,2025-05-11T13:11:48Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5720235599,213,4.77,5720235591,56,Back,5720235593,140,44.5,5720235595,141,27.4,5720235597,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508849,519,1,2,50,55,spvvjmk37iid7hsky9g3nce7,1,44.1,22.4,2025-05-11T13:11:48.709Z,2025-05-11T13:11:51Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5720235857,212,16.0,5720235849,140,55.5,5720235847,56,Right,5720235859,213,5.55,5720235853,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508905,520,1,2,50,57,spvvjmk37iid7hsky9g3nce7,1,55.1,7.3,2025-05-11T13:11:50.917Z,2025-05-11T13:11:53Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5720236137,212,18.7,5720236135,141,31.0,5720236131,56,Back,5720236133,140,46.0,5720236139,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813508989,521,1,2,51,0,spvvjmk37iid7hsky9g3nce7,1,45.9,30.3,2025-05-11T13:11:53.157Z,2025-05-11T13:11:56Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5720236561,212,13.4,5720236555,56,Back,5720236563,213,1.67,5720236557,140,44.6,5720236559,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509065,522,1,2,51,3,spvvjmk37iid7hsky9g3nce7,1,44.7,50.6,2025-05-11T13:11:56.436Z,2025-05-11T13:11:59Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5720237019,212,17.0,5720237015,140,57.1,5720237021,213,0.70,5720237013,56,Center,5720237017,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509105,523,1,2,51,6,spvvjmk37iid7hsky9g3nce7,1,59.1,68.5,2025-05-11T13:11:59.767Z,2025-05-11T13:12:01Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5720237213,141,58.5,5720237209,140,69.2,5720237219,213,5.71,5720237205,56,Center,5720237215,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509145,524,1,2,51,8,spvvjmk37iid7hsky9g3nce7,1,67.6,55.7,2025-05-11T13:12:01.653Z,2025-05-11T13:12:04Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5720237399,212,14.2,5720237393,56,Center,5720237455,156,,5720237395,140,59.6,5720237401,213,4.08,5720237397,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509279,525,1,2,51,11,spvvjmk37iid7hsky9g3nce7,1,57.6,37.6,2025-05-11T13:12:04.357Z,2025-05-11T13:12:09Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5720238105,56,Center,5720238115,212,17.3,5720238117,213,1.29,5720238109,140,62.2,5720238113,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509375,526,1,2,51,15,spvvjmk37iid7hsky9g3nce7,1,65.7,58.1,2025-05-11T13:12:08.901Z,2025-05-11T13:12:13Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5720238647,56,Center,5720238655,213,1.45,5720238651,141,77.3,5720238649,140,67.2,5720238653,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509457,527,1,2,51,20,spvvjmk37iid7hsky9g3nce7,1,69.0,75.1,2025-05-11T13:12:13.396Z,2025-05-11T13:12:16Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5720239017,141,64.2,5720239013,56,Center,5720239023,213,3.56,5720239015,140,53.2,5720239019,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509501,528,1,2,51,23,spvvjmk37iid7hsky9g3nce7,1,54.1,68.4,2025-05-11T13:12:16.533Z,2025-05-11T13:12:19Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5720239259,141,86.8,5720239257,140,57.5,5720239261,212,13.0,5720239255,56,Left,5720239263,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509591,529,1,2,51,25,spvvjmk37iid7hsky9g3nce7,1,57.2,86.8,2025-05-11T13:12:18.852Z,2025-05-11T13:12:23Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5720239753,213,6.01,5720239749,141,83.5,5720239751,212,8.4,5720239743,56,Left,5720239747,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509611,530,1,2,51,30,spvvjmk37iid7hsky9g3nce7,1,69.0,91.1,2025-05-11T13:12:23.477Z,2025-05-11T13:19:28Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5720239875,213,2.17,5720239871,141,95.4,5720239869,140,67.1,5720239865,56,Left,5720239873,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509635,531,1,2,51,31,spvvjmk37iid7hsky9g3nce7,1,67.0,95.3,2025-05-11T13:12:24.421Z,2025-05-11T13:19:30Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5720239983,213,4.99,5720239979,141,86.2,5720239981,212,6.4,5720239975,56,Left,5720239977,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509687,532,1,2,51,32,spvvjmk37iid7hsky9g3nce7,1,68.0,87.7,2025-05-11T13:12:25.125Z,2025-05-11T13:18:12Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5720240239,56,Left,5720240245,212,29.7,5720240243,141,80.8,5720240247,213,6.12,5720240241,140,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509693,533,1,2,51,34,spvvjmk37iid7hsky9g3nce7,1,95.9,79.3,2025-05-11T13:12:27.590Z,2025-05-11T13:21:34Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5720240277,56,Center,5720240285,213,4.47,5720240273,2,,5720240281,141,56.9,5720240279,140,92.3,5720240283,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509755,534,1,2,51,36,spvvjmk37iid7hsky9g3nce7,1,91.7,54.6,2025-05-11T13:12:29.412Z,2025-05-11T13:17:25Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,1.0,,5720240579,212,4.1,5720240583,213,1.83,5720240567,56,Center,5720272873,154,,5720240571,140,90.7,5720272871,210,15,5720240575,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509761,535,15,2,51,38,spvvjmk37iid7hsky9g3nce7,1,89.4,58.6,2025-05-11T13:12:31.158Z,2025-05-11T13:17:26Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5720272895,29,,5720272905,102,49.1,5720273005,233,428,5720272921,147,55.2,5720240621,17,,5720272925,230,99.1,5720270689,82,,5720272901,55,534,5720272891,78,,5720270685,20,5720272917,146,93.2,5720240619,22,5720272909,103,,,19,5720240623,56,Center,5720272899,154,,5720272927,231,50.9,,,,,,,,,,,
2813509751,428,10,2,51,38,5mbo4f0vps12dr0fcvjn3wyp5,1,6.8,44.8,2025-05-11T13:12:31.258Z,2025-05-11T13:17:26Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5720240559,94,,5720240561,56,Back,5720273035,233,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509801,429,3,2,51,40,5mbo4f0vps12dr0fcvjn3wyp5,1,29.7,72.9,2025-05-11T13:12:33.575Z,2025-05-11T13:42:20Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5720240949,233,536,5720240801,56,Back,5720240803,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509813,536,45,2,51,40,spvvjmk37iid7hsky9g3nce7,0,70.3,27.1,2025-05-11T13:12:33.575Z,2025-05-11T13:42:20Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5720240971,233,429,5720240843,286,,5720240841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509875,431,1,2,51,42,5mbo4f0vps12dr0fcvjn3wyp5,0,29.8,65.4,2025-05-11T13:12:35.017Z,2025-05-11T13:12:38Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5720241219,141,53.0,5720241225,1,,5720241215,56,Center,5720241223,213,6.11,5720241221,212,48.0,5720241213,155,,5720241217,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509977,538,1,2,51,48,spvvjmk37iid7hsky9g3nce7,1,25.6,44.8,2025-05-11T13:12:41.558Z,2025-05-11T13:12:43Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5720241683,155,,5720241687,140,34.8,5720241695,213,1.30,5720241691,212,35.5,5720241685,56,Back,5720241689,141,95.0,5720241701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813509991,539,1,2,51,50,spvvjmk37iid7hsky9g3nce7,0,35.0,94.7,2025-05-11T13:12:43.028Z,2025-05-11T13:12:45Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5720241763,56,Back,5720241965,233,432,5720241769,212,2.4,5720241767,141,92.0,5720241969,286,,5720241963,236,,5720241765,140,33.6,5720241771,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510009,432,74,2,51,50,5mbo4f0vps12dr0fcvjn3wyp5,1,70.3,3.8,2025-05-11T13:12:43.029Z,2025-05-11T13:12:51Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5720241905,56,Right,5720241995,233,539,5720241907,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510039,433,5,2,51,51,5mbo4f0vps12dr0fcvjn3wyp5,0,67.8,-1.7,2025-05-11T13:12:44.759Z,2025-05-11T13:18:02Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5720242061,56,Right,5720242149,233,540,5720242063,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510007,540,5,2,51,51,spvvjmk37iid7hsky9g3nce7,1,32.2,101.7,2025-05-11T13:12:44.759Z,2025-05-11T13:18:02Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5720241891,347,,5720242105,233,433,5720241889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510153,541,1,2,51,55,spvvjmk37iid7hsky9g3nce7,1,30.5,100.0,2025-05-11T13:12:48.165Z,2025-05-11T13:12:52Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5720242719,141,82.0,5720242715,56,Back,5720242723,213,3.98,5720242717,140,18.8,5720242721,212,18.3,5720242713,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510231,542,1,2,52,0,spvvjmk37iid7hsky9g3nce7,1,26.6,64.3,2025-05-11T13:12:53.141Z,2025-05-11T13:12:56Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5720243195,141,32.4,5720243197,212,22.2,5720243199,213,4.51,5720243193,140,22.3,5720243191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510313,543,1,2,52,3,spvvjmk37iid7hsky9g3nce7,1,22.2,29.7,2025-05-11T13:12:56.197Z,2025-05-11T13:13:00Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5720243593,213,5.28,5720243589,141,8.2,5720243585,56,Back,5720243591,212,17.4,5720243587,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510337,544,1,2,52,7,spvvjmk37iid7hsky9g3nce7,1,32.3,11.7,2025-05-11T13:13:00.053Z,2025-05-11T13:13:01Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5720243717,56,Back,5720243721,141,16.2,5720243727,213,2.84,5720243723,212,10.3,5720243719,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510387,545,1,2,52,8,spvvjmk37iid7hsky9g3nce7,1,22.4,17.9,2025-05-11T13:13:01.205Z,2025-05-11T13:13:04Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5720243945,212,18.9,5720243939,56,Back,5720243941,140,10.0,5720243947,213,2.33,5720243943,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510495,546,1,2,52,14,spvvjmk37iid7hsky9g3nce7,1,11.0,38.0,2025-05-11T13:13:07.989Z,2025-05-11T13:13:09Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5720244495,56,Back,5720244499,141,59.3,5720244497,140,11.6,5720244503,213,1.53,5720244501,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510561,547,1,2,52,16,spvvjmk37iid7hsky9g3nce7,1,11.7,59.4,2025-05-11T13:13:09.653Z,2025-05-11T13:13:13Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5720244879,212,11.3,5720244875,140,22.5,5720244881,213,0.02,5720244873,56,Back,5720244877,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510643,548,1,2,52,20,spvvjmk37iid7hsky9g3nce7,1,23.2,53.6,2025-05-11T13:13:13.301Z,2025-05-11T13:13:17Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5720245299,141,44.2,5720245301,212,6.5,5720245303,213,4.50,5720245295,56,Back,5720245297,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510705,549,1,2,52,24,spvvjmk37iid7hsky9g3nce7,1,24.0,41.0,2025-05-11T13:13:17.348Z,2025-05-11T13:13:20Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5720245643,56,Back,5720245649,212,14.6,5720245647,141,62.4,5720245645,140,22.5,5720245651,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510735,550,1,2,52,27,spvvjmk37iid7hsky9g3nce7,1,23.9,64.3,2025-05-11T13:13:20.726Z,2025-05-11T13:13:22Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5720245785,212,8.2,5720245787,213,0.04,5720245779,56,Back,5720245783,141,64.8,5720245781,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510751,551,1,2,52,29,spvvjmk37iid7hsky9g3nce7,1,29.5,62.3,2025-05-11T13:13:22.101Z,2025-05-11T13:13:23Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5720245935,156,,5720245877,212,22.8,5720245875,141,41.2,5720245871,56,Back,5720245873,140,12.6,5720245879,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510889,552,1,2,52,31,spvvjmk37iid7hsky9g3nce7,1,14.7,41.5,2025-05-11T13:13:24.997Z,2025-05-11T13:13:30Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5720246633,56,Back,5720246641,213,0.56,5720246637,141,60.8,5720246639,212,24.6,5720246635,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510927,553,1,2,52,37,spvvjmk37iid7hsky9g3nce7,1,36.3,66.4,2025-05-11T13:13:30.438Z,2025-05-11T13:27:37Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5720246835,140,30.6,5720246839,212,7.8,5720246833,56,Back,5720246841,213,3.83,5720246837,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510943,554,1,2,52,38,spvvjmk37iid7hsky9g3nce7,0,30.4,59.1,2025-05-11T13:13:31.974Z,2025-05-11T13:27:25Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5720246951,213,1.15,5720246945,140,38.2,5720246949,212,20.2,5720246947,141,86.3,5720246941,56,Back,5720246937,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510947,434,1,2,52,39,5mbo4f0vps12dr0fcvjn3wyp5,0,62.2,6.4,2025-05-11T13:13:32.376Z,2025-05-11T13:13:34Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5720246981,212,2.0,5720246979,141,5.0,5720246983,213,5.79,5720246971,157,,5720246975,56,Right,5720246977,140,63.9,5720246985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813510973,555,61,2,52,40,spvvjmk37iid7hsky9g3nce7,1,37.8,86.3,2025-05-11T13:13:33.775Z,2025-05-11T13:27:51Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5720247095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511073,436,1,2,52,41,5mbo4f0vps12dr0fcvjn3wyp5,1,56.9,2.3,2025-05-11T13:13:34.423Z,2025-05-11T13:13:37Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5720247625,140,42.6,5720247627,141,11.3,5720247631,213,2.75,5720247629,212,16.2,5720247623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511259,437,1,2,52,44,5mbo4f0vps12dr0fcvjn3wyp5,1,42.6,11.3,2025-05-11T13:13:37.799Z,2025-05-11T13:13:44Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5720248505,213,2.49,5720248499,140,13.9,5720248507,1,,5720248503,212,37.8,5720248497,56,Back,5720248501,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511325,438,1,2,52,51,5mbo4f0vps12dr0fcvjn3wyp5,1,14.2,43.3,2025-05-11T13:13:44.167Z,2025-05-11T13:13:47Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5720248819,140,19.4,5720248825,213,1.19,5720248821,141,63.1,5720248817,56,Back,5720248823,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511369,439,1,2,52,53,5mbo4f0vps12dr0fcvjn3wyp5,1,20.8,64.9,2025-05-11T13:13:46.999Z,2025-05-11T13:13:49Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5720248987,213,1.42,5720248977,140,23.3,5720248985,212,17.2,5720248981,141,89.9,5720248973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511419,440,1,2,52,56,5mbo4f0vps12dr0fcvjn3wyp5,0,23.3,90.2,2025-05-11T13:13:49.031Z,2025-05-11T13:13:51Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5720249229,212,22.9,5720249231,213,0.33,5720249225,140,43.9,5720249223,56,Back,5720249227,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511433,441,5,2,52,58,5mbo4f0vps12dr0fcvjn3wyp5,0,45.0,101.6,2025-05-11T13:13:51.374Z,2025-05-11T13:13:54Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5720249507,233,556,5720249281,56,Back,5720249283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511463,556,5,2,52,58,spvvjmk37iid7hsky9g3nce7,1,55.0,-1.6,2025-05-11T13:13:51.374Z,2025-05-11T13:18:02Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5720249425,347,,5720249423,56,Right,5720249449,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511877,442,18,2,53,18,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-11T13:14:12.006Z,2025-05-11T13:14:13Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5720251755,44,Midfielder,5720251753,42,,5720251757,59,43,5720251875,55,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813511885,443,19,2,53,18,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-11T13:14:12.007Z,2025-05-11T13:14:13Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5720251823,55,442,5720251817,292,9,5720251821,44,Forward,5720251815,59,11,5720251813,145,9,5720251809,42,,5720251819,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512127,557,1,2,53,31,spvvjmk37iid7hsky9g3nce7,1,52.2,0.0,2025-05-11T13:14:24.598Z,2025-05-11T13:14:27Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5720253195,213,0.36,5720253189,140,63.9,5720253187,56,Right,5720253185,107,,5720253191,141,5.0,5720253193,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512139,558,1,2,53,33,spvvjmk37iid7hsky9g3nce7,0,62.4,4.3,2025-05-11T13:14:26.493Z,2025-05-11T13:14:39Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5720253291,213,0.25,5720253285,140,63.4,5720253287,141,4.7,5720253419,233,444,5720253423,286,,5720253417,236,,5720253289,212,1.1,5720253283,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813512151,444,74,2,53,33,5mbo4f0vps12dr0fcvjn3wyp5,1,36.4,94.4,2025-05-11T13:14:26.494Z,2025-05-11T13:39:15Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5720253459,233,558,5720253327,56,Back,5720253329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
