id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value
2796131443,252,61,1,41,57,6i936isoyj6d0uuxdj537uc97,1,9.2,29.4,2025-04-05T13:42:57.573Z,2025-04-05T13:54:49Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624559275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131487,253,6,1,41,58,6i936isoyj6d0uuxdj537uc97,0,2.5,22.2,2025-04-05T13:42:58.288Z,2025-04-05T13:47:25Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624559547,233,469,5624559503,73,,5624559501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131407,469,6,1,41,58,evf5hhqgnjhwjsth1m6pawxdp,1,97.5,77.8,2025-04-05T13:42:58.288Z,2025-04-05T13:47:25Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5624559375,56,Center,5624559521,233,253,5624559377,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131881,470,1,1,42,14,evf5hhqgnjhwjsth1m6pawxdp,1,99.5,99.8,2025-04-05T13:43:14.531Z,2025-04-05T13:56:11Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,1.0,5624561471,141,51.8,5624561475,212,34.0,5624621531,210,15,5624561463,155,,5624561467,56,Center,5624561469,140,90.3,5624561459,2,,5624561465,223,,5624561477,213,4.42,5624561461,6,,5624621533,154,5624561479,1,,,,,,,,,,,,,,,,,,,,
2796131911,471,44,1,42,24,evf5hhqgnjhwjsth1m6pawxdp,1,92.5,50.8,2025-04-05T13:43:23.679Z,2025-04-05T13:57:58Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624561591,286,,5624561995,233,254,5624561585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131961,254,44,1,42,24,6i936isoyj6d0uuxdj537uc97,0,7.5,49.2,2025-04-05T13:43:23.680Z,2025-04-05T13:56:06Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624561873,285,,5624561871,56,Back,5624561935,233,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132015,473,15,1,42,24,evf5hhqgnjhwjsth1m6pawxdp,1,91.8,49.3,2025-04-05T13:43:24.268Z,2025-04-05T13:56:02Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624621565,231,50,5624621559,146,94.3,5624621093,15,,5624621561,147,50.2,5624621557,100,,5624621103,328,,5624621087,25,,5624621549,55,470,5624621563,230,98.4,5624621547,154,,5624621105,82,5624621097,17,5624562167,56,Center,5624621553,102,5624621545,29,,5624621639,233,255,5624621543,76,,52.1,,5624621555,103,19,
2796131979,255,10,1,42,24,6i936isoyj6d0uuxdj537uc97,1,5.7,49.8,2025-04-05T13:43:24.368Z,2025-04-05T13:56:02Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624561949,56,Back,5624621627,94,,5624621663,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796144051,556,61,1,42,25,evf5hhqgnjhwjsth1m6pawxdp,1,93.7,54.0,2025-04-05T13:43:24.652Z,2025-04-05T13:56:15Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624622435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132171,256,5,1,42,27,6i936isoyj6d0uuxdj537uc97,1,-1.0,39.2,2025-04-05T13:43:27.169Z,2025-04-05T13:57:55Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624562937,346,,5624562993,233,472,5624562935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131983,472,5,1,42,27,evf5hhqgnjhwjsth1m6pawxdp,0,101.0,60.8,2025-04-05T13:43:27.169Z,2025-04-05T13:43:40Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624561971,56,Center,5624563043,233,256,5624561973,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132135,474,43,1,42,36,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-05T13:43:36.192Z,2025-04-05T13:54:39Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624562785,346,0,5624562783,56,Center,5624616789,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132339,257,1,1,42,47,6i936isoyj6d0uuxdj537uc97,1,4.7,37.9,2025-04-05T13:43:46.712Z,2025-04-05T13:43:52Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,5624563929,213,6.28,5624563919,124,,5624563923,140,61.8,5624563927,212,60.0,5624563931,1,,5624563921,56,Center,5624563925,141,37.6,5624563935,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132347,258,44,1,42,52,6i936isoyj6d0uuxdj537uc97,1,70.8,42.6,2025-04-05T13:43:51.768Z,2025-04-05T13:54:46Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5624563981,56,Center,5624563983,286,,5624564093,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132365,475,44,1,42,52,evf5hhqgnjhwjsth1m6pawxdp,0,29.2,57.4,2025-04-05T13:43:51.769Z,2025-04-05T13:54:47Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624613931,233,258,5624564069,56,Back,5624564071,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132361,259,1,1,42,52,6i936isoyj6d0uuxdj537uc97,0,61.8,37.6,2025-04-05T13:43:52.520Z,2025-04-05T13:43:53Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,5624564041,140,58.7,5624564047,212,14.9,5624564039,56,Center,5624564045,141,59.0,5624564049,213,1.79,5624564037,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132587,477,1,1,43,1,evf5hhqgnjhwjsth1m6pawxdp,1,31.5,28.2,2025-04-05T13:44:01.649Z,2025-04-05T13:44:04Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624565143,212,10.1,5624565141,141,32.8,5624565145,213,2.83,5624565139,140,22.4,5624565137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132613,478,1,1,43,4,evf5hhqgnjhwjsth1m6pawxdp,1,21.8,31.3,2025-04-05T13:44:04.016Z,2025-04-05T13:44:05Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,5624565255,141,42.5,5624565249,56,Back,5624565259,213,2.67,5624565253,140,7.6,5624565257,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132627,479,1,1,43,6,evf5hhqgnjhwjsth1m6pawxdp,0,7.2,40.7,2025-04-05T13:44:05.729Z,2025-04-05T13:44:06Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,5624565309,213,5.96,5624565299,157,,5624565301,56,Back,5624565311,1,,5624565303,140,23.6,5624565307,212,18.2,5624565305,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132663,260,1,1,43,6,6i936isoyj6d0uuxdj537uc97,0,64.9,75.9,2025-04-05T13:44:06.640Z,2025-04-05T13:44:08Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624565501,141,56.4,5624565503,212,13.8,5624565505,213,5.00,5624565493,56,Center,5624565499,140,68.6,5624565489,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132699,480,8,1,43,8,evf5hhqgnjhwjsth1m6pawxdp,1,22.7,29.4,2025-04-05T13:44:08.601Z,2025-04-05T13:44:19Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624565677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132869,261,5,1,43,9,6i936isoyj6d0uuxdj537uc97,1,70.6,101.6,2025-04-05T13:44:09.313Z,2025-04-05T13:44:18Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624566359,347,,5624566357,56,Left,5624566407,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132743,481,5,1,43,9,evf5hhqgnjhwjsth1m6pawxdp,0,29.4,-1.6,2025-04-05T13:44:09.313Z,2025-04-05T13:57:56Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624565885,347,,5624566447,233,261,5624565881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133445,263,1,1,43,38,6i936isoyj6d0uuxdj537uc97,0,77.1,100.0,2025-04-05T13:44:38.552Z,2025-04-05T13:44:42Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624569371,140,89.7,5624569377,213,5.08,5624569373,141,50.0,5624569375,212,37.2,5624569367,107,,5624569379,1,,5624569369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133535,483,44,1,43,43,evf5hhqgnjhwjsth1m6pawxdp,1,9.1,44.4,2025-04-05T13:44:43.026Z,2025-04-05T13:54:47Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,5624570877,233,264,5624569795,285,,5624569793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133629,264,44,1,43,43,6i936isoyj6d0uuxdj537uc97,0,90.9,55.6,2025-04-05T13:44:43.027Z,2025-04-05T13:56:43Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624570337,56,Center,5624570915,233,483,5624570339,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133547,484,11,1,43,43,evf5hhqgnjhwjsth1m6pawxdp,1,8.6,48.1,2025-04-05T13:44:43.634Z,2025-04-05T13:56:21Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,5624569851,88,,5624569849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133613,485,1,1,43,48,evf5hhqgnjhwjsth1m6pawxdp,1,9.8,47.2,2025-04-05T13:44:48.145Z,2025-04-05T13:44:57Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,5624570233,123,,5624570309,287,,5624570241,140,21.7,5624570243,141,18.6,5624570247,213,5.28,5624570245,212,23.1,5624570239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133919,486,1,1,43,57,evf5hhqgnjhwjsth1m6pawxdp,1,28.8,36.4,2025-04-05T13:44:57.249Z,2025-04-05T13:45:03Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,5624571811,140,33.4,5624571813,141,73.2,5624571817,213,1.38,5624571815,212,25.5,5624571809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133967,487,1,1,44,3,evf5hhqgnjhwjsth1m6pawxdp,1,60.7,80.0,2025-04-05T13:45:03.073Z,2025-04-05T13:45:07Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624572035,140,62.8,5624572033,56,Left,5624572037,141,96.0,5624572041,213,1.37,5624572039,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133995,488,1,1,44,7,evf5hhqgnjhwjsth1m6pawxdp,1,62.3,92.3,2025-04-05T13:45:06.737Z,2025-04-05T13:45:09Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5624572201,212,21.7,5624572203,213,4.62,5624572197,140,60.4,5624572195,56,Center,5624572199,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134061,489,1,1,44,9,evf5hhqgnjhwjsth1m6pawxdp,1,60.3,56.4,2025-04-05T13:45:08.897Z,2025-04-05T13:45:12Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624572475,56,Center,5624572481,212,16.2,5624572479,141,34.3,5624572477,140,54.6,5624572483,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134135,490,1,1,44,12,evf5hhqgnjhwjsth1m6pawxdp,1,55.4,29.7,2025-04-05T13:45:12.080Z,2025-04-05T13:45:16Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624572929,213,5.40,5624572921,56,Right,5624572923,140,65.6,5624572927,212,16.8,5624572925,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134151,491,1,1,44,16,evf5hhqgnjhwjsth1m6pawxdp,1,65.6,10.6,2025-04-05T13:45:16.273Z,2025-04-05T13:45:17Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624573035,212,16.1,5624573033,141,25.3,5624573037,213,2.47,5624573031,140,53.6,5624573029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134255,492,1,1,44,17,evf5hhqgnjhwjsth1m6pawxdp,1,53.6,25.5,2025-04-05T13:45:17.264Z,2025-04-05T13:45:24Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624573561,213,5.34,5624573555,140,60.8,5624573557,141,10.3,5624573559,212,12.8,5624573553,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134279,493,1,1,44,24,evf5hhqgnjhwjsth1m6pawxdp,0,85.6,11.6,2025-04-05T13:45:23.857Z,2025-04-05T13:45:25Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624573665,212,2.0,5624573659,56,Right,5624573663,141,14.0,5624573667,213,0.95,5624573661,140,86.7,5624573657,155,,5624573655,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134281,265,61,1,44,25,6i936isoyj6d0uuxdj537uc97,1,13.1,89.0,2025-04-05T13:45:24.776Z,2025-04-05T13:45:25Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624573679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134379,267,1,1,44,29,6i936isoyj6d0uuxdj537uc97,0,18.2,84.2,2025-04-05T13:45:28.984Z,2025-04-05T13:45:31Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,5624574249,213,0.67,5624574243,140,26.8,5624574247,212,11.5,5624574241,56,Back,5624574245,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134401,494,8,1,44,32,evf5hhqgnjhwjsth1m6pawxdp,1,58.6,7.7,2025-04-05T13:45:31.779Z,2025-04-05T13:45:31Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,5624574325,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134583,268,5,1,44,33,6i936isoyj6d0uuxdj537uc97,1,33.8,101.8,2025-04-05T13:45:32.983Z,2025-04-05T13:45:45Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,5624575251,347,,5624575249,56,Back,5624575307,233,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134431,495,5,1,44,33,evf5hhqgnjhwjsth1m6pawxdp,0,66.2,-1.8,2025-04-05T13:45:32.983Z,2025-04-05T13:57:56Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,5624574525,56,Right,5624575339,233,268,5624574527,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134763,269,1,1,44,47,6i936isoyj6d0uuxdj537uc97,0,24.9,100.0,2025-04-05T13:45:47.504Z,2025-04-05T13:45:52Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,5624576171,140,61.8,5624576173,141,85.6,5624576177,213,6.02,5624576175,212,40.1,5624576167,107,,5624576179,1,,5624576169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134757,496,44,1,44,51,evf5hhqgnjhwjsth1m6pawxdp,1,34.4,15.6,2025-04-05T13:45:51.442Z,2025-04-05T13:54:47Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624576143,56,Back,5624576263,233,270,5624576145,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134767,270,44,1,44,51,6i936isoyj6d0uuxdj537uc97,0,65.6,84.4,2025-04-05T13:45:51.443Z,2025-04-05T13:54:48Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5624576187,56,Left,5624576189,286,,5624576283,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134797,497,1,1,44,52,evf5hhqgnjhwjsth1m6pawxdp,1,28.3,17.4,2025-04-05T13:45:51.889Z,2025-04-05T13:45:54Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624576325,56,Back,5624576327,140,36.8,5624576323,3,,5624576333,213,0.88,5624576331,212,14.0,5624576329,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134831,498,1,1,44,54,evf5hhqgnjhwjsth1m6pawxdp,1,35.9,32.2,2025-04-05T13:45:54.257Z,2025-04-05T13:53:51Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624576491,140,54.2,5624576493,141,39.8,5624576497,213,0.26,5624576489,56,Center,5624576495,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134917,500,1,1,44,57,evf5hhqgnjhwjsth1m6pawxdp,1,56.6,37.9,2025-04-05T13:45:57.297Z,2025-04-05T13:46:01Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5624576919,140,54.3,5624576925,213,1.66,5624576917,56,Center,5624576921,141,76.6,5624576923,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796134953,501,1,1,45,1,evf5hhqgnjhwjsth1m6pawxdp,1,55.4,79.4,2025-04-05T13:46:01.072Z,2025-04-05T13:46:03Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624577111,141,69.6,5624577107,56,Center,5624577117,213,5.11,5624577113,212,7.2,5624577109,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135029,502,1,1,45,5,evf5hhqgnjhwjsth1m6pawxdp,1,62.3,74.2,2025-04-05T13:46:05.521Z,2025-04-05T13:46:07Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624577481,212,4.7,5624577479,141,80.9,5624577477,140,61.1,5624577483,213,1.84,5624577475,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135069,503,1,1,45,7,evf5hhqgnjhwjsth1m6pawxdp,1,61.5,80.8,2025-04-05T13:46:07.249Z,2025-04-05T13:46:09Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624577729,213,0.76,5624577725,141,92.6,5624577721,56,Left,5624577723,140,69.6,5624577727,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135117,504,1,1,45,9,evf5hhqgnjhwjsth1m6pawxdp,1,69.6,92.6,2025-04-05T13:46:09.106Z,2025-04-05T13:46:11Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5624577969,56,Left,5624577973,141,85.4,5624577977,213,4.07,5624577971,140,66.1,5624577975,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135171,505,1,1,45,11,evf5hhqgnjhwjsth1m6pawxdp,1,65.1,84.5,2025-04-05T13:46:11.089Z,2025-04-05T13:46:14Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624578299,141,68.8,5624578293,56,Center,5624578305,213,4.07,5624578303,212,13.3,5624578295,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135141,271,70,1,45,12,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-05T13:46:11.955Z,2025-04-05T13:46:12Z,,,,5624578143,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135237,506,1,1,45,14,evf5hhqgnjhwjsth1m6pawxdp,1,57.0,63.7,2025-04-05T13:46:14.154Z,2025-04-05T13:46:17Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5624578629,141,25.8,5624578633,213,4.96,5624578621,56,Center,5624578631,212,26.6,5624578625,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135307,507,1,1,45,17,evf5hhqgnjhwjsth1m6pawxdp,1,61.3,24.7,2025-04-05T13:46:17.265Z,2025-04-05T13:46:20Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624578997,56,Right,5624579009,212,9.6,5624579001,140,67.4,5624579011,213,5.44,5624579005,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135373,508,1,1,45,20,evf5hhqgnjhwjsth1m6pawxdp,1,66.7,14.9,2025-04-05T13:46:20.146Z,2025-04-05T13:46:22Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5624579269,140,60.2,5624579275,213,1.98,5624579267,56,Center,5624579271,141,38.2,5624579273,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135433,509,1,1,45,23,evf5hhqgnjhwjsth1m6pawxdp,1,60.2,38.2,2025-04-05T13:46:22.738Z,2025-04-05T13:46:26Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624579595,155,,5624579605,213,1.12,5624579597,56,Left,5624579607,1,,5624579603,212,37.4,5624579601,141,87.7,5624579599,140,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135467,510,1,1,45,26,evf5hhqgnjhwjsth1m6pawxdp,1,75.4,86.2,2025-04-05T13:46:25.921Z,2025-04-05T13:46:27Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5624579735,140,69.0,5624579737,141,81.8,5624579733,56,Left,5624579741,213,3.56,5624579739,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135481,511,1,1,45,27,evf5hhqgnjhwjsth1m6pawxdp,0,69.4,80.6,2025-04-05T13:46:27.569Z,2025-04-05T13:46:28Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5624579799,213,5.56,5624579787,2,,5624579795,141,59.0,5624579797,212,22.3,5624579793,140,85.4,5624579789,155,,5624579791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135495,272,44,1,45,28,6i936isoyj6d0uuxdj537uc97,1,14.6,41.1,2025-04-05T13:46:27.937Z,2025-04-05T13:54:48Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624579891,233,512,5624579847,285,,5624579845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135501,512,44,1,45,28,evf5hhqgnjhwjsth1m6pawxdp,0,85.4,58.9,2025-04-05T13:46:27.938Z,2025-04-05T13:54:48Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5624579869,56,Center,5624606767,233,272,5624579871,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135519,273,12,1,45,28,6i936isoyj6d0uuxdj537uc97,1,13.5,44.8,2025-04-05T13:46:28.280Z,2025-04-05T13:54:58Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5624579971,140,24.9,5624579987,15,,5624579973,141,47.5,5624579977,213,0.15,5624579975,212,12.1,5624579969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135621,513,1,1,45,33,evf5hhqgnjhwjsth1m6pawxdp,1,65.1,61.5,2025-04-05T13:46:32.785Z,2025-04-05T13:46:36Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5624580471,141,41.9,5624580479,213,4.39,5624580475,212,14.1,5624580467,56,Center,5624580469,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135683,514,1,1,45,36,evf5hhqgnjhwjsth1m6pawxdp,1,60.3,43.6,2025-04-05T13:46:35.985Z,2025-04-05T13:46:39Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5624580741,1,,5624580739,213,1.10,5624580729,155,,5624580735,141,90.5,5624580731,56,Left,5624580733,140,75.9,5624580737,212,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796135721,515,1,1,45,39,evf5hhqgnjhwjsth1m6pawxdp,0,76.1,88.4,2025-04-05T13:46:39.233Z,2025-04-05T13:46:40Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624580903,213,5.41,5624580891,2,,5624580897,140,92.7,5624580899,141,57.6,5624580893,155,,5624580901,212,27.2,5624580895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796136081,275,1,1,45,59,6i936isoyj6d0uuxdj537uc97,0,15.1,34.6,2025-04-05T13:46:59.536Z,2025-04-05T13:47:03Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,5624582905,213,6.02,5624582907,1,,5624582903,212,58.0,5624582899,140,68.4,5624582901,141,12.3,5624582895,199,,5624582897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796136141,516,44,1,46,2,evf5hhqgnjhwjsth1m6pawxdp,1,33.2,87.6,2025-04-05T13:47:02.631Z,2025-04-05T13:51:59Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,5624583255,233,276,5624583179,285,,5624583177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796136091,276,44,1,46,2,6i936isoyj6d0uuxdj537uc97,0,66.8,12.4,2025-04-05T13:47:02.632Z,2025-04-05T13:51:48Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,5624582929,286,,5624583313,233,516,5624582925,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
