id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId
2810443247,568,1,2,54,13,spvvjmk37iid7hsky9g3nce7,0,72.1,88.6,2025-05-04T15:40:26.533Z,2025-05-04T15:40:28Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5703305929,2,,5703305941,213,5.42,5703305937,141,37.3,5703305933,56,Center,5703305931,155,,5703305935,140,100.0,5703305939,212,45.9,5703305943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810443279,450,5,2,54,14,evf5hhqgnjhwjsth1m6pawxdp,1,-0.6,65.0,2025-05-04T15:40:27.920Z,2025-05-04T16:31:32Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5703306093,56,Back,5703309795,233,569,5703306095,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810443965,569,5,2,54,14,spvvjmk37iid7hsky9g3nce7,0,100.6,35.0,2025-05-04T15:40:27.920Z,2025-05-04T16:31:33Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5703309669,56,Center,5703309673,346,,5703309861,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810443623,451,1,2,54,26,evf5hhqgnjhwjsth1m6pawxdp,1,4.3,37.6,2025-05-04T15:40:39.414Z,2025-05-04T15:40:45Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703307867,213,1.66,5703307863,141,47.8,5703307859,56,Back,5703307871,237,,5703307857,124,,5703307861,140,3.7,5703307865,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810443737,452,1,2,54,31,evf5hhqgnjhwjsth1m6pawxdp,1,5.4,48.1,2025-05-04T15:40:44.934Z,2025-05-04T15:40:50Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5703308407,212,44.9,5703308403,140,46.2,5703308411,1,,5703308405,141,68.1,5703308401,56,Back,5703308409,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810443791,453,1,2,54,37,evf5hhqgnjhwjsth1m6pawxdp,1,62.8,41.0,2025-05-04T15:40:50.102Z,2025-05-04T15:40:52Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5703308743,213,5.21,5703308739,141,10.9,5703308735,56,Right,5703308737,140,73.5,5703308741,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810443849,454,1,2,54,39,evf5hhqgnjhwjsth1m6pawxdp,1,73.5,10.9,2025-05-04T15:40:52.823Z,2025-05-04T15:40:54Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5703309023,56,Right,5703309027,140,82.4,5703309019,155,,5703309031,141,17.3,5703309037,213,0.44,5703309033,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810443917,455,1,2,54,41,evf5hhqgnjhwjsth1m6pawxdp,1,82.4,17.3,2025-05-04T15:40:54.693Z,2025-05-04T15:40:58Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5703309389,140,79.5,5703309393,141,21.6,5703309395,212,4.2,5703309387,56,Center,5703309399,213,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444059,456,1,2,54,43,evf5hhqgnjhwjsth1m6pawxdp,1,79.5,21.6,2025-05-04T15:40:57.005Z,2025-05-04T15:54:14Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,1.0,,5703388819,154,,5703310227,155,,5703310231,56,Center,5703310235,141,62.9,5703310239,213,1.15,5703310233,140,91.6,5703310237,212,30.8,5703388817,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444067,457,15,2,54,44,evf5hhqgnjhwjsth1m6pawxdp,1,92.0,67.3,2025-05-04T15:40:57.306Z,2025-05-04T16:44:38Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703312145,147,62.3,5703312141,82,,5703388863,154,,5703388851,72,,5703312135,102,51.9,5703388871,138,,5703388873,100,,5703312167,233,570,5703310283,56,Center,5703312137,103,19,5703310279,64,,5703388861,29,,5703388865,55,456,5703312143,146,94.6,5703312147,230,5703312149,231,99.3,5703310277,22,,5703388859,76,,53.8,5703388869,274
2810443985,570,10,2,54,44,spvvjmk37iid7hsky9g3nce7,1,7.0,34.0,2025-05-04T15:40:57.406Z,2025-05-04T16:43:11Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5703311973,94,,5703309781,56,Back,5703312519,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444465,458,6,2,54,45,evf5hhqgnjhwjsth1m6pawxdp,1,100.0,58.1,2025-05-04T15:40:58.287Z,2025-05-04T16:31:47Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703312441,73,,5703312435,56,Center,5703313691,233,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444081,571,6,2,54,45,spvvjmk37iid7hsky9g3nce7,0,0.0,41.9,2025-05-04T15:40:58.287Z,2025-05-04T16:31:47Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5703314037,233,458,5703310349,73,,5703310347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444551,459,1,2,55,11,evf5hhqgnjhwjsth1m6pawxdp,0,99.5,99.5,2025-05-04T15:41:24.758Z,2025-05-04T15:41:40Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5703312739,141,25.9,5703312731,155,,5703312735,56,Center,5703312727,2,,5703312743,213,4.75,5703312745,1,,5703312741,212,50.1,5703312729,6,,5703312737,140,100.0,5703312733,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444723,460,5,2,55,14,evf5hhqgnjhwjsth1m6pawxdp,0,101.3,26.9,2025-05-04T15:41:27.044Z,2025-05-04T16:31:33Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5703313625,346,,5703313623,56,Center,5703313729,233,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444569,572,5,2,55,14,spvvjmk37iid7hsky9g3nce7,1,-1.3,73.1,2025-05-04T15:41:27.044Z,2025-05-04T16:31:33Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703312823,56,Back,5703313669,233,460,5703313073,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444877,573,1,2,55,26,spvvjmk37iid7hsky9g3nce7,1,3.6,51.9,2025-05-04T15:41:39.557Z,2025-05-04T15:41:40Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5703314505,212,19.3,5703314501,140,9.2,5703314497,124,,5703314513,237,,5703314531,189,,5703314507,213,5.02,5703314503,141,24.9,5703314499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810444955,574,1,2,55,29,spvvjmk37iid7hsky9g3nce7,1,10.4,24.6,2025-05-04T15:41:42.343Z,2025-05-04T15:41:43Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703314867,212,19.9,5703314863,140,25.3,5703314861,56,Back,5703314865,141,6.5,5703314869,213,5.62,5703314913,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445033,575,1,2,55,31,spvvjmk37iid7hsky9g3nce7,0,30.9,8.2,2025-05-04T15:41:44.085Z,2025-05-04T15:41:46Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5703315211,212,27.3,5703315205,56,Back,5703315209,141,46.7,5703315207,140,38.2,5703315213,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445065,461,61,2,55,34,evf5hhqgnjhwjsth1m6pawxdp,1,76.9,57.0,2025-05-04T15:41:48.001Z,2025-05-04T15:41:48Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5703315381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445127,463,4,2,55,38,evf5hhqgnjhwjsth1m6pawxdp,1,65.2,57.6,2025-05-04T15:41:51.493Z,2025-05-04T16:31:52Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5703315737,13,,5703315747,286,,5703315743,152,,5703315885,233,576,5703315745,265,,5703315741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445121,576,4,2,55,38,spvvjmk37iid7hsky9g3nce7,0,34.8,42.4,2025-05-04T15:41:51.494Z,2025-05-04T16:31:52Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5703315807,265,,5703315803,152,,5703315813,285,,5703315797,13,,5703315799,56,Back,5703315953,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445315,464,1,2,55,44,evf5hhqgnjhwjsth1m6pawxdp,1,65.8,50.6,2025-05-04T15:41:57.462Z,2025-05-04T15:42:00Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5703316619,152,,5703316623,140,61.8,5703316627,212,12.5,5703316621,56,Center,5703316625,141,67.9,5703316629,213,1.91,5703316617,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445327,465,1,2,55,47,evf5hhqgnjhwjsth1m6pawxdp,1,61.8,67.9,2025-05-04T15:42:00.470Z,2025-05-04T15:42:01Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5703316705,140,69.1,5703316709,212,15.5,5703316711,213,1.05,5703316703,56,Left,5703316707,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445389,466,1,2,55,48,evf5hhqgnjhwjsth1m6pawxdp,1,69.1,87.7,2025-05-04T15:42:01.253Z,2025-05-04T15:42:04Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5703317049,213,3.88,5703317041,140,58.7,5703317045,212,14.7,5703317039,56,Center,5703317043,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445405,467,1,2,55,50,evf5hhqgnjhwjsth1m6pawxdp,1,58.7,73.2,2025-05-04T15:42:03.877Z,2025-05-04T15:42:04Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5703317155,56,Back,5703317159,140,46.7,5703317163,141,48.1,5703317167,212,21.2,5703317171,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445557,468,1,2,55,51,evf5hhqgnjhwjsth1m6pawxdp,1,46.7,48.1,2025-05-04T15:42:04.709Z,2025-05-04T15:42:12Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703317933,1,,5703317925,140,68.4,5703317929,212,32.4,5703317923,56,Right,5703317927,141,14.3,5703317931,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445595,469,1,2,55,58,evf5hhqgnjhwjsth1m6pawxdp,0,80.1,5.9,2025-05-04T15:42:11.862Z,2025-05-04T15:42:13Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5703318099,2,,5703318103,56,Center,5703318107,140,91.5,5703318115,213,1.09,5703318111,141,40.0,5703318113,212,26.1,5703318101,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445711,577,12,2,56,0,spvvjmk37iid7hsky9g3nce7,1,7.6,55.7,2025-05-04T15:42:13.894Z,2025-05-04T15:42:17Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5703318679,213,0.59,5703318671,56,Back,5703318675,141,88.0,5703318673,140,38.7,5703318677,212,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445723,578,61,2,56,4,spvvjmk37iid7hsky9g3nce7,0,38.2,88.3,2025-05-04T15:42:17.508Z,2025-05-04T15:42:17Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703318729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445805,470,1,2,56,4,evf5hhqgnjhwjsth1m6pawxdp,1,62.8,30.7,2025-05-04T15:42:17.590Z,2025-05-04T15:42:21Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703319087,141,14.6,5703319083,56,Right,5703319091,212,17.0,5703319103,213,5.58,5703319085,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445891,471,1,2,56,8,evf5hhqgnjhwjsth1m6pawxdp,1,76.3,16.2,2025-05-04T15:42:21.350Z,2025-05-04T15:42:24Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5703319573,140,81.3,5703319577,212,8.9,5703319571,56,Right,5703319575,141,5.6,5703319579,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445815,579,83,2,56,8,spvvjmk37iid7hsky9g3nce7,0,34.0,85.3,2025-05-04T15:42:21.445Z,2025-05-04T15:42:26Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703319839,399,4w0adddkbx4642lkebbcmxbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445921,472,1,2,56,11,evf5hhqgnjhwjsth1m6pawxdp,0,81.3,5.6,2025-05-04T15:42:24.230Z,2025-05-04T15:42:26Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5703319779,213,1.26,5703319775,141,35.2,5703319771,56,Center,5703319767,155,,5703319763,2,,5703319777,212,21.1,5703319773,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810445985,580,12,2,56,14,spvvjmk37iid7hsky9g3nce7,1,15.1,60.6,2025-05-04T15:42:27.158Z,2025-05-04T15:42:28Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5703320067,212,10.2,5703320063,140,18.8,5703320065,141,74.4,5703320061,56,Back,5703320069,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446013,581,1,2,56,14,spvvjmk37iid7hsky9g3nce7,1,18.8,74.4,2025-05-04T15:42:27.926Z,2025-05-04T15:42:29Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703320245,56,Back,5703320259,213,5.70,5703320253,141,70.0,5703320257,212,5.4,5703320247,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446041,583,1,2,56,16,spvvjmk37iid7hsky9g3nce7,1,23.1,70.0,2025-05-04T15:42:29.349Z,2025-05-04T15:42:30Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5703320421,140,27.7,5703320425,212,10.1,5703320419,56,Back,5703320427,213,1.07,5703320423,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446201,584,1,2,56,17,spvvjmk37iid7hsky9g3nce7,1,27.7,83.0,2025-05-04T15:42:30.085Z,2025-05-04T15:42:38Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703321233,140,24.3,5703321237,212,4.4,5703321241,213,3.78,5703321235,141,79.1,5703321231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446211,585,1,2,56,20,spvvjmk37iid7hsky9g3nce7,1,30.1,77.5,2025-05-04T15:42:34.033Z,2025-05-04T15:55:34Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5703395391,213,1.46,5703395389,212,10.1,5703395385,140,31.2,5703395381,56,Back,5703395387,141,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446219,586,1,2,56,22,spvvjmk37iid7hsky9g3nce7,1,36.2,89.1,2025-05-04T15:42:35.310Z,2025-05-04T15:56:02Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703397739,56,Back,5703397743,141,72.6,5703397747,213,4.51,5703397741,140,34.0,5703397745,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446293,587,1,2,56,24,spvvjmk37iid7hsky9g3nce7,1,30.4,70.5,2025-05-04T15:42:37.325Z,2025-05-04T15:56:14Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5703321639,212,7.3,5703321635,140,34.9,5703321641,213,5.42,5703321637,141,62.4,5703321633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446357,588,1,2,56,26,spvvjmk37iid7hsky9g3nce7,0,36.7,50.9,2025-05-04T15:42:39.845Z,2025-05-04T15:57:32Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5703322009,140,43.2,5703322015,213,0.87,5703322011,141,62.7,5703322013,212,10.5,5703322007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810461707,605,8,2,56,27,evf5hhqgnjhwjsth1m6pawxdp,1,57.1,39.1,2025-05-04T15:42:40.286Z,2025-05-04T15:57:30Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5703404731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810461705,604,81,2,56,28,evf5hhqgnjhwjsth1m6pawxdp,1,58.3,37.8,2025-05-04T15:42:42.025Z,2025-05-04T15:57:41Z,,,,,5703405651,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446627,474,27,2,56,30,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-04T15:42:43.409Z,2025-05-04T15:57:51Z,,,,,5703406301,201,,5703323715,233,591,5703406303,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446671,591,27,2,56,30,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-04T15:42:43.409Z,2025-05-04T15:57:56Z,,,,,5703406597,40,,5703323703,233,474,5703406595,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446517,473,43,2,56,39,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-04T15:42:52.325Z,2025-05-04T15:43:25Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5703322825,13,0,5703322829,152,0,5703326881,144,4,5703322833,286,0,5703322831,265,0,5703322827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446681,475,28,2,56,42,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-04T15:42:55.470Z,2025-05-04T15:43:56Z,,,,,5703323673,55,474,5703323819,233,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446699,592,28,2,56,42,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-04T15:42:55.470Z,2025-05-04T15:44:05Z,,,,,5703323797,233,475,5703323757,55,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446711,476,68,2,56,43,evf5hhqgnjhwjsth1m6pawxdp,1,63.0,36.1,2025-05-04T15:42:56.488Z,2025-05-04T15:44:10Z,,,,,5703323937,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446653,590,43,2,56,44,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-04T15:42:57.093Z,2025-05-04T15:43:03Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5703323533,140,41.0,5703323537,212,0,5703323531,56,Back,5703323535,141,57.8,5703323539,213,0.00,5703324177,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446879,477,1,2,56,45,evf5hhqgnjhwjsth1m6pawxdp,1,63.1,33.1,2025-05-04T15:42:58.542Z,2025-05-04T15:47:34Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5703324577,141,5.9,5703324573,56,Right,5703324581,213,4.49,5703324575,140,59.1,5703324579,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446927,478,1,2,56,49,evf5hhqgnjhwjsth1m6pawxdp,1,59.1,5.9,2025-05-04T15:43:02.727Z,2025-05-04T15:47:44Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5703324835,140,42.3,5703324839,212,26.6,5703324841,213,2.30,5703324837,141,35.1,5703324833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810446969,480,1,2,56,56,evf5hhqgnjhwjsth1m6pawxdp,1,42.3,35.1,2025-05-04T15:43:09.271Z,2025-05-04T15:43:11Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5703325105,141,64.9,5703325101,56,Back,5703325109,213,1.43,5703325103,140,45.1,5703325107,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447067,481,1,2,56,57,evf5hhqgnjhwjsth1m6pawxdp,1,45.1,64.9,2025-05-04T15:43:10.998Z,2025-05-04T15:43:22Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,1.0,,5703326505,210,13,5703325579,213,0.36,5703325565,56,Center,5703325577,212,26.6,5703325569,140,68.8,5703325573,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447079,482,13,2,56,59,evf5hhqgnjhwjsth1m6pawxdp,1,76.5,73.6,2025-05-04T15:43:12.286Z,2025-05-04T16:45:12Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5703325617,18,,5703326543,231,52.3,5703326525,113,,5703326529,29,,5703326537,103,70.8,5703326535,102,45.7,5703326531,55,481,5703326539,215,,5703326527,74,,5703326523,72,,5703326541,230,98.2,5703325619,56,Center,5703325615,22,,,,,,,,,,,,,,,,,,
2810447117,483,5,2,57,2,evf5hhqgnjhwjsth1m6pawxdp,0,100.9,50.8,2025-05-04T15:43:15.477Z,2025-05-04T16:31:34Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5703326105,233,594,5703325805,346,,5703325803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447087,594,5,2,57,2,spvvjmk37iid7hsky9g3nce7,1,-0.9,49.2,2025-05-04T15:43:15.477Z,2025-05-04T16:31:33Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5703326055,233,483,5703325885,346,,5703325653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447539,595,1,2,57,23,spvvjmk37iid7hsky9g3nce7,1,3.8,38.5,2025-05-04T15:43:36.758Z,2025-05-04T15:43:38Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5703328115,56,Back,5703328119,141,51.6,5703328127,237,,5703328123,213,0.89,5703328121,212,11.5,5703328117,140,10.7,5703328113,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447585,596,1,2,57,25,spvvjmk37iid7hsky9g3nce7,1,10.7,51.6,2025-05-04T15:43:38.261Z,2025-05-04T15:43:41Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5703328397,213,0.84,5703328389,56,Back,5703328393,141,88.1,5703328399,1,,5703328391,140,31.8,5703328395,212,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447599,597,1,2,57,28,spvvjmk37iid7hsky9g3nce7,1,32.7,88.9,2025-05-04T15:43:41.301Z,2025-05-04T15:43:42Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5703328469,141,79.9,5703328471,212,7.3,5703328473,213,4.13,5703328463,56,Back,5703328467,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447633,598,1,2,57,29,spvvjmk37iid7hsky9g3nce7,1,28.9,79.9,2025-05-04T15:43:42.037Z,2025-05-04T15:43:44Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5703328687,140,19.2,5703328685,56,Back,5703328689,141,84.7,5703328695,212,10.7,5703328699,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447683,599,1,2,57,32,spvvjmk37iid7hsky9g3nce7,1,11.0,85.9,2025-05-04T15:43:45.398Z,2025-05-04T15:43:46Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5703328891,213,0.51,5703328885,140,23.0,5703328889,212,14.4,5703328883,56,Back,5703328887,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447705,600,1,2,57,33,spvvjmk37iid7hsky9g3nce7,1,23.0,96.2,2025-05-04T15:43:46.133Z,2025-05-04T15:43:47Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5703328991,212,14.2,5703328995,213,3.76,5703328989,141,84.1,5703328985,56,Back,5703328987,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447767,601,1,2,57,34,spvvjmk37iid7hsky9g3nce7,1,12.0,84.1,2025-05-04T15:43:47.333Z,2025-05-04T15:43:50Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5703329329,140,3.1,5703329339,213,4.31,5703329331,141,51.6,5703329335,212,24.0,5703329327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810447881,484,43,2,57,35,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-04T15:43:48.119Z,2025-05-04T15:44:06Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5703330057,56,Center,5703330955,144,1,5703330065,213,3.14,5703330061,141,41.0,5703330063,212,0,5703330059,140,100.0,5703330055,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
