id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818892663,444,1,1,46,23,ac8jow4mdkvnsv5s0och4qqm,1,44.3,48.5,2025-05-25T15:16:53.151Z,2025-05-25T15:16:57Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5750090343,141,8.8,5750090341,140,60.2,5750090345,212,31.7,5750090339,56,Right,5750090349,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892701,445,1,1,46,27,ac8jow4mdkvnsv5s0och4qqm,0,60.2,11.6,2025-05-25T15:16:57.423Z,2025-05-25T15:16:59Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750090573,56,Center,5750090571,155,,5750090575,140,78.3,5750090577,141,31.6,5750090581,213,0.62,5750090579,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892717,348,1,1,46,30,5mbo4f0vps12dr0fcvjn3wyp5,0,22.4,68.2,2025-05-25T15:16:59.813Z,2025-05-25T15:17:00Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5750090677,140,36.7,5750090681,212,15.9,5750090683,213,0.34,5750090679,141,75.9,5750090673,3,,5750090675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892747,349,83,1,46,32,5mbo4f0vps12dr0fcvjn3wyp5,0,32.4,75.9,2025-05-25T15:17:01.628Z,2025-05-25T15:31:48Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5750172669,399,ci5y030e6r9umgyjbupwske7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892779,446,3,1,46,33,ac8jow4mdkvnsv5s0och4qqm,0,72.8,11.4,2025-05-25T15:17:03.367Z,2025-05-25T15:41:36Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750178051,286,,5750179967,233,350,5750090997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892799,350,7,1,46,33,5mbo4f0vps12dr0fcvjn3wyp5,1,27.2,88.6,2025-05-25T15:17:03.368Z,2025-05-25T15:41:36Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5750179877,233,446,5750179829,285,,5750091083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892803,351,61,1,46,36,5mbo4f0vps12dr0fcvjn3wyp5,1,34.1,75.9,2025-05-25T15:17:05.456Z,2025-05-25T15:17:05Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5750091103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892849,352,1,1,46,37,5mbo4f0vps12dr0fcvjn3wyp5,1,26.3,80.3,2025-05-25T15:17:06.629Z,2025-05-25T15:17:38Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5750091393,212,17.0,5750091385,157,,5750091391,141,69.9,5750091395,213,5.85,5750091397,1,,5750091387,56,Back,5750091389,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892855,353,61,1,46,38,5mbo4f0vps12dr0fcvjn3wyp5,0,41.8,70.3,2025-05-25T15:17:08.357Z,2025-05-25T15:17:08Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5750091413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892883,447,44,1,46,40,ac8jow4mdkvnsv5s0och4qqm,1,55.0,29.0,2025-05-25T15:17:10.063Z,2025-05-25T15:41:49Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750091607,286,,5750091567,56,Center,5750091603,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892891,354,44,1,46,40,5mbo4f0vps12dr0fcvjn3wyp5,0,45.0,71.0,2025-05-25T15:17:10.064Z,2025-05-25T15:41:50Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5750091593,285,,5750091591,56,Back,5750091733,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892943,448,1,1,46,41,ac8jow4mdkvnsv5s0och4qqm,1,47.3,21.9,2025-05-25T15:17:10.542Z,2025-05-25T15:17:13Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750091891,140,58.4,5750091895,212,14.0,5750091893,141,10.4,5750091889,56,Right,5750091897,213,5.69,5750091887,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892995,450,1,1,46,43,ac8jow4mdkvnsv5s0och4qqm,0,59.0,5.4,2025-05-25T15:17:12.983Z,2025-05-25T15:24:24Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5750092155,56,Center,5750092153,155,,5750092157,140,100.0,5750092167,1,,5750092159,141,23.4,5750092161,212,45.7,5750092163,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893055,355,5,1,46,47,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.2,75.8,2025-05-25T15:17:16.742Z,2025-05-25T15:31:28Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5750092587,233,451,5750092455,56,Back,5750092457,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893009,451,5,1,46,47,ac8jow4mdkvnsv5s0och4qqm,0,101.2,24.2,2025-05-25T15:17:16.742Z,2025-05-25T15:17:23Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5750092217,346,,5750092611,233,355,5750092215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893779,356,1,1,47,30,5mbo4f0vps12dr0fcvjn3wyp5,1,4.6,45.0,2025-05-25T15:18:00.357Z,2025-05-25T15:21:01Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5750096507,1,,5750096499,140,71.5,5750096503,212,73.5,5750096501,141,76.7,5750096505,213,0.30,5750096511,74,,5750096495,56,Center,5750096491,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893781,357,61,1,47,38,5mbo4f0vps12dr0fcvjn3wyp5,0,75.1,82.0,2025-05-25T15:18:07.957Z,2025-05-25T15:18:08Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750096517,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893793,358,5,1,47,38,5mbo4f0vps12dr0fcvjn3wyp5,0,81.1,101.5,2025-05-25T15:18:08.384Z,2025-05-25T15:31:29Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750096571,56,Left,5750096623,233,454,5750096573,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893787,454,5,1,47,38,ac8jow4mdkvnsv5s0och4qqm,1,18.9,-1.5,2025-05-25T15:18:08.384Z,2025-05-25T15:31:29Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750096601,233,358,5750096551,56,Back,5750096553,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893829,455,1,1,47,40,ac8jow4mdkvnsv5s0och4qqm,1,19.4,0.0,2025-05-25T15:18:09.474Z,2025-05-25T15:18:11Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750096809,141,18.3,5750096811,212,16.8,5750096813,213,2.18,5750096807,140,10.3,5750096805,56,Back,5750096803,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893869,456,1,1,47,42,ac8jow4mdkvnsv5s0och4qqm,1,10.3,18.3,2025-05-25T15:18:11.761Z,2025-05-25T15:18:14Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750097023,56,Back,5750097025,140,39.6,5750097021,157,,5750097027,141,29.8,5750097031,213,0.25,5750097033,1,,5750097029,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893875,457,44,1,47,45,ac8jow4mdkvnsv5s0och4qqm,1,33.9,31.6,2025-05-25T15:18:14.639Z,2025-05-25T15:41:50Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750097065,56,Back,5750097195,233,359,5750097069,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893885,359,44,1,47,45,5mbo4f0vps12dr0fcvjn3wyp5,0,66.1,68.4,2025-05-25T15:18:14.640Z,2025-05-25T15:41:50Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5750097131,56,Center,5750097133,286,,5750097245,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893887,458,1,1,47,45,ac8jow4mdkvnsv5s0och4qqm,0,39.6,29.8,2025-05-25T15:18:14.735Z,2025-05-25T15:18:15Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750097143,140,48.1,5750097137,3,,5750097141,56,Back,5750097139,168,,5750097145,141,32.5,5750097147,212,9.1,5750097149,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893915,360,1,1,47,46,5mbo4f0vps12dr0fcvjn3wyp5,1,60.7,64.6,2025-05-25T15:18:16.420Z,2025-05-25T15:18:17Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5750097333,157,,5750097335,56,Center,5750097337,140,79.3,5750097343,213,0.04,5750097345,1,,5750097341,212,19.5,5750097339,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893995,361,1,1,47,48,5mbo4f0vps12dr0fcvjn3wyp5,1,79.3,65.7,2025-05-25T15:18:17.477Z,2025-05-25T15:20:58Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,5750097699,140,92.3,5750097705,213,0.23,5750097701,141,70.5,5750097703,212,14.0,5750097695,168,,5750097693,3,,5750097697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894023,362,1,1,47,51,5mbo4f0vps12dr0fcvjn3wyp5,1,87.3,70.5,2025-05-25T15:18:21.221Z,2025-05-25T15:18:22Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750097875,213,4.23,5750097865,155,,5750097871,141,39.7,5750097873,212,23.7,5750097869,140,76.8,5750097867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894041,363,1,1,47,53,5mbo4f0vps12dr0fcvjn3wyp5,1,77.8,51.3,2025-05-25T15:18:22.565Z,2025-05-25T15:18:23Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5750097979,140,76.1,5750097983,212,11.0,5750097977,56,Center,5750097981,141,67.3,5750097985,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894125,364,1,1,47,54,5mbo4f0vps12dr0fcvjn3wyp5,1,76.7,66.4,2025-05-25T15:18:23.652Z,2025-05-25T15:18:26Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5750098383,140,85.1,5750098385,141,80.3,5750098381,56,Left,5750098387,212,12.9,5750098389,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894227,365,1,1,47,57,5mbo4f0vps12dr0fcvjn3wyp5,1,81.0,63.4,2025-05-25T15:18:26.772Z,2025-05-25T15:18:30Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750098841,213,4.49,5750098837,141,30.9,5750098835,140,76.3,5750098833,56,Center,5750098839,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894287,366,1,1,48,1,5mbo4f0vps12dr0fcvjn3wyp5,1,77.3,29.4,2025-05-25T15:18:30.661Z,2025-05-25T15:18:34Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5750099139,141,7.7,5750099135,56,Right,5750099137,140,89.7,5750099141,212,19.7,5750099145,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894299,367,1,1,48,4,5mbo4f0vps12dr0fcvjn3wyp5,0,91.8,8.8,2025-05-25T15:18:33.956Z,2025-05-25T15:18:34Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5750099199,2,,5750099211,213,1.58,5750099209,212,16.9,5750099205,140,91.7,5750099201,155,,5750099203,56,Center,5750099207,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894331,459,12,1,48,6,ac8jow4mdkvnsv5s0och4qqm,1,9.4,66.7,2025-05-25T15:18:36.175Z,2025-05-25T15:18:38Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,5750099367,213,5.09,5750099361,140,14.8,5750099409,15,,5750099359,56,Back,5750099365,212,15.5,5750099363,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894391,460,12,1,48,8,ac8jow4mdkvnsv5s0och4qqm,1,14.8,45.5,2025-05-25T15:18:38.096Z,2025-05-25T15:18:39Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5750099767,212,18.7,5750099791,15,,5750099759,56,Back,5750099765,141,69.3,5750099763,140,23.7,5750099769,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894421,368,50,1,48,11,5mbo4f0vps12dr0fcvjn3wyp5,1,74.9,32.6,2025-05-25T15:18:40.996Z,2025-05-25T15:31:37Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5750099911,56,Center,5750099913,286,,5750100187,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894459,461,7,1,48,11,ac8jow4mdkvnsv5s0och4qqm,1,25.1,67.4,2025-05-25T15:18:40.997Z,2025-05-25T15:31:37Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750100083,285,,5750100081,56,Back,5750100165,233,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894493,463,1,1,48,14,ac8jow4mdkvnsv5s0och4qqm,1,25.3,78.8,2025-05-25T15:18:44.127Z,2025-05-25T15:22:09Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5750100239,212,24.9,5750100237,141,84.2,5750100241,213,0.15,5750100233,56,Back,5750100235,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894545,464,1,1,48,16,ac8jow4mdkvnsv5s0och4qqm,1,56.1,86.6,2025-05-25T15:18:46.255Z,2025-05-25T15:18:49Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,5750100561,140,81.0,5750100563,141,38.0,5750100567,212,42.1,5750100571,1,,5750100557,56,Center,5750100569,213,5.38,5750100555,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894549,465,50,1,48,20,ac8jow4mdkvnsv5s0och4qqm,1,82.2,36.8,2025-05-25T15:18:49.508Z,2025-05-25T15:18:53Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5750100579,56,Center,5750100581,286,,5750100619,233,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894553,369,7,1,48,20,5mbo4f0vps12dr0fcvjn3wyp5,1,17.8,63.2,2025-05-25T15:18:49.509Z,2025-05-25T15:18:53Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5750100583,56,Back,5750100585,285,,5750100599,233,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894611,371,1,1,48,22,5mbo4f0vps12dr0fcvjn3wyp5,0,1.5,71.5,2025-05-25T15:18:52.428Z,2025-05-25T15:19:36Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5750100897,213,6.21,5750100887,157,,5750100899,1,,5750100889,56,Back,5750100893,141,70.8,5750100891,140,7.4,5750100895,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894643,466,61,1,48,23,ac8jow4mdkvnsv5s0och4qqm,1,96.9,18.0,2025-05-25T15:18:53.153Z,2025-05-25T15:19:29Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5750101073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894739,373,30,1,48,24,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T15:18:54.217Z,2025-05-25T15:19:34Z,,,,5750101529,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894735,467,30,1,48,24,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-25T15:18:54.217Z,2025-05-25T15:19:33Z,,,,5750101517,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818894631,372,43,1,48,25,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T15:18:54.740Z,2025-05-25T15:19:30Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5750101013,347,0,5750104235,144,5,5750101011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909675,375,32,2,45,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-25T15:34:02.178Z,2025-05-25T15:34:02Z,,,,5750185585,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909715,478,32,2,45,0,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-25T15:34:02.178Z,2025-05-25T15:34:04Z,,,,5750185813,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909729,376,1,2,45,0,5mbo4f0vps12dr0fcvjn3wyp5,1,50.1,49.9,2025-05-25T15:34:02.179Z,2025-05-25T15:34:04Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5750185889,141,46.3,5750185887,140,30.3,5750185895,279,S,5750185885,56,Back,5750185891,212,20.9,5750185893,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909849,377,1,2,45,2,5mbo4f0vps12dr0fcvjn3wyp5,0,30.3,46.3,2025-05-25T15:34:04.633Z,2025-05-25T15:35:53Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5750186609,140,69.2,5750186617,1,,5750186611,141,78.7,5750186615,213,0.49,5750186613,212,46.4,5750186607,56,Center,5750186605,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909857,479,44,2,45,8,ac8jow4mdkvnsv5s0och4qqm,1,27.6,21.1,2025-05-25T15:34:10.179Z,2025-05-25T15:41:50Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750186763,233,378,5750186647,56,Back,5750186649,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909853,378,44,2,45,8,5mbo4f0vps12dr0fcvjn3wyp5,0,72.4,78.9,2025-05-25T15:34:10.180Z,2025-05-25T15:41:50Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5750186629,56,Left,5750186823,233,479,5750186631,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909869,480,61,2,45,8,ac8jow4mdkvnsv5s0och4qqm,1,22.4,20.7,2025-05-25T15:34:11.034Z,2025-05-25T15:34:11Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750186709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818912253,501,83,2,45,13,ac8jow4mdkvnsv5s0och4qqm,0,10.1,12.1,2025-05-25T15:34:15.264Z,2025-05-25T15:36:59Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750202391,399,prvbf3gxwflgzxuvgvb7ls5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909947,379,50,2,45,13,5mbo4f0vps12dr0fcvjn3wyp5,1,91.2,86.2,2025-05-25T15:34:15.421Z,2025-05-25T15:41:37Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750187167,286,,5750203645,233,502,5750187165,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818912263,502,7,2,45,13,ac8jow4mdkvnsv5s0och4qqm,0,8.8,13.8,2025-05-25T15:34:15.422Z,2025-05-25T15:41:36Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750203597,56,Back,5750203599,285,,5750203627,233,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909969,380,61,2,45,14,5mbo4f0vps12dr0fcvjn3wyp5,1,90.5,83.3,2025-05-25T15:34:16.713Z,2025-05-25T15:37:17Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750187249,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910003,381,5,2,45,16,5mbo4f0vps12dr0fcvjn3wyp5,0,101.2,83.8,2025-05-25T15:34:18.402Z,2025-05-25T15:41:16Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5750187569,233,481,5750187475,56,Left,5750187477,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909953,481,5,2,45,16,ac8jow4mdkvnsv5s0och4qqm,1,-1.2,16.2,2025-05-25T15:34:18.402Z,2025-05-25T15:36:22Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750187539,233,381,5750187185,56,Back,5750187187,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910133,482,1,2,45,19,ac8jow4mdkvnsv5s0och4qqm,1,4.1,46.1,2025-05-25T15:34:21.971Z,2025-05-25T15:34:24Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5750188157,213,4.85,5750188153,212,11.4,5750188149,141,29.5,5750188143,140,5.6,5750188137,124,,5750188141,56,Back,5750188165,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910177,483,1,2,45,21,ac8jow4mdkvnsv5s0och4qqm,1,5.6,29.5,2025-05-25T15:34:24.019Z,2025-05-25T15:34:26Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5750188379,56,Back,5750188383,141,13.8,5750188381,140,22.8,5750188385,212,21.0,5750188387,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910197,484,1,2,45,23,ac8jow4mdkvnsv5s0och4qqm,1,22.9,13.7,2025-05-25T15:34:25.842Z,2025-05-25T15:34:27Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5750188483,212,7.3,5750188479,140,17.2,5750188485,213,3.75,5750188481,141,7.6,5750188477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910255,485,1,2,45,24,ac8jow4mdkvnsv5s0och4qqm,0,17.2,7.6,2025-05-25T15:34:27.123Z,2025-05-25T15:37:56Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750188857,155,,5750188863,141,37.7,5750188861,140,59.0,5750188859,56,Center,5750188865,212,48.4,5750188867,213,0.44,5750188869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910287,382,12,2,45,28,5mbo4f0vps12dr0fcvjn3wyp5,1,34.3,53.4,2025-05-25T15:34:30.809Z,2025-05-25T15:34:32Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5750188999,212,33.0,5750189137,167,,5750189007,213,1.56,5750188997,141,100.0,5750188993,56,Back,5750188995,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910297,383,5,2,45,29,5mbo4f0vps12dr0fcvjn3wyp5,0,36.5,101.9,2025-05-25T15:34:31.332Z,2025-05-25T15:41:17Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5750189213,233,486,5750189079,347,,5750189077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910293,486,5,2,45,29,ac8jow4mdkvnsv5s0och4qqm,1,63.5,-1.9,2025-05-25T15:34:31.332Z,2025-05-25T15:41:16Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5750189177,233,383,5750189059,56,Right,5750189061,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910495,487,1,2,45,33,ac8jow4mdkvnsv5s0och4qqm,1,60.2,0.0,2025-05-25T15:34:35.283Z,2025-05-25T15:35:00Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,1.0,5750191713,210,13,5750190161,213,0.27,5750190159,212,22.0,5750190163,1,,5750190155,140,80.4,5750190151,107,,5750190153,56,Right,5750190157,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910503,488,13,2,45,39,ac8jow4mdkvnsv5s0och4qqm,1,84.9,26.2,2025-05-25T15:34:41.283Z,2025-05-25T15:38:27Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5750190191,63,,5750191765,231,47.1,5750191761,103,8.3,5750191751,84,,5750210773,215,,5750191755,55,487,5750190197,56,Center,5750191763,230,98.8,5750191759,102,5750191753,29,,5750210771,121,,5750191749,160,5750190567,72,,,,42.5,,,,,,,,,,,,,,
2818910513,384,5,2,45,40,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.2,57.0,2025-05-25T15:34:42.635Z,2025-05-25T15:41:17Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5750190289,233,489,5750190265,346,,5750190261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
