id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/14/value,qualifier/16/value
2813634645,309,32,2,45,0,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-11T15:33:27.156Z,2025-05-11T15:33:27Z,,,,,5720915923,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634659,497,32,2,45,0,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-11T15:33:27.156Z,2025-05-11T15:33:30Z,,,,,5720915985,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634687,498,1,2,45,0,93ohqui2qgqm8408viwmm1ken,1,49.8,49.9,2025-05-11T15:33:27.157Z,2025-05-11T15:33:31Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5720916131,140,44.5,5720916129,56,Back,5720916133,141,50.0,5720916135,212,5.6,5720916139,213,3.13,5720916143,279,S,5720916291,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634737,499,1,2,45,4,93ohqui2qgqm8408viwmm1ken,1,45.4,51.3,2025-05-11T15:33:31.394Z,2025-05-11T15:33:34Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720916451,56,Back,5720916459,213,1.98,5720916453,140,38.0,5720916455,141,77.3,5720916457,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634743,500,1,2,45,7,93ohqui2qgqm8408viwmm1ken,1,35.6,82.4,2025-05-11T15:33:34.338Z,2025-05-11T15:33:35Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720916501,140,42.8,5720916503,141,90.8,5720916505,212,9.5,5720916507,213,0.65,5720916499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634777,501,1,2,45,7,93ohqui2qgqm8408viwmm1ken,1,42.3,90.9,2025-05-11T15:33:35.112Z,2025-05-11T15:33:37Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720916707,141,80.8,5720916705,140,36.4,5720916711,213,3.98,5720916703,56,Back,5720916709,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634793,502,1,2,45,10,93ohqui2qgqm8408viwmm1ken,1,33.0,78.8,2025-05-11T15:33:37.186Z,2025-05-11T15:33:39Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720916837,56,Back,5720916841,141,67.2,5720916839,140,25.5,5720916843,212,11.1,5720916845,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634827,503,1,2,45,12,93ohqui2qgqm8408viwmm1ken,1,24.1,64.9,2025-05-11T15:33:39.313Z,2025-05-11T15:33:41Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720916971,140,23.3,5720916969,56,Back,5720916977,213,4.66,5720916973,141,40.7,5720916975,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634859,504,1,2,45,14,93ohqui2qgqm8408viwmm1ken,1,22.8,35.8,2025-05-11T15:33:41.426Z,2025-05-11T15:33:43Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720917149,212,16.4,5720917145,140,27.6,5720917143,56,Back,5720917147,141,12.8,5720917151,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634871,505,1,2,45,16,93ohqui2qgqm8408viwmm1ken,1,26.9,10.7,2025-05-11T15:33:43.474Z,2025-05-11T15:33:45Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5720917241,213,1.83,5720917231,140,25.0,5720917229,56,Back,5720917239,212,7.7,5720917237,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634881,506,1,2,45,18,93ohqui2qgqm8408viwmm1ken,0,25.0,21.5,2025-05-11T15:33:45.565Z,2025-05-11T15:36:28Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720917281,56,Center,5720917405,1,,5720917287,212,64.9,5720917289,213,0.02,5720917285,141,23.7,5720917283,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634991,311,1,2,45,32,46yo78zak2j7kaxc5ak1fnm60,1,11.9,51.2,2025-05-11T15:33:59.491Z,2025-05-11T15:34:01Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5720917877,213,4.64,5720917873,141,26.2,5720917875,212,17.0,5720917871,140,10.7,5720917869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635013,312,1,2,45,33,46yo78zak2j7kaxc5ak1fnm60,1,10.7,26.2,2025-05-11T15:34:01.124Z,2025-05-11T15:34:04Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5720918035,213,5.44,5720918033,212,18.4,5720918029,140,22.3,5720918031,141,5.9,5720918027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635021,313,1,2,45,37,46yo78zak2j7kaxc5ak1fnm60,0,22.1,5.3,2025-05-11T15:34:04.788Z,2025-05-11T15:34:06Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5720918073,212,45.5,5720918075,213,0.26,5720918077,1,,5720918071,141,22.8,5720918069,140,63.9,5720918065,155,,5720918067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635057,507,1,2,45,41,93ohqui2qgqm8408viwmm1ken,0,30.9,94.2,2025-05-11T15:34:09.122Z,2025-05-11T15:34:09Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720918317,212,8.4,5720918315,141,87.7,5720918313,140,37.7,5720918319,213,5.73,5720918311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635069,314,1,2,45,43,46yo78zak2j7kaxc5ak1fnm60,0,58.0,6.2,2025-05-11T15:34:10.436Z,2025-05-11T15:34:10Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5720918357,213,0.63,5720918349,56,Right,5720918351,140,65.4,5720918355,212,9.6,5720918353,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635071,508,8,2,45,43,93ohqui2qgqm8408viwmm1ken,1,29.6,76.9,2025-05-11T15:34:11.090Z,2025-05-11T15:34:11Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720918359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635105,510,1,2,45,44,93ohqui2qgqm8408viwmm1ken,1,30.5,76.1,2025-05-11T15:34:11.906Z,2025-05-11T15:34:14Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720918481,213,3.78,5720918477,141,67.2,5720918479,212,10.1,5720918475,140,22.8,5720918473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635127,511,1,2,45,46,93ohqui2qgqm8408viwmm1ken,1,23.1,65.7,2025-05-11T15:34:13.986Z,2025-05-11T15:34:16Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720918611,140,21.6,5720918615,212,20.6,5720918609,56,Back,5720918613,141,35.5,5720918617,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635149,512,1,2,45,48,93ohqui2qgqm8408viwmm1ken,1,21.6,35.5,2025-05-11T15:34:16.115Z,2025-05-11T15:34:18Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5720918761,56,Back,5720918769,213,0.70,5720918763,140,28.3,5720918765,141,44.2,5720918767,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635209,513,1,2,45,52,93ohqui2qgqm8408viwmm1ken,1,28.3,45.1,2025-05-11T15:34:19.315Z,2025-05-11T15:34:23Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720919101,212,17.1,5720919095,56,Back,5720919099,141,20.4,5720919103,213,4.90,5720919097,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635253,514,1,2,45,55,93ohqui2qgqm8408viwmm1ken,1,45.5,12.3,2025-05-11T15:34:23.026Z,2025-05-11T15:34:28Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720919381,56,Back,5720919389,213,1.49,5720919383,140,46.5,5720919385,141,30.7,5720919387,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635277,515,1,2,46,1,93ohqui2qgqm8408viwmm1ken,1,52.6,33.3,2025-05-11T15:34:28.210Z,2025-05-11T15:34:31Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720919561,56,Right,5720919563,140,64.0,5720919565,141,6.2,5720919569,213,5.29,5720919567,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635327,516,1,2,46,4,93ohqui2qgqm8408viwmm1ken,1,64.0,6.2,2025-05-11T15:34:31.490Z,2025-05-11T15:34:34Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5720919847,56,Right,5720919855,213,2.37,5720919853,212,6.0,5720919851,141,12.3,5720919849,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635317,315,83,2,46,6,46yo78zak2j7kaxc5ak1fnm60,0,26.1,91.2,2025-05-11T15:34:33.540Z,2025-05-11T15:34:38Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5720920181,399,d58ji96mcnebbci6skc46x9uc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635375,517,1,2,46,7,93ohqui2qgqm8408viwmm1ken,1,57.6,14.4,2025-05-11T15:34:34.210Z,2025-05-11T15:34:37Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720920119,56,Back,5720920121,140,45.9,5720920125,212,13.8,5720920123,141,23.6,5720920127,213,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635385,518,1,2,46,10,93ohqui2qgqm8408viwmm1ken,1,44.1,24.1,2025-05-11T15:34:37.186Z,2025-05-11T15:34:38Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720920171,140,35.2,5720920169,56,Back,5720920177,213,1.92,5720920173,141,62.1,5720920175,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635477,519,1,2,46,15,93ohqui2qgqm8408viwmm1ken,1,45.6,66.6,2025-05-11T15:34:42.722Z,2025-05-11T15:34:45Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720920663,56,Left,5720920665,140,52.7,5720920671,213,1.16,5720920669,212,18.7,5720920667,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635529,520,1,2,46,18,93ohqui2qgqm8408viwmm1ken,1,52.8,92.1,2025-05-11T15:34:45.219Z,2025-05-11T15:34:48Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720920929,140,60.6,5720920931,141,86.3,5720920927,56,Left,5720920935,213,5.83,5720920933,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635561,521,1,2,46,21,93ohqui2qgqm8408viwmm1ken,1,58.7,77.0,2025-05-11T15:34:48.675Z,2025-05-11T15:34:50Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5720921087,141,64.5,5720921089,212,9.9,5720921083,56,Center,5720921085,140,53.8,5720921091,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635581,522,1,2,46,23,93ohqui2qgqm8408viwmm1ken,1,53.7,63.9,2025-05-11T15:34:50.707Z,2025-05-11T15:34:51Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720921209,212,5.9,5720921213,213,1.79,5720921197,56,Center,5720921205,141,72.4,5720921201,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635601,523,1,2,46,24,93ohqui2qgqm8408viwmm1ken,1,52.5,72.4,2025-05-11T15:34:51.730Z,2025-05-11T15:34:53Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5720921281,140,45.0,5720921283,141,73.8,5720921285,212,7.9,5720921287,213,3.02,5720921279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635633,524,1,2,46,25,93ohqui2qgqm8408viwmm1ken,1,44.9,73.8,2025-05-11T15:34:52.978Z,2025-05-11T15:34:55Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720921477,212,21.7,5720921471,56,Back,5720921479,213,4.30,5720921473,140,36.6,5720921475,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635669,525,1,2,46,28,93ohqui2qgqm8408viwmm1ken,1,34.7,39.7,2025-05-11T15:34:55.602Z,2025-05-11T15:34:58Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720921657,140,56.0,5720921653,56,Right,5720921661,212,32.9,5720921665,1,,5720921663,213,5.46,5720921659,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635731,526,1,2,46,31,93ohqui2qgqm8408viwmm1ken,1,54.7,6.7,2025-05-11T15:34:58.706Z,2025-05-11T15:35:02Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720921987,141,6.7,5720921989,212,12.8,5720921983,56,Back,5720921985,140,42.5,5720921991,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635759,527,1,2,46,34,93ohqui2qgqm8408viwmm1ken,1,41.5,6.7,2025-05-11T15:35:01.939Z,2025-05-11T15:35:03Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5720922119,56,Back,5720922121,140,31.5,5720922125,212,17.0,5720922123,141,26.4,5720922127,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635789,528,1,2,46,36,93ohqui2qgqm8408viwmm1ken,1,28.6,27.4,2025-05-11T15:35:03.362Z,2025-05-11T15:35:04Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720922279,56,Back,5720922287,213,0.71,5720922283,141,34.5,5720922285,212,7.4,5720922281,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635833,529,1,2,46,37,93ohqui2qgqm8408viwmm1ken,1,34.0,34.5,2025-05-11T15:35:04.455Z,2025-05-11T15:35:07Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5720922499,140,53.1,5720922501,141,29.2,5720922503,212,20.4,5720922497,56,Center,5720922505,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635891,530,1,2,46,40,93ohqui2qgqm8408viwmm1ken,1,53.8,44.5,2025-05-11T15:35:07.538Z,2025-05-11T15:35:11Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720922783,213,1.37,5720922777,140,59.5,5720922781,212,30.4,5720922779,141,88.4,5720922775,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635921,531,1,2,46,44,93ohqui2qgqm8408viwmm1ken,1,62.9,87.7,2025-05-11T15:35:11.619Z,2025-05-11T15:35:14Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720922941,212,14.5,5720922935,56,Center,5720922939,141,72.0,5720922943,213,5.46,5720922937,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635925,532,50,2,46,46,93ohqui2qgqm8408viwmm1ken,1,77.8,61.7,2025-05-11T15:35:13.668Z,2025-05-11T16:03:19Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720922961,286,,5720922959,56,Center,5720922995,233,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635923,316,7,2,46,46,46yo78zak2j7kaxc5ak1fnm60,1,22.2,38.3,2025-05-11T15:35:13.669Z,2025-05-11T16:03:19Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5720922957,285,,5720922955,56,Back,5720922979,233,532,5720922953,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635929,317,6,2,46,47,46yo78zak2j7kaxc5ak1fnm60,0,10.4,42.8,2025-05-11T15:35:14.388Z,2025-05-11T15:35:20Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5720923025,56,Back,5720923091,233,533,5720923027,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635939,533,6,2,46,47,93ohqui2qgqm8408viwmm1ken,1,89.6,57.2,2025-05-11T15:35:14.388Z,2025-05-11T15:35:21Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720923045,56,Center,5720923053,233,317,5720923047,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636487,534,1,2,47,29,93ohqui2qgqm8408viwmm1ken,0,99.5,99.5,2025-05-11T15:35:56.467Z,2025-05-11T15:36:00Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720925911,6,,5720925921,141,45.8,5720925925,213,4.45,5720925913,155,,5720925923,212,37.9,5720925915,223,,5720925909,2,,5720925919,140,90.0,5720925917,56,Center,5720925927,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636479,318,44,2,47,32,46yo78zak2j7kaxc5ak1fnm60,1,7.2,47.4,2025-05-11T15:35:59.404Z,2025-05-11T15:44:34Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5720937911,233,545,5720925867,285,,5720925865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638457,545,44,2,47,32,93ohqui2qgqm8408viwmm1ken,0,92.8,52.6,2025-05-11T15:35:59.405Z,2025-05-11T15:44:35Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5720937927,233,318,5720937675,286,,5720937673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636495,319,12,2,47,33,46yo78zak2j7kaxc5ak1fnm60,1,2.5,51.5,2025-05-11T15:36:00.164Z,2025-05-11T15:36:01Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5720925991,140,17.0,5720926015,15,,5720925997,213,6.27,5720925989,56,Back,5720925993,141,51.2,5720925995,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636715,320,12,2,47,34,46yo78zak2j7kaxc5ak1fnm60,1,17.0,51.2,2025-05-11T15:36:01.541Z,2025-05-11T15:36:14Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5720927061,141,50.0,5720927065,213,6.23,5720927063,212,16.5,5720927059,140,32.7,5720927057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636609,535,1,2,47,36,93ohqui2qgqm8408viwmm1ken,1,64.3,59.6,2025-05-11T15:36:03.923Z,2025-05-11T15:36:06Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5720926519,213,1.39,5720926515,141,69.1,5720926517,212,6.6,5720926507,56,Center,5720926511,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636637,536,1,2,47,39,93ohqui2qgqm8408viwmm1ken,1,66.6,72.3,2025-05-11T15:36:06.787Z,2025-05-11T15:36:09Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5720926649,213,0.90,5720926641,56,Left,5720926645,141,92.9,5720926643,140,77.1,5720926647,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636667,537,1,2,47,41,93ohqui2qgqm8408viwmm1ken,0,75.1,91.1,2025-05-11T15:36:09.092Z,2025-05-11T15:36:11Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720926795,2,,5720926807,213,5.25,5720926799,56,Center,5720926803,141,45.1,5720926805,212,36.5,5720926801,140,93.0,5720926797,155,,5720926809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636727,321,12,2,47,46,46yo78zak2j7kaxc5ak1fnm60,1,7.1,55.1,2025-05-11T15:36:13.580Z,2025-05-11T15:36:18Z,cxq6miltbekjrfil30uuo0tn8,A. Fisic,,,5720927301,167,,5720927163,56,Back,5720927169,140,0.0,5720927183,213,2.57,5720927173,141,63.3,5720927205,15,,5720927179,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636743,322,6,2,47,47,46yo78zak2j7kaxc5ak1fnm60,0,0.0,62.8,2025-05-11T15:36:14.371Z,2025-05-11T15:36:45Z,cxq6miltbekjrfil30uuo0tn8,A. Fisic,,,5720927389,233,538,5720927319,56,Back,5720927321,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813636711,538,6,2,47,47,93ohqui2qgqm8408viwmm1ken,1,100.0,37.2,2025-05-11T15:36:14.371Z,2025-05-11T15:36:44Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720927223,56,Center,5720927227,75,,5720927345,233,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813637399,539,1,2,48,24,93ohqui2qgqm8408viwmm1ken,1,99.5,0.5,2025-05-11T15:36:51.891Z,2025-05-11T15:38:36Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5720930817,224,,5720930825,212,52.6,5720930813,6,,5720930819,56,Center,5720930811,2,,5720930827,213,1.90,5720930815,155,,5720930823,141,73.6,5720930829,1,,5720930821,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638753,546,44,2,48,26,93ohqui2qgqm8408viwmm1ken,1,91.2,57.2,2025-05-11T15:36:53.558Z,2025-05-11T15:44:35Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5720940093,233,333,5720938311,56,Center,5720938315,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638693,333,44,2,48,26,46yo78zak2j7kaxc5ak1fnm60,0,8.8,42.8,2025-05-11T15:36:53.559Z,2025-05-11T15:44:35Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5720940133,233,546,5720937995,285,,5720937993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813638785,547,61,2,48,27,93ohqui2qgqm8408viwmm1ken,1,85.8,44.0,2025-05-11T15:36:54.413Z,2025-05-11T15:41:54Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5720938467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813637321,324,43,2,48,29,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-11T15:36:56.309Z,2025-05-11T15:37:30Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5720930395,56,Back,5720933011,144,12,5720930399,141,24.7,5720930401,212,24.8,5720930397,140,19.5,5720930433,15,0,5720930403,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813637417,540,1,2,48,30,93ohqui2qgqm8408viwmm1ken,0,79.2,75.9,2025-05-11T15:36:58.139Z,2025-05-12T09:58:04Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5720930991,140,90.5,5720930987,155,,5720930997,213,5.47,5720930989,56,Center,5720930985,2,,5720930995,212,17.2,5720930993,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813637421,541,44,2,48,31,93ohqui2qgqm8408viwmm1ken,0,89.6,49.2,2025-05-11T15:36:59.036Z,2025-05-12T09:58:08Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5720933375,233,323,5720931021,56,Center,5720931023,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813637305,323,44,2,48,31,46yo78zak2j7kaxc5ak1fnm60,1,10.4,50.8,2025-05-11T15:36:59.037Z,2025-05-12T09:58:19Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5720933391,233,541,5720930307,285,,5720930305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813637507,665,16,2,48,33,46yo78zak2j7kaxc5ak1fnm60,1,9.7,43.6,2025-05-11T15:37:01.036Z,2025-05-12T09:58:59Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5723209221,472,540,5720934173,230,98.9,5720933065,15,,5720931451,17,,5720934159,80,,5720933079,375,48:33.215,5723208407,28,,5720934171,103,12.0,5723209215,280,OWN_GOAL,5720931453,56,Center,5720934175,231,5723209219,282,93ohqui2qgqm8408viwmm1ken,5720933061,25,,5720933075,374,2025-05-11 16:37:00.371,5720934169,102,5723209217,281,7hugqbtot3c8fmxtfqld9l15g,,,,,,,,,51.8,46.0,
2813638263,325,1,2,49,31,46yo78zak2j7kaxc5ak1fnm60,1,49.9,49.7,2025-05-11T15:37:58.374Z,2025-05-11T15:37:59Z,cxq6miltbekjrfil30uuo0tn8,A. Fisic,,,5720935651,213,2.68,5720935645,140,29.9,5720935643,56,Back,5720935649,212,23.5,5720935653,279,G,5720935647,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
