id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2796128665,397,1,1,39,45,czkf5t3ai00ghwbga03i5aqxw,1,84.8,8.8,2025-04-05T13:40:19.173Z,2025-04-05T13:41:12Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,1.0,,5624545005,140,93.3,5624545011,213,6.02,5624549553,210,15,5624545003,56,Right,5624545009,212,9.3,5624545007,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796128677,398,15,1,39,51,czkf5t3ai00ghwbga03i5aqxw,1,76.8,42.4,2025-04-05T13:40:24.979Z,2025-04-05T13:41:12Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624549609,102,50.3,5624549601,78,,5624549615,146,81.6,5624549621,231,51.4,5624549603,29,,5624549613,215,,5624549643,233,404,5624549611,103,19,5624545049,18,,5624549605,55,5624545047,22,,5624549617,147,44.0,5624549619,230,99.0,5624549599,72,,5624545051,56,5624548615,82,397,Center,,,,,,,
2796128715,404,10,1,39,51,4jg5vd59i24chckyua90dr1lg,1,18.4,56.0,2025-04-05T13:40:25.079Z,2025-04-05T13:43:09Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624549665,233,398,5624545267,94,,5624545269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796128773,405,61,1,39,56,4jg5vd59i24chckyua90dr1lg,1,27.2,52.7,2025-04-05T13:40:29.302Z,2025-04-05T13:44:26Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5624545533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131905,413,61,1,39,57,czkf5t3ai00ghwbga03i5aqxw,1,72.7,51.1,2025-04-05T13:40:30.591Z,2025-04-05T13:43:30Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5624561581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796128797,406,43,1,39,57,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T13:40:30.715Z,2025-04-05T13:43:13Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5624545625,56,Back,5624560517,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796128887,407,1,1,39,58,4jg5vd59i24chckyua90dr1lg,0,26.7,59.0,2025-04-05T13:40:31.818Z,2025-04-05T13:40:35Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624546013,140,66.1,5624546017,212,52.2,5624546019,213,5.63,5624546011,56,Right,5624546015,141,12.2,5624546009,157,,5624546021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129045,399,1,1,40,4,czkf5t3ai00ghwbga03i5aqxw,1,36.7,86.3,2025-04-05T13:40:37.242Z,2025-04-05T13:40:42Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624546811,212,26.9,5624546805,56,Back,5624546807,140,33.0,5624546813,213,4.57,5624546809,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129089,400,1,1,40,9,czkf5t3ai00ghwbga03i5aqxw,0,37.5,43.3,2025-04-05T13:40:42.564Z,2025-04-05T13:40:46Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624547029,56,Center,5624547031,140,82.1,5624547027,155,,5624547037,213,6.07,5624547039,1,,5624547033,141,28.3,5624547035,212,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129093,408,61,1,40,12,4jg5vd59i24chckyua90dr1lg,1,14.7,74.4,2025-04-05T13:40:46.171Z,2025-04-05T13:40:46Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624547057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129149,410,1,1,40,14,4jg5vd59i24chckyua90dr1lg,1,8.0,68.1,2025-04-05T13:40:47.931Z,2025-04-05T13:40:49Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624547323,213,1.37,5624547321,212,9.9,5624547313,56,Back,5624547319,141,82.3,5624547317,140,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129183,411,1,1,40,16,4jg5vd59i24chckyua90dr1lg,1,9.8,85.3,2025-04-05T13:40:49.595Z,2025-04-05T13:40:51Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624547495,212,11.8,5624547489,56,Back,5624547493,141,90.5,5624547497,213,0.30,5624547491,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129247,412,1,1,40,18,4jg5vd59i24chckyua90dr1lg,1,22.2,87.7,2025-04-05T13:40:51.731Z,2025-04-05T13:40:55Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5624547881,213,3.53,5624547879,212,16.0,5624547877,141,78.8,5624547873,56,Back,5624547875,140,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129267,413,1,1,40,21,4jg5vd59i24chckyua90dr1lg,0,8.1,78.8,2025-04-05T13:40:54.675Z,2025-04-05T13:41:03Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624548007,56,Back,5624548013,212,32.9,5624548009,140,39.1,5624548015,213,0.16,5624548005,155,,5624548011,141,86.3,5624548017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129283,401,43,1,40,23,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T13:40:56.637Z,2025-04-05T13:41:00Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624548411,144,8,5624548087,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129305,414,4,1,40,24,4jg5vd59i24chckyua90dr1lg,1,38.8,84.0,2025-04-05T13:40:57.531Z,2025-04-05T13:51:01Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5624548213,56,Back,5624548333,233,402,5624548215,152,,5624548211,13,,5624548217,265,,5624548219,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129319,402,4,1,40,24,czkf5t3ai00ghwbga03i5aqxw,0,61.2,16.0,2025-04-05T13:40:57.532Z,2025-04-05T13:51:01Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624548301,13,,5624548309,152,,5624548353,233,414,5624548313,265,,5624548319,285,,5624548305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129775,415,1,1,40,46,4jg5vd59i24chckyua90dr1lg,1,37.1,81.5,2025-04-05T13:41:20.051Z,2025-04-05T13:41:23Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624550553,155,,5624550563,141,8.5,5624550561,140,50.1,5624550551,5,,5624550557,152,,5624550559,56,Right,5624550571,1,,5624550567,212,51.5,5624550569,213,4.98,5624550555,196,,,,,,,,,,,,,,,,,,,,,,,,,
2796129821,416,1,1,40,49,4jg5vd59i24chckyua90dr1lg,1,49.8,8.3,2025-04-05T13:41:22.995Z,2025-04-05T13:41:26Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624550823,56,Back,5624550825,140,44.2,5624550831,213,2.14,5624550829,212,10.9,5624550827,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129861,417,1,1,40,52,4jg5vd59i24chckyua90dr1lg,1,41.9,24.6,2025-04-05T13:41:25.891Z,2025-04-05T13:41:28Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624551019,213,1.97,5624551005,56,Back,5624551011,141,53.6,5624551015,212,21.4,5624551007,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129887,418,1,1,40,55,4jg5vd59i24chckyua90dr1lg,1,28.1,53.7,2025-04-05T13:41:28.251Z,2025-04-05T13:41:30Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624551153,213,1.52,5624551143,140,28.7,5624551149,212,13.3,5624551147,141,73.3,5624551141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129925,419,1,1,40,56,4jg5vd59i24chckyua90dr1lg,1,30.2,73.3,2025-04-05T13:41:29.987Z,2025-04-05T13:41:32Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624551365,212,10.8,5624551367,213,4.21,5624551359,56,Back,5624551361,140,25.2,5624551363,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796129989,420,1,1,40,59,4jg5vd59i24chckyua90dr1lg,1,28.0,56.0,2025-04-05T13:41:32.211Z,2025-04-05T13:41:36Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624551685,140,30.0,5624551683,56,Back,5624551691,213,4.81,5624551687,141,23.0,5624551689,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130021,421,1,1,41,2,4jg5vd59i24chckyua90dr1lg,1,32.5,21.0,2025-04-05T13:41:36.115Z,2025-04-05T13:41:38Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624551851,212,17.1,5624551849,141,6.1,5624551847,140,45.6,5624551845,56,Back,5624551853,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130041,422,3,1,41,5,4jg5vd59i24chckyua90dr1lg,0,46.6,10.0,2025-04-05T13:41:38.475Z,2025-04-05T13:54:55Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5624551923,56,Back,5624551925,286,,5624553973,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130033,404,7,1,41,5,czkf5t3ai00ghwbga03i5aqxw,1,53.4,90.0,2025-04-05T13:41:38.476Z,2025-04-05T13:54:55Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624553947,233,422,5624551883,56,Left,5624551885,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130095,405,1,1,41,8,czkf5t3ai00ghwbga03i5aqxw,1,67.1,95.3,2025-04-05T13:41:41.817Z,2025-04-05T13:41:59Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624552247,213,6.18,5624552241,140,68.4,5624552243,141,95.1,5624552237,168,,5624552239,56,Left,5624552245,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130167,407,4,1,41,12,czkf5t3ai00ghwbga03i5aqxw,1,70.2,83.8,2025-04-05T13:41:45.314Z,2025-04-05T13:41:49Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624552599,13,,5624552681,233,423,5624552603,152,,5624552607,286,,5624552601,56,Left,5624552605,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130153,423,4,1,41,12,4jg5vd59i24chckyua90dr1lg,0,29.8,16.2,2025-04-05T13:41:45.315Z,2025-04-05T13:42:36Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624552737,233,407,5624552567,13,,5624552571,152,,5624552569,56,Back,5624552573,265,,5624552575,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130203,424,43,1,41,14,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T13:41:47.395Z,2025-04-05T13:41:52Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624552787,56,Back,5624553259,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796130239,425,43,1,41,15,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T13:41:48.739Z,2025-04-05T13:41:51Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624553171,144,56,5624552927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131333,408,1,1,42,19,czkf5t3ai00ghwbga03i5aqxw,0,70.3,86.9,2025-04-05T13:42:53.162Z,2025-04-05T13:42:54Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624558733,140,88.3,5624558715,155,,5624558729,56,Center,5624558721,152,,5624558713,5,,5624558755,213,5.57,5624558749,212,25.0,5624558711,2,,5624558741,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131389,426,12,1,42,23,4jg5vd59i24chckyua90dr1lg,1,9.8,40.3,2025-04-05T13:42:56.692Z,2025-04-05T13:42:57Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624559025,56,Back,5624559033,213,5.00,5624559031,212,22.9,5624559029,141,7.9,5624559027,140,15.9,5624559051,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131475,409,1,1,42,23,czkf5t3ai00ghwbga03i5aqxw,1,75.1,89.0,2025-04-05T13:42:57.195Z,2025-04-05T13:43:19Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,1.0,,5624559429,140,67.6,5624559431,141,77.8,5624559427,56,Center,5624561075,210,13,5624559435,213,3.91,5624559433,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131495,410,3,1,42,28,czkf5t3ai00ghwbga03i5aqxw,1,73.8,70.4,2025-04-05T13:43:01.532Z,2025-04-05T13:55:01Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624559529,56,Center,5624559531,286,,5624559579,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131485,427,45,1,42,28,4jg5vd59i24chckyua90dr1lg,0,26.2,29.6,2025-04-05T13:43:01.532Z,2025-04-05T13:55:01Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624559751,233,410,5624559493,56,Back,5624559495,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131503,411,13,1,42,28,czkf5t3ai00ghwbga03i5aqxw,1,72.8,68.9,2025-04-05T13:43:01.827Z,2025-04-05T13:56:20Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624559559,56,Center,5624559557,18,,5624561123,230,98.0,5624561103,29,,5624561121,215,,5624561113,55,409,5624561125,231,50.7,5624561119,103,72.2,5624559835,20,,5624561117,102,5624561099,74,,5624561091,24,,,,,,,,,,,,44.4,,,,,,,,
2796131553,412,5,1,42,29,czkf5t3ai00ghwbga03i5aqxw,0,101.3,43.6,2025-04-05T13:43:02.925Z,2025-04-05T13:45:05Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624559895,233,428,5624559801,346,,5624559799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131509,428,5,1,42,29,4jg5vd59i24chckyua90dr1lg,1,-1.3,56.4,2025-04-05T13:43:02.925Z,2025-04-05T13:45:04Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624559827,233,412,5624559589,56,Back,5624559591,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796131885,429,1,1,42,49,4jg5vd59i24chckyua90dr1lg,1,4.8,49.3,2025-04-05T13:43:22.732Z,2025-04-05T13:43:24Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624561511,56,Back,5624561519,213,5.19,5624561517,212,17.5,5624561513,140,12.5,5624561509,124,,5624561515,141,26.5,5624561523,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132021,430,1,1,42,51,4jg5vd59i24chckyua90dr1lg,1,7.7,28.3,2025-04-05T13:43:24.220Z,2025-04-05T13:43:30Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624562195,141,49.6,5624562193,140,3.2,5624562197,212,15.2,5624562199,213,1.89,5624562191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132093,431,1,1,42,57,4jg5vd59i24chckyua90dr1lg,1,5.8,54.3,2025-04-05T13:43:30.341Z,2025-04-05T13:43:34Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624562575,212,12.9,5624562573,141,73.3,5624562577,213,1.52,5624562571,140,6.4,5624562569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132121,432,1,1,43,0,4jg5vd59i24chckyua90dr1lg,0,10.8,83.2,2025-04-05T13:43:33.917Z,2025-04-05T13:43:35Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624562727,1,,5624562711,157,,5624562719,141,80.9,5624562717,140,46.4,5624562725,213,6.24,5624562715,56,Back,5624562723,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132145,414,1,1,43,3,czkf5t3ai00ghwbga03i5aqxw,0,44.4,25.0,2025-04-05T13:43:36.804Z,2025-04-05T13:43:37Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624562843,140,73.6,5624562847,212,31.0,5624562849,213,0.16,5624562841,56,Center,5624562853,1,,5624562845,141,32.2,5624562839,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132221,433,1,1,43,4,4jg5vd59i24chckyua90dr1lg,1,29.4,77.3,2025-04-05T13:43:37.933Z,2025-04-05T13:43:42Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624563263,141,57.8,5624563259,56,Back,5624563267,213,5.10,5624563261,140,34.5,5624563265,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132289,434,1,1,43,8,4jg5vd59i24chckyua90dr1lg,1,38.1,54.0,2025-04-05T13:43:42.156Z,2025-04-05T13:43:48Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624563671,213,4.85,5624563667,141,17.9,5624563669,212,24.8,5624563665,140,41.3,5624563663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132311,435,1,1,43,14,4jg5vd59i24chckyua90dr1lg,1,49.8,38.5,2025-04-05T13:43:48.173Z,2025-04-05T13:49:28Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624563791,141,51.0,5624563789,140,46.0,5624563787,56,Back,5624563793,212,9.4,5624563795,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132383,436,1,1,43,16,4jg5vd59i24chckyua90dr1lg,1,46.8,56.1,2025-04-05T13:43:49.932Z,2025-04-05T13:43:54Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624564139,212,28.9,5624564137,141,92.4,5624564133,56,Left,5624564143,213,1.02,5624564135,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132461,437,1,1,43,21,4jg5vd59i24chckyua90dr1lg,1,62.5,91.7,2025-04-05T13:43:54.780Z,2025-04-05T13:43:58Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624564491,56,Back,5624564501,213,3.56,5624564497,141,79.3,5624564499,212,20.9,5624564495,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132531,438,1,1,43,25,4jg5vd59i24chckyua90dr1lg,1,50.6,85.4,2025-04-05T13:43:58.317Z,2025-04-05T13:44:01Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624564863,212,10.0,5624564859,141,81.5,5624564867,213,6.02,5624564851,56,Left,5624564855,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132559,439,1,1,43,28,4jg5vd59i24chckyua90dr1lg,1,59.8,85.6,2025-04-05T13:44:01.428Z,2025-04-05T13:50:26Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624565003,56,Left,5624565007,141,91.1,5624565009,212,4.1,5624565005,140,58.2,5624565011,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132569,440,1,1,43,28,4jg5vd59i24chckyua90dr1lg,1,58.2,91.1,2025-04-05T13:44:01.716Z,2025-04-05T13:46:58Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624565071,213,3.97,5624565069,212,6.4,5624565067,141,84.2,5624565065,140,54.1,5624565063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132583,441,1,1,43,29,4jg5vd59i24chckyua90dr1lg,0,54.1,84.2,2025-04-05T13:44:02.236Z,2025-04-05T13:46:56Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624565115,212,6.9,5624565109,56,Left,5624565113,141,83.8,5624565117,213,6.24,5624565111,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132567,415,8,1,43,30,czkf5t3ai00ghwbga03i5aqxw,1,38.3,20.3,2025-04-05T13:44:03.209Z,2025-04-05T13:46:47Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5624565059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132621,416,43,1,43,31,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T13:44:04.594Z,2025-04-05T13:46:45Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624565287,212,18.9,5624565289,213,0.40,5624565281,56,Center,5624565283,140,59.9,5624581301,144,1,5624565285,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132723,442,1,1,43,33,4jg5vd59i24chckyua90dr1lg,1,57.6,76.6,2025-04-05T13:44:06.548Z,2025-04-05T13:44:10Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624565795,140,48.9,5624565801,213,3.87,5624565793,56,Back,5624565799,212,12.2,5624565797,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132815,443,1,1,43,37,4jg5vd59i24chckyua90dr1lg,0,59.3,54.9,2025-04-05T13:44:10.733Z,2025-04-05T13:44:13Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624566123,141,22.2,5624566121,140,100.0,5624566129,1,,5624566127,213,5.81,5624566125,212,49.0,5624566117,155,,5624566119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132827,417,56,1,43,39,czkf5t3ai00ghwbga03i5aqxw,1,2.8,82.7,2025-04-05T13:44:12.403Z,2025-04-05T13:44:21Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624566173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132937,418,5,1,43,40,czkf5t3ai00ghwbga03i5aqxw,1,-1.4,76.0,2025-04-05T13:44:13.642Z,2025-04-05T13:45:05Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624566677,346,,5624566675,56,Back,5624566865,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796132867,444,5,1,43,40,4jg5vd59i24chckyua90dr1lg,0,101.4,24.0,2025-04-05T13:44:13.642Z,2025-04-05T13:45:05Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624566355,346,,5624566731,233,418,5624566353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133573,419,1,1,44,9,czkf5t3ai00ghwbga03i5aqxw,1,4.6,43.0,2025-04-05T13:44:43.152Z,2025-04-05T13:44:47Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5624570037,1,,5624570031,141,26.1,5624570027,56,Center,5624570029,140,60.6,5624570033,212,59.9,5624570041,74,,5624570035,213,6.09,5624570025,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133587,420,44,1,44,13,czkf5t3ai00ghwbga03i5aqxw,1,53.1,26.7,2025-04-05T13:44:47.194Z,2025-04-05T15:00:05Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624570129,56,Center,5624570197,233,445,5624570131,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133593,445,44,1,44,13,4jg5vd59i24chckyua90dr1lg,0,46.9,73.3,2025-04-05T13:44:47.195Z,2025-04-05T15:00:05Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624570155,56,Back,5624570275,285,,5624570269,233,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133647,421,1,1,44,14,czkf5t3ai00ghwbga03i5aqxw,1,60.6,26.1,2025-04-05T13:44:47.466Z,2025-04-05T13:45:18Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624570441,212,16.9,5624570435,56,Back,5624570443,213,2.62,5624573143,156,,5624570439,141,38.5,5624570437,140,46.6,5624570431,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133683,422,1,1,44,16,czkf5t3ai00ghwbga03i5aqxw,1,46.6,38.5,2025-04-05T13:44:49.433Z,2025-04-05T13:44:51Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624570635,212,17.0,5624570633,141,47.0,5624570629,56,Center,5624570631,140,61.8,5624570637,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133691,423,1,1,44,17,czkf5t3ai00ghwbga03i5aqxw,1,61.8,47.0,2025-04-05T13:44:51.154Z,2025-04-05T13:44:52Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624570725,156,,5624570683,212,18.6,5624570685,213,1.54,5624570681,141,74.4,5624570677,56,Center,5624570679,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796133791,424,1,1,44,21,czkf5t3ai00ghwbga03i5aqxw,1,67.9,74.4,2025-04-05T13:44:54.290Z,2025-04-05T13:44:57Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624571171,56,Center,5624571179,213,0.04,5624571177,212,11.1,5624571173,140,78.5,5624571175,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
