id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2809539467,429,56,1,39,1,durq4oppf7c08tnbzrlebt0uz,1,26.3,92.4,2025-05-03T16:09:46.966Z,2025-05-03T16:09:53Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698394593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539473,345,5,1,39,2,6i936isoyj6d0uuxdj537uc97,0,68.8,-1.6,2025-05-03T16:09:47.911Z,2025-05-03T16:09:51Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5698394625,56,Right,5698394721,233,430,5698394627,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539485,430,5,1,39,2,durq4oppf7c08tnbzrlebt0uz,1,31.2,101.6,2025-05-03T16:09:47.911Z,2025-05-03T16:24:11Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698394715,233,345,5698394697,56,Back,5698394699,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539791,431,1,1,39,22,durq4oppf7c08tnbzrlebt0uz,0,37.8,100.0,2025-05-03T16:10:07.940Z,2025-05-03T16:10:09Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698396357,213,5.67,5698396351,140,48.0,5698396353,141,90.8,5698396347,107,,5698396349,56,Back,5698396355,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539811,346,1,1,39,25,6i936isoyj6d0uuxdj537uc97,0,48.8,6.1,2025-05-03T16:10:10.511Z,2025-05-03T16:10:11Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698396497,140,60.7,5698396493,3,,5698396499,141,11.0,5698396503,213,0.26,5698396501,212,12.9,5698396495,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539825,432,1,1,39,26,durq4oppf7c08tnbzrlebt0uz,1,39.0,88.9,2025-05-03T16:10:12.021Z,2025-05-03T16:10:13Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698396609,212,6.2,5698396607,141,91.5,5698396603,56,Back,5698396611,213,2.85,5698396605,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539843,433,1,1,39,28,durq4oppf7c08tnbzrlebt0uz,0,35.7,90.8,2025-05-03T16:10:13.253Z,2025-05-03T16:10:15Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698396701,141,73.9,5698396703,212,38.6,5698396707,1,,5698396695,157,,5698396697,56,Center,5698396699,140,70.8,5698396705,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539861,347,12,1,39,31,6i936isoyj6d0uuxdj537uc97,1,26.0,18.0,2025-05-03T16:10:16.862Z,2025-05-03T16:10:18Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698396813,56,Back,5698396817,141,18.9,5698396819,212,9.2,5698396815,140,34.7,5698396821,213,0.07,5698396869,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539877,348,83,1,39,33,6i936isoyj6d0uuxdj537uc97,0,26.4,18.6,2025-05-03T16:10:18.973Z,2025-05-03T16:10:24Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5698397261,399,30117qloj2vhnxq4djfktp7u1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539899,434,4,1,39,35,durq4oppf7c08tnbzrlebt0uz,1,69.8,76.1,2025-05-03T16:10:20.486Z,2025-05-03T16:24:14Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5698397201,233,349,5698397087,13,,5698397089,295,,5698397093,152,,5698397091,56,Center,5698397095,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809539911,349,4,1,39,35,6i936isoyj6d0uuxdj537uc97,0,30.2,23.9,2025-05-03T16:10:20.487Z,2025-05-03T16:24:15Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5698397177,285,,5698397173,56,Back,5698397171,295,,5698397233,233,434,5698397175,152,,5698397169,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540277,435,1,1,40,3,durq4oppf7c08tnbzrlebt0uz,0,69.0,76.0,2025-05-03T16:10:48.758Z,2025-05-03T16:10:50Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698399429,140,89.5,5698399421,5,,5698399423,155,,5698399427,56,Center,5698399435,213,5.33,5698399437,1,,5698399431,141,31.8,5698399433,212,37.0,5698399425,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540333,350,12,1,40,6,6i936isoyj6d0uuxdj537uc97,1,7.7,71.7,2025-05-03T16:10:51.119Z,2025-05-03T16:10:55Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698399795,213,1.08,5698399779,56,Back,5698399841,167,,5698399793,212,22.7,5698399789,141,100.0,5698399783,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540335,351,5,1,40,9,6i936isoyj6d0uuxdj537uc97,0,16.7,101.3,2025-05-03T16:10:54.133Z,2025-05-03T16:24:12Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698399797,56,Back,5698399799,347,,5698399869,233,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540327,436,5,1,40,9,durq4oppf7c08tnbzrlebt0uz,1,83.3,-1.3,2025-05-03T16:10:54.133Z,2025-05-03T16:24:12Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698399755,347,,5698399859,233,351,5698399753,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540483,437,1,1,40,21,durq4oppf7c08tnbzrlebt0uz,1,83.2,0.0,2025-05-03T16:11:06.100Z,2025-05-03T16:11:07Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698400657,212,8.7,5698400653,140,77.3,5698400651,56,Right,5698400659,213,2.36,5698400655,141,7.4,5698400649,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540507,438,1,1,40,22,durq4oppf7c08tnbzrlebt0uz,1,77.3,7.4,2025-05-03T16:11:07.237Z,2025-05-03T16:11:09Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698400799,141,4.4,5698400803,212,5.3,5698400797,140,82.0,5698400805,213,5.89,5698400795,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540515,439,1,1,40,23,durq4oppf7c08tnbzrlebt0uz,0,80.0,4.3,2025-05-03T16:11:08.868Z,2025-05-03T16:15:22Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698400957,286,,5698400951,236,,5698400953,233,352,5698400841,213,1.14,5698400839,212,0.7,5698400837,141,5.3,5698400833,56,Right,5698400835,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540529,352,74,1,40,23,6i936isoyj6d0uuxdj537uc97,1,20.1,92.9,2025-05-03T16:11:08.869Z,2025-05-03T16:24:19Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5698400919,285,,5698400917,56,Back,5698400963,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540567,440,1,1,40,28,durq4oppf7c08tnbzrlebt0uz,1,51.5,38.2,2025-05-03T16:11:13.429Z,2025-05-03T16:11:15Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698401135,212,22.8,5698401133,141,70.3,5698401131,140,57.7,5698401137,213,1.28,5698401129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540597,441,1,1,40,29,durq4oppf7c08tnbzrlebt0uz,1,57.7,70.3,2025-05-03T16:11:14.868Z,2025-05-03T16:11:18Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5698401347,213,5.72,5698401341,140,62.6,5698401343,141,65.5,5698401339,56,Center,5698401345,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540633,442,1,1,40,32,durq4oppf7c08tnbzrlebt0uz,1,64.2,78.2,2025-05-03T16:11:17.878Z,2025-05-03T16:11:20Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698401567,213,0.63,5698401563,141,88.0,5698401561,140,72.9,5698401565,212,11.3,5698401559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540661,443,1,1,40,35,durq4oppf7c08tnbzrlebt0uz,0,75.0,88.1,2025-05-03T16:11:20.756Z,2025-05-03T16:15:43Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5698401697,141,88.7,5698401693,56,Left,5698401699,212,5.2,5698401701,213,0.08,5698401695,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540651,353,8,1,40,37,6i936isoyj6d0uuxdj537uc97,1,21.2,8.6,2025-05-03T16:11:22.173Z,2025-05-03T16:11:22Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698401645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540681,354,5,1,40,37,6i936isoyj6d0uuxdj537uc97,0,18.2,-1.6,2025-05-03T16:11:23.054Z,2025-05-03T16:11:26Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5698401769,347,,5698401833,233,444,5698401765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540685,444,5,1,40,37,durq4oppf7c08tnbzrlebt0uz,1,81.8,101.6,2025-05-03T16:11:23.054Z,2025-05-03T16:24:12Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5698401809,347,,5698401807,56,Left,5698401827,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540735,445,1,1,40,42,durq4oppf7c08tnbzrlebt0uz,1,80.7,100.0,2025-05-03T16:11:27.604Z,2025-05-03T16:11:29Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698402129,56,Left,5698402133,141,94.4,5698402127,107,,5698402131,140,73.2,5698402137,213,3.68,5698402135,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540785,446,1,1,40,44,durq4oppf7c08tnbzrlebt0uz,0,72.1,84.5,2025-05-03T16:11:29.301Z,2025-05-03T16:11:31Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5698402353,213,5.21,5698402351,212,32.2,5698402345,56,Center,5698402347,140,86.8,5698402343,155,,5698402341,2,,5698402349,141,43.0,5698402355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540867,355,12,1,40,47,6i936isoyj6d0uuxdj537uc97,1,12.3,60.3,2025-05-03T16:11:32.877Z,2025-05-03T16:18:58Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5698402771,213,1.36,5698402765,140,13.5,5698402769,212,6.1,5698433095,15,,5698402767,141,69.1,5698402763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809546453,394,61,1,40,48,6i936isoyj6d0uuxdj537uc97,0,14.0,66.6,2025-05-03T16:11:33.071Z,2025-05-03T16:19:04Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698434417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809546511,395,51,1,40,49,6i936isoyj6d0uuxdj537uc97,1,14.0,66.6,2025-05-03T16:11:34.071Z,2025-05-03T16:19:16Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698435013,169,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540851,447,1,1,40,49,durq4oppf7c08tnbzrlebt0uz,1,84.3,29.8,2025-05-03T16:11:34.805Z,2025-05-03T16:11:52Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,1.0,5698403981,210,15,5698402635,56,Center,5698402639,141,36.4,5698402637,140,86.4,5698402633,3,,5698403985,154,,5698402643,212,5.0,5698402647,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540857,448,15,1,40,50,durq4oppf7c08tnbzrlebt0uz,1,88.3,41.9,2025-05-03T16:11:35.589Z,2025-05-03T16:19:40Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5698403623,160,,5698404001,29,,5698404003,154,,5698404013,146,90.1,5698404011,103,19,5698436549,17,,5698403627,20,,5698435319,468,395,5698404015,147,43.3,5698404009,102,51.3,5698404017,230,5698404019,231,48.2,5698404047,233,356,5698404005,55,5698402681,56,5698403637,82,447,99.8,5698403999,78,,,,,,,Center,,,,,,
2809540877,356,10,1,40,50,6i936isoyj6d0uuxdj537uc97,1,11.8,61.9,2025-05-03T16:11:35.689Z,2025-05-03T16:25:15Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5698404067,233,448,5698402817,56,Back,5698402815,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540871,449,61,1,40,52,durq4oppf7c08tnbzrlebt0uz,0,86.7,28.3,2025-05-03T16:11:37.269Z,2025-05-03T16:11:37Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698402793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540951,358,1,1,40,55,6i936isoyj6d0uuxdj537uc97,1,24.8,76.9,2025-05-03T16:11:40.222Z,2025-05-03T16:11:43Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698403257,56,Back,5698403259,140,25.7,5698403261,141,95.6,5698403263,212,12.8,5698403267,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540959,359,3,1,40,58,6i936isoyj6d0uuxdj537uc97,0,25.2,96.0,2025-05-03T16:11:43.551Z,2025-05-03T16:11:46Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698403315,285,,5698403405,233,450,5698403313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809540963,450,7,1,40,58,durq4oppf7c08tnbzrlebt0uz,1,74.8,4.0,2025-05-03T16:11:43.552Z,2025-05-03T16:11:47Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698403365,56,Right,5698403385,233,359,5698403361,167,,5698403369,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541017,360,5,1,40,59,6i936isoyj6d0uuxdj537uc97,1,26.9,101.0,2025-05-03T16:11:44.406Z,2025-05-03T16:24:12Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698403727,233,451,5698403663,56,Back,5698403665,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541001,451,5,1,40,59,durq4oppf7c08tnbzrlebt0uz,0,73.1,-1.0,2025-05-03T16:11:44.406Z,2025-05-03T16:24:13Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5698403581,56,Right,5698403583,347,,5698403777,233,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541277,361,1,1,41,20,6i936isoyj6d0uuxdj537uc97,0,23.8,100.0,2025-05-03T16:12:06.046Z,2025-05-03T16:12:08Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5698405331,140,54.7,5698405333,141,85.6,5698405327,107,,5698405337,213,5.97,5698405329,56,Left,5698405339,1,,5698405335,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541301,452,1,1,41,23,durq4oppf7c08tnbzrlebt0uz,1,42.6,19.4,2025-05-03T16:12:08.613Z,2025-05-03T16:12:10Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698405479,140,58.3,5698405485,213,0.23,5698405477,56,Center,5698405481,141,25.0,5698405483,212,16.9,5698405475,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541309,453,1,1,41,25,durq4oppf7c08tnbzrlebt0uz,1,58.3,25.0,2025-05-03T16:12:10.629Z,2025-05-03T16:12:11Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5698405525,140,49.8,5698405531,213,2.56,5698405535,156,,5698405529,212,10.7,5698405527,141,33.6,5698405523,56,Back,5698405521,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541349,454,1,1,41,27,durq4oppf7c08tnbzrlebt0uz,1,52.7,28.9,2025-05-03T16:12:12.581Z,2025-05-03T16:12:13Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698405757,213,5.16,5698405751,140,58.3,5698405753,141,11.1,5698405755,212,13.5,5698405749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541445,456,1,1,41,32,durq4oppf7c08tnbzrlebt0uz,1,60.9,4.1,2025-05-03T16:12:17.705Z,2025-05-03T16:12:20Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698406185,56,Back,5698406189,141,16.5,5698406193,213,2.68,5698406191,212,19.1,5698406187,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541513,457,1,1,41,35,durq4oppf7c08tnbzrlebt0uz,1,44.3,22.1,2025-05-03T16:12:20.373Z,2025-05-03T16:12:25Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698406587,213,1.45,5698406581,140,47.7,5698406583,141,64.9,5698406579,56,Back,5698406585,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541565,458,1,1,41,40,durq4oppf7c08tnbzrlebt0uz,1,58.5,76.0,2025-05-03T16:12:25.205Z,2025-05-03T16:12:29Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698406919,213,1.13,5698406913,140,64.4,5698406917,212,14.4,5698406915,141,95.1,5698406909,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541575,459,1,1,41,44,durq4oppf7c08tnbzrlebt0uz,1,69.0,93.6,2025-05-03T16:12:29.652Z,2025-05-03T16:12:31Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5698407017,140,61.2,5698407019,141,80.6,5698407015,56,Left,5698407023,213,3.97,5698407021,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541605,460,1,1,41,45,durq4oppf7c08tnbzrlebt0uz,1,59.8,79.1,2025-05-03T16:12:30.981Z,2025-05-03T16:12:33Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5698407205,140,62.0,5698407211,213,4.93,5698407207,141,63.4,5698407203,56,Center,5698407209,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541635,461,1,1,41,48,durq4oppf7c08tnbzrlebt0uz,1,66.5,55.5,2025-05-03T16:12:33.077Z,2025-05-03T16:12:36Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5698407399,213,4.75,5698407397,212,21.0,5698407391,56,Center,5698407393,140,67.3,5698407395,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541667,462,1,1,41,51,durq4oppf7c08tnbzrlebt0uz,1,67.9,22.1,2025-05-03T16:12:36.501Z,2025-05-03T16:12:39Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698407591,141,8.9,5698407597,212,17.4,5698407601,213,5.74,5698407587,140,82.1,5698407583,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541769,463,1,1,41,54,durq4oppf7c08tnbzrlebt0uz,1,81.6,11.4,2025-05-03T16:12:39.270Z,2025-05-03T16:12:45Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698408127,212,5.5,5698408121,56,Right,5698408123,140,84.0,5698408129,213,1.10,5698408125,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541777,464,50,1,42,0,durq4oppf7c08tnbzrlebt0uz,1,91.4,9.0,2025-05-03T16:12:45.366Z,2025-05-03T16:12:48Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5698408175,286,,5698408359,233,362,5698408173,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541807,362,7,1,42,0,6i936isoyj6d0uuxdj537uc97,1,8.6,91.0,2025-05-03T16:12:45.367Z,2025-05-03T16:12:48Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698408319,56,Back,5698408317,167,,5698408349,233,464,5698408321,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541833,363,5,1,42,0,6i936isoyj6d0uuxdj537uc97,0,10.2,101.6,2025-05-03T16:12:45.781Z,2025-05-03T16:24:13Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698408507,233,465,5698408433,347,,5698408431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541785,465,5,1,42,0,durq4oppf7c08tnbzrlebt0uz,1,89.8,-1.6,2025-05-03T16:12:45.781Z,2025-05-03T16:24:13Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5698408199,56,Right,5698408201,347,,5698408455,233,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541913,466,1,1,42,8,durq4oppf7c08tnbzrlebt0uz,1,85.3,0.0,2025-05-03T16:12:53.413Z,2025-05-03T16:12:56Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5698408853,140,92.0,5698408851,56,Right,5698408857,212,9.1,5698408861,213,0.68,5698408849,107,,5698408855,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541923,364,45,1,42,11,6i936isoyj6d0uuxdj537uc97,0,9.8,91.1,2025-05-03T16:12:56.196Z,2025-05-03T16:48:56Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698408915,56,Back,5698409131,233,467,5698408917,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541949,467,3,1,42,11,durq4oppf7c08tnbzrlebt0uz,1,90.2,8.9,2025-05-03T16:12:56.196Z,2025-05-03T16:48:56Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698409099,233,364,5698409051,286,,5698409049,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541953,365,83,1,42,11,6i936isoyj6d0uuxdj537uc97,0,11.7,93.2,2025-05-03T16:12:56.222Z,2025-05-03T16:13:44Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5698411501,399,40l3vtezw1ofwk2occi4z5w45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809542599,374,83,1,42,12,6i936isoyj6d0uuxdj537uc97,0,14.7,70.8,2025-05-03T16:12:57.879Z,2025-05-03T16:14:02Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5698413141,399,40l3vtezw1ofwk2occi4z5w45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809541985,468,1,1,42,12,durq4oppf7c08tnbzrlebt0uz,0,94.8,19.4,2025-05-03T16:12:58.069Z,2025-05-03T16:12:59Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5698409175,140,97.8,5698409169,2,,5698409181,213,1.39,5698409173,56,Center,5698409171,155,,5698409177,141,44.3,5698409179,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809542047,366,11,1,42,19,6i936isoyj6d0uuxdj537uc97,0,2.2,51.8,2025-05-03T16:13:04.558Z,2025-05-03T16:13:04Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5698409573,88,,5698409571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809542315,369,1,1,42,37,6i936isoyj6d0uuxdj537uc97,0,21.5,35.2,2025-05-03T16:13:22.222Z,2025-05-03T16:13:26Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5698411063,213,6.04,5698411061,212,52.6,5698411053,198,,5698411051,157,,5698411057,140,70.2,5698411059,141,16.8,5698411055,56,Right,5698411065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809542319,469,12,1,42,40,durq4oppf7c08tnbzrlebt0uz,1,24.6,77.9,2025-05-03T16:13:25.621Z,2025-05-03T16:13:27Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5698411079,213,1.13,5698411077,212,12.7,5698411073,140,29.7,5698411071,56,Back,5698411087,15,,5698411075,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
