id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/9/value,qualifier/15/value
2815049723,431,1,2,47,4,spvvjmk37iid7hsky9g3nce7,1,67.3,88.6,2025-05-15T18:07:11.878Z,2025-05-15T18:11:58Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728871619,56,Back,5728871625,212,19.7,5728871627,213,3.07,5728871621,140,48.6,5728871623,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049743,432,1,2,47,8,spvvjmk37iid7hsky9g3nce7,1,53.7,94.6,2025-05-15T18:07:15.878Z,2025-05-15T18:12:17Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728871719,56,Back,5728871727,213,3.45,5728871725,212,30.7,5728871721,140,25.9,5728871723,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049749,433,59,2,47,9,spvvjmk37iid7hsky9g3nce7,1,25.1,79.1,2025-05-15T18:07:17.494Z,2025-05-15T18:07:27Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5728871759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049751,434,1,2,47,10,spvvjmk37iid7hsky9g3nce7,0,25.1,79.1,2025-05-15T18:07:18.231Z,2025-05-15T18:07:59Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5728871781,1,,5728871777,212,36.0,5728871769,157,,5728871773,140,56.4,5728871771,56,Left,5728871775,141,100.0,5728871779,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049753,435,5,2,47,11,spvvjmk37iid7hsky9g3nce7,0,57.0,100.9,2025-05-15T18:07:18.846Z,2025-05-15T18:43:33Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5728871825,233,482,5728871799,347,,5728871797,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049741,482,5,2,47,11,czkf5t3ai00ghwbga03i5aqxw,1,43.0,-0.9,2025-05-15T18:07:18.846Z,2025-05-15T18:08:01Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5728871713,56,Back,5728871813,233,435,5728871715,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049791,483,1,2,47,20,czkf5t3ai00ghwbga03i5aqxw,1,51.9,0.0,2025-05-15T18:07:27.862Z,2025-05-15T18:07:28Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728872085,213,1.15,5728872077,140,54.7,5728872081,212,7.2,5728872075,56,Right,5728872079,141,7.6,5728872073,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049809,484,1,2,47,21,czkf5t3ai00ghwbga03i5aqxw,1,54.7,8.8,2025-05-15T18:07:28.773Z,2025-05-15T18:07:30Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728872189,213,3.63,5728872185,141,3.8,5728872187,212,7.3,5728872181,56,Back,5728872183,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049821,485,1,2,47,23,czkf5t3ai00ghwbga03i5aqxw,1,48.3,4.6,2025-05-15T18:07:30.822Z,2025-05-15T18:07:33Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728872247,141,26.7,5728872245,140,17.9,5728872249,212,35.3,5728872251,213,2.70,5728872253,1,,5728872243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049843,486,1,2,47,25,czkf5t3ai00ghwbga03i5aqxw,1,18.9,30.9,2025-05-15T18:07:33.237Z,2025-05-15T18:07:36Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,5728872377,212,29.3,5728872369,56,Back,5728872381,213,1.43,5728872371,140,22.8,5728872373,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049881,487,1,2,47,28,czkf5t3ai00ghwbga03i5aqxw,1,22.8,73.5,2025-05-15T18:07:36.454Z,2025-05-15T18:07:43Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728872631,212,10.4,5728872633,213,3.89,5728872627,140,15.5,5728872625,56,Back,5728872629,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049889,488,1,2,47,35,czkf5t3ai00ghwbga03i5aqxw,1,24.5,71.8,2025-05-15T18:07:43.174Z,2025-05-15T18:07:45Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728872669,140,33.6,5728872671,141,77.5,5728872673,212,10.3,5728872667,56,Back,5728872675,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049895,489,1,2,47,37,czkf5t3ai00ghwbga03i5aqxw,1,33.2,78.7,2025-05-15T18:07:44.997Z,2025-05-15T18:07:46Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5728872749,213,4.72,5728872745,141,49.4,5728872741,56,Back,5728872743,140,33.3,5728872747,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049903,490,1,2,47,38,czkf5t3ai00ghwbga03i5aqxw,1,33.3,49.4,2025-05-15T18:07:46.469Z,2025-05-15T18:07:48Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728872777,56,Back,5728872785,213,4.60,5728872781,141,21.9,5728872783,212,18.8,5728872779,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049929,491,1,2,47,40,czkf5t3ai00ghwbga03i5aqxw,1,31.3,22.7,2025-05-15T18:07:48.005Z,2025-05-15T18:07:52Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728872945,212,17.0,5728872947,213,5.40,5728872941,140,41.6,5728872939,56,Back,5728872943,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049941,492,1,2,47,44,czkf5t3ai00ghwbga03i5aqxw,0,41.6,3.5,2025-05-15T18:07:52.054Z,2025-05-15T18:07:53Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728873013,141,2.3,5728873011,140,54.5,5728873009,56,Right,5728873015,212,13.6,5728873017,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049951,436,61,2,47,46,spvvjmk37iid7hsky9g3nce7,0,45.7,89.9,2025-05-15T18:07:53.830Z,2025-05-15T18:07:53Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728873075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049965,437,5,2,47,46,spvvjmk37iid7hsky9g3nce7,0,48.6,101.6,2025-05-15T18:07:54.154Z,2025-05-15T18:43:33Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728873109,56,Back,5728873111,347,,5728873157,233,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815049955,493,5,2,47,46,czkf5t3ai00ghwbga03i5aqxw,1,51.4,-1.6,2025-05-15T18:07:54.154Z,2025-05-15T18:07:56Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728873077,56,Right,5728873139,233,437,5728873079,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050035,494,1,2,47,58,czkf5t3ai00ghwbga03i5aqxw,1,54.5,0.0,2025-05-15T18:08:06.022Z,2025-05-15T18:08:07Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728873527,56,Right,5728873535,213,2.15,5728873531,141,5.6,5728873533,212,5.6,5728873529,140,51.6,5728873525,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050049,438,83,2,47,59,spvvjmk37iid7hsky9g3nce7,0,50.9,85.4,2025-05-15T18:08:06.793Z,2025-05-15T18:08:35Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5728873781,399,a3jetivxcnpp4z36nhboz5ysq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050051,495,1,2,47,59,czkf5t3ai00ghwbga03i5aqxw,1,52.7,7.7,2025-05-15T18:08:07.061Z,2025-05-15T18:08:09Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5728873617,212,4.3,5728873613,141,1.4,5728873611,140,52.9,5728873621,213,4.76,5728873609,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050071,439,45,2,48,1,spvvjmk37iid7hsky9g3nce7,0,57.4,89.8,2025-05-15T18:08:08.886Z,2025-05-15T19:05:35Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5728873751,285,,5728873749,56,Left,5728873777,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050059,496,3,2,48,1,czkf5t3ai00ghwbga03i5aqxw,1,42.6,10.2,2025-05-15T18:08:08.886Z,2025-05-15T19:05:35Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728873679,56,Back,5728873769,233,439,5728873681,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050075,497,1,2,48,2,czkf5t3ai00ghwbga03i5aqxw,1,42.9,5.0,2025-05-15T18:08:09.621Z,2025-05-15T18:08:12Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728873785,140,26.8,5728873787,141,8.0,5728873789,212,17.0,5728873791,213,3.02,5728873783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050099,498,1,2,48,4,czkf5t3ai00ghwbga03i5aqxw,1,26.7,11.6,2025-05-15T18:08:11.702Z,2025-05-15T18:08:17Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728873915,141,49.1,5728873917,212,25.5,5728873919,213,1.62,5728873911,56,Back,5728873913,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050111,499,1,2,48,9,czkf5t3ai00ghwbga03i5aqxw,1,27.0,50.4,2025-05-15T18:08:16.934Z,2025-05-15T18:08:20Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728874011,212,21.8,5728874013,213,1.21,5728874005,56,Back,5728874007,140,34.4,5728874009,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050131,500,1,2,48,12,czkf5t3ai00ghwbga03i5aqxw,1,36.0,84.1,2025-05-15T18:08:20.102Z,2025-05-15T18:08:23Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5728874129,141,60.8,5728874127,140,25.1,5728874125,56,Back,5728874131,212,19.5,5728874133,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050149,501,1,2,48,15,czkf5t3ai00ghwbga03i5aqxw,1,25.0,60.9,2025-05-15T18:08:22.997Z,2025-05-15T18:08:25Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728874233,141,46.9,5728874231,140,9.2,5728874229,56,Back,5728874237,213,3.66,5728874235,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050193,502,1,2,48,17,czkf5t3ai00ghwbga03i5aqxw,1,9.2,47.2,2025-05-15T18:08:25.045Z,2025-05-15T18:08:35Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,5728874469,141,74.7,5728874465,56,Back,5728874467,140,13.9,5728874471,212,19.3,5728874473,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050229,503,1,2,48,27,czkf5t3ai00ghwbga03i5aqxw,1,29.5,77.2,2025-05-15T18:08:35.125Z,2025-05-15T18:08:41Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728874629,56,Back,5728874637,213,5.25,5728874635,212,12.7,5728874631,140,35.7,5728874633,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050231,504,4,2,48,33,czkf5t3ai00ghwbga03i5aqxw,1,35.0,52.2,2025-05-15T18:08:41.382Z,2025-05-15T18:12:58Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728874665,152,,5728874689,233,440,5728883821,294,,5728874657,13,,5728874671,286,,5728874661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050235,440,4,2,48,33,spvvjmk37iid7hsky9g3nce7,0,65.0,47.8,2025-05-15T18:08:41.383Z,2025-05-15T18:12:57Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5728874681,152,,5728874677,56,Center,5728874685,285,,5728874697,233,504,5728883919,294,,5728874675,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050267,505,1,2,48,37,czkf5t3ai00ghwbga03i5aqxw,1,47.9,53.0,2025-05-15T18:08:45.174Z,2025-05-15T18:13:14Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5728874885,140,51.6,5728874889,212,19.3,5728874883,56,Center,5728874881,152,,5728874887,141,25.2,5728874879,5,,5728874891,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050297,506,1,2,48,42,czkf5t3ai00ghwbga03i5aqxw,1,59.9,31.5,2025-05-15T18:08:49.928Z,2025-05-15T18:08:53Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5728875029,141,66.4,5728875027,140,59.5,5728875025,56,Center,5728875031,212,23.7,5728875023,155,,5728875033,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050299,507,1,2,48,46,czkf5t3ai00ghwbga03i5aqxw,1,64.8,74.4,2025-05-15T18:08:53.782Z,2025-05-15T18:14:05Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728875045,213,0.61,5728875037,56,Left,5728875043,212,12.9,5728875041,141,85.3,5728875039,140,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815052259,565,3,2,48,47,czkf5t3ai00ghwbga03i5aqxw,0,73.9,85.3,2025-05-15T18:08:54.856Z,2025-05-15T19:05:30Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5728886403,286,,5728886533,233,441,5728886401,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050317,441,7,2,48,47,spvvjmk37iid7hsky9g3nce7,1,26.1,14.7,2025-05-15T18:08:54.857Z,2025-05-15T19:05:29Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728886497,285,,5728886525,233,565,5728875157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050351,443,1,2,48,52,spvvjmk37iid7hsky9g3nce7,1,34.3,16.4,2025-05-15T18:08:59.638Z,2025-05-15T18:09:02Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728875283,56,Back,5728875291,213,1.44,5728875289,212,16.9,5728875285,140,36.4,5728875287,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050355,444,61,2,48,53,spvvjmk37iid7hsky9g3nce7,0,32.5,39.2,2025-05-15T18:09:00.926Z,2025-05-15T18:14:14Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5728875305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050371,509,1,2,48,57,czkf5t3ai00ghwbga03i5aqxw,0,73.1,38.5,2025-05-15T18:09:05.045Z,2025-05-15T18:09:05Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5728875393,141,63.3,5728875391,140,85.6,5728875397,213,0.91,5728875389,56,Center,5728875395,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050397,446,1,2,49,0,spvvjmk37iid7hsky9g3nce7,1,19.3,36.7,2025-05-15T18:09:08.231Z,2025-05-15T18:09:09Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5728875533,140,28.3,5728875531,56,Back,5728875539,213,5.41,5728875535,141,20.1,5728875537,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050403,447,1,2,49,2,spvvjmk37iid7hsky9g3nce7,0,28.5,18.5,2025-05-15T18:09:09.750Z,2025-05-15T18:09:10Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728875575,141,32.2,5728875577,212,10.6,5728875579,213,1.07,5728875571,56,Back,5728875573,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050445,510,1,2,49,4,czkf5t3ai00ghwbga03i5aqxw,1,57.8,70.6,2025-05-15T18:09:12.246Z,2025-05-15T18:09:15Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5728875749,140,20.7,5728875757,1,,5728875747,56,Back,5728875751,141,67.3,5728875753,212,39.0,5728875755,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050513,513,1,2,49,11,czkf5t3ai00ghwbga03i5aqxw,1,24.2,62.0,2025-05-15T18:09:18.918Z,2025-05-15T18:09:25Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,5728876067,212,22.2,5728876069,213,5.00,5728876065,141,30.7,5728876063,140,30.2,5728876061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050529,514,1,2,49,17,czkf5t3ai00ghwbga03i5aqxw,1,32.6,40.1,2025-05-15T18:09:25.206Z,2025-05-15T18:09:29Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728876169,140,34.2,5728876171,141,83.3,5728876173,212,29.4,5728876167,56,Back,5728876175,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050547,515,1,2,49,21,czkf5t3ai00ghwbga03i5aqxw,1,34.2,85.0,2025-05-15T18:09:29.078Z,2025-05-15T18:09:33Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728876263,141,54.6,5728876261,140,16.4,5728876259,56,Back,5728876267,213,3.98,5728876265,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050553,516,1,2,49,25,czkf5t3ai00ghwbga03i5aqxw,1,17.0,54.6,2025-05-15T18:09:33.366Z,2025-05-15T18:09:34Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,5728876315,56,Back,5728876317,140,29.1,5728876319,141,54.8,5728876323,213,0.01,5728876321,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050565,517,1,2,49,26,czkf5t3ai00ghwbga03i5aqxw,0,28.5,54.8,2025-05-15T18:09:34.565Z,2025-05-15T18:09:39Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728876427,212,40.9,5728876431,1,,5728876429,213,3.87,5728876425,141,14.9,5728876421,56,Back,5728876423,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050587,448,6,2,49,31,spvvjmk37iid7hsky9g3nce7,1,94.2,82.4,2025-05-15T18:09:39.371Z,2025-05-15T18:43:47Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728876607,56,Left,5728876609,73,,5728876627,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050569,518,6,2,49,31,czkf5t3ai00ghwbga03i5aqxw,0,5.8,17.6,2025-05-15T18:09:39.371Z,2025-05-15T18:09:47Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5728876461,56,Back,5728876463,73,,5728876633,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050775,449,1,2,50,7,spvvjmk37iid7hsky9g3nce7,1,99.5,99.5,2025-05-15T18:10:15.159Z,2025-05-15T18:12:44Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,1.0,5728877759,213,4.48,5728877755,141,53.0,5728877761,1,,5728877753,140,92.3,5728883389,210,15,5728877747,155,,5728877743,2,,5728877757,212,32.5,5728883391,154,,5728877749,223,5728877745,6,,5728877751,56,,,,,,,,,,,,,,,,,,,,Center,,
2815050785,450,44,2,50,10,spvvjmk37iid7hsky9g3nce7,1,94.3,57.0,2025-05-15T18:10:17.959Z,2025-05-15T18:43:59Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5728877807,56,Center,5728878771,233,519,5728877809,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050801,519,44,2,50,10,czkf5t3ai00ghwbga03i5aqxw,0,5.7,43.0,2025-05-15T18:10:17.960Z,2025-05-15T18:43:59Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728878777,233,450,5728877885,56,Back,5728877887,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050793,451,15,2,50,11,spvvjmk37iid7hsky9g3nce7,1,95.1,57.2,2025-05-15T18:10:18.919Z,2025-05-15T18:12:45Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5728883425,146,96.5,5728883473,233,520,5728883181,82,,5728883429,230,100,5728883423,100,,5728883427,147,56.3,5728883171,25,,5728883397,76,,5728877833,56,Center,5728883417,102,5728883421,103,19,5728883399,29,5728883403,154,5728883173,15,,5728883175,61,,5728883179,328,5728883431,231,5728883409,55,449,,,,45.3,,54.2,
2815050805,520,10,2,50,11,czkf5t3ai00ghwbga03i5aqxw,1,3.5,43.7,2025-05-15T18:10:19.019Z,2025-05-15T18:15:47Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728877897,94,,5728877899,56,Back,5728883489,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050873,521,1,2,50,15,czkf5t3ai00ghwbga03i5aqxw,1,8.0,98.1,2025-05-15T18:10:23.398Z,2025-05-15T18:10:27Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728878259,213,6.08,5728878255,141,91.4,5728878257,212,22.9,5728878251,56,Back,5728878253,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050889,523,1,2,50,21,czkf5t3ai00ghwbga03i5aqxw,1,62.8,85.4,2025-05-15T18:10:29.206Z,2025-05-15T18:10:30Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728878319,140,77.5,5728878321,141,64.3,5728878323,212,21.1,5728878317,56,Center,5728878325,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050891,524,3,2,50,22,czkf5t3ai00ghwbga03i5aqxw,0,79.4,63.3,2025-05-15T18:10:30.342Z,2025-05-15T19:05:30Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5728878331,286,,5728878329,56,Center,5728878451,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050911,452,7,2,50,22,spvvjmk37iid7hsky9g3nce7,1,20.6,36.7,2025-05-15T18:10:30.343Z,2025-05-15T19:05:30Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728878431,285,,5728878447,233,524,5728878429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050915,454,1,2,50,25,spvvjmk37iid7hsky9g3nce7,1,11.5,53.1,2025-05-15T18:10:33.128Z,2025-05-15T18:10:41Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5728878495,287,,5728878467,212,38.8,5728878661,1,,5728878469,213,0.60,5728878465,141,85.3,5728878461,56,Back,5728878463,140,42.0,5728878459,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815050979,455,1,2,50,33,spvvjmk37iid7hsky9g3nce7,1,66.6,79.1,2025-05-15T18:10:40.823Z,2025-05-15T18:10:43Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728878809,140,56.6,5728878811,141,78.2,5728878813,212,10.5,5728878815,213,3.20,5728878807,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815051005,456,1,2,50,36,spvvjmk37iid7hsky9g3nce7,1,57.9,82.1,2025-05-15T18:10:43.735Z,2025-05-15T18:10:47Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728878937,212,21.9,5728878931,56,Back,5728878933,140,37.8,5728878939,213,3.42,5728878935,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815051025,457,1,2,50,39,spvvjmk37iid7hsky9g3nce7,1,42.3,70.2,2025-05-15T18:10:47.191Z,2025-05-15T18:10:49Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5728879023,213,4.90,5728879021,212,25.1,5728879019,141,34.0,5728879015,56,Back,5728879017,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815051093,458,1,2,50,42,spvvjmk37iid7hsky9g3nce7,1,48.4,33.0,2025-05-15T18:10:49.719Z,2025-05-15T18:11:04Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,1.0,5728879343,56,Right,5728879345,140,69.2,5728879349,212,23.9,5728879347,141,18.6,5728879351,213,5.86,5728879491,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815051095,459,15,2,50,50,spvvjmk37iid7hsky9g3nce7,1,96.3,23.9,2025-05-15T18:10:58.535Z,2025-05-15T18:17:18Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728879499,55,458,5728879359,22,,5728879361,62,,5728879495,81,,5728879511,147,45.5,5728879497,29,,5728879395,20,,5728879515,233,525,5728879503,102,47.5,5728879363,56,5728879509,146,99.7,5728879505,103,5728879507,215,,,,,,,,,,,,,,,,,,20.3,Center,
