id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2797312263,415,1,1,43,28,spvvjmk37iid7hsky9g3nce7,0,23.9,35.1,2025-04-06T15:14:41.297Z,2025-04-06T15:14:46Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5630907925,213,5.88,5630907921,141,0.0,5630907919,140,78.3,5630907917,56,Right,5630907927,1,,5630907923,212,62.2,5630907915,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312259,350,5,1,43,32,33hzf6j2rd9r50g2n4agsytkd,1,21.8,101.1,2025-04-06T15:14:45.234Z,2025-04-06T15:14:47Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5630907897,347,,5630907997,233,416,5630907895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312271,416,5,1,43,32,spvvjmk37iid7hsky9g3nce7,0,78.2,-1.1,2025-04-06T15:14:45.234Z,2025-04-06T15:28:38Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5630907969,347,,5630908033,233,350,5630907967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312627,351,1,1,43,51,33hzf6j2rd9r50g2n4agsytkd,1,24.4,100.0,2025-04-06T15:15:04.913Z,2025-04-06T15:15:06Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5630909967,56,Back,5630909969,140,42.9,5630909971,141,94.5,5630909965,107,,5630909975,212,19.9,5630909981,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312649,352,1,1,43,53,33hzf6j2rd9r50g2n4agsytkd,1,42.9,94.4,2025-04-06T15:15:06.721Z,2025-04-06T15:15:08Z,6dljoel48bfd9nsmmnkck3owl,L. Hedlund,,,5630910113,156,,5630910089,56,Back,5630910091,140,42.4,5630910095,212,2.2,5630910097,213,4.48,5630910093,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312681,353,1,1,43,55,33hzf6j2rd9r50g2n4agsytkd,0,49.6,88.9,2025-04-06T15:15:09.057Z,2025-04-06T15:22:49Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5630910237,140,52.5,5630955009,286,,5630910235,56,Left,5630955003,236,,5630910241,212,3.1,5630910239,141,89.7,5630955005,233,453,5630910243,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797320791,453,74,1,43,56,spvvjmk37iid7hsky9g3nce7,1,39.2,13.4,2025-04-06T15:15:09.058Z,2025-04-06T15:22:49Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5630954967,56,Back,5630955027,233,353,5630954969,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312805,418,1,1,44,0,spvvjmk37iid7hsky9g3nce7,1,41.0,15.5,2025-04-06T15:15:13.224Z,2025-04-06T15:15:14Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630910851,141,34.9,5630910855,212,14.8,5630910847,140,34.7,5630910857,213,2.04,5630910845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312857,419,1,1,44,1,spvvjmk37iid7hsky9g3nce7,1,34.7,34.9,2025-04-06T15:15:14.625Z,2025-04-06T15:15:17Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5630911087,140,52.7,5630911093,213,0.40,5630911089,141,46.6,5630911085,56,Center,5630911091,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312827,354,83,1,44,3,33hzf6j2rd9r50g2n4agsytkd,0,48.5,52.4,2025-04-06T15:15:16.097Z,2025-04-06T15:15:22Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5630911611,399,f0iow2x82mfh6x1olrrjo5puc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312951,420,1,1,44,4,spvvjmk37iid7hsky9g3nce7,1,58.8,67.0,2025-04-06T15:15:17.234Z,2025-04-06T15:15:21Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5630911571,212,15.5,5630911569,141,88.7,5630911573,213,1.26,5630911565,56,Left,5630911567,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312957,421,1,1,44,8,spvvjmk37iid7hsky9g3nce7,0,72.7,93.9,2025-04-06T15:15:21.209Z,2025-04-06T15:15:22Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630911601,212,9.7,5630911597,140,73.7,5630911599,141,79.7,5630911595,56,Left,5630911603,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312963,355,8,1,44,9,33hzf6j2rd9r50g2n4agsytkd,1,38.0,21.8,2025-04-06T15:15:22.787Z,2025-04-06T15:15:23Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5630911647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313013,356,1,1,44,11,33hzf6j2rd9r50g2n4agsytkd,1,31.1,18.0,2025-04-06T15:15:24.481Z,2025-04-06T15:15:25Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630911945,140,34.7,5630911943,56,Back,5630911951,213,5.88,5630911947,141,15.6,5630911949,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313035,358,3,1,44,13,33hzf6j2rd9r50g2n4agsytkd,0,33.8,9.0,2025-04-06T15:15:26.114Z,2025-04-06T15:15:32Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5630912055,56,Back,5630912249,233,422,5630912057,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313051,422,7,1,44,13,spvvjmk37iid7hsky9g3nce7,0,66.2,91.0,2025-04-06T15:15:26.115Z,2025-04-06T15:15:31Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5630912221,285,,5630912149,56,Left,5630912211,233,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313135,423,83,1,44,14,spvvjmk37iid7hsky9g3nce7,0,68.9,97.1,2025-04-06T15:15:27.753Z,2025-04-06T15:27:55Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630947665,399,6ivuk1j53ybmv5hhzp55ybzzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313139,359,50,1,44,15,33hzf6j2rd9r50g2n4agsytkd,1,34.0,9.2,2025-04-06T15:15:28.624Z,2025-04-06T15:15:46Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5630912703,286,,5630914253,233,424,5630912701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313155,424,7,1,44,15,spvvjmk37iid7hsky9g3nce7,1,66.0,90.8,2025-04-06T15:15:28.625Z,2025-04-06T15:15:47Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5630914279,233,359,5630912901,285,,5630912757,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313167,425,1,1,44,18,spvvjmk37iid7hsky9g3nce7,1,73.2,91.8,2025-04-06T15:15:31.930Z,2025-04-06T15:21:47Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5630949433,140,76.5,5630949439,213,0.50,5630912789,56,Left,5630949437,212,4.0,5630949435,141,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313279,426,50,1,44,23,spvvjmk37iid7hsky9g3nce7,1,73.0,79.8,2025-04-06T15:15:36.624Z,2025-04-06T15:28:58Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630913491,233,360,5630913399,56,Left,5630913401,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313281,360,7,1,44,23,33hzf6j2rd9r50g2n4agsytkd,1,27.0,20.2,2025-04-06T15:15:36.625Z,2025-04-06T15:15:42Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5630913469,233,426,5630913405,285,,5630913403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313343,362,1,1,44,27,33hzf6j2rd9r50g2n4agsytkd,1,22.1,16.4,2025-04-06T15:15:40.097Z,2025-04-06T15:15:42Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630913803,212,5.2,5630913797,56,Back,5630913801,141,19.7,5630913805,213,2.70,5630913799,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313351,363,1,1,44,28,33hzf6j2rd9r50g2n4agsytkd,0,17.6,19.7,2025-04-06T15:15:41.441Z,2025-04-06T15:15:43Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5630913861,213,6.04,5630913851,157,,5630913855,140,57.0,5630913853,56,Right,5630913859,212,42.6,5630913863,1,,5630913857,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313433,428,1,1,44,30,spvvjmk37iid7hsky9g3nce7,1,45.9,98.0,2025-04-06T15:15:43.921Z,2025-04-06T15:15:47Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5630914335,56,Back,5630914349,212,13.4,5630914351,213,3.59,5630914345,141,89.4,5630914341,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313609,429,1,1,44,33,spvvjmk37iid7hsky9g3nce7,1,28.9,85.1,2025-04-06T15:15:46.914Z,2025-04-06T15:15:55Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5630915265,212,26.4,5630915261,141,56.7,5630915267,213,3.96,5630915253,56,Back,5630915257,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313669,430,1,1,44,41,spvvjmk37iid7hsky9g3nce7,1,12.4,48.1,2025-04-06T15:15:54.874Z,2025-04-06T15:15:57Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5630915601,212,12.9,5630915605,213,1.85,5630915599,141,66.3,5630915595,56,Back,5630915597,140,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313743,431,1,1,44,44,spvvjmk37iid7hsky9g3nce7,1,8.7,67.6,2025-04-06T15:15:57.305Z,2025-04-06T15:16:00Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5630915975,213,4.64,5630915971,141,45.1,5630915973,212,15.3,5630915969,140,7.7,5630915967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313785,432,1,1,44,47,spvvjmk37iid7hsky9g3nce7,1,7.8,43.3,2025-04-06T15:16:00.609Z,2025-04-06T15:16:02Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5630916157,141,25.0,5630916159,212,12.5,5630916155,140,7.4,5630916151,56,Back,5630916161,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313851,433,1,1,44,49,spvvjmk37iid7hsky9g3nce7,1,7.4,25.0,2025-04-06T15:16:02.386Z,2025-04-06T15:16:05Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5630916545,213,5.25,5630916541,212,12.8,5630916533,140,13.6,5630916531,56,Back,5630916535,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313975,434,1,1,44,51,spvvjmk37iid7hsky9g3nce7,1,14.0,9.1,2025-04-06T15:16:04.897Z,2025-04-06T15:16:10Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5630917169,212,21.2,5630917173,213,0.90,5630917167,141,33.4,5630917163,56,Back,5630917165,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314029,435,1,1,44,57,spvvjmk37iid7hsky9g3nce7,1,29.6,34.0,2025-04-06T15:16:10.346Z,2025-04-06T15:16:13Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5630917475,141,67.2,5630917471,56,Back,5630917473,140,32.3,5630917479,213,1.45,5630917477,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314155,436,1,1,44,59,spvvjmk37iid7hsky9g3nce7,1,32.3,67.2,2025-04-06T15:16:12.945Z,2025-04-06T15:16:20Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5630918109,212,12.3,5630918113,213,0.50,5630918101,56,Back,5630918105,140,42.6,5630918107,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314077,364,70,1,45,2,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:16:15.892Z,2025-04-06T15:16:16Z,,,,,5630917733,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314227,437,1,1,45,10,spvvjmk37iid7hsky9g3nce7,1,69.7,93.2,2025-04-06T15:16:23.145Z,2025-04-06T15:16:24Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630918549,213,0.09,5630918543,212,14.1,5630918533,56,Left,5630918537,140,83.1,5630918541,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314291,438,1,1,45,11,spvvjmk37iid7hsky9g3nce7,1,83.1,95.1,2025-04-06T15:16:24.090Z,2025-04-06T15:16:27Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630918931,212,10.2,5630918929,141,87.1,5630918927,140,74.9,5630918925,56,Left,5630918933,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314371,439,1,1,45,14,spvvjmk37iid7hsky9g3nce7,1,76.0,84.7,2025-04-06T15:16:27.562Z,2025-04-06T15:16:31Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630919401,212,11.8,5630919395,56,Left,5630919399,141,93.0,5630919403,213,0.50,5630919397,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314381,440,3,1,45,18,spvvjmk37iid7hsky9g3nce7,0,90.9,88.7,2025-04-06T15:16:31.074Z,2025-04-06T15:28:58Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630919455,286,,5630919717,233,365,5630919451,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314417,365,7,1,45,18,33hzf6j2rd9r50g2n4agsytkd,1,9.1,11.3,2025-04-06T15:16:31.075Z,2025-04-06T15:28:58Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630919659,233,440,5630919649,285,,5630919647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314393,441,83,1,45,19,spvvjmk37iid7hsky9g3nce7,0,91.8,90.5,2025-04-06T15:16:32.274Z,2025-04-06T15:16:34Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630919777,399,5ijbt4bhic3y1zasavky12311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314457,367,61,1,45,22,33hzf6j2rd9r50g2n4agsytkd,0,20.0,6.4,2025-04-06T15:16:35.985Z,2025-04-06T15:16:36Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630919845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314487,368,5,1,45,23,33hzf6j2rd9r50g2n4agsytkd,0,21.6,-1.2,2025-04-06T15:16:36.242Z,2025-04-06T15:28:39Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630920101,233,442,5630920015,56,Back,5630920017,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314461,442,5,1,45,23,spvvjmk37iid7hsky9g3nce7,1,78.4,101.2,2025-04-06T15:16:36.242Z,2025-04-06T15:28:39Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630919879,347,,5630919877,56,Left,5630920065,233,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314875,443,1,1,45,40,spvvjmk37iid7hsky9g3nce7,0,78.5,100.0,2025-04-06T15:16:53.403Z,2025-04-06T15:16:56Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630921965,212,17.4,5630921961,140,85.9,5630921967,213,5.18,5630921959,56,Center,5630921963,141,78.7,5630921957,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314919,369,12,1,45,44,33hzf6j2rd9r50g2n4agsytkd,1,9.6,26.7,2025-04-06T15:16:57.361Z,2025-04-06T15:17:00Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630922163,140,0.0,5630922221,15,,5630922167,141,26.8,5630922435,167,,5630922171,212,11.0,5630922161,56,Back,5630922175,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314957,370,6,1,45,46,33hzf6j2rd9r50g2n4agsytkd,0,0.0,27.6,2025-04-06T15:16:59.649Z,2025-04-06T15:28:50Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630922581,73,,5630922631,233,444,5630922577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314965,444,6,1,45,46,spvvjmk37iid7hsky9g3nce7,1,100.0,72.4,2025-04-06T15:16:59.649Z,2025-04-06T15:28:49Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5630922627,233,370,5630922507,73,,5630922505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315835,445,1,1,46,8,spvvjmk37iid7hsky9g3nce7,1,99.5,99.5,2025-04-06T15:17:21.499Z,2025-04-06T15:18:21Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630927163,212,31.9,5630927159,140,98.0,5630927149,2,,5630927151,6,,5630927155,223,,5630927165,213,4.66,5630927161,141,52.7,5630927157,56,Center,5630927153,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315839,446,44,1,46,8,spvvjmk37iid7hsky9g3nce7,1,97.8,54.8,2025-04-06T15:17:22.057Z,2025-04-06T16:04:25Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5630930463,286,,5630930459,56,Center,5630930589,233,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316397,373,44,1,46,9,33hzf6j2rd9r50g2n4agsytkd,0,2.2,45.2,2025-04-06T15:17:22.058Z,2025-04-06T16:04:25Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5630930261,56,Back,5630930263,285,,5630930609,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315853,447,1,1,46,9,spvvjmk37iid7hsky9g3nce7,1,99.2,59.9,2025-04-06T15:17:23.034Z,2025-04-06T15:20:28Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,1.0,,5630937121,210,15,5630937123,154,,5630931109,56,Center,5630931113,141,48.1,5630931117,213,4.56,5630931115,212,8.1,5630931107,168,,5630931111,140,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315865,448,15,1,46,11,spvvjmk37iid7hsky9g3nce7,1,98.0,47.6,2025-04-06T15:17:24.211Z,2025-04-06T15:21:00Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630937159,230,99.9,5630937219,233,374,5630935335,82,,5630937149,103,19,5630937139,29,,5630937141,154,,5630937151,100,,5630937155,146,99.0,5630937137,78,5630934789,56,Center,5630937157,147,48.6,5630937147,102,,49.5,5630935329,16,,5630935325,25,,5630935333,328,,5630937161,231,50.5,5630937153,101,,5630937143,55,447,5630935327,15,5630945145,214
2797317099,374,10,1,46,11,33hzf6j2rd9r50g2n4agsytkd,1,1.0,51.4,2025-04-06T15:17:24.311Z,2025-04-06T15:21:25Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5630934835,14,,5630934469,56,Back,5630934467,94,,5630937245,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797315873,449,13,1,46,13,spvvjmk37iid7hsky9g3nce7,1,97.3,46.1,2025-04-06T15:17:26.347Z,2025-04-06T15:20:05Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5630939793,74,,5630939807,231,48.0,5630939797,103,84.7,5630939803,458,,5630939183,16,,5630938549,56,Center,5630939179,25,,5630939805,230,100,5630939801,328,5630939795,102,52.9,5630939799,108,,5630939181,20,,,,,,,,,,,,,,,,,,,,,,,,
2797315587,371,5,1,46,15,33hzf6j2rd9r50g2n4agsytkd,1,-1.4,39.5,2025-04-06T15:17:28.058Z,2025-04-06T15:28:39Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5630925773,56,Back,5630925777,346,,5630941837,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797318297,451,5,1,46,15,spvvjmk37iid7hsky9g3nce7,0,101.4,60.5,2025-04-06T15:17:28.058Z,2025-04-06T15:28:40Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5630941347,346,,5630941879,233,371,5630941345,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316037,372,30,1,46,44,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:17:57.106Z,2025-04-06T15:17:57Z,,,,,5630928215,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316045,450,30,1,46,44,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-06T15:17:57.106Z,2025-04-06T15:17:57Z,,,,,5630928255,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797329981,375,32,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-06T15:32:41.528Z,2025-04-06T15:32:45Z,,,,,5631005791,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797329967,457,32,2,45,0,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-06T15:32:41.528Z,2025-04-06T15:32:41Z,,,,,5631005695,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797329989,376,1,2,45,0,33hzf6j2rd9r50g2n4agsytkd,1,49.8,49.4,2025-04-06T15:32:41.852Z,2025-04-06T15:32:46Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5631005851,279,S,5631005843,140,27.4,5631005847,212,23.6,5631005841,56,Back,5631005845,141,51.3,5631005849,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797330103,377,1,2,45,3,33hzf6j2rd9r50g2n4agsytkd,0,25.9,53.0,2025-04-06T15:32:45.457Z,2025-04-06T15:34:44Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5631006385,141,49.1,5631006391,1,,5631006381,56,Center,5631006387,212,49.6,5631006379,157,,5631006383,140,73.1,5631006389,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797330117,458,12,2,45,8,spvvjmk37iid7hsky9g3nce7,1,24.1,65.2,2025-04-06T15:32:49.934Z,2025-04-06T15:33:50Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5631006485,15,,5631006465,212,12.8,5631006461,140,36.0,5631006463,141,61.1,5631006467,213,6.06,5631006459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797331499,394,1,2,45,8,33hzf6j2rd9r50g2n4agsytkd,1,74.2,42.1,2025-04-06T15:32:50.074Z,2025-04-06T15:34:41Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5631016513,213,5.05,5631016505,56,Center,5631016503,155,,5631016509,141,21.9,5631016507,140,78.8,5631016511,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797330183,378,4,2,45,12,33hzf6j2rd9r50g2n4agsytkd,1,69.6,28.6,2025-04-06T15:32:54.164Z,2025-04-06T16:04:08Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5631006821,56,Center,5631007469,286,,5631007465,152,,5631007463,13,,5631007547,233,459,5631007467,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797330203,459,4,2,45,12,spvvjmk37iid7hsky9g3nce7,0,30.4,71.4,2025-04-06T15:32:54.165Z,2025-04-06T16:04:09Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5631007615,233,378,5631007009,265,,5631007005,56,Back,5631007011,285,,5631007007,152,,5631007003,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797330357,379,1,2,45,23,33hzf6j2rd9r50g2n4agsytkd,1,71.1,19.8,2025-04-06T15:33:04.898Z,2025-04-06T15:33:06Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5631007849,56,Right,5631007853,141,18.6,5631007845,5,,5631007857,213,6.24,5631007847,152,,5631007851,140,89.7,5631007855,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
