id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value
2819966937,390,1,1,43,37,czkf5t3ai00ghwbga03i5aqxw,1,85.0,100.0,2025-05-29T16:44:08.702Z,2025-05-29T16:44:12Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5756099465,141,95.6,5756099467,212,12.3,5756099463,140,73.9,5756099461,56,Left,5756099459,107,,5756099469,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819966951,391,1,1,43,40,czkf5t3ai00ghwbga03i5aqxw,1,77.4,90.9,2025-05-29T16:44:12.142Z,2025-05-29T16:44:14Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5756099543,141,73.3,5756099547,213,5.31,5756099545,212,14.4,5756099539,56,Center,5756099541,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819966957,392,1,1,43,42,czkf5t3ai00ghwbga03i5aqxw,0,85.1,73.3,2025-05-29T16:44:14.238Z,2025-05-29T16:44:15Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756099579,213,0.18,5756099573,140,100.0,5756099577,212,17.4,5756099575,141,77.8,5756099571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819966967,342,5,1,43,43,ac8jow4mdkvnsv5s0och4qqm,1,-1.4,22.6,2025-05-29T16:44:15.141Z,2025-05-29T16:57:46Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5756099623,56,Back,5756099625,346,,5756099821,233,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967003,393,5,1,43,43,czkf5t3ai00ghwbga03i5aqxw,0,101.4,77.4,2025-05-29T16:44:15.141Z,2025-05-29T16:57:46Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756099817,346,,5756099837,233,342,5756099815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819966995,343,1,1,43,48,ac8jow4mdkvnsv5s0och4qqm,1,3.1,41.0,2025-05-29T16:44:19.961Z,2025-05-29T16:44:21Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5756099785,189,,5756099775,141,75.6,5756099783,237,,5756099777,212,24.6,5756099773,140,10.1,5756099769,124,,5756099771,56,Back,5756099779,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967037,344,1,1,43,54,ac8jow4mdkvnsv5s0och4qqm,1,32.5,82.9,2025-05-29T16:44:25.643Z,2025-05-29T16:44:30Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756100021,213,3.76,5756100019,212,16.8,5756100017,141,68.5,5756100013,56,Back,5756100015,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967043,345,1,1,43,59,ac8jow4mdkvnsv5s0och4qqm,1,25.6,66.7,2025-05-29T16:44:30.616Z,2025-05-29T16:44:34Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756100057,56,Back,5756100063,212,9.1,5756100059,140,31.4,5756100061,141,76.6,5756100065,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967055,346,1,1,44,2,ac8jow4mdkvnsv5s0och4qqm,1,29.4,72.9,2025-05-29T16:44:34.104Z,2025-05-29T16:44:36Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756100109,56,Back,5756100113,141,63.4,5756100117,213,4.22,5756100115,212,7.3,5756100111,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967073,347,1,1,44,4,ac8jow4mdkvnsv5s0och4qqm,1,26.9,61.7,2025-05-29T16:44:36.072Z,2025-05-29T16:44:40Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756100249,212,24.4,5756100243,56,Back,5756100251,213,4.98,5756100247,141,27.1,5756100245,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967091,348,1,1,44,8,ac8jow4mdkvnsv5s0och4qqm,1,43.5,26.7,2025-05-29T16:44:39.929Z,2025-05-29T16:44:44Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5756100323,212,40.4,5756100327,1,,5756100315,155,,5756100325,213,0.60,5756100317,56,Center,5756100319,140,75.2,5756100321,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967093,349,44,1,44,10,ac8jow4mdkvnsv5s0och4qqm,1,77.3,62.0,2025-05-29T16:44:42.397Z,2025-05-29T16:44:45Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5756100331,56,Center,5756100347,233,394,5756100333,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967085,394,44,1,44,10,czkf5t3ai00ghwbga03i5aqxw,0,23.4,38.6,2025-05-29T16:44:42.398Z,2025-05-29T16:48:31Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5756100297,285,,5756100363,233,349,5756100295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967101,350,1,1,44,11,ac8jow4mdkvnsv5s0och4qqm,0,75.2,60.3,2025-05-29T16:44:43.233Z,2025-05-29T16:48:33Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5756100389,212,12.7,5756100379,56,Center,5756100381,140,77.4,5756100377,3,,5756100385,141,78.7,5756100391,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967141,395,12,1,44,14,czkf5t3ai00ghwbga03i5aqxw,1,20.6,24.7,2025-05-29T16:44:45.918Z,2025-05-29T16:48:29Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5756100581,141,5.0,5756100585,213,5.09,5756100579,140,25.6,5756100583,212,14.4,5756100577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967143,396,4,1,44,21,czkf5t3ai00ghwbga03i5aqxw,1,39.8,17.2,2025-05-29T16:44:52.798Z,2025-05-29T16:57:54Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5756100607,286,,5756100599,13,,5756100603,56,Back,5756100601,295,,5756100605,152,,5756100755,233,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967145,351,4,1,44,21,ac8jow4mdkvnsv5s0och4qqm,0,60.2,82.8,2025-05-29T16:44:52.799Z,2025-05-29T16:57:54Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756100737,56,Left,5756100733,13,,5756100741,285,,5756100739,152,,5756100735,295,,5756100773,233,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967311,397,1,1,44,46,czkf5t3ai00ghwbga03i5aqxw,1,42.8,13.8,2025-05-29T16:45:17.999Z,2025-05-29T16:45:22Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5756101605,213,2.20,5756101603,212,16.5,5756101599,140,33.6,5756101595,152,,5756101601,141,33.4,5756101597,56,Back,5756101593,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967333,398,1,1,44,50,czkf5t3ai00ghwbga03i5aqxw,1,34.6,42.4,2025-05-29T16:45:22.031Z,2025-05-29T16:45:25Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756101719,141,75.4,5756101721,212,22.7,5756101717,140,37.6,5756101723,213,1.43,5756101715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967359,399,1,1,44,53,czkf5t3ai00ghwbga03i5aqxw,1,39.0,75.7,2025-05-29T16:45:25.070Z,2025-05-29T16:45:29Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756101901,213,0.84,5756101899,212,19.9,5756101897,141,97.5,5756101893,56,Left,5756101895,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967365,400,1,1,44,57,czkf5t3ai00ghwbga03i5aqxw,1,46.7,95.7,2025-05-29T16:45:28.910Z,2025-05-29T16:45:30Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756101963,212,16.3,5756101957,56,Back,5756101959,140,32.4,5756101965,213,3.54,5756101961,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967395,401,1,1,44,59,czkf5t3ai00ghwbga03i5aqxw,1,31.8,85.4,2025-05-29T16:45:30.782Z,2025-05-29T16:45:34Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756102123,212,14.2,5756102121,141,68.8,5756102125,213,4.06,5756102119,140,23.6,5756102117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967583,410,70,1,45,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-29T16:45:32.106Z,2025-05-29T16:46:03Z,,,,,5756103097,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967425,402,1,1,45,2,czkf5t3ai00ghwbga03i5aqxw,1,24.4,71.8,2025-05-29T16:45:34.047Z,2025-05-29T16:45:36Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756102281,56,Back,5756102289,213,1.33,5756102285,141,97.5,5756102287,212,18.0,5756102283,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967429,352,83,1,45,4,ac8jow4mdkvnsv5s0och4qqm,0,68.7,7.7,2025-05-29T16:45:36.337Z,2025-05-29T16:46:41Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5756104507,399,dvl8q7nwvz3o6d73220d1ag2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967441,403,1,1,45,5,czkf5t3ai00ghwbga03i5aqxw,0,26.6,93.0,2025-05-29T16:45:36.798Z,2025-05-29T16:45:38Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756102361,56,Back,5756102365,141,75.9,5756102369,213,4.07,5756102367,212,14.5,5756102363,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967457,404,51,1,45,7,czkf5t3ai00ghwbga03i5aqxw,1,18.3,75.9,2025-05-29T16:45:39.006Z,2025-05-29T16:46:24Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756102471,169,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967451,354,15,1,45,8,ac8jow4mdkvnsv5s0och4qqm,1,82.2,30.1,2025-05-29T16:45:39.737Z,2025-05-29T16:46:27Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5756102423,18,,5756102767,233,405,5756102753,458,,5756102751,328,,5756102743,80,,5756102421,22,,5756102757,147,46.9,5756102509,72,,5756102425,56,Center,5756102755,146,99.3,5756102745,102,47.2,5756102747,103,,,,,,,,,,3.2,,,,,,
2819967477,405,10,1,45,8,czkf5t3ai00ghwbga03i5aqxw,1,3.7,51.9,2025-05-29T16:45:39.837Z,2025-05-29T16:45:49Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5756102535,178,,5756102537,182,,5756102799,233,354,5756102581,177,,5756102539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967535,407,1,1,45,17,czkf5t3ai00ghwbga03i5aqxw,1,3.7,51.9,2025-05-29T16:45:48.862Z,2025-05-29T16:45:52Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5756102853,213,5.40,5756102849,141,34.0,5756102845,56,Back,5756102843,123,,5756102851,212,15.7,5756102847,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967545,408,1,1,45,20,czkf5t3ai00ghwbga03i5aqxw,1,23.7,29.1,2025-05-29T16:45:52.272Z,2025-05-29T16:45:55Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5756102935,140,27.5,5756102939,212,15.5,5756102941,213,4.97,5756102937,141,7.1,5756102933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967561,409,1,1,45,23,czkf5t3ai00ghwbga03i5aqxw,0,28.0,7.1,2025-05-29T16:45:55.167Z,2025-05-29T16:45:57Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756103025,1,,5756103017,140,75.2,5756103013,155,,5756103023,213,0.12,5756103015,56,Right,5756103021,212,49.9,5756103019,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967607,355,1,1,45,28,ac8jow4mdkvnsv5s0och4qqm,1,24.4,88.6,2025-05-29T16:46:00.169Z,2025-05-29T16:46:02Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756103205,213,0.07,5756103195,3,,5756103201,141,89.7,5756103197,56,Back,5756103203,212,10.7,5756103199,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967627,357,1,1,45,30,ac8jow4mdkvnsv5s0och4qqm,1,36.4,90.2,2025-05-29T16:46:02.572Z,2025-05-29T16:46:06Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756103315,212,22.0,5756103311,140,55.1,5756103313,141,75.6,5756103309,56,Center,5756103317,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967635,358,1,1,45,34,ac8jow4mdkvnsv5s0och4qqm,1,57.4,74.4,2025-05-29T16:46:05.865Z,2025-05-29T16:46:06Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5756103381,140,46.8,5756103385,212,12.2,5756103379,56,Back,5756103387,213,3.57,5756103383,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967667,359,1,1,45,35,ac8jow4mdkvnsv5s0och4qqm,1,46.8,66.9,2025-05-29T16:46:06.697Z,2025-05-29T16:46:13Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5756103603,213,5.51,5756103599,141,42.1,5756103597,140,63.4,5756103601,212,24.3,5756103595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967671,360,4,1,45,41,ac8jow4mdkvnsv5s0och4qqm,1,74.6,42.5,2025-05-29T16:46:13.177Z,2025-05-29T16:57:55Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5756103611,56,Center,5756103615,265,,5756103617,286,,5756103609,13,,5756103613,152,,5756103673,233,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967669,411,4,1,45,41,czkf5t3ai00ghwbga03i5aqxw,0,25.4,57.5,2025-05-29T16:46:13.178Z,2025-05-29T19:16:36Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756103679,233,360,5756103655,56,Back,5756103661,285,,5756103659,265,,5756103653,13,,5756103657,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967917,361,13,1,46,28,ac8jow4mdkvnsv5s0och4qqm,1,73.0,36.0,2025-05-29T16:47:00.553Z,2025-05-29T16:47:09Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5756105405,458,,5756105151,18,,5756105407,230,99.5,5756105149,26,,5756105153,56,Center,5756105399,74,,5756105403,103,73.6,5756105401,102,47.6,5756105277,20,,5756105409,231,49.8,,,,,,,,,,,,,,,,,,,,,
2819967929,362,5,1,46,30,ac8jow4mdkvnsv5s0och4qqm,0,101.2,43.8,2025-05-29T16:47:02.574Z,2025-05-29T16:57:47Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5756105245,233,412,5756105223,346,,5756105221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819967927,412,5,1,46,30,czkf5t3ai00ghwbga03i5aqxw,1,-1.2,56.2,2025-05-29T16:47:02.574Z,2025-05-29T16:47:03Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756105237,233,362,5756105217,56,Back,5756105219,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819968083,413,1,1,46,57,czkf5t3ai00ghwbga03i5aqxw,0,5.2,60.6,2025-05-29T16:47:29.583Z,2025-05-29T16:47:32Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5756106225,56,Center,5756106231,212,50.6,5756106227,140,52.1,5756106223,124,,5756106235,1,,5756106237,74,,5756106233,213,0.23,5756106229,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819968111,363,30,1,47,2,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-29T16:47:34.288Z,2025-05-29T16:47:35Z,,,,,5756106365,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819968107,414,30,1,47,2,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-29T16:47:34.288Z,2025-05-29T16:47:34Z,,,,,5756106351,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972191,368,32,2,45,0,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-29T17:04:05.778Z,2025-05-29T17:04:05Z,,,,,5756130091,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972193,415,32,2,45,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-29T17:04:05.778Z,2025-05-29T17:04:08Z,,,,,5756130095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972201,416,1,2,45,0,czkf5t3ai00ghwbga03i5aqxw,1,50.1,50.1,2025-05-29T17:04:05.779Z,2025-05-29T17:04:10Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5756130115,56,Back,5756130123,213,3.47,5756130117,140,34.0,5756130125,279,S,5756130119,141,41.6,5756130121,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972225,417,1,2,45,4,czkf5t3ai00ghwbga03i5aqxw,1,34.9,42.7,2025-05-29T17:04:10.260Z,2025-05-29T17:04:12Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5756130265,140,74.5,5756130273,1,,5756130267,141,88.0,5756130263,56,Left,5756130261,155,,5756130269,212,51.7,5756130271,213,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972227,418,44,2,45,6,czkf5t3ai00ghwbga03i5aqxw,1,69.6,86.0,2025-05-29T17:04:12.147Z,2025-05-29T17:04:14Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5756130277,56,Left,5756130339,233,369,5756130279,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972239,369,44,2,45,6,ac8jow4mdkvnsv5s0och4qqm,0,28.8,13.3,2025-05-29T17:04:12.148Z,2025-05-29T17:04:13Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5756130345,233,418,5756130317,285,,5756130313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972251,419,1,2,45,6,czkf5t3ai00ghwbga03i5aqxw,0,74.5,88.0,2025-05-29T17:04:12.534Z,2025-05-29T17:04:14Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5756130351,56,Center,5756130355,141,67.9,5756130349,3,,5756130357,212,14.3,5756130353,140,78.4,5756130359,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972301,371,1,2,45,12,ac8jow4mdkvnsv5s0och4qqm,1,23.9,27.3,2025-05-29T17:04:18.579Z,2025-05-29T17:04:21Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5756130583,140,26.9,5756130587,212,34.9,5756130585,141,78.4,5756130591,1,,5756130579,155,,5756130589,213,1.48,5756130581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972321,372,1,2,45,15,ac8jow4mdkvnsv5s0och4qqm,1,29.0,79.7,2025-05-29T17:04:21.088Z,2025-05-29T17:04:22Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756130689,212,5.7,5756130683,56,Back,5756130687,141,71.4,5756130685,140,29.4,5756130691,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972343,373,1,2,45,16,ac8jow4mdkvnsv5s0och4qqm,1,29.4,70.8,2025-05-29T17:04:22.320Z,2025-05-29T17:04:25Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5756130805,56,Back,5756130811,212,10.7,5756130807,140,19.2,5756130809,141,71.4,5756130813,213,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972355,374,1,2,45,19,ac8jow4mdkvnsv5s0och4qqm,1,22.6,75.3,2025-05-29T17:04:25.440Z,2025-05-29T17:04:27Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756130859,56,Back,5756130863,141,95.4,5756130867,213,0.98,5756130865,212,16.4,5756130861,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972363,375,1,2,45,21,ac8jow4mdkvnsv5s0och4qqm,1,29.3,93.2,2025-05-29T17:04:26.961Z,2025-05-29T17:04:29Z,4smb0sorl9dms1k26si6tbqzu,F. Christensen,,,5756130905,141,92.7,5756130901,56,Back,5756130903,140,35.6,5756130907,212,6.6,5756130909,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972371,376,61,2,45,23,ac8jow4mdkvnsv5s0och4qqm,0,35.1,93.6,2025-05-29T17:04:29.649Z,2025-05-29T17:04:30Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5756130931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972373,377,5,2,45,24,ac8jow4mdkvnsv5s0och4qqm,0,29.6,101.6,2025-05-29T17:04:30.225Z,2025-05-29T17:04:36Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5756131019,233,420,5756130933,56,Back,5756130935,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972391,420,5,2,45,24,czkf5t3ai00ghwbga03i5aqxw,1,70.4,-1.6,2025-05-29T17:04:30.225Z,2025-05-29T17:13:56Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5756131001,56,Right,5756131009,233,377,5756131003,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972451,421,1,2,45,32,czkf5t3ai00ghwbga03i5aqxw,1,77.6,0.0,2025-05-29T17:04:37.844Z,2025-05-29T17:04:39Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5756131339,140,55.7,5756131341,141,12.8,5756131345,213,2.73,5756131337,56,Right,5756131347,1,,5756131343,212,25.1,5756131335,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972461,422,1,2,45,33,czkf5t3ai00ghwbga03i5aqxw,1,55.2,15.0,2025-05-29T17:04:39.684Z,2025-05-29T17:04:41Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5756131405,212,16.9,5756131401,140,39.4,5756131403,141,10.6,5756131399,56,Back,5756131407,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972485,423,1,2,45,35,czkf5t3ai00ghwbga03i5aqxw,1,39.2,10.6,2025-05-29T17:04:40.852Z,2025-05-29T17:04:43Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5756131545,213,2.08,5756131541,141,39.7,5756131539,140,28.8,5756131537,56,Back,5756131543,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972501,424,1,2,45,38,czkf5t3ai00ghwbga03i5aqxw,1,30.6,34.0,2025-05-29T17:04:43.828Z,2025-05-29T17:04:46Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5756131615,212,17.8,5756131611,140,32.5,5756131613,141,8.0,5756131609,56,Back,5756131617,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972523,425,1,2,45,40,czkf5t3ai00ghwbga03i5aqxw,1,24.4,10.0,2025-05-29T17:04:46.372Z,2025-05-29T17:04:50Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5756131721,212,22.6,5756131719,141,32.5,5756131717,140,8.6,5756131723,213,2.40,5756131715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972537,426,1,2,45,44,czkf5t3ai00ghwbga03i5aqxw,0,8.6,32.5,2025-05-29T17:04:49.908Z,2025-05-29T17:04:52Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5756131813,1,,5756131809,212,49.7,5756131801,157,,5756131807,141,47.2,5756131803,56,Center,5756131811,213,0.20,5756131805,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972563,378,1,2,45,47,ac8jow4mdkvnsv5s0och4qqm,1,46.0,53.3,2025-05-29T17:04:52.865Z,2025-05-29T17:04:57Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5756131941,141,44.9,5756131939,140,56.2,5756131945,213,5.79,5756131937,56,Center,5756131943,212,12.1,5756131935,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972591,379,1,2,45,51,ac8jow4mdkvnsv5s0och4qqm,1,45.4,52.5,2025-05-29T17:04:57.185Z,2025-05-29T17:05:02Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5756132055,213,2.47,5756132049,141,90.3,5756132053,212,41.1,5756132057,1,,5756132047,140,14.9,5756132045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972607,381,1,2,45,56,ac8jow4mdkvnsv5s0och4qqm,1,12.9,92.1,2025-05-29T17:05:02.032Z,2025-05-29T17:05:05Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5756132153,141,69.0,5756132157,213,4.07,5756132155,212,19.6,5756132151,140,1.8,5756132149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819972625,382,1,2,45,59,ac8jow4mdkvnsv5s0och4qqm,1,2.5,63.9,2025-05-29T17:05:05.265Z,2025-05-29T17:05:08Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5756132257,212,26.7,5756132253,140,5.8,5756132255,141,25.0,5756132259,213,4.84,5756132251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
